seconds,'uV','uV'.1,'uV'.2,'uV'.3
1900-01-01 00:00:50.894,-79.5,-130.0,-133.0,-138.0
1900-01-01 00:00:50.895,-77.5,-128.0,-130.5,-135.0
1900-01-01 00:00:50.896,-75.5,-125.0,-127.0,-131.5
1900-01-01 00:00:50.897,-72.5,-121.5,-123.0,-127.0
1900-01-01 00:00:50.898,-70.0,-117.5,-118.5,-122.5
1900-01-01 00:00:50.899,-67.5,-114.0,-114.5,-118.0
1900-01-01 00:00:50.900,-66.0,-111.5,-112.0,-115.0
1900-01-01 00:00:50.901,-66.0,-111.0,-111.0,-114.5
1900-01-01 00:00:50.902,-67.5,-112.5,-112.5,-116.0
1900-01-01 00:00:50.903,-70.0,-115.5,-116.0,-119.0
1900-01-01 00:00:50.904,-73.0,-119.5,-120.5,-123.5
1900-01-01 00:00:50.905,-76.5,-124.0,-125.5,-129.0
1900-01-01 00:00:50.906,-79.5,-128.0,-130.0,-134.0
1900-01-01 00:00:50.907,-81.5,-131.0,-133.5,-138.0
1900-01-01 00:00:50.908,-82.0,-132.5,-135.0,-140.0
1900-01-01 00:00:50.909,-82.0,-133.0,-135.5,-140.5
1900-01-01 00:00:50.910,-81.5,-133.0,-135.5,-140.5
1900-01-01 00:00:50.911,-80.5,-132.0,-135.0,-140.0
1900-01-01 00:00:50.912,-79.5,-131.0,-134.0,-138.5
1900-01-01 00:00:50.913,-78.0,-129.5,-132.5,-137.0
1900-01-01 00:00:50.914,-76.5,-128.0,-131.0,-135.0
1900-01-01 00:00:50.915,-75.0,-125.5,-128.0,-132.0
1900-01-01 00:00:50.916,-72.5,-122.5,-125.0,-128.5
1900-01-01 00:00:50.917,-70.0,-119.0,-121.0,-124.5
1900-01-01 00:00:50.918,-67.0,-115.0,-116.5,-119.5
1900-01-01 00:00:50.919,-64.5,-112.0,-112.5,-115.5
1900-01-01 00:00:50.920,-63.0,-110.0,-110.0,-112.5
1900-01-01 00:00:50.921,-62.5,-109.5,-108.5,-111.5
1900-01-01 00:00:50.922,-64.0,-110.5,-110.0,-112.5
1900-01-01 00:00:50.923,-66.0,-113.5,-113.0,-116.0
1900-01-01 00:00:50.924,-69.5,-117.5,-117.5,-121.0
1900-01-01 00:00:50.925,-73.0,-122.0,-122.5,-126.5
1900-01-01 00:00:50.926,-76.5,-126.5,-127.5,-132.0
1900-01-01 00:00:50.927,-79.0,-129.5,-131.5,-136.5
1900-01-01 00:00:50.928,-80.5,-131.5,-134.5,-139.0
1900-01-01 00:00:50.929,-81.0,-132.5,-136.0,-140.5
1900-01-01 00:00:50.930,-81.0,-132.5,-136.5,-141.0
1900-01-01 00:00:50.931,-80.5,-132.5,-136.0,-141.0
1900-01-01 00:00:50.932,-80.0,-131.5,-135.5,-140.0
1900-01-01 00:00:50.933,-79.0,-130.5,-134.0,-138.5
1900-01-01 00:00:50.934,-77.5,-129.0,-132.0,-137.0
1900-01-01 00:00:50.935,-76.0,-127.0,-129.5,-134.5
1900-01-01 00:00:50.936,-74.0,-124.5,-126.5,-131.0
1900-01-01 00:00:50.937,-72.0,-121.5,-122.5,-127.5
1900-01-01 00:00:50.938,-69.5,-118.0,-118.5,-123.0
1900-01-01 00:00:50.939,-67.5,-115.0,-115.5,-119.5
1900-01-01 00:00:50.940,-66.5,-113.0,-113.0,-117.0
1900-01-01 00:00:50.941,-67.0,-113.0,-112.5,-116.5
1900-01-01 00:00:50.942,-68.5,-115.0,-114.5,-118.5
1900-01-01 00:00:50.943,-71.5,-118.5,-118.0,-122.5
1900-01-01 00:00:50.944,-75.5,-123.0,-123.5,-127.5
1900-01-01 00:00:50.945,-80.0,-128.5,-129.0,-133.5
1900-01-01 00:00:50.946,-83.5,-133.5,-135.0,-139.5
1900-01-01 00:00:50.947,-87.0,-137.5,-139.5,-144.5
1900-01-01 00:00:50.948,-89.5,-140.0,-143.0,-148.0
1900-01-01 00:00:50.949,-90.5,-142.0,-145.0,-150.5
1900-01-01 00:00:50.950,-91.0,-142.5,-146.0,-151.5
1900-01-01 00:00:50.951,-91.0,-142.0,-146.0,-151.5
1900-01-01 00:00:50.952,-90.5,-141.5,-145.5,-151.0
1900-01-01 00:00:50.953,-89.5,-140.5,-144.0,-150.0
1900-01-01 00:00:50.954,-88.5,-139.0,-142.5,-148.0
1900-01-01 00:00:50.955,-87.0,-137.5,-140.0,-146.0
1900-01-01 00:00:50.956,-85.0,-135.0,-137.0,-142.5
1900-01-01 00:00:50.957,-83.0,-132.0,-133.5,-139.0
1900-01-01 00:00:50.958,-81.0,-128.5,-130.0,-135.0
1900-01-01 00:00:50.959,-78.5,-125.5,-126.5,-131.0
1900-01-01 00:00:50.960,-77.5,-123.5,-124.0,-128.5
1900-01-01 00:00:50.961,-77.0,-122.5,-122.5,-127.5
1900-01-01 00:00:50.962,-77.5,-123.0,-123.0,-128.0
1900-01-01 00:00:50.963,-79.0,-125.0,-125.5,-131.0
1900-01-01 00:00:50.964,-82.0,-128.5,-129.5,-135.0
1900-01-01 00:00:50.965,-85.0,-132.5,-134.0,-140.0
1900-01-01 00:00:50.966,-88.0,-136.5,-139.0,-145.0
1900-01-01 00:00:50.967,-90.5,-140.0,-143.5,-149.5
1900-01-01 00:00:50.968,-92.5,-142.5,-146.5,-152.5
1900-01-01 00:00:50.969,-93.5,-144.5,-148.5,-154.0
1900-01-01 00:00:50.970,-93.5,-145.0,-149.0,-155.0
1900-01-01 00:00:50.971,-93.5,-145.5,-149.5,-155.5
1900-01-01 00:00:50.972,-93.5,-145.5,-149.5,-155.5
1900-01-01 00:00:50.973,-93.5,-145.5,-149.5,-155.5
1900-01-01 00:00:50.974,-93.5,-145.0,-149.0,-155.5
1900-01-01 00:00:50.975,-93.0,-144.5,-148.0,-154.5
1900-01-01 00:00:50.976,-92.0,-143.0,-146.5,-153.5
1900-01-01 00:00:50.977,-90.5,-141.0,-144.5,-151.0
1900-01-01 00:00:50.978,-88.5,-138.5,-141.0,-147.5
1900-01-01 00:00:50.979,-87.0,-136.0,-138.0,-144.0
1900-01-01 00:00:50.980,-86.0,-134.0,-135.5,-141.0
1900-01-01 00:00:50.981,-86.0,-133.5,-134.5,-140.0
1900-01-01 00:00:50.982,-87.5,-134.0,-135.0,-140.5
1900-01-01 00:00:50.983,-89.5,-136.5,-137.5,-142.5
1900-01-01 00:00:50.984,-93.0,-140.0,-141.5,-146.5
1900-01-01 00:00:50.985,-96.5,-144.0,-146.0,-151.0
1900-01-01 00:00:50.986,-99.5,-148.0,-150.5,-155.5
1900-01-01 00:00:50.987,-102.0,-151.0,-154.0,-159.5
1900-01-01 00:00:50.988,-103.5,-153.0,-156.5,-162.0
1900-01-01 00:00:50.989,-104.0,-154.0,-157.5,-163.0
1900-01-01 00:00:50.990,-104.0,-154.0,-157.5,-163.0
1900-01-01 00:00:50.991,-103.0,-153.5,-157.0,-162.5
1900-01-01 00:00:50.992,-102.0,-152.0,-156.0,-161.0
1900-01-01 00:00:50.993,-101.0,-150.5,-155.0,-159.5
1900-01-01 00:00:50.994,-100.0,-149.0,-153.0,-157.5
1900-01-01 00:00:50.995,-98.5,-147.5,-151.0,-155.5
1900-01-01 00:00:50.996,-97.0,-145.0,-148.0,-152.5
1900-01-01 00:00:50.997,-94.5,-142.0,-144.5,-149.0
1900-01-01 00:00:50.998,-92.0,-138.5,-140.5,-145.0
1900-01-01 00:00:50.999,-89.5,-135.5,-137.0,-141.0
1900-01-01 00:00:51.000,-88.0,-133.0,-134.0,-138.5
1900-01-01 00:00:51.001,-87.5,-132.5,-133.0,-137.5
1900-01-01 00:00:51.002,-88.0,-133.5,-134.0,-138.5
1900-01-01 00:00:51.003,-90.0,-135.5,-137.0,-141.5
1900-01-01 00:00:51.004,-93.0,-139.0,-140.5,-145.5
1900-01-01 00:00:51.005,-95.5,-143.0,-145.5,-150.0
1900-01-01 00:00:51.006,-98.5,-146.5,-149.5,-155.0
1900-01-01 00:00:51.007,-100.5,-149.5,-153.5,-159.0
1900-01-01 00:00:51.008,-102.0,-151.5,-156.0,-161.5
1900-01-01 00:00:51.009,-102.5,-152.0,-157.0,-163.0
1900-01-01 00:00:51.010,-102.5,-152.5,-157.5,-163.5
1900-01-01 00:00:51.011,-102.0,-152.0,-157.5,-163.0
1900-01-01 00:00:51.012,-101.0,-151.0,-156.5,-162.5
1900-01-01 00:00:51.013,-100.0,-150.0,-155.5,-161.0
1900-01-01 00:00:51.014,-98.5,-148.5,-153.5,-158.5
1900-01-01 00:00:51.015,-97.0,-146.5,-151.0,-156.0
1900-01-01 00:00:51.016,-95.0,-144.0,-148.0,-153.0
1900-01-01 00:00:51.017,-92.5,-140.5,-144.5,-149.0
1900-01-01 00:00:51.018,-90.5,-137.5,-140.0,-144.5
1900-01-01 00:00:51.019,-88.5,-134.5,-136.5,-141.0
1900-01-01 00:00:51.020,-87.5,-133.0,-134.5,-138.5
1900-01-01 00:00:51.021,-88.0,-133.0,-134.0,-138.0
1900-01-01 00:00:51.022,-90.0,-134.5,-135.5,-139.5
1900-01-01 00:00:51.023,-93.0,-138.0,-139.0,-143.0
1900-01-01 00:00:51.024,-96.5,-142.5,-143.5,-147.5
1900-01-01 00:00:51.025,-101.0,-147.0,-149.0,-153.0
1900-01-01 00:00:51.026,-104.5,-152.0,-154.5,-158.0
1900-01-01 00:00:51.027,-107.5,-155.5,-159.0,-162.0
1900-01-01 00:00:51.028,-110.0,-158.5,-162.0,-164.5
1900-01-01 00:00:51.029,-111.0,-160.0,-164.0,-166.0
1900-01-01 00:00:51.030,-112.0,-161.0,-164.5,-166.5
1900-01-01 00:00:51.031,-112.5,-161.0,-164.5,-165.5
1900-01-01 00:00:51.032,-112.0,-160.5,-163.0,-163.5
1900-01-01 00:00:51.033,-110.5,-159.0,-161.0,-161.0
1900-01-01 00:00:51.034,-109.0,-156.5,-158.0,-157.5
1900-01-01 00:00:51.035,-106.5,-153.0,-154.0,-153.0
1900-01-01 00:00:51.036,-103.5,-149.0,-149.0,-147.5
1900-01-01 00:00:51.037,-99.5,-144.0,-143.0,-141.0
1900-01-01 00:00:51.038,-95.0,-138.5,-136.5,-134.0
1900-01-01 00:00:51.039,-90.5,-133.0,-130.0,-126.5
1900-01-01 00:00:51.040,-86.0,-127.5,-123.5,-119.5
1900-01-01 00:00:51.041,-82.5,-123.0,-118.5,-114.5
1900-01-01 00:00:51.042,-80.0,-120.0,-115.5,-111.0
1900-01-01 00:00:51.043,-79.0,-119.5,-114.5,-110.5
1900-01-01 00:00:51.044,-79.5,-120.5,-116.0,-112.0
1900-01-01 00:00:51.045,-80.5,-122.5,-119.0,-114.5
1900-01-01 00:00:51.046,-82.0,-125.0,-122.0,-118.0
1900-01-01 00:00:51.047,-83.0,-126.5,-124.5,-121.0
1900-01-01 00:00:51.048,-82.5,-127.0,-126.0,-122.0
1900-01-01 00:00:51.049,-81.5,-126.0,-125.5,-122.0
1900-01-01 00:00:51.050,-79.0,-124.0,-123.5,-121.0
1900-01-01 00:00:51.051,-75.5,-120.5,-121.0,-119.0
1900-01-01 00:00:51.052,-71.5,-117.0,-117.5,-116.0
1900-01-01 00:00:51.053,-67.0,-113.0,-114.0,-113.0
1900-01-01 00:00:51.054,-62.5,-108.5,-110.0,-110.0
1900-01-01 00:00:51.055,-58.0,-104.0,-105.5,-106.5
1900-01-01 00:00:51.056,-54.0,-99.5,-101.0,-103.0
1900-01-01 00:00:51.057,-50.0,-95.0,-97.0,-99.5
1900-01-01 00:00:51.058,-46.5,-91.5,-92.5,-96.0
1900-01-01 00:00:51.059,-44.5,-88.5,-89.5,-94.0
1900-01-01 00:00:51.060,-43.5,-87.5,-88.5,-93.0
1900-01-01 00:00:51.061,-44.5,-88.5,-89.0,-94.5
1900-01-01 00:00:51.062,-47.0,-91.5,-92.5,-98.0
1900-01-01 00:00:51.063,-51.0,-96.0,-97.5,-103.0
1900-01-01 00:00:51.064,-56.0,-102.0,-103.5,-110.0
1900-01-01 00:00:51.065,-61.0,-108.0,-110.5,-117.5
1900-01-01 00:00:51.066,-66.0,-114.0,-117.5,-124.5
1900-01-01 00:00:51.067,-70.0,-119.0,-123.0,-130.0
1900-01-01 00:00:51.068,-73.5,-123.0,-127.5,-134.5
1900-01-01 00:00:51.069,-75.5,-125.5,-130.5,-137.5
1900-01-01 00:00:51.070,-77.0,-127.0,-132.0,-139.5
1900-01-01 00:00:51.071,-78.0,-128.0,-133.0,-140.5
1900-01-01 00:00:51.072,-78.5,-128.5,-133.5,-140.5
1900-01-01 00:00:51.073,-78.5,-128.0,-133.0,-140.0
1900-01-01 00:00:51.074,-78.0,-127.5,-132.5,-139.0
1900-01-01 00:00:51.075,-77.5,-126.5,-131.0,-137.5
1900-01-01 00:00:51.076,-76.0,-124.5,-129.0,-135.0
1900-01-01 00:00:51.077,-74.5,-122.0,-126.0,-132.0
1900-01-01 00:00:51.078,-72.5,-119.5,-123.0,-128.5
1900-01-01 00:00:51.079,-71.5,-117.5,-120.0,-125.5
1900-01-01 00:00:51.080,-71.0,-116.5,-118.0,-123.5
1900-01-01 00:00:51.081,-71.5,-117.0,-118.0,-123.5
1900-01-01 00:00:51.082,-73.0,-119.0,-120.0,-125.0
1900-01-01 00:00:51.083,-76.0,-122.0,-123.5,-129.0
1900-01-01 00:00:51.084,-79.0,-126.5,-128.5,-134.0
1900-01-01 00:00:51.085,-82.5,-131.0,-133.5,-139.5
1900-01-01 00:00:51.086,-86.0,-135.0,-138.5,-144.5
1900-01-01 00:00:51.087,-88.0,-138.0,-142.5,-149.0
1900-01-01 00:00:51.088,-89.5,-140.0,-145.0,-151.5
1900-01-01 00:00:51.089,-90.0,-141.0,-146.0,-153.0
1900-01-01 00:00:51.090,-90.0,-141.5,-146.5,-153.5
1900-01-01 00:00:51.091,-89.5,-141.0,-146.0,-153.0
1900-01-01 00:00:51.092,-89.0,-140.0,-145.0,-151.5
1900-01-01 00:00:51.093,-87.5,-138.5,-143.5,-150.0
1900-01-01 00:00:51.094,-85.5,-136.0,-141.0,-147.5
1900-01-01 00:00:51.095,-83.0,-133.0,-138.0,-144.5
1900-01-01 00:00:51.096,-79.5,-129.5,-134.0,-140.0
1900-01-01 00:00:51.097,-76.0,-125.0,-129.0,-135.5
1900-01-01 00:00:51.098,-72.5,-121.0,-124.0,-130.5
1900-01-01 00:00:51.099,-70.0,-117.0,-120.0,-126.0
1900-01-01 00:00:51.100,-68.0,-114.5,-117.0,-123.0
1900-01-01 00:00:51.101,-67.5,-113.5,-115.5,-121.5
1900-01-01 00:00:51.102,-68.0,-114.5,-116.5,-122.5
1900-01-01 00:00:51.103,-70.0,-117.0,-119.5,-125.5
1900-01-01 00:00:51.104,-73.5,-121.0,-124.0,-130.5
1900-01-01 00:00:51.105,-77.0,-125.5,-129.5,-136.5
1900-01-01 00:00:51.106,-80.5,-130.0,-134.5,-141.5
1900-01-01 00:00:51.107,-83.0,-133.0,-138.5,-146.0
1900-01-01 00:00:51.108,-84.5,-135.5,-141.0,-148.5
1900-01-01 00:00:51.109,-85.0,-136.5,-142.5,-149.5
1900-01-01 00:00:51.110,-84.5,-136.0,-142.0,-149.5
1900-01-01 00:00:51.111,-83.5,-135.0,-141.0,-148.0
1900-01-01 00:00:51.112,-82.0,-133.0,-139.0,-146.0
1900-01-01 00:00:51.113,-79.5,-130.0,-136.5,-143.0
1900-01-01 00:00:51.114,-77.0,-127.0,-133.5,-140.0
1900-01-01 00:00:51.115,-74.5,-124.0,-130.0,-136.0
1900-01-01 00:00:51.116,-71.0,-120.0,-125.5,-131.5
1900-01-01 00:00:51.117,-67.5,-115.5,-120.5,-126.5
1900-01-01 00:00:51.118,-63.5,-111.0,-115.0,-121.0
1900-01-01 00:00:51.119,-60.5,-106.5,-110.0,-116.0
1900-01-01 00:00:51.120,-58.0,-103.5,-106.5,-112.5
1900-01-01 00:00:51.121,-57.5,-102.0,-105.0,-110.5
1900-01-01 00:00:51.122,-58.0,-103.0,-105.5,-111.5
1900-01-01 00:00:51.123,-60.0,-105.0,-108.0,-114.5
1900-01-01 00:00:51.124,-63.0,-109.0,-112.5,-119.0
1900-01-01 00:00:51.125,-66.5,-113.5,-118.0,-124.0
1900-01-01 00:00:51.126,-70.0,-118.0,-123.0,-129.5
1900-01-01 00:00:51.127,-72.5,-121.5,-127.5,-134.0
1900-01-01 00:00:51.128,-74.5,-123.5,-130.5,-136.5
1900-01-01 00:00:51.129,-75.0,-124.5,-132.0,-138.0
1900-01-01 00:00:51.130,-75.0,-125.0,-132.0,-138.5
1900-01-01 00:00:51.131,-74.5,-124.5,-131.5,-138.0
1900-01-01 00:00:51.132,-73.5,-123.0,-130.5,-136.5
1900-01-01 00:00:51.133,-72.0,-121.0,-128.5,-134.5
1900-01-01 00:00:51.134,-69.5,-119.0,-125.5,-132.0
1900-01-01 00:00:51.135,-67.0,-116.0,-122.5,-128.5
1900-01-01 00:00:51.136,-64.0,-112.0,-118.5,-124.5
1900-01-01 00:00:51.137,-60.5,-108.0,-113.5,-119.5
1900-01-01 00:00:51.138,-57.0,-103.5,-108.5,-114.0
1900-01-01 00:00:51.139,-54.0,-99.0,-103.5,-109.0
1900-01-01 00:00:51.140,-52.0,-96.5,-100.5,-105.5
1900-01-01 00:00:51.141,-51.5,-95.5,-99.0,-104.5
1900-01-01 00:00:51.142,-53.0,-96.5,-100.0,-105.5
1900-01-01 00:00:51.143,-55.5,-99.0,-103.5,-109.0
1900-01-01 00:00:51.144,-59.0,-103.0,-108.0,-113.5
1900-01-01 00:00:51.145,-62.5,-107.5,-113.5,-119.0
1900-01-01 00:00:51.146,-66.0,-112.0,-118.5,-124.5
1900-01-01 00:00:51.147,-68.5,-115.5,-122.5,-129.0
1900-01-01 00:00:51.148,-70.5,-118.0,-125.5,-131.5
1900-01-01 00:00:51.149,-71.5,-119.0,-127.0,-133.5
1900-01-01 00:00:51.150,-71.5,-119.5,-127.5,-134.0
1900-01-01 00:00:51.151,-71.5,-119.0,-127.5,-133.5
1900-01-01 00:00:51.152,-70.5,-118.5,-126.5,-133.0
1900-01-01 00:00:51.153,-69.0,-117.0,-125.0,-131.5
1900-01-01 00:00:51.154,-67.5,-115.0,-123.0,-129.5
1900-01-01 00:00:51.155,-65.5,-112.5,-120.5,-127.0
1900-01-01 00:00:51.156,-63.0,-109.5,-117.0,-123.0
1900-01-01 00:00:51.157,-60.0,-105.5,-113.0,-119.0
1900-01-01 00:00:51.158,-57.0,-101.5,-108.5,-114.0
1900-01-01 00:00:51.159,-55.0,-98.5,-104.5,-110.0
1900-01-01 00:00:51.160,-53.5,-96.0,-101.5,-107.0
1900-01-01 00:00:51.161,-53.5,-95.5,-100.5,-106.5
1900-01-01 00:00:51.162,-54.5,-97.0,-101.5,-107.5
1900-01-01 00:00:51.163,-57.0,-100.0,-104.5,-110.5
1900-01-01 00:00:51.164,-60.5,-103.5,-108.5,-115.0
1900-01-01 00:00:51.165,-64.0,-108.0,-114.0,-120.5
1900-01-01 00:00:51.166,-67.0,-112.5,-119.0,-126.0
1900-01-01 00:00:51.167,-69.5,-116.0,-123.5,-130.0
1900-01-01 00:00:51.168,-71.5,-118.0,-126.5,-133.0
1900-01-01 00:00:51.169,-72.0,-119.0,-128.0,-134.5
1900-01-01 00:00:51.170,-72.0,-119.5,-128.5,-134.5
1900-01-01 00:00:51.171,-71.0,-119.0,-128.0,-134.0
1900-01-01 00:00:51.172,-70.0,-118.0,-126.5,-133.0
1900-01-01 00:00:51.173,-69.0,-116.5,-124.5,-131.0
1900-01-01 00:00:51.174,-67.5,-115.0,-122.5,-129.0
1900-01-01 00:00:51.175,-66.0,-112.5,-120.0,-126.5
1900-01-01 00:00:51.176,-63.5,-110.0,-117.0,-123.5
1900-01-01 00:00:51.177,-61.0,-106.5,-113.0,-119.5
1900-01-01 00:00:51.178,-58.0,-102.5,-108.5,-114.5
1900-01-01 00:00:51.179,-55.0,-99.0,-104.0,-110.0
1900-01-01 00:00:51.180,-53.0,-96.0,-100.5,-106.0
1900-01-01 00:00:51.181,-52.0,-94.5,-98.5,-104.5
1900-01-01 00:00:51.182,-52.5,-95.0,-99.0,-105.0
1900-01-01 00:00:51.183,-54.5,-97.5,-101.5,-107.5
1900-01-01 00:00:51.184,-57.0,-100.5,-105.5,-111.5
1900-01-01 00:00:51.185,-60.0,-104.5,-110.0,-116.5
1900-01-01 00:00:51.186,-62.5,-108.0,-114.5,-120.5
1900-01-01 00:00:51.187,-64.5,-110.5,-117.5,-124.0
1900-01-01 00:00:51.188,-65.0,-111.5,-119.5,-125.5
1900-01-01 00:00:51.189,-64.5,-111.5,-119.5,-126.0
1900-01-01 00:00:51.190,-64.0,-111.0,-119.0,-125.0
1900-01-01 00:00:51.191,-62.5,-110.0,-118.0,-124.0
1900-01-01 00:00:51.192,-61.0,-108.5,-116.5,-122.0
1900-01-01 00:00:51.193,-59.5,-106.5,-114.5,-120.0
1900-01-01 00:00:51.194,-57.5,-104.5,-112.5,-118.0
1900-01-01 00:00:51.195,-56.0,-102.0,-109.5,-115.0
1900-01-01 00:00:51.196,-53.5,-99.5,-106.5,-112.0
1900-01-01 00:00:51.197,-51.5,-96.5,-103.0,-108.5
1900-01-01 00:00:51.198,-49.0,-93.5,-99.5,-104.5
1900-01-01 00:00:51.199,-47.5,-90.5,-96.0,-101.0
1900-01-01 00:00:51.200,-46.5,-89.0,-93.5,-98.5
1900-01-01 00:00:51.201,-47.0,-89.0,-93.0,-98.5
1900-01-01 00:00:51.202,-49.0,-91.0,-95.0,-100.5
1900-01-01 00:00:51.203,-52.0,-94.0,-98.5,-104.0
1900-01-01 00:00:51.204,-56.0,-99.0,-104.0,-109.5
1900-01-01 00:00:51.205,-60.0,-104.0,-109.5,-115.5
1900-01-01 00:00:51.206,-64.0,-108.5,-115.5,-121.0
1900-01-01 00:00:51.207,-67.0,-112.5,-120.0,-126.0
1900-01-01 00:00:51.208,-69.0,-115.0,-123.0,-129.0
1900-01-01 00:00:51.209,-70.0,-116.5,-125.0,-130.5
1900-01-01 00:00:51.210,-70.0,-117.0,-125.5,-131.0
1900-01-01 00:00:51.211,-70.0,-116.5,-125.5,-131.0
1900-01-01 00:00:51.212,-69.0,-116.0,-124.5,-130.0
1900-01-01 00:00:51.213,-68.0,-115.0,-123.0,-128.5
1900-01-01 00:00:51.214,-67.0,-113.5,-121.5,-126.5
1900-01-01 00:00:51.215,-65.5,-112.0,-119.5,-124.5
1900-01-01 00:00:51.216,-63.5,-109.5,-116.5,-121.5
1900-01-01 00:00:51.217,-61.5,-106.5,-113.0,-118.0
1900-01-01 00:00:51.218,-59.5,-103.5,-109.5,-114.0
1900-01-01 00:00:51.219,-58.0,-101.0,-106.0,-110.5
1900-01-01 00:00:51.220,-57.0,-99.5,-103.5,-108.5
1900-01-01 00:00:51.221,-57.0,-99.0,-103.0,-108.0
1900-01-01 00:00:51.222,-58.5,-100.5,-104.5,-109.5
1900-01-01 00:00:51.223,-61.5,-103.5,-108.0,-113.5
1900-01-01 00:00:51.224,-65.0,-107.5,-112.5,-118.5
1900-01-01 00:00:51.225,-69.0,-112.5,-118.0,-124.5
1900-01-01 00:00:51.226,-73.0,-117.0,-123.5,-130.0
1900-01-01 00:00:51.227,-75.5,-120.5,-128.0,-134.5
1900-01-01 00:00:51.228,-77.5,-123.0,-131.0,-137.5
1900-01-01 00:00:51.229,-78.0,-124.5,-132.5,-138.5
1900-01-01 00:00:51.230,-78.0,-125.0,-133.0,-139.0
1900-01-01 00:00:51.231,-77.5,-124.5,-132.5,-138.5
1900-01-01 00:00:51.232,-77.5,-124.0,-132.0,-138.0
1900-01-01 00:00:51.233,-76.5,-123.5,-131.0,-136.5
1900-01-01 00:00:51.234,-76.0,-122.0,-129.0,-135.0
1900-01-01 00:00:51.235,-75.0,-120.5,-127.0,-133.0
1900-01-01 00:00:51.236,-73.0,-118.0,-124.5,-130.0
1900-01-01 00:00:51.237,-71.0,-115.5,-121.0,-126.5
1900-01-01 00:00:51.238,-69.0,-112.5,-117.0,-122.5
1900-01-01 00:00:51.239,-67.0,-109.5,-114.0,-119.0
1900-01-01 00:00:51.240,-66.5,-108.5,-112.0,-117.0
1900-01-01 00:00:51.241,-67.0,-109.0,-112.0,-117.0
1900-01-01 00:00:51.242,-69.5,-111.0,-114.0,-119.0
1900-01-01 00:00:51.243,-73.0,-115.0,-118.0,-123.0
1900-01-01 00:00:51.244,-77.0,-120.0,-123.5,-128.5
1900-01-01 00:00:51.245,-81.5,-125.0,-129.5,-135.0
1900-01-01 00:00:51.246,-85.5,-130.0,-135.5,-141.0
1900-01-01 00:00:51.247,-88.5,-133.5,-140.0,-145.5
1900-01-01 00:00:51.248,-91.0,-136.5,-143.5,-149.0
1900-01-01 00:00:51.249,-92.0,-138.0,-146.0,-151.0
1900-01-01 00:00:51.250,-92.5,-139.0,-146.5,-152.0
1900-01-01 00:00:51.251,-92.0,-139.0,-146.5,-152.0
1900-01-01 00:00:51.252,-91.5,-138.0,-146.0,-151.0
1900-01-01 00:00:51.253,-91.0,-137.5,-145.0,-150.0
1900-01-01 00:00:51.254,-90.5,-136.5,-143.5,-148.5
1900-01-01 00:00:51.255,-89.5,-135.0,-142.0,-147.0
1900-01-01 00:00:51.256,-88.0,-133.0,-139.0,-144.0
1900-01-01 00:00:51.257,-86.5,-130.5,-136.0,-141.0
1900-01-01 00:00:51.258,-84.0,-127.5,-132.0,-137.0
1900-01-01 00:00:51.259,-82.0,-124.5,-128.5,-133.5
1900-01-01 00:00:51.260,-81.0,-123.0,-126.5,-131.0
1900-01-01 00:00:51.261,-81.5,-123.0,-126.0,-131.0
1900-01-01 00:00:51.262,-83.5,-125.0,-128.0,-133.0
1900-01-01 00:00:51.263,-86.5,-128.5,-132.0,-137.0
1900-01-01 00:00:51.264,-90.5,-133.5,-137.5,-143.0
1900-01-01 00:00:51.265,-95.0,-138.5,-143.5,-149.5
1900-01-01 00:00:51.266,-99.5,-143.5,-150.0,-155.5
1900-01-01 00:00:51.267,-103.0,-148.0,-155.0,-160.5
1900-01-01 00:00:51.268,-105.0,-150.5,-158.0,-164.0
1900-01-01 00:00:51.269,-106.5,-152.5,-160.0,-166.0
1900-01-01 00:00:51.270,-107.0,-153.0,-160.5,-167.0
1900-01-01 00:00:51.271,-107.0,-153.0,-160.5,-166.5
1900-01-01 00:00:51.272,-106.5,-152.5,-160.0,-166.0
1900-01-01 00:00:51.273,-105.5,-151.5,-159.0,-165.0
1900-01-01 00:00:51.274,-104.5,-150.0,-157.5,-163.0
1900-01-01 00:00:51.275,-102.5,-148.0,-155.0,-160.5
1900-01-01 00:00:51.276,-101.0,-145.0,-152.5,-157.5
1900-01-01 00:00:51.277,-98.5,-142.0,-149.0,-154.0
1900-01-01 00:00:51.278,-96.5,-139.0,-145.0,-150.0
1900-01-01 00:00:51.279,-94.5,-136.0,-141.5,-146.0
1900-01-01 00:00:51.280,-93.5,-134.5,-139.0,-143.5
1900-01-01 00:00:51.281,-93.5,-134.0,-138.0,-142.5
1900-01-01 00:00:51.282,-95.0,-135.5,-139.0,-144.0
1900-01-01 00:00:51.283,-97.0,-138.0,-142.0,-147.0
1900-01-01 00:00:51.284,-100.5,-141.5,-146.0,-151.5
1900-01-01 00:00:51.285,-103.5,-146.0,-151.0,-156.5
1900-01-01 00:00:51.286,-107.0,-150.0,-156.0,-161.5
1900-01-01 00:00:51.287,-109.0,-153.0,-160.0,-166.0
1900-01-01 00:00:51.288,-110.5,-155.0,-163.0,-168.5
1900-01-01 00:00:51.289,-111.5,-156.0,-164.0,-170.0
1900-01-01 00:00:51.290,-111.0,-156.0,-164.5,-170.0
1900-01-01 00:00:51.291,-111.0,-155.5,-164.0,-170.0
1900-01-01 00:00:51.292,-110.0,-155.0,-163.0,-169.0
