From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2022-07-26 17:00:00,2022-07-26 18:00:00,21.21,25.13,5.84,1.89,7.73,9.09,0.38,98.12,3.07,65.17,58.41,952.95,0.0
2022-07-26 18:00:00,2022-07-26 19:00:00,21.14,38.38,4.55,1.65,6.2,9.18,0.38,98.12,2.03,53.4,19.8,953.15,0.0
2022-07-26 19:00:00,2022-07-26 20:00:00,22.48,75.39,3.96,1.47,5.43,9.3,0.42,98.1,2.65,165.7,10.15,953.92,0.12
2022-07-26 20:00:00,2022-07-26 21:00:00,25.91,104.86,5.12,1.1,6.22,9.64,0.66,98.11,2.75,36.3,9.88,954.47,0.0
2022-07-26 21:00:00,2022-07-26 22:00:00,30.52,203.43,8.54,1.29,9.83,9.67,0.76,98.09,2.84,62.78,9.46,955.28,0.0
2022-07-26 22:00:00,2022-07-26 23:00:00,43.78,273.81,8.09,1.18,9.26,9.76,0.81,98.07,2.85,60.98,9.46,955.9,0.0
2022-07-26 23:00:00,2022-07-27 00:00:00,48.33,94.05,9.89,1.42,11.31,9.84,0.74,98.06,2.84,72.59,9.47,955.97,0.0
2022-07-27 00:00:00,2022-07-27 01:00:00,55.05,158.88,7.59,1.15,8.74,9.24,0.6,98.06,2.71,64.12,9.82,955.45,0.0
2022-07-27 01:00:00,2022-07-27 02:00:00,70.54,294.4,6.0,0.74,6.73,9.22,0.58,98.04,2.42,123.48,9.55,954.97,0.0
2022-07-27 02:00:00,2022-07-27 03:00:00,64.63,233.79,4.6,0.44,5.04,9.15,0.6,98.04,2.27,106.59,9.91,954.28,0.0
2022-07-27 03:00:00,2022-07-27 04:00:00,57.1,302.57,4.79,0.22,5.01,9.09,0.57,98.02,2.78,55.62,9.42,953.92,0.0
2022-07-27 04:00:00,2022-07-27 05:00:00,61.48,205.13,6.02,0.22,6.17,9.11,0.46,98.02,2.92,68.01,9.26,954.0,0.0
2022-07-27 05:00:00,2022-07-27 06:00:00,63.73,234.96,8.8,0.02,8.77,9.11,0.43,98.02,2.41,101.99,10.14,954.52,0.0
2022-07-27 06:00:00,2022-07-27 07:00:00,65.58,104.97,15.36,,15.14,9.2,0.47,98.01,2.7,257.78,25.12,955.52,0.0
2022-07-27 07:00:00,2022-07-27 08:00:00,60.76,87.37,8.75,0.14,8.7,9.13,0.44,98.01,2.81,183.39,41.7,956.53,0.0
2022-07-27 08:00:00,2022-07-27 09:00:00,55.87,130.46,6.47,0.53,7.0,8.69,0.43,98.03,2.68,100.89,54.52,957.0,0.0
2022-07-27 09:00:00,2022-07-27 10:00:00,47.16,91.9,4.92,0.65,5.58,8.57,0.42,98.05,2.65,124.25,166.56,957.38,0.0
2022-07-27 10:00:00,2022-07-27 11:00:00,44.38,54.49,3.32,1.12,4.44,8.5,0.44,98.12,3.22,139.99,309.15,957.12,0.0
2022-07-27 11:00:00,2022-07-27 12:00:00,37.87,38.61,2.79,1.41,4.21,8.47,0.46,98.08,2.76,138.58,445.92,956.45,0.0
2022-07-27 12:00:00,2022-07-27 13:00:00,37.87,38.61,2.89,1.84,4.73,9.22,0.37,83.36,2.87,145.77,421.12,955.58,0.0
2022-07-27 13:00:00,2022-07-27 14:00:00,,,2.68,1.99,4.68,9.25,0.42,78.21,2.91,135.91,362.61,954.6,0.0
2022-07-27 14:00:00,2022-07-27 15:00:00,38.76,50.61,2.69,1.95,4.64,9.2,0.38,74.28,2.72,128.68,246.09,953.73,0.0
2022-07-27 15:00:00,2022-07-27 16:00:00,37.07,53.49,3.07,2.24,5.32,9.17,0.36,83.06,3.24,50.85,73.88,953.1,0.0
2022-07-27 16:00:00,2022-07-27 17:00:00,31.95,79.95,2.67,1.34,4.01,9.14,0.47,97.7,2.28,40.79,59.2,952.55,0.0
2022-07-27 17:00:00,2022-07-27 18:00:00,32.26,123.36,2.67,1.13,3.79,9.33,0.51,98.16,1.88,120.8,60.04,952.33,0.0
2022-07-27 18:00:00,2022-07-27 19:00:00,39.37,99.88,2.77,1.68,4.46,9.26,0.48,98.12,3.01,129.65,14.26,953.75,0.0
2022-07-27 19:00:00,2022-07-27 20:00:00,37.81,52.66,2.94,1.86,4.8,9.33,0.48,98.09,2.36,92.42,10.43,953.3,0.0
2022-07-27 20:00:00,2022-07-27 21:00:00,33.17,38.55,2.62,1.39,4.02,9.23,0.55,98.08,1.42,184.32,9.54,953.65,0.0
2022-07-27 21:00:00,2022-07-27 22:00:00,29.22,82.6,2.6,0.98,3.58,9.27,0.58,98.07,2.77,51.76,9.52,955.1,0.0
2022-07-27 22:00:00,2022-07-27 23:00:00,26.45,146.96,4.57,1.46,6.04,9.29,0.59,98.05,2.77,121.78,9.39,956.58,0.0
2022-07-27 23:00:00,2022-07-28 00:00:00,25.31,87.51,6.29,1.75,8.05,9.28,0.58,98.05,2.83,77.32,9.63,956.47,0.0
2022-07-28 00:00:00,2022-07-28 01:00:00,35.9,64.79,5.69,1.58,7.27,9.41,0.63,98.06,2.77,120.54,9.55,955.95,0.0
2022-07-28 01:00:00,2022-07-28 02:00:00,46.3,52.36,3.05,0.96,4.01,9.35,0.59,98.04,2.96,267.13,9.66,956.0,0.0
2022-07-28 02:00:00,2022-07-28 03:00:00,38.11,46.91,3.1,0.47,3.57,9.38,0.56,98.03,2.62,136.63,9.43,955.1,0.0
2022-07-28 03:00:00,2022-07-28 04:00:00,32.54,44.59,3.47,0.8,4.26,9.42,0.57,98.04,2.63,67.88,9.55,954.45,0.0
2022-07-28 04:00:00,2022-07-28 05:00:00,28.78,43.41,3.1,0.74,3.84,9.07,0.55,98.05,2.84,122.64,9.71,954.73,0.0
2022-07-28 05:00:00,2022-07-28 06:00:00,26.14,40.24,4.05,1.05,5.1,9.1,0.5,98.05,2.75,121.06,10.22,955.35,0.0
2022-07-28 06:00:00,2022-07-28 07:00:00,25.02,30.05,4.38,1.29,5.67,9.21,0.48,98.06,2.21,125.01,24.98,955.88,0.0
2022-07-28 07:00:00,2022-07-28 08:00:00,27.1,34.76,4.22,1.11,5.33,9.16,0.44,98.05,2.82,129.03,61.0,957.25,0.0
2022-07-28 08:00:00,2022-07-28 09:00:00,32.8,45.6,3.95,1.34,5.29,9.05,0.5,98.07,3.03,134.62,107.99,957.88,0.0
2022-07-28 09:00:00,2022-07-28 10:00:00,38.47,52.06,3.91,1.54,5.45,9.0,0.48,98.11,3.14,133.29,147.22,958.15,0.0
2022-07-28 10:00:00,2022-07-28 11:00:00,,,3.71,1.47,5.18,8.96,0.51,98.18,3.32,136.22,366.07,958.5,0.0
2022-07-28 11:00:00,2022-07-28 12:00:00,,,3.63,1.92,5.55,8.91,0.53,97.47,3.36,138.28,401.18,958.08,0.0
2022-07-28 12:00:00,2022-07-28 13:00:00,,,3.13,1.32,4.45,8.78,0.65,79.6,2.82,140.72,496.09,956.98,0.0
2022-07-28 13:00:00,2022-07-28 14:00:00,,,2.95,0.88,3.83,8.89,0.6,73.45,1.68,200.38,462.13,955.58,0.0
2022-07-28 14:00:00,2022-07-28 15:00:00,,,2.91,0.81,3.72,8.78,0.69,70.0,1.9,185.31,403.4,954.17,0.0
2022-07-28 15:00:00,2022-07-28 16:00:00,,,7.77,3.04,10.8,8.87,0.63,80.3,2.84,92.99,37.49,954.0,0.0
2022-07-28 16:00:00,2022-07-28 17:00:00,31.87,35.84,4.53,2.47,6.99,9.09,0.54,98.09,4.03,60.13,17.72,954.43,0.0
2022-07-28 17:00:00,2022-07-28 18:00:00,30.86,37.44,3.5,1.92,5.42,9.06,0.46,98.03,1.61,148.97,20.2,952.73,0.12
2022-07-28 18:00:00,2022-07-28 19:00:00,28.48,47.45,3.75,1.6,5.35,9.13,0.52,98.01,1.82,186.73,16.56,953.3,0.0
2022-07-28 19:00:00,2022-07-28 20:00:00,30.67,60.1,3.01,1.28,4.29,9.07,0.55,98.0,1.5,315.26,10.44,955.08,0.0
2022-07-28 20:00:00,2022-07-28 21:00:00,34.46,58.22,3.37,1.21,4.59,9.96,0.5,98.0,2.67,107.4,9.27,956.45,0.0
2022-07-28 21:00:00,2022-07-28 22:00:00,30.12,70.92,3.56,1.33,4.89,9.98,0.53,98.0,2.89,51.98,9.59,956.95,0.0
2022-07-28 22:00:00,2022-07-28 23:00:00,27.37,90.59,6.76,1.5,8.26,10.05,0.48,98.0,2.78,85.4,9.31,956.53,0.0
2022-07-28 23:00:00,2022-07-29 00:00:00,26.3,102.41,3.86,1.17,5.03,9.96,0.47,98.0,2.33,50.18,9.33,955.77,0.0
2022-07-29 00:00:00,2022-07-29 01:00:00,26.68,96.17,2.57,0.16,2.65,9.72,0.81,98.0,2.18,217.1,9.6,955.6,0.0
2022-07-29 01:00:00,2022-07-29 02:00:00,30.43,79.27,3.83,0.35,4.07,9.67,0.82,98.0,2.87,66.64,9.57,954.75,0.12
2022-07-29 02:00:00,2022-07-29 03:00:00,28.08,95.85,11.35,0.38,8.79,9.88,0.8,97.99,2.17,102.37,6.93,954.33,0.0
2022-07-29 03:00:00,2022-07-29 04:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 04:00:00,2022-07-29 05:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 05:00:00,2022-07-29 06:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 06:00:00,2022-07-29 07:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 07:00:00,2022-07-29 08:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 08:00:00,2022-07-29 09:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 09:00:00,2022-07-29 10:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 10:00:00,2022-07-29 11:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 11:00:00,2022-07-29 12:00:00,,,,,0.0,,,,,,0.0,,0.0
2022-07-29 12:00:00,2022-07-29 13:00:00,,,2.62,1.93,4.56,9.27,0.62,98.11,2.73,143.7,323.32,955.08,0.0
2022-07-29 13:00:00,2022-07-29 14:00:00,,,2.68,2.11,4.78,9.25,0.63,98.17,2.92,142.03,441.62,953.38,0.0
2022-07-29 14:00:00,2022-07-29 15:00:00,46.33,55.66,2.53,1.93,4.46,9.16,0.62,98.22,2.03,162.11,300.35,951.73,0.0
2022-07-29 15:00:00,2022-07-29 16:00:00,42.68,49.57,2.5,1.72,4.22,9.18,0.63,96.25,1.91,230.96,151.86,950.73,0.0
2022-07-29 16:00:00,2022-07-29 17:00:00,34.16,35.35,2.57,1.33,3.9,9.07,0.55,98.15,2.87,270.79,74.02,950.07,0.0
2022-07-29 17:00:00,2022-07-29 18:00:00,30.38,67.03,2.73,1.48,4.21,9.01,0.48,98.11,1.69,152.5,29.36,950.3,7.62
2022-07-29 18:00:00,2022-07-29 19:00:00,29.24,94.05,4.12,2.78,6.9,9.15,0.49,98.05,3.08,71.58,39.53,950.95,1.12
2022-07-29 19:00:00,2022-07-29 20:00:00,,,3.74,2.91,6.65,9.15,0.49,98.02,3.06,91.65,10.29,952.38,3.0
2022-07-29 20:00:00,2022-07-29 21:00:00,,,3.45,3.06,6.5,9.38,0.52,98.0,2.94,80.05,9.75,953.23,7.62
2022-07-29 21:00:00,2022-07-29 22:00:00,,,3.61,3.56,7.17,9.33,0.51,98.0,2.84,69.44,9.7,952.72,0.0
2022-07-29 22:00:00,2022-07-29 23:00:00,26.82,52.75,3.02,2.44,5.47,9.35,0.49,98.0,2.22,287.78,9.95,952.9,0.0
2022-07-29 23:00:00,2022-07-30 00:00:00,26.67,62.3,3.05,1.71,4.76,9.41,0.52,98.0,2.0,130.97,9.82,953.77,0.0
2022-07-30 00:00:00,2022-07-30 01:00:00,30.55,205.5,3.01,1.29,4.3,9.66,0.37,98.0,2.06,115.92,9.94,953.43,0.0
2022-07-30 01:00:00,2022-07-30 02:00:00,47.61,209.61,3.02,1.11,4.14,9.6,0.38,98.0,2.06,177.98,9.62,952.9,0.0
2022-07-30 02:00:00,2022-07-30 03:00:00,51.83,171.64,3.35,1.26,4.61,9.64,0.36,98.01,2.76,71.75,9.98,952.25,0.12
2022-07-30 03:00:00,2022-07-30 04:00:00,43.36,147.01,6.02,1.82,7.84,9.68,0.39,98.0,1.81,54.08,9.62,951.72,0.5
2022-07-30 04:00:00,2022-07-30 05:00:00,39.58,63.01,3.84,1.37,5.21,9.9,0.49,98.0,2.68,74.89,9.32,951.05,0.38
2022-07-30 05:00:00,2022-07-30 06:00:00,,,3.15,0.96,4.11,9.84,0.46,97.99,2.26,101.84,10.44,951.27,0.0
2022-07-30 06:00:00,2022-07-30 07:00:00,,,3.12,0.81,3.94,9.91,0.42,98.0,2.86,265.23,21.21,951.9,0.0
2022-07-30 07:00:00,2022-07-30 08:00:00,,,3.81,1.0,4.81,9.89,0.49,98.0,2.75,260.22,45.55,952.92,0.0
2022-07-30 08:00:00,2022-07-30 09:00:00,32.77,37.29,4.08,0.85,4.94,9.56,0.71,98.0,2.75,116.16,75.9,953.32,0.0
2022-07-30 09:00:00,2022-07-30 10:00:00,31.62,35.62,4.02,0.52,4.53,9.61,0.67,97.98,2.54,128.19,123.45,953.45,0.0
2022-07-30 10:00:00,2022-07-30 11:00:00,28.14,35.61,4.34,1.18,5.52,9.57,0.6,97.96,3.04,137.0,158.71,953.6,0.0
2022-07-30 11:00:00,2022-07-30 12:00:00,26.63,39.82,3.74,1.26,5.0,9.55,0.67,97.96,3.03,141.77,247.49,953.22,0.0
2022-07-30 12:00:00,2022-07-30 13:00:00,27.71,28.45,3.51,0.8,4.3,8.89,0.71,97.97,1.75,158.78,190.46,952.77,0.0
2022-07-30 13:00:00,2022-07-30 14:00:00,,,3.18,0.56,3.74,8.97,0.83,97.97,2.21,151.43,224.22,951.88,0.0
2022-07-30 14:00:00,2022-07-30 15:00:00,,,3.1,0.69,3.79,8.95,0.84,97.98,2.1,153.32,220.41,951.05,0.0
2022-07-30 15:00:00,2022-07-30 16:00:00,,,3.06,0.89,3.95,8.99,0.81,98.0,2.77,151.53,279.78,949.67,0.0
2022-07-30 16:00:00,2022-07-30 17:00:00,,,3.1,1.47,4.57,9.51,0.51,98.04,2.97,140.82,202.65,948.75,0.0
2022-07-30 17:00:00,2022-07-30 18:00:00,,,3.07,1.84,4.91,9.62,0.53,98.07,2.95,144.19,109.81,948.35,0.0
2022-07-30 18:00:00,2022-07-30 19:00:00,,,2.92,2.4,5.32,9.56,0.54,98.07,2.96,130.47,30.65,948.22,0.0
2022-07-30 19:00:00,2022-07-30 20:00:00,29.18,36.09,2.98,1.78,4.76,9.62,0.56,98.04,2.17,126.91,10.36,948.62,0.0
2022-07-30 20:00:00,2022-07-30 21:00:00,28.35,37.06,3.31,2.15,5.46,9.05,0.36,98.02,2.71,132.62,9.54,949.12,0.0
2022-07-30 21:00:00,2022-07-30 22:00:00,25.84,44.2,3.51,2.09,5.6,9.05,0.37,98.02,2.88,80.14,9.55,949.7,0.0
2022-07-30 22:00:00,2022-07-30 23:00:00,24.12,54.62,3.29,2.14,5.43,9.11,0.39,98.01,2.77,155.92,9.42,950.1,0.0
2022-07-30 23:00:00,2022-07-31 00:00:00,23.36,51.92,3.69,1.64,5.32,9.1,0.4,98.0,2.82,147.42,9.52,950.33,0.0
2022-07-31 00:00:00,2022-07-31 01:00:00,27.65,43.26,3.62,1.22,4.84,9.69,0.61,98.0,2.81,88.62,9.76,949.4,0.0
2022-07-31 01:00:00,2022-07-31 02:00:00,32.6,35.21,3.25,0.76,3.81,9.72,0.51,97.99,2.84,95.57,9.48,948.27,0.0
2022-07-31 02:00:00,2022-07-31 03:00:00,29.08,33.77,10.78,0.49,11.27,9.69,0.57,98.0,2.74,98.3,10.16,947.5,0.0
2022-07-31 03:00:00,2022-07-31 04:00:00,26.36,46.35,7.89,0.53,8.41,9.71,0.58,97.99,2.81,97.73,9.82,946.32,0.0
2022-07-31 04:00:00,2022-07-31 05:00:00,24.57,55.51,6.02,0.22,6.24,9.55,0.58,97.98,2.33,83.92,9.76,946.3,0.0
2022-07-31 05:00:00,2022-07-31 06:00:00,25.45,50.53,7.6,0.2,7.8,9.6,0.59,97.99,2.67,126.04,10.79,947.27,0.0
2022-07-31 06:00:00,2022-07-31 07:00:00,30.16,54.52,5.48,0.3,5.78,9.59,0.56,97.98,2.73,120.25,21.67,947.57,0.0
2022-07-31 07:00:00,2022-07-31 08:00:00,31.25,48.12,4.51,0.8,5.31,9.64,0.6,97.98,3.14,136.94,62.11,948.23,0.0
2022-07-31 08:00:00,2022-07-31 09:00:00,28.19,41.66,3.27,0.72,3.99,9.11,0.61,97.98,2.3,143.94,74.78,949.05,0.12
2022-07-31 09:00:00,2022-07-31 10:00:00,25.73,28.84,4.18,0.99,5.16,9.13,0.61,97.98,3.13,131.99,158.34,949.1,0.0
2022-07-31 10:00:00,2022-07-31 11:00:00,24.04,29.69,4.79,1.42,6.21,9.13,0.67,97.99,3.07,129.26,78.01,949.55,0.0
2022-07-31 11:00:00,2022-07-31 12:00:00,22.93,32.7,3.49,1.6,5.1,9.15,0.68,97.99,2.94,195.13,23.25,949.42,0.12
2022-07-31 12:00:00,2022-07-31 13:00:00,22.18,35.83,2.99,1.43,4.42,9.26,0.35,97.98,1.89,126.61,13.74,949.93,2.38
2022-07-31 13:00:00,2022-07-31 14:00:00,21.76,23.87,4.69,2.87,7.56,9.31,0.34,97.97,3.02,71.42,34.12,949.42,1.0
2022-07-31 14:00:00,2022-07-31 15:00:00,,,4.01,2.79,6.79,9.41,0.32,97.97,3.15,70.06,95.88,947.15,0.0
2022-07-31 15:00:00,2022-07-31 16:00:00,,,3.65,2.11,5.76,9.31,0.34,97.97,2.58,142.73,155.4,944.67,0.0
2022-07-31 16:00:00,2022-07-31 17:00:00,,,3.18,1.51,4.7,10.04,0.35,97.98,1.83,182.18,223.43,943.92,0.0
2022-07-31 17:00:00,2022-07-31 18:00:00,,,3.01,1.29,4.3,10.07,0.39,98.01,1.8,216.6,89.88,944.47,0.0
2022-07-31 18:00:00,2022-07-31 19:00:00,,,2.97,0.7,3.67,10.06,0.38,98.01,2.75,268.48,28.14,944.9,0.0
2022-07-31 19:00:00,2022-07-31 20:00:00,,,7.44,1.74,9.18,10.16,0.41,97.99,2.43,97.26,10.42,946.08,0.0
2022-07-31 20:00:00,2022-07-31 21:00:00,20.52,30.68,6.44,1.7,8.14,9.45,0.61,97.97,2.34,101.26,9.29,947.35,0.0
2022-07-31 21:00:00,2022-07-31 22:00:00,21.09,39.65,3.81,0.83,4.63,9.26,0.54,97.97,2.11,120.21,9.38,948.67,0.0
2022-07-31 22:00:00,2022-07-31 23:00:00,22.44,48.3,3.52,0.73,4.24,9.22,0.5,97.97,2.75,135.63,9.29,949.0,0.0
2022-07-31 23:00:00,2022-08-01 00:00:00,22.43,64.46,3.14,0.31,3.45,9.16,0.57,97.97,1.78,156.67,9.43,949.13,0.0
2022-08-01 00:00:00,2022-08-01 01:00:00,23.02,65.41,5.46,0.68,6.14,9.34,0.44,97.97,2.91,67.88,9.38,948.6,0.0
2022-08-01 01:00:00,2022-08-01 02:00:00,24.3,61.77,4.21,0.22,4.32,9.3,0.38,97.96,2.3,110.94,9.45,948.12,0.0
2022-08-01 02:00:00,2022-08-01 03:00:00,23.73,56.59,5.43,0.02,5.33,9.42,0.41,97.97,2.69,213.52,9.57,947.45,0.0
2022-08-01 03:00:00,2022-08-01 04:00:00,23.01,52.39,6.54,,6.37,9.43,0.38,97.96,2.81,107.78,9.28,946.7,0.0
2022-08-01 04:00:00,2022-08-01 05:00:00,22.33,58.41,5.92,,5.81,9.41,0.75,97.96,2.4,112.19,9.37,947.23,0.0
2022-08-01 05:00:00,2022-08-01 06:00:00,22.89,60.19,4.55,0.17,4.66,9.39,0.72,97.97,2.15,279.25,10.63,948.2,0.0
2022-08-01 06:00:00,2022-08-01 07:00:00,25.07,58.88,14.03,0.23,13.95,9.54,0.74,97.96,1.99,80.83,20.97,949.12,0.0
2022-08-01 07:00:00,2022-08-01 08:00:00,26.06,60.49,9.68,0.21,9.7,9.54,0.85,97.96,2.83,58.4,80.67,950.0,0.0
2022-08-01 08:00:00,2022-08-01 09:00:00,27.72,62.76,4.71,0.14,4.72,9.02,0.79,97.97,2.68,150.94,97.94,950.3,0.0
2022-08-01 09:00:00,2022-08-01 10:00:00,27.49,58.13,4.04,0.54,4.58,9.03,0.75,97.98,2.53,260.52,122.82,950.8,0.0
2022-08-01 10:00:00,2022-08-01 11:00:00,29.98,51.95,3.29,0.65,3.93,9.04,0.72,98.03,2.7,257.88,372.94,951.12,0.0
2022-08-01 11:00:00,2022-08-01 12:00:00,27.86,43.79,2.91,0.73,3.63,9.03,0.71,98.09,2.0,224.7,200.7,950.85,0.0
2022-08-01 12:00:00,2022-08-01 13:00:00,27.46,35.51,2.92,1.21,4.13,8.94,0.43,98.12,2.2,159.09,316.41,950.2,0.0
2022-08-01 13:00:00,2022-08-01 14:00:00,,,2.85,1.25,4.1,8.95,0.4,98.17,2.35,243.95,308.06,949.32,0.0
2022-08-01 14:00:00,2022-08-01 15:00:00,,,2.84,1.55,4.39,9.03,0.42,98.2,2.58,280.86,302.97,947.93,0.0
2022-08-01 15:00:00,2022-08-01 16:00:00,34.49,38.48,2.9,1.26,4.17,8.98,0.39,95.63,1.21,335.12,322.5,946.68,0.0
2022-08-01 16:00:00,2022-08-01 17:00:00,35.33,38.26,2.84,0.89,3.74,9.07,0.33,83.45,1.63,248.63,188.3,945.92,0.0
2022-08-01 17:00:00,2022-08-01 18:00:00,,,3.19,1.42,4.61,9.2,0.36,79.85,1.92,294.44,87.23,945.18,0.0
2022-08-01 18:00:00,2022-08-01 19:00:00,,,2.86,1.05,3.91,9.24,0.35,85.25,1.27,175.12,35.62,944.95,0.0
2022-08-01 19:00:00,2022-08-01 20:00:00,43.21,49.66,2.83,1.24,4.07,9.21,0.34,91.63,2.33,217.88,11.01,945.17,0.0
2022-08-01 20:00:00,2022-08-01 21:00:00,38.78,52.75,2.8,,2.63,8.99,0.53,98.15,2.84,247.17,9.44,946.55,0.0
2022-08-01 21:00:00,2022-08-01 22:00:00,35.51,51.18,2.79,0.36,2.87,8.98,0.55,98.12,2.23,223.14,9.55,947.42,0.0
2022-08-01 22:00:00,2022-08-01 23:00:00,42.3,53.97,2.88,0.66,3.54,9.06,0.54,98.1,1.65,108.69,9.68,947.62,0.0
2022-08-01 23:00:00,2022-08-02 00:00:00,40.12,61.75,2.78,0.28,3.06,8.97,0.58,98.07,1.85,155.84,9.44,947.63,0.0
2022-08-02 00:00:00,2022-08-02 01:00:00,46.62,74.4,2.87,0.15,2.89,9.09,0.47,98.06,2.63,272.3,9.85,947.57,0.0
2022-08-02 01:00:00,2022-08-02 02:00:00,42.25,56.72,2.86,,2.68,8.98,0.45,98.05,1.54,243.77,9.94,947.15,0.0
2022-08-02 02:00:00,2022-08-02 03:00:00,42.74,47.22,2.85,,2.66,9.0,0.45,98.03,1.38,102.0,9.76,946.45,0.0
2022-08-02 03:00:00,2022-08-02 04:00:00,35.91,46.64,2.83,,2.51,9.03,0.45,98.02,1.5,15.71,9.73,946.05,0.0
2022-08-02 04:00:00,2022-08-02 05:00:00,31.14,51.26,2.88,,2.33,9.41,0.48,98.02,1.56,36.33,9.69,945.62,0.0
2022-08-02 05:00:00,2022-08-02 06:00:00,34.69,73.69,3.3,,2.96,9.4,0.45,98.0,2.16,73.98,11.7,945.58,0.0
2022-08-02 06:00:00,2022-08-02 07:00:00,49.72,96.3,5.65,,5.52,9.43,0.47,98.01,2.12,127.56,43.72,946.08,0.0
2022-08-02 07:00:00,2022-08-02 08:00:00,49.79,88.9,5.02,,4.91,9.49,0.46,98.03,1.38,159.25,126.15,947.23,0.0
2022-08-02 08:00:00,2022-08-02 09:00:00,43.49,79.69,6.09,0.92,7.01,9.25,0.58,98.08,2.73,132.68,241.67,948.05,0.0
2022-08-02 09:00:00,2022-08-02 10:00:00,36.44,71.77,4.42,1.26,5.68,9.25,0.57,98.14,1.73,183.14,325.22,948.3,0.0
2022-08-02 10:00:00,2022-08-02 11:00:00,31.51,58.73,3.32,0.84,4.16,9.26,0.61,98.23,1.49,190.62,373.09,948.28,0.0
2022-08-02 11:00:00,2022-08-02 12:00:00,28.73,49.69,3.13,0.66,3.78,9.23,0.58,94.99,2.13,96.8,372.93,948.23,0.0
2022-08-02 12:00:00,2022-08-02 13:00:00,26.43,47.2,2.94,0.48,3.42,8.79,0.53,83.24,1.76,208.94,267.79,948.15,0.0
2022-08-02 13:00:00,2022-08-02 14:00:00,24.5,39.15,2.87,0.32,3.19,8.8,0.55,76.89,2.89,249.25,460.27,947.4,0.0
2022-08-02 14:00:00,2022-08-02 15:00:00,23.29,30.77,2.88,0.32,3.2,8.88,0.51,71.88,3.18,261.68,443.56,946.38,0.0
2022-08-02 15:00:00,2022-08-02 16:00:00,22.81,29.31,2.75,0.34,3.09,8.75,0.54,69.5,3.37,261.62,343.6,945.08,0.0
2022-08-02 16:00:00,2022-08-02 17:00:00,22.52,27.76,2.81,0.43,3.24,9.34,0.47,66.82,3.38,263.63,213.53,944.35,0.0
2022-08-02 17:00:00,2022-08-02 18:00:00,22.61,27.14,2.75,0.33,2.79,9.37,0.47,73.53,3.2,261.5,107.15,944.02,0.0
2022-08-02 18:00:00,2022-08-02 19:00:00,,,2.74,,2.45,9.42,0.52,77.71,2.62,257.49,34.38,944.3,0.0
2022-08-02 19:00:00,2022-08-02 20:00:00,,,2.79,,2.16,9.4,0.48,87.06,2.06,239.33,10.6,945.03,0.0
2022-08-02 20:00:00,2022-08-02 21:00:00,,,2.83,,2.16,8.74,0.44,97.21,2.07,240.99,9.6,946.3,0.0
2022-08-02 21:00:00,2022-08-02 22:00:00,33.47,46.33,2.91,0.55,3.46,8.86,0.5,98.18,1.87,211.61,9.78,946.9,0.0
2022-08-02 22:00:00,2022-08-02 23:00:00,30.99,100.08,2.91,0.05,2.73,8.76,0.47,98.2,2.79,56.35,9.38,947.6,0.0
2022-08-02 23:00:00,2022-08-03 00:00:00,33.29,214.74,3.08,0.11,3.05,8.8,0.49,98.2,1.87,42.0,10.29,947.8,0.0
2022-08-03 00:00:00,2022-08-03 01:00:00,91.81,290.29,3.25,0.07,3.2,8.94,0.7,98.16,2.69,70.39,9.79,948.28,0.0
2022-08-03 01:00:00,2022-08-03 02:00:00,86.5,227.59,7.46,0.55,8.01,8.87,0.64,98.11,2.05,126.53,9.43,948.17,0.0
2022-08-03 02:00:00,2022-08-03 03:00:00,64.39,104.33,6.14,0.57,6.71,8.9,0.6,98.09,2.86,72.83,9.46,948.1,0.0
2022-08-03 03:00:00,2022-08-03 04:00:00,53.53,158.08,3.54,0.33,3.79,8.91,0.69,98.08,2.67,60.63,9.61,947.62,0.0
2022-08-03 04:00:00,2022-08-03 05:00:00,51.62,219.51,3.35,0.05,3.31,9.41,0.41,98.08,2.58,69.39,10.0,947.0,0.0
2022-08-03 05:00:00,2022-08-03 06:00:00,65.78,175.94,3.3,,2.97,9.45,0.39,98.06,2.86,54.3,10.98,947.25,0.0
2022-08-03 06:00:00,2022-08-03 07:00:00,68.9,100.02,4.63,,4.1,9.45,0.42,98.04,2.76,201.99,35.61,948.88,0.0
2022-08-03 07:00:00,2022-08-03 08:00:00,62.61,77.0,4.7,,4.47,9.42,0.43,98.06,2.18,53.17,103.18,950.72,0.0
2022-08-03 08:00:00,2022-08-03 09:00:00,70.29,109.56,4.57,0.64,5.03,9.29,0.53,98.11,2.1,100.21,207.78,951.27,0.0
