From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm),AT (degree C)
2022-06-29 19:00:00,2022-06-29 20:00:00,32.75,114.25,1.68,8.72,6.03,30.6,8.38,,21.67,0.8,1.2,,,31.3,67.5,0.85,204.75,,741.0,,,33.18
2022-06-29 20:00:00,2022-06-29 21:00:00,29.75,100.5,0.57,10.32,5.95,33.9,8.15,,19.13,0.8,1.25,,,32.42,69.75,0.75,208.75,,741.0,,,32.65
2022-06-29 21:00:00,2022-06-29 22:00:00,39.5,100.25,1.2,9.68,6.1,33.82,8.82,,16.86,0.8,1.3,,,31.82,71.0,0.77,205.0,,741.0,,,32.33
2022-06-29 22:00:00,2022-06-29 23:00:00,34.25,92.0,0.8,8.45,5.15,31.02,10.0,,16.45,0.8,1.4,,,31.27,72.0,0.78,209.75,,741.0,,,32.02
2022-06-29 23:00:00,2022-06-30 00:00:00,32.0,79.0,0.4,7.93,3.97,30.33,9.05,,16.37,0.8,1.37,,,31.62,72.75,0.8,203.0,,741.0,,,31.9
2022-06-30 00:00:00,2022-06-30 01:00:00,31.0,66.25,0.37,7.43,4.12,32.3,6.8,,15.75,0.8,1.3,,,31.85,73.0,0.73,197.0,,741.0,,,31.82
2022-06-30 01:00:00,2022-06-30 02:00:00,29.25,64.0,0.3,7.47,4.22,31.18,5.77,,14.5,0.8,1.3,,,31.45,74.25,0.77,207.75,,741.0,,,31.55
2022-06-30 02:00:00,2022-06-30 03:00:00,32.5,66.5,0.5,7.1,4.2,30.8,6.17,,13.27,0.8,1.3,,,31.85,75.0,0.83,213.25,,741.0,,,31.6
2022-06-30 03:00:00,2022-06-30 04:00:00,31.75,72.0,0.58,7.62,4.5,33.02,7.75,,13.07,0.8,1.3,,,32.08,74.75,0.97,214.5,,741.0,,,31.6
2022-06-30 04:00:00,2022-06-30 05:00:00,32.25,67.5,0.32,7.6,4.3,31.67,6.77,,13.46,0.8,1.23,,,31.98,74.0,1.07,218.5,,741.0,,,31.48
2022-06-30 05:00:00,2022-06-30 06:00:00,25.75,72.0,0.3,6.93,3.42,30.05,5.45,,16.44,0.8,1.2,,,31.6,72.5,1.05,223.5,,741.0,,,31.2
2022-06-30 06:00:00,2022-06-30 07:00:00,18.0,64.5,0.27,6.25,3.48,31.77,5.05,,18.99,0.8,1.2,,,32.0,76.0,0.93,196.25,,741.0,,,30.4
2022-06-30 07:00:00,2022-06-30 08:00:00,5.25,32.75,1.55,10.33,6.78,34.35,3.55,,22.04,0.8,1.2,,,32.48,78.75,0.75,203.75,,741.0,,,29.38
2022-06-30 08:00:00,2022-06-30 09:00:00,3.25,8.0,0.83,7.0,4.25,30.5,4.3,,23.73,0.8,1.18,,,32.05,80.0,0.75,225.0,,741.0,,,29.15
2022-06-30 09:00:00,2022-06-30 10:00:00,3.25,14.25,0.33,6.97,3.9,31.02,4.42,,23.25,0.8,1.2,,,31.88,79.0,0.8,227.5,,741.0,,,29.35
2022-06-30 10:00:00,2022-06-30 11:00:00,1.0,6.0,0.2,8.13,4.23,30.63,4.77,,23.69,0.8,1.2,,,32.17,78.67,0.77,230.0,,741.0,,,29.5
2022-06-30 11:00:00,2022-06-30 12:00:00,1.0,6.0,,7.75,2.5,25.75,7.6,,17.37,0.7,0.95,,,32.43,77.0,0.8,237.0,,741.0,,,30.17
2022-06-30 12:00:00,2022-06-30 13:00:00,,1.0,0.33,7.68,4.32,25.88,7.83,,21.62,0.8,1.2,,,32.8,77.0,0.62,240.5,,741.0,,,30.3
2022-06-30 13:00:00,2022-06-30 14:00:00,,2.75,0.3,8.28,4.47,25.12,9.28,,23.09,0.8,1.2,,,31.6,74.25,0.53,252.75,,741.0,,,30.85
2022-06-30 14:00:00,2022-06-30 15:00:00,,7.5,0.62,8.95,5.25,25.4,10.0,,26.29,0.8,1.2,,,32.0,72.5,0.5,257.25,,741.0,,,30.98
2022-06-30 15:00:00,2022-06-30 16:00:00,,5.25,0.7,6.92,4.28,26.95,10.43,,26.33,0.8,1.27,,,31.95,72.25,0.5,175.25,,741.0,,,31.2
2022-06-30 16:00:00,2022-06-30 17:00:00,,3.75,0.25,6.43,3.45,25.92,10.6,,25.25,0.8,1.3,,,32.0,72.25,0.6,173.5,,741.0,,,31.38
2022-06-30 17:00:00,2022-06-30 18:00:00,,5.75,2.25,13.97,9.3,26.7,10.7,,22.96,0.8,1.3,,,32.2,71.0,0.55,159.0,,741.0,,,31.68
2022-06-30 18:00:00,2022-06-30 19:00:00,4.0,7.25,4.83,22.4,15.82,26.55,10.1,,18.69,0.8,1.32,,,32.4,73.0,0.47,164.75,,741.0,,,31.27
2022-06-30 19:00:00,2022-06-30 20:00:00,6.75,18.0,3.42,11.88,9.07,27.95,11.65,,16.92,0.8,1.33,,,32.17,75.75,0.43,219.75,,741.0,,,30.88
2022-06-30 20:00:00,2022-06-30 21:00:00,14.75,29.75,4.28,18.05,13.1,25.78,11.45,,14.66,0.8,1.4,,,32.25,76.75,0.5,217.75,,741.0,,,30.67
2022-06-30 21:00:00,2022-06-30 22:00:00,13.0,27.5,1.07,10.7,6.57,26.38,11.6,,13.67,0.8,1.42,,,32.17,78.0,0.4,212.25,,741.0,,,30.52
2022-06-30 22:00:00,2022-06-30 23:00:00,8.75,21.75,0.45,7.95,4.6,25.95,11.15,,13.64,0.8,1.4,,,31.8,77.25,0.4,166.0,,741.0,,,30.65
2022-06-30 23:00:00,2022-07-01 00:00:00,5.0,18.0,0.2,8.37,4.57,25.2,11.3,,13.03,0.8,1.4,,,32.4,77.67,0.4,163.0,,741.0,,,30.7
2022-07-01 00:00:00,2022-07-01 01:00:00,6.25,26.5,0.35,8.47,4.75,25.62,9.67,,10.92,0.8,1.48,,,32.02,77.75,0.35,146.0,,741.0,,,30.7
2022-07-01 01:00:00,2022-07-01 02:00:00,6.75,24.5,0.57,6.95,4.05,23.87,8.4,,11.79,0.8,1.45,,,32.17,78.25,0.55,193.0,,741.0,,,30.38
2022-07-01 02:00:00,2022-07-01 03:00:00,5.75,22.75,0.48,7.25,4.22,26.73,7.23,,13.4,0.8,1.5,,,32.75,78.0,0.5,191.25,,741.0,,,30.3
2022-07-01 03:00:00,2022-07-01 04:00:00,5.25,22.0,0.5,7.53,4.3,26.98,6.67,,13.26,0.8,1.5,,,32.57,78.5,0.6,209.5,,741.0,,,30.12
2022-07-01 04:00:00,2022-07-01 05:00:00,8.25,24.25,0.55,7.8,4.62,25.1,7.57,,12.29,0.8,1.4,,,32.38,79.0,0.55,200.5,,741.0,,,30.1
2022-07-01 05:00:00,2022-07-01 06:00:00,14.75,30.25,0.23,8.1,4.4,24.15,7.25,,12.03,0.8,1.45,,,32.23,79.0,0.5,188.75,,741.0,,,30.1
2022-07-01 06:00:00,2022-07-01 07:00:00,13.33,28.75,0.73,7.9,4.78,25.6,7.2,,11.92,0.8,1.45,,,32.65,78.75,0.53,192.75,,741.0,,,30.25
2022-07-01 07:00:00,2022-07-01 08:00:00,14.75,33.0,0.83,8.07,4.98,23.55,8.3,,14.13,0.8,1.4,,,31.77,76.5,0.58,206.25,,741.0,,,30.75
2022-07-01 08:00:00,2022-07-01 09:00:00,21.75,38.0,1.08,8.5,5.4,24.0,9.7,,19.09,0.8,1.4,,,32.05,71.5,0.68,198.5,,741.0,,,31.6
2022-07-01 09:00:00,2022-07-01 10:00:00,17.75,38.0,1.45,8.57,5.75,23.8,11.93,,23.28,0.8,1.4,,,32.15,70.0,0.75,212.5,,741.0,,,31.85
2022-07-01 10:00:00,2022-07-01 11:00:00,17.0,43.75,1.07,8.98,5.62,22.73,12.18,,25.49,0.8,1.32,,,31.7,68.0,0.8,209.0,,741.0,,,32.27
2022-07-01 11:00:00,2022-07-01 12:00:00,16.75,33.25,1.0,8.3,5.2,23.67,11.58,,28.84,0.8,1.3,,,31.97,66.25,0.85,209.0,,741.0,,,32.73
2022-07-01 12:00:00,2022-07-01 13:00:00,12.25,28.75,0.5,7.78,4.5,20.6,9.95,,30.97,0.8,1.25,,,31.35,62.0,0.92,227.25,,741.0,,,33.75
2022-07-01 13:00:00,2022-07-01 14:00:00,1.0,22.5,0.88,8.35,5.12,21.2,9.12,,33.2,0.8,1.2,,,31.68,59.75,0.9,225.75,,741.0,,,34.3
2022-07-01 14:00:00,2022-07-01 15:00:00,1.75,20.25,0.55,7.75,4.55,20.75,9.4,,33.81,0.78,1.2,,,31.15,58.0,0.88,223.5,,741.0,,,34.7
2022-07-01 15:00:00,2022-07-01 16:00:00,3.5,10.25,0.4,6.28,3.5,21.85,8.32,,34.76,0.7,1.17,,,31.3,58.25,0.82,221.75,,741.0,,,34.4
2022-07-01 16:00:00,2022-07-01 17:00:00,2.0,14.75,1.07,6.47,4.08,22.57,8.25,,33.4,0.7,1.12,,,31.85,61.0,0.75,215.25,,741.0,,,34.17
2022-07-01 17:00:00,2022-07-01 18:00:00,1.0,18.75,0.55,7.0,3.85,21.8,8.05,,32.59,0.7,1.2,,,31.58,63.75,0.77,222.25,,741.0,,,33.55
2022-07-01 18:00:00,2022-07-01 19:00:00,1.75,25.25,0.73,9.88,5.88,23.8,7.7,,25.34,0.72,1.2,,,32.28,73.0,0.48,260.5,,741.0,,,31.53
2022-07-01 19:00:00,2022-07-01 20:00:00,9.0,32.75,0.8,21.85,12.25,24.4,9.2,,17.57,0.8,1.25,,,31.7,72.5,0.33,240.0,,741.0,,,31.88
2022-07-01 20:00:00,2022-07-01 21:00:00,23.75,45.0,0.85,20.45,11.55,23.88,9.7,,16.16,0.8,1.45,,,31.73,73.75,0.38,203.5,,741.0,,,31.75
2022-07-01 21:00:00,2022-07-01 22:00:00,21.33,46.0,0.7,14.15,7.65,24.05,8.55,,14.84,0.8,1.5,,,32.1,75.5,0.43,212.25,,741.0,,,31.55
2022-07-01 22:00:00,2022-07-01 23:00:00,19.0,41.25,0.37,10.7,5.88,24.07,9.0,,16.64,0.8,1.5,,,31.97,75.0,0.43,207.75,,741.0,,,31.5
2022-07-01 23:00:00,2022-07-02 00:00:00,21.25,45.75,0.6,11.22,6.47,22.48,9.38,,12.72,0.8,1.5,,,31.75,76.25,0.33,207.25,,741.0,,,31.4
2022-07-02 00:00:00,2022-07-02 01:00:00,19.75,52.0,0.82,17.1,9.8,23.35,8.43,,8.71,0.82,1.5,,,32.12,77.5,0.3,223.25,,741.0,,,31.3
2022-07-02 01:00:00,2022-07-02 02:00:00,22.5,65.5,1.38,21.18,12.35,22.92,8.0,,8.16,0.9,1.5,,,31.77,77.5,0.3,209.75,,741.0,,,31.38
2022-07-02 02:00:00,2022-07-02 03:00:00,24.0,66.75,0.85,17.22,9.85,22.35,9.47,,8.26,0.9,1.5,,,31.9,78.0,0.3,110.0,,741.0,,,31.25
2022-07-02 03:00:00,2022-07-02 04:00:00,23.75,56.0,0.5,14.5,8.15,23.8,10.62,,9.47,0.9,1.5,,,32.22,77.5,0.33,102.75,,741.0,,,31.38
2022-07-02 04:00:00,2022-07-02 05:00:00,21.0,48.5,0.68,12.45,7.15,23.12,9.38,,11.72,0.9,1.5,,,31.83,79.5,0.62,213.5,,741.0,,,30.8
2022-07-02 05:00:00,2022-07-02 06:00:00,15.0,28.25,0.9,5.27,3.55,23.78,7.1,,22.56,0.9,1.5,,,32.02,81.25,0.57,175.5,,741.0,,,29.63
2022-07-02 06:00:00,2022-07-02 07:00:00,,9.25,0.5,6.07,3.33,24.6,5.98,,21.41,0.82,1.48,,,31.92,81.0,0.55,215.0,,741.0,,,29.78
2022-07-02 07:00:00,2022-07-02 08:00:00,5.0,12.5,0.3,5.5,3.1,26.48,6.45,,20.8,0.8,1.4,,,32.27,81.0,0.62,226.75,,741.0,,,29.75
2022-07-02 08:00:00,2022-07-02 09:00:00,5.0,12.5,0.65,5.62,3.5,25.43,6.5,,19.05,0.8,1.4,,,31.95,78.0,0.58,206.75,,741.0,,,30.55
2022-07-02 09:00:00,2022-07-02 10:00:00,5.75,17.75,0.8,8.85,5.33,23.82,6.4,,19.92,0.8,1.4,,,31.8,72.5,0.6,223.25,,741.0,,,32.08
2022-07-02 10:00:00,2022-07-02 11:00:00,7.25,18.5,0.93,8.55,5.25,25.23,7.75,,21.88,0.8,1.4,,,32.12,66.25,0.52,216.25,,741.0,,,33.52
2022-07-02 11:00:00,2022-07-02 12:00:00,5.0,15.0,0.98,7.57,4.8,23.07,7.35,,22.53,0.8,1.3,,,31.12,59.75,0.67,235.5,,741.0,,,34.98
2022-07-02 12:00:00,2022-07-02 13:00:00,1.0,17.75,0.53,6.75,3.9,24.48,6.95,,24.21,0.8,1.2,,,31.88,56.25,0.7,240.75,,741.0,,,35.48
2022-07-02 13:00:00,2022-07-02 14:00:00,2.67,18.75,0.6,7.08,4.25,24.48,7.5,,26.39,0.78,1.2,,,30.88,55.25,0.55,242.5,,741.0,,,36.03
2022-07-02 14:00:00,2022-07-02 15:00:00,8.75,27.75,0.95,7.1,4.55,23.43,8.65,,29.84,0.7,1.12,,,30.93,56.0,0.65,225.0,,741.0,,,36.17
2022-07-02 15:00:00,2022-07-02 16:00:00,18.0,41.75,0.9,7.2,4.55,24.32,9.6,,32.21,0.7,1.1,,,31.12,54.75,0.73,234.25,,741.0,,,36.35
2022-07-02 16:00:00,2022-07-02 17:00:00,21.0,50.75,1.32,8.05,5.35,24.98,9.8,,34.34,0.7,1.1,,,31.15,55.5,0.6,242.75,,741.0,,,36.15
2022-07-02 17:00:00,2022-07-02 18:00:00,21.25,52.5,0.5,7.68,4.53,26.02,9.17,,29.77,0.75,1.1,,,31.2,62.5,0.62,209.75,,741.0,,,34.85
2022-07-02 18:00:00,2022-07-02 19:00:00,21.25,51.0,0.53,8.35,4.72,25.62,9.02,,24.81,0.77,1.1,,,31.47,66.5,0.68,209.5,,741.0,,,34.0
2022-07-02 19:00:00,2022-07-02 20:00:00,21.75,52.0,5.1,18.8,13.03,27.25,9.8,,16.53,0.8,1.15,,,31.82,71.75,0.62,202.75,,741.0,,,33.08
2022-07-02 20:00:00,2022-07-02 21:00:00,28.25,52.25,0.7,9.62,5.68,25.85,11.28,,18.95,0.8,1.2,,,31.98,72.0,1.0,218.25,,741.0,,,32.33
2022-07-02 21:00:00,2022-07-02 22:00:00,20.5,43.25,0.72,9.03,5.35,28.8,10.5,,21.54,0.8,1.2,,,32.02,72.0,0.88,215.25,,741.0,,,31.7
2022-07-02 22:00:00,2022-07-02 23:00:00,13.75,40.25,0.3,8.23,4.2,29.22,9.15,,19.46,0.8,1.25,,,31.75,75.25,0.8,214.5,,741.0,,,31.4
2022-07-02 23:00:00,2022-07-03 00:00:00,16.0,35.75,0.7,7.05,4.0,31.02,8.18,,18.84,0.8,1.3,,,32.23,76.0,0.68,213.75,,741.0,,,31.2
2022-07-03 00:00:00,2022-07-03 01:00:00,13.25,28.75,0.8,6.83,4.28,31.18,6.67,,20.45,0.8,1.3,,,32.0,75.5,0.92,227.5,,741.0,,,31.18
2022-07-03 01:00:00,2022-07-03 02:00:00,5.25,27.25,1.07,6.55,4.35,29.27,5.7,,20.12,0.8,1.23,,,31.8,76.5,0.8,226.5,,741.0,,,30.98
2022-07-03 02:00:00,2022-07-03 03:00:00,7.25,27.25,0.4,7.62,4.3,31.52,6.27,,19.62,0.8,1.2,,,32.02,76.75,0.8,225.25,,741.0,,,30.87
2022-07-03 03:00:00,2022-07-03 04:00:00,10.75,33.75,0.8,7.3,4.53,31.87,5.62,,18.66,0.8,1.2,,,32.2,76.75,0.68,222.75,,741.0,,,30.88
2022-07-03 04:00:00,2022-07-03 05:00:00,9.5,30.5,0.2,7.28,3.8,31.35,6.1,,17.09,0.8,1.2,,,32.1,78.0,0.65,208.0,,741.0,,,30.8
2022-07-03 05:00:00,2022-07-03 06:00:00,9.25,24.75,0.68,6.53,4.05,29.32,5.6,,14.46,0.77,1.2,,,32.1,79.0,0.6,195.5,,741.0,,,30.75
2022-07-03 06:00:00,2022-07-03 07:00:00,15.33,33.5,0.73,7.12,4.15,28.6,6.38,,13.93,0.8,1.2,,,31.98,78.25,0.58,193.5,,741.0,,,31.07
2022-07-03 07:00:00,2022-07-03 08:00:00,19.67,43.0,0.8,7.22,4.38,27.78,6.65,,14.98,0.8,1.27,,,31.9,74.5,0.65,199.5,,741.0,,,31.97
2022-07-03 08:00:00,2022-07-03 09:00:00,19.5,43.25,1.13,7.27,4.6,26.02,7.2,,17.74,0.8,1.27,,,31.92,70.25,0.65,215.0,,741.0,,,32.8
2022-07-03 09:00:00,2022-07-03 10:00:00,21.75,54.25,0.4,7.53,4.25,24.77,6.93,,20.94,0.8,1.25,,,31.07,65.75,0.7,223.5,,741.0,,,33.77
2022-07-03 10:00:00,2022-07-03 11:00:00,25.75,58.0,0.7,7.47,4.38,24.93,7.7,,26.47,0.8,1.2,,,31.62,62.25,0.75,218.0,,741.0,,,34.62
2022-07-03 11:00:00,2022-07-03 12:00:00,28.5,56.75,0.5,7.18,4.12,24.98,7.28,,28.25,0.8,1.2,,,31.65,60.25,0.75,221.0,,741.0,,,35.2
2022-07-03 12:00:00,2022-07-03 13:00:00,20.0,49.75,0.8,7.22,4.32,23.73,7.32,,28.83,0.78,1.2,,,30.93,58.5,0.8,218.5,,741.0,,,35.53
2022-07-03 13:00:00,2022-07-03 14:00:00,16.25,38.25,0.77,7.95,4.67,21.85,6.38,,29.6,0.7,1.15,,,30.88,56.25,0.72,215.25,,741.0,,,36.15
2022-07-03 14:00:00,2022-07-03 15:00:00,14.25,35.25,0.57,6.97,4.18,23.68,6.53,,31.32,0.7,1.1,,,31.45,54.25,0.82,217.0,,741.0,,,36.47
2022-07-03 15:00:00,2022-07-03 16:00:00,16.25,42.5,0.55,6.82,4.08,23.38,6.72,,33.0,0.7,1.1,,,30.9,52.5,0.78,216.25,,741.0,,,36.95
2022-07-03 16:00:00,2022-07-03 17:00:00,19.5,42.75,3.4,8.85,7.5,22.58,7.35,,32.62,0.7,1.1,,,31.1,53.25,0.7,206.5,,741.0,,,36.73
2022-07-03 17:00:00,2022-07-03 18:00:00,18.5,40.5,0.75,5.47,3.52,23.1,7.05,,34.61,0.7,1.1,,,31.25,53.25,0.55,222.75,,741.0,,,36.72
2022-07-03 18:00:00,2022-07-03 19:00:00,19.0,45.75,0.68,6.67,4.12,25.85,7.38,,31.97,0.7,1.1,,,31.32,56.5,0.47,211.25,,741.0,,,35.8
2022-07-03 19:00:00,2022-07-03 20:00:00,16.75,55.75,0.7,11.95,6.95,24.63,7.55,,24.54,0.72,1.1,,,31.45,61.25,0.47,220.0,,741.0,,,34.93
2022-07-03 20:00:00,2022-07-03 21:00:00,23.5,91.5,1.43,25.85,14.9,23.4,9.25,,14.75,0.8,1.18,,,31.48,64.5,0.3,251.75,,741.0,,,34.48
2022-07-03 21:00:00,2022-07-03 22:00:00,38.67,139.0,2.7,37.73,22.25,25.1,12.8,,8.27,0.8,1.43,,,31.5,67.0,0.33,182.25,,741.0,,,34.0
2022-07-03 22:00:00,2022-07-03 23:00:00,42.0,150.75,1.12,26.5,15.02,24.35,10.28,,13.13,0.88,1.65,,,31.6,66.0,0.33,106.5,,741.0,,,33.98
2022-07-03 23:00:00,2022-07-04 00:00:00,31.0,91.5,0.8,20.23,11.4,25.0,9.15,,10.51,0.9,1.7,,,31.57,68.75,0.32,136.5,,741.0,,,33.58
2022-07-04 00:00:00,2022-07-04 01:00:00,29.25,75.75,1.25,16.38,9.72,25.18,8.5,,10.23,0.9,1.7,,,31.85,72.25,0.5,195.75,,741.0,,,32.98
2022-07-04 01:00:00,2022-07-04 02:00:00,24.0,69.0,5.93,22.3,16.7,28.87,7.67,,10.88,0.9,1.7,,,32.37,72.33,0.5,201.33,,741.0,,,32.87
2022-07-04 02:00:00,2022-07-04 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 03:00:00,2022-07-04 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 04:00:00,2022-07-04 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 05:00:00,2022-07-04 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 06:00:00,2022-07-04 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 07:00:00,2022-07-04 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 08:00:00,2022-07-04 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 09:00:00,2022-07-04 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-07-04 10:00:00,2022-07-04 11:00:00,38.5,73.5,0.55,7.55,4.45,29.35,12.2,,28.3,0.85,1.5,,,31.95,56.0,0.7,210.5,,741.0,,,36.65
2022-07-04 11:00:00,2022-07-04 12:00:00,31.5,63.5,0.3,6.83,3.62,26.8,9.3,,28.16,0.8,1.28,,,30.3,52.0,0.62,202.75,,741.0,,,37.48
2022-07-04 12:00:00,2022-07-04 13:00:00,24.5,52.75,1.53,9.18,5.8,36.83,8.6,,31.53,0.8,1.1,,,32.2,50.75,0.67,218.25,,741.0,,,37.9
2022-07-04 13:00:00,2022-07-04 14:00:00,26.0,62.5,0.7,8.05,4.85,40.75,8.88,,35.9,0.72,1.08,,,31.77,50.75,0.62,142.75,,741.0,,,37.67
2022-07-04 14:00:00,2022-07-04 15:00:00,27.75,67.75,1.1,7.3,4.78,39.67,8.75,,38.67,0.7,1.18,,,31.3,51.5,0.53,210.5,,741.0,,,37.6
2022-07-04 15:00:00,2022-07-04 16:00:00,31.75,70.5,0.3,8.12,4.33,52.98,8.42,,39.14,0.77,1.18,,,32.75,53.75,0.5,218.5,,741.0,,,37.1
2022-07-04 16:00:00,2022-07-04 17:00:00,26.0,72.0,0.7,8.18,4.38,48.25,7.55,,32.6,0.8,1.12,,,32.35,60.5,1.0,99.75,,741.0,,,34.67
2022-07-04 17:00:00,2022-07-04 18:00:00,22.0,74.75,1.5,14.02,8.7,55.2,7.08,,33.43,0.77,1.4,,,32.95,58.25,0.45,144.75,,741.0,,,35.55
2022-07-04 18:00:00,2022-07-04 19:00:00,30.0,87.5,0.77,14.68,8.43,43.6,9.4,,33.02,0.8,2.02,,,32.2,57.0,0.35,230.5,,741.0,,,36.67
2022-07-04 19:00:00,2022-07-04 20:00:00,40.0,114.5,0.8,21.25,11.77,48.55,11.07,,25.04,0.8,1.95,,,32.75,62.25,0.38,215.75,,741.0,,,35.45
2022-07-04 20:00:00,2022-07-04 21:00:00,54.0,156.75,1.85,28.3,16.55,42.25,10.07,,18.38,0.83,1.92,,,32.12,65.25,0.45,222.75,,741.0,,,34.83
2022-07-04 21:00:00,2022-07-04 22:00:00,55.0,144.5,1.43,18.38,10.65,43.25,11.03,,17.63,0.9,2.0,,,32.95,70.0,0.6,213.75,,741.0,,,33.98
2022-07-04 22:00:00,2022-07-04 23:00:00,38.5,87.25,0.43,10.95,6.17,37.48,8.53,,15.92,0.9,1.85,,,32.47,72.25,0.53,210.0,,741.0,,,33.5
2022-07-04 23:00:00,2022-07-05 00:00:00,34.25,73.0,1.48,11.2,7.17,43.7,8.03,,13.79,0.9,1.8,,,33.1,73.5,0.5,208.25,,741.0,,,33.12
2022-07-05 00:00:00,2022-07-05 01:00:00,37.5,74.75,7.45,21.2,17.32,35.33,7.8,,11.4,0.9,1.7,,,32.08,73.75,0.5,206.0,,741.0,,,32.82
2022-07-05 01:00:00,2022-07-05 02:00:00,44.75,82.0,2.33,13.28,8.95,43.12,10.15,,11.12,0.88,1.7,,,32.88,74.25,0.5,209.75,,741.0,,,32.73
2022-07-05 02:00:00,2022-07-05 03:00:00,46.5,89.5,4.72,18.62,13.73,42.65,10.77,,9.59,0.9,1.7,,,32.88,75.0,0.53,205.0,,741.0,,,32.5
2022-07-05 03:00:00,2022-07-05 04:00:00,54.25,93.25,10.32,24.93,21.65,46.65,11.08,,7.84,0.9,1.7,,,33.48,75.25,0.43,190.25,,741.0,,,32.42
2022-07-05 04:00:00,2022-07-05 05:00:00,54.5,91.0,9.55,24.5,20.77,44.38,10.57,,8.04,0.9,1.7,,,33.35,76.0,0.47,202.0,,741.0,,,32.25
2022-07-05 05:00:00,2022-07-05 06:00:00,53.25,91.75,0.82,14.1,8.2,42.23,10.65,,8.57,0.9,1.73,,,33.23,76.0,0.47,204.25,,741.0,,,32.23
2022-07-05 06:00:00,2022-07-05 07:00:00,55.0,95.75,0.65,15.25,8.62,45.45,10.3,,7.47,0.9,1.72,,,33.48,76.5,0.5,183.5,,741.0,,,32.35
2022-07-05 07:00:00,2022-07-05 08:00:00,57.75,101.0,1.27,14.55,8.8,42.92,11.38,,8.29,0.9,1.77,,,33.1,74.5,0.55,169.75,,741.0,,,32.83
2022-07-05 08:00:00,2022-07-05 09:00:00,52.75,97.0,1.43,13.75,8.47,39.85,10.62,,9.79,0.9,1.8,,,32.8,72.0,0.7,180.75,,741.0,,,33.42
2022-07-05 09:00:00,2022-07-05 10:00:00,36.5,78.0,5.67,15.7,12.95,33.42,11.32,,13.57,0.9,1.7,,,32.48,65.75,0.7,183.5,,741.0,,,34.62
2022-07-05 10:00:00,2022-07-05 11:00:00,25.25,56.5,1.2,8.4,5.43,32.75,11.05,,21.69,0.9,1.65,,,32.62,62.0,0.75,209.0,,741.0,,,35.58
2022-07-05 11:00:00,2022-07-05 12:00:00,22.75,56.0,1.28,7.5,5.03,33.78,10.38,,25.53,0.8,1.58,,,32.1,60.0,0.75,215.25,,741.0,,,36.38
2022-07-05 12:00:00,2022-07-05 13:00:00,22.5,61.5,1.47,8.43,5.35,37.42,10.78,,30.8,0.8,1.5,,,32.5,57.25,0.6,213.5,,741.0,,,36.9
2022-07-05 13:00:00,2022-07-05 14:00:00,24.5,69.0,0.55,7.42,4.4,32.5,9.4,,32.39,0.8,1.4,,,31.55,53.5,0.58,217.5,,741.0,,,37.75
2022-07-05 14:00:00,2022-07-05 15:00:00,24.0,66.5,1.32,6.25,4.43,44.77,8.72,,34.02,0.8,1.35,,,32.38,52.5,0.65,210.5,,741.0,,,38.08
2022-07-05 15:00:00,2022-07-05 16:00:00,18.25,54.5,0.95,6.02,3.98,37.25,8.0,,34.33,0.8,1.28,,,31.4,49.0,0.72,212.75,,741.0,,,38.4
2022-07-05 16:00:00,2022-07-05 17:00:00,18.5,43.25,1.62,9.95,6.6,41.58,8.23,,34.39,0.8,1.2,,,31.88,52.25,0.65,205.0,,741.0,,,37.85
2022-07-05 17:00:00,2022-07-05 18:00:00,16.75,50.25,0.6,5.3,2.95,35.07,7.92,,34.08,0.8,1.2,,,31.33,54.75,0.68,210.0,,741.0,,,37.45
2022-07-05 18:00:00,2022-07-05 19:00:00,18.5,54.75,0.62,7.2,4.35,31.88,7.7,,31.23,0.77,1.2,,,31.55,59.0,0.57,212.25,,741.0,,,36.5
2022-07-05 19:00:00,2022-07-05 20:00:00,25.0,68.75,0.45,8.98,5.17,51.12,8.6,,25.59,0.77,1.2,,,32.98,64.75,0.55,195.0,,741.0,,,35.48
2022-07-05 20:00:00,2022-07-05 21:00:00,25.0,79.75,1.05,9.88,6.12,39.95,8.68,,20.55,0.8,1.2,,,32.18,68.25,0.5,196.5,,741.0,,,34.75
2022-07-05 21:00:00,2022-07-05 22:00:00,34.0,87.5,0.55,9.45,5.47,45.25,8.38,,18.84,0.8,1.22,,,33.3,68.75,0.5,179.25,,741.0,,,34.52
