From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2022-10-17 06:00:00,2022-10-17 07:00:00,77.04,98.2,36.85,13.21,26.5,15.2,5.18,1.29,17.94,0.48,0.36,0.34,0.28,78.95,0.04,173.37,65.65,756.49,0.11,23.34,0.0
2022-10-17 07:00:00,2022-10-17 08:00:00,82.58,188.59,14.67,14.71,17.64,11.28,5.07,1.2,17.25,1.25,0.88,1.06,0.93,74.93,0.17,143.78,107.72,756.62,0.26,24.52,0.0
2022-10-17 08:00:00,2022-10-17 09:00:00,99.11,224.23,1.24,10.64,6.57,22.04,4.97,0.84,20.65,0.65,0.45,0.43,0.36,64.52,0.21,103.18,186.43,756.8,0.14,26.15,0.0
2022-10-17 09:00:00,2022-10-17 10:00:00,98.05,177.83,2.45,12.18,8.38,20.7,5.25,0.86,23.02,0.41,0.3,0.25,0.22,59.8,0.14,151.97,283.85,756.83,0.1,27.41,0.0
2022-10-17 10:00:00,2022-10-17 11:00:00,84.03,138.12,1.88,10.31,6.92,21.28,5.37,0.69,26.57,0.36,0.23,0.19,0.17,51.19,0.18,103.92,376.7,756.62,0.08,29.0,0.0
2022-10-17 11:00:00,2022-10-17 12:00:00,72.81,105.53,1.32,8.51,5.51,21.24,5.38,0.62,28.53,0.27,0.15,0.14,0.11,47.74,0.28,222.0,407.7,756.3,0.07,29.79,0.0
2022-10-17 12:00:00,2022-10-17 13:00:00,61.46,79.83,1.32,7.92,5.19,18.99,5.08,0.57,28.82,0.24,0.16,0.14,0.12,43.09,0.33,218.62,679.5,755.94,0.07,30.75,0.0
2022-10-17 13:00:00,2022-10-17 14:00:00,52.39,65.09,1.27,8.45,5.43,18.59,5.19,0.63,29.11,0.22,0.15,0.12,0.11,44.05,0.32,185.89,629.83,755.64,0.06,31.04,0.0
2022-10-17 14:00:00,2022-10-17 15:00:00,46.42,71.49,0.71,8.96,5.24,20.67,5.28,0.58,25.88,0.22,0.3,0.12,0.1,43.9,0.39,230.23,497.1,755.34,0.05,30.89,0.0
2022-10-17 15:00:00,2022-10-17 16:00:00,50.38,75.85,0.79,10.05,5.88,20.56,5.37,0.6,25.8,0.28,0.47,0.14,0.12,45.03,0.24,226.97,313.52,755.16,0.07,30.76,0.0
2022-10-17 16:00:00,2022-10-17 17:00:00,51.05,75.81,0.93,12.01,7.05,21.63,5.01,0.83,23.64,0.28,0.49,0.12,0.14,50.46,0.16,212.19,128.85,755.1,0.06,29.37,0.0
2022-10-17 17:00:00,2022-10-17 18:00:00,63.15,98.05,1.23,15.57,9.19,21.09,4.95,1.31,18.62,0.42,0.82,0.14,0.15,64.86,0.06,200.98,36.02,755.14,0.06,26.57,0.0
2022-10-17 18:00:00,2022-10-17 19:00:00,84.94,151.44,4.97,19.55,14.34,21.35,5.3,1.59,17.04,0.74,1.23,0.19,0.22,69.56,0.08,214.71,31.1,755.25,0.09,25.53,0.0
2022-10-17 19:00:00,2022-10-17 20:00:00,90.36,165.14,2.55,20.25,12.75,21.44,5.17,1.33,16.71,0.93,1.62,0.3,0.32,70.45,0.09,207.76,31.1,755.45,0.12,25.07,0.0
2022-10-17 20:00:00,2022-10-17 21:00:00,80.99,153.17,1.53,20.82,12.22,18.07,5.06,1.28,16.98,1.0,1.96,0.46,0.44,75.02,0.07,205.7,31.1,755.61,0.16,24.46,0.0
2022-10-17 21:00:00,2022-10-17 22:00:00,88.57,168.46,2.53,17.03,11.02,18.66,5.03,1.28,17.27,1.06,2.27,0.59,0.54,72.0,0.12,212.11,31.23,755.71,0.19,24.92,0.0
2022-10-17 22:00:00,2022-10-17 23:00:00,115.09,197.69,4.18,14.98,11.27,19.43,5.69,1.33,7.95,1.17,2.5,0.64,0.58,78.93,0.07,210.4,31.08,755.73,0.21,23.76,0.0
2022-10-17 23:00:00,2022-10-18 00:00:00,139.22,215.55,13.45,6.71,14.41,19.5,5.52,1.3,1.7,1.27,2.69,0.68,0.62,81.79,0.07,218.76,31.1,755.78,0.22,23.26,0.0
2022-10-18 00:00:00,2022-10-18 01:00:00,160.22,240.07,7.04,11.88,11.95,22.45,5.32,1.36,4.4,1.43,2.79,0.66,0.62,85.19,0.05,223.22,31.0,755.76,0.23,22.64,0.0
2022-10-18 01:00:00,2022-10-18 02:00:00,155.31,249.09,4.32,13.7,10.7,23.6,4.89,1.04,1.24,1.62,2.81,0.59,0.55,86.89,0.06,237.68,30.97,755.69,0.23,22.28,0.0
2022-10-18 02:00:00,2022-10-18 03:00:00,138.35,233.85,20.25,2.7,16.75,23.25,5.8,0.95,0.87,1.72,2.85,0.58,0.57,90.26,0.09,229.84,30.85,755.56,0.23,21.81,0.0
2022-10-18 03:00:00,2022-10-18 04:00:00,125.0,195.6,14.52,6.04,14.91,23.03,5.71,0.99,0.9,1.67,2.92,0.59,0.61,92.18,0.07,231.79,31.02,755.61,0.24,21.78,0.0
2022-10-18 04:00:00,2022-10-18 05:00:00,119.35,166.17,36.42,,23.83,18.92,5.96,1.05,0.81,1.62,2.97,0.59,0.63,94.56,0.08,238.3,30.98,755.73,0.25,21.56,0.0
2022-10-18 05:00:00,2022-10-18 06:00:00,114.14,149.73,24.21,5.32,20.13,18.59,5.94,1.02,1.02,1.5,3.07,0.62,0.65,92.97,0.06,168.63,31.82,755.82,0.25,21.75,0.0
2022-10-18 06:00:00,2022-10-18 07:00:00,111.57,147.5,41.05,1.18,25.17,19.36,5.86,1.43,1.18,1.27,3.08,0.57,0.61,91.31,0.14,241.99,51.93,755.96,0.24,22.1,0.0
2022-10-18 07:00:00,2022-10-18 08:00:00,114.7,168.11,19.66,12.41,19.9,19.25,5.35,1.31,1.22,1.21,3.14,0.57,0.59,83.1,0.1,122.03,90.62,756.19,0.23,23.95,0.0
2022-10-18 08:00:00,2022-10-18 09:00:00,116.29,181.51,2.54,15.6,10.26,21.12,5.08,1.14,1.48,1.23,3.25,0.58,0.61,78.49,0.17,258.11,139.03,756.37,0.23,25.38,0.0
2022-10-18 09:00:00,2022-10-18 10:00:00,108.01,175.7,,14.92,7.27,22.68,4.43,0.81,1.15,1.17,3.23,0.56,0.55,66.0,0.18,74.82,221.62,756.34,0.21,26.9,0.0
2022-10-18 10:00:00,2022-10-18 11:00:00,91.2,155.94,1.6,10.68,7.6,21.41,5.53,0.61,4.56,1.1,3.2,0.56,0.54,53.82,0.28,246.53,359.05,756.16,0.21,28.56,0.0
2022-10-18 11:00:00,2022-10-18 12:00:00,80.04,121.85,1.45,6.62,7.96,20.81,5.63,0.59,5.76,0.97,3.1,0.53,0.52,51.11,0.26,166.97,382.7,755.94,0.2,29.15,0.0
2022-10-18 12:00:00,2022-10-18 13:00:00,75.59,89.73,0.46,16.22,9.13,19.26,5.39,0.62,3.34,0.86,3.07,0.51,0.5,45.55,0.55,227.45,745.17,755.62,0.19,30.19,0.0
2022-10-18 13:00:00,2022-10-18 14:00:00,62.37,69.07,0.2,13.5,7.34,17.02,5.38,0.64,2.73,0.74,3.07,0.49,0.52,45.83,0.64,234.49,673.9,755.33,0.19,30.46,0.0
2022-10-18 14:00:00,2022-10-18 15:00:00,58.72,63.6,0.41,11.23,3.16,18.0,5.59,0.56,,0.44,1.97,0.28,0.31,47.1,0.62,239.6,458.6,755.1,0.11,30.2,0.0
2022-10-18 15:00:00,2022-10-18 16:00:00,60.51,66.34,0.3,10.92,5.74,,5.38,0.7,8.78,0.14,0.67,0.07,0.09,52.83,0.39,242.66,222.7,754.9,0.03,29.29,0.0
2022-10-18 16:00:00,2022-10-18 17:00:00,56.24,70.32,0.33,12.56,6.95,19.58,5.42,0.72,6.19,0.51,2.74,0.26,0.33,57.03,0.49,246.47,114.52,754.9,0.12,28.34,0.0
2022-10-18 17:00:00,2022-10-18 18:00:00,50.25,69.85,0.94,16.71,9.65,21.84,5.24,0.93,4.13,0.48,2.7,0.24,0.3,63.3,0.42,241.19,34.8,754.93,0.12,27.0,0.0
2022-10-18 18:00:00,2022-10-18 19:00:00,50.86,85.7,1.2,21.38,12.35,21.74,4.8,1.08,1.72,0.52,2.66,0.26,0.31,66.03,0.35,235.93,31.25,755.09,0.13,26.2,0.0
2022-10-18 19:00:00,2022-10-18 20:00:00,58.66,87.83,0.45,22.17,12.16,21.59,4.86,1.23,1.59,0.58,2.62,0.31,0.36,66.68,0.24,223.17,31.1,755.33,0.15,25.64,0.0
2022-10-18 20:00:00,2022-10-18 21:00:00,66.3,103.53,2.46,23.21,14.35,21.18,5.0,1.34,1.11,0.66,2.61,0.36,0.4,71.42,0.17,215.58,31.1,755.51,0.16,24.9,0.0
2022-10-18 21:00:00,2022-10-18 22:00:00,82.41,158.14,3.11,24.17,15.38,17.72,5.01,1.43,1.3,0.77,2.76,0.49,0.51,76.03,0.08,212.91,31.12,755.6,0.19,24.27,0.0
2022-10-18 22:00:00,2022-10-18 23:00:00,94.07,197.4,5.44,22.7,16.5,18.87,5.27,1.19,0.89,0.84,2.83,0.56,0.55,77.12,0.11,215.06,31.1,755.63,0.2,23.92,0.0
2022-10-18 23:00:00,2022-10-19 00:00:00,93.77,181.4,3.14,20.37,13.39,19.12,4.8,0.95,0.82,0.86,2.91,0.59,0.56,76.98,0.21,230.63,31.07,755.61,0.21,23.73,0.0
2022-10-19 00:00:00,2022-10-19 01:00:00,89.15,162.62,2.69,18.18,11.86,19.54,4.55,1.08,5.56,0.85,2.93,0.59,0.58,84.31,0.11,222.44,31.08,755.54,0.21,22.84,0.0
2022-10-19 01:00:00,2022-10-19 02:00:00,89.97,158.89,2.62,18.68,12.07,22.67,4.45,0.85,2.08,0.89,2.85,0.51,0.52,84.09,0.19,251.29,30.95,755.5,0.19,22.83,0.0
2022-10-19 02:00:00,2022-10-19 03:00:00,89.61,142.86,3.74,19.98,13.66,22.54,5.15,0.83,1.87,0.9,2.79,0.45,0.48,85.28,0.21,243.39,31.02,755.4,0.18,22.57,0.0
2022-10-19 03:00:00,2022-10-19 04:00:00,85.59,137.84,1.6,21.72,12.86,22.3,5.25,0.8,1.72,0.88,2.76,0.42,0.47,84.45,0.14,235.38,31.1,755.45,0.17,22.4,0.0
2022-10-19 04:00:00,2022-10-19 05:00:00,81.62,126.38,4.18,20.28,14.19,22.12,5.51,0.9,1.77,0.85,2.71,0.4,0.45,87.9,0.11,218.4,30.95,755.49,0.16,21.79,0.0
2022-10-19 05:00:00,2022-10-19 06:00:00,81.29,113.81,1.85,21.61,13.01,17.55,5.66,1.0,2.02,0.95,2.76,0.4,0.47,87.22,0.08,205.25,31.77,755.56,0.17,21.79,0.0
2022-10-19 06:00:00,2022-10-19 07:00:00,83.58,113.76,7.17,19.12,16.0,18.94,5.25,1.19,2.35,1.06,2.81,0.38,0.48,86.58,0.13,215.96,58.58,755.79,0.16,21.87,0.0
2022-10-19 07:00:00,2022-10-19 08:00:00,87.48,127.97,0.43,18.47,10.18,18.97,4.89,1.08,2.35,1.08,2.85,0.37,0.49,77.48,0.35,237.06,102.17,756.07,0.16,23.73,0.0
2022-10-19 08:00:00,2022-10-19 09:00:00,90.47,134.36,0.16,14.24,7.67,19.33,5.35,0.93,3.69,1.04,2.89,0.36,0.47,70.62,0.56,236.07,142.9,756.24,0.16,25.35,0.0
2022-10-19 09:00:00,2022-10-19 10:00:00,88.88,130.63,0.53,12.45,7.06,21.47,5.44,0.88,6.67,0.96,2.83,0.32,0.42,67.1,0.52,237.97,211.95,756.33,0.15,26.76,0.0
2022-10-19 10:00:00,2022-10-19 11:00:00,91.15,130.06,,13.13,6.88,22.11,6.3,0.83,8.91,0.92,2.71,0.29,0.36,61.84,0.52,237.69,346.62,756.31,0.14,27.8,0.0
2022-10-19 11:00:00,2022-10-19 12:00:00,92.06,119.01,0.83,13.89,8.07,21.39,6.14,0.78,10.63,0.86,2.69,0.3,0.36,58.56,0.2,179.31,398.0,756.08,0.14,28.69,0.0
2022-10-19 12:00:00,2022-10-19 13:00:00,86.13,117.54,,13.88,7.23,20.89,6.02,0.68,11.07,0.81,2.66,0.29,0.37,55.93,0.16,242.91,589.15,755.75,0.14,29.64,0.0
2022-10-19 13:00:00,2022-10-19 14:00:00,81.27,115.0,0.08,14.94,7.73,18.26,6.26,0.77,11.67,0.74,2.69,0.28,0.38,54.33,0.56,232.89,542.43,755.44,0.14,29.91,0.0
2022-10-19 14:00:00,2022-10-19 15:00:00,71.03,117.88,0.35,12.28,6.82,17.87,5.79,0.81,12.87,0.68,2.67,0.27,0.35,55.5,0.61,240.01,410.7,755.21,0.13,29.81,0.0
2022-10-19 15:00:00,2022-10-19 16:00:00,62.99,119.97,0.22,11.18,6.07,18.08,5.87,0.86,12.42,0.62,2.64,0.24,0.35,59.04,0.59,255.57,235.43,755.06,0.12,29.05,0.0
2022-10-19 16:00:00,2022-10-19 17:00:00,62.63,122.71,,11.74,6.13,18.6,6.11,0.92,10.54,0.57,2.54,0.22,0.32,65.18,0.48,248.96,92.62,755.08,0.12,27.71,0.0
2022-10-19 17:00:00,2022-10-19 18:00:00,61.0,123.93,1.22,25.13,14.1,20.01,5.88,1.08,7.36,0.57,2.3,0.25,0.34,70.61,0.47,251.34,34.0,755.16,0.12,26.54,0.0
2022-10-19 18:00:00,2022-10-19 19:00:00,61.02,132.77,1.33,32.47,17.66,19.68,4.48,1.18,5.89,0.55,0.56,0.42,0.37,76.21,0.41,239.86,31.28,755.33,0.14,25.83,0.0
2022-10-19 19:00:00,2022-10-19 20:00:00,71.82,141.79,2.08,26.53,15.79,19.31,4.51,1.26,5.2,0.67,0.47,0.53,0.44,79.1,0.23,223.16,31.12,755.57,0.16,25.42,0.0
2022-10-19 20:00:00,2022-10-19 21:00:00,81.12,146.44,4.23,33.02,20.6,14.68,5.26,1.41,3.52,0.72,0.47,0.49,0.39,82.31,0.2,220.38,31.1,755.75,0.15,24.88,0.0
2022-10-19 21:00:00,2022-10-19 22:00:00,89.72,161.68,3.86,32.81,20.19,12.68,5.31,1.35,2.8,0.72,0.47,0.53,0.43,84.32,0.15,217.51,31.1,755.81,0.15,24.51,0.0
2022-10-19 22:00:00,2022-10-19 23:00:00,98.06,188.25,3.68,33.12,20.2,9.33,5.54,1.24,2.68,0.67,0.35,0.32,0.27,86.46,0.12,218.92,31.1,755.75,0.12,24.05,0.0
2022-10-19 23:00:00,2022-10-20 00:00:00,104.91,201.88,5.97,28.72,19.73,10.12,5.63,1.11,2.57,0.58,0.22,0.17,0.16,88.69,0.09,212.15,31.1,755.72,0.08,23.6,0.0
2022-10-20 00:00:00,2022-10-20 01:00:00,111.71,203.96,5.82,26.15,18.24,10.89,5.42,1.09,8.47,0.5,0.2,0.15,0.15,89.88,0.2,166.24,31.08,755.72,0.07,23.34,0.0
2022-10-20 01:00:00,2022-10-20 02:00:00,109.42,187.24,0.93,16.5,6.84,19.2,5.08,0.78,2.42,0.38,0.14,0.08,0.08,93.62,0.11,95.31,31.1,755.72,0.05,22.8,0.0
2022-10-20 02:00:00,2022-10-20 03:00:00,110.38,169.9,1.85,18.72,11.06,20.46,5.74,1.02,1.98,0.5,0.18,0.1,0.1,94.91,0.08,222.46,31.08,755.73,0.06,22.58,0.0
2022-10-20 03:00:00,2022-10-20 04:00:00,107.94,157.84,6.35,24.0,17.52,16.1,5.25,1.02,1.91,0.45,0.15,0.08,0.09,93.65,0.16,246.7,31.0,755.78,0.05,22.58,0.0
2022-10-20 04:00:00,2022-10-20 05:00:00,100.46,150.44,3.52,20.95,13.6,19.81,5.35,1.04,2.04,0.68,0.15,0.08,0.09,94.17,0.06,222.54,31.08,755.85,0.06,22.32,0.0
2022-10-20 05:00:00,2022-10-20 06:00:00,95.04,144.18,9.3,24.37,20.12,13.29,5.28,1.06,2.04,0.54,0.17,0.1,0.09,95.16,0.21,232.08,31.8,756.03,0.06,22.19,0.0
2022-10-20 06:00:00,2022-10-20 07:00:00,98.6,146.27,10.84,22.63,20.44,10.79,5.57,1.27,2.43,0.6,0.25,0.17,0.17,94.69,0.19,223.86,58.3,756.3,0.08,22.34,0.0
2022-10-20 07:00:00,2022-10-20 08:00:00,102.74,151.45,1.74,17.16,10.14,16.28,5.13,1.14,3.56,0.77,0.3,0.22,0.2,86.01,0.24,227.18,115.58,756.56,0.09,23.54,0.0
2022-10-20 08:00:00,2022-10-20 09:00:00,99.56,160.71,1.98,15.28,9.34,17.06,5.48,1.17,6.54,0.73,0.26,0.18,0.17,79.22,0.63,234.61,167.25,756.74,0.08,24.89,0.0
2022-10-20 09:00:00,2022-10-20 10:00:00,103.05,162.25,1.63,12.16,7.39,19.51,5.62,1.1,10.29,0.65,0.27,0.18,0.15,71.71,0.26,240.25,229.75,756.82,0.08,26.59,0.0
2022-10-20 10:00:00,2022-10-20 11:00:00,100.08,169.01,0.39,8.92,4.55,24.7,5.85,0.87,14.97,0.49,0.19,0.12,0.12,63.07,0.26,188.34,334.02,756.73,0.07,28.0,0.0
2022-10-20 11:00:00,2022-10-20 12:00:00,97.05,167.17,0.91,8.41,4.8,24.85,5.66,0.79,17.23,0.32,0.19,0.11,0.1,59.0,0.28,165.51,396.2,756.51,0.06,28.82,0.0
2022-10-20 12:00:00,2022-10-20 13:00:00,96.67,151.33,1.21,9.72,5.75,24.68,6.03,0.73,18.37,0.27,0.22,0.12,0.11,58.27,0.38,225.8,492.17,756.28,0.07,29.37,0.0
2022-10-20 13:00:00,2022-10-20 14:00:00,,,,,,,,,,,,,,,,,,,,,
2022-10-20 14:00:00,2022-10-20 15:00:00,,,,,,,,,,,,,,,,,,,,,
2022-10-20 15:00:00,2022-10-20 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-10-20 16:00:00,2022-10-20 17:00:00,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0
2022-10-20 17:00:00,2022-10-20 18:00:00,70.82,139.31,,,0.0,,,1.73,,0.0,0.0,,,69.98,0.15,210.24,31.77,755.73,0.0,25.65,0.0
2022-10-20 18:00:00,2022-10-20 19:00:00,,,3.2,41.01,24.0,15.54,4.21,1.74,5.74,0.58,0.56,0.72,0.51,72.03,0.25,225.07,31.13,755.88,0.14,25.28,0.0
2022-10-20 19:00:00,2022-10-20 20:00:00,103.27,169.27,2.16,32.12,18.43,14.09,3.3,1.65,4.38,0.77,0.71,0.9,0.62,74.45,0.2,218.36,31.1,756.1,0.2,24.82,0.0
2022-10-20 20:00:00,2022-10-20 21:00:00,96.3,175.03,3.8,30.8,19.06,11.57,4.67,1.55,3.61,0.88,0.7,0.89,0.62,76.04,0.21,218.85,31.13,756.26,0.2,24.62,0.0
2022-10-20 21:00:00,2022-10-20 22:00:00,104.17,174.59,1.08,26.3,14.46,15.84,4.88,1.54,4.19,0.85,0.47,0.5,0.4,78.68,0.12,224.63,31.23,756.42,0.16,24.37,0.0
2022-10-20 22:00:00,2022-10-20 23:00:00,139.36,199.08,6.79,30.41,21.29,13.76,4.95,1.38,1.25,1.76,0.56,0.51,0.58,83.62,0.08,220.2,31.12,756.45,0.22,23.64,0.0
2022-10-20 23:00:00,2022-10-21 00:00:00,148.53,202.93,6.25,30.31,20.81,14.61,4.82,1.25,1.03,0.68,0.35,0.31,0.31,85.96,0.08,216.77,31.1,756.45,0.13,23.26,0.0
2022-10-21 00:00:00,2022-10-21 01:00:00,115.98,186.97,7.2,25.23,18.87,17.76,4.07,1.3,5.57,0.88,0.29,0.23,0.24,89.97,0.05,184.61,31.1,756.34,0.14,22.76,0.0
2022-10-21 01:00:00,2022-10-21 02:00:00,135.99,188.41,1.78,24.12,13.87,19.81,4.08,1.29,1.36,1.48,0.36,0.23,0.26,90.84,0.11,163.69,30.98,756.23,0.17,22.75,0.0
2022-10-21 02:00:00,2022-10-21 03:00:00,164.15,209.52,7.44,24.86,18.87,14.24,5.88,1.67,2.01,2.06,0.47,0.26,0.35,92.08,0.08,216.39,31.1,756.18,0.22,22.54,0.0
2022-10-21 03:00:00,2022-10-21 04:00:00,203.46,355.44,14.76,21.23,22.88,10.69,6.16,1.94,1.99,3.91,0.89,0.46,0.41,94.86,0.08,228.09,31.1,756.18,0.51,22.29,0.0
2022-10-21 04:00:00,2022-10-21 05:00:00,170.42,359.76,16.14,21.38,24.09,11.81,5.19,1.23,0.64,2.23,0.58,0.34,0.49,96.85,0.09,223.49,31.1,756.25,0.32,22.22,0.0
2022-10-21 05:00:00,2022-10-21 06:00:00,110.8,248.99,19.16,23.55,27.7,6.92,5.31,1.43,0.88,1.38,0.44,0.28,0.38,97.64,0.12,211.12,31.8,756.46,0.19,22.06,0.0
2022-10-21 06:00:00,2022-10-21 07:00:00,121.81,236.44,9.54,24.07,20.14,15.63,6.37,1.48,0.78,1.39,0.47,0.34,0.39,96.62,0.13,196.52,58.22,756.71,0.19,22.44,0.0
2022-10-21 07:00:00,2022-10-21 08:00:00,136.7,255.72,4.5,22.09,15.0,19.84,6.17,1.45,1.52,1.42,0.53,0.45,0.4,90.32,0.19,225.56,108.68,756.91,0.18,23.77,0.0
2022-10-21 08:00:00,2022-10-21 09:00:00,140.3,243.77,1.24,15.33,8.76,24.37,5.03,1.21,4.4,0.9,0.4,0.3,0.27,80.23,0.23,237.43,149.78,757.08,0.12,25.27,0.0
2022-10-21 09:00:00,2022-10-21 10:00:00,125.99,185.96,1.05,10.51,6.04,25.02,4.84,0.95,10.97,0.51,0.23,0.17,0.16,71.44,0.21,205.56,220.32,757.17,0.07,26.77,0.0
2022-10-21 10:00:00,2022-10-21 11:00:00,97.33,155.9,0.97,8.25,4.78,22.29,5.57,0.9,16.21,0.35,0.17,0.11,0.11,63.27,0.15,170.95,325.15,757.03,0.06,28.01,0.0
2022-10-21 11:00:00,2022-10-21 12:00:00,84.78,135.09,0.96,8.2,4.74,20.98,5.54,0.91,19.48,0.41,0.14,0.09,0.08,57.45,0.37,114.85,400.6,756.76,0.07,28.96,0.0
2022-10-21 12:00:00,2022-10-21 13:00:00,88.32,145.82,0.12,6.73,3.27,21.19,5.94,0.7,19.61,0.51,0.12,0.09,0.09,51.15,0.46,89.32,605.18,756.44,0.07,29.59,0.0
2022-10-21 13:00:00,2022-10-21 14:00:00,100.53,158.19,0.9,6.94,4.01,21.11,5.86,0.65,22.26,0.34,0.1,0.1,0.11,42.31,0.12,117.21,620.42,756.16,0.1,30.69,0.0
2022-10-21 14:00:00,2022-10-21 15:00:00,,,2.1,16.03,10.41,24.63,,0.64,,0.2,0.13,0.16,0.17,40.9,0.08,176.52,465.23,755.96,0.13,31.02,0.0
2022-10-21 15:00:00,2022-10-21 16:00:00,1.36,1.67,0.65,22.62,12.56,23.09,,0.73,22.11,0.22,0.22,0.15,0.17,44.42,0.14,209.04,274.32,755.91,0.11,30.48,0.0
2022-10-21 16:00:00,2022-10-21 17:00:00,,,0.41,25.7,14.21,25.48,,0.68,22.24,0.26,0.48,0.16,0.17,51.11,0.07,198.53,111.7,755.91,0.1,28.67,0.0
2022-10-21 17:00:00,2022-10-21 18:00:00,52.93,83.73,4.46,62.63,36.94,21.49,3.54,1.5,18.94,0.74,0.81,0.87,0.66,66.66,0.03,230.21,34.5,756.03,0.25,25.66,0.0
2022-10-21 18:00:00,2022-10-21 19:00:00,127.19,337.61,34.58,83.61,72.59,11.29,5.93,3.39,17.07,6.11,2.59,3.12,3.21,73.85,0.05,212.93,31.0,756.16,1.91,24.57,0.0
2022-10-21 19:00:00,2022-10-21 20:00:00,467.98,911.77,86.99,95.73,121.65,,5.64,3.63,15.81,6.26,4.19,5.64,5.81,77.67,0.04,187.3,31.0,756.44,2.94,24.02,0.0
2022-10-21 20:00:00,2022-10-21 21:00:00,229.83,410.43,37.64,71.8,68.79,4.1,4.5,2.48,15.03,3.27,2.95,5.18,5.09,77.81,0.1,219.47,31.0,756.62,2.13,23.87,0.0
2022-10-21 21:00:00,2022-10-21 22:00:00,188.84,392.12,17.45,61.14,46.71,7.78,3.96,1.77,15.16,2.75,1.47,2.8,2.62,82.81,0.06,187.21,31.02,756.74,1.17,23.37,0.0
2022-10-21 22:00:00,2022-10-21 23:00:00,189.1,314.13,22.25,62.33,51.25,12.03,4.11,1.84,14.93,2.02,1.01,1.82,1.6,84.21,0.08,249.72,31.0,756.73,0.58,23.17,0.0
2022-10-21 23:00:00,2022-10-22 00:00:00,177.09,341.51,17.84,58.13,45.42,12.42,3.17,1.37,14.67,3.2,1.01,1.52,1.6,86.4,0.12,201.75,30.97,756.72,0.79,22.7,0.0
2022-10-22 00:00:00,2022-10-22 01:00:00,169.63,245.91,5.19,39.92,25.45,19.98,3.29,0.97,3.95,2.31,0.63,0.77,0.78,87.29,0.09,186.77,30.92,756.66,0.37,22.5,0.0
2022-10-22 01:00:00,2022-10-22 02:00:00,161.6,251.96,4.64,33.13,21.4,21.27,2.88,0.86,1.65,2.0,0.45,0.38,0.43,92.95,0.04,222.9,30.98,756.55,0.25,21.74,0.0
2022-10-22 02:00:00,2022-10-22 03:00:00,113.6,198.99,33.95,42.88,50.4,11.2,3.28,0.92,1.36,1.34,0.43,0.36,0.39,94.18,0.09,225.17,30.98,756.53,0.21,21.7,0.0
2022-10-22 03:00:00,2022-10-22 04:00:00,120.28,218.6,49.72,49.21,66.6,7.91,4.13,0.93,1.53,1.19,0.57,0.51,0.48,94.39,0.09,229.38,30.98,756.54,0.23,21.4,0.0
2022-10-22 04:00:00,2022-10-22 05:00:00,140.81,198.78,43.27,44.37,58.78,3.36,3.75,0.87,1.65,0.97,0.44,0.39,0.38,94.51,0.1,211.12,30.95,756.64,0.2,21.15,0.0
2022-10-22 05:00:00,2022-10-22 06:00:00,132.51,250.96,67.72,49.29,81.28,2.22,4.17,1.06,1.59,1.01,0.46,0.39,0.37,96.12,0.1,225.36,31.73,756.82,0.19,20.87,0.0
2022-10-22 06:00:00,2022-10-22 07:00:00,158.22,309.58,40.76,42.79,41.93,7.91,3.33,0.84,1.78,0.76,0.48,0.51,0.4,96.72,0.1,225.71,59.4,757.05,0.17,21.25,0.0
2022-10-22 07:00:00,2022-10-22 08:00:00,119.78,261.13,13.63,38.55,31.59,17.55,3.13,1.12,2.33,2.58,0.96,1.15,0.92,89.46,0.3,234.32,98.12,757.2,0.5,22.93,0.0
2022-10-22 08:00:00,2022-10-22 09:00:00,175.35,269.13,3.7,25.61,16.63,21.33,2.86,0.94,3.91,1.36,0.5,0.45,0.41,80.39,0.18,147.04,133.65,757.4,0.21,24.75,0.0
2022-10-22 09:00:00,2022-10-22 10:00:00,149.83,240.31,0.44,20.11,11.05,22.13,3.22,0.82,9.07,1.15,0.39,0.26,0.25,68.86,0.2,155.89,191.3,757.44,0.15,26.76,0.0
2022-10-22 10:00:00,2022-10-22 11:00:00,156.1,214.47,0.38,14.87,8.22,21.6,3.48,0.52,14.97,0.75,0.27,0.17,0.17,55.21,0.38,74.58,309.88,757.25,0.12,28.5,0.0
2022-10-22 11:00:00,2022-10-22 12:00:00,105.01,162.58,1.76,12.25,7.95,19.62,3.57,0.38,17.8,0.4,0.17,0.11,0.11,48.78,0.33,119.78,348.98,756.93,0.09,29.24,0.0
2022-10-22 12:00:00,2022-10-22 13:00:00,91.98,120.31,2.26,12.41,8.44,18.04,3.85,0.27,18.02,0.46,0.26,0.16,0.16,43.43,0.24,147.46,551.0,756.61,0.1,30.62,0.0
2022-10-22 13:00:00,2022-10-22 14:00:00,70.71,133.37,2.05,15.79,10.07,17.61,4.29,0.39,21.78,0.44,0.21,0.14,0.13,44.77,0.52,232.09,,756.29,0.09,30.59,0.0
