From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3)
2022-03-30 14:00:00,2022-03-30 15:00:00,15.36,,,16.8,,,8.71,1.15
2022-03-30 15:00:00,2022-03-30 16:00:00,12.02,,,16.8,,,9.11,0.32
2022-03-30 16:00:00,2022-03-30 17:00:00,13.93,,,16.73,,,10.1,0.69
2022-03-30 17:00:00,2022-03-30 18:00:00,23.72,,,16.79,,,9.89,0.68
2022-03-30 18:00:00,2022-03-30 19:00:00,33.15,,,16.8,,,7.74,0.92
2022-03-30 19:00:00,2022-03-30 20:00:00,43.67,,,16.68,,,7.29,1.28
2022-03-30 20:00:00,2022-03-30 21:00:00,56.54,,,16.88,,,7.0,1.33
2022-03-30 21:00:00,2022-03-30 22:00:00,62.17,,,16.84,,,7.4,1.38
2022-03-30 22:00:00,2022-03-30 23:00:00,63.55,,,16.82,,,6.58,1.42
2022-03-30 23:00:00,2022-03-31 00:00:00,60.4,,,16.87,,,7.24,1.44
2022-03-31 00:00:00,2022-03-31 01:00:00,52.44,,,16.77,,,7.18,1.25
2022-03-31 01:00:00,2022-03-31 02:00:00,48.93,,,16.82,,,7.56,0.88
2022-03-31 02:00:00,2022-03-31 03:00:00,52.16,,,16.81,,,6.91,1.23
2022-03-31 03:00:00,2022-03-31 04:00:00,45.03,,,18.24,,,7.64,1.02
2022-03-31 04:00:00,2022-03-31 05:00:00,42.58,,,17.13,,,8.76,0.38
2022-03-31 05:00:00,2022-03-31 06:00:00,36.01,,,17.01,,,8.59,1.34
2022-03-31 06:00:00,2022-03-31 07:00:00,34.21,,,16.12,,,7.62,1.23
2022-03-31 07:00:00,2022-03-31 08:00:00,44.83,,,17.65,,,7.27,1.29
2022-03-31 08:00:00,2022-03-31 09:00:00,47.73,,,16.21,,,6.83,1.66
2022-03-31 09:00:00,2022-03-31 10:00:00,47.28,,,16.98,,,6.45,1.15
2022-03-31 10:00:00,2022-03-31 11:00:00,43.41,,,17.61,,,7.12,1.35
2022-03-31 11:00:00,2022-03-31 12:00:00,33.41,,,17.08,,,8.48,0.69
2022-03-31 12:00:00,2022-03-31 13:00:00,26.66,,,17.8,,,9.91,0.2
2022-03-31 13:00:00,2022-03-31 14:00:00,20.14,,,16.63,,,12.0,0.17
2022-03-31 14:00:00,2022-03-31 15:00:00,10.54,,,15.4,,,10.24,1.58
2022-03-31 15:00:00,2022-03-31 16:00:00,15.46,,,17.41,,,1.5,1.36
2022-03-31 16:00:00,2022-03-31 17:00:00,17.94,,,18.59,,,7.44,1.45
2022-03-31 17:00:00,2022-03-31 18:00:00,14.69,,,19.23,,,8.48,1.44
2022-03-31 18:00:00,2022-03-31 19:00:00,21.0,,,17.25,,,8.01,0.73
2022-03-31 19:00:00,2022-03-31 20:00:00,26.95,,,16.92,,,8.13,1.11
2022-03-31 20:00:00,2022-03-31 21:00:00,33.5,,,17.38,,,9.91,1.17
2022-03-31 21:00:00,2022-03-31 22:00:00,41.09,,,16.22,,,9.86,1.2
2022-03-31 22:00:00,2022-03-31 23:00:00,42.33,,,16.56,,,8.76,1.07
2022-03-31 23:00:00,2022-04-01 00:00:00,40.63,,,16.35,,,7.6,1.12
2022-04-01 00:00:00,2022-04-01 01:00:00,37.42,,,17.38,,,8.14,1.06
2022-04-01 01:00:00,2022-04-01 02:00:00,,,,,,,,
2022-04-01 02:00:00,2022-04-01 03:00:00,,,,,,,,
2022-04-01 03:00:00,2022-04-01 04:00:00,,,,,,,,
2022-04-01 04:00:00,2022-04-01 05:00:00,,,,,,,,
2022-04-01 05:00:00,2022-04-01 06:00:00,,,,,,,,
2022-04-01 06:00:00,2022-04-01 07:00:00,,,,,,,,
2022-04-01 07:00:00,2022-04-01 08:00:00,,,,,,,,
2022-04-01 08:00:00,2022-04-01 09:00:00,,,,,,,,
2022-04-01 09:00:00,2022-04-01 10:00:00,,,,,,,,
2022-04-01 10:00:00,2022-04-01 11:00:00,,,,,,,,
2022-04-01 11:00:00,2022-04-01 12:00:00,,,,,,,,
2022-04-01 12:00:00,2022-04-01 13:00:00,,,,,,,,
2022-04-01 13:00:00,2022-04-01 14:00:00,,,,,,,,
2022-04-01 14:00:00,2022-04-01 15:00:00,,,,,,,,
2022-04-01 15:00:00,2022-04-01 16:00:00,,,,,,,,
2022-04-01 16:00:00,2022-04-01 17:00:00,,,,,,,,
2022-04-01 17:00:00,2022-04-01 18:00:00,,,,,,,,
2022-04-01 18:00:00,2022-04-01 19:00:00,,,,,,,,
2022-04-01 19:00:00,2022-04-01 20:00:00,,,,,,,,
2022-04-01 20:00:00,2022-04-01 21:00:00,,,,,,,,
2022-04-01 21:00:00,2022-04-01 22:00:00,,,,,,,,
2022-04-01 22:00:00,2022-04-01 23:00:00,,,,,,,,
2022-04-01 23:00:00,2022-04-02 00:00:00,,,,,,,,
2022-04-02 00:00:00,2022-04-02 01:00:00,,,,,,,,
2022-04-02 01:00:00,2022-04-02 02:00:00,,,,,,,,
2022-04-02 02:00:00,2022-04-02 03:00:00,,,,,,,,
2022-04-02 03:00:00,2022-04-02 04:00:00,,,,,,,,
2022-04-02 04:00:00,2022-04-02 05:00:00,,,,,,,,
2022-04-02 05:00:00,2022-04-02 06:00:00,,,,,,,,
2022-04-02 06:00:00,2022-04-02 07:00:00,,,,,,,,
2022-04-02 07:00:00,2022-04-02 08:00:00,,,,,,,,
2022-04-02 08:00:00,2022-04-02 09:00:00,57.25,,,17.73,,,6.92,1.18
2022-04-02 09:00:00,2022-04-02 10:00:00,54.9,,,16.88,,,7.11,1.33
2022-04-02 10:00:00,2022-04-02 11:00:00,54.91,,,17.29,,,7.85,1.02
2022-04-02 11:00:00,2022-04-02 12:00:00,52.5,,,16.89,,,9.07,0.17
2022-04-02 12:00:00,2022-04-02 13:00:00,48.88,,,15.67,,,10.78,0.76
2022-04-02 13:00:00,2022-04-02 14:00:00,43.8,,,18.31,,,13.38,0.69
2022-04-02 14:00:00,2022-04-02 15:00:00,38.68,,,17.19,,,12.63,0.9
2022-04-02 15:00:00,2022-04-02 16:00:00,39.2,,,17.31,,,6.86,0.78
2022-04-02 16:00:00,2022-04-02 17:00:00,32.97,,,16.8,,,5.52,0.98
2022-04-02 17:00:00,2022-04-02 18:00:00,32.73,,,17.04,,,3.36,1.2
2022-04-02 18:00:00,2022-04-02 19:00:00,37.52,,,17.42,,,3.99,1.68
2022-04-02 19:00:00,2022-04-02 20:00:00,44.62,,,16.47,,,7.23,1.88
2022-04-02 20:00:00,2022-04-02 21:00:00,51.55,,,16.95,,,6.4,1.17
2022-04-02 21:00:00,2022-04-02 22:00:00,50.8,130.8,,16.67,,,7.14,1.02
2022-04-02 22:00:00,2022-04-02 23:00:00,47.4,120.74,,16.53,,,7.29,1.23
2022-04-02 23:00:00,2022-04-03 00:00:00,45.64,118.05,,17.14,,,7.26,1.06
2022-04-03 00:00:00,2022-04-03 01:00:00,43.34,96.0,,16.82,,,7.29,0.93
2022-04-03 01:00:00,2022-04-03 02:00:00,43.11,110.59,,16.56,,,7.85,1.09
2022-04-03 02:00:00,2022-04-03 03:00:00,40.07,112.58,,17.08,,,7.57,1.06
2022-04-03 03:00:00,2022-04-03 04:00:00,34.9,95.72,,16.67,,,7.42,1.16
2022-04-03 04:00:00,2022-04-03 05:00:00,32.28,79.94,,16.99,,,7.56,1.03
2022-04-03 05:00:00,2022-04-03 06:00:00,31.48,118.82,,16.49,,,7.3,1.03
2022-04-03 06:00:00,2022-04-03 07:00:00,27.33,234.44,,18.36,,,7.58,0.93
2022-04-03 07:00:00,2022-04-03 08:00:00,27.81,604.64,,16.92,,,9.21,0.85
2022-04-03 08:00:00,2022-04-03 09:00:00,32.59,541.02,,16.91,,,8.11,0.94
2022-04-03 09:00:00,2022-04-03 10:00:00,32.96,312.86,,16.88,,,7.9,0.97
2022-04-03 10:00:00,2022-04-03 11:00:00,25.7,184.6,,17.39,,,7.16,0.89
2022-04-03 11:00:00,2022-04-03 12:00:00,23.01,120.78,,16.73,,,8.55,0.71
2022-04-03 12:00:00,2022-04-03 13:00:00,22.08,87.01,,16.76,,,10.82,0.36
2022-04-03 13:00:00,2022-04-03 14:00:00,17.96,73.45,,17.08,,,13.65,0.35
2022-04-03 14:00:00,2022-04-03 15:00:00,16.29,69.03,,16.8,,,12.95,0.7
2022-04-03 15:00:00,2022-04-03 16:00:00,13.42,66.05,,17.08,,,6.75,0.63
2022-04-03 16:00:00,2022-04-03 17:00:00,18.44,62.92,,98.9,,,5.55,0.89
2022-04-03 17:00:00,2022-04-03 18:00:00,31.38,57.61,,15.09,,,3.24,0.65
2022-04-03 18:00:00,2022-04-03 19:00:00,45.35,73.48,,17.08,,,3.44,0.82
2022-04-03 19:00:00,2022-04-03 20:00:00,56.54,97.72,,17.37,,,6.16,1.13
2022-04-03 20:00:00,2022-04-03 21:00:00,60.22,126.6,,16.3,,,5.89,0.86
2022-04-03 21:00:00,2022-04-03 22:00:00,59.89,117.46,,20.34,,,5.7,1.28
2022-04-03 22:00:00,2022-04-03 23:00:00,63.55,119.87,,19.78,,,6.3,1.12
2022-04-03 23:00:00,2022-04-04 00:00:00,64.82,129.27,,16.48,,,6.33,1.19
2022-04-04 00:00:00,2022-04-04 01:00:00,,,,,,,,
2022-04-04 01:00:00,2022-04-04 02:00:00,44.05,89.36,,17.36,,,7.63,1.84
2022-04-04 02:00:00,2022-04-04 03:00:00,40.2,80.16,,16.39,,,7.34,1.54
2022-04-04 03:00:00,2022-04-04 04:00:00,36.52,77.34,,16.13,,,7.24,1.7
2022-04-04 04:00:00,2022-04-04 05:00:00,35.06,67.3,,16.3,,,7.25,1.01
2022-04-04 05:00:00,2022-04-04 06:00:00,35.75,115.58,,16.87,,,7.33,1.19
2022-04-04 06:00:00,2022-04-04 07:00:00,39.36,283.33,,17.08,,,7.25,1.02
2022-04-04 07:00:00,2022-04-04 08:00:00,48.59,576.62,,16.79,,,6.4,1.08
2022-04-04 08:00:00,2022-04-04 09:00:00,55.71,517.33,,16.88,,,5.6,1.32
2022-04-04 09:00:00,2022-04-04 10:00:00,60.64,307.74,,16.91,,,5.97,0.53
2022-04-04 10:00:00,2022-04-04 11:00:00,56.37,189.26,,16.72,,,7.47,0.39
2022-04-04 11:00:00,2022-04-04 12:00:00,48.2,130.93,,17.32,,,10.29,0.33
2022-04-04 12:00:00,2022-04-04 13:00:00,42.54,92.85,,17.75,,,13.8,1.24
2022-04-04 13:00:00,2022-04-04 14:00:00,38.88,78.34,,16.89,,,28.12,1.73
2022-04-04 14:00:00,2022-04-04 15:00:00,33.2,65.29,,17.86,,,16.18,3.62
2022-04-04 15:00:00,2022-04-04 16:00:00,28.19,64.31,,15.67,,,4.59,2.71
2022-04-04 16:00:00,2022-04-04 17:00:00,27.24,60.63,,14.21,,,1.25,0.7
2022-04-04 17:00:00,2022-04-04 18:00:00,30.73,58.11,,13.73,,,0.34,0.19
2022-04-04 18:00:00,2022-04-04 19:00:00,39.5,65.75,,19.28,,,6.52,0.0
2022-04-04 19:00:00,2022-04-04 20:00:00,46.43,91.57,,16.29,,,4.26,0.36
2022-04-04 20:00:00,2022-04-04 21:00:00,47.28,98.18,,20.62,,,3.34,1.27
2022-04-04 21:00:00,2022-04-04 22:00:00,47.81,96.98,,18.01,,,3.24,1.17
2022-04-04 22:00:00,2022-04-04 23:00:00,48.59,104.66,,17.36,,,6.01,1.15
2022-04-04 23:00:00,2022-04-05 00:00:00,53.96,106.38,,17.57,,,8.01,1.19
2022-04-05 00:00:00,2022-04-05 01:00:00,,,,,,,,
2022-04-05 01:00:00,2022-04-05 02:00:00,,,,,,,,
2022-04-05 02:00:00,2022-04-05 03:00:00,,,,,,,,
2022-04-05 03:00:00,2022-04-05 04:00:00,48.22,84.3,,12.47,,,7.24,0.68
2022-04-05 04:00:00,2022-04-05 05:00:00,42.9,129.51,,17.76,,,7.33,1.21
2022-04-05 05:00:00,2022-04-05 06:00:00,38.52,287.48,,16.52,,,7.66,1.7
2022-04-05 06:00:00,2022-04-05 07:00:00,49.86,611.22,,19.19,,,7.94,1.6
2022-04-05 07:00:00,2022-04-05 08:00:00,66.74,536.51,,17.18,,,7.85,1.39
2022-04-05 08:00:00,2022-04-05 09:00:00,69.76,355.15,,16.63,,,6.75,1.46
2022-04-05 09:00:00,2022-04-05 10:00:00,64.51,231.44,,15.53,,,7.59,1.48
2022-04-05 10:00:00,2022-04-05 11:00:00,57.58,139.46,,16.87,,,8.0,1.23
2022-04-05 11:00:00,2022-04-05 12:00:00,56.35,105.75,,16.38,,,9.33,1.25
2022-04-05 12:00:00,2022-04-05 13:00:00,54.57,87.7,,16.43,,,12.49,0.89
2022-04-05 13:00:00,2022-04-05 14:00:00,47.27,76.68,,17.44,,,15.75,0.39
2022-04-05 14:00:00,2022-04-05 15:00:00,44.62,72.18,,16.71,,,12.19,0.39
2022-04-05 15:00:00,2022-04-05 16:00:00,43.41,69.27,,16.51,,,7.18,0.77
2022-04-05 16:00:00,2022-04-05 17:00:00,41.99,69.42,,16.04,,,5.54,1.1
2022-04-05 17:00:00,2022-04-05 18:00:00,43.87,66.67,,16.8,,,3.17,1.07
2022-04-05 18:00:00,2022-04-05 19:00:00,49.61,67.86,,17.29,,,4.77,0.84
2022-04-05 19:00:00,2022-04-05 20:00:00,58.01,86.81,,17.32,,,5.79,1.47
2022-04-05 20:00:00,2022-04-05 21:00:00,63.11,123.61,,16.92,,,4.46,1.3
2022-04-05 21:00:00,2022-04-05 22:00:00,62.05,128.37,,16.84,,,4.84,1.29
2022-04-05 22:00:00,2022-04-05 23:00:00,60.52,130.33,,16.79,,,4.94,1.52
2022-04-05 23:00:00,2022-04-06 00:00:00,57.63,115.52,,16.56,,,7.12,1.44
2022-04-06 00:00:00,2022-04-06 01:00:00,,,,,,,,
2022-04-06 01:00:00,2022-04-06 02:00:00,58.15,,,16.56,,,8.08,0.85
2022-04-06 02:00:00,2022-04-06 03:00:00,51.17,,,17.57,,,8.03,0.81
2022-04-06 03:00:00,2022-04-06 04:00:00,50.95,,,16.05,,,8.3,0.75
2022-04-06 04:00:00,2022-04-06 05:00:00,51.79,,,17.3,,,8.58,0.99
2022-04-06 05:00:00,2022-04-06 06:00:00,52.59,,,16.79,,,9.13,1.14
2022-04-06 06:00:00,2022-04-06 07:00:00,56.48,,,17.04,,,8.46,1.29
2022-04-06 07:00:00,2022-04-06 08:00:00,63.32,,,17.51,,,7.72,1.12
2022-04-06 08:00:00,2022-04-06 09:00:00,65.25,,,17.05,,,6.75,1.22
2022-04-06 09:00:00,2022-04-06 10:00:00,90.88,,,16.79,,,7.55,1.07
2022-04-06 10:00:00,2022-04-06 11:00:00,122.03,,,16.81,,,8.07,0.94
2022-04-06 11:00:00,2022-04-06 12:00:00,122.46,,,16.54,,,11.17,0.74
2022-04-06 12:00:00,2022-04-06 13:00:00,114.91,,,16.46,,,15.06,0.66
2022-04-06 13:00:00,2022-04-06 14:00:00,99.56,,,16.33,,,18.42,1.08
2022-04-06 14:00:00,2022-04-06 15:00:00,86.09,,,16.81,,,12.91,1.81
2022-04-06 15:00:00,2022-04-06 16:00:00,75.82,,,16.6,,,6.22,1.63
2022-04-06 16:00:00,2022-04-06 17:00:00,62.61,,,16.71,,,4.96,1.21
2022-04-06 17:00:00,2022-04-06 18:00:00,50.34,,,16.59,,,4.52,0.73
2022-04-06 18:00:00,2022-04-06 19:00:00,45.94,,,16.97,,,4.26,1.01
2022-04-06 19:00:00,2022-04-06 20:00:00,46.17,,,17.85,,,2.17,0.38
2022-04-06 20:00:00,2022-04-06 21:00:00,48.5,,,16.46,,,0.44,2.27
2022-04-06 21:00:00,2022-04-06 22:00:00,58.72,,,17.22,,,0.01,2.13
2022-04-06 22:00:00,2022-04-06 23:00:00,59.91,,,16.76,,,5.16,1.69
2022-04-06 23:00:00,2022-04-07 00:00:00,58.31,,,16.74,,,7.78,1.58
2022-04-07 00:00:00,2022-04-07 01:00:00,76.2,,,17.14,,,8.72,0.79
2022-04-07 01:00:00,2022-04-07 02:00:00,78.05,,,17.09,,,8.94,1.14
2022-04-07 02:00:00,2022-04-07 03:00:00,66.03,,,16.53,,,9.11,0.8
2022-04-07 03:00:00,2022-04-07 04:00:00,60.53,,,17.03,,,8.97,0.9
2022-04-07 04:00:00,2022-04-07 05:00:00,62.98,,,16.11,,,9.04,1.14
2022-04-07 05:00:00,2022-04-07 06:00:00,65.82,,,16.9,,,9.31,1.12
2022-04-07 06:00:00,2022-04-07 07:00:00,63.0,,,16.49,,,8.67,1.06
2022-04-07 07:00:00,2022-04-07 08:00:00,57.32,,,17.96,,,10.23,1.15
2022-04-07 08:00:00,2022-04-07 09:00:00,85.66,,,19.34,,,33.79,1.8
2022-04-07 09:00:00,2022-04-07 10:00:00,100.41,,,22.24,,,62.05,5.49
2022-04-07 10:00:00,2022-04-07 11:00:00,88.5,,,23.7,,,56.19,6.63
2022-04-07 11:00:00,2022-04-07 12:00:00,40.15,,,,,,7.13,0.01
2022-04-07 12:00:00,2022-04-07 13:00:00,48.11,,,,,,7.13,0.38
2022-04-07 13:00:00,2022-04-07 14:00:00,54.91,,,15.03,,,,0.0
2022-04-07 14:00:00,2022-04-07 15:00:00,59.02,,,17.17,,,,0.0
2022-04-07 15:00:00,2022-04-07 16:00:00,62.34,,,17.04,,,,0.0
2022-04-07 16:00:00,2022-04-07 17:00:00,51.28,,,16.26,,,7.46,0.91
2022-04-07 17:00:00,2022-04-07 18:00:00,45.55,,,16.07,,,6.33,1.02
2022-04-07 18:00:00,2022-04-07 19:00:00,54.71,,,16.81,,,,0.62
2022-04-07 19:00:00,2022-04-07 20:00:00,60.33,,,16.58,,,,0.62
2022-04-07 20:00:00,2022-04-07 21:00:00,57.19,,,16.86,,,,1.22
2022-04-07 21:00:00,2022-04-07 22:00:00,54.06,,,16.98,,,,1.19
2022-04-07 22:00:00,2022-04-07 23:00:00,53.34,,,16.6,,,,1.11
2022-04-07 23:00:00,2022-04-08 00:00:00,52.84,,,16.02,,,,0.79
2022-04-08 00:00:00,2022-04-08 01:00:00,53.95,,,16.81,,,,2.07
2022-04-08 01:00:00,2022-04-08 02:00:00,56.26,,,16.81,,,,0.7
2022-04-08 02:00:00,2022-04-08 03:00:00,56.71,,,16.79,,,,1.3
2022-04-08 03:00:00,2022-04-08 04:00:00,51.8,,,17.02,,,,1.27
2022-04-08 04:00:00,2022-04-08 05:00:00,41.8,,,16.57,,,,0.82
2022-04-08 05:00:00,2022-04-08 06:00:00,38.72,,,16.97,,,,0.99
2022-04-08 06:00:00,2022-04-08 07:00:00,40.99,,,16.32,,,,0.99
2022-04-08 07:00:00,2022-04-08 08:00:00,47.01,,,17.09,,,,1.06
2022-04-08 08:00:00,2022-04-08 09:00:00,52.23,,,16.86,,,,1.14
2022-04-08 09:00:00,2022-04-08 10:00:00,56.69,,,17.48,,,,1.43
2022-04-08 10:00:00,2022-04-08 11:00:00,61.19,,,17.82,,,,1.53
2022-04-08 11:00:00,2022-04-08 12:00:00,60.34,,,17.14,,,7.45,1.76
2022-04-08 12:00:00,2022-04-08 13:00:00,58.19,,,17.58,,,7.41,1.21
2022-04-08 13:00:00,2022-04-08 14:00:00,66.16,,,16.95,,,6.76,1.0
2022-04-08 14:00:00,2022-04-08 15:00:00,75.15,,,16.92,,,6.82,1.11
2022-04-08 15:00:00,2022-04-08 16:00:00,70.84,,,16.62,,,8.19,0.58
2022-04-08 16:00:00,2022-04-08 17:00:00,68.24,,,17.23,,,7.65,0.78
2022-04-08 17:00:00,2022-04-08 18:00:00,53.68,,,16.91,,,11.94,0.18
2022-04-08 18:00:00,2022-04-08 19:00:00,49.97,,,17.37,,,9.9,0.0
2022-04-08 19:00:00,2022-04-08 20:00:00,47.6,,,16.93,,,8.45,0.01
2022-04-08 20:00:00,2022-04-08 21:00:00,51.31,,,16.89,,,7.81,1.15
2022-04-08 21:00:00,2022-04-08 22:00:00,53.86,,,16.57,,,9.12,1.07
2022-04-08 22:00:00,2022-04-08 23:00:00,63.45,,,17.03,,,10.37,1.31
2022-04-08 23:00:00,2022-04-09 00:00:00,77.66,,,16.5,,,11.87,1.23
2022-04-09 00:00:00,2022-04-09 01:00:00,82.69,,,17.16,,,6.97,1.01
2022-04-09 01:00:00,2022-04-09 02:00:00,69.9,,,17.39,,,7.55,1.16
2022-04-09 02:00:00,2022-04-09 03:00:00,52.61,,,16.71,,,8.59,1.09
2022-04-09 03:00:00,2022-04-09 04:00:00,48.18,,,16.35,,,8.61,1.24
2022-04-09 04:00:00,2022-04-09 05:00:00,54.48,,,16.96,,,7.51,0.79
2022-04-09 05:00:00,2022-04-09 06:00:00,55.77,,,16.96,,,8.03,1.1
2022-04-09 06:00:00,2022-04-09 07:00:00,58.72,,,17.04,,,8.13,1.01
2022-04-09 07:00:00,2022-04-09 08:00:00,68.72,,,17.13,,,9.02,1.1
2022-04-09 08:00:00,2022-04-09 09:00:00,76.78,,,16.26,,,6.81,1.17
2022-04-09 09:00:00,2022-04-09 10:00:00,82.28,,,16.91,,,7.55,0.79
2022-04-09 10:00:00,2022-04-09 11:00:00,82.21,,,16.65,,,7.55,0.86
2022-04-09 11:00:00,2022-04-09 12:00:00,71.41,,,16.32,,,6.08,1.66
2022-04-09 12:00:00,2022-04-09 13:00:00,55.92,,,16.67,,,7.43,1.34
2022-04-09 13:00:00,2022-04-09 14:00:00,47.95,,,16.55,,,6.77,1.38
2022-04-09 14:00:00,2022-04-09 15:00:00,48.06,,,16.59,,,6.31,1.52
2022-04-09 15:00:00,2022-04-09 16:00:00,48.33,,,17.28,,,9.54,1.34
2022-04-09 16:00:00,2022-04-09 17:00:00,43.85,,,16.7,,,7.54,1.3
2022-04-09 17:00:00,2022-04-09 18:00:00,43.28,,,16.73,,,7.24,1.28
2022-04-09 18:00:00,2022-04-09 19:00:00,45.02,,,17.34,,,7.55,0.72
2022-04-09 19:00:00,2022-04-09 20:00:00,46.45,,,16.73,,,6.4,0.3
2022-04-09 20:00:00,2022-04-09 21:00:00,50.57,,,17.09,,,7.57,1.15
2022-04-09 21:00:00,2022-04-09 22:00:00,54.48,,,17.22,,,8.22,1.21
2022-04-09 22:00:00,2022-04-09 23:00:00,59.72,,,17.48,,,8.97,1.16
2022-04-09 23:00:00,2022-04-10 00:00:00,60.7,,,17.15,,,9.17,1.08
2022-04-10 00:00:00,2022-04-10 01:00:00,60.48,,,16.32,,,9.0,0.82
2022-04-10 01:00:00,2022-04-10 02:00:00,54.92,,,16.7,,,9.77,0.75
2022-04-10 02:00:00,2022-04-10 03:00:00,45.05,,,17.21,,,9.25,0.35
2022-04-10 03:00:00,2022-04-10 04:00:00,39.8,,,17.53,,,8.8,0.77
2022-04-10 04:00:00,2022-04-10 05:00:00,37.28,,,16.19,,,8.16,0.99
2022-04-10 05:00:00,2022-04-10 06:00:00,38.98,,,16.91,,,8.39,0.69
2022-04-10 06:00:00,2022-04-10 07:00:00,42.62,,,16.81,,,8.64,1.02
2022-04-10 07:00:00,2022-04-10 08:00:00,49.58,,,16.86,,,8.05,1.02
2022-04-10 08:00:00,2022-04-10 09:00:00,56.92,,,17.08,,,7.61,1.32
2022-04-10 09:00:00,2022-04-10 10:00:00,56.28,,,17.09,,,6.49,1.51
2022-04-10 10:00:00,2022-04-10 11:00:00,49.3,,,16.9,,,5.34,2.3
2022-04-10 11:00:00,2022-04-10 12:00:00,37.42,,,16.7,,,5.54,2.68
2022-04-10 12:00:00,2022-04-10 13:00:00,31.88,,,16.9,,,7.11,1.31
2022-04-10 13:00:00,2022-04-10 14:00:00,33.14,,,17.16,,,6.74,1.06
2022-04-10 14:00:00,2022-04-10 15:00:00,33.2,,,16.77,,,6.78,0.78
2022-04-10 15:00:00,2022-04-10 16:00:00,28.41,,,16.95,,,7.45,0.57
2022-04-10 16:00:00,2022-04-10 17:00:00,30.04,,,16.78,,,7.59,0.97
2022-04-10 17:00:00,2022-04-10 18:00:00,35.86,,,16.76,,,8.16,0.86
2022-04-10 18:00:00,2022-04-10 19:00:00,36.02,,,16.46,,,7.83,0.9
2022-04-10 19:00:00,2022-04-10 20:00:00,35.98,,,17.45,,,6.93,0.76
2022-04-10 20:00:00,2022-04-10 21:00:00,36.65,,,17.21,,,7.5,0.98
2022-04-10 21:00:00,2022-04-10 22:00:00,37.86,,,16.47,,,7.68,1.54
2022-04-10 22:00:00,2022-04-10 23:00:00,42.47,,,16.82,,,7.66,1.23
2022-04-10 23:00:00,2022-04-11 00:00:00,44.89,,,17.38,,,7.71,1.19
2022-04-11 00:00:00,2022-04-11 01:00:00,43.82,,,16.48,,,7.3,1.04
2022-04-11 01:00:00,2022-04-11 02:00:00,43.17,,,17.0,,,7.51,1.0
2022-04-11 02:00:00,2022-04-11 03:00:00,42.7,,,16.73,,,8.06,0.28
2022-04-11 03:00:00,2022-04-11 04:00:00,45.34,,,16.66,,,7.91,0.18
2022-04-11 04:00:00,2022-04-11 05:00:00,42.78,,,16.62,,,8.68,1.15
2022-04-11 05:00:00,2022-04-11 06:00:00,45.34,,,16.87,,,9.27,1.71
2022-04-11 06:00:00,2022-04-11 07:00:00,53.62,,,16.83,,,8.93,2.21
2022-04-11 07:00:00,2022-04-11 08:00:00,57.86,,,16.67,,,8.97,2.04
2022-04-11 08:00:00,2022-04-11 09:00:00,53.55,,,16.65,,,8.26,1.28
2022-04-11 09:00:00,2022-04-11 10:00:00,49.03,,,16.74,,,8.34,1.47
2022-04-11 10:00:00,2022-04-11 11:00:00,47.92,,,16.74,,,9.29,1.31
2022-04-11 11:00:00,2022-04-11 12:00:00,46.96,,,16.94,,,7.39,1.7
2022-04-11 12:00:00,2022-04-11 13:00:00,42.39,,,16.94,,,7.67,1.11
2022-04-11 13:00:00,2022-04-11 14:00:00,39.53,,,16.71,,,7.08,1.2
2022-04-11 14:00:00,2022-04-11 15:00:00,47.62,,,16.85,,,6.05,1.71
2022-04-11 15:00:00,2022-04-11 16:00:00,52.31,,,16.64,,,8.57,0.96
2022-04-11 16:00:00,2022-04-11 17:00:00,56.76,,,16.86,,,6.7,1.6
2022-04-11 17:00:00,2022-04-11 18:00:00,65.51,,,17.02,,,9.88,1.38
2022-04-11 18:00:00,2022-04-11 19:00:00,67.05,,,16.61,,,8.17,1.57
2022-04-11 19:00:00,2022-04-11 20:00:00,66.76,,,16.79,,,13.02,1.16
2022-04-11 20:00:00,2022-04-11 21:00:00,66.23,,,16.71,,,8.48,1.12
2022-04-11 21:00:00,2022-04-11 22:00:00,61.66,,,16.16,,,9.12,0.96
2022-04-11 22:00:00,2022-04-11 23:00:00,61.52,,,16.63,,,9.32,0.69
2022-04-11 23:00:00,2022-04-12 00:00:00,63.1,,,16.3,,,9.24,1.0
2022-04-12 00:00:00,2022-04-12 01:00:00,57.52,,,16.96,,,8.31,0.99
2022-04-12 01:00:00,2022-04-12 02:00:00,51.81,,,16.69,,,8.53,0.78
2022-04-12 02:00:00,2022-04-12 03:00:00,53.9,,,16.81,,,8.84,0.92
2022-04-12 03:00:00,2022-04-12 04:00:00,55.03,,,16.56,,,11.05,0.73
2022-04-12 04:00:00,2022-04-12 05:00:00,54.41,,,16.81,,,7.41,1.49
2022-04-12 05:00:00,2022-04-12 06:00:00,54.01,,,16.79,,,7.42,1.52
2022-04-12 06:00:00,2022-04-12 07:00:00,52.77,,,16.79,,,7.53,0.86
2022-04-12 07:00:00,2022-04-12 08:00:00,52.64,,,17.36,,,10.04,0.45
2022-04-12 08:00:00,2022-04-12 09:00:00,48.85,,,16.45,,,8.73,1.21
2022-04-12 09:00:00,2022-04-12 10:00:00,42.58,,,17.04,,,8.4,1.1
