From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2022-05-21 06:00:00,2022-05-21 07:00:00,31.5,61.25,3.55,18.7,12.83,20.2,0.89,40.12,,,,54.5,0.48,226.75,38.75,750.75,-0.13,27.35,0.0
2022-05-21 07:00:00,2022-05-21 08:00:00,38.0,74.25,1.6,15.8,9.32,22.7,0.99,33.48,,,,67.5,0.45,217.75,51.75,750.0,-0.11,26.32,0.0
2022-05-21 08:00:00,2022-05-21 09:00:00,53.0,94.5,2.23,16.68,10.65,17.62,0.77,32.3,,,,69.0,0.6,242.75,130.25,750.0,-0.15,26.25,0.0
2022-05-21 09:00:00,2022-05-21 10:00:00,52.25,99.25,1.67,19.52,11.3,19.3,0.84,37.65,,,,65.25,0.48,203.5,167.75,750.0,-0.11,27.0,0.0
2022-05-21 10:00:00,2022-05-21 11:00:00,44.25,104.5,0.57,23.3,12.82,16.93,0.74,48.7,,,,58.25,0.53,226.5,190.75,750.75,-0.13,27.6,0.0
2022-05-21 11:00:00,2022-05-21 12:00:00,27.0,114.75,1.2,23.4,13.43,21.4,0.93,61.77,,,,53.25,0.5,237.25,460.25,751.0,-0.15,28.83,0.0
2022-05-21 12:00:00,2022-05-21 13:00:00,30.0,121.75,0.57,14.98,8.43,20.03,0.87,89.65,,,,46.0,0.55,235.25,631.75,751.0,-0.14,30.65,0.0
2022-05-21 13:00:00,2022-05-21 14:00:00,39.5,113.0,0.55,19.72,10.68,22.03,0.96,115.05,,,,39.5,0.45,198.5,613.75,751.0,-0.12,33.15,0.0
2022-05-21 14:00:00,2022-05-21 15:00:00,43.25,116.75,0.65,17.38,9.75,18.67,0.82,94.08,,,,33.5,0.35,159.0,521.5,750.25,-0.12,34.12,0.0
2022-05-21 15:00:00,2022-05-21 16:00:00,49.0,131.0,1.4,20.5,12.0,21.57,0.94,66.9,,,,30.5,0.3,166.75,378.0,750.0,-0.12,34.2,0.0
2022-05-21 16:00:00,2022-05-21 17:00:00,46.5,124.75,1.52,23.27,13.62,17.7,0.77,85.3,,,,40.25,0.53,207.25,206.25,750.0,-0.12,32.85,0.0
2022-05-21 17:00:00,2022-05-21 18:00:00,48.0,124.0,1.03,25.9,14.38,20.43,0.89,93.2,,,,48.25,0.58,237.75,66.75,750.0,-0.11,31.4,0.0
2022-05-21 18:00:00,2022-05-21 19:00:00,45.75,131.0,0.2,28.47,15.12,15.6,0.68,92.68,,,,52.0,0.6,258.5,7.5,750.0,-0.11,30.2,0.0
2022-05-21 19:00:00,2022-05-21 20:00:00,36.0,141.5,0.33,25.07,13.6,17.27,0.76,78.88,,,,56.25,0.55,262.5,4.0,751.0,-0.12,29.38,0.0
2022-05-21 20:00:00,2022-05-21 21:00:00,30.75,150.5,0.73,26.02,14.3,18.0,0.78,65.9,,,,57.0,0.58,259.0,4.0,751.0,-0.12,29.02,0.0
2022-05-21 21:00:00,2022-05-21 22:00:00,43.25,142.0,0.62,27.85,15.32,21.63,0.94,51.3,,,,57.25,0.58,248.25,4.0,751.0,-0.13,28.82,0.0
2022-05-21 22:00:00,2022-05-21 23:00:00,49.5,179.5,0.33,20.23,10.82,18.48,0.81,46.9,,,,52.0,0.5,216.5,4.0,750.5,-0.13,28.7,0.0
2022-05-21 23:00:00,2022-05-22 00:00:00,53.0,270.75,1.13,12.68,7.38,21.3,0.93,55.98,,,,38.0,0.55,172.5,4.0,750.0,-0.11,28.95,0.0
2022-05-22 00:00:00,2022-05-22 01:00:00,39.25,253.0,0.95,21.15,12.03,18.95,0.83,45.67,,,,43.0,0.4,178.25,4.25,750.0,-0.12,28.05,0.0
2022-05-22 01:00:00,2022-05-22 02:00:00,31.0,150.0,0.93,12.32,7.05,25.03,1.09,55.17,,,,60.5,0.5,219.0,4.5,750.0,-0.12,25.38,0.0
2022-05-22 02:00:00,2022-05-22 03:00:00,18.75,82.0,0.38,12.82,7.12,19.62,0.86,54.33,,,,60.0,0.47,224.5,4.25,750.25,-0.13,24.9,0.0
2022-05-22 03:00:00,2022-05-22 04:00:00,7.5,62.5,0.9,8.35,4.58,24.5,1.07,54.48,,,,61.25,0.62,243.75,4.0,751.0,-0.12,24.4,0.0
2022-05-22 04:00:00,2022-05-22 05:00:00,2.5,93.25,0.6,5.65,2.88,22.75,0.99,58.9,,,,59.5,0.6,252.75,4.25,751.0,-0.12,24.45,0.0
2022-05-22 05:00:00,2022-05-22 06:00:00,2.25,101.25,0.47,5.05,2.88,25.57,1.11,57.77,,,,58.25,0.53,267.75,5.25,751.0,-0.12,24.43,0.0
2022-05-22 06:00:00,2022-05-22 07:00:00,10.0,67.25,1.15,5.8,4.03,21.85,0.96,55.72,,,,55.5,0.62,250.5,94.25,750.75,-0.12,24.9,0.0
2022-05-22 07:00:00,2022-05-22 08:00:00,28.75,54.5,1.17,7.78,5.07,22.13,0.97,55.43,,,,53.25,0.55,252.75,216.0,750.0,-0.1,25.55,0.0
2022-05-22 08:00:00,2022-05-22 09:00:00,45.0,53.5,0.68,8.6,5.12,16.65,0.73,59.53,,,,50.5,0.53,244.0,368.75,750.0,-0.11,26.55,0.0
2022-05-22 09:00:00,2022-05-22 10:00:00,32.25,55.0,0.65,9.57,5.62,17.43,0.77,64.67,,,,46.75,0.55,233.0,334.25,750.0,-0.11,27.57,0.0
2022-05-22 10:00:00,2022-05-22 11:00:00,26.25,61.0,0.97,12.27,7.35,15.8,0.69,68.2,,,,47.75,0.5,245.5,57.5,750.25,-0.12,27.2,0.0
2022-05-22 11:00:00,2022-05-22 12:00:00,11.5,74.0,0.57,11.5,6.45,18.37,0.81,64.85,,,,48.0,0.47,258.25,228.0,751.0,-0.12,27.4,0.0
2022-05-22 12:00:00,2022-05-22 13:00:00,4.5,87.25,0.7,7.77,4.7,18.57,0.81,74.7,,,,45.5,0.53,249.75,396.0,751.0,-0.13,28.3,0.0
2022-05-22 13:00:00,2022-05-22 14:00:00,16.25,82.25,0.4,8.5,4.72,20.83,0.91,82.4,,,,44.5,0.5,241.0,603.25,751.0,-0.14,29.23,0.0
2022-05-22 14:00:00,2022-05-22 15:00:00,23.5,84.0,1.1,11.4,6.53,19.12,0.83,83.68,,,,45.5,0.47,239.25,494.75,750.5,-0.12,29.5,0.0
2022-05-22 15:00:00,2022-05-22 16:00:00,37.0,83.0,0.68,11.85,6.83,20.27,0.88,79.92,,,,48.5,0.45,229.25,392.0,750.0,-0.12,29.3,0.0
2022-05-22 16:00:00,2022-05-22 17:00:00,43.0,71.75,0.6,12.38,6.83,16.85,0.74,82.12,,,,51.25,0.5,239.75,231.0,750.0,-0.12,28.83,0.0
2022-05-22 17:00:00,2022-05-22 18:00:00,32.75,71.25,0.93,14.82,8.43,18.97,0.83,79.0,,,,54.5,0.47,226.5,56.75,750.0,-0.12,28.32,0.0
2022-05-22 18:00:00,2022-05-22 19:00:00,26.25,71.75,0.67,16.52,9.05,17.6,0.77,74.47,,,,58.25,0.47,220.0,7.5,750.25,-0.11,27.48,0.0
2022-05-22 19:00:00,2022-05-22 20:00:00,14.75,69.5,0.75,20.35,11.1,21.43,0.94,59.1,,,,59.75,0.55,228.25,4.25,751.0,-0.13,27.02,0.0
2022-05-22 20:00:00,2022-05-22 21:00:00,7.5,82.25,0.85,17.98,10.25,20.8,0.91,62.62,,,,58.25,0.58,250.75,4.5,751.0,-0.15,26.85,0.0
2022-05-22 21:00:00,2022-05-22 22:00:00,16.0,75.5,0.47,14.85,8.03,23.97,1.05,64.05,,,,58.0,0.53,255.0,4.0,751.0,-0.13,26.52,0.0
2022-05-22 22:00:00,2022-05-22 23:00:00,22.0,73.25,0.27,12.35,6.8,20.22,0.89,59.2,,,,58.25,0.55,252.0,4.0,750.5,-0.12,26.23,0.0
2022-05-22 23:00:00,2022-05-23 00:00:00,33.75,75.0,0.3,15.48,8.12,20.97,0.92,53.02,,,,59.0,0.6,253.25,4.0,750.0,-0.12,26.05,0.0
2022-05-23 00:00:00,2022-05-23 01:00:00,40.5,65.5,1.15,24.17,13.8,17.15,0.75,44.33,,,,58.0,0.55,240.5,4.0,750.0,-0.12,26.08,0.0
2022-05-23 01:00:00,2022-05-23 02:00:00,34.25,61.5,0.67,15.43,8.32,20.53,0.9,48.6,,,,59.75,0.55,241.75,4.0,750.0,-0.11,25.77,0.0
2022-05-23 02:00:00,2022-05-23 03:00:00,26.5,61.0,0.75,13.42,7.22,16.85,0.74,45.67,,,,62.5,0.62,231.0,4.0,750.25,-0.11,25.33,0.0
2022-05-23 03:00:00,2022-05-23 04:00:00,16.5,58.0,1.1,10.55,5.67,19.43,0.85,40.0,,,,64.5,0.57,237.0,4.0,751.0,-0.13,24.95,0.0
2022-05-23 04:00:00,2022-05-23 05:00:00,11.25,59.0,1.4,11.4,6.35,19.45,0.85,35.68,,,,65.75,0.6,257.0,4.0,751.0,-0.13,24.82,0.0
2022-05-23 05:00:00,2022-05-23 06:00:00,20.25,60.0,0.45,10.05,5.7,24.13,1.05,32.75,,,,67.5,0.6,232.75,5.75,751.0,-0.13,24.57,0.0
2022-05-23 06:00:00,2022-05-23 07:00:00,28.75,61.5,0.7,12.05,7.0,21.62,0.95,30.45,,,,68.0,0.7,235.75,79.25,750.75,-0.12,24.73,0.0
2022-05-23 07:00:00,2022-05-23 08:00:00,38.25,76.0,1.2,12.28,7.25,21.8,0.95,36.9,,,,66.5,0.65,237.0,225.5,750.0,-0.11,25.45,0.0
2022-05-23 08:00:00,2022-05-23 09:00:00,48.5,78.25,0.97,11.5,6.88,15.4,0.68,48.45,,,,64.0,0.65,233.75,381.0,750.0,-0.12,26.38,0.0
2022-05-23 09:00:00,2022-05-23 10:00:00,38.25,69.75,0.8,11.0,6.08,15.33,0.67,62.33,,,,61.5,0.62,238.75,512.25,750.25,-0.13,27.25,0.0
2022-05-23 10:00:00,2022-05-23 11:00:00,26.75,80.5,0.83,10.3,5.97,15.55,0.68,71.45,,,,57.0,0.55,246.0,606.75,751.0,-0.14,28.4,0.0
2022-05-23 11:00:00,2022-05-23 12:00:00,15.5,96.75,0.5,8.33,4.68,18.7,0.81,77.8,,,,54.75,0.5,254.75,504.75,751.0,-0.15,29.05,0.0
2022-05-23 12:00:00,2022-05-23 13:00:00,11.5,103.5,0.93,11.6,6.95,20.35,0.89,46.03,,,,70.75,0.2,210.0,24.75,751.0,-0.17,23.5,0.03
2022-05-23 13:00:00,2022-05-23 14:00:00,17.75,716.75,2.05,16.7,10.53,22.77,0.99,42.02,,,,83.0,0.38,217.25,5.75,750.5,-0.18,20.7,0.0
2022-05-23 14:00:00,2022-05-23 15:00:00,24.25,302.75,3.0,22.85,14.58,18.45,0.8,40.58,,,,78.5,0.5,221.25,36.5,751.0,-0.15,21.48,0.0
2022-05-23 15:00:00,2022-05-23 16:00:00,1.0,24.5,9.03,32.0,24.35,20.67,0.91,36.88,,,,67.5,0.55,232.25,239.25,751.0,-0.15,23.15,0.0
2022-05-23 16:00:00,2022-05-23 17:00:00,10.0,32.0,1.73,16.6,10.22,19.98,0.88,46.45,,,,64.25,0.53,221.5,106.5,751.0,-0.15,23.93,0.0
2022-05-23 17:00:00,2022-05-23 18:00:00,9.0,29.5,0.65,15.5,8.53,23.73,1.04,47.18,,,,63.0,0.6,211.75,46.75,751.0,-0.14,24.15,0.0
2022-05-23 18:00:00,2022-05-23 19:00:00,6.0,29.33,0.85,19.33,10.95,20.23,0.89,44.98,,,,62.5,0.65,221.25,7.5,751.0,-0.12,24.17,0.0
2022-05-23 19:00:00,2022-05-23 20:00:00,29.75,44.5,1.45,28.75,15.8,22.97,1.01,39.92,,,,64.25,0.7,243.5,4.75,751.0,-0.13,23.85,0.0
2022-05-23 20:00:00,2022-05-23 21:00:00,13.0,59.25,0.97,27.05,14.98,22.77,1.0,37.48,,,,64.0,0.73,230.0,5.0,751.0,-0.14,23.72,0.0
2022-05-23 21:00:00,2022-05-23 22:00:00,5.75,52.25,1.0,42.05,22.98,26.27,1.15,23.2,,,,66.25,0.62,244.0,5.0,751.0,-0.14,23.62,0.0
2022-05-23 22:00:00,2022-05-23 23:00:00,22.25,77.5,1.5,38.47,21.73,23.6,1.03,12.48,,,,71.75,0.58,238.25,5.0,751.0,-0.14,23.07,0.0
2022-05-23 23:00:00,2022-05-24 00:00:00,30.0,73.25,0.72,16.6,9.45,25.07,1.09,23.0,,,,75.75,0.62,245.5,5.0,751.0,-0.13,22.55,0.0
2022-05-24 00:00:00,2022-05-24 01:00:00,33.0,44.0,0.53,11.0,6.08,19.15,0.83,30.38,,,,74.75,0.65,249.5,4.25,751.0,-0.12,22.52,0.0
2022-05-24 01:00:00,2022-05-24 02:00:00,24.0,28.0,0.9,12.25,6.8,20.83,0.91,33.88,,,,72.25,0.57,240.0,4.25,750.75,-0.12,22.68,0.0
2022-05-24 02:00:00,2022-05-24 03:00:00,23.75,32.5,0.85,9.7,5.85,17.38,0.76,30.98,,,,74.75,0.55,172.25,4.0,750.0,-0.12,22.58,0.0
2022-05-24 03:00:00,2022-05-24 04:00:00,21.5,28.75,0.78,14.25,8.22,20.17,0.88,24.12,,,,75.75,0.5,164.75,4.25,750.75,-0.13,22.58,0.0
2022-05-24 04:00:00,2022-05-24 05:00:00,17.0,42.0,0.43,14.45,7.92,19.45,0.84,16.9,,,,77.5,0.53,180.25,5.0,751.0,-0.13,22.4,0.0
2022-05-24 05:00:00,2022-05-24 06:00:00,14.0,43.0,1.07,12.12,7.03,23.7,1.03,19.08,,,,77.75,0.68,220.25,13.0,751.0,-0.13,22.38,0.0
2022-05-24 06:00:00,2022-05-24 07:00:00,16.75,43.5,1.07,10.45,6.42,22.03,0.96,23.82,,,,73.25,0.55,233.25,119.0,751.0,-0.12,23.12,0.0
2022-05-24 07:00:00,2022-05-24 08:00:00,29.0,43.5,1.5,9.57,6.3,24.53,1.07,32.35,,,,67.25,0.6,234.0,250.0,751.0,-0.12,24.12,0.0
2022-05-24 08:00:00,2022-05-24 09:00:00,41.0,43.0,1.05,11.5,6.95,19.18,0.83,40.78,,,,66.25,0.55,232.0,209.75,751.0,-0.14,24.27,0.0
2022-05-24 09:00:00,2022-05-24 10:00:00,32.0,44.0,1.38,13.4,8.28,19.6,0.86,47.57,,,,63.75,0.58,239.75,112.0,750.0,-0.13,24.67,0.0
2022-05-24 10:00:00,2022-05-24 11:00:00,27.5,43.25,1.05,18.3,10.6,17.03,0.74,49.58,,,,61.75,0.55,244.5,63.0,750.75,-0.15,24.8,0.0
2022-05-24 11:00:00,2022-05-24 12:00:00,14.0,48.25,0.95,18.4,10.07,21.1,0.92,45.77,3.13,3.3,,62.75,0.65,204.75,133.75,751.5,-0.15,25.18,0.0
2022-05-24 12:00:00,2022-05-24 13:00:00,22.0,51.0,1.1,19.7,11.4,21.0,0.92,50.6,2.02,5.62,,61.0,0.6,280.0,94.25,751.0,-0.15,25.45,0.0
2022-05-24 13:00:00,2022-05-24 14:00:00,24.25,44.75,,,,,,54.47,1.65,8.75,,61.5,0.77,222.0,103.5,751.0,-0.15,25.55,0.0
2022-05-24 14:00:00,2022-05-24 15:00:00,31.0,47.0,1.1,26.85,15.15,14.62,0.64,55.48,1.92,11.95,,60.25,0.75,216.25,116.25,751.0,-0.15,26.18,0.0
2022-05-24 15:00:00,2022-05-24 16:00:00,54.0,58.25,1.67,38.75,21.6,22.0,0.96,50.95,3.65,14.35,,64.0,0.62,118.0,140.75,751.0,-0.14,25.95,0.0
2022-05-24 16:00:00,2022-05-24 17:00:00,45.0,104.75,1.77,33.45,19.23,19.12,0.84,54.85,4.27,11.9,,60.0,0.53,163.75,288.0,751.0,-0.14,27.12,0.0
2022-05-24 17:00:00,2022-05-24 18:00:00,24.75,77.75,1.17,27.7,15.3,20.33,0.89,68.02,2.52,7.47,,57.75,0.7,131.5,49.25,751.0,-0.14,27.5,0.0
2022-05-24 18:00:00,2022-05-24 19:00:00,18.25,74.5,0.6,37.75,19.9,20.07,0.88,52.38,1.55,4.95,,62.0,0.7,121.0,8.0,751.0,-0.13,26.52,0.0
2022-05-24 19:00:00,2022-05-24 20:00:00,21.0,86.5,1.17,31.6,17.8,24.73,1.08,34.55,0.53,3.23,,68.5,0.57,220.0,5.0,751.0,-0.14,25.4,0.0
2022-05-24 20:00:00,2022-05-24 21:00:00,29.25,83.0,0.75,23.77,12.8,23.25,1.02,32.2,0.68,3.7,,71.25,0.5,183.0,5.0,751.0,-0.14,24.9,0.0
2022-05-24 21:00:00,2022-05-24 22:00:00,41.5,69.5,0.95,27.73,15.5,24.13,1.05,23.15,1.9,4.95,,75.25,0.73,140.25,4.5,751.0,-0.12,24.48,0.0
2022-05-24 22:00:00,2022-05-24 23:00:00,60.75,76.0,0.85,30.3,16.8,19.9,0.87,16.4,1.95,8.97,,78.0,0.8,189.5,4.0,751.0,-0.12,24.12,0.0
2022-05-24 23:00:00,2022-05-25 00:00:00,64.0,84.25,0.73,29.12,15.82,22.33,0.98,17.35,2.38,11.38,,77.25,0.65,209.25,4.5,751.0,-0.12,24.12,0.0
2022-05-25 00:00:00,2022-05-25 01:00:00,46.5,79.25,2.45,43.2,24.95,19.07,0.83,12.03,1.35,10.3,,75.0,0.68,190.25,4.25,750.5,-0.12,24.12,0.0
2022-05-25 01:00:00,2022-05-25 02:00:00,32.0,81.5,2.45,28.57,17.22,25.33,1.11,16.18,1.0,5.05,,75.75,0.65,244.0,4.5,751.0,-0.13,24.02,0.0
2022-05-25 02:00:00,2022-05-25 03:00:00,16.0,83.0,0.62,18.57,10.38,24.88,1.09,23.68,0.57,3.95,,74.75,0.7,241.25,5.0,751.0,-0.13,23.85,0.0
2022-05-25 03:00:00,2022-05-25 04:00:00,33.25,70.5,4.12,32.65,20.75,29.57,1.29,13.5,0.77,4.27,,75.5,0.48,299.25,5.0,751.0,-0.14,23.75,0.0
2022-05-25 04:00:00,2022-05-25 05:00:00,42.0,73.25,4.03,34.7,21.73,25.05,1.09,3.13,0.93,4.58,,80.25,0.8,228.5,5.0,751.0,-0.12,23.37,0.0
2022-05-25 05:00:00,2022-05-25 06:00:00,56.25,81.75,11.85,33.17,27.28,28.2,1.23,2.47,1.77,5.17,,83.0,0.8,221.0,8.25,751.0,-0.12,23.15,0.0
2022-05-25 06:00:00,2022-05-25 07:00:00,79.75,91.5,16.4,44.42,36.95,21.7,0.95,6.2,1.35,4.67,,75.75,0.75,233.5,109.75,750.75,-0.11,24.25,0.0
2022-05-25 07:00:00,2022-05-25 08:00:00,73.75,100.0,6.72,45.9,29.85,27.17,1.19,24.17,3.02,6.35,,64.75,0.65,236.75,257.75,750.0,-0.12,25.85,0.0
2022-05-25 08:00:00,2022-05-25 09:00:00,63.5,121.25,2.05,30.38,17.85,20.12,0.88,57.23,5.6,5.58,,56.5,0.7,248.25,409.75,750.5,-0.13,27.6,0.0
2022-05-25 09:00:00,2022-05-25 10:00:00,44.0,105.0,1.43,17.45,10.12,25.67,1.12,70.12,1.1,2.4,,54.75,0.5,208.75,532.75,751.0,-0.15,27.78,0.0
2022-05-25 10:00:00,2022-05-25 11:00:00,14.25,81.25,1.18,19.05,11.07,23.7,1.04,84.52,0.6,1.35,,49.0,0.5,152.75,570.25,751.0,-0.15,29.03,0.0
2022-05-25 11:00:00,2022-05-25 12:00:00,10.25,84.25,1.3,13.78,8.07,26.8,1.17,96.53,0.38,1.08,,46.25,0.55,136.0,685.0,751.0,-0.15,29.9,0.0
2022-05-25 12:00:00,2022-05-25 13:00:00,24.5,73.25,1.02,14.73,8.65,22.6,0.99,94.3,0.65,1.35,,43.75,0.47,146.75,687.75,751.0,-0.15,30.43,0.0
2022-05-25 13:00:00,2022-05-25 14:00:00,30.75,57.75,0.9,12.25,7.28,22.7,1.0,95.2,2.98,2.77,,42.25,0.5,160.25,645.75,751.0,-0.15,30.93,0.0
2022-05-25 14:00:00,2022-05-25 15:00:00,31.75,58.75,0.77,13.1,7.3,19.9,0.87,91.97,2.53,3.47,,42.0,0.55,130.0,518.5,751.0,-0.15,30.9,0.0
2022-05-25 15:00:00,2022-05-25 16:00:00,18.75,75.25,0.63,14.7,8.07,22.07,0.97,93.97,1.45,2.47,,42.75,0.47,145.25,414.25,751.0,-0.15,30.83,0.0
2022-05-25 16:00:00,2022-05-25 17:00:00,18.5,78.0,0.67,14.5,8.1,20.6,0.9,94.3,0.82,2.88,,43.0,0.5,145.25,246.75,751.0,-0.15,30.8,0.0
2022-05-25 17:00:00,2022-05-25 18:00:00,21.75,79.75,0.83,15.17,8.55,22.57,0.98,95.17,0.97,1.92,,44.75,0.57,150.75,55.75,751.0,-0.15,30.02,0.0
2022-05-25 18:00:00,2022-05-25 19:00:00,26.5,79.0,0.75,21.92,11.72,20.98,0.92,90.28,0.03,0.78,,47.5,0.5,130.5,4.75,751.25,-0.14,28.83,0.0
2022-05-25 19:00:00,2022-05-25 20:00:00,28.5,91.5,0.83,30.05,16.48,23.0,1.01,71.62,0.43,1.02,,49.5,0.5,152.25,4.75,751.0,-0.13,28.35,0.0
2022-05-25 20:00:00,2022-05-25 21:00:00,39.0,101.0,0.83,34.17,18.88,17.8,0.78,57.12,1.05,1.88,,51.0,0.65,216.75,4.25,751.0,-0.13,28.0,0.0
2022-05-25 21:00:00,2022-05-25 22:00:00,63.0,123.0,0.7,37.25,20.1,18.8,0.82,42.38,0.95,2.67,,53.75,0.57,255.75,4.0,751.0,-0.12,27.4,0.0
2022-05-25 22:00:00,2022-05-25 23:00:00,58.0,124.0,0.93,34.0,18.6,16.9,0.74,39.67,2.95,2.1,,55.25,0.65,243.5,4.0,751.0,-0.12,27.0,0.0
2022-05-25 23:00:00,2022-05-26 00:00:00,40.75,100.75,0.33,32.75,17.67,19.37,0.84,42.33,1.33,1.9,,55.25,0.6,255.75,4.5,751.0,-0.13,26.75,0.0
2022-05-26 00:00:00,2022-05-26 01:00:00,28.75,102.0,0.93,34.97,19.32,21.23,0.93,37.35,0.55,0.95,,56.0,0.65,208.75,5.0,751.0,-0.14,26.48,0.0
2022-05-26 01:00:00,2022-05-26 02:00:00,19.5,106.5,1.9,49.73,27.95,25.4,1.11,14.3,0.43,0.75,,60.0,0.77,264.75,5.0,751.75,-0.15,25.97,0.0
2022-05-26 02:00:00,2022-05-26 03:00:00,42.5,119.0,2.9,51.65,29.85,23.88,1.04,16.35,0.53,1.03,,58.75,0.6,213.75,5.0,752.0,-0.15,25.88,0.0
2022-05-26 03:00:00,2022-05-26 04:00:00,53.25,138.5,1.17,30.32,16.8,26.73,1.16,26.55,0.65,1.55,,59.75,0.77,160.0,4.75,751.25,-0.14,25.65,0.0
2022-05-26 04:00:00,2022-05-26 05:00:00,63.5,114.0,0.83,30.93,16.8,21.27,0.93,24.9,1.05,2.6,,60.0,0.7,193.0,4.25,751.0,-0.12,25.4,0.0
2022-05-26 05:00:00,2022-05-26 06:00:00,84.75,98.75,1.3,30.5,16.92,23.7,1.03,25.93,1.02,3.38,,61.0,0.75,241.25,6.5,751.0,-0.12,25.13,0.0
2022-05-26 06:00:00,2022-05-26 07:00:00,63.0,100.0,3.42,39.0,23.52,20.48,0.9,22.6,1.75,5.15,,59.5,0.78,243.75,90.5,750.75,-0.12,25.82,0.0
2022-05-26 07:00:00,2022-05-26 08:00:00,59.25,130.25,2.57,35.02,20.73,25.8,1.13,40.47,1.78,3.95,,52.25,0.77,264.25,240.5,750.75,-0.13,27.65,0.0
2022-05-26 08:00:00,2022-05-26 09:00:00,39.75,132.75,1.0,17.7,10.22,23.82,1.04,72.1,0.62,1.6,,47.25,0.62,242.75,408.5,751.0,-0.15,28.62,0.0
2022-05-26 09:00:00,2022-05-26 10:00:00,17.75,100.75,0.47,8.72,4.88,26.2,1.15,83.7,0.62,0.6,,46.0,0.57,242.25,545.0,751.0,-0.15,29.27,0.0
2022-05-26 10:00:00,2022-05-26 11:00:00,25.25,82.25,0.82,8.32,5.1,22.92,1.0,94.68,0.15,0.25,,44.0,0.5,208.5,649.75,751.0,-0.15,30.12,0.0
2022-05-26 11:00:00,2022-05-26 12:00:00,20.5,86.0,0.7,9.68,5.55,24.3,1.06,101.17,0.85,0.8,,43.25,0.5,206.75,608.0,751.0,-0.15,30.6,0.0
2022-05-26 12:00:00,2022-05-26 13:00:00,17.5,96.5,0.4,11.8,6.45,20.4,0.9,106.18,0.78,2.02,,42.0,0.5,198.25,465.25,751.0,-0.15,30.88,0.0
2022-05-26 13:00:00,2022-05-26 14:00:00,30.5,88.75,0.7,12.32,6.67,21.47,0.94,105.15,2.77,2.35,,41.75,0.4,191.75,520.75,751.0,-0.15,31.35,0.0
2022-05-26 14:00:00,2022-05-26 15:00:00,29.25,87.0,0.85,12.07,7.15,19.77,0.86,105.5,2.67,2.05,,42.25,0.45,203.75,438.5,751.0,-0.15,31.17,0.0
2022-05-26 15:00:00,2022-05-26 16:00:00,32.25,85.5,0.4,11.55,6.2,20.43,0.89,107.58,0.35,1.82,,43.25,0.45,221.75,355.0,751.0,-0.16,30.85,0.0
2022-05-26 16:00:00,2022-05-26 17:00:00,38.0,82.75,1.35,14.72,8.28,17.15,0.75,107.02,3.08,2.8,,43.25,0.52,216.25,275.0,751.0,-0.15,30.88,0.0
2022-05-26 17:00:00,2022-05-26 18:00:00,30.0,85.25,0.67,13.95,7.67,17.8,0.78,99.78,2.88,3.25,,41.5,0.35,159.25,50.5,751.0,-0.14,30.9,0.0
2022-05-26 18:00:00,2022-05-26 19:00:00,21.5,85.5,0.97,19.97,11.42,17.57,0.77,92.75,0.32,1.32,,45.5,0.48,184.0,7.5,751.0,-0.13,29.82,0.0
2022-05-26 19:00:00,2022-05-26 20:00:00,43.25,94.5,1.3,36.68,20.55,18.93,0.83,69.65,3.33,1.4,,50.75,0.53,247.75,4.25,751.0,-0.14,28.85,0.0
2022-05-26 20:00:00,2022-05-26 21:00:00,49.25,116.5,2.5,49.23,28.23,17.03,0.74,58.1,4.53,3.12,,51.0,0.55,259.75,4.0,751.0,-0.12,28.6,0.0
2022-05-26 21:00:00,2022-05-26 22:00:00,47.75,119.0,1.5,40.67,22.85,18.5,0.81,52.03,3.05,3.1,,54.0,0.53,274.25,4.0,751.0,-0.12,28.1,0.0
2022-05-26 22:00:00,2022-05-26 23:00:00,46.5,140.25,1.9,33.45,18.77,16.6,0.72,53.8,0.7,2.62,,55.75,0.62,265.75,4.25,750.75,-0.12,27.55,0.0
2022-05-26 23:00:00,2022-05-27 00:00:00,32.75,128.75,0.3,31.55,16.85,19.73,0.86,51.95,0.5,0.9,,55.5,0.55,294.0,5.0,751.0,-0.15,27.4,0.0
2022-05-27 00:00:00,2022-05-27 01:00:00,24.25,120.5,0.75,37.28,20.45,20.8,0.91,47.23,0.55,0.85,,55.25,0.67,256.25,5.0,751.0,-0.15,27.23,0.0
2022-05-27 01:00:00,2022-05-27 02:00:00,31.25,116.25,1.12,50.67,27.85,23.7,1.04,32.2,0.47,0.62,,56.0,0.57,271.0,5.0,751.0,-0.15,26.98,0.0
2022-05-27 02:00:00,2022-05-27 03:00:00,47.75,120.25,1.27,34.17,19.23,21.82,0.95,41.05,0.65,0.85,,56.25,0.6,272.75,5.0,751.0,-0.14,26.88,0.0
2022-05-27 03:00:00,2022-05-27 04:00:00,69.25,124.75,0.88,33.3,18.43,22.63,0.99,38.97,0.72,0.98,,57.75,0.5,275.5,5.0,751.0,-0.13,26.57,0.0
