From Date,To Date,PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2022-07-22 08:00:00,2022-07-22 09:00:00,26.75,5.93,11.62,10.78,,8.35,0.21,10.01,1.58,3.88,,,25.88,53.25,1.5,232.5,405.0,745.0,,
2022-07-22 09:00:00,2022-07-22 10:00:00,30.25,5.65,10.5,10.15,,8.85,0.17,10.47,1.62,3.35,,,25.6,46.25,2.67,228.75,415.25,743.75,,
2022-07-22 10:00:00,2022-07-22 11:00:00,38.5,4.33,12.1,9.93,,8.15,0.26,12.48,1.02,2.23,,,26.25,40.5,2.15,219.25,420.0,747.0,,
2022-07-22 11:00:00,2022-07-22 12:00:00,30.0,5.87,12.43,11.4,,8.13,0.15,12.89,1.27,1.82,,,25.57,37.5,2.45,170.5,413.5,744.25,,
2022-07-22 12:00:00,2022-07-22 13:00:00,43.25,4.9,11.4,10.03,,6.4,0.22,22.47,1.1,2.25,,,25.05,45.75,4.42,162.5,427.0,740.75,,
2022-07-22 13:00:00,2022-07-22 14:00:00,48.75,5.92,17.12,13.93,,5.97,0.23,23.23,0.97,4.15,,,25.48,50.0,5.98,70.75,426.75,743.0,,
2022-07-22 14:00:00,2022-07-22 15:00:00,129.25,,34.75,54.33,,,0.34,4.39,0.85,1.95,,,30.95,54.25,6.0,69.5,425.0,769.25,,
2022-07-22 15:00:00,2022-07-22 16:00:00,226.75,,39.43,42.25,,,0.27,23.49,0.82,1.5,,,35.9,59.75,6.6,62.5,417.0,794.25,,
2022-07-22 16:00:00,2022-07-22 17:00:00,74.25,,26.35,21.52,,,0.26,18.29,0.9,1.2,,,37.9,61.0,6.45,70.25,400.75,802.75,,
2022-07-22 17:00:00,2022-07-22 18:00:00,43.75,,22.23,15.45,,,0.28,22.23,1.27,1.25,,,38.55,57.75,5.2,73.5,371.5,805.25,,
2022-07-22 18:00:00,2022-07-22 19:00:00,86.5,,26.68,18.0,,,0.21,12.0,1.23,1.68,,,35.73,58.25,3.73,99.0,274.0,797.5,,
2022-07-22 19:00:00,2022-07-22 20:00:00,165.5,,18.3,13.2,,,0.14,7.69,1.28,2.6,,,28.03,56.5,4.18,180.0,29.0,759.5,,
2022-07-22 20:00:00,2022-07-22 21:00:00,81.5,,14.12,11.15,,,0.2,9.74,0.57,1.52,,,25.73,57.75,3.6,192.5,,745.5,,
2022-07-22 21:00:00,2022-07-22 22:00:00,111.25,,14.9,11.62,,,0.16,10.77,0.43,1.23,,,25.4,61.25,2.42,208.5,,742.75,,
2022-07-22 22:00:00,2022-07-22 23:00:00,44.5,,14.22,10.73,,,0.17,10.43,0.5,1.33,,,25.2,62.75,0.43,247.5,,741.25,,
2022-07-22 23:00:00,2022-07-23 00:00:00,22.0,,17.45,12.35,,,0.17,14.09,0.57,1.5,,,25.12,66.75,0.82,259.5,,741.0,,
2022-07-23 00:00:00,2022-07-23 01:00:00,20.75,,17.55,12.5,,,0.28,12.8,0.58,1.52,,,25.02,70.5,1.18,255.25,,740.0,,
2022-07-23 01:00:00,2022-07-23 02:00:00,16.0,,16.48,13.07,,,0.26,10.81,0.55,1.57,,,24.88,71.0,0.3,259.25,,739.0,,
2022-07-23 02:00:00,2022-07-23 03:00:00,14.25,,16.23,12.57,,,0.26,14.47,0.58,1.63,,,24.75,73.75,0.42,263.25,,738.0,,
2022-07-23 03:00:00,2022-07-23 04:00:00,17.25,,18.25,12.73,,,0.26,8.27,0.6,1.72,,,24.68,74.75,0.33,261.75,,737.0,,
2022-07-23 04:00:00,2022-07-23 05:00:00,14.75,,20.48,14.12,,,0.26,9.24,0.65,2.05,,,24.6,76.25,0.3,266.25,,736.0,,
2022-07-23 05:00:00,2022-07-23 06:00:00,14.75,,21.77,15.52,,,0.24,8.39,0.62,2.1,,,24.48,78.0,0.3,251.5,156.0,734.75,,
2022-07-23 06:00:00,2022-07-23 07:00:00,24.25,,22.3,17.92,,,0.23,5.54,1.02,2.3,,,24.4,79.75,0.3,203.5,340.0,734.25,,
2022-07-23 07:00:00,2022-07-23 08:00:00,51.75,,18.93,18.6,,,0.23,6.63,3.88,4.7,,,24.4,65.75,1.15,206.5,391.5,736.75,,
2022-07-23 08:00:00,2022-07-23 09:00:00,61.5,,13.75,12.88,,,0.23,11.36,3.28,3.8,,,26.17,51.0,1.7,199.5,406.25,746.5,,
2022-07-23 09:00:00,2022-07-23 10:00:00,38.75,5.4,13.38,11.1,,9.47,0.13,5.85,1.62,2.7,,,25.0,43.75,2.2,205.5,413.0,740.5,,
2022-07-23 10:00:00,2022-07-23 11:00:00,38.25,5.1,12.43,9.42,,12.47,0.16,8.8,0.95,1.92,,,24.55,39.75,4.2,198.5,416.0,738.25,,
2022-07-23 11:00:00,2022-07-23 12:00:00,41.25,4.9,10.8,9.73,,12.27,0.1,12.01,0.53,0.95,,,24.45,37.5,5.58,192.75,428.75,737.5,,
2022-07-23 12:00:00,2022-07-23 13:00:00,45.25,,12.17,10.57,,,0.38,15.63,0.33,0.5,,,27.12,36.25,6.65,175.75,425.5,751.25,,
2022-07-23 13:00:00,2022-07-23 14:00:00,37.25,3.98,11.57,9.4,,7.18,0.35,12.23,0.22,0.25,,,25.6,34.25,6.4,181.0,420.0,744.0,,
2022-07-23 14:00:00,2022-07-23 15:00:00,40.0,3.08,11.57,8.65,,8.8,0.31,11.17,0.2,0.38,,,25.25,33.75,6.38,179.75,422.5,741.5,,
2022-07-23 15:00:00,2022-07-23 16:00:00,48.5,3.5,13.05,9.68,,7.6,0.33,17.06,0.28,0.35,,,25.62,36.0,8.68,190.25,422.25,743.25,,
2022-07-23 16:00:00,2022-07-23 17:00:00,56.75,4.6,12.32,9.5,,4.1,0.29,16.89,0.25,0.33,,,28.47,38.5,8.8,187.0,410.25,757.75,,
2022-07-23 17:00:00,2022-07-23 18:00:00,57.5,,47.88,30.5,,,0.37,43.43,0.28,0.3,,,35.35,43.0,9.17,180.5,390.25,790.5,,
2022-07-23 18:00:00,2022-07-23 19:00:00,52.0,,24.97,17.75,,,0.2,14.86,0.2,0.35,,,31.15,48.75,7.92,186.0,282.5,776.25,,
2022-07-23 19:00:00,2022-07-23 20:00:00,47.0,3.93,11.35,9.55,,1.15,0.21,4.71,0.2,0.38,,,26.45,52.75,7.3,185.25,55.0,749.25,,
2022-07-23 20:00:00,2022-07-23 21:00:00,41.25,3.25,11.12,8.53,,7.17,0.27,7.49,0.2,0.42,,,25.78,54.0,7.32,177.25,,745.0,,
2022-07-23 21:00:00,2022-07-23 22:00:00,38.5,4.22,9.97,8.72,,7.62,0.23,8.06,0.23,0.42,,,25.4,55.75,6.4,179.25,,742.75,,
2022-07-23 22:00:00,2022-07-23 23:00:00,29.75,4.12,10.62,9.0,,7.7,0.23,8.91,0.2,0.35,,,25.32,56.0,5.5,181.75,,748.25,,
2022-07-23 23:00:00,2022-07-24 00:00:00,35.75,2.25,11.92,8.18,,7.57,0.24,8.75,0.33,0.35,,,25.35,56.25,6.0,181.5,,742.0,,
2022-07-24 00:00:00,2022-07-24 01:00:00,35.75,3.62,10.65,8.6,,9.67,0.28,7.1,0.27,0.2,,,25.3,54.75,5.75,189.25,,742.0,,
2022-07-24 01:00:00,2022-07-24 02:00:00,26.75,4.12,8.9,8.1,,11.07,0.27,12.26,0.23,0.2,,,25.2,60.0,4.9,194.25,,741.0,,
2022-07-24 02:00:00,2022-07-24 03:00:00,19.5,3.25,9.53,7.7,,11.12,0.27,9.28,0.17,0.2,,,25.08,61.5,3.97,192.0,,740.5,,
2022-07-24 03:00:00,2022-07-24 04:00:00,23.0,3.65,12.18,9.45,,10.4,0.26,8.57,0.12,0.25,,,24.92,62.25,3.02,195.5,,740.0,,
2022-07-24 04:00:00,2022-07-24 05:00:00,39.75,2.7,11.45,8.28,,6.23,0.28,8.3,0.15,0.3,,,24.9,61.25,3.38,181.25,,740.0,,
2022-07-24 05:00:00,2022-07-24 06:00:00,39.75,5.1,11.38,10.2,,4.53,0.27,7.18,0.3,0.35,,,24.88,61.75,4.2,190.25,128.0,739.0,,
2022-07-24 06:00:00,2022-07-24 07:00:00,25.25,4.75,8.65,8.47,,4.85,0.26,12.04,0.2,0.42,,,24.83,60.25,4.45,188.5,322.5,739.0,,
2022-07-24 07:00:00,2022-07-24 08:00:00,30.5,3.95,11.7,9.45,,5.3,0.26,8.86,0.25,0.4,,,24.8,58.75,4.25,180.75,384.5,739.0,,
2022-07-24 08:00:00,2022-07-24 09:00:00,38.25,6.68,12.88,12.3,,3.83,0.24,13.1,1.73,0.82,,,24.8,54.5,4.05,191.75,403.75,739.0,,
2022-07-24 09:00:00,2022-07-24 10:00:00,47.25,5.67,10.45,10.15,,2.6,0.21,12.74,1.18,0.85,,,24.7,46.25,2.83,191.0,411.5,739.0,,
2022-07-24 10:00:00,2022-07-24 11:00:00,42.0,4.45,10.4,9.18,,2.47,0.28,13.62,1.1,0.93,,,25.25,39.5,2.27,181.75,421.75,741.5,,
2022-07-24 11:00:00,2022-07-24 12:00:00,33.0,4.3,9.73,8.67,,2.97,0.2,13.03,0.75,0.68,,,24.78,37.0,3.12,222.25,424.25,739.0,,
2022-07-24 12:00:00,2022-07-24 13:00:00,34.75,4.27,10.93,9.3,,3.17,0.24,18.19,0.78,1.48,,,24.58,46.75,5.42,160.25,425.5,738.0,,
2022-07-24 13:00:00,2022-07-24 14:00:00,44.5,5.48,13.97,11.85,,3.55,0.23,17.12,0.8,1.95,,,24.62,49.5,5.53,142.5,429.75,738.0,,
2022-07-24 14:00:00,2022-07-24 15:00:00,66.0,8.53,18.18,16.62,,3.7,0.23,12.92,0.62,1.45,,,24.72,51.5,5.6,72.5,426.5,738.75,,
2022-07-24 15:00:00,2022-07-24 16:00:00,87.0,8.05,19.57,16.98,,3.55,0.24,11.7,0.5,1.1,,,24.83,53.75,5.22,76.0,411.0,739.5,,
2022-07-24 16:00:00,2022-07-24 17:00:00,69.5,7.75,20.45,17.2,,3.23,0.29,10.26,0.4,0.62,,,25.23,50.75,5.07,64.0,408.0,741.5,,
2022-07-24 17:00:00,2022-07-24 18:00:00,40.75,2.5,14.35,10.6,,2.3,0.33,18.71,0.4,0.77,,,28.22,53.0,5.25,56.75,384.25,755.75,,
2022-07-24 18:00:00,2022-07-24 19:00:00,32.0,,22.85,16.9,,,0.35,38.38,0.53,0.9,,,34.7,57.25,3.8,60.75,295.5,788.0,,
2022-07-24 19:00:00,2022-07-24 20:00:00,35.0,,16.65,12.68,,,0.25,12.68,0.93,1.55,,,32.23,63.5,2.58,69.25,85.5,781.25,,
2022-07-24 20:00:00,2022-07-24 21:00:00,48.0,5.57,17.5,14.23,,4.63,0.19,8.62,1.08,2.67,,,26.35,68.75,1.35,136.25,,748.75,,
2022-07-24 21:00:00,2022-07-24 22:00:00,48.0,4.58,17.32,12.95,,8.78,0.14,10.93,1.12,2.95,,,25.57,65.75,1.48,167.5,,743.75,,
2022-07-24 22:00:00,2022-07-24 23:00:00,48.5,3.17,19.55,12.97,,9.95,0.14,7.23,1.15,3.23,,,25.4,61.0,2.72,182.25,,742.5,,
2022-07-24 23:00:00,2022-07-25 00:00:00,47.0,4.2,17.15,12.52,,10.38,0.12,9.85,0.85,1.95,,,25.23,62.75,1.75,215.75,,741.5,,
2022-07-25 00:00:00,2022-07-25 01:00:00,34.0,4.62,11.32,9.78,,9.83,0.26,9.83,0.83,2.15,,,25.1,64.25,1.15,228.5,,741.0,,
2022-07-25 01:00:00,2022-07-25 02:00:00,21.75,4.73,11.55,10.0,,9.05,0.25,10.9,0.85,2.73,,,25.02,63.5,2.23,198.25,,740.0,,
2022-07-25 02:00:00,2022-07-25 03:00:00,20.0,3.67,12.97,9.88,,9.88,0.24,8.02,0.7,2.0,,,24.88,64.5,1.02,212.0,,739.25,,
2022-07-25 03:00:00,2022-07-25 04:00:00,18.5,5.15,12.68,10.9,,9.93,0.24,6.2,0.67,2.12,,,24.8,65.5,1.85,197.5,,739.0,,
2022-07-25 04:00:00,2022-07-25 05:00:00,21.5,2.88,10.75,8.03,,5.97,0.28,7.64,0.6,1.85,,,24.7,66.5,1.42,220.75,,738.0,,
2022-07-25 05:00:00,2022-07-25 06:00:00,20.25,4.22,9.6,8.53,,4.78,0.26,6.54,0.62,2.02,,,24.68,67.5,0.82,236.25,172.0,738.0,,
2022-07-25 06:00:00,2022-07-25 07:00:00,30.0,6.27,11.95,11.3,,5.13,0.27,7.75,1.35,3.0,,,25.03,67.25,0.8,252.5,331.75,739.75,,
2022-07-25 07:00:00,2022-07-25 08:00:00,30.0,4.03,11.55,10.02,,3.6,0.28,7.24,2.27,3.25,,,25.45,57.5,1.9,234.0,390.5,743.25,,
2022-07-25 08:00:00,2022-07-25 09:00:00,29.75,6.12,9.05,9.8,,3.77,0.24,7.86,1.02,2.1,,,24.75,48.25,2.33,233.25,405.75,739.0,,
2022-07-25 09:00:00,2022-07-25 10:00:00,33.25,4.43,11.93,9.93,,3.48,0.23,15.0,0.9,2.0,,,24.7,41.75,2.0,242.5,413.0,738.25,,
2022-07-25 10:00:00,2022-07-25 11:00:00,43.0,4.22,9.32,8.38,,3.47,0.28,18.09,1.0,2.45,,,24.6,37.75,1.45,234.25,415.5,738.0,,
2022-07-25 11:00:00,2022-07-25 12:00:00,35.75,3.2,10.2,8.07,,3.53,0.21,18.09,0.75,1.68,,,24.5,37.0,3.88,281.25,425.25,737.5,,
2022-07-25 12:00:00,2022-07-25 13:00:00,46.25,4.7,11.23,9.83,,6.3,0.28,25.98,0.72,1.78,,,24.32,40.75,5.12,152.5,423.25,736.75,,
2022-07-25 13:00:00,2022-07-25 14:00:00,60.25,4.12,8.47,7.88,,6.75,0.24,20.68,0.93,2.73,,,24.1,38.75,5.88,152.0,430.75,735.25,,
2022-07-25 14:00:00,2022-07-25 15:00:00,55.5,4.88,9.22,8.85,,6.77,0.23,22.63,0.9,2.47,,,24.22,39.0,5.58,148.25,426.0,735.75,,
2022-07-25 15:00:00,2022-07-25 16:00:00,58.0,4.88,14.5,11.65,,6.25,0.23,21.6,0.9,2.18,,,24.48,42.25,6.2,79.5,413.5,737.75,,
2022-07-25 16:00:00,2022-07-25 17:00:00,56.75,4.7,11.75,10.07,,2.37,0.28,22.5,0.8,1.28,,,24.55,57.5,6.98,70.75,365.0,738.0,,
2022-07-25 17:00:00,2022-07-25 18:00:00,47.0,4.43,18.35,13.4,,2.0,0.29,27.02,0.7,1.12,,,24.68,74.5,4.67,94.25,343.0,802.5,,
2022-07-25 18:00:00,2022-07-25 19:00:00,51.75,5.3,18.3,14.07,,1.6,0.3,22.85,0.97,6.17,,,24.77,80.75,3.62,81.75,280.5,754.5,,
2022-07-25 19:00:00,2022-07-25 20:00:00,48.75,5.62,21.57,16.07,,1.77,0.3,19.11,1.38,4.6,,,24.8,79.0,2.82,94.75,18.5,742.75,,
2022-07-25 20:00:00,2022-07-25 21:00:00,68.75,3.65,19.72,13.2,,4.3,0.27,16.42,2.65,4.9,,,27.4,77.25,2.62,179.0,284.5,745.75,,
2022-07-25 21:00:00,2022-07-25 22:00:00,37.5,,25.02,16.18,,,0.26,9.93,1.4,2.88,,,30.7,80.75,2.98,96.75,304.75,803.5,,
2022-07-25 22:00:00,2022-07-25 23:00:00,33.0,3.77,26.0,16.85,,5.6,0.04,7.42,1.48,4.28,,,25.9,82.75,1.52,235.75,202.0,732.5,,
2022-07-25 23:00:00,2022-07-26 00:00:00,45.25,0.4,17.95,11.75,,6.9,0.09,9.3,1.35,3.22,,,27.25,82.75,2.8,285.0,41.5,738.5,,
2022-07-26 00:00:00,2022-07-26 01:00:00,26.0,1.1,11.75,8.6,,8.0,0.2,16.01,1.13,4.28,,,26.27,82.5,2.03,180.25,10.5,741.0,,
2022-07-26 01:00:00,2022-07-26 02:00:00,19.5,4.45,9.88,8.88,,9.73,0.13,10.55,0.82,3.45,,,25.07,82.25,1.0,185.75,,731.25,,
2022-07-26 02:00:00,2022-07-26 03:00:00,20.25,4.88,12.22,10.45,,10.25,0.12,5.19,0.85,4.72,,,24.82,83.75,0.75,262.25,,729.25,,
2022-07-26 03:00:00,2022-07-26 04:00:00,24.5,4.45,13.1,10.57,,10.07,0.11,7.58,0.92,3.6,,,24.67,84.0,2.02,288.25,209.0,733.75,,
2022-07-26 04:00:00,2022-07-26 05:00:00,18.5,3.6,12.45,9.53,,6.37,0.24,8.94,0.88,3.02,,,24.52,85.0,1.35,190.0,253.75,730.75,,
2022-07-26 05:00:00,2022-07-26 06:00:00,28.25,3.93,13.5,10.35,,5.65,0.23,6.49,1.08,2.85,,,24.5,86.0,1.47,233.0,176.0,869.0,,
2022-07-26 06:00:00,2022-07-26 07:00:00,40.25,4.53,13.93,11.07,,5.93,0.22,8.46,1.27,3.03,,,24.42,87.0,1.45,255.25,310.25,825.75,,
2022-07-26 07:00:00,2022-07-26 08:00:00,27.75,4.95,12.2,10.5,,6.65,0.22,8.73,1.62,2.62,,,24.4,85.5,1.27,255.75,391.75,789.5,,
2022-07-26 08:00:00,2022-07-26 09:00:00,24.75,6.38,11.68,11.4,,4.53,0.25,5.74,1.27,2.55,,,24.97,80.75,1.32,253.75,409.25,773.5,,
2022-07-26 09:00:00,2022-07-26 10:00:00,26.0,6.17,10.07,10.38,,4.5,0.21,7.88,1.2,2.77,,,24.5,70.75,1.43,268.5,419.5,747.5,,
2022-07-26 10:00:00,2022-07-26 11:00:00,23.25,3.0,10.78,8.2,,3.1,0.27,12.11,1.08,2.5,,,24.4,60.5,1.32,247.5,420.0,738.25,,
2022-07-26 11:00:00,2022-07-26 12:00:00,24.25,3.37,9.03,7.53,,3.6,0.19,15.18,0.85,1.82,,,24.35,53.5,2.57,276.0,430.25,738.0,,
2022-07-26 12:00:00,2022-07-26 13:00:00,25.75,3.63,10.6,8.6,,9.93,0.25,18.77,0.8,1.55,,,24.4,48.25,2.55,247.75,424.75,737.25,,
2022-07-26 13:00:00,2022-07-26 14:00:00,28.5,3.7,12.57,9.68,,13.42,0.24,22.51,0.82,2.97,,,24.4,53.0,3.88,218.75,430.25,737.0,,
2022-07-26 14:00:00,2022-07-26 15:00:00,31.25,2.3,13.65,9.1,,13.0,0.24,27.35,0.82,3.75,,,24.4,52.75,3.55,177.75,424.5,737.0,,
2022-07-26 15:00:00,2022-07-26 16:00:00,35.25,2.83,12.88,9.12,,12.28,0.24,25.49,0.8,4.4,,,24.45,54.75,4.3,150.0,421.75,737.25,,
2022-07-26 16:00:00,2022-07-26 17:00:00,36.75,3.45,15.8,11.22,,7.9,0.25,26.64,0.77,4.4,,,24.9,58.5,5.03,74.25,395.0,738.5,,
2022-07-26 17:00:00,2022-07-26 18:00:00,37.0,3.33,13.0,9.6,,5.7,0.23,16.83,0.7,2.15,,,24.73,70.25,4.55,199.25,289.5,737.75,,
2022-07-26 18:00:00,2022-07-26 19:00:00,30.5,4.6,17.17,12.88,,6.15,0.22,10.99,0.85,1.45,,,24.55,76.75,1.95,196.75,231.5,725.25,,
2022-07-26 19:00:00,2022-07-26 20:00:00,27.0,4.38,16.82,12.5,,6.53,0.22,9.14,0.85,2.0,,,24.48,75.25,0.9,211.5,39.5,730.75,,
2022-07-26 20:00:00,2022-07-26 21:00:00,31.25,4.92,23.4,16.43,,6.7,0.22,5.85,1.15,3.45,,,24.37,72.25,0.73,144.75,27.0,727.75,,
2022-07-26 21:00:00,2022-07-26 22:00:00,55.5,11.68,21.08,20.7,,6.5,0.2,3.4,1.55,4.98,,,24.45,76.0,1.4,224.25,24.25,720.5,,
2022-07-26 22:00:00,2022-07-26 23:00:00,39.75,8.55,20.18,17.68,,6.68,0.23,7.67,2.12,6.22,,,24.98,78.75,2.75,290.25,20.25,727.25,,
2022-07-26 23:00:00,2022-07-27 00:00:00,42.5,3.48,11.1,8.7,,5.12,0.2,7.56,2.27,5.95,,,24.5,78.0,2.8,293.0,17.5,725.5,,
2022-07-27 00:00:00,2022-07-27 01:00:00,19.25,3.55,13.4,10.05,,5.23,0.2,4.72,1.93,4.72,,,24.32,79.5,1.38,267.0,14.25,722.5,,
2022-07-27 01:00:00,2022-07-27 02:00:00,22.75,4.2,13.23,10.45,,5.25,0.18,5.39,1.68,4.2,,,24.28,81.0,0.85,257.0,13.5,719.75,,
2022-07-27 02:00:00,2022-07-27 03:00:00,15.75,3.8,12.8,9.9,,3.9,0.18,5.06,1.3,3.9,,,24.2,82.25,0.83,251.0,11.25,719.5,,
2022-07-27 03:00:00,2022-07-27 04:00:00,27.5,5.83,13.6,11.97,,4.83,0.18,5.64,1.52,5.05,,,24.18,83.5,0.68,161.75,10.0,717.75,,
2022-07-27 04:00:00,2022-07-27 05:00:00,43.0,6.22,14.78,12.93,,4.5,0.25,4.11,1.12,3.83,,,24.15,83.0,0.82,266.75,9.0,717.25,,
2022-07-27 05:00:00,2022-07-27 06:00:00,49.25,5.05,13.9,11.53,,4.25,0.23,6.51,1.0,3.35,,,24.1,84.25,0.93,257.5,26.5,713.0,,
2022-07-27 06:00:00,2022-07-27 07:00:00,28.5,5.77,13.95,12.12,,4.03,0.23,3.07,1.05,3.0,,,24.1,84.75,1.3,267.25,330.5,715.0,,
2022-07-27 07:00:00,2022-07-27 08:00:00,39.75,5.82,11.82,11.0,,3.73,0.23,5.18,1.77,3.48,,,24.02,79.0,2.85,289.25,399.75,727.75,,
2022-07-27 08:00:00,2022-07-27 09:00:00,22.25,5.72,11.03,10.5,,8.0,0.26,5.21,1.25,3.0,,,23.92,68.5,2.9,284.0,411.5,732.25,,
2022-07-27 09:00:00,2022-07-27 10:00:00,17.5,4.22,9.88,8.7,,8.35,0.23,8.62,1.05,2.5,,,23.9,57.0,3.15,281.25,426.25,734.5,,
2022-07-27 10:00:00,2022-07-27 11:00:00,19.25,5.2,9.55,9.32,,8.1,0.29,9.59,0.9,2.05,,,23.95,49.25,2.85,252.5,429.0,734.5,,
2022-07-27 11:00:00,2022-07-27 12:00:00,21.0,3.7,13.03,9.67,,7.7,0.25,16.61,1.0,2.42,,,25.62,48.0,2.9,158.0,420.75,743.0,,
2022-07-27 12:00:00,2022-07-27 13:00:00,23.25,,20.3,14.7,,,0.24,19.31,1.02,2.85,,,28.3,45.0,4.15,126.75,429.0,758.0,,
2022-07-27 13:00:00,2022-07-27 14:00:00,27.75,,14.8,12.7,,4.43,0.2,15.98,0.75,2.62,,,26.12,44.0,4.3,86.0,432.5,748.0,,
2022-07-27 14:00:00,2022-07-27 15:00:00,47.75,,,,,5.85,0.12,15.66,0.8,1.77,,,25.15,45.5,4.75,94.25,431.5,741.5,,
2022-07-27 15:00:00,2022-07-27 16:00:00,52.5,,,,,6.25,0.08,15.21,0.88,1.45,,,24.98,51.0,5.8,89.75,414.25,740.5,,
2022-07-27 16:00:00,2022-07-27 17:00:00,58.0,5.9,12.73,11.6,,5.9,0.18,15.8,0.6,1.0,,,25.1,60.5,5.35,108.25,343.0,741.25,,
2022-07-27 17:00:00,2022-07-27 18:00:00,26.25,3.12,14.3,10.15,,6.65,0.15,13.4,0.55,0.9,,,24.85,74.5,2.85,214.75,311.5,758.0,,
2022-07-27 18:00:00,2022-07-27 19:00:00,33.0,4.85,19.88,14.5,,6.33,0.15,12.02,0.53,0.85,,,24.73,82.25,2.22,158.0,299.5,725.0,,
2022-07-27 19:00:00,2022-07-27 20:00:00,62.5,4.42,20.93,14.72,,7.53,0.15,8.98,1.07,2.12,,,24.7,84.0,0.8,198.0,28.0,808.25,,
2022-07-27 20:00:00,2022-07-27 21:00:00,100.0,3.92,16.5,11.97,,6.13,0.26,4.19,1.2,2.15,,,25.3,84.75,0.53,225.0,20.5,742.5,,
2022-07-27 21:00:00,2022-07-27 22:00:00,28.25,4.85,16.92,12.93,,5.62,0.21,6.6,1.1,2.03,,,24.7,85.0,0.33,239.25,18.5,740.75,,
2022-07-27 22:00:00,2022-07-27 23:00:00,28.75,4.28,16.82,12.43,,5.15,0.2,7.83,1.08,2.62,,,24.52,85.5,0.3,216.0,18.0,738.75,,
2022-07-27 23:00:00,2022-07-28 00:00:00,27.5,3.88,12.6,9.85,,5.8,0.2,6.31,1.08,2.85,,,24.42,86.0,0.3,244.75,17.25,737.0,,
2022-07-28 00:00:00,2022-07-28 01:00:00,25.75,3.32,13.6,9.93,,4.43,0.25,10.69,1.12,2.92,,,24.32,86.0,0.3,241.25,17.5,737.75,,
2022-07-28 01:00:00,2022-07-28 02:00:00,25.25,3.78,11.85,9.38,,3.92,0.24,5.76,1.27,3.43,,,24.23,86.0,0.3,262.0,16.5,736.25,,
2022-07-28 02:00:00,2022-07-28 03:00:00,25.25,3.25,12.35,9.2,,4.22,0.24,4.33,1.52,3.8,,,24.2,86.0,0.3,266.5,16.0,736.0,,
2022-07-28 03:00:00,2022-07-28 04:00:00,23.5,5.35,14.05,11.82,,3.3,0.24,1.76,1.45,3.3,,,24.12,86.0,0.3,270.5,16.5,736.0,,
2022-07-28 04:00:00,2022-07-28 05:00:00,25.75,3.95,12.12,9.65,,4.37,0.26,6.04,1.3,3.3,,,24.1,86.75,0.3,256.25,18.25,736.0,,
2022-07-28 05:00:00,2022-07-28 06:00:00,27.25,4.82,13.38,11.03,,5.03,0.24,7.0,1.5,4.35,,,24.0,87.0,1.15,288.25,31.5,734.75,,
2022-07-28 06:00:00,2022-07-28 07:00:00,26.5,6.42,14.32,12.88,,5.1,0.23,2.93,1.6,4.15,,,23.98,88.0,0.3,260.75,314.75,734.25,,
2022-07-28 07:00:00,2022-07-28 08:00:00,34.5,7.67,15.1,14.27,,4.9,0.23,6.84,2.25,4.38,,,23.9,86.0,0.95,249.75,394.25,735.25,,
2022-07-28 08:00:00,2022-07-28 09:00:00,40.25,6.75,11.68,11.7,,2.83,0.22,6.01,1.98,4.45,,,23.9,77.0,3.02,291.0,418.25,734.0,,
2022-07-28 09:00:00,2022-07-28 10:00:00,27.25,4.55,10.45,9.25,,3.4,0.2,9.98,1.67,4.22,,,23.9,64.5,3.22,293.0,427.5,734.25,,
2022-07-28 10:00:00,2022-07-28 11:00:00,38.25,6.75,15.5,13.72,,3.67,0.3,11.08,1.38,3.05,,,24.0,55.75,2.97,274.0,429.75,735.0,,
2022-07-28 11:00:00,2022-07-28 12:00:00,82.75,23.5,23.17,31.43,,3.83,0.21,8.07,1.15,1.95,,,24.02,51.25,3.3,268.25,434.5,735.0,,
2022-07-28 12:00:00,2022-07-28 13:00:00,119.75,5.83,6.37,8.1,,2.47,0.24,11.98,0.9,2.2,,,24.0,47.5,4.15,235.75,437.5,735.0,,
2022-07-28 13:00:00,2022-07-28 14:00:00,26.25,4.57,9.17,8.57,,2.85,0.23,15.27,0.67,2.48,,,24.05,50.75,4.95,209.0,434.75,735.0,,
2022-07-28 14:00:00,2022-07-28 15:00:00,28.25,3.83,9.9,8.4,,2.85,0.27,16.11,0.72,2.23,,,24.98,55.0,5.28,152.25,432.0,740.25,,
2022-07-28 15:00:00,2022-07-28 16:00:00,28.5,4.53,9.7,8.82,,2.77,0.26,13.17,0.72,2.52,,,24.82,54.5,5.33,123.25,429.0,739.75,,
2022-07-28 16:00:00,2022-07-28 17:00:00,29.0,5.88,12.43,11.4,,5.93,0.27,11.61,0.6,2.02,,,24.82,57.25,5.22,70.0,405.75,739.75,,
2022-07-28 17:00:00,2022-07-28 18:00:00,52.5,4.4,10.2,9.0,,6.45,0.28,12.11,0.88,1.68,,,25.38,67.75,5.08,68.25,364.25,743.75,,
