From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),Xylene (ug/m3),AT (degree C),RF (mm)
2023-03-07 13:00:00,2023-03-07 14:00:00,24.27,51.9,4.67,9.19,13.86,7.35,4.28,0.59,7.48,,,,,,28.88,0.6,15.02,,30.92,0.0
2023-03-07 14:00:00,2023-03-07 15:00:00,24.25,51.67,5.17,9.11,14.28,8.12,4.99,0.58,7.94,,,,,,25.82,0.71,7.0,,31.77,0.0
2023-03-07 15:00:00,2023-03-07 16:00:00,28.52,62.52,4.85,9.13,13.98,7.09,5.38,0.52,8.44,,,,,,25.39,0.88,2.43,,31.75,0.0
2023-03-07 16:00:00,2023-03-07 17:00:00,32.6,71.53,5.32,9.05,14.37,7.95,6.32,0.46,8.1,,,,,,24.88,0.5,3.06,,31.93,0.0
2023-03-07 17:00:00,2023-03-07 18:00:00,35.55,73.35,5.0,9.17,14.17,7.9,7.81,0.65,7.38,,,,,,26.22,0.22,12.11,,31.53,0.0
2023-03-07 18:00:00,2023-03-07 19:00:00,44.1,99.45,4.65,9.36,14.0,6.96,6.43,1.21,5.32,,,,,,36.25,0.15,44.47,,29.29,0.0
2023-03-07 19:00:00,2023-03-07 20:00:00,44.57,96.77,4.68,9.16,13.85,7.71,6.6,1.86,3.54,,,,,,41.88,0.06,13.23,,27.5,0.0
2023-03-07 20:00:00,2023-03-07 21:00:00,55.12,107.58,4.63,9.32,13.95,7.23,6.95,2.34,2.43,,,,,,48.64,0.07,273.78,,26.05,0.0
2023-03-07 21:00:00,2023-03-07 22:00:00,60.67,119.57,5.11,8.92,14.04,8.13,7.32,2.91,2.25,,,,,,54.27,0.05,305.26,,24.8,0.0
2023-03-07 22:00:00,2023-03-07 23:00:00,68.1,133.9,5.06,9.26,14.32,7.97,7.57,3.56,2.27,,,,,,57.76,0.07,185.74,,24.24,0.0
2023-03-07 23:00:00,2023-03-08 00:00:00,98.4,189.87,4.66,9.26,13.92,7.6,7.85,3.52,2.35,,,,,,51.36,0.11,339.23,,25.27,0.0
2023-03-08 00:00:00,2023-03-08 01:00:00,102.9,199.47,5.13,9.09,14.23,8.03,0.13,2.88,2.31,,,,,,57.34,0.07,207.75,,23.77,0.0
2023-03-08 01:00:00,2023-03-08 02:00:00,101.15,196.22,4.89,9.04,13.93,7.54,0.23,2.21,2.17,,,,,,57.31,0.05,106.98,,23.41,0.0
2023-03-08 02:00:00,2023-03-08 03:00:00,76.97,154.65,4.92,9.24,14.17,8.09,0.21,0.97,3.43,,,,,,50.85,0.06,259.31,,23.72,0.0
2023-03-08 03:00:00,2023-03-08 04:00:00,58.85,122.55,3.97,9.48,13.45,5.88,0.17,0.57,4.69,,,,,,48.77,0.13,219.4,,23.59,0.0
2023-03-08 04:00:00,2023-03-08 05:00:00,73.0,155.95,4.89,9.04,13.93,7.72,0.3,0.66,4.18,,,,,,53.14,0.55,264.49,,22.84,0.0
2023-03-08 05:00:00,2023-03-08 06:00:00,62.8,130.57,4.94,9.02,13.96,7.97,0.56,0.56,3.87,,,,,,53.14,0.44,158.09,,22.27,0.0
2023-03-08 06:00:00,2023-03-08 07:00:00,53.73,125.07,4.83,9.27,14.11,7.76,0.73,0.6,4.39,,,,,,49.03,0.48,174.22,,22.16,0.0
2023-03-08 07:00:00,2023-03-08 08:00:00,44.25,113.95,4.87,9.09,13.95,7.24,2.3,0.38,4.86,,,,,,41.92,1.06,338.47,,22.39,0.0
2023-03-08 08:00:00,2023-03-08 09:00:00,40.3,93.47,4.71,9.26,13.97,7.32,3.71,0.36,4.26,,,,,,40.05,0.99,266.09,,23.44,0.0
2023-03-08 09:00:00,2023-03-08 10:00:00,36.65,85.77,4.84,9.15,13.99,8.02,7.83,0.35,5.28,,,,,,34.69,1.33,265.25,,25.42,0.0
2023-03-08 10:00:00,2023-03-08 11:00:00,30.6,74.0,4.92,9.16,14.08,7.77,10.06,0.34,6.04,,,,,,30.57,1.37,91.93,,27.66,0.0
2023-03-08 11:00:00,2023-03-08 12:00:00,24.57,72.78,4.03,9.35,13.38,6.21,8.16,0.35,6.5,,,,,,28.27,1.37,269.52,,29.3,0.0
2023-03-08 12:00:00,2023-03-08 13:00:00,19.38,59.15,4.86,9.18,14.03,7.97,6.28,0.39,6.41,,,,,,26.18,0.99,92.3,,31.12,0.0
2023-03-08 13:00:00,2023-03-08 14:00:00,16.28,46.48,5.05,9.11,14.16,7.86,5.79,0.36,6.56,,,,,,23.09,0.74,14.49,,32.56,0.0
2023-03-08 14:00:00,2023-03-08 15:00:00,19.17,50.6,4.66,9.21,13.87,6.97,5.81,0.32,6.56,,,,,,20.24,0.82,16.14,,33.5,0.0
2023-03-08 15:00:00,2023-03-08 16:00:00,16.85,44.45,4.99,9.09,14.09,7.59,6.4,0.38,6.53,,,,,,16.7,0.71,6.5,,34.01,0.0
2023-03-08 16:00:00,2023-03-08 17:00:00,18.45,48.93,4.99,9.11,14.1,7.39,5.11,0.29,5.83,,,,,,12.88,0.76,8.94,,34.0,0.0
2023-03-08 17:00:00,2023-03-08 18:00:00,18.3,47.85,5.32,8.89,14.21,8.25,3.96,0.32,5.75,,,,,,13.6,0.73,60.52,,32.77,0.0
2023-03-08 18:00:00,2023-03-08 19:00:00,22.73,49.22,4.89,9.16,14.05,7.38,4.67,0.59,4.79,,,,,,19.85,0.19,8.3,,30.77,0.0
2023-03-08 19:00:00,2023-03-08 20:00:00,39.65,92.95,4.87,9.24,14.12,7.4,5.56,0.43,4.71,,,,,,26.34,1.04,349.79,,28.23,0.0
2023-03-08 20:00:00,2023-03-08 21:00:00,25.2,66.25,4.89,9.35,14.24,7.63,14.12,0.29,4.87,,,,,,30.69,0.92,93.24,,26.37,0.0
2023-03-08 21:00:00,2023-03-08 22:00:00,22.5,53.98,4.65,9.25,13.91,7.06,15.06,0.35,4.77,,,,,,31.5,0.66,182.84,,25.53,0.0
2023-03-08 22:00:00,2023-03-08 23:00:00,23.75,56.73,4.75,9.18,13.93,7.47,11.07,0.39,4.62,,,,,,30.55,0.71,94.72,,25.39,0.0
2023-03-08 23:00:00,2023-03-09 00:00:00,24.8,58.33,4.27,9.24,13.5,5.49,9.38,0.44,3.98,,,,,,32.73,0.19,231.07,,24.83,0.0
2023-03-09 00:00:00,2023-03-09 01:00:00,22.12,56.05,5.18,8.95,14.13,7.81,4.64,0.35,4.34,,,,,,36.07,0.6,266.85,,24.2,0.0
2023-03-09 01:00:00,2023-03-09 02:00:00,16.95,41.9,5.27,8.96,14.23,7.96,4.22,0.3,4.28,,,,,,38.1,0.51,180.45,,23.55,0.0
2023-03-09 02:00:00,2023-03-09 03:00:00,17.32,43.17,4.63,9.13,13.76,7.31,3.75,0.31,3.85,,,,,,42.38,0.27,262.56,,22.8,0.0
2023-03-09 03:00:00,2023-03-09 04:00:00,19.43,44.55,4.99,9.12,14.11,7.44,4.89,0.25,4.18,,,,,,41.53,0.56,4.27,,22.55,0.0
2023-03-09 04:00:00,2023-03-09 05:00:00,19.85,44.05,4.79,9.08,13.87,7.42,5.81,0.23,4.12,,,,,,42.41,0.42,181.64,,22.06,0.0
2023-03-09 05:00:00,2023-03-09 06:00:00,19.02,42.0,4.78,9.19,13.97,7.22,6.49,0.27,3.89,,,,,,45.93,0.12,345.57,,21.14,0.0
2023-03-09 06:00:00,2023-03-09 07:00:00,20.52,44.4,5.18,9.18,14.37,8.46,5.82,0.36,3.1,,,,,,49.56,0.4,174.74,,20.73,0.0
2023-03-09 07:00:00,2023-03-09 08:00:00,25.25,58.78,5.44,9.21,14.64,8.87,5.65,0.48,2.99,,,,,,49.88,0.26,347.51,,20.83,0.0
2023-03-09 08:00:00,2023-03-09 09:00:00,25.73,59.52,4.66,9.13,13.79,6.8,5.11,0.54,3.74,,,,,,46.28,0.73,259.08,,22.34,0.0
2023-03-09 09:00:00,2023-03-09 10:00:00,23.9,52.22,4.88,9.09,13.97,7.01,4.84,0.53,4.43,,,,,,41.07,0.92,226.32,,24.16,0.0
2023-03-09 10:00:00,2023-03-09 11:00:00,25.77,57.05,4.65,9.12,13.78,7.15,7.6,0.49,4.52,,,,,,35.08,0.84,329.92,,26.56,0.0
2023-03-09 11:00:00,2023-03-09 12:00:00,28.82,70.03,4.72,9.04,13.77,7.23,29.49,0.44,6.77,,,,,,26.32,0.98,118.72,,29.25,0.0
2023-03-09 12:00:00,2023-03-09 13:00:00,20.5,52.78,4.93,9.2,14.13,7.92,21.11,0.32,6.16,,,,,,21.36,0.63,258.38,,30.96,0.0
2023-03-09 13:00:00,2023-03-09 14:00:00,25.55,59.0,5.0,9.04,14.04,7.55,18.98,0.3,5.57,,,,,,18.27,0.53,228.74,,32.31,0.0
2023-03-09 14:00:00,2023-03-09 15:00:00,19.75,43.75,5.26,9.1,14.36,7.98,15.52,0.23,5.8,,,,,,14.77,1.07,177.17,,32.56,0.0
2023-03-09 15:00:00,2023-03-09 16:00:00,19.95,46.9,4.12,9.42,13.54,6.27,9.31,0.2,5.63,,,,,,12.77,1.0,156.08,,32.91,0.0
2023-03-09 16:00:00,2023-03-09 17:00:00,19.05,43.73,4.79,9.25,14.04,7.27,6.47,0.17,5.44,,,,,,13.56,0.98,103.83,,32.53,0.0
2023-03-09 17:00:00,2023-03-09 18:00:00,16.88,36.08,4.7,9.25,13.95,7.06,5.13,0.25,5.24,,,,,,12.9,0.62,209.41,,31.91,0.0
2023-03-09 18:00:00,2023-03-09 19:00:00,20.23,42.48,4.57,9.18,13.75,7.0,4.36,0.39,4.79,,,,,,13.55,0.8,5.82,,30.64,0.0
2023-03-09 19:00:00,2023-03-09 20:00:00,27.2,55.5,5.0,9.22,14.22,7.43,4.92,1.06,2.99,,,,,,17.12,0.2,1.34,,28.29,0.0
2023-03-09 20:00:00,2023-03-09 21:00:00,33.48,65.28,5.06,8.91,13.98,7.64,6.79,2.41,2.12,,,,,,23.99,0.09,181.66,,25.36,0.0
2023-03-09 21:00:00,2023-03-09 22:00:00,43.25,82.82,4.91,9.16,14.08,7.83,9.21,4.07,2.18,,,,,,29.63,0.06,194.7,,24.36,0.0
2023-03-09 22:00:00,2023-03-09 23:00:00,55.75,104.83,4.62,9.32,13.94,6.66,10.42,3.84,2.03,,,,,,30.19,0.05,104.27,,23.69,0.0
2023-03-09 23:00:00,2023-03-10 00:00:00,59.13,110.77,4.46,9.4,13.86,6.84,10.69,2.94,2.06,,,,,,33.01,0.05,214.94,,23.16,0.0
2023-03-10 00:00:00,2023-03-10 01:00:00,82.4,161.88,5.1,9.08,14.18,8.2,6.66,2.46,2.08,,,,,,34.12,0.22,95.47,,23.53,0.0
2023-03-10 01:00:00,2023-03-10 02:00:00,80.18,153.52,4.72,9.16,13.88,7.42,6.96,1.75,2.01,,,,,,35.0,0.09,3.05,,22.49,0.0
2023-03-10 02:00:00,2023-03-10 03:00:00,66.38,134.42,4.77,9.13,13.9,7.05,6.58,1.38,2.02,,,,,,38.64,0.04,186.45,,21.66,0.0
2023-03-10 03:00:00,2023-03-10 04:00:00,64.15,124.55,5.02,9.08,14.1,7.63,5.97,1.14,2.02,,,,,,41.97,0.07,174.8,,21.3,0.0
2023-03-10 04:00:00,2023-03-10 05:00:00,53.9,105.05,4.71,9.21,13.92,7.43,6.44,0.55,2.65,,,,,,34.39,0.3,90.92,,22.12,0.0
2023-03-10 05:00:00,2023-03-10 06:00:00,43.75,86.72,4.23,9.39,13.62,6.43,6.09,0.49,2.9,,,,,,34.94,0.33,6.5,,21.89,0.0
2023-03-10 06:00:00,2023-03-10 07:00:00,56.05,116.6,4.95,9.15,14.1,7.55,5.76,0.44,3.42,,,,,,36.1,0.42,94.46,,21.67,0.0
2023-03-10 07:00:00,2023-03-10 08:00:00,58.32,125.32,5.18,9.07,14.25,8.63,5.52,0.59,2.8,,,,,,39.36,0.43,93.94,,21.46,0.0
2023-03-10 08:00:00,2023-03-10 09:00:00,53.38,111.25,4.42,9.35,13.76,6.48,5.24,0.66,3.89,,,,,,34.77,0.57,178.45,,24.24,0.0
2023-03-10 09:00:00,2023-03-10 10:00:00,41.38,88.38,4.88,9.25,14.13,7.4,5.33,0.59,4.83,,,,,,30.1,0.84,180.99,,26.93,0.0
2023-03-10 10:00:00,2023-03-10 11:00:00,39.27,84.3,5.23,8.95,14.18,7.96,9.99,0.59,5.4,,,,,,25.38,0.77,269.48,,29.29,0.0
2023-03-10 11:00:00,2023-03-10 12:00:00,41.67,85.3,4.94,9.23,14.17,7.67,19.15,0.45,6.0,,,,,,20.73,0.89,2.9,,31.1,0.0
2023-03-10 12:00:00,2023-03-10 13:00:00,29.92,72.55,4.45,9.39,13.84,7.31,18.12,0.28,5.53,,,,,,14.93,0.68,89.81,,32.47,0.0
2023-03-10 13:00:00,2023-03-10 14:00:00,20.1,53.4,4.69,9.3,13.98,7.35,12.82,0.12,5.45,,,,,,12.52,0.61,283.81,,32.73,0.0
2023-03-10 14:00:00,2023-03-10 15:00:00,28.45,70.35,4.75,9.36,14.11,7.51,15.58,0.13,5.36,,,,,,12.44,0.74,255.76,,33.2,0.0
2023-03-10 15:00:00,2023-03-10 16:00:00,26.88,70.05,4.56,9.22,13.79,6.57,12.29,0.11,5.41,,,,,,10.88,0.8,334.55,,33.25,0.0
2023-03-10 16:00:00,2023-03-10 17:00:00,21.0,46.02,4.74,9.17,13.91,7.09,11.77,0.11,5.42,,,,,,11.68,1.06,308.28,,32.96,0.0
2023-03-10 17:00:00,2023-03-10 18:00:00,21.8,46.83,4.61,9.32,13.93,7.26,6.42,0.18,5.38,,,,,,12.43,0.71,298.41,,32.37,0.0
2023-03-10 18:00:00,2023-03-10 19:00:00,25.72,55.3,4.55,9.38,13.93,7.06,4.72,0.31,4.81,,,,,,13.3,0.58,225.43,,31.19,0.0
2023-03-10 19:00:00,2023-03-10 20:00:00,26.68,57.17,4.77,9.27,14.03,7.6,4.73,1.09,2.94,,,,,,18.36,0.1,265.39,,28.25,0.0
2023-03-10 20:00:00,2023-03-10 21:00:00,36.47,70.92,4.88,9.09,13.98,7.63,6.81,3.13,2.13,,,,,,24.74,0.09,260.76,,25.99,0.0
2023-03-10 21:00:00,2023-03-10 22:00:00,48.92,95.07,4.69,9.26,13.95,7.34,8.53,4.24,2.13,,,,,,29.46,0.09,259.82,,24.79,0.0
2023-03-10 22:00:00,2023-03-10 23:00:00,57.32,107.88,5.04,9.22,14.25,7.92,8.93,4.34,2.09,,,,,,32.19,0.05,285.18,,24.62,0.0
2023-03-10 23:00:00,2023-03-11 00:00:00,75.5,146.0,4.84,9.25,14.08,7.81,8.84,3.79,2.02,,,,,,34.03,0.05,217.63,,23.83,0.0
2023-03-11 00:00:00,2023-03-11 01:00:00,92.18,172.58,4.96,9.14,14.1,8.06,4.58,3.15,2.06,,,,,,36.3,0.07,131.25,,22.87,0.0
2023-03-11 01:00:00,2023-03-11 02:00:00,83.35,161.3,4.57,9.26,13.84,6.6,4.26,2.41,2.04,,,,,,38.99,0.07,247.41,,22.21,0.0
2023-03-11 02:00:00,2023-03-11 03:00:00,73.65,141.18,4.7,9.31,14.02,7.79,4.48,1.82,2.01,,,,,,40.25,0.07,270.01,,21.73,0.0
2023-03-11 03:00:00,2023-03-11 04:00:00,76.08,147.57,5.02,9.2,14.22,8.22,4.7,1.05,2.0,,,,,,36.07,0.1,175.6,,22.56,0.0
2023-03-11 04:00:00,2023-03-11 05:00:00,71.8,140.4,5.33,8.87,14.2,8.46,4.98,0.68,2.09,,,,,,35.06,0.3,265.28,,22.32,0.0
2023-03-11 05:00:00,2023-03-11 06:00:00,62.18,123.25,4.75,9.18,13.94,7.13,5.85,0.4,4.28,,,,,,30.42,0.48,92.92,,22.79,0.0
2023-03-11 06:00:00,2023-03-11 07:00:00,44.35,90.28,4.71,9.27,13.98,6.63,4.37,0.46,3.25,,,,,,35.19,0.16,341.12,,22.07,0.0
2023-03-11 07:00:00,2023-03-11 08:00:00,73.58,153.28,5.13,9.21,14.34,7.78,4.33,0.63,2.91,,,,,,37.08,0.41,179.44,,22.09,0.0
2023-03-11 08:00:00,2023-03-11 09:00:00,58.2,125.62,4.76,9.35,14.1,7.46,4.06,0.67,4.15,,,,,,33.29,0.64,5.68,,24.47,0.0
2023-03-11 09:00:00,2023-03-11 10:00:00,39.25,95.8,4.74,9.3,14.04,6.92,3.84,0.57,5.44,,,,,,28.86,1.15,93.94,,27.27,0.0
2023-03-11 10:00:00,2023-03-11 11:00:00,38.35,85.53,4.83,9.14,13.97,6.86,4.63,0.52,5.69,,,,,,24.8,0.95,4.22,,29.66,0.0
2023-03-11 11:00:00,2023-03-11 12:00:00,38.2,84.55,5.15,9.18,14.34,7.34,10.96,0.42,6.12,,,,,,21.15,0.94,3.41,,31.66,0.0
2023-03-11 12:00:00,2023-03-11 13:00:00,35.55,76.6,5.08,9.12,14.2,7.96,10.97,0.29,6.06,,,,,,17.58,0.84,92.06,,32.58,0.0
2023-03-11 13:00:00,2023-03-11 14:00:00,26.32,62.05,4.81,9.29,14.1,7.75,6.6,0.21,5.67,,,,,,14.54,0.67,264.46,,33.49,0.0
2023-03-11 14:00:00,2023-03-11 15:00:00,24.93,64.1,4.74,9.16,13.9,7.72,4.46,0.19,5.46,,,,,,12.9,0.58,179.93,,34.2,0.0
2023-03-11 15:00:00,2023-03-11 16:00:00,21.48,61.23,4.83,9.25,14.07,7.11,6.85,0.17,5.84,,,,,,12.13,0.42,177.41,,34.52,0.0
2023-03-11 16:00:00,2023-03-11 17:00:00,21.45,46.15,4.51,9.11,13.61,7.26,10.3,0.18,5.62,,,,,,11.34,0.3,257.71,,34.75,0.0
2023-03-11 17:00:00,2023-03-11 18:00:00,26.8,56.65,4.98,9.12,14.1,7.46,7.12,0.39,5.5,,,,,,11.38,0.2,208.52,,33.8,0.0
2023-03-11 18:00:00,2023-03-11 19:00:00,28.8,58.2,4.7,9.25,13.95,7.09,5.42,0.62,4.4,,,,,,15.54,0.11,257.6,,31.43,0.0
2023-03-11 19:00:00,2023-03-11 20:00:00,33.0,64.2,4.65,9.22,13.87,7.48,5.31,1.31,3.23,,,,,,20.81,0.08,112.56,,29.21,0.0
2023-03-11 20:00:00,2023-03-11 21:00:00,53.8,104.62,4.85,9.15,14.0,7.61,5.88,3.23,2.17,,,,,,26.42,0.05,331.43,,27.4,0.0
2023-03-11 21:00:00,2023-03-11 22:00:00,62.48,122.98,4.89,9.13,14.02,7.98,6.11,3.3,2.21,,,,,,30.74,0.09,345.14,,25.86,0.0
2023-03-11 22:00:00,2023-03-11 23:00:00,76.67,154.3,4.95,9.08,14.03,7.79,6.6,3.75,2.15,,,,,,33.13,0.08,342.24,,25.2,0.0
2023-03-11 23:00:00,2023-03-12 00:00:00,92.63,184.37,4.75,9.08,13.83,7.39,7.22,3.42,2.03,,,,,,32.73,0.09,354.16,,24.78,0.0
2023-03-12 00:00:00,2023-03-12 01:00:00,76.85,147.28,5.02,9.18,14.2,7.58,4.53,1.3,2.01,,,,,,29.65,0.1,258.36,,25.15,0.0
2023-03-12 01:00:00,2023-03-12 02:00:00,73.47,143.25,5.19,9.0,14.19,7.81,4.55,0.72,2.57,,,,,,30.59,0.07,157.3,,24.28,0.0
2023-03-12 02:00:00,2023-03-12 03:00:00,57.53,113.65,4.36,9.38,13.73,6.82,4.12,0.6,2.88,,,,,,33.87,0.09,273.8,,23.28,0.0
2023-03-12 03:00:00,2023-03-12 04:00:00,67.58,137.4,4.62,9.31,13.93,6.9,4.43,0.49,3.44,,,,,,32.04,0.39,178.09,,23.93,0.0
2023-03-12 04:00:00,2023-03-12 05:00:00,54.98,112.55,4.46,9.28,13.75,6.97,6.09,0.44,3.4,,,,,,34.75,0.09,230.64,,22.78,0.0
2023-03-12 05:00:00,2023-03-12 06:00:00,45.15,95.08,4.73,9.32,14.04,7.37,5.86,0.43,3.29,,,,,,36.72,0.06,186.05,,21.88,0.0
2023-03-12 06:00:00,2023-03-12 07:00:00,49.83,106.15,4.81,9.38,14.18,7.63,5.08,0.44,3.42,,,,,,35.36,0.36,99.04,,22.45,0.0
2023-03-12 07:00:00,2023-03-12 08:00:00,50.38,106.48,4.88,9.12,14.0,7.78,4.34,0.48,3.96,,,,,,33.86,0.65,92.63,,23.01,0.0
2023-03-12 08:00:00,2023-03-12 09:00:00,47.5,102.8,5.13,8.89,14.02,8.26,4.13,0.55,4.14,,,,,,31.68,0.65,92.69,,24.14,0.0
2023-03-12 09:00:00,2023-03-12 10:00:00,37.55,82.88,4.66,9.24,13.9,7.11,3.5,0.41,4.77,,,,,,28.68,0.88,345.27,,26.15,0.0
2023-03-12 10:00:00,2023-03-12 11:00:00,41.5,90.65,4.46,9.27,13.73,6.2,6.37,0.41,5.33,,,,,,25.56,0.8,,,28.67,0.0
2023-03-12 11:00:00,2023-03-12 12:00:00,45.02,99.05,4.45,9.58,14.04,7.24,7.61,0.41,6.28,,,,,,21.96,0.65,0.11,,31.26,0.0
2023-03-12 12:00:00,2023-03-12 13:00:00,45.32,100.88,5.0,9.2,14.2,7.8,6.56,0.4,6.85,,,,,,19.5,0.65,5.28,,33.12,0.0
2023-03-12 13:00:00,2023-03-12 14:00:00,39.35,84.3,4.56,9.25,13.8,6.94,7.02,0.34,6.42,,,,,,16.75,0.33,207.84,,33.66,0.0
2023-03-12 14:00:00,2023-03-12 15:00:00,33.35,73.3,4.64,9.31,13.95,7.04,9.99,0.3,6.14,,,,,,15.05,0.36,144.51,,34.62,0.0
2023-03-12 15:00:00,2023-03-12 16:00:00,34.92,80.3,5.07,9.21,14.28,8.11,12.54,0.23,6.01,,,,,,13.79,0.43,248.34,,34.05,0.0
2023-03-12 16:00:00,2023-03-12 17:00:00,29.75,66.33,4.48,9.44,13.92,7.32,6.4,0.1,5.23,,,,,,11.23,0.2,179.02,,34.66,0.0
2023-03-12 17:00:00,2023-03-12 18:00:00,36.42,83.97,4.86,9.09,13.95,7.28,7.69,0.19,5.31,,,,,,14.61,0.17,149.96,,33.35,0.0
2023-03-12 18:00:00,2023-03-12 19:00:00,33.58,72.25,4.84,9.19,14.03,7.81,3.72,0.66,3.95,,,,,,21.87,0.04,142.84,,30.51,0.0
2023-03-12 19:00:00,2023-03-12 20:00:00,46.02,94.67,4.58,9.16,13.74,6.73,3.62,2.39,2.62,,,,,,26.87,0.06,129.68,,28.09,0.0
2023-03-12 20:00:00,2023-03-12 21:00:00,63.0,122.15,4.98,9.21,14.19,7.88,4.18,3.66,2.11,,,,,,30.12,0.07,109.46,,26.89,0.0
2023-03-12 21:00:00,2023-03-12 22:00:00,61.68,122.3,5.13,9.03,14.16,8.09,3.97,3.37,2.1,,,,,,32.17,0.07,146.55,,26.12,0.0
2023-03-12 22:00:00,2023-03-12 23:00:00,79.92,156.75,4.44,9.51,13.95,7.17,4.31,4.75,2.12,,,,,,35.6,0.04,129.08,,25.67,0.0
2023-03-12 23:00:00,2023-03-13 00:00:00,93.47,177.4,4.14,9.35,13.49,6.5,5.12,5.13,2.05,,,,,,37.59,0.04,105.45,,25.29,0.0
2023-03-13 00:00:00,2023-03-13 01:00:00,100.0,190.43,5.39,8.87,14.26,8.89,1.27,4.38,2.03,,,,,,33.04,0.05,209.06,,25.66,0.0
2023-03-13 01:00:00,2023-03-13 02:00:00,70.8,138.68,5.46,9.01,14.46,9.17,1.23,1.47,2.59,,,,,,29.61,0.08,169.73,,25.48,0.0
2023-03-13 02:00:00,2023-03-13 03:00:00,53.45,111.77,5.01,9.18,14.2,7.58,0.57,0.64,3.46,,,,,,33.03,0.06,49.97,,24.31,0.0
2023-03-13 03:00:00,2023-03-13 04:00:00,61.28,133.1,5.35,8.99,14.34,8.28,0.2,0.58,3.2,,,,,,36.77,0.04,130.18,,23.71,0.0
2023-03-13 04:00:00,2023-03-13 05:00:00,62.0,133.9,5.05,9.16,14.22,7.92,0.15,0.61,3.2,,,,,,38.12,0.05,263.49,,23.4,0.0
2023-03-13 05:00:00,2023-03-13 06:00:00,56.4,119.03,4.49,9.37,13.86,7.21,0.27,0.49,3.24,,,,,,37.18,0.07,96.35,,23.48,0.0
2023-03-13 06:00:00,2023-03-13 07:00:00,86.53,178.73,4.61,9.25,13.87,7.27,0.32,0.58,2.73,,,,,,37.83,0.08,166.54,,23.43,0.0
2023-03-13 07:00:00,2023-03-13 08:00:00,139.75,281.25,5.12,9.22,14.34,8.28,0.25,0.78,2.34,,,,,,40.64,0.08,22.59,,23.51,0.0
2023-03-13 08:00:00,2023-03-13 09:00:00,60.12,122.87,4.3,9.34,13.64,6.61,0.21,0.82,3.37,,,,,,35.25,0.36,260.19,,25.46,0.0
2023-03-13 09:00:00,2023-03-13 10:00:00,66.5,146.95,4.85,9.16,14.0,7.64,0.48,0.97,4.25,,,,,,30.09,0.31,181.0,,27.97,0.0
2023-03-13 10:00:00,2023-03-13 11:00:00,58.0,120.85,4.62,9.37,13.99,7.31,2.93,0.75,5.95,,,,,,21.78,0.66,94.9,,30.4,0.0
2023-03-13 11:00:00,2023-03-13 12:00:00,56.53,122.25,4.95,9.25,14.2,8.14,2.13,0.46,6.4,,,,,,18.17,0.69,97.05,,32.19,0.0
2023-03-13 12:00:00,2023-03-13 13:00:00,50.75,112.83,4.93,9.14,14.07,7.79,7.5,0.38,6.04,,,,,,17.31,0.47,343.83,,33.38,0.0
2023-03-13 13:00:00,2023-03-13 14:00:00,40.75,90.47,5.03,9.12,14.14,7.89,20.14,0.25,5.75,,,,,,14.49,0.42,266.02,,33.95,0.0
2023-03-13 14:00:00,2023-03-13 15:00:00,36.92,85.65,5.03,9.18,14.21,8.21,61.76,0.26,5.63,,,,,,14.34,0.33,89.88,,34.51,0.0
2023-03-13 15:00:00,2023-03-13 16:00:00,54.88,115.08,5.0,9.12,14.12,7.45,34.61,0.23,6.09,,,,,,13.73,0.56,256.95,,34.74,0.0
2023-03-13 16:00:00,2023-03-13 17:00:00,64.67,120.7,4.95,9.18,14.13,7.55,14.17,0.28,5.41,,,,,,13.37,0.59,8.14,,34.72,0.0
2023-03-13 17:00:00,2023-03-13 18:00:00,29.35,62.65,4.49,9.31,13.81,6.75,10.84,0.3,5.25,,,,,,15.17,0.24,175.96,,33.65,0.0
2023-03-13 18:00:00,2023-03-13 19:00:00,40.12,84.25,4.85,9.09,13.95,7.09,5.31,1.59,3.34,,,,,,22.75,0.07,182.73,,30.72,0.0
2023-03-13 19:00:00,2023-03-13 20:00:00,63.62,128.0,4.67,9.23,13.9,7.34,4.32,4.19,2.19,,,,,,29.45,0.08,325.52,,28.55,0.0
2023-03-13 20:00:00,2023-03-13 21:00:00,71.1,138.93,5.1,9.1,14.2,7.75,5.51,7.17,2.23,,,,,,34.12,0.07,336.93,,27.55,0.0
2023-03-13 21:00:00,2023-03-13 22:00:00,85.35,164.45,4.58,9.24,13.82,7.5,5.64,7.73,2.12,,,,,,36.39,0.09,172.17,,26.58,0.0
2023-03-13 22:00:00,2023-03-13 23:00:00,90.6,181.83,4.91,9.07,13.98,7.53,4.18,4.91,2.05,,,,,,35.71,0.08,109.74,,25.96,0.0
2023-03-13 23:00:00,2023-03-14 00:00:00,101.9,201.27,4.61,9.15,13.76,7.23,4.4,4.06,2.18,,,,,,35.63,0.08,227.51,,25.46,0.0
2023-03-14 00:00:00,2023-03-14 01:00:00,95.6,193.92,4.47,9.33,13.8,6.62,3.36,1.44,2.49,,,,,,35.86,0.07,217.31,,24.75,0.0
