From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm),AT (degree C)
2023-01-20 03:00:00,2023-01-20 04:00:00,6.0,23.0,,19.65,11.9,5.7,23.5,0.98,37.98,0.1,0.1,,,,,73.0,1.68,44.5,12.0,741.0,0.0,0.0,18.83
2023-01-20 04:00:00,2023-01-20 05:00:00,8.5,23.0,0.5,21.52,11.7,7.77,31.37,1.39,36.35,0.1,0.1,,,,,77.25,2.05,48.25,12.0,741.0,0.0,0.0,18.32
2023-01-20 05:00:00,2023-01-20 06:00:00,17.0,24.0,,20.27,11.4,6.65,7.62,0.55,31.5,0.1,0.1,,,,,78.0,0.95,47.75,11.25,741.0,0.0,0.0,18.07
2023-01-20 06:00:00,2023-01-20 07:00:00,20.0,27.0,0.2,21.2,11.5,8.0,7.3,0.6,28.9,0.1,0.1,,,,,78.0,1.0,54.0,11.0,741.0,0.0,0.0,17.9
2023-01-20 07:00:00,2023-01-20 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20 08:00:00,2023-01-20 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20 09:00:00,2023-01-20 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20 10:00:00,2023-01-20 11:00:00,20.0,27.0,,,136.5,,,0.0,12.4,,,,,,,52.0,3.0,70.0,137.0,742.0,,0.0,25.75
2023-01-20 11:00:00,2023-01-20 12:00:00,,,1.2,17.37,174.67,6.67,8.0,1.19,67.53,0.1,0.1,,,,,49.33,4.13,90.0,174.67,742.0,0.0,0.0,26.63
2023-01-20 12:00:00,2023-01-20 13:00:00,,,1.5,18.02,136.9,5.38,20.85,1.53,58.78,0.1,0.1,,,,,43.25,5.35,78.75,136.75,741.25,0.0,0.0,27.38
2023-01-20 13:00:00,2023-01-20 14:00:00,10.0,33.0,1.43,16.75,159.32,7.03,22.52,1.6,61.62,0.1,0.1,,,,,41.0,4.55,84.0,159.5,741.0,0.0,0.0,28.05
2023-01-20 14:00:00,2023-01-20 15:00:00,10.0,33.0,1.2,19.67,119.35,5.9,30.6,1.56,72.8,,,,,,,42.5,5.45,74.5,119.5,741.0,,0.0,27.65
2023-01-20 15:00:00,2023-01-20 16:00:00,,,2.6,14.35,124.4,6.75,31.0,1.72,70.8,0.1,0.0,,,,,43.0,6.1,76.0,124.0,741.0,0.0,0.0,27.9
2023-01-20 16:00:00,2023-01-20 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20 17:00:00,2023-01-20 18:00:00,,,,,13.35,,,0.0,23.9,,,,,,,60.5,2.45,36.0,13.5,741.0,,0.0,23.45
2023-01-20 18:00:00,2023-01-20 19:00:00,103.0,150.0,1.1,26.67,11.18,10.15,31.4,1.61,38.23,0.2,0.08,,,,,71.0,2.92,45.0,11.0,741.0,0.0,0.0,21.93
2023-01-20 19:00:00,2023-01-20 20:00:00,114.25,156.0,1.4,40.4,10.95,15.28,34.95,1.54,18.32,0.35,0.15,,,,,74.5,2.03,48.5,11.0,741.0,0.05,0.0,20.55
2023-01-20 20:00:00,2023-01-20 21:00:00,135.75,162.5,0.6,35.83,10.8,13.1,34.5,1.63,17.45,0.4,0.2,,,,,76.0,1.45,55.0,11.0,741.0,0.1,0.0,19.6
2023-01-20 21:00:00,2023-01-20 22:00:00,96.67,125.5,1.45,32.75,10.83,12.15,36.83,1.7,12.8,0.3,0.2,,,,,79.5,1.18,53.0,11.0,741.0,0.1,0.0,19.3
2023-01-20 22:00:00,2023-01-20 23:00:00,94.5,122.0,0.98,40.23,12.88,15.53,34.67,1.67,5.65,0.3,0.2,,,,,82.25,0.62,161.5,13.0,741.0,0.17,0.0,18.58
2023-01-20 23:00:00,2023-01-21 00:00:00,102.0,137.25,0.2,42.1,16.88,15.23,12.12,0.55,3.45,0.3,0.2,,,,,81.0,0.78,87.25,16.75,741.0,0.1,0.0,18.02
2023-01-21 00:00:00,2023-01-21 01:00:00,104.25,146.75,0.2,43.65,18.18,16.07,9.35,0.47,0.93,0.38,0.2,,,,,83.0,0.5,101.0,18.0,741.0,0.2,0.0,17.38
2023-01-21 01:00:00,2023-01-21 02:00:00,111.0,148.75,0.85,44.3,15.22,16.42,10.7,0.45,,0.43,0.2,,,,,87.0,0.72,49.25,15.25,741.0,0.25,0.0,16.83
2023-01-21 02:00:00,2023-01-21 03:00:00,109.25,154.5,,45.5,9.72,16.9,13.3,0.03,,0.43,0.3,,,,,87.0,0.72,48.5,10.0,741.0,0.28,0.0,16.23
2023-01-21 03:00:00,2023-01-21 04:00:00,102.0,144.0,0.45,46.77,9.18,17.3,13.98,0.11,,0.4,0.3,,,,,87.0,1.52,48.0,9.0,741.0,0.3,0.0,16.2
2023-01-21 04:00:00,2023-01-21 05:00:00,91.0,122.75,1.15,40.3,8.67,15.07,12.37,0.36,,0.4,0.27,,,,,87.0,0.57,53.75,8.75,741.0,0.25,0.0,14.93
2023-01-21 05:00:00,2023-01-21 06:00:00,69.5,81.0,2.5,38.73,8.18,14.53,9.82,0.59,,0.4,0.22,,,,,87.0,0.33,52.0,8.0,741.0,0.2,0.0,13.73
2023-01-21 06:00:00,2023-01-21 07:00:00,59.0,66.0,1.3,42.05,8.3,15.2,10.9,0.62,,0.4,0.2,,,,,87.0,0.3,54.5,8.0,741.0,0.2,0.0,13.4
2023-01-21 07:00:00,2023-01-21 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21 08:00:00,2023-01-21 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21 09:00:00,2023-01-21 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21 10:00:00,2023-01-21 11:00:00,59.0,66.0,,,141.3,,,0.0,0.8,,,,,,,80.0,1.6,64.0,141.0,742.0,,0.0,22.8
2023-01-21 11:00:00,2023-01-21 12:00:00,,,1.13,26.13,156.05,10.4,17.1,1.94,56.0,0.5,0.2,,,,,65.5,1.75,82.0,156.0,742.0,0.1,0.0,25.15
2023-01-21 12:00:00,2023-01-21 13:00:00,197.0,278.0,0.85,33.9,127.6,12.6,13.33,0.55,87.45,0.47,0.2,,,,,51.75,1.9,76.5,127.5,741.5,0.1,0.0,27.58
2023-01-21 13:00:00,2023-01-21 14:00:00,187.25,266.5,1.25,32.73,156.18,12.17,27.33,0.41,90.57,0.4,0.15,,,,,46.0,2.7,81.75,156.25,741.0,0.0,0.0,28.05
2023-01-21 14:00:00,2023-01-21 15:00:00,158.0,232.0,,40.55,120.48,14.02,27.47,0.62,86.75,0.25,0.1,,,,,38.25,2.27,76.25,120.5,741.0,0.0,0.0,28.3
2023-01-21 15:00:00,2023-01-21 16:00:00,,,,42.1,96.8,15.4,32.8,0.79,108.8,0.2,0.1,,,,,38.0,0.7,70.0,97.0,741.0,0.0,0.0,28.9
2023-01-21 16:00:00,2023-01-21 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21 17:00:00,2023-01-21 18:00:00,,,,,13.15,,,0.0,38.1,,,,,,,59.5,1.25,36.5,13.0,741.0,,0.0,23.75
2023-01-21 18:00:00,2023-01-21 19:00:00,,,1.4,46.35,11.2,17.02,33.88,1.79,53.95,0.42,0.4,,,,,73.5,1.15,46.0,11.25,741.0,0.12,0.0,22.3
2023-01-21 19:00:00,2023-01-21 20:00:00,317.0,450.0,,65.48,10.68,23.77,33.2,1.75,26.02,0.53,0.53,,,,,77.75,1.07,50.5,11.0,741.0,0.23,0.0,21.4
2023-01-21 20:00:00,2023-01-21 21:00:00,315.75,441.5,1.12,64.35,10.97,24.6,32.77,1.88,18.05,0.68,0.55,,,,,82.5,1.05,65.25,11.0,741.0,0.35,0.0,20.45
2023-01-21 21:00:00,2023-01-21 22:00:00,309.75,411.75,0.9,51.72,12.38,19.75,34.17,1.98,19.18,0.7,0.43,,,,,82.25,1.07,168.5,12.5,741.0,0.3,0.0,19.62
2023-01-21 22:00:00,2023-01-21 23:00:00,300.0,393.25,0.73,48.88,11.93,18.43,35.53,2.04,15.68,0.7,0.3,,,,,81.0,0.9,112.75,11.75,741.0,0.3,0.0,18.77
2023-01-21 23:00:00,2023-01-22 00:00:00,288.75,375.25,1.45,53.35,10.7,20.03,7.95,0.55,8.5,0.7,0.3,,,,,83.5,0.88,55.75,10.5,741.0,0.3,0.0,18.23
2023-01-22 00:00:00,2023-01-22 01:00:00,274.25,361.75,0.45,43.1,9.62,16.05,6.0,0.47,15.6,0.73,0.3,,,,,87.0,3.12,51.0,9.25,741.0,0.23,0.0,17.62
2023-01-22 01:00:00,2023-01-22 02:00:00,245.5,324.0,0.95,38.62,8.72,14.92,5.88,0.44,17.6,0.62,0.3,,,,,87.0,2.6,50.25,8.75,741.0,0.2,0.0,17.73
2023-01-22 02:00:00,2023-01-22 03:00:00,227.0,305.25,0.8,39.8,8.53,15.3,4.6,,10.9,0.6,0.3,,,,,87.0,1.45,49.25,8.5,741.0,0.25,0.0,16.75
2023-01-22 03:00:00,2023-01-22 04:00:00,217.75,280.25,0.55,37.52,8.42,14.28,5.1,,10.85,0.6,0.3,,,,,87.0,1.52,48.25,8.0,741.0,0.3,0.0,16.35
2023-01-22 04:00:00,2023-01-22 05:00:00,194.0,257.75,0.4,44.47,8.4,16.65,5.93,0.05,5.55,0.6,0.3,,,,,87.0,1.57,55.75,8.0,741.0,0.25,0.0,15.82
2023-01-22 05:00:00,2023-01-22 06:00:00,170.0,233.0,0.6,40.58,8.38,15.25,1.93,0.56,2.2,0.6,0.3,,,,,87.0,0.5,54.75,8.0,741.0,0.3,0.0,14.2
2023-01-22 06:00:00,2023-01-22 07:00:00,,,,40.75,8.4,15.0,3.15,0.65,1.9,0.4,0.2,,,,,87.0,0.75,53.5,8.0,741.0,0.2,0.0,13.85
2023-01-22 07:00:00,2023-01-22 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22 08:00:00,2023-01-22 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22 09:00:00,2023-01-22 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22 10:00:00,2023-01-22 11:00:00,,,,,137.8,,,0.0,6.2,,,,,,,77.0,1.8,64.0,138.0,741.0,,0.0,23.0
2023-01-22 11:00:00,2023-01-22 12:00:00,,282.0,1.1,30.03,150.93,11.17,32.63,1.74,64.45,0.6,0.3,,,,,65.5,2.95,75.75,151.0,741.0,0.3,0.0,24.85
2023-01-22 12:00:00,2023-01-22 13:00:00,213.75,278.75,0.95,39.42,131.25,14.5,33.17,1.11,88.3,0.53,0.22,,,,,52.0,2.2,78.25,131.0,741.0,0.12,0.0,27.27
2023-01-22 13:00:00,2023-01-22 14:00:00,187.33,253.75,0.3,30.05,138.95,11.18,33.12,0.54,106.85,0.4,0.2,,,,,42.75,2.23,80.0,138.75,741.0,0.03,0.0,28.45
2023-01-22 14:00:00,2023-01-22 15:00:00,139.25,202.5,1.0,27.85,119.15,9.82,35.65,0.46,110.83,0.35,0.1,,,,,42.0,1.32,77.0,119.25,741.0,0.0,0.0,28.92
2023-01-22 15:00:00,2023-01-22 16:00:00,135.0,191.5,0.9,27.18,79.17,10.12,33.05,0.36,109.72,0.3,0.1,,,,,46.0,2.23,68.0,79.25,741.0,0.0,0.0,28.05
2023-01-22 16:00:00,2023-01-22 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22 17:00:00,2023-01-22 18:00:00,,,,,11.0,,,0.0,0.6,,,,,,,61.0,1.9,35.0,11.0,741.0,,0.0,23.6
2023-01-22 18:00:00,2023-01-22 19:00:00,,,1.4,45.7,10.43,17.05,,1.58,33.67,,,,,,,65.67,1.23,42.67,10.0,741.0,,0.0,22.53
2023-01-22 19:00:00,2023-01-22 20:00:00,,,0.3,46.17,10.25,16.98,24.97,1.67,41.65,0.38,0.2,,,,,72.5,1.12,48.0,10.0,741.0,0.08,0.0,21.4
2023-01-22 20:00:00,2023-01-22 21:00:00,233.0,307.0,0.7,49.33,10.15,18.35,32.08,1.66,28.02,0.45,0.2,,,,,76.25,0.93,50.75,10.0,741.0,0.12,0.0,20.57
2023-01-22 21:00:00,2023-01-22 22:00:00,230.25,300.75,1.3,48.83,10.22,18.23,22.45,1.76,19.18,0.65,0.35,,,,,81.0,0.4,55.75,10.0,741.0,0.23,0.0,19.68
2023-01-22 22:00:00,2023-01-22 23:00:00,206.5,263.25,0.95,52.88,10.85,19.85,17.43,1.81,8.5,0.47,0.33,,,,,82.0,0.78,76.0,10.75,741.0,0.15,0.0,18.92
2023-01-22 23:00:00,2023-01-23 00:00:00,155.5,202.5,0.73,38.5,12.42,14.35,14.72,0.54,15.43,0.45,0.2,,,,,81.5,1.55,168.0,12.25,741.0,0.15,0.0,18.75
2023-01-23 00:00:00,2023-01-23 01:00:00,141.25,191.5,0.87,33.72,12.88,12.78,13.9,0.48,15.95,0.4,0.2,,,,,81.25,1.15,177.25,13.0,741.0,0.05,0.0,18.43
2023-01-23 01:00:00,2023-01-23 02:00:00,136.75,193.5,0.7,34.88,12.47,13.1,12.25,0.31,12.2,0.38,0.2,,,,,81.0,0.95,144.5,12.5,741.0,0.12,0.0,18.07
2023-01-23 02:00:00,2023-01-23 03:00:00,127.67,173.25,0.8,35.1,12.02,13.5,12.9,,7.2,0.33,0.2,,,,,82.75,0.35,124.0,12.0,741.0,0.12,0.0,17.62
2023-01-23 03:00:00,2023-01-23 04:00:00,121.75,159.75,0.2,32.95,10.1,12.25,12.68,,6.45,0.3,0.2,,,,,87.0,0.48,82.75,10.0,741.0,0.12,0.0,17.35
2023-01-23 04:00:00,2023-01-23 05:00:00,116.75,151.5,0.25,30.42,10.05,11.28,12.97,,4.88,0.3,0.2,,,,,87.0,0.6,48.25,10.0,741.0,0.1,0.0,17.1
2023-01-23 05:00:00,2023-01-23 06:00:00,113.0,147.0,0.7,29.5,11.1,11.23,10.47,0.65,4.4,0.3,0.17,,,,,87.0,0.73,56.67,11.33,741.0,0.1,0.0,16.5
2023-01-23 06:00:00,2023-01-23 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 07:00:00,2023-01-23 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 08:00:00,2023-01-23 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 09:00:00,2023-01-23 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 10:00:00,2023-01-23 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 11:00:00,2023-01-23 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 12:00:00,2023-01-23 13:00:00,113.0,147.0,,24.3,129.95,7.9,14.85,2.03,79.78,,,,,,,42.25,2.02,79.0,130.0,741.0,,0.0,29.4
2023-01-23 13:00:00,2023-01-23 14:00:00,102.0,168.0,0.95,27.5,164.78,10.27,20.43,1.93,94.53,,,,,,,38.0,2.45,84.0,164.75,741.0,,0.0,30.45
2023-01-23 14:00:00,2023-01-23 15:00:00,97.75,165.5,2.1,23.7,127.62,9.1,22.6,1.82,94.78,0.2,0.1,,,,,35.25,3.2,75.25,127.5,741.0,0.0,0.0,30.32
2023-01-23 15:00:00,2023-01-23 16:00:00,85.0,158.0,0.55,22.7,101.25,8.75,25.9,1.78,103.65,0.2,0.1,,,,,35.0,1.85,70.0,101.0,741.0,0.0,0.0,30.35
2023-01-23 16:00:00,2023-01-23 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 17:00:00,2023-01-23 18:00:00,85.0,158.0,,,12.55,,,0.0,60.8,,,,,,,42.5,2.2,31.0,12.5,741.0,,0.0,27.2
2023-01-23 18:00:00,2023-01-23 19:00:00,119.0,321.0,0.3,46.33,10.07,17.38,35.05,1.54,49.88,0.35,0.53,,,,,53.0,1.12,44.75,10.0,741.0,0.35,0.0,24.97
2023-01-23 19:00:00,2023-01-23 20:00:00,119.0,321.0,0.1,59.17,9.95,21.65,22.03,0.95,23.2,0.4,0.3,,,,,64.25,0.88,48.0,10.0,741.0,0.3,0.0,23.12
2023-01-23 20:00:00,2023-01-23 21:00:00,,,1.5,59.35,9.88,22.43,10.65,0.73,16.9,0.35,0.22,,,,,68.0,1.12,48.25,10.0,741.0,0.23,0.0,22.18
2023-01-23 21:00:00,2023-01-23 22:00:00,142.0,210.0,,49.85,9.8,18.23,9.78,0.8,17.9,0.4,0.2,,,,,72.25,1.1,52.75,10.0,741.0,0.3,0.0,21.15
2023-01-23 22:00:00,2023-01-23 23:00:00,140.0,206.0,0.35,45.3,9.7,16.73,12.3,0.85,14.85,0.4,0.2,,,,,74.75,1.02,51.75,10.0,741.0,0.23,0.0,20.68
2023-01-23 23:00:00,2023-01-24 00:00:00,137.75,195.75,0.4,53.9,9.67,20.02,10.05,0.56,10.83,0.62,0.2,,,,,75.5,0.8,52.0,10.0,741.0,0.3,0.0,20.98
2023-01-24 00:00:00,2023-01-24 01:00:00,141.0,201.25,,46.9,9.7,17.32,10.98,0.56,13.88,0.5,0.2,,,,,77.0,2.25,52.5,10.0,741.0,0.3,0.0,20.95
2023-01-24 01:00:00,2023-01-24 02:00:00,139.0,201.75,,41.75,9.75,14.65,11.22,0.47,11.4,0.4,0.2,,,,,77.75,2.15,50.75,10.0,741.0,0.25,0.0,21.08
2023-01-24 02:00:00,2023-01-24 03:00:00,153.25,204.75,,52.9,9.7,19.1,15.0,,8.2,0.43,0.2,,,,,79.75,1.85,48.5,10.0,741.0,0.25,0.0,20.95
2023-01-24 03:00:00,2023-01-24 04:00:00,161.0,216.75,0.5,42.35,9.68,15.57,13.68,0.0,4.58,0.5,0.2,,,,,82.5,1.2,49.0,10.0,741.0,0.3,0.0,20.45
2023-01-24 04:00:00,2023-01-24 05:00:00,168.0,229.5,,48.42,9.6,17.43,15.77,0.1,2.33,0.5,0.2,,,,,78.25,1.65,49.5,10.0,741.0,0.3,0.0,20.7
2023-01-24 05:00:00,2023-01-24 06:00:00,186.0,264.75,0.2,58.02,9.6,21.25,13.45,0.69,1.3,0.62,0.32,,,,,77.75,2.25,52.75,10.0,741.0,0.38,0.0,20.6
2023-01-24 06:00:00,2023-01-24 07:00:00,198.0,276.0,,57.6,9.65,21.05,13.5,0.77,1.85,0.7,0.4,,,,,78.5,2.05,51.0,10.0,741.0,0.5,0.0,20.85
2023-01-24 07:00:00,2023-01-24 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 08:00:00,2023-01-24 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 09:00:00,2023-01-24 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 10:00:00,2023-01-24 11:00:00,198.0,276.0,,,40.9,,,,6.6,,,,,,,73.0,4.0,46.0,41.0,741.0,,0.0,23.7
2023-01-24 11:00:00,2023-01-24 12:00:00,,,0.8,15.47,58.67,5.63,31.83,1.8,51.13,0.13,0.17,,,,,72.0,3.83,55.0,58.67,741.0,0.07,0.0,24.1
2023-01-24 12:00:00,2023-01-24 13:00:00,,,1.05,19.6,110.28,7.28,6.37,1.04,55.05,,,,,,,67.25,6.07,71.75,110.5,741.0,,0.0,25.33
2023-01-24 13:00:00,2023-01-24 14:00:00,22.0,83.0,,20.42,115.68,7.03,6.05,1.1,56.4,,,,,,,64.5,5.45,75.0,115.5,741.0,,0.0,26.15
2023-01-24 14:00:00,2023-01-24 15:00:00,22.0,83.0,0.9,21.1,103.17,7.63,12.6,1.44,49.97,,,,,,,64.0,5.13,72.33,103.0,741.0,,0.0,26.43
2023-01-24 15:00:00,2023-01-24 16:00:00,,,1.7,18.65,70.95,7.1,18.0,1.48,50.7,,,,,,,66.5,4.3,62.5,70.5,741.0,,0.0,25.9
2023-01-24 16:00:00,2023-01-24 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 17:00:00,2023-01-24 18:00:00,,,,,11.05,,,0.0,16.9,,,,,,,76.0,0.95,50.5,11.0,741.0,,0.0,24.4
2023-01-24 18:00:00,2023-01-24 19:00:00,57.0,117.0,1.87,27.73,9.93,11.1,35.85,1.44,29.38,0.1,0.2,,,,,77.25,1.58,53.0,10.0,741.0,0.1,0.0,24.08
2023-01-24 19:00:00,2023-01-24 20:00:00,57.0,117.0,0.6,38.98,10.03,14.23,35.17,1.16,14.1,0.2,0.2,,,,,79.5,0.8,49.0,10.0,741.0,0.2,0.0,23.63
2023-01-24 20:00:00,2023-01-24 21:00:00,88.0,127.0,0.3,37.9,9.93,13.42,13.88,0.88,12.02,0.3,0.17,,,,,83.0,0.5,49.25,10.0,741.0,0.1,0.0,23.2
2023-01-24 21:00:00,2023-01-24 22:00:00,91.0,125.5,0.77,36.05,9.95,13.7,17.5,0.93,10.62,0.38,0.2,,,,,83.0,0.75,50.0,10.0,741.0,0.15,0.0,23.12
2023-01-24 22:00:00,2023-01-24 23:00:00,100.0,124.25,0.75,37.48,10.12,14.05,19.23,1.03,11.12,0.4,0.2,,,,,83.0,2.23,52.0,10.0,741.0,0.15,0.0,23.08
2023-01-24 23:00:00,2023-01-25 00:00:00,96.0,128.5,1.17,34.77,10.22,13.32,14.9,0.57,15.03,0.33,0.2,,,,,83.0,4.55,51.0,10.0,741.0,0.2,0.0,22.9
2023-01-25 00:00:00,2023-01-25 01:00:00,79.25,102.0,1.4,28.9,10.0,11.35,14.15,0.57,24.52,0.27,0.2,,,,,83.0,3.47,51.75,10.0,741.0,0.1,0.0,22.25
2023-01-25 01:00:00,2023-01-25 02:00:00,72.0,76.75,0.6,26.18,9.83,10.1,12.1,0.48,12.0,0.23,0.2,,,,,82.0,1.3,54.25,10.0,741.0,0.1,0.0,21.57
2023-01-25 02:00:00,2023-01-25 03:00:00,81.25,93.0,,29.4,9.57,10.8,13.8,,16.45,0.35,0.2,,,,,82.0,1.52,52.75,9.5,741.0,0.17,0.0,21.5
2023-01-25 03:00:00,2023-01-25 04:00:00,81.75,92.5,0.65,28.68,11.23,11.03,14.3,0.01,14.43,0.38,0.2,,,,,81.0,1.67,85.5,11.25,741.0,0.15,0.0,21.1
2023-01-25 04:00:00,2023-01-25 05:00:00,61.67,72.25,0.15,25.3,15.0,9.3,16.77,0.1,12.9,0.3,0.12,,,,,81.0,1.4,152.75,15.25,741.0,0.08,0.0,20.52
2023-01-25 05:00:00,2023-01-25 06:00:00,59.5,73.5,0.95,26.62,13.57,9.93,8.88,0.63,6.5,0.3,0.12,,,,,81.75,1.38,75.0,13.5,741.0,0.1,0.0,20.2
2023-01-25 06:00:00,2023-01-25 07:00:00,61.0,84.0,0.3,29.45,11.75,11.15,7.3,0.72,0.2,0.3,0.2,,,,,84.5,0.5,51.5,11.5,741.0,0.1,0.0,19.75
2023-01-25 07:00:00,2023-01-25 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 08:00:00,2023-01-25 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 09:00:00,2023-01-25 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 10:00:00,2023-01-25 11:00:00,61.0,84.0,,8.5,100.53,3.0,30.1,1.28,29.27,0.3,0.2,,,,,77.67,3.27,67.33,100.33,741.0,0.1,0.0,24.3
2023-01-25 11:00:00,2023-01-25 12:00:00,,,,23.9,87.8,8.4,24.1,0.49,44.3,0.3,0.2,,,,,75.0,2.1,65.0,88.0,741.0,0.1,0.0,24.7
2023-01-25 12:00:00,2023-01-25 13:00:00,,,,25.7,60.07,5.7,29.3,1.27,20.83,0.2,0.2,,,,,73.33,1.53,62.67,60.0,741.0,0.1,0.0,25.33
2023-01-25 13:00:00,2023-01-25 14:00:00,,,0.7,29.67,60.15,10.75,16.85,0.75,38.77,0.2,0.1,,,,,72.75,2.93,59.5,60.25,741.0,0.0,0.0,25.12
2023-01-25 14:00:00,2023-01-25 15:00:00,,,2.1,32.13,28.95,8.85,17.6,1.49,22.5,,,,,,,76.0,2.4,55.5,29.0,741.0,,0.0,24.35
2023-01-25 15:00:00,2023-01-25 16:00:00,,,,36.45,66.25,12.65,28.05,1.6,34.55,0.3,1.0,,,,,74.5,2.95,61.0,66.5,741.0,0.25,0.0,24.9
2023-01-25 16:00:00,2023-01-25 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 17:00:00,2023-01-25 18:00:00,,,,,10.2,,,0.0,,,,,,,,83.0,2.4,36.0,10.0,741.0,,0.0,22.9
2023-01-25 18:00:00,2023-01-25 19:00:00,,,0.6,15.85,9.9,5.75,20.6,1.56,17.2,,,,,,,83.0,2.45,43.5,10.0,741.0,,0.0,22.65
2023-01-25 19:00:00,2023-01-25 20:00:00,,,0.5,30.88,9.9,11.6,27.35,1.85,13.4,0.28,0.2,,,,,83.0,2.05,46.25,10.0,741.0,0.08,0.0,22.48
2023-01-25 20:00:00,2023-01-25 21:00:00,123.0,163.0,0.9,33.35,9.9,12.75,26.43,1.86,5.18,0.3,0.2,,,,,82.0,1.43,51.0,10.0,741.0,0.1,0.0,22.05
2023-01-25 21:00:00,2023-01-25 22:00:00,124.33,165.75,2.7,41.2,10.57,16.0,25.9,1.94,3.12,0.3,0.2,,,,,81.0,1.47,58.5,10.75,741.0,0.28,0.0,21.38
2023-01-25 22:00:00,2023-01-25 23:00:00,125.25,173.5,0.2,40.03,11.25,14.85,27.27,1.96,2.75,0.4,0.22,,,,,81.0,1.45,88.75,11.25,741.0,0.3,0.0,20.98
2023-01-25 23:00:00,2023-01-26 00:00:00,120.25,172.5,0.8,41.42,12.42,15.67,10.62,0.56,1.67,0.32,0.23,,,,,81.0,1.8,144.25,12.5,741.0,0.2,0.0,20.93
2023-01-26 00:00:00,2023-01-26 01:00:00,118.25,168.5,0.67,38.5,14.68,14.65,8.08,0.53,1.3,0.35,0.2,,,,,81.0,1.7,142.25,14.5,741.0,0.25,0.0,20.73
2023-01-26 01:00:00,2023-01-26 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26 02:00:00,2023-01-26 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26 03:00:00,2023-01-26 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26 04:00:00,2023-01-26 05:00:00,,,,,,,,0.0,,,,,,,,,,,,,,,
2023-01-26 05:00:00,2023-01-26 06:00:00,,,0.7,25.45,14.4,9.65,25.5,1.91,24.7,0.33,0.27,,,,,87.0,2.78,126.5,14.25,741.0,0.23,0.0,20.38
2023-01-26 06:00:00,2023-01-26 07:00:00,,,,36.55,13.55,13.15,24.85,2.05,8.35,0.4,0.2,,,,,87.0,2.55,152.5,13.5,741.0,0.3,0.0,20.1
2023-01-26 07:00:00,2023-01-26 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26 08:00:00,2023-01-26 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26 09:00:00,2023-01-26 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26 10:00:00,2023-01-26 11:00:00,,,,,37.2,,,0.0,,,,,,,,87.0,4.7,37.0,37.0,742.0,,0.0,19.2
2023-01-26 11:00:00,2023-01-26 12:00:00,,,0.65,19.15,52.65,6.85,8.17,0.62,32.42,0.25,0.2,,,,,81.75,3.93,52.5,52.5,742.0,0.1,0.0,19.88
