From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm)
2022-11-12 04:00:00,2022-11-12 05:00:00,39.8,62.38,2.05,26.11,28.16,68.6,10.28,0.24,8.0,,5.12,,,,2.54,95.61,0.14,34.55,5.75,,0.0
2022-11-12 05:00:00,2022-11-12 06:00:00,39.72,66.62,1.58,26.0,27.58,67.68,9.77,0.25,8.0,,5.11,,,,1.85,95.41,0.13,97.44,4.15,,0.0
2022-11-12 06:00:00,2022-11-12 07:00:00,39.02,56.97,1.4,25.69,27.09,66.83,9.34,0.22,8.0,,5.12,,,,1.03,98.41,0.08,111.78,5.88,,0.0
2022-11-12 07:00:00,2022-11-12 08:00:00,37.38,65.03,1.38,25.03,26.41,65.3,9.41,0.24,8.0,,5.11,,,,1.33,99.39,0.15,139.35,31.68,,0.0
2022-11-12 08:00:00,2022-11-12 09:00:00,39.4,68.4,1.93,25.1,27.02,66.4,9.18,0.22,8.0,,5.1,,,,2.23,98.19,0.1,140.9,76.0,,0.0
2022-11-12 09:00:00,2022-11-12 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 10:00:00,2022-11-12 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 11:00:00,2022-11-12 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 12:00:00,2022-11-12 13:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 13:00:00,2022-11-12 14:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 14:00:00,2022-11-12 15:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 15:00:00,2022-11-12 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 16:00:00,2022-11-12 17:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 17:00:00,2022-11-12 18:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 18:00:00,2022-11-12 19:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 19:00:00,2022-11-12 20:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 20:00:00,2022-11-12 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-12 21:00:00,2022-11-12 22:00:00,83.6,176.2,16.45,19.89,16.94,40.6,,0.28,8.32,,,,,,3.57,90.56,0.04,268.27,4.57,,0.0
2022-11-12 22:00:00,2022-11-12 23:00:00,87.07,173.8,14.7,21.67,29.99,67.33,,0.26,8.02,,1.28,,,,3.26,90.97,0.08,182.41,5.17,,0.0
2022-11-12 23:00:00,2022-11-13 00:00:00,83.3,160.23,10.65,22.77,33.42,76.07,,0.23,8.0,,4.92,,,,2.88,92.55,0.08,107.82,5.3,,0.0
2022-11-13 00:00:00,2022-11-13 01:00:00,75.38,145.6,7.32,23.68,30.99,71.8,,0.23,8.0,,5.11,,,,2.14,97.2,0.06,103.82,5.57,,0.0
2022-11-13 01:00:00,2022-11-13 02:00:00,74.72,137.45,5.29,23.96,29.25,68.85,,0.23,8.0,,5.12,,,,1.69,99.62,0.08,198.03,6.45,,0.0
2022-11-13 02:00:00,2022-11-13 03:00:00,73.6,136.22,5.23,23.38,28.61,67.25,,0.23,8.0,,5.12,,,,1.45,,0.15,133.92,6.23,,0.0
2022-11-13 03:00:00,2022-11-13 04:00:00,73.93,133.75,6.06,22.21,28.28,65.78,,0.25,8.0,,5.13,,,,1.16,,0.16,92.44,6.0,,0.0
2022-11-13 04:00:00,2022-11-13 05:00:00,73.88,124.08,6.53,21.34,27.87,64.5,,0.27,8.0,,5.13,,,,0.97,,0.18,116.24,5.98,,0.0
2022-11-13 05:00:00,2022-11-13 06:00:00,73.07,120.38,6.12,21.1,27.22,63.48,,0.28,8.0,,5.12,,,,0.91,98.63,0.11,105.53,6.12,,0.0
2022-11-13 06:00:00,2022-11-13 07:00:00,64.9,109.47,5.43,21.02,26.46,62.27,,0.3,8.0,,5.12,,,,0.85,99.46,0.35,63.96,6.55,,0.0
2022-11-13 07:00:00,2022-11-13 08:00:00,60.05,101.12,5.6,20.73,26.34,61.9,,0.3,8.0,,5.12,,,,0.51,98.56,0.28,35.34,29.03,,0.0
2022-11-13 08:00:00,2022-11-13 09:00:00,60.0,100.9,5.13,21.05,26.18,61.9,,0.29,8.0,,5.14,,,,1.19,95.54,0.38,38.41,64.0,,0.0
2022-11-13 09:00:00,2022-11-13 10:00:00,64.7,106.7,,,0.0,,10.05,0.25,8.23,,0.0,,,,4.21,84.89,,168.57,225.4,,0.0
2022-11-13 10:00:00,2022-11-13 11:00:00,68.35,114.6,,,0.0,,10.15,0.26,8.0,,1.55,,,,5.79,78.38,0.25,72.28,266.8,,0.0
2022-11-13 11:00:00,2022-11-13 12:00:00,69.08,112.95,,,0.0,,9.72,0.31,8.0,,5.11,,,,7.72,65.81,0.28,149.37,358.35,,0.0
2022-11-13 12:00:00,2022-11-13 13:00:00,67.75,111.15,,,0.0,,9.29,0.31,8.0,,5.12,,,,9.02,59.99,0.26,194.83,320.27,,0.0
2022-11-13 13:00:00,2022-11-13 14:00:00,69.23,107.72,,,0.0,,9.54,0.36,8.0,,5.11,,,,9.98,52.99,0.42,146.51,303.23,,0.0
2022-11-13 14:00:00,2022-11-13 15:00:00,68.05,102.85,,,0.0,,9.54,0.36,8.0,,6.26,,,,10.79,42.75,0.65,221.31,322.77,,0.0
2022-11-13 15:00:00,2022-11-13 16:00:00,62.08,92.15,,20.99,1.47,33.3,9.51,0.38,8.0,,6.27,,,,11.37,38.3,0.54,209.75,226.35,,0.0
2022-11-13 16:00:00,2022-11-13 17:00:00,54.67,81.58,,19.4,8.95,35.4,9.23,0.36,8.0,,5.17,,,,10.82,42.25,0.37,222.29,101.23,,0.0
2022-11-13 17:00:00,2022-11-13 18:00:00,52.38,71.25,0.07,25.23,25.29,63.88,8.77,0.34,8.0,,5.14,,,,9.58,51.81,0.17,135.98,16.73,,0.0
2022-11-13 18:00:00,2022-11-13 19:00:00,50.27,78.35,0.28,27.79,28.07,70.43,8.72,0.33,8.0,,5.12,,,,8.21,62.77,0.12,134.14,5.67,,0.0
2022-11-13 19:00:00,2022-11-13 20:00:00,53.67,101.95,1.12,29.45,30.58,75.65,8.92,0.31,8.0,,5.11,,,,7.62,69.3,0.13,151.4,6.48,,0.0
2022-11-13 20:00:00,2022-11-13 21:00:00,64.3,146.7,5.16,27.3,32.46,77.1,9.15,0.34,8.0,,5.12,,,,7.52,73.79,0.2,141.61,6.9,,0.0
2022-11-13 21:00:00,2022-11-13 22:00:00,69.6,156.95,8.75,24.59,33.33,76.5,9.57,0.35,8.0,,5.1,,,,7.38,77.31,0.39,132.31,6.9,,0.0
2022-11-13 22:00:00,2022-11-13 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-13 23:00:00,2022-11-14 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-14 00:00:00,2022-11-14 01:00:00,50.4,73.7,,0.01,,,8.38,0.34,8.0,,0.0,,,,5.33,82.9,0.81,173.71,3.5,,0.0
2022-11-14 01:00:00,2022-11-14 02:00:00,32.6,40.07,0.45,6.64,13.7,35.0,8.25,0.28,8.0,,0.5,,,,4.78,89.27,0.59,183.19,4.97,,0.0
2022-11-14 02:00:00,2022-11-14 03:00:00,29.3,32.8,0.33,19.31,19.63,50.1,8.21,0.28,8.0,,3.83,,,,4.14,95.15,0.74,156.1,6.38,,0.01
2022-11-14 03:00:00,2022-11-14 04:00:00,18.7,20.8,0.19,23.94,24.0,61.62,8.39,0.37,8.0,,5.12,,,,3.59,98.1,0.47,206.87,6.97,,0.01
2022-11-14 04:00:00,2022-11-14 05:00:00,17.6,20.3,,22.84,22.39,57.9,8.71,0.37,8.0,,5.12,,,,3.36,,0.46,214.14,7.45,,0.01
2022-11-14 05:00:00,2022-11-14 06:00:00,,,,22.46,21.86,56.6,8.6,0.36,8.0,,5.12,,,,3.15,,0.42,229.54,7.65,,0.01
2022-11-14 06:00:00,2022-11-14 07:00:00,9.5,15.07,,22.55,21.94,56.67,8.61,0.37,8.0,,5.15,,,,2.92,,0.55,291.13,7.57,,0.01
2022-11-14 07:00:00,2022-11-14 08:00:00,8.45,11.28,,22.57,22.07,57.08,8.28,0.34,8.0,,5.12,,,,2.68,,0.68,212.25,10.22,,0.01
2022-11-14 08:00:00,2022-11-14 09:00:00,7.12,8.95,,22.87,22.55,58.2,8.24,0.31,8.0,,5.12,,,,2.23,,0.7,184.31,16.88,,0.01
2022-11-14 09:00:00,2022-11-14 10:00:00,5.95,16.23,,22.73,22.55,58.05,8.3,0.29,8.0,,5.1,,,,2.16,99.15,0.65,234.76,61.65,,0.02
2022-11-14 10:00:00,2022-11-14 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-14 11:00:00,2022-11-14 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-14 12:00:00,2022-11-14 13:00:00,7.2,14.6,,,0.0,,8.77,0.07,23.11,,0.0,,,,4.71,90.56,0.76,307.74,259.5,,0.0
2022-11-14 13:00:00,2022-11-14 14:00:00,3.3,5.8,5.12,8.88,7.0,33.7,33.37,0.28,10.87,,1.99,,,,5.11,86.88,1.24,341.36,390.83,,0.0
2022-11-14 14:00:00,2022-11-14 15:00:00,,,2.91,21.84,24.75,58.9,12.26,0.34,8.04,,5.12,,,,6.02,83.83,1.11,300.25,532.23,,0.0
2022-11-14 15:00:00,2022-11-14 16:00:00,,,,28.3,27.54,69.0,8.28,0.35,8.0,,5.1,,,,5.49,84.15,0.89,286.21,196.95,,0.0
2022-11-14 16:00:00,2022-11-14 17:00:00,,21.5,,31.07,0.0,74.6,8.16,0.29,8.0,,0.08,,,,5.43,85.01,0.7,109.94,120.2,,0.0
2022-11-14 17:00:00,2022-11-14 18:00:00,19.2,22.03,0.41,17.9,18.52,46.73,3.4,0.38,11.19,,0.0,,,,5.01,87.53,0.81,224.48,37.1,,0.0
2022-11-14 18:00:00,2022-11-14 19:00:00,16.05,23.2,0.27,22.69,22.5,59.02,6.55,0.34,8.0,,3.03,,,,4.73,89.08,0.76,221.65,7.5,,0.0
2022-11-14 19:00:00,2022-11-14 20:00:00,14.12,23.7,0.23,19.1,19.32,50.5,8.21,0.37,8.0,,5.11,,,,4.67,88.22,0.51,88.05,6.9,,0.0
2022-11-14 20:00:00,2022-11-14 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-14 21:00:00,2022-11-14 22:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-14 22:00:00,2022-11-14 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-14 23:00:00,2022-11-15 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 00:00:00,2022-11-15 01:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 01:00:00,2022-11-15 02:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 02:00:00,2022-11-15 03:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 03:00:00,2022-11-15 04:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 04:00:00,2022-11-15 05:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 05:00:00,2022-11-15 06:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 06:00:00,2022-11-15 07:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 07:00:00,2022-11-15 08:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 08:00:00,2022-11-15 09:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 09:00:00,2022-11-15 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 10:00:00,2022-11-15 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 11:00:00,2022-11-15 12:00:00,15.0,29.77,0.94,34.42,35.36,,7.91,0.32,8.37,,5.11,,,,8.35,71.02,0.52,202.67,382.4,,0.0
2022-11-15 12:00:00,2022-11-15 13:00:00,15.25,29.55,0.59,29.1,29.68,73.6,8.85,0.33,8.0,,5.18,,,,8.57,69.17,0.7,238.69,324.23,,0.0
2022-11-15 13:00:00,2022-11-15 14:00:00,15.2,30.62,0.48,26.25,26.58,30.25,9.19,0.33,8.0,,3.95,,,,9.02,67.21,0.76,241.83,335.62,,0.0
2022-11-15 14:00:00,2022-11-15 15:00:00,15.4,33.1,0.04,31.37,31.29,75.6,10.0,0.38,8.0,,5.71,,,,10.02,59.94,0.47,333.72,353.75,,0.0
2022-11-15 15:00:00,2022-11-15 16:00:00,15.8,26.1,,,0.0,,8.61,0.33,11.56,,0.0,,,,9.71,58.35,0.51,342.03,123.25,,0.0
2022-11-15 16:00:00,2022-11-15 17:00:00,17.27,28.08,0.62,20.46,15.57,64.75,8.92,0.34,9.57,,0.0,,,,9.66,57.26,0.53,334.4,99.05,,0.0
2022-11-15 17:00:00,2022-11-15 18:00:00,16.93,36.03,0.55,36.27,36.82,,10.34,0.34,8.11,,0.0,,,,8.04,64.91,0.14,286.96,6.47,,0.0
2022-11-15 18:00:00,2022-11-15 19:00:00,17.2,38.6,0.57,40.88,41.45,105.05,10.29,0.32,8.0,,0.0,,,,7.0,71.23,0.09,189.77,5.05,,0.0
2022-11-15 19:00:00,2022-11-15 20:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-15 20:00:00,2022-11-15 21:00:00,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0
2022-11-15 21:00:00,2022-11-15 22:00:00,11.4,35.45,16.16,11.06,13.61,57.45,25.21,0.26,13.76,,1.28,,,,5.41,89.95,0.09,160.96,6.83,,0.0
2022-11-15 22:00:00,2022-11-15 23:00:00,34.1,173.5,25.27,20.46,45.73,98.3,13.01,0.35,8.39,,5.0,,,,5.18,92.01,0.22,107.62,6.32,,0.0
2022-11-15 23:00:00,2022-11-16 00:00:00,38.57,183.7,22.37,25.02,47.4,104.97,9.89,0.32,8.0,,5.12,,,,5.1,89.76,0.22,221.7,5.73,,0.0
2022-11-16 00:00:00,2022-11-16 01:00:00,44.55,128.72,18.7,25.49,44.19,98.75,8.86,0.35,8.0,,5.12,,,,3.89,94.32,0.07,100.83,5.5,,0.0
2022-11-16 01:00:00,2022-11-16 02:00:00,40.77,69.28,11.52,27.92,39.44,92.45,8.52,0.32,8.0,,5.12,,,,3.92,94.5,0.17,117.11,7.5,,0.0
2022-11-16 02:00:00,2022-11-16 03:00:00,37.07,45.43,7.57,29.29,36.87,89.12,8.33,0.34,8.0,,5.11,,,,4.1,90.23,0.44,167.11,6.97,,0.0
2022-11-16 03:00:00,2022-11-16 04:00:00,26.8,33.05,4.53,31.13,35.66,88.8,8.49,0.3,8.0,,5.11,,,,3.74,90.91,0.29,172.5,5.5,,0.0
2022-11-16 04:00:00,2022-11-16 05:00:00,26.2,33.1,3.37,32.18,35.55,89.5,8.51,0.29,8.0,,5.11,,,,3.06,94.15,0.21,187.93,5.45,,0.0
2022-11-16 05:00:00,2022-11-16 06:00:00,,,2.8,32.5,35.3,89.38,8.38,0.29,8.0,,5.1,,,,2.71,96.85,0.06,95.49,6.4,,0.0
2022-11-16 06:00:00,2022-11-16 07:00:00,14.35,16.05,2.5,31.41,33.91,86.25,8.46,0.32,8.0,,5.11,,,,2.49,98.03,0.11,195.83,6.0,,0.0
2022-11-16 07:00:00,2022-11-16 08:00:00,15.95,26.32,2.2,29.39,31.58,80.65,8.25,0.33,8.0,,5.12,,,,2.48,97.25,0.15,116.88,18.27,,0.0
2022-11-16 08:00:00,2022-11-16 09:00:00,18.85,50.2,2.21,28.51,30.72,78.42,8.08,0.35,8.0,,5.11,,,,3.77,92.61,0.11,192.23,62.15,,0.0
2022-11-16 09:00:00,2022-11-16 10:00:00,21.62,69.3,2.28,28.56,30.84,78.67,7.95,0.35,8.0,,5.12,,,,5.36,84.46,0.12,195.47,178.88,,0.0
2022-11-16 10:00:00,2022-11-16 11:00:00,26.7,74.02,2.25,30.98,33.23,84.67,8.37,0.3,8.0,,5.12,,,,7.77,72.05,0.5,252.76,329.4,,0.0
2022-11-16 11:00:00,2022-11-16 12:00:00,27.7,73.7,1.78,33.25,35.03,89.4,8.13,0.33,8.0,,5.1,,,,8.3,70.66,0.48,352.23,267.3,,0.0
2022-11-16 12:00:00,2022-11-16 13:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-16 13:00:00,2022-11-16 14:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-16 14:00:00,2022-11-16 15:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-16 15:00:00,2022-11-16 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-16 16:00:00,2022-11-16 17:00:00,32.3,57.8,,17.43,16.53,43.9,174.77,0.28,8.0,,0.0,,,,10.6,53.97,0.53,309.28,98.1,,0.0
2022-11-16 17:00:00,2022-11-16 18:00:00,31.02,52.57,0.35,13.66,4.99,36.4,6.72,0.88,12.03,,0.0,,,,9.71,59.55,0.4,279.64,59.9,,0.0
2022-11-16 18:00:00,2022-11-16 19:00:00,34.4,90.5,3.93,36.06,29.99,99.67,9.03,0.39,8.0,,3.13,,,,7.29,76.29,0.17,175.81,4.8,,0.0
2022-11-16 19:00:00,2022-11-16 20:00:00,49.2,156.23,,39.18,0.0,123.4,5.99,0.55,13.22,,0.0,,,,7.02,78.07,0.56,285.32,5.93,,0.0
2022-11-16 20:00:00,2022-11-16 21:00:00,34.13,111.63,29.89,27.99,14.47,123.4,5.96,0.52,12.27,,0.8,,,,6.58,79.78,0.25,179.56,5.62,,0.0
2022-11-16 21:00:00,2022-11-16 22:00:00,40.4,109.15,26.27,32.22,58.49,127.72,7.08,0.36,8.83,,3.83,,,,6.44,83.45,0.16,210.29,6.45,,0.0
2022-11-16 22:00:00,2022-11-16 23:00:00,59.58,156.58,18.08,38.77,56.85,130.3,8.63,0.33,8.0,,5.11,,,,6.32,85.67,0.19,286.3,6.0,,0.0
2022-11-16 23:00:00,2022-11-17 00:00:00,58.3,143.63,11.53,41.96,53.5,127.03,8.5,0.36,8.0,,5.12,,,,5.64,90.41,0.09,99.25,4.9,,0.0
2022-11-17 00:00:00,2022-11-17 01:00:00,54.42,125.9,6.65,33.12,39.78,97.35,8.66,0.24,8.0,,5.13,,,,4.61,94.21,0.08,199.64,5.48,,0.0
2022-11-17 01:00:00,2022-11-17 02:00:00,52.27,127.05,6.27,34.73,41.0,100.35,8.52,0.27,8.0,,5.11,,,,3.73,97.6,0.06,175.4,5.2,,0.0
2022-11-17 02:00:00,2022-11-17 03:00:00,52.55,129.47,5.85,34.85,40.71,99.88,8.18,0.26,8.0,,5.11,,,,3.08,99.0,0.05,163.15,5.88,,0.0
2022-11-17 03:00:00,2022-11-17 04:00:00,54.47,125.65,5.06,33.86,38.92,96.32,8.3,0.23,8.0,,5.12,,,,2.52,,0.11,103.4,6.1,,0.0
2022-11-17 04:00:00,2022-11-17 05:00:00,55.1,122.88,4.93,34.06,39.0,96.8,8.41,0.25,8.0,,5.14,,,,2.06,,0.14,76.59,5.78,,0.0
2022-11-17 05:00:00,2022-11-17 06:00:00,52.9,118.53,5.75,33.8,39.55,97.7,8.33,0.23,8.0,,5.12,,,,1.6,,0.04,196.5,6.12,,0.0
2022-11-17 06:00:00,2022-11-17 07:00:00,51.0,113.72,6.3,33.55,39.85,98.1,8.19,0.23,8.0,,5.13,,,,1.38,,0.1,198.07,5.98,,0.0
2022-11-17 07:00:00,2022-11-17 08:00:00,50.9,108.9,7.86,32.18,40.03,97.15,8.04,0.24,8.0,,5.12,,,,1.18,,0.1,255.21,17.73,,0.0
2022-11-17 08:00:00,2022-11-17 09:00:00,51.15,107.8,9.61,29.67,39.28,93.98,7.82,0.26,8.0,,5.11,,,,1.9,98.55,0.16,112.53,76.47,,0.0
2022-11-17 09:00:00,2022-11-17 10:00:00,50.2,106.98,9.27,29.71,38.97,93.53,7.69,0.28,8.0,,5.12,,,,4.41,84.55,0.25,225.15,208.3,,0.0
2022-11-17 10:00:00,2022-11-17 11:00:00,49.08,101.55,5.51,30.37,35.88,88.85,7.59,0.29,8.0,,5.12,,,,7.23,71.63,0.34,205.89,305.6,,0.0
2022-11-17 11:00:00,2022-11-17 12:00:00,43.25,82.3,2.2,35.12,17.86,95.03,7.14,0.24,8.0,,2.55,,,,9.63,62.04,0.3,149.5,368.87,,0.0
2022-11-17 12:00:00,2022-11-17 13:00:00,32.9,70.42,1.78,29.38,12.28,75.5,7.08,0.52,11.22,,1.27,,,,10.52,57.1,0.54,111.58,247.2,,0.0
2022-11-17 13:00:00,2022-11-17 14:00:00,30.65,64.75,0.51,47.4,47.7,117.05,6.26,0.32,8.74,,100.63,,,,11.68,51.83,0.81,101.41,403.93,,0.0
2022-11-17 14:00:00,2022-11-17 15:00:00,30.67,57.83,0.44,52.59,53.03,129.22,7.14,0.33,8.0,,11.98,,,,12.6,44.27,0.52,245.63,395.02,,0.0
2022-11-17 15:00:00,2022-11-17 16:00:00,27.07,49.1,0.4,52.9,53.29,129.77,6.98,0.34,8.0,,5.1,,,,12.99,43.16,0.36,225.69,309.4,,0.0
2022-11-17 16:00:00,2022-11-17 17:00:00,32.57,49.32,0.5,43.33,29.22,106.72,8.39,0.36,9.69,,3.39,,,,12.77,46.17,0.47,247.93,212.65,,0.0
2022-11-17 17:00:00,2022-11-17 18:00:00,40.25,55.73,1.0,34.6,25.05,88.0,7.0,0.31,11.23,,3.39,,,,10.3,55.38,0.1,42.31,20.15,,0.0
2022-11-17 18:00:00,2022-11-17 19:00:00,42.02,71.83,2.65,37.1,38.95,97.75,7.62,0.28,8.0,,5.11,,,,7.17,72.67,0.11,96.3,2.7,,0.0
2022-11-17 19:00:00,2022-11-17 20:00:00,31.68,56.27,3.07,31.9,34.96,86.85,6.22,0.27,9.06,,3.83,,,,6.39,79.25,0.11,113.35,3.6,,0.0
2022-11-17 20:00:00,2022-11-17 21:00:00,56.95,158.05,15.49,38.99,40.87,126.83,5.5,0.52,10.91,,2.94,,,,5.14,82.08,0.16,56.43,5.22,,0.0
2022-11-17 21:00:00,2022-11-17 22:00:00,70.83,171.8,14.72,42.66,57.37,133.72,7.44,0.36,8.0,,5.12,,,,4.38,82.74,0.09,175.62,4.8,,0.0
2022-11-17 22:00:00,2022-11-17 23:00:00,67.42,158.2,9.53,42.33,51.86,124.7,6.85,0.35,8.0,,5.11,,,,3.75,82.4,0.09,166.51,5.03,,0.0
2022-11-17 23:00:00,2022-11-18 00:00:00,64.43,141.13,5.64,39.75,45.39,111.97,6.49,0.32,8.0,,5.11,,,,3.16,88.72,0.11,129.18,4.9,,0.0
2022-11-18 00:00:00,2022-11-18 01:00:00,66.7,141.85,3.4,37.12,40.51,101.22,6.49,0.4,8.0,,5.11,,,,2.27,94.89,0.15,80.0,5.0,,0.0
2022-11-18 01:00:00,2022-11-18 02:00:00,67.93,142.5,2.75,36.33,39.08,98.17,6.21,0.36,8.0,,5.13,,,,1.66,97.76,0.12,82.84,5.62,,0.0
2022-11-18 02:00:00,2022-11-18 03:00:00,66.7,137.5,2.42,35.63,38.05,95.97,6.17,0.37,8.0,,5.12,,,,1.4,98.31,0.12,76.41,5.95,,0.0
2022-11-18 03:00:00,2022-11-18 04:00:00,65.6,131.32,2.34,34.45,36.79,93.25,6.27,0.37,8.0,,5.12,,,,0.96,98.71,0.12,106.56,5.65,,0.0
2022-11-18 04:00:00,2022-11-18 05:00:00,64.15,125.85,2.4,33.75,36.16,91.95,6.16,0.33,8.0,,5.11,,,,0.56,95.5,0.2,109.12,5.75,,0.0
2022-11-18 05:00:00,2022-11-18 06:00:00,61.27,118.0,2.17,33.61,35.77,91.22,6.2,0.34,8.0,,5.12,,,,0.47,98.18,0.22,69.46,5.25,,0.0
2022-11-18 06:00:00,2022-11-18 07:00:00,57.02,111.83,2.06,32.94,35.01,89.4,6.11,0.3,8.02,,5.1,,,,,99.65,0.16,78.83,5.65,,0.0
2022-11-18 07:00:00,2022-11-18 08:00:00,53.7,107.22,2.29,32.14,34.43,87.53,5.85,0.25,8.0,,5.11,,,,,99.9,0.14,74.81,22.02,,0.0
2022-11-18 08:00:00,2022-11-18 09:00:00,51.88,101.6,2.95,30.7,33.65,85.0,5.79,0.27,8.0,,5.12,,,,0.9,95.8,0.24,91.37,88.25,,0.0
2022-11-18 09:00:00,2022-11-18 10:00:00,51.02,97.5,3.39,30.74,34.13,85.85,5.7,0.23,8.0,,5.13,,,,3.03,85.85,0.17,106.44,197.23,,0.0
2022-11-18 10:00:00,2022-11-18 11:00:00,50.93,95.05,2.57,32.45,35.02,88.62,5.61,0.31,8.0,,5.11,,,,5.79,72.33,0.35,107.64,279.77,,0.0
2022-11-18 11:00:00,2022-11-18 12:00:00,48.4,95.8,0.89,35.64,8.94,93.45,5.63,0.19,8.0,,2.44,,,,7.9,61.11,0.24,195.41,407.9,,0.0
2022-11-18 12:00:00,2022-11-18 13:00:00,47.97,82.53,,29.93,13.45,75.05,5.48,0.24,12.82,,1.39,,,,9.75,56.3,0.53,51.73,319.67,,0.0
2022-11-18 13:00:00,2022-11-18 14:00:00,48.4,85.3,0.39,38.4,36.14,96.85,5.89,0.29,8.21,,5.12,,,,10.54,52.61,0.41,226.29,323.02,,0.0
2022-11-18 14:00:00,2022-11-18 15:00:00,48.7,89.4,0.61,44.45,45.06,115.28,6.17,0.31,8.0,,5.12,,,,11.9,46.72,0.26,235.85,362.32,,0.0
2022-11-18 15:00:00,2022-11-18 16:00:00,50.5,91.4,0.85,50.54,25.29,130.57,5.93,0.22,8.0,,2.94,,,,12.68,44.32,0.54,123.51,280.4,,0.0
2022-11-18 16:00:00,2022-11-18 17:00:00,53.33,100.05,1.03,39.66,16.15,101.87,6.22,0.31,12.19,,1.67,,,,11.31,49.91,0.22,35.51,97.23,,0.0
2022-11-18 17:00:00,2022-11-18 18:00:00,54.2,109.9,0.4,42.68,42.08,108.6,5.76,0.43,8.38,,4.88,,,,8.84,60.66,0.07,115.3,18.18,,0.0
2022-11-18 18:00:00,2022-11-18 19:00:00,58.12,123.32,2.68,46.14,48.82,121.7,6.49,0.4,8.0,,5.11,,,,6.76,72.3,0.07,120.44,3.77,,0.0
2022-11-18 19:00:00,2022-11-18 20:00:00,81.75,217.85,6.6,6.37,4.32,29.4,7.03,0.13,10.64,,0.0,,,,4.58,87.78,0.04,167.81,5.2,,0.0
2022-11-18 20:00:00,2022-11-18 21:00:00,72.9,200.83,31.98,28.03,45.0,131.4,6.3,0.24,8.7,,2.57,,,,4.25,90.19,0.1,175.83,5.25,,0.0
2022-11-18 21:00:00,2022-11-18 22:00:00,102.45,242.55,51.89,22.52,74.41,150.82,8.01,0.23,8.0,,5.13,,,,3.66,94.3,0.08,125.2,5.33,,0.0
2022-11-18 22:00:00,2022-11-18 23:00:00,140.62,334.05,57.38,17.98,75.36,149.25,7.57,0.27,8.0,,5.12,,,,3.37,95.2,0.19,126.13,5.45,,0.0
2022-11-18 23:00:00,2022-11-19 00:00:00,133.07,318.1,44.4,21.27,65.67,136.73,7.25,0.43,8.0,,5.11,,,,2.99,95.14,0.15,151.73,5.37,,0.0
2022-11-19 00:00:00,2022-11-19 01:00:00,121.28,270.93,33.81,24.0,57.8,121.48,6.37,0.26,8.0,,5.13,,,,2.09,99.24,0.07,164.07,5.85,,0.0
2022-11-19 01:00:00,2022-11-19 02:00:00,113.0,245.82,23.66,28.89,52.54,115.77,5.93,0.25,8.0,,5.12,,,,1.99,98.74,0.06,103.02,6.88,,0.0
