From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-24 15:00:00,2023-02-24 16:00:00,62.0,,2.6,1.85,3.1,58.4,44.52,0.86,44.42,0.2,0.93,0.08,0.1,,32.5,0.92,251.0,39.25,,18.8,0.0,
2023-02-24 16:00:00,2023-02-24 17:00:00,60.25,,2.53,1.98,3.12,66.35,41.98,0.76,41.38,0.2,1.0,0.15,0.12,0.08,35.75,0.88,212.0,27.75,,18.73,0.0,
2023-02-24 17:00:00,2023-02-24 18:00:00,50.0,,2.4,1.8,2.95,61.8,43.97,0.73,33.55,0.2,1.08,0.15,0.1,0.08,37.5,0.55,214.5,17.25,,18.55,0.0,
2023-02-24 18:00:00,2023-02-24 19:00:00,62.5,,2.53,1.8,3.02,43.33,23.42,1.2,18.3,0.2,1.2,0.12,0.1,0.03,46.0,0.1,105.25,9.0,,18.02,0.0,
2023-02-24 19:00:00,2023-02-24 20:00:00,111.75,,2.42,1.95,3.0,40.47,18.4,2.0,2.7,0.35,1.62,0.17,0.22,0.1,57.25,0.15,117.25,8.5,,17.62,0.0,
2023-02-24 20:00:00,2023-02-24 21:00:00,147.75,,2.55,2.02,3.17,37.5,18.5,1.81,1.5,0.4,1.8,0.15,0.25,0.15,53.5,0.28,265.5,8.0,,17.68,0.0,
2023-02-24 21:00:00,2023-02-24 22:00:00,161.0,,2.45,1.75,2.9,21.05,9.68,1.46,5.8,0.4,2.0,0.2,0.03,0.12,57.25,0.57,148.0,8.0,,17.52,0.0,
2023-02-24 22:00:00,2023-02-24 23:00:00,136.0,,2.73,1.78,3.18,23.73,9.15,0.89,12.4,0.4,1.98,0.15,0.05,0.1,56.75,0.7,188.0,8.0,,17.45,0.0,
2023-02-24 23:00:00,2023-02-25 00:00:00,87.0,,2.5,1.75,3.0,21.25,9.72,0.75,16.6,0.33,1.85,0.12,0.05,0.08,52.25,0.72,204.25,8.0,,17.48,0.0,
2023-02-25 00:00:00,2023-02-25 01:00:00,69.5,,2.67,1.63,3.05,19.65,9.5,0.7,18.1,0.3,1.73,0.08,,0.08,47.5,0.55,210.25,8.5,,17.45,0.0,
2023-02-25 01:00:00,2023-02-25 02:00:00,61.5,,2.73,1.85,3.2,27.3,17.23,0.74,13.45,0.3,1.62,0.1,0.08,0.1,48.75,0.3,217.75,8.25,,17.25,0.0,
2023-02-25 02:00:00,2023-02-25 03:00:00,57.5,,2.53,1.7,3.0,52.55,22.38,0.79,17.98,0.3,1.5,0.05,0.15,0.05,44.25,0.45,224.75,8.0,,17.38,0.0,
2023-02-25 03:00:00,2023-02-25 04:00:00,49.75,,2.48,1.8,2.98,53.43,21.57,0.78,2.88,0.3,1.4,0.1,0.15,0.1,57.25,0.12,156.25,8.0,,16.88,0.0,
2023-02-25 04:00:00,2023-02-25 05:00:00,58.75,,2.27,1.88,2.85,45.7,17.98,0.89,0.67,0.2,1.28,0.05,0.08,0.05,69.0,0.55,77.0,8.0,,16.55,0.0,
2023-02-25 05:00:00,2023-02-25 06:00:00,83.75,,2.48,1.98,3.1,29.37,9.0,0.94,3.97,0.2,1.2,0.03,,0.03,71.75,0.5,69.75,8.0,,16.32,0.0,
2023-02-25 06:00:00,2023-02-25 07:00:00,104.5,,2.25,2.05,2.9,27.07,6.55,1.12,4.62,0.2,1.12,0.05,,0.03,68.75,0.3,175.75,11.0,,16.52,0.0,
2023-02-25 07:00:00,2023-02-25 08:00:00,141.0,,2.52,1.98,3.08,29.15,6.38,1.45,5.33,0.2,1.0,,,,61.0,0.32,151.0,35.5,,17.1,0.0,
2023-02-25 08:00:00,2023-02-25 09:00:00,198.75,,2.75,1.65,3.05,32.15,9.1,1.44,7.05,0.25,1.12,0.03,0.03,0.03,49.0,0.52,192.75,63.75,,17.62,0.0,
2023-02-25 09:00:00,2023-02-25 10:00:00,192.5,,2.58,1.77,3.05,77.7,22.27,1.33,22.4,0.3,1.2,0.1,0.03,,36.5,0.5,172.25,71.75,,18.38,0.0,
2023-02-25 10:00:00,2023-02-25 11:00:00,98.5,,2.62,1.88,3.12,95.55,24.93,1.03,24.23,0.3,1.3,0.1,0.12,0.08,26.75,0.7,176.25,73.5,,18.93,0.0,
2023-02-25 11:00:00,2023-02-25 12:00:00,59.25,,2.45,1.82,2.98,77.3,23.48,0.96,30.65,0.3,1.3,0.1,0.1,0.12,21.5,1.0,170.0,80.0,,19.25,0.0,
2023-02-25 12:00:00,2023-02-25 13:00:00,42.0,,2.52,1.82,3.02,61.48,22.1,0.82,41.5,0.25,1.07,0.05,,,17.75,0.93,175.0,81.75,,19.57,0.0,
2023-02-25 13:00:00,2023-02-25 14:00:00,31.5,,2.67,1.67,3.0,30.95,8.62,0.56,35.98,0.2,0.82,,,,12.0,0.68,192.0,77.75,,19.88,0.0,
2023-02-25 14:00:00,2023-02-25 15:00:00,34.5,,2.6,1.73,3.05,28.4,7.95,0.56,35.47,0.2,0.8,,,0.05,8.5,0.82,193.5,65.75,,19.9,0.0,
2023-02-25 15:00:00,2023-02-25 16:00:00,31.0,,2.45,1.93,3.02,25.12,8.72,0.55,36.98,0.12,0.73,,,,9.0,0.7,161.0,50.75,,19.95,0.0,
2023-02-25 16:00:00,2023-02-25 17:00:00,29.5,,2.38,2.02,3.05,27.2,8.28,0.57,37.92,0.1,0.68,,,0.03,12.0,0.72,138.0,31.5,,19.8,0.0,
2023-02-25 17:00:00,2023-02-25 18:00:00,23.0,,2.5,1.75,2.98,40.15,18.25,0.86,33.27,0.2,0.7,0.05,0.03,0.08,22.5,0.67,49.5,15.5,,19.33,0.0,
2023-02-25 18:00:00,2023-02-25 19:00:00,38.0,,2.6,1.9,3.12,47.6,20.8,1.12,24.1,0.2,0.75,0.03,0.03,0.08,30.25,0.38,129.25,9.75,,18.7,0.0,
2023-02-25 19:00:00,2023-02-25 20:00:00,60.0,,2.67,2.02,3.23,51.65,21.02,1.33,14.28,0.2,1.08,0.03,0.08,0.08,36.75,0.17,117.25,8.75,,18.23,0.0,
2023-02-25 20:00:00,2023-02-25 21:00:00,86.5,,2.25,1.9,2.82,46.5,20.43,1.54,13.5,0.2,1.1,0.1,0.03,0.1,39.0,0.18,108.75,9.0,,18.0,0.0,
2023-02-25 21:00:00,2023-02-25 22:00:00,95.0,,2.7,1.8,3.12,31.05,10.82,1.23,18.65,0.2,1.1,0.05,0.03,0.05,37.5,0.25,167.5,9.0,,17.95,0.0,
2023-02-25 22:00:00,2023-02-25 23:00:00,61.5,,2.75,1.7,3.15,28.18,9.5,1.11,13.38,0.2,1.1,0.08,,0.1,45.25,0.25,129.25,9.0,,17.68,0.0,
2023-02-25 23:00:00,2023-02-26 00:00:00,64.5,,2.58,2.0,3.15,25.48,8.32,0.98,8.28,0.2,1.1,,,0.03,52.25,0.18,126.5,9.0,,17.38,0.0,
2023-02-26 00:00:00,2023-02-26 01:00:00,66.25,,2.58,2.1,3.23,25.52,8.45,0.81,7.3,0.2,1.1,0.03,,0.05,57.25,0.17,137.0,9.0,,17.18,0.0,
2023-02-26 01:00:00,2023-02-26 02:00:00,66.75,,2.75,1.83,3.18,36.25,16.57,0.85,6.75,0.2,1.1,0.08,0.08,0.03,54.75,0.28,74.0,9.25,,17.23,0.0,
2023-02-26 02:00:00,2023-02-26 03:00:00,58.25,,2.17,1.77,2.72,57.75,21.05,0.86,11.45,0.2,1.1,0.1,0.12,0.08,55.25,0.2,108.25,9.0,,17.08,0.0,
2023-02-26 03:00:00,2023-02-26 04:00:00,53.75,,2.5,1.8,3.0,63.2,20.17,0.84,10.03,0.2,1.08,0.03,0.03,0.1,59.75,0.38,86.0,9.0,,16.95,0.0,
2023-02-26 04:00:00,2023-02-26 05:00:00,60.0,,2.6,1.77,3.07,53.7,17.68,0.84,7.3,0.2,1.05,0.05,0.05,0.05,64.5,0.5,76.25,9.25,,16.7,0.0,
2023-02-26 05:00:00,2023-02-26 06:00:00,72.25,,2.53,1.75,2.98,37.23,8.38,0.82,11.2,0.2,0.85,,,0.12,66.75,0.42,94.0,9.0,,16.62,0.0,
2023-02-26 06:00:00,2023-02-26 07:00:00,78.0,,2.65,1.82,3.15,34.0,6.33,1.09,11.6,0.2,0.88,,0.03,,70.0,0.55,82.5,11.0,,16.52,0.0,
2023-02-26 07:00:00,2023-02-26 08:00:00,109.75,,2.67,1.55,2.98,33.35,5.9,1.68,15.12,0.2,0.75,,,0.03,62.5,0.38,121.75,25.75,,17.25,0.0,
2023-02-26 08:00:00,2023-02-26 09:00:00,158.5,,2.85,1.6,3.15,39.2,8.65,1.23,13.85,0.2,0.8,0.03,,,58.5,0.57,87.75,40.25,,17.43,0.0,
2023-02-26 09:00:00,2023-02-26 10:00:00,153.25,,2.5,1.67,2.9,85.12,20.33,1.33,20.5,0.25,0.88,0.05,0.08,0.08,48.75,0.53,126.75,62.5,,18.1,0.0,
2023-02-26 10:00:00,2023-02-26 11:00:00,131.0,,2.25,1.85,2.8,99.68,22.95,0.89,24.33,0.3,0.93,0.05,,0.03,29.5,0.97,169.0,72.75,,18.93,0.0,
2023-02-26 11:00:00,2023-02-26 12:00:00,58.5,,2.32,2.12,3.02,81.9,21.02,0.82,30.17,0.3,0.92,0.03,0.05,,23.25,1.2,181.5,82.0,,19.4,0.0,
2023-02-26 12:00:00,2023-02-26 13:00:00,37.75,,2.42,1.83,2.95,61.95,19.75,0.67,30.27,0.22,0.9,0.08,0.03,,15.5,1.05,175.25,83.5,,19.8,0.0,
2023-02-26 13:00:00,2023-02-26 14:00:00,30.5,,2.45,1.9,3.0,31.3,6.97,0.39,33.83,0.2,0.8,,,0.03,12.0,0.95,175.75,77.0,,20.05,0.0,
2023-02-26 14:00:00,2023-02-26 15:00:00,28.0,,2.5,1.93,3.05,29.57,5.62,0.43,37.25,0.2,0.7,,,0.08,14.0,0.85,155.75,65.0,,20.08,0.0,
2023-02-26 15:00:00,2023-02-26 16:00:00,28.5,,2.35,1.95,2.95,28.23,6.3,0.44,40.3,0.2,0.62,,,,17.0,1.18,108.0,47.75,,20.02,0.0,
2023-02-26 16:00:00,2023-02-26 17:00:00,31.5,,2.4,1.88,2.95,32.2,8.0,0.53,40.47,0.12,0.6,,,0.1,24.25,1.03,72.25,29.5,,19.73,0.0,
2023-02-26 17:00:00,2023-02-26 18:00:00,34.75,,2.5,1.75,2.98,45.65,18.27,0.77,32.88,0.2,0.6,0.05,0.03,0.1,29.25,0.52,73.0,14.75,,19.35,0.0,
2023-02-26 18:00:00,2023-02-26 19:00:00,38.75,,2.38,1.98,2.95,52.58,20.57,1.15,22.7,0.2,0.65,0.03,0.03,0.08,34.0,0.4,77.0,11.0,,18.83,0.0,
2023-02-26 19:00:00,2023-02-26 20:00:00,73.0,,2.45,1.97,3.05,57.88,21.08,1.35,18.4,0.2,0.77,0.05,0.05,0.05,36.5,0.4,77.5,10.5,,18.52,0.0,
2023-02-26 20:00:00,2023-02-26 21:00:00,87.25,,2.75,1.9,3.25,52.03,19.05,1.52,14.3,0.2,0.88,0.08,,0.08,39.75,0.22,148.0,10.0,,18.18,0.0,
2023-02-26 21:00:00,2023-02-26 22:00:00,102.0,,2.55,1.77,3.02,36.1,9.98,1.32,17.77,0.2,0.88,0.03,,0.03,37.5,0.32,165.5,10.0,,18.17,0.0,
2023-02-26 22:00:00,2023-02-26 23:00:00,84.25,,2.25,2.0,2.9,31.25,9.85,1.3,10.1,0.2,0.97,0.05,0.03,0.12,43.25,0.22,164.25,10.0,,17.95,0.0,
2023-02-26 23:00:00,2023-02-27 00:00:00,76.5,,2.6,2.0,3.17,26.65,8.93,1.29,2.12,0.2,1.0,0.08,,0.08,45.0,0.15,224.25,10.0,,17.85,0.0,
2023-02-27 00:00:00,2023-02-27 01:00:00,90.75,,2.43,2.03,3.08,28.18,7.2,1.02,0.6,0.2,1.1,0.05,,0.03,45.25,0.2,132.0,10.0,,17.75,0.0,
2023-02-27 01:00:00,2023-02-27 02:00:00,114.5,,2.52,1.95,3.03,48.4,15.8,0.83,3.08,0.2,1.1,0.1,0.05,0.12,53.5,0.5,74.5,10.0,,17.25,0.0,
2023-02-27 02:00:00,2023-02-27 03:00:00,63.75,,2.43,2.0,3.02,78.35,19.8,0.8,8.95,0.28,1.1,0.1,0.05,0.2,52.0,0.23,184.25,10.0,,17.3,0.0,
2023-02-27 03:00:00,2023-02-27 04:00:00,53.25,,2.48,1.95,3.08,74.38,18.32,0.82,12.8,0.25,1.05,0.08,0.03,0.05,52.0,0.45,86.5,10.0,,17.27,0.0,
2023-02-27 04:00:00,2023-02-27 05:00:00,61.75,,2.38,1.83,2.93,58.65,15.95,0.8,12.5,0.2,1.0,0.08,,0.08,57.0,0.47,90.25,10.0,,16.98,0.0,
2023-02-27 05:00:00,2023-02-27 06:00:00,69.5,,2.08,1.9,2.7,40.92,6.28,0.84,15.88,0.2,0.9,,0.03,0.03,61.0,0.3,124.0,10.0,,16.85,0.0,
2023-02-27 06:00:00,2023-02-27 07:00:00,92.5,,2.55,1.82,3.08,34.98,3.97,0.93,16.8,0.2,0.85,0.03,,0.03,60.0,0.25,195.0,11.0,,17.0,0.0,
2023-02-27 07:00:00,2023-02-27 08:00:00,111.0,,2.55,1.82,3.05,33.12,3.82,0.95,18.6,0.2,0.8,,,,51.75,0.35,171.75,21.5,,17.65,0.0,
2023-02-27 08:00:00,2023-02-27 09:00:00,106.25,,2.3,1.75,2.8,38.65,7.45,1.13,15.0,0.2,0.8,,,0.05,45.0,0.73,176.75,38.5,,17.95,0.0,
2023-02-27 09:00:00,2023-02-27 10:00:00,105.0,,2.55,1.52,2.92,68.4,17.85,1.13,27.3,0.3,0.9,0.05,0.03,0.12,37.25,1.35,180.0,54.0,,18.35,0.0,
2023-02-27 10:00:00,2023-02-27 11:00:00,85.25,,2.55,1.8,3.02,84.25,19.6,0.93,28.2,0.3,0.9,0.03,0.08,0.03,29.25,0.97,183.0,73.25,,18.95,0.0,
2023-02-27 11:00:00,2023-02-27 12:00:00,61.25,,2.52,1.7,2.98,74.12,18.7,0.84,28.02,0.3,0.9,0.03,0.03,0.05,22.5,1.05,192.75,80.5,,19.43,0.0,
2023-02-27 12:00:00,2023-02-27 13:00:00,38.75,,2.67,1.73,3.1,55.2,16.93,0.66,28.45,0.3,0.88,0.08,0.03,0.05,14.5,1.0,182.75,82.25,,19.88,0.0,
2023-02-27 13:00:00,2023-02-27 14:00:00,26.25,,2.45,1.95,3.05,29.32,3.73,0.36,33.2,0.2,0.38,,,0.08,11.75,0.82,188.0,72.25,,20.02,0.0,
2023-02-27 14:00:00,2023-02-27 15:00:00,27.25,,2.15,1.9,2.75,28.07,2.83,0.38,35.5,0.2,0.62,,,,12.25,1.15,251.0,61.5,,20.02,0.0,
2023-02-27 15:00:00,2023-02-27 16:00:00,25.25,,2.28,1.98,2.93,26.77,3.75,0.4,36.6,0.12,0.6,,,0.05,10.0,1.07,263.5,49.0,,20.05,0.0,
2023-02-27 16:00:00,2023-02-27 17:00:00,32.75,,2.27,1.85,2.85,31.8,6.3,0.47,37.35,0.1,0.6,0.03,,0.08,11.75,1.07,274.25,29.0,,19.93,0.0,
2023-02-27 17:00:00,2023-02-27 18:00:00,34.0,,2.22,1.92,2.83,41.0,16.68,0.82,28.97,0.17,0.6,0.03,0.08,0.08,18.0,0.7,248.0,15.25,,19.65,0.0,
2023-02-27 18:00:00,2023-02-27 19:00:00,54.5,,2.33,1.98,2.95,43.3,19.6,1.65,10.78,0.2,0.8,0.03,0.03,0.05,27.75,0.25,165.5,11.0,,19.03,0.0,
2023-02-27 19:00:00,2023-02-27 20:00:00,80.5,,2.48,1.73,2.95,50.48,19.05,1.98,6.47,0.23,1.3,0.08,0.23,0.08,36.0,0.2,141.0,11.0,,18.55,0.0,
2023-02-27 20:00:00,2023-02-27 21:00:00,116.5,,2.57,1.98,3.15,42.43,16.93,1.9,7.95,0.3,1.52,0.18,0.17,0.1,39.5,0.18,142.5,11.0,,18.35,0.0,
2023-02-27 21:00:00,2023-02-27 22:00:00,109.25,,2.3,2.08,3.0,29.62,7.85,1.39,14.65,0.3,1.55,0.08,0.03,0.15,42.75,0.2,109.25,11.0,,18.12,0.0,
2023-02-27 22:00:00,2023-02-27 23:00:00,80.5,,2.32,1.98,2.95,29.55,7.47,1.11,11.43,0.25,1.5,0.1,,0.15,43.75,0.42,151.5,11.0,,18.05,0.0,
2023-02-27 23:00:00,2023-02-28 00:00:00,70.75,,2.4,1.8,2.92,26.5,7.4,0.97,7.78,0.2,1.38,0.05,,0.08,46.5,0.15,161.25,11.0,,17.82,0.0,
2023-02-28 00:00:00,2023-02-28 01:00:00,65.25,,2.47,1.9,2.98,26.35,8.7,0.77,3.12,0.2,1.4,0.08,0.08,0.08,53.75,0.15,105.0,11.0,,17.52,0.0,
2023-02-28 01:00:00,2023-02-28 02:00:00,70.0,,2.77,1.75,3.15,44.47,18.23,1.04,2.15,0.22,1.4,0.05,0.1,0.17,55.0,0.35,205.0,11.0,,17.52,0.0,
2023-02-28 02:00:00,2023-02-28 03:00:00,88.0,,2.52,1.7,2.95,81.08,22.3,1.14,4.7,0.27,1.4,0.12,0.1,0.1,52.5,0.42,261.75,11.0,,17.4,0.0,
2023-02-28 03:00:00,2023-02-28 04:00:00,95.25,,2.32,2.0,2.98,84.38,26.52,1.26,7.93,0.23,1.3,0.1,0.12,0.08,53.5,0.55,268.5,11.0,,17.32,0.0,
2023-02-28 04:00:00,2023-02-28 05:00:00,110.25,,2.25,1.8,2.77,67.22,20.38,1.25,7.6,0.3,1.23,0.12,0.12,0.05,52.75,0.28,165.75,11.0,,17.25,0.0,
2023-02-28 05:00:00,2023-02-28 06:00:00,122.25,,2.53,1.9,3.05,48.85,9.18,1.11,9.73,0.3,1.2,0.03,,0.05,53.0,0.38,79.25,11.0,,17.25,0.0,
2023-02-28 06:00:00,2023-02-28 07:00:00,121.25,,2.35,1.93,2.95,41.22,7.95,1.25,8.82,0.3,1.1,0.05,,0.03,56.0,0.3,97.0,12.0,,17.12,0.0,
2023-02-28 07:00:00,2023-02-28 08:00:00,146.0,,2.65,1.9,3.17,37.85,7.18,1.23,12.1,0.3,1.02,0.03,0.03,0.08,53.75,0.35,84.5,21.25,,17.6,0.0,
2023-02-28 08:00:00,2023-02-28 09:00:00,148.75,,2.4,1.95,3.0,44.0,12.6,1.19,13.4,0.3,1.1,0.03,0.03,0.1,48.5,0.6,160.75,34.5,,17.95,0.0,
2023-02-28 09:00:00,2023-02-28 10:00:00,122.75,,2.65,1.88,3.12,77.3,23.35,1.13,27.2,0.38,1.1,0.1,0.08,0.1,39.5,0.8,155.75,56.5,,18.5,0.0,
2023-02-28 10:00:00,2023-02-28 11:00:00,79.25,,2.58,1.93,3.07,93.45,23.95,1.06,35.08,0.38,1.08,0.08,,0.1,32.75,0.95,154.5,71.25,,18.97,0.0,
2023-02-28 11:00:00,2023-02-28 12:00:00,63.25,,2.67,1.6,3.0,82.55,22.18,1.05,40.47,0.2,1.03,0.08,0.03,0.03,24.0,0.95,160.0,80.5,,19.48,0.0,
2023-02-28 12:00:00,2023-02-28 13:00:00,52.25,,2.65,1.7,3.08,60.58,19.2,0.68,41.4,0.2,0.92,0.05,0.05,0.05,18.5,0.85,188.25,82.5,,19.82,0.0,
2023-02-28 13:00:00,2023-02-28 14:00:00,39.5,,2.35,1.85,2.9,53.95,14.8,0.21,45.58,0.15,0.78,0.05,0.1,,12.75,0.82,162.0,76.75,,20.1,0.0,
2023-02-28 14:00:00,2023-02-28 15:00:00,25.0,,2.53,1.92,3.1,28.88,9.3,0.16,40.88,0.15,0.7,0.03,0.03,0.03,12.0,1.0,130.0,65.25,,20.12,0.0,
2023-02-28 15:00:00,2023-02-28 16:00:00,25.0,,2.6,1.98,3.17,25.15,3.25,0.46,43.1,0.1,0.6,,,0.05,11.0,1.02,98.0,48.0,,20.1,0.0,
2023-02-28 16:00:00,2023-02-28 17:00:00,27.0,,2.6,2.02,3.17,34.92,7.28,0.65,44.02,0.1,0.6,0.03,0.05,0.05,20.5,1.1,74.0,28.75,,19.85,0.0,
2023-02-28 17:00:00,2023-02-28 18:00:00,34.0,,2.27,1.92,2.88,47.35,16.05,0.89,34.55,0.1,0.6,0.08,0.12,0.17,31.75,0.88,63.75,15.5,,19.38,0.0,
2023-02-28 18:00:00,2023-02-28 19:00:00,36.0,,2.62,1.78,3.08,53.2,18.52,0.82,30.27,0.17,0.65,0.08,,,36.75,0.65,52.25,11.0,,18.85,0.0,
2023-02-28 19:00:00,2023-02-28 20:00:00,49.75,,2.47,1.7,2.92,56.4,18.1,1.02,22.85,0.23,0.77,0.08,,0.12,38.5,0.6,57.5,11.0,,18.65,0.0,
2023-02-28 20:00:00,2023-02-28 21:00:00,67.0,,2.57,1.8,3.07,47.58,14.85,0.93,20.65,0.25,0.8,0.03,,0.08,40.5,0.6,59.75,11.0,,18.38,0.0,
2023-02-28 21:00:00,2023-02-28 22:00:00,70.75,,2.55,1.73,3.0,35.8,7.12,0.68,25.82,0.2,0.8,,0.03,,40.0,0.55,57.75,11.0,,18.25,0.0,
2023-02-28 22:00:00,2023-02-28 23:00:00,61.5,,2.4,1.95,2.98,32.8,7.1,0.6,20.5,0.2,0.8,,0.03,0.08,45.5,0.47,59.5,11.0,,17.95,0.0,
2023-02-28 23:00:00,2023-03-01 00:00:00,54.75,,2.5,1.9,3.05,30.8,6.8,0.62,18.62,0.2,0.8,0.03,0.03,,50.0,0.48,134.0,11.0,,17.73,0.0,
2023-03-01 00:00:00,2023-03-01 01:00:00,80.75,,2.42,2.1,3.1,35.75,9.82,1.35,12.12,0.2,0.8,,0.03,0.1,52.75,1.07,268.0,11.0,,17.73,0.0,
2023-03-01 01:00:00,2023-03-01 02:00:00,168.25,,2.4,1.88,2.95,46.48,19.5,1.1,12.5,0.3,0.8,0.08,0.05,0.03,54.25,0.88,236.75,11.0,,17.52,0.0,
2023-03-01 02:00:00,2023-03-01 03:00:00,129.0,,2.4,1.9,2.98,63.83,21.18,1.2,12.35,0.3,0.9,0.1,0.1,0.08,52.25,0.7,184.0,11.0,,17.52,0.0,
2023-03-01 03:00:00,2023-03-01 04:00:00,128.5,,2.7,1.75,3.12,67.08,21.15,1.11,13.72,0.3,0.95,0.1,0.08,0.08,53.5,0.57,144.25,11.0,,17.42,0.0,
2023-03-01 04:00:00,2023-03-01 05:00:00,121.0,,2.42,2.02,3.02,51.75,17.32,1.06,11.9,0.3,1.0,,0.08,,55.25,0.6,180.5,11.0,,17.4,0.0,
2023-03-01 05:00:00,2023-03-01 06:00:00,129.75,,2.7,1.68,3.07,39.65,8.35,1.01,10.72,0.3,1.0,0.05,0.03,,59.0,0.75,203.5,11.0,,17.23,0.0,
2023-03-01 06:00:00,2023-03-01 07:00:00,151.25,,2.4,1.82,2.95,35.27,7.53,1.09,7.45,0.3,1.0,0.05,0.03,,59.75,0.88,216.75,11.75,,17.15,0.0,
2023-03-01 07:00:00,2023-03-01 08:00:00,157.0,,2.38,1.8,2.88,34.42,8.15,1.18,9.25,0.3,1.0,0.03,0.03,0.03,51.5,0.75,222.25,18.25,,17.57,0.0,
2023-03-01 08:00:00,2023-03-01 09:00:00,184.5,,2.5,1.7,2.95,41.85,15.75,1.38,9.95,0.32,1.02,0.08,,,46.0,0.82,97.0,30.5,,17.92,0.0,
2023-03-01 09:00:00,2023-03-01 10:00:00,197.25,,2.67,1.72,3.08,64.88,24.0,1.17,30.1,0.4,1.1,0.1,0.03,0.03,35.25,1.25,121.5,52.75,,18.38,0.0,
2023-03-01 10:00:00,2023-03-01 11:00:00,119.75,,2.75,1.8,3.15,76.42,24.05,1.0,33.45,0.4,1.02,0.08,0.08,0.03,29.75,1.4,90.75,66.25,,18.9,0.0,
2023-03-01 11:00:00,2023-03-01 12:00:00,89.0,,2.77,2.05,3.32,70.15,22.3,0.98,41.55,0.4,0.97,0.05,,0.03,30.25,1.58,98.75,75.0,,19.12,0.0,
2023-03-01 12:00:00,2023-03-01 13:00:00,89.5,,2.48,1.92,3.02,50.08,18.0,0.81,51.05,0.38,0.9,0.03,0.03,,25.25,1.57,108.25,77.5,,19.43,0.0,
2023-03-01 13:00:00,2023-03-01 14:00:00,84.75,,2.5,1.77,3.02,28.12,6.35,0.34,49.4,0.3,0.85,0.03,,0.03,19.25,1.7,75.75,73.75,,19.65,0.0,
2023-03-01 14:00:00,2023-03-01 15:00:00,41.5,,2.6,1.82,3.08,29.9,7.05,0.34,44.38,0.22,0.75,,,0.08,15.0,1.45,95.0,62.0,,19.8,0.0,
2023-03-01 15:00:00,2023-03-01 16:00:00,33.25,,2.52,1.77,3.0,26.42,6.48,0.31,46.27,0.2,0.88,,,0.15,15.0,1.43,72.5,46.75,,19.85,0.0,
2023-03-01 16:00:00,2023-03-01 17:00:00,35.25,,2.52,1.78,3.0,34.05,9.93,0.42,47.88,0.2,0.9,,0.03,0.05,20.0,1.22,54.75,28.5,,19.6,0.0,
2023-03-01 17:00:00,2023-03-01 18:00:00,36.25,,2.52,1.77,3.0,46.18,17.05,0.57,40.67,0.2,0.88,0.05,0.03,0.03,27.75,1.08,49.5,14.75,,19.12,0.0,
2023-03-01 18:00:00,2023-03-01 19:00:00,39.0,,2.45,1.9,3.0,61.08,18.92,0.87,33.98,0.2,2.8,0.1,0.03,0.1,31.75,0.68,44.5,11.0,,18.7,0.0,
2023-03-01 19:00:00,2023-03-01 20:00:00,54.5,,2.55,1.88,3.08,71.28,26.95,1.12,22.47,0.32,4.65,0.1,0.12,0.1,34.75,0.32,90.0,11.0,,18.35,0.0,
2023-03-01 20:00:00,2023-03-01 21:00:00,80.25,,2.42,1.85,2.95,73.45,34.33,1.17,17.75,0.3,4.22,0.2,0.28,0.1,38.0,0.2,203.5,11.0,,18.1,0.0,
2023-03-01 21:00:00,2023-03-01 22:00:00,75.0,,2.65,1.98,3.17,70.07,36.55,1.06,16.42,0.3,3.6,0.2,0.2,0.08,42.0,0.25,93.0,11.0,,17.9,0.0,
2023-03-01 22:00:00,2023-03-01 23:00:00,69.75,,2.62,1.75,3.1,67.48,38.83,1.02,15.32,0.3,3.1,0.2,0.3,0.1,42.75,0.23,168.75,11.0,,17.78,0.0,
2023-03-01 23:00:00,2023-03-02 00:00:00,77.25,,2.4,1.8,2.92,66.53,34.8,1.08,14.82,0.3,2.65,0.2,0.27,0.08,43.25,0.22,118.25,11.0,,17.7,0.0,
2023-03-02 00:00:00,2023-03-02 01:00:00,102.75,,2.52,1.88,3.05,66.6,5.3,1.51,8.3,0.35,2.3,0.2,0.17,0.1,46.5,0.25,236.25,11.0,,17.67,0.0,
2023-03-02 01:00:00,2023-03-02 02:00:00,145.0,,2.5,1.88,3.02,67.28,6.88,1.32,2.58,0.47,2.12,0.2,0.2,0.08,49.25,0.2,232.5,11.0,,17.5,0.0,
2023-03-02 02:00:00,2023-03-02 03:00:00,136.75,,2.6,1.85,3.1,66.6,8.98,1.21,5.55,0.5,1.95,0.17,0.15,0.05,51.0,0.5,243.75,11.0,,17.42,0.0,
2023-03-02 03:00:00,2023-03-02 04:00:00,124.25,,2.52,1.95,3.08,65.62,9.28,1.07,7.42,0.53,1.75,0.2,0.2,0.1,55.5,0.9,267.0,11.0,,17.18,0.0,
