From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-06-07 08:00:00,2022-06-07 09:00:00,22.42,31.81,3.89,13.83,15.38,22.42,12.31,0.34,2.4,1.8,2.09,1.19,10.98,,38.09,1.43,287.58,0.0,8.92,24.53,0.0
2022-06-07 09:00:00,2022-06-07 10:00:00,23.03,28.83,3.89,13.57,16.22,22.68,12.3,0.31,2.73,1.8,2.1,1.19,11.03,,29.47,1.18,303.48,0.0,8.96,27.08,0.0
2022-06-07 10:00:00,2022-06-07 11:00:00,22.13,29.65,4.09,14.31,15.87,22.29,12.53,0.3,5.92,1.8,2.1,1.21,11.03,,23.51,1.17,311.28,0.0,8.99,29.12,0.0
2022-06-07 11:00:00,2022-06-07 12:00:00,23.31,32.52,4.06,13.68,16.97,22.42,12.55,0.43,9.88,1.8,2.12,1.2,11.0,,19.62,0.97,310.95,0.0,8.96,31.21,0.0
2022-06-07 12:00:00,2022-06-07 13:00:00,23.9,34.45,3.9,13.25,16.2,23.68,12.52,0.36,11.86,1.8,2.1,1.19,10.97,,15.44,0.94,304.31,0.0,9.19,33.15,0.0
2022-06-07 13:00:00,2022-06-07 14:00:00,24.11,37.28,4.16,13.93,16.42,23.94,12.32,0.29,11.9,1.81,2.11,1.2,10.99,,11.53,0.66,306.31,0.0,9.11,34.54,0.0
2022-06-07 14:00:00,2022-06-07 15:00:00,22.64,33.07,4.1,13.57,15.79,22.38,12.55,0.15,11.21,1.8,2.1,1.19,11.02,,10.51,0.5,320.99,0.0,8.93,35.4,0.0
2022-06-07 15:00:00,2022-06-07 16:00:00,22.41,33.06,4.06,14.24,15.81,23.05,12.52,0.18,10.91,1.8,2.09,1.2,10.98,,9.36,0.3,178.37,0.0,9.11,35.45,0.0
2022-06-07 16:00:00,2022-06-07 17:00:00,30.47,40.88,4.05,14.38,16.38,22.18,12.67,0.29,12.8,1.8,2.1,1.21,11.0,,9.8,0.54,184.03,0.0,8.79,34.9,0.0
2022-06-07 17:00:00,2022-06-07 18:00:00,39.84,48.68,3.94,13.85,16.21,23.22,12.74,0.33,11.67,1.8,2.1,1.2,11.04,,11.02,0.36,236.19,0.0,9.08,33.68,0.0
2022-06-07 18:00:00,2022-06-07 19:00:00,39.45,49.27,3.99,14.01,15.61,22.08,12.8,0.32,8.46,1.8,2.09,1.2,10.96,,16.66,1.02,282.48,0.0,8.91,30.63,0.0
2022-06-07 19:00:00,2022-06-07 20:00:00,33.58,44.76,4.1,14.21,15.66,23.16,12.71,0.28,7.95,1.81,2.09,1.21,10.97,,31.43,1.92,275.62,0.0,8.98,26.46,0.0
2022-06-07 20:00:00,2022-06-07 21:00:00,29.24,40.63,4.0,14.1,16.1,22.89,12.66,0.29,5.86,1.8,2.1,1.2,10.96,,35.08,2.35,283.79,0.0,8.87,23.54,0.0
2022-06-07 21:00:00,2022-06-07 22:00:00,27.65,43.81,4.14,14.13,16.06,23.81,12.59,0.28,7.45,1.81,2.1,1.2,10.93,,36.2,1.85,286.95,0.0,9.22,22.6,0.0
2022-06-07 22:00:00,2022-06-07 23:00:00,30.18,43.75,3.78,14.11,15.74,22.8,12.73,0.35,6.67,1.79,2.09,1.2,11.0,,35.33,1.38,287.91,0.0,9.04,22.42,0.0
2022-06-07 23:00:00,2022-06-08 00:00:00,31.6,36.88,3.92,13.93,16.52,23.18,12.63,0.33,5.48,1.8,2.11,1.2,10.95,,36.03,1.3,288.92,0.0,9.13,21.86,0.0
2022-06-08 00:00:00,2022-06-08 01:00:00,29.59,32.16,3.79,14.14,16.55,23.96,11.55,0.44,2.98,1.79,2.11,1.2,10.97,,35.86,1.4,285.47,0.0,9.29,21.49,0.0
2022-06-08 01:00:00,2022-06-08 02:00:00,25.85,29.89,3.96,14.15,15.67,22.36,11.92,0.46,3.26,1.8,2.09,1.2,10.95,,38.11,1.56,285.04,0.0,8.91,20.96,0.0
2022-06-08 02:00:00,2022-06-08 03:00:00,21.88,29.71,3.84,13.45,15.67,23.55,11.81,0.45,3.9,1.79,2.09,1.19,11.0,,47.1,1.65,285.69,0.0,9.13,20.54,0.0
2022-06-08 03:00:00,2022-06-08 04:00:00,19.28,32.05,3.99,13.78,16.64,23.6,11.89,0.53,2.88,1.8,2.11,1.19,11.03,,51.21,1.66,288.12,0.0,9.03,20.02,0.0
2022-06-08 04:00:00,2022-06-08 05:00:00,19.79,34.2,4.01,13.75,15.96,22.18,11.75,0.6,1.81,1.8,2.1,1.2,11.01,,53.03,1.75,281.27,0.0,8.76,19.64,0.0
2022-06-08 05:00:00,2022-06-08 06:00:00,21.71,33.67,4.21,14.35,15.89,23.94,11.97,0.48,0.68,1.81,2.1,1.21,11.0,,53.55,1.75,281.16,0.0,9.24,19.66,0.0
2022-06-08 06:00:00,2022-06-08 07:00:00,20.5,34.81,3.78,13.98,16.23,22.21,12.14,0.55,0.19,1.79,2.1,1.2,11.03,,53.23,1.36,286.29,0.0,8.87,20.04,0.0
2022-06-08 07:00:00,2022-06-08 08:00:00,20.81,31.96,4.1,13.37,16.25,21.76,12.18,0.51,0.64,1.8,2.1,1.19,11.01,,50.6,1.47,286.93,0.0,8.68,21.21,0.0
2022-06-08 08:00:00,2022-06-08 09:00:00,22.41,31.91,3.97,13.97,16.34,22.21,12.32,0.72,2.06,1.8,2.1,1.2,11.0,,44.4,1.52,291.74,0.0,8.76,23.62,0.0
2022-06-08 09:00:00,2022-06-08 10:00:00,23.98,32.0,3.95,14.22,16.04,22.73,12.21,0.72,2.88,1.8,2.1,1.21,11.05,,40.94,1.44,292.23,0.0,8.83,24.48,0.0
2022-06-08 10:00:00,2022-06-08 11:00:00,25.69,30.6,4.05,14.08,15.8,23.88,12.43,0.59,3.43,1.8,2.1,1.21,11.0,,36.5,1.62,299.25,0.0,9.18,26.17,0.0
2022-06-08 11:00:00,2022-06-08 12:00:00,24.57,30.16,3.82,13.67,15.96,23.54,12.54,0.55,3.66,1.79,2.1,1.19,10.89,,35.46,1.27,302.11,0.0,9.09,27.0,0.0
2022-06-08 12:00:00,2022-06-08 13:00:00,21.5,32.97,3.92,14.04,16.45,22.69,12.68,0.57,5.47,1.8,2.11,1.2,10.98,,35.31,1.44,286.69,0.0,8.92,26.9,0.0
2022-06-08 13:00:00,2022-06-08 14:00:00,23.6,35.62,3.77,14.02,16.15,23.38,12.42,0.76,7.7,1.79,2.1,1.2,11.0,,29.83,0.91,299.51,0.0,9.19,28.39,0.0
2022-06-08 14:00:00,2022-06-08 15:00:00,24.61,37.56,3.96,13.75,16.84,23.24,12.52,0.77,6.8,1.79,2.11,1.19,11.04,,29.07,0.65,299.32,0.0,8.97,29.06,0.0
2022-06-08 15:00:00,2022-06-08 16:00:00,25.0,38.39,4.0,14.23,15.8,23.61,12.68,0.72,4.87,1.8,2.09,1.21,10.96,,27.71,0.32,250.85,0.0,9.19,29.77,0.0
2022-06-08 16:00:00,2022-06-08 17:00:00,28.48,36.57,3.96,14.24,15.56,23.7,12.98,0.69,4.3,1.8,2.09,1.21,10.97,,27.17,0.29,252.07,0.0,9.08,30.26,0.0
2022-06-08 17:00:00,2022-06-08 18:00:00,40.92,49.67,4.05,14.21,16.3,22.3,12.97,0.69,3.81,1.81,2.1,1.2,11.07,,29.19,0.43,277.51,0.0,8.87,29.46,0.0
2022-06-08 18:00:00,2022-06-08 19:00:00,38.39,48.72,4.28,14.09,15.66,23.56,13.04,0.9,3.06,1.81,2.09,1.2,11.02,,33.45,0.4,304.78,0.0,9.15,27.73,0.0
2022-06-08 19:00:00,2022-06-08 20:00:00,37.21,47.34,4.06,13.49,16.28,22.99,13.32,1.47,0.06,1.8,2.1,1.19,11.02,,37.01,0.47,336.37,0.0,9.1,26.29,0.0
2022-06-08 20:00:00,2022-06-08 21:00:00,39.31,51.74,4.0,14.12,15.63,22.79,13.24,1.65,0.03,1.8,2.09,1.2,10.95,,37.7,0.89,304.88,0.0,8.85,25.91,0.0
2022-06-08 21:00:00,2022-06-08 22:00:00,42.69,43.35,4.16,13.6,16.59,23.04,13.08,1.35,1.23,1.81,2.11,1.19,11.01,,37.78,1.87,287.16,0.0,9.19,25.69,0.0
2022-06-08 22:00:00,2022-06-08 23:00:00,38.14,42.2,4.01,14.06,16.56,22.97,13.05,1.14,2.81,1.8,2.11,1.2,10.99,,35.67,1.83,285.41,0.0,8.87,23.32,0.0
2022-06-08 23:00:00,2022-06-09 00:00:00,31.32,41.63,3.91,13.69,16.87,24.14,12.92,0.94,3.95,1.8,2.12,1.19,10.99,,39.73,2.15,286.25,0.0,9.15,21.48,0.0
2022-06-09 00:00:00,2022-06-09 01:00:00,28.89,41.41,4.03,14.12,16.79,24.21,11.55,0.45,4.09,1.8,2.11,1.2,11.04,,44.94,1.89,286.8,0.0,9.3,20.07,0.0
2022-06-09 01:00:00,2022-06-09 02:00:00,33.43,41.73,4.08,14.07,16.46,23.89,11.69,0.36,5.78,1.8,2.11,1.2,10.98,,49.09,2.18,282.59,0.0,9.16,19.32,0.0
2022-06-09 02:00:00,2022-06-09 03:00:00,32.91,37.39,4.12,13.97,15.82,23.45,11.77,0.18,4.27,1.81,2.1,1.2,11.01,,48.66,1.94,283.79,0.0,9.11,19.05,0.0
2022-06-09 03:00:00,2022-06-09 04:00:00,26.8,35.85,4.11,14.02,15.93,22.36,11.7,0.21,3.73,1.8,2.1,1.2,10.99,,48.2,1.69,286.48,0.0,8.94,19.03,0.0
2022-06-09 04:00:00,2022-06-09 05:00:00,22.44,31.75,4.02,13.42,15.81,22.95,11.74,0.18,3.15,1.8,2.1,1.19,10.98,,48.76,1.32,302.55,0.0,9.0,18.66,0.0
2022-06-09 05:00:00,2022-06-09 06:00:00,23.5,32.17,4.08,13.81,16.05,22.11,11.75,0.24,2.93,1.8,2.1,1.2,11.0,,51.48,1.39,315.99,0.0,8.97,17.89,0.0
2022-06-09 06:00:00,2022-06-09 07:00:00,26.39,36.08,4.11,14.02,16.73,22.72,11.69,0.26,2.77,1.8,2.11,1.2,10.96,,50.16,1.04,309.73,0.0,9.1,18.27,0.0
2022-06-09 07:00:00,2022-06-09 08:00:00,25.74,34.54,4.02,13.76,15.26,23.45,11.91,0.2,2.41,1.8,2.09,1.19,11.08,,45.52,1.19,281.19,0.0,9.29,20.05,0.0
2022-06-09 08:00:00,2022-06-09 09:00:00,22.59,31.03,3.98,14.12,15.95,22.41,11.93,0.2,3.62,1.8,2.1,1.2,10.98,,37.34,1.18,292.48,0.0,8.87,22.69,0.0
2022-06-09 09:00:00,2022-06-09 10:00:00,19.59,28.87,4.05,13.57,16.45,22.32,12.02,0.18,4.78,1.8,2.1,1.19,11.0,,30.89,0.92,303.76,0.0,8.91,25.14,0.0
2022-06-09 10:00:00,2022-06-09 11:00:00,17.45,29.47,4.14,13.77,14.88,21.69,12.2,0.23,7.53,1.81,2.08,1.19,10.97,,26.69,1.16,294.14,0.0,8.72,27.22,0.0
2022-06-09 11:00:00,2022-06-09 12:00:00,18.72,30.36,4.03,14.02,16.07,23.88,12.22,0.3,10.0,1.8,2.1,1.2,11.01,,28.66,1.61,261.15,0.0,9.29,27.67,0.0
2022-06-09 12:00:00,2022-06-09 13:00:00,23.09,27.83,4.08,14.26,15.89,24.11,12.35,0.23,10.06,1.81,2.1,1.21,10.95,,25.01,1.42,273.91,0.0,9.28,29.84,0.0
2022-06-09 13:00:00,2022-06-09 14:00:00,22.95,26.36,4.0,14.27,16.22,21.88,12.14,0.14,11.23,1.8,2.1,1.21,11.02,,22.7,1.91,279.23,0.0,8.71,30.86,0.0
2022-06-09 14:00:00,2022-06-09 15:00:00,19.42,30.59,3.88,14.14,15.87,23.3,12.32,0.12,11.54,1.79,2.1,1.2,10.95,,23.39,1.74,281.3,0.0,9.03,31.16,0.0
2022-06-09 15:00:00,2022-06-09 16:00:00,16.84,35.43,4.04,14.19,16.29,24.17,12.32,0.19,12.4,1.8,2.1,1.2,10.95,,21.62,1.32,289.11,0.0,9.28,31.34,0.0
2022-06-09 16:00:00,2022-06-09 17:00:00,22.41,37.25,4.11,14.06,15.88,22.8,12.59,0.28,11.41,1.81,2.09,1.2,11.04,,23.3,1.54,274.5,0.0,8.97,30.32,0.0
2022-06-09 17:00:00,2022-06-09 18:00:00,29.64,44.19,4.02,13.63,15.26,23.47,12.64,0.28,10.25,1.8,2.08,1.19,11.03,,25.03,1.16,270.43,0.0,9.09,29.44,0.0
2022-06-09 18:00:00,2022-06-09 19:00:00,27.94,43.06,4.09,13.87,15.95,23.21,12.58,0.24,6.5,1.8,2.1,1.2,11.05,,25.44,0.79,270.14,0.0,9.15,28.61,0.0
2022-06-09 19:00:00,2022-06-09 20:00:00,26.86,39.89,4.24,14.1,16.39,23.29,12.56,0.24,4.75,1.81,2.11,1.2,10.98,,30.33,1.13,290.78,0.0,9.03,27.37,0.0
2022-06-09 20:00:00,2022-06-09 21:00:00,25.85,35.65,3.88,14.34,15.43,22.71,12.77,0.33,6.55,1.8,2.09,1.21,11.04,,34.66,1.28,286.0,0.0,9.02,26.35,0.0
2022-06-09 21:00:00,2022-06-09 22:00:00,27.27,36.72,3.83,13.84,15.92,23.21,12.75,0.47,6.59,1.8,2.1,1.2,11.0,,34.5,1.26,287.82,0.0,9.14,25.89,0.0
2022-06-09 22:00:00,2022-06-09 23:00:00,30.07,38.73,3.82,13.68,16.43,22.25,12.87,0.44,5.46,1.79,2.11,1.19,11.0,,36.44,1.4,285.42,0.0,8.87,25.25,0.0
2022-06-09 23:00:00,2022-06-10 00:00:00,27.8,36.09,4.0,13.68,16.93,21.6,12.78,0.28,3.33,1.8,2.12,1.19,11.03,,38.94,1.32,285.22,0.0,8.71,24.63,0.0
2022-06-10 00:00:00,2022-06-10 01:00:00,25.19,35.97,3.99,14.21,15.42,23.2,11.48,0.45,3.1,1.8,2.09,1.2,10.96,,40.64,1.67,285.4,0.0,9.05,24.12,0.0
2022-06-10 01:00:00,2022-06-10 02:00:00,25.12,37.24,4.08,14.49,15.36,23.5,11.61,0.48,3.6,1.81,2.09,1.21,11.01,,42.9,2.52,287.65,0.0,9.2,23.4,0.0
2022-06-10 02:00:00,2022-06-10 03:00:00,23.77,35.94,3.85,13.79,15.47,24.11,11.75,0.49,2.08,1.8,2.09,1.19,11.07,,46.49,2.57,288.51,0.0,9.25,22.14,0.0
2022-06-10 03:00:00,2022-06-10 04:00:00,21.69,32.51,4.22,13.77,16.06,21.26,11.73,0.51,1.12,1.81,2.1,1.19,11.02,,48.09,2.34,285.14,0.0,8.58,21.02,0.0
2022-06-10 04:00:00,2022-06-10 05:00:00,20.37,29.92,3.96,13.75,15.87,23.64,11.71,0.3,0.21,1.8,2.1,1.2,11.04,,48.91,1.61,287.84,0.0,9.17,20.21,0.0
2022-06-10 05:00:00,2022-06-10 06:00:00,23.03,29.37,3.84,13.77,16.41,22.76,11.9,0.36,0.03,1.79,2.11,1.19,11.05,,51.05,1.77,284.44,0.0,8.98,19.56,0.0
2022-06-10 06:00:00,2022-06-10 07:00:00,24.03,30.44,4.01,13.9,15.43,22.55,11.83,0.39,0.17,1.8,2.09,1.2,10.99,,52.86,1.89,283.91,0.0,8.91,19.38,0.0
2022-06-10 07:00:00,2022-06-10 08:00:00,21.42,27.89,4.24,14.05,15.88,22.38,11.77,0.5,0.54,1.81,2.1,1.2,11.0,,50.34,2.22,286.61,0.0,8.89,20.08,0.0
2022-06-10 08:00:00,2022-06-10 09:00:00,19.16,26.05,3.82,14.01,16.3,25.13,11.71,0.51,1.51,1.79,2.1,1.2,11.02,,45.36,2.26,285.89,0.0,9.32,21.44,0.0
2022-06-10 09:00:00,2022-06-10 10:00:00,19.47,24.86,4.13,14.02,16.27,23.8,11.79,0.42,2.05,1.81,2.11,1.2,10.98,,41.38,2.16,282.5,0.0,9.08,23.32,0.0
2022-06-10 10:00:00,2022-06-10 11:00:00,19.39,24.01,3.96,13.7,15.98,23.16,11.97,0.34,2.52,1.8,2.1,1.19,10.99,,38.55,2.12,284.97,0.0,8.95,24.75,0.0
2022-06-10 11:00:00,2022-06-10 12:00:00,17.41,23.75,4.06,14.0,15.45,22.27,11.96,0.33,3.3,1.8,2.09,1.2,10.98,,34.38,2.17,277.25,0.0,8.92,26.46,0.0
2022-06-10 12:00:00,2022-06-10 13:00:00,16.26,23.97,3.98,13.79,15.97,23.72,11.9,0.38,6.9,1.8,2.1,1.19,11.0,,30.47,1.86,282.85,0.0,9.11,28.33,0.0
2022-06-10 13:00:00,2022-06-10 14:00:00,15.34,25.19,3.88,14.2,15.99,23.17,11.94,0.49,7.06,1.8,2.1,1.21,10.99,,28.45,1.81,282.52,0.0,9.23,29.5,0.0
2022-06-10 14:00:00,2022-06-10 15:00:00,14.84,26.4,4.0,14.5,16.38,23.88,11.89,0.44,7.75,1.8,2.11,1.21,10.98,,26.48,1.52,288.54,0.0,9.19,30.07,0.0
2022-06-10 15:00:00,2022-06-10 16:00:00,15.09,26.96,3.98,13.79,16.96,22.69,11.96,0.29,6.83,1.8,2.12,1.2,11.02,,24.87,1.35,270.66,0.0,8.74,30.58,0.0
2022-06-10 16:00:00,2022-06-10 17:00:00,23.82,34.86,4.02,14.44,16.18,23.88,12.19,0.29,5.76,1.8,2.1,1.21,10.96,,24.88,1.34,282.77,0.0,9.18,30.49,0.0
2022-06-10 17:00:00,2022-06-10 18:00:00,31.11,46.98,3.86,14.25,16.18,23.11,12.16,0.41,5.57,1.79,2.1,1.21,11.05,,24.77,1.6,279.41,0.0,9.02,29.52,0.0
2022-06-10 18:00:00,2022-06-10 19:00:00,27.89,44.53,4.14,13.67,15.82,23.92,12.22,0.47,4.89,1.81,2.1,1.19,10.98,,26.27,1.27,272.8,0.0,9.26,28.31,0.0
2022-06-10 19:00:00,2022-06-10 20:00:00,31.22,42.91,4.08,14.32,16.62,22.65,12.25,0.56,4.2,1.8,2.11,1.21,10.97,,28.27,1.16,280.43,0.0,8.9,27.17,0.0
2022-06-10 20:00:00,2022-06-10 21:00:00,33.08,41.46,4.1,14.69,15.7,25.03,12.27,0.45,1.31,1.8,2.09,1.22,10.94,,31.18,1.11,291.85,0.0,9.44,26.18,0.0
2022-06-10 21:00:00,2022-06-10 22:00:00,26.98,35.38,3.98,13.52,15.2,22.67,12.3,0.41,0.94,1.8,2.08,1.19,11.06,,32.79,1.32,286.5,0.0,8.95,25.51,0.0
2022-06-10 22:00:00,2022-06-10 23:00:00,22.48,31.5,4.04,13.75,16.01,23.27,12.35,0.48,2.16,1.8,2.1,1.19,11.01,,37.13,1.9,287.39,0.0,8.93,24.77,0.0
2022-06-10 23:00:00,2022-06-11 00:00:00,21.88,29.97,3.66,13.44,15.59,21.76,12.21,0.49,2.82,1.78,2.09,1.19,11.01,,42.16,2.48,284.34,0.0,8.8,23.21,0.0
2022-06-11 00:00:00,2022-06-11 01:00:00,20.84,30.27,3.96,14.16,15.8,22.56,10.94,0.3,1.4,1.8,2.1,1.21,10.95,,46.9,2.29,283.23,0.0,8.89,21.93,0.0
2022-06-11 01:00:00,2022-06-11 02:00:00,21.67,28.61,3.93,14.34,16.27,22.62,11.27,0.16,0.12,1.8,2.1,1.2,11.03,,49.19,2.1,283.13,0.0,8.99,21.0,0.0
2022-06-11 02:00:00,2022-06-11 03:00:00,21.72,26.35,4.1,13.63,16.3,23.83,11.45,0.16,0.14,1.81,2.1,1.19,10.98,,52.36,2.01,280.56,0.0,9.07,20.02,0.0
2022-06-11 03:00:00,2022-06-11 04:00:00,18.32,25.56,3.9,13.95,15.82,24.11,11.5,0.14,0.21,1.79,2.1,1.2,11.06,,54.67,1.79,287.22,0.0,9.1,19.26,0.0
2022-06-11 04:00:00,2022-06-11 05:00:00,15.94,26.04,3.79,13.77,15.85,24.74,11.5,0.23,0.28,1.79,2.1,1.2,10.98,,56.87,1.92,289.56,0.0,9.4,18.49,0.0
2022-06-11 05:00:00,2022-06-11 06:00:00,14.33,25.55,3.9,13.98,15.89,24.09,11.54,0.25,0.18,1.79,2.1,1.2,11.01,,58.18,1.84,285.53,0.0,9.23,18.18,0.0
2022-06-11 06:00:00,2022-06-11 07:00:00,17.2,25.38,3.73,14.32,15.85,23.43,11.46,0.21,0.03,1.79,2.1,1.21,10.97,,57.95,1.85,287.69,0.0,9.03,18.13,0.0
2022-06-11 07:00:00,2022-06-11 08:00:00,19.19,25.74,3.83,14.04,15.88,23.43,11.4,0.19,0.17,1.79,2.1,1.2,10.99,,57.11,2.31,286.48,0.0,9.23,18.34,0.0
2022-06-11 08:00:00,2022-06-11 09:00:00,17.51,25.3,3.9,14.43,15.67,24.0,11.46,0.21,0.87,1.8,2.09,1.21,11.01,,53.53,2.45,283.27,0.0,9.27,19.18,0.0
2022-06-11 09:00:00,2022-06-11 10:00:00,15.84,25.51,3.91,14.31,16.07,23.61,11.28,0.26,2.49,1.8,2.1,1.2,10.98,,49.12,2.27,282.07,0.0,9.18,20.67,0.0
2022-06-11 10:00:00,2022-06-11 11:00:00,14.73,25.46,4.12,14.05,15.75,24.35,11.24,0.29,3.88,1.81,2.1,1.2,11.0,,41.97,2.14,285.75,0.0,9.35,23.38,0.0
2022-06-11 11:00:00,2022-06-11 12:00:00,14.93,26.12,4.11,14.15,16.12,22.51,11.38,0.2,5.04,1.81,2.1,1.2,10.94,,34.91,2.09,275.86,0.0,8.71,26.08,0.0
2022-06-11 12:00:00,2022-06-11 13:00:00,16.03,26.22,3.81,14.2,15.82,22.49,11.41,0.14,4.71,1.79,2.1,1.2,11.03,,30.75,2.08,285.88,0.0,8.84,27.86,0.0
2022-06-11 13:00:00,2022-06-11 14:00:00,16.16,26.72,3.93,13.9,15.79,24.57,11.38,0.15,6.91,1.8,2.1,1.2,11.02,,28.27,2.19,278.44,0.0,9.31,28.99,0.0
2022-06-11 14:00:00,2022-06-11 15:00:00,15.27,26.52,3.85,13.93,16.16,21.82,11.42,0.22,8.39,1.79,2.1,1.2,11.09,,27.15,1.92,276.24,0.0,8.75,29.38,0.0
2022-06-11 15:00:00,2022-06-11 16:00:00,14.79,26.68,4.09,13.84,16.1,22.17,11.45,0.25,7.83,1.8,2.1,1.19,11.0,,26.1,1.82,279.44,0.0,8.8,29.64,0.0
2022-06-11 16:00:00,2022-06-11 17:00:00,20.66,34.87,4.03,13.95,15.8,23.19,11.62,0.27,7.02,1.8,2.09,1.2,10.99,,27.18,1.89,279.35,0.0,8.96,28.76,0.0
2022-06-11 17:00:00,2022-06-11 18:00:00,24.04,45.95,4.07,13.99,16.52,22.95,11.7,0.15,4.11,1.8,2.11,1.2,11.03,,28.26,1.23,269.74,0.0,9.06,28.05,0.0
2022-06-11 18:00:00,2022-06-11 19:00:00,24.2,38.3,4.07,13.84,15.96,22.63,11.74,0.16,2.98,1.8,2.1,1.19,11.02,,29.05,1.02,263.56,0.0,8.96,27.57,0.0
2022-06-11 19:00:00,2022-06-11 20:00:00,23.54,35.56,3.81,13.34,15.64,22.63,11.87,0.23,3.08,1.79,2.09,1.19,11.01,,31.95,1.4,278.94,0.0,8.79,26.62,0.0
2022-06-11 20:00:00,2022-06-11 21:00:00,22.2,35.63,3.92,14.39,16.07,23.32,12.05,0.36,3.0,1.79,2.1,1.21,10.98,,38.38,1.58,287.37,0.0,8.99,24.35,0.0
2022-06-11 21:00:00,2022-06-11 22:00:00,21.17,32.83,4.27,13.72,15.83,22.49,12.17,0.4,3.21,1.81,2.1,1.19,10.98,,41.31,1.72,270.25,0.0,8.81,23.45,0.0
2022-06-11 22:00:00,2022-06-11 23:00:00,19.11,31.64,4.12,14.09,16.39,22.27,12.02,0.23,1.12,1.8,2.11,1.2,11.0,,45.66,2.08,283.19,0.0,8.79,22.15,0.0
2022-06-11 23:00:00,2022-06-12 00:00:00,17.23,29.17,3.92,14.02,16.17,22.34,11.96,0.17,0.72,1.8,2.1,1.2,11.05,,48.88,1.88,287.01,0.0,8.88,20.91,0.0
2022-06-12 00:00:00,2022-06-12 01:00:00,15.26,27.91,4.1,13.76,15.89,22.58,11.64,0.29,0.21,1.8,2.09,1.19,10.93,,50.28,1.75,285.76,0.0,8.93,20.35,0.0
2022-06-12 01:00:00,2022-06-12 02:00:00,15.66,27.86,4.09,13.99,15.99,23.94,11.84,0.4,0.16,1.8,2.1,1.2,11.02,,51.82,1.7,284.7,0.0,9.21,19.89,0.0
2022-06-12 02:00:00,2022-06-12 03:00:00,18.12,28.67,4.27,14.02,16.26,23.35,11.91,0.42,,1.81,2.1,1.2,11.01,,54.21,1.78,287.27,0.0,9.12,19.59,0.0
2022-06-12 03:00:00,2022-06-12 04:00:00,20.29,26.58,3.91,13.8,16.1,23.02,11.87,0.32,,1.79,2.1,1.2,11.05,,55.95,1.53,284.02,0.0,8.76,19.12,0.0
2022-06-12 04:00:00,2022-06-12 05:00:00,19.59,25.09,3.92,13.96,15.72,24.3,12.08,0.3,,1.8,2.09,1.2,10.99,,56.94,1.61,284.1,0.0,9.43,18.8,0.0
2022-06-12 05:00:00,2022-06-12 06:00:00,17.92,24.23,3.81,14.34,16.12,22.1,12.02,0.27,,1.79,2.1,1.21,11.0,,57.52,1.47,287.04,0.0,8.76,18.31,0.0
2022-06-12 06:00:00,2022-06-12 07:00:00,16.46,23.64,4.16,13.73,16.01,21.87,12.04,0.38,,1.81,2.1,1.19,10.98,,56.86,1.5,285.2,0.0,8.86,18.35,0.0
2022-06-12 07:00:00,2022-06-12 08:00:00,14.7,23.33,4.11,13.8,16.01,23.54,12.07,0.44,,1.81,2.1,1.2,10.94,,55.95,1.77,283.43,0.0,9.1,18.86,0.0
2022-06-12 08:00:00,2022-06-12 09:00:00,13.53,26.02,4.17,13.59,16.41,22.46,11.91,0.41,0.08,1.8,2.11,1.19,10.96,,52.16,1.87,281.04,0.0,8.96,20.09,0.0
2022-06-12 09:00:00,2022-06-12 10:00:00,14.1,29.84,3.95,14.37,16.16,22.48,12.01,0.32,0.53,1.8,2.1,1.21,11.0,,47.94,1.99,281.38,0.0,8.81,21.5,0.0
2022-06-12 10:00:00,2022-06-12 11:00:00,14.73,27.61,4.12,14.13,15.7,22.37,12.18,0.27,1.26,1.8,2.09,1.2,10.95,,44.53,1.94,282.77,0.0,8.8,22.69,0.0
2022-06-12 11:00:00,2022-06-12 12:00:00,14.15,25.73,3.9,13.96,16.27,23.71,12.13,0.34,3.62,1.79,2.1,1.2,10.96,,40.13,1.73,276.1,0.0,9.18,24.45,0.0
2022-06-12 12:00:00,2022-06-12 13:00:00,16.18,25.02,4.17,13.5,16.04,22.43,12.12,0.4,4.58,1.81,2.1,1.19,10.95,,35.28,1.92,277.12,0.0,8.88,26.2,0.0
2022-06-12 13:00:00,2022-06-12 14:00:00,17.59,24.44,3.92,14.07,16.06,23.16,12.0,0.42,5.04,1.8,2.1,1.2,11.03,,30.4,1.91,275.23,0.0,8.95,27.82,0.0
2022-06-12 14:00:00,2022-06-12 15:00:00,16.86,24.18,4.08,14.28,15.97,23.24,12.0,0.24,5.42,1.81,2.1,1.21,11.02,,26.78,1.79,279.66,0.0,9.09,28.96,0.0
2022-06-12 15:00:00,2022-06-12 16:00:00,15.89,24.47,4.06,13.85,16.99,23.92,12.17,0.21,4.14,1.8,2.12,1.2,10.99,,24.62,1.73,282.7,0.0,9.29,29.63,0.0
2022-06-12 16:00:00,2022-06-12 17:00:00,20.3,32.21,3.94,14.02,16.87,23.19,12.31,0.26,6.22,1.8,2.12,1.2,10.94,,23.69,1.59,279.35,0.0,8.86,29.68,0.0
