From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (mm),Xylene (ug/m3),AT (degree C)
2023-03-14 07:00:00,2023-03-14 08:00:00,16.12,73.38,1.76,16.65,10.12,2.35,5.46,0.9,0.34,3.93,0.0,3.29,,75.88,1.31,103.95,233.17,0.0,,20.82
2023-03-14 08:00:00,2023-03-14 09:00:00,15.81,74.46,1.27,16.42,9.6,2.14,6.64,0.96,0.8,3.69,0.0,2.81,,66.99,1.3,95.15,404.4,0.0,,23.29
2023-03-14 09:00:00,2023-03-14 10:00:00,15.92,66.26,0.73,17.01,9.46,2.28,6.26,0.9,1.35,4.21,0.0,2.95,,56.07,0.48,145.99,550.93,0.0,,26.14
2023-03-14 10:00:00,2023-03-14 11:00:00,16.51,70.03,0.42,14.9,8.12,2.27,7.4,1.02,5.97,4.83,0.09,3.04,,48.31,0.63,268.4,634.12,0.0,,28.27
2023-03-14 11:00:00,2023-03-14 12:00:00,20.43,75.36,0.2,13.88,7.42,2.18,8.18,1.07,12.07,,0.2,2.16,,43.49,0.78,255.82,678.39,0.0,,29.86
2023-03-14 12:00:00,2023-03-14 13:00:00,24.85,74.03,0.06,16.06,8.43,2.31,8.68,0.95,18.5,4.71,0.1,1.4,,38.84,1.09,258.64,641.95,0.0,,31.19
2023-03-14 13:00:00,2023-03-14 14:00:00,27.71,80.76,0.13,14.23,7.54,2.31,9.87,0.88,17.22,4.62,0.08,1.11,,34.32,1.48,268.1,555.21,0.0,,32.03
2023-03-14 14:00:00,2023-03-14 15:00:00,27.75,87.59,0.36,14.79,8.02,2.29,9.21,0.93,7.7,4.74,0.0,1.4,,34.62,1.29,270.91,395.81,0.0,,32.12
2023-03-14 15:00:00,2023-03-14 16:00:00,28.04,74.94,0.13,18.04,9.53,2.48,9.28,0.96,15.3,4.87,0.04,1.75,,35.42,1.38,298.96,247.61,0.0,,32.03
2023-03-14 16:00:00,2023-03-14 17:00:00,27.55,71.58,0.39,26.6,14.21,2.4,9.78,0.94,9.77,4.21,0.0,1.33,,35.81,1.2,314.89,114.27,0.0,,31.39
2023-03-14 17:00:00,2023-03-14 18:00:00,23.57,83.56,3.75,33.94,36.87,2.95,9.05,1.04,2.59,4.35,0.0,1.59,,40.4,0.71,331.28,15.25,0.0,,29.46
2023-03-14 18:00:00,2023-03-14 19:00:00,24.08,,16.73,,66.66,3.62,19.73,1.17,1.73,,0.0,1.15,,46.02,0.46,266.45,8.67,0.0,,27.76
2023-03-14 19:00:00,2023-03-14 20:00:00,32.52,,21.7,69.07,55.77,3.33,17.48,1.35,0.55,,0.0,1.42,,50.82,0.62,266.53,8.66,0.0,,26.93
2023-03-14 20:00:00,2023-03-14 21:00:00,34.38,,17.81,51.33,41.1,3.21,6.93,1.23,0.05,,0.0,2.21,,58.25,0.36,93.86,8.63,0.0,,25.23
2023-03-14 21:00:00,2023-03-14 22:00:00,30.11,,11.32,38.23,29.05,2.83,7.16,1.21,0.04,,0.0,2.54,,58.03,0.44,245.15,8.31,0.0,,25.23
2023-03-14 22:00:00,2023-03-14 23:00:00,26.2,,8.0,34.01,24.18,2.73,7.44,1.25,,,0.0,2.75,,63.91,0.4,97.89,8.86,0.0,,24.17
2023-03-14 23:00:00,2023-03-15 00:00:00,24.39,,6.24,31.47,21.44,2.88,7.37,1.22,,,0.0,3.2,,70.8,0.75,92.93,8.46,0.0,,22.95
2023-03-15 00:00:00,2023-03-15 01:00:00,23.45,,4.66,27.29,17.99,2.5,3.31,1.14,0.02,,0.0,3.12,,71.46,0.82,99.09,8.61,0.0,,22.6
2023-03-15 01:00:00,2023-03-15 02:00:00,21.27,,2.85,26.07,15.91,2.65,3.59,1.0,0.14,,0.0,3.1,,72.11,0.72,111.07,8.55,0.0,,22.31
2023-03-15 02:00:00,2023-03-15 03:00:00,24.89,91.11,2.5,21.72,13.35,2.59,3.39,0.96,0.08,,0.0,3.24,,74.73,0.52,91.16,8.71,0.0,,21.83
2023-03-15 03:00:00,2023-03-15 04:00:00,22.96,85.81,2.65,20.74,12.96,2.48,3.91,1.15,0.02,,0.0,3.09,,75.34,0.8,101.35,8.63,0.0,,21.35
2023-03-15 04:00:00,2023-03-15 05:00:00,20.53,82.95,2.82,21.01,13.24,2.68,4.36,0.99,0.07,,0.0,3.25,,79.12,1.14,99.55,8.73,0.0,,20.64
2023-03-15 05:00:00,2023-03-15 06:00:00,18.64,75.08,2.37,18.52,11.58,2.47,4.31,0.97,0.07,,0.0,3.16,,78.87,0.66,67.37,15.1,0.0,,20.36
2023-03-15 06:00:00,2023-03-15 07:00:00,16.97,78.15,1.93,19.97,11.99,2.27,4.76,0.99,0.24,4.73,0.0,3.07,,74.54,1.14,201.81,22.13,0.0,,21.25
2023-03-15 07:00:00,2023-03-15 08:00:00,20.24,76.7,0.62,20.22,11.06,2.5,5.04,1.02,1.73,4.43,0.0,3.07,,72.36,1.37,82.77,126.26,0.0,,21.16
2023-03-15 08:00:00,2023-03-15 09:00:00,17.35,76.28,0.39,16.62,8.99,2.15,5.25,0.83,1.93,3.98,0.0,2.8,,63.59,0.88,118.06,304.31,0.0,,23.19
2023-03-15 09:00:00,2023-03-15 10:00:00,16.69,71.28,0.38,18.12,9.77,2.13,6.0,0.88,3.69,4.17,0.0,2.81,,61.31,0.81,144.54,212.95,0.0,,24.45
2023-03-15 10:00:00,2023-03-15 11:00:00,16.77,78.94,0.15,17.18,9.01,2.22,7.26,0.89,14.31,4.59,0.0,1.93,,65.75,1.64,95.42,495.67,0.0,,24.58
2023-03-15 11:00:00,2023-03-15 12:00:00,20.92,83.64,0.09,12.61,6.66,1.95,7.3,0.98,5.46,4.17,0.0,0.93,,49.61,0.83,61.2,614.28,0.0,,27.61
2023-03-15 12:00:00,2023-03-15 13:00:00,22.25,79.71,0.27,16.38,8.78,2.21,7.48,0.96,4.46,4.67,0.0,1.47,,45.82,0.85,184.9,348.84,0.0,,28.55
2023-03-15 13:00:00,2023-03-15 14:00:00,21.52,80.62,0.09,16.38,8.63,2.3,9.13,0.95,7.49,,0.0,1.87,,55.41,0.76,224.09,199.35,0.0,,27.18
2023-03-15 14:00:00,2023-03-15 15:00:00,20.04,83.59,0.41,13.75,7.51,2.05,9.19,0.96,4.33,,0.0,1.75,,57.28,0.56,74.05,143.75,0.0,,27.26
2023-03-15 15:00:00,2023-03-15 16:00:00,23.27,79.13,0.11,15.82,8.34,2.27,9.22,1.02,7.98,,0.0,1.78,,54.59,0.95,117.62,254.16,0.0,,27.78
2023-03-15 16:00:00,2023-03-15 17:00:00,23.91,77.86,0.09,15.02,7.92,2.24,10.48,1.04,6.97,4.64,0.0,1.66,,54.91,0.59,137.28,92.14,0.0,,27.36
2023-03-15 17:00:00,2023-03-15 18:00:00,25.56,76.64,0.53,27.41,14.75,2.26,9.67,0.93,10.36,4.79,0.0,1.35,,59.56,0.52,120.52,17.73,0.0,,26.35
2023-03-15 18:00:00,2023-03-15 19:00:00,29.11,90.29,0.97,31.72,17.34,2.53,8.72,0.96,2.6,,0.0,1.11,,61.27,0.59,176.01,8.63,0.0,,25.19
2023-03-15 19:00:00,2023-03-15 20:00:00,31.74,,0.89,23.9,13.2,2.25,9.23,1.15,0.95,,0.0,1.41,,67.37,0.9,113.41,8.84,0.0,,23.87
2023-03-15 20:00:00,2023-03-15 21:00:00,32.34,,0.94,19.33,10.85,2.22,9.45,1.08,0.42,,0.0,1.91,,69.41,0.44,150.13,8.5,0.0,,22.97
2023-03-15 21:00:00,2023-03-15 22:00:00,30.16,,1.09,19.54,11.09,2.3,9.21,1.1,0.25,,0.0,2.33,,67.79,0.47,121.21,8.57,0.0,,22.39
2023-03-15 22:00:00,2023-03-15 23:00:00,25.06,94.58,1.42,19.6,11.38,2.28,9.9,1.18,0.15,,0.0,2.54,,69.94,0.76,95.41,8.47,0.0,,21.75
2023-03-15 23:00:00,2023-03-16 00:00:00,22.86,79.75,1.17,18.75,10.73,2.28,10.07,1.0,0.36,,0.0,2.77,,70.85,0.73,85.69,8.9,0.0,,21.57
2023-03-16 00:00:00,2023-03-16 01:00:00,21.8,78.54,1.84,21.08,12.49,2.29,2.09,0.57,0.02,,0.0,2.85,,71.96,0.68,76.58,8.83,0.0,,21.24
2023-03-16 01:00:00,2023-03-16 02:00:00,19.59,75.22,1.7,19.54,11.57,2.25,2.5,0.56,0.42,,0.0,2.8,,73.69,1.02,125.06,9.29,0.0,,20.84
2023-03-16 02:00:00,2023-03-16 03:00:00,24.5,69.32,1.2,17.05,9.87,2.3,1.91,0.47,0.66,4.56,0.0,2.77,,74.55,0.59,166.35,8.48,0.0,,20.63
2023-03-16 03:00:00,2023-03-16 04:00:00,23.53,64.59,1.69,17.27,10.38,2.33,2.15,0.49,0.07,3.97,0.0,2.8,,83.86,0.55,167.97,8.88,0.0,,19.38
2023-03-16 04:00:00,2023-03-16 05:00:00,23.95,61.09,2.42,17.36,11.02,2.31,2.94,0.57,0.05,3.68,0.0,3.02,,83.27,0.3,262.25,8.36,0.0,,19.45
2023-03-16 05:00:00,2023-03-16 06:00:00,24.06,54.95,2.55,17.12,11.0,2.35,3.0,0.45,,3.52,0.0,3.16,,79.73,0.8,110.04,13.52,0.0,,19.6
2023-03-16 06:00:00,2023-03-16 07:00:00,21.35,52.31,2.37,18.61,11.62,2.29,3.26,0.49,0.04,3.22,0.0,3.0,,79.68,1.28,99.33,81.4,0.0,,19.3
2023-03-16 07:00:00,2023-03-16 08:00:00,17.36,48.45,1.86,19.54,11.7,2.41,3.69,0.5,0.16,3.06,0.0,2.97,,72.5,1.25,104.01,227.8,0.0,,20.81
2023-03-16 08:00:00,2023-03-16 09:00:00,15.34,44.55,1.29,16.45,9.64,2.27,3.88,0.56,0.76,2.93,0.0,2.94,,62.47,1.06,112.84,403.02,0.0,,23.2
2023-03-16 09:00:00,2023-03-16 10:00:00,15.23,48.27,0.71,16.66,9.27,2.07,4.04,0.51,6.89,3.09,0.0,2.64,,52.09,1.14,117.45,539.92,0.0,,25.53
2023-03-16 10:00:00,2023-03-16 11:00:00,15.44,48.68,0.19,17.09,9.08,2.18,3.22,0.5,11.84,3.03,0.02,1.64,,46.16,0.86,113.69,624.31,0.0,,27.3
2023-03-16 11:00:00,2023-03-16 12:00:00,17.54,52.78,0.33,14.37,7.77,2.15,3.39,0.51,6.56,3.64,0.06,1.25,,42.89,0.6,141.81,630.77,0.0,,28.94
2023-03-16 12:00:00,2023-03-16 13:00:00,19.75,49.34,0.41,13.63,7.45,2.09,4.51,0.53,6.28,4.55,0.05,1.53,,44.69,0.79,238.97,627.11,0.0,,29.74
2023-03-16 13:00:00,2023-03-16 14:00:00,17.4,57.84,0.25,14.16,7.6,2.23,4.96,0.55,9.7,4.8,0.18,1.95,,42.63,0.84,262.0,397.74,0.0,,30.1
2023-03-16 14:00:00,2023-03-16 15:00:00,20.15,52.93,0.39,12.38,6.78,2.2,6.64,0.54,8.32,4.42,0.11,1.64,,43.76,1.21,244.48,279.59,0.0,,29.81
2023-03-16 15:00:00,2023-03-16 16:00:00,19.23,49.22,0.33,15.8,8.52,2.27,5.94,0.56,6.56,4.37,0.22,1.87,,45.73,0.84,301.93,120.91,0.0,,29.31
2023-03-16 16:00:00,2023-03-16 17:00:00,20.24,53.54,0.32,20.6,11.02,2.36,6.04,0.52,7.89,3.78,0.14,1.66,,47.63,0.61,299.38,63.58,0.0,,28.86
2023-03-16 17:00:00,2023-03-16 18:00:00,19.87,62.7,0.57,18.84,10.3,2.15,7.83,0.54,8.28,3.4,0.0,1.61,,54.73,1.65,267.2,17.28,0.0,,27.09
2023-03-16 18:00:00,2023-03-16 19:00:00,20.69,79.97,0.36,19.92,10.69,2.44,5.55,0.49,5.33,3.19,0.0,1.35,,59.15,1.03,64.83,9.0,0.0,,25.1
2023-03-16 19:00:00,2023-03-16 20:00:00,21.34,73.4,0.8,18.63,10.38,2.39,6.64,0.51,2.0,3.28,0.0,1.78,,61.16,1.59,95.64,8.71,0.0,,24.0
2023-03-16 20:00:00,2023-03-16 21:00:00,18.41,63.73,0.71,18.17,10.07,2.28,6.34,0.52,1.56,3.31,0.0,1.89,,68.42,1.04,84.45,8.94,0.0,,23.04
2023-03-16 21:00:00,2023-03-16 22:00:00,15.34,58.43,1.26,18.21,10.52,2.46,6.29,0.51,0.4,3.3,0.0,2.36,,71.46,0.43,61.77,8.69,0.0,,22.34
2023-03-16 22:00:00,2023-03-16 23:00:00,13.31,50.61,1.82,18.13,10.93,2.41,6.45,0.49,0.12,3.44,0.0,2.59,,73.0,0.43,37.03,8.76,0.0,,21.74
2023-03-16 23:00:00,2023-03-17 00:00:00,11.14,51.53,2.26,18.05,11.24,2.43,7.02,0.54,0.03,3.36,0.0,2.81,,74.08,0.35,173.31,8.71,0.0,,21.03
2023-03-17 00:00:00,2023-03-17 01:00:00,11.16,47.64,2.5,17.55,11.17,2.5,1.33,0.64,0.02,3.27,0.0,3.22,,79.54,0.38,191.05,8.7,0.0,,20.43
2023-03-17 01:00:00,2023-03-17 02:00:00,9.13,40.93,2.72,17.0,11.07,2.35,1.68,0.65,,3.06,0.0,3.13,,78.49,0.46,54.75,8.42,0.0,,20.27
2023-03-17 02:00:00,2023-03-17 03:00:00,10.34,34.89,2.68,18.65,11.89,2.55,2.1,0.63,0.02,2.95,0.0,3.27,,74.7,1.14,97.53,8.52,0.0,,20.45
2023-03-17 03:00:00,2023-03-17 04:00:00,9.69,43.43,2.17,16.75,10.49,2.47,2.14,0.54,0.02,2.69,0.0,3.2,,78.96,1.12,92.26,8.81,0.0,,20.1
2023-03-17 04:00:00,2023-03-17 05:00:00,9.5,40.81,2.23,16.27,10.28,2.28,2.66,0.6,,2.44,0.0,2.91,,80.67,0.61,93.55,8.77,0.0,,19.81
2023-03-17 05:00:00,2023-03-17 06:00:00,9.71,38.24,2.53,16.22,10.51,2.42,2.98,0.54,,2.36,0.0,3.03,,78.57,1.1,99.84,14.36,0.0,,19.88
2023-03-17 06:00:00,2023-03-17 07:00:00,13.29,40.49,2.59,15.55,10.21,2.37,2.78,0.58,0.01,2.21,0.0,2.98,,79.69,0.78,76.18,18.12,0.0,,19.98
2023-03-17 07:00:00,2023-03-17 08:00:00,10.8,37.98,2.99,15.87,10.68,2.25,3.12,0.62,,2.17,0.0,2.91,,79.03,0.81,183.02,11.59,0.0,,20.12
2023-03-17 08:00:00,2023-03-17 09:00:00,9.24,42.25,3.12,16.11,10.92,2.36,3.56,0.58,,2.58,0.0,3.07,,93.38,1.74,272.44,11.88,0.04,,19.52
2023-03-17 09:00:00,2023-03-17 10:00:00,17.55,43.56,2.09,15.11,9.57,2.16,3.36,0.61,0.92,2.82,0.0,2.76,,,1.92,66.7,40.86,0.03,,18.8
2023-03-17 10:00:00,2023-03-17 11:00:00,,44.8,2.37,15.98,10.25,2.21,3.91,0.55,0.43,2.87,0.0,2.0,,92.72,1.68,77.61,311.87,0.0,,20.16
2023-03-17 11:00:00,2023-03-17 12:00:00,,44.39,1.11,16.72,9.62,2.26,4.4,0.55,3.74,3.01,0.0,1.58,,85.48,2.16,107.71,335.35,0.0,,21.28
2023-03-17 12:00:00,2023-03-17 13:00:00,,,0.55,11.98,6.71,1.74,5.12,0.53,7.43,2.8,0.0,0.9,,78.57,2.46,98.02,370.76,0.0,,22.58
2023-03-17 13:00:00,2023-03-17 14:00:00,31.14,32.75,0.41,13.19,7.22,2.03,4.66,0.48,4.18,2.74,0.0,0.9,,72.16,1.69,96.08,386.15,0.0,,23.93
2023-03-17 14:00:00,2023-03-17 15:00:00,,,0.3,11.03,6.0,1.95,4.92,0.62,6.72,2.64,0.0,1.16,,64.94,1.58,102.02,436.56,0.0,,25.1
2023-03-17 15:00:00,2023-03-17 16:00:00,20.92,26.16,0.5,9.67,5.46,1.7,5.48,0.65,2.68,2.58,0.0,1.31,,67.66,1.23,95.07,144.82,0.0,,24.78
2023-03-17 16:00:00,2023-03-17 17:00:00,16.11,22.8,0.6,15.76,8.72,2.08,5.68,0.57,4.16,2.67,0.02,1.81,,66.96,0.69,70.48,73.98,0.0,,24.45
2023-03-17 17:00:00,2023-03-17 18:00:00,14.9,24.51,1.59,18.39,10.89,1.98,5.2,0.66,1.39,2.9,0.0,1.5,,69.32,0.48,75.91,17.15,0.0,,23.46
2023-03-17 18:00:00,2023-03-17 19:00:00,12.97,39.99,17.88,37.82,34.09,2.32,5.5,0.68,0.01,3.45,0.0,1.29,,78.12,0.41,115.47,8.96,0.0,,22.43
2023-03-17 19:00:00,2023-03-17 20:00:00,17.7,53.1,17.15,27.36,28.04,2.47,5.6,0.72,,,0.0,1.77,,81.94,0.51,92.5,8.89,0.0,,22.01
2023-03-17 20:00:00,2023-03-17 21:00:00,14.84,52.2,17.12,17.93,23.1,2.18,5.91,0.77,,,0.0,2.06,,87.89,0.55,98.62,9.02,0.0,,21.51
2023-03-17 21:00:00,2023-03-17 22:00:00,12.72,49.06,19.67,17.5,24.92,2.32,6.49,0.67,,,0.0,2.52,,89.73,0.44,50.27,8.73,0.0,,21.18
2023-03-17 22:00:00,2023-03-17 23:00:00,10.85,46.1,17.79,16.35,22.81,2.29,6.86,0.61,,,0.0,2.79,,86.59,0.59,89.04,8.9,0.0,,21.11
2023-03-17 23:00:00,2023-03-18 00:00:00,10.2,41.78,14.19,14.77,19.09,2.13,7.17,0.68,,4.81,0.0,2.69,,88.0,0.73,100.95,8.72,0.0,,20.56
2023-03-18 00:00:00,2023-03-18 01:00:00,10.62,44.9,11.88,17.12,18.48,2.37,2.4,0.83,,4.3,0.0,2.9,,89.68,0.71,56.57,8.68,0.0,,20.02
2023-03-18 01:00:00,2023-03-18 02:00:00,10.62,39.39,9.32,15.23,15.43,2.13,2.74,0.82,,3.8,0.0,2.92,,87.54,0.53,156.18,8.84,0.0,,19.97
2023-03-18 02:00:00,2023-03-18 03:00:00,11.32,33.02,7.94,13.85,13.6,2.06,3.18,0.76,,3.46,0.0,2.88,,88.21,0.47,54.01,8.94,0.0,,19.76
2023-03-18 03:00:00,2023-03-18 04:00:00,11.11,31.25,6.47,14.8,12.92,2.24,3.9,0.73,,3.0,0.0,3.11,,87.54,0.64,95.72,8.88,0.0,,19.79
2023-03-18 04:00:00,2023-03-18 05:00:00,8.73,28.07,5.32,13.08,11.1,2.0,3.58,0.75,,2.56,0.0,2.96,,87.28,0.81,80.3,8.84,0.0,,19.76
2023-03-18 05:00:00,2023-03-18 06:00:00,9.16,26.42,4.81,15.09,11.74,2.12,4.28,0.75,,2.28,0.0,2.91,,88.99,1.0,95.38,12.29,0.0,,19.5
2023-03-18 06:00:00,2023-03-18 07:00:00,9.51,28.52,4.89,15.07,11.79,2.22,4.31,0.76,,2.06,0.0,3.07,,86.39,0.54,92.77,45.21,0.0,,19.71
2023-03-18 07:00:00,2023-03-18 08:00:00,8.41,25.96,5.17,13.03,10.95,2.01,4.8,0.73,,1.94,0.0,2.9,,83.87,0.7,108.15,170.72,0.0,,20.57
2023-03-18 08:00:00,2023-03-18 09:00:00,6.82,27.71,5.11,14.27,11.54,2.09,5.12,0.76,0.01,1.97,0.0,2.87,,77.06,0.51,32.4,354.03,0.0,,22.54
2023-03-18 09:00:00,2023-03-18 10:00:00,9.3,25.62,3.19,13.73,9.74,2.04,5.32,0.81,0.28,2.27,0.0,3.09,,69.24,0.55,163.63,399.28,0.0,,24.4
2023-03-18 10:00:00,2023-03-18 11:00:00,9.43,24.12,0.72,12.02,6.87,1.7,5.38,0.75,8.13,2.9,0.02,2.33,,61.78,1.07,111.97,707.4,0.0,,26.18
2023-03-18 11:00:00,2023-03-18 12:00:00,11.37,27.37,0.33,11.53,6.29,1.82,5.04,0.72,6.57,3.0,0.04,1.27,,55.37,0.91,126.09,680.76,0.0,,27.72
2023-03-18 12:00:00,2023-03-18 13:00:00,13.1,32.73,0.41,10.93,6.04,1.75,5.29,0.77,14.06,3.2,0.11,1.42,,47.92,0.64,177.71,615.25,0.0,,29.03
2023-03-18 13:00:00,2023-03-18 14:00:00,13.7,43.24,0.32,13.5,7.31,1.78,7.84,0.73,8.57,2.86,0.0,1.01,,46.58,0.83,212.72,605.62,0.0,,30.02
2023-03-18 14:00:00,2023-03-18 15:00:00,18.21,52.39,0.23,12.38,6.65,1.86,6.83,0.73,15.68,3.08,0.0,1.32,,44.81,0.66,163.26,431.22,0.0,,30.33
2023-03-18 15:00:00,2023-03-18 16:00:00,20.16,49.17,0.18,11.43,6.12,1.63,8.91,0.76,22.99,3.12,0.0,0.96,,45.14,0.69,114.86,188.94,0.0,,29.87
2023-03-18 16:00:00,2023-03-18 17:00:00,18.67,46.66,0.5,13.36,7.38,1.93,7.8,0.69,7.41,3.0,0.0,1.09,,45.83,0.68,108.45,102.36,0.0,,29.35
2023-03-18 17:00:00,2023-03-18 18:00:00,18.6,47.2,0.65,21.02,11.5,2.17,6.98,0.93,4.51,3.62,0.0,1.42,,49.78,0.46,115.15,16.16,0.0,,28.22
2023-03-18 18:00:00,2023-03-18 19:00:00,18.82,52.26,2.34,19.26,11.94,1.82,7.89,0.88,1.78,4.79,0.0,1.67,,57.16,0.67,51.1,9.27,0.0,,26.79
2023-03-18 19:00:00,2023-03-18 20:00:00,18.64,55.67,4.74,23.92,16.3,2.35,6.84,0.87,0.11,,0.0,2.29,,61.37,0.49,63.9,9.04,0.0,,25.54
2023-03-18 20:00:00,2023-03-18 21:00:00,15.95,57.61,9.5,22.98,19.62,2.33,6.68,0.95,,,0.0,2.72,,67.97,0.32,35.22,9.0,0.0,,24.2
2023-03-18 21:00:00,2023-03-18 22:00:00,15.04,66.35,9.39,19.78,17.87,2.24,7.32,0.92,,,0.0,2.84,,71.49,0.36,81.55,8.76,0.0,,23.47
2023-03-18 22:00:00,2023-03-18 23:00:00,17.44,68.6,8.91,20.03,17.61,2.38,7.02,0.91,,,0.0,3.15,,73.33,0.76,80.91,8.43,0.0,,23.01
2023-03-18 23:00:00,2023-03-19 00:00:00,16.45,63.38,5.63,17.12,13.46,2.12,6.42,0.88,0.01,,0.0,3.13,,75.48,0.71,75.76,8.92,0.0,,22.49
2023-03-19 00:00:00,2023-03-19 01:00:00,13.6,56.39,4.89,18.93,13.81,2.6,2.82,0.44,,,0.0,3.19,,80.33,0.58,75.81,8.81,0.0,,21.62
2023-03-19 01:00:00,2023-03-19 02:00:00,13.02,53.05,4.92,18.02,13.36,2.7,4.2,0.42,,,0.0,3.4,,82.41,0.81,82.3,8.71,0.0,,20.98
2023-03-19 02:00:00,2023-03-19 03:00:00,13.25,53.71,4.12,14.97,11.13,2.43,4.74,0.43,,4.66,0.0,3.19,,82.7,1.12,89.15,8.64,0.0,,20.61
2023-03-19 03:00:00,2023-03-19 04:00:00,11.79,46.13,3.29,16.64,11.34,2.52,4.93,0.48,0.01,4.05,0.0,3.14,,82.58,1.1,99.98,8.7,0.0,,20.48
2023-03-19 04:00:00,2023-03-19 05:00:00,12.52,42.02,3.1,15.44,10.56,2.56,4.54,0.39,,3.38,0.0,3.12,,81.86,0.58,70.58,8.81,0.0,,20.27
2023-03-19 05:00:00,2023-03-19 06:00:00,11.35,37.07,3.04,14.2,9.85,2.45,5.38,0.43,,2.88,0.0,3.06,,82.75,1.07,100.17,11.36,0.0,,19.93
2023-03-19 06:00:00,2023-03-19 07:00:00,11.51,38.66,2.74,14.08,9.55,2.43,5.52,0.44,0.03,2.48,0.0,3.05,,83.31,0.86,83.24,33.67,0.0,,20.09
2023-03-19 07:00:00,2023-03-19 08:00:00,11.81,36.28,3.0,13.92,9.68,2.39,5.6,0.45,0.02,2.29,0.0,2.97,,82.32,0.67,66.2,63.17,0.0,,20.53
2023-03-19 08:00:00,2023-03-19 09:00:00,9.77,33.98,3.43,13.42,9.76,2.39,5.94,0.49,,2.27,0.0,3.06,,78.75,0.32,134.44,112.19,0.0,,21.64
2023-03-19 09:00:00,2023-03-19 10:00:00,9.14,33.77,2.14,16.21,10.19,2.5,6.0,0.39,0.56,2.52,0.0,3.14,,82.13,1.5,283.74,77.97,0.0,,21.46
2023-03-19 10:00:00,2023-03-19 11:00:00,10.37,35.39,1.48,14.16,8.59,2.33,5.9,0.46,0.2,2.51,0.0,2.7,,90.72,0.54,238.46,62.95,0.01,,20.63
2023-03-19 11:00:00,2023-03-19 12:00:00,9.13,29.44,1.64,12.95,8.08,2.29,6.33,0.41,0.19,2.67,0.0,2.91,,96.76,0.66,216.5,70.32,0.02,,20.1
2023-03-19 12:00:00,2023-03-19 13:00:00,6.89,26.71,1.57,12.19,7.63,2.31,6.56,0.43,0.09,2.7,0.0,3.01,,98.79,0.36,220.23,55.5,0.03,,20.11
2023-03-19 13:00:00,2023-03-19 14:00:00,7.16,22.45,2.09,12.37,8.14,2.28,7.02,0.45,,2.72,0.0,3.01,,,0.59,30.47,65.38,0.01,,20.03
2023-03-19 14:00:00,2023-03-19 15:00:00,7.28,19.73,1.91,12.2,7.9,2.33,7.1,0.4,0.1,2.85,0.0,3.18,,,0.88,70.92,58.37,0.03,,19.59
2023-03-19 15:00:00,2023-03-19 16:00:00,13.8,19.16,1.56,12.56,7.82,2.37,7.48,0.46,0.27,2.82,0.0,3.11,,,1.52,85.18,51.37,0.01,,19.31
2023-03-19 16:00:00,2023-03-19 17:00:00,16.8,19.22,1.35,11.01,6.84,2.25,7.62,0.48,0.07,2.51,0.0,2.87,,,1.14,92.27,19.62,0.01,,19.48
2023-03-19 17:00:00,2023-03-19 18:00:00,20.16,20.39,1.4,11.12,6.94,2.27,6.74,0.42,0.2,2.37,0.0,2.94,,,0.94,84.81,12.22,0.0,,19.44
2023-03-19 18:00:00,2023-03-19 19:00:00,16.29,18.62,1.58,10.46,6.73,2.25,6.83,0.47,0.03,2.28,0.0,2.9,,99.84,0.91,93.34,9.28,0.0,,19.33
2023-03-19 19:00:00,2023-03-19 20:00:00,14.21,20.46,1.94,10.9,7.25,2.22,7.19,0.41,0.09,2.24,0.0,2.87,,99.33,1.07,101.2,9.34,0.0,,19.36
2023-03-19 20:00:00,2023-03-19 21:00:00,13.15,21.55,1.94,10.99,7.29,2.29,7.79,0.45,0.07,2.27,0.0,2.91,,99.18,0.85,92.86,9.32,0.0,,19.51
2023-03-19 21:00:00,2023-03-19 22:00:00,11.12,19.71,2.99,10.07,7.66,2.17,8.26,0.44,,2.32,0.0,2.91,,99.6,0.51,65.23,9.39,0.0,,19.53
2023-03-19 22:00:00,2023-03-19 23:00:00,10.45,18.57,3.74,10.73,8.6,2.25,8.54,0.42,,2.5,0.0,3.02,,,0.61,83.99,9.2,0.01,,19.38
2023-03-19 23:00:00,2023-03-20 00:00:00,11.47,22.64,3.79,10.71,8.63,2.31,8.77,0.41,,2.52,0.0,3.12,,,0.95,83.47,9.21,0.0,,19.15
2023-03-20 00:00:00,2023-03-20 01:00:00,9.1,20.22,4.06,9.59,8.26,2.33,1.99,0.95,,2.37,0.0,3.01,,,0.77,100.93,9.21,0.01,,19.05
2023-03-20 01:00:00,2023-03-20 02:00:00,7.51,21.81,3.86,9.58,8.1,2.48,2.26,0.82,,2.19,0.0,3.09,,,0.67,113.94,9.23,0.0,,19.12
2023-03-20 02:00:00,2023-03-20 03:00:00,8.98,18.32,3.71,8.66,7.5,2.31,2.31,0.87,,1.96,0.0,3.02,,,0.6,108.17,9.29,0.01,,19.01
2023-03-20 03:00:00,2023-03-20 04:00:00,8.22,14.32,3.75,9.29,7.86,2.33,3.31,0.95,,1.75,0.0,2.93,,,0.78,69.48,9.27,0.01,,18.81
