From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2022-06-19 01:00:00,2022-06-19 02:00:00,9.0,12.75,0.7,6.02,3.75,9.05,16.12,0.71,25.85,82.75,0.72,166.0,61.0,707.0,23.95,0.0
2022-06-19 02:00:00,2022-06-19 03:00:00,5.75,10.75,0.75,6.0,3.8,9.88,15.97,0.73,26.0,82.25,1.0,161.25,61.75,707.0,24.02,0.0
2022-06-19 03:00:00,2022-06-19 04:00:00,5.75,15.5,0.57,7.75,4.6,10.53,15.03,0.73,21.12,81.75,1.12,185.0,63.0,707.0,24.35,0.0
2022-06-19 04:00:00,2022-06-19 05:00:00,8.5,13.25,0.77,6.5,4.08,10.07,14.68,0.7,20.17,85.5,1.15,161.25,60.75,707.0,23.58,0.38
2022-06-19 05:00:00,2022-06-19 06:00:00,10.25,11.5,0.62,5.53,3.42,12.25,15.8,1.16,19.52,88.75,1.33,164.25,63.25,707.0,23.1,0.0
2022-06-19 06:00:00,2022-06-19 07:00:00,10.25,14.75,0.43,4.28,2.62,13.9,17.15,0.99,22.42,89.0,1.25,165.5,62.75,707.75,23.1,0.0
2022-06-19 07:00:00,2022-06-19 08:00:00,8.5,19.0,0.78,4.85,3.18,13.9,18.12,0.85,20.4,88.25,1.3,170.5,141.75,708.0,23.38,0.0
2022-06-19 08:00:00,2022-06-19 09:00:00,9.75,17.0,0.75,5.35,3.45,12.9,17.7,0.71,23.87,82.25,1.23,178.5,450.0,708.0,24.8,0.0
2022-06-19 09:00:00,2022-06-19 10:00:00,8.25,18.5,1.43,5.93,4.33,16.5,15.2,0.71,40.8,69.25,1.25,177.75,541.0,708.0,27.65,0.0
2022-06-19 10:00:00,2022-06-19 11:00:00,5.5,20.75,2.42,8.12,6.3,17.33,13.3,0.84,41.28,62.75,1.18,201.75,533.25,708.0,29.05,0.0
2022-06-19 11:00:00,2022-06-19 12:00:00,6.25,42.0,5.43,10.97,10.27,14.87,11.3,0.86,39.02,62.0,1.4,224.25,541.0,708.0,29.68,0.0
2022-06-19 12:00:00,2022-06-19 13:00:00,13.25,46.25,1.8,7.15,5.3,10.3,15.3,0.92,42.55,61.0,1.42,196.25,508.0,708.0,30.18,0.0
2022-06-19 13:00:00,2022-06-19 14:00:00,13.0,49.25,1.73,7.62,5.47,8.38,15.78,0.93,42.67,61.0,1.27,225.5,511.0,708.0,30.15,0.0
2022-06-19 14:00:00,2022-06-19 15:00:00,9.75,46.75,2.07,8.15,6.03,7.43,15.07,0.79,51.42,52.0,1.3,213.0,539.25,708.0,32.83,0.0
2022-06-19 15:00:00,2022-06-19 16:00:00,10.0,47.0,7.6,16.2,14.82,7.25,13.83,0.82,41.4,58.75,1.45,205.25,400.5,708.0,30.85,0.0
2022-06-19 16:00:00,2022-06-19 17:00:00,12.5,49.5,2.6,11.25,8.1,9.4,13.53,0.69,48.03,58.25,1.1,202.0,414.25,708.0,30.48,0.0
2022-06-19 17:00:00,2022-06-19 18:00:00,10.75,47.0,1.05,8.35,5.3,10.77,13.9,0.57,53.72,56.75,1.12,186.5,259.25,708.0,30.35,0.0
2022-06-19 18:00:00,2022-06-19 19:00:00,9.75,44.0,0.9,7.82,4.88,11.25,16.25,0.69,53.85,60.5,0.85,175.75,84.75,708.0,29.55,0.0
2022-06-19 19:00:00,2022-06-19 20:00:00,12.0,45.75,0.7,11.9,6.9,10.38,17.88,0.88,48.35,62.5,0.97,170.5,60.5,708.0,29.12,0.0
2022-06-19 20:00:00,2022-06-19 21:00:00,20.75,52.25,1.0,14.98,8.78,10.2,18.83,0.94,43.67,64.75,1.2,172.5,63.0,708.0,28.93,0.0
2022-06-19 21:00:00,2022-06-19 22:00:00,20.5,55.25,2.73,17.3,11.4,10.03,17.68,1.47,31.07,69.0,1.32,201.0,61.0,708.0,27.88,0.0
2022-06-19 22:00:00,2022-06-19 23:00:00,18.5,52.25,3.3,14.57,10.43,13.55,16.85,1.63,29.07,77.25,1.5,161.25,63.5,708.0,24.77,0.0
2022-06-19 23:00:00,2022-06-20 00:00:00,7.75,44.25,1.85,17.93,11.0,13.0,17.93,1.53,33.02,79.25,0.85,144.75,61.5,708.0,23.32,0.0
2022-06-20 00:00:00,2022-06-20 01:00:00,6.75,25.25,1.2,17.42,10.25,12.02,16.93,1.32,29.9,79.5,0.62,136.25,63.5,708.0,23.4,0.0
2022-06-20 01:00:00,2022-06-20 02:00:00,7.0,23.75,0.68,14.5,8.25,11.25,17.55,1.19,28.95,80.0,1.02,162.5,62.75,708.0,23.53,0.0
2022-06-20 02:00:00,2022-06-20 03:00:00,9.0,30.75,0.62,10.03,5.83,10.32,16.2,1.07,28.1,80.0,1.12,169.5,63.75,708.0,23.97,0.0
2022-06-20 03:00:00,2022-06-20 04:00:00,5.25,18.25,0.45,5.5,3.27,9.2,15.62,0.97,22.75,82.25,1.1,172.0,61.75,708.0,24.17,0.0
2022-06-20 04:00:00,2022-06-20 05:00:00,3.25,20.25,0.72,5.4,3.43,8.28,15.62,0.93,17.45,83.5,0.93,193.0,62.5,708.0,24.08,0.0
2022-06-20 05:00:00,2022-06-20 06:00:00,4.75,23.0,0.7,6.3,3.95,7.57,15.17,1.0,13.7,84.75,0.8,170.5,63.0,708.0,23.85,0.0
2022-06-20 06:00:00,2022-06-20 07:00:00,6.25,21.0,1.35,7.1,4.85,6.9,13.85,0.88,12.1,84.25,0.97,201.25,102.0,707.75,24.05,0.0
2022-06-20 07:00:00,2022-06-20 08:00:00,4.25,23.75,1.75,5.37,4.3,6.9,8.28,0.84,15.95,78.25,1.27,228.0,287.0,707.0,25.32,0.0
2022-06-20 08:00:00,2022-06-20 09:00:00,6.5,25.0,1.8,5.35,4.33,7.25,9.03,0.85,21.67,72.75,1.48,217.0,425.25,707.0,26.7,0.0
2022-06-20 09:00:00,2022-06-20 10:00:00,9.75,33.5,1.9,6.17,4.85,12.8,6.78,0.87,30.55,68.75,1.37,208.75,479.75,707.0,27.82,0.0
2022-06-20 10:00:00,2022-06-20 11:00:00,6.0,42.5,1.93,7.17,5.35,14.38,6.0,0.98,31.05,66.25,1.42,209.25,493.75,707.0,28.68,0.0
2022-06-20 11:00:00,2022-06-20 12:00:00,8.0,47.0,1.43,6.77,4.8,13.73,4.4,1.09,39.75,62.5,1.55,206.5,502.5,707.0,29.68,0.0
2022-06-20 12:00:00,2022-06-20 13:00:00,14.75,49.75,1.9,6.75,5.1,9.4,5.6,1.27,48.08,55.0,1.3,207.75,512.5,707.0,31.77,0.0
2022-06-20 13:00:00,2022-06-20 14:00:00,17.0,60.25,1.85,6.8,5.12,8.75,8.5,1.54,53.9,51.75,1.28,216.0,495.5,707.25,32.65,0.0
2022-06-20 14:00:00,2022-06-20 15:00:00,17.0,73.75,0.95,7.08,4.55,8.18,17.43,1.7,54.22,56.0,1.9,225.75,237.0,708.0,30.93,0.88
2022-06-20 15:00:00,2022-06-20 16:00:00,15.0,76.0,1.0,11.57,6.95,8.12,16.43,1.74,42.47,90.25,1.5,190.5,63.75,708.0,22.05,7.15
2022-06-20 16:00:00,2022-06-20 17:00:00,11.0,23.25,3.55,28.1,17.82,7.83,15.9,1.56,32.2,89.75,1.82,203.25,65.75,708.0,22.18,0.12
2022-06-20 17:00:00,2022-06-20 18:00:00,15.5,27.0,3.05,19.62,12.92,9.12,15.63,1.27,37.55,89.0,1.9,215.25,60.75,708.0,22.1,0.25
2022-06-20 18:00:00,2022-06-20 19:00:00,10.75,26.5,2.52,22.43,13.92,9.38,17.8,1.5,30.08,88.25,0.78,152.75,64.5,708.0,22.27,0.05
2022-06-20 19:00:00,2022-06-20 20:00:00,10.75,22.75,1.23,19.15,11.2,9.43,19.38,1.2,29.62,89.0,0.95,154.5,60.25,708.0,22.32,0.0
2022-06-20 20:00:00,2022-06-20 21:00:00,15.75,21.5,1.07,16.43,9.6,8.2,19.43,0.95,28.83,89.0,1.18,158.5,62.25,708.0,22.23,0.0
2022-06-20 21:00:00,2022-06-20 22:00:00,23.0,38.5,1.0,16.1,9.38,7.9,16.2,0.77,28.9,88.25,1.53,160.0,60.75,708.0,22.33,0.0
2022-06-20 22:00:00,2022-06-20 23:00:00,16.5,35.5,0.7,12.23,7.08,7.47,15.68,0.67,27.88,88.0,1.12,161.25,60.25,708.0,22.6,0.0
2022-06-20 23:00:00,2022-06-21 00:00:00,6.25,20.0,0.57,9.15,5.33,7.28,16.67,0.48,27.43,88.0,0.88,170.25,62.5,708.0,22.68,0.0
2022-06-21 00:00:00,2022-06-21 01:00:00,8.0,18.0,0.85,8.92,5.45,7.55,15.77,0.56,27.48,86.5,1.65,266.5,60.5,708.0,22.77,0.0
2022-06-21 01:00:00,2022-06-21 02:00:00,10.75,28.5,0.57,6.62,3.98,7.93,15.55,0.44,36.0,84.25,0.73,232.25,61.0,708.0,23.0,0.0
2022-06-21 02:00:00,2022-06-21 03:00:00,9.25,22.0,0.4,4.88,2.92,8.42,16.33,0.4,32.6,86.25,0.57,177.75,60.25,708.0,22.4,0.0
2022-06-21 03:00:00,2022-06-21 04:00:00,7.25,16.25,0.38,5.03,2.92,9.0,14.88,0.4,31.77,87.75,0.95,168.75,60.0,708.0,22.22,0.0
2022-06-21 04:00:00,2022-06-21 05:00:00,8.75,17.25,0.35,4.25,2.52,12.1,13.5,0.83,36.95,86.25,0.8,178.25,60.25,708.0,22.45,0.0
2022-06-21 05:00:00,2022-06-21 06:00:00,9.75,18.0,0.35,4.28,2.55,12.52,14.23,0.84,35.23,85.75,0.82,160.5,61.25,708.0,22.62,0.0
2022-06-21 06:00:00,2022-06-21 07:00:00,7.5,23.25,0.62,5.75,3.57,11.88,13.32,0.81,33.1,85.75,0.57,213.0,110.0,708.25,22.77,0.0
2022-06-21 07:00:00,2022-06-21 08:00:00,12.5,38.0,0.83,5.18,3.43,10.62,4.95,0.45,39.92,82.25,0.95,175.25,219.0,709.0,23.83,0.0
2022-06-21 08:00:00,2022-06-21 09:00:00,13.25,36.5,0.8,4.62,3.12,9.97,4.63,0.41,43.9,77.0,0.98,190.5,436.0,709.0,25.7,0.0
2022-06-21 09:00:00,2022-06-21 10:00:00,11.5,44.75,1.45,6.38,4.57,12.15,5.17,0.45,52.7,68.25,1.12,217.0,552.25,709.0,27.7,0.0
2022-06-21 10:00:00,2022-06-21 11:00:00,14.75,56.75,1.5,6.38,4.62,13.23,5.07,0.59,51.9,64.0,1.15,231.75,526.5,709.0,29.02,0.0
2022-06-21 11:00:00,2022-06-21 12:00:00,20.25,64.25,1.77,9.0,6.2,11.97,4.3,0.64,54.15,61.25,1.68,239.75,547.5,709.0,29.73,0.0
2022-06-21 12:00:00,2022-06-21 13:00:00,20.0,80.25,1.8,9.05,6.25,7.15,4.45,0.57,56.9,57.5,1.73,252.0,541.0,709.0,30.93,0.0
2022-06-21 13:00:00,2022-06-21 14:00:00,20.0,83.25,2.48,11.5,8.12,6.07,2.97,0.52,57.42,56.5,1.68,229.5,548.5,709.0,31.27,0.0
2022-06-21 14:00:00,2022-06-21 15:00:00,25.0,90.25,2.12,9.75,6.9,6.25,3.53,0.42,61.38,52.25,1.25,240.5,473.0,709.0,31.8,0.0
2022-06-21 15:00:00,2022-06-21 16:00:00,21.25,91.0,2.2,12.9,8.62,5.58,3.17,0.5,63.5,50.25,1.12,218.25,514.25,709.0,32.42,0.0
2022-06-21 16:00:00,2022-06-21 17:00:00,18.75,85.0,0.88,5.07,3.42,6.28,1.5,0.46,72.12,55.0,1.4,184.25,243.5,709.0,30.97,0.45
2022-06-21 17:00:00,2022-06-21 18:00:00,18.0,63.75,1.12,16.2,9.53,6.65,2.43,0.95,52.38,72.25,0.57,152.75,266.25,709.0,26.4,0.1
2022-06-21 18:00:00,2022-06-21 19:00:00,18.5,55.25,2.08,22.55,13.65,7.85,6.75,1.23,53.18,63.5,0.33,188.25,105.25,709.0,27.7,0.0
2022-06-21 19:00:00,2022-06-21 20:00:00,19.75,60.5,0.97,21.65,12.3,8.0,8.25,1.28,44.18,67.5,0.57,161.75,61.0,709.0,26.92,0.0
2022-06-21 20:00:00,2022-06-21 21:00:00,23.0,73.75,7.55,43.45,29.25,11.12,7.43,2.8,16.38,74.5,0.48,153.5,61.5,709.0,26.12,0.0
2022-06-21 21:00:00,2022-06-21 22:00:00,34.25,97.25,4.97,41.08,25.9,11.68,3.62,2.71,15.97,76.0,0.47,155.25,62.5,709.0,25.9,0.0
2022-06-21 22:00:00,2022-06-21 23:00:00,31.5,83.75,1.1,24.15,13.75,10.48,4.8,2.02,28.12,76.5,0.85,159.5,62.75,708.75,25.92,0.0
2022-06-21 23:00:00,2022-06-22 00:00:00,29.0,69.5,1.83,21.98,13.15,9.68,11.87,2.04,23.65,77.75,0.88,156.75,64.0,707.0,25.5,0.0
2022-06-22 00:00:00,2022-06-22 01:00:00,26.5,75.5,3.67,26.73,17.2,10.25,17.1,1.94,14.25,80.75,0.88,158.75,62.5,707.0,24.9,0.0
2022-06-22 01:00:00,2022-06-22 02:00:00,25.5,71.75,1.05,12.12,7.3,9.12,18.2,1.39,26.58,80.5,1.0,163.25,63.5,707.0,24.77,0.0
2022-06-22 02:00:00,2022-06-22 03:00:00,18.25,49.25,0.68,7.67,4.62,8.88,18.67,1.2,29.23,81.0,0.85,176.25,62.0,707.0,24.62,0.0
2022-06-22 03:00:00,2022-06-22 04:00:00,19.25,50.5,0.78,6.6,4.1,8.82,15.78,1.1,31.93,80.75,0.75,182.5,62.0,707.0,24.4,0.0
2022-06-22 04:00:00,2022-06-22 05:00:00,19.0,37.5,0.5,6.2,3.55,7.8,16.52,1.12,30.1,81.75,0.75,186.75,63.75,707.0,24.17,0.0
2022-06-22 05:00:00,2022-06-22 06:00:00,15.5,45.0,0.45,6.45,3.83,6.95,16.47,0.95,27.65,82.5,0.8,214.5,62.75,707.0,24.18,0.0
2022-06-22 06:00:00,2022-06-22 07:00:00,13.75,39.0,0.95,6.47,4.22,6.55,16.3,0.95,25.6,81.25,0.8,223.5,120.75,707.0,24.65,0.0
2022-06-22 07:00:00,2022-06-22 08:00:00,13.75,49.25,1.07,7.0,4.6,6.4,9.53,0.8,32.25,76.5,1.05,234.0,212.0,707.5,25.92,0.0
2022-06-22 08:00:00,2022-06-22 09:00:00,18.25,58.25,1.55,7.05,5.03,6.5,5.0,0.74,35.67,72.0,1.52,233.5,434.25,708.0,27.3,0.0
2022-06-22 09:00:00,2022-06-22 10:00:00,24.0,79.5,2.1,7.78,5.83,10.6,6.2,0.79,46.7,65.25,1.6,250.0,559.0,708.0,29.17,0.0
2022-06-22 10:00:00,2022-06-22 11:00:00,22.75,96.5,1.9,9.05,6.4,13.58,5.83,1.04,53.45,60.75,1.43,219.75,522.0,708.0,30.62,0.0
2022-06-22 11:00:00,2022-06-22 12:00:00,29.5,103.0,1.97,11.97,7.97,14.07,2.4,1.2,65.17,56.5,1.33,218.0,502.0,708.0,31.7,0.0
2022-06-22 12:00:00,2022-06-22 13:00:00,34.75,120.5,2.45,10.8,7.75,8.9,6.15,1.27,75.0,49.25,1.35,172.5,534.25,708.0,33.47,0.0
2022-06-22 13:00:00,2022-06-22 14:00:00,35.25,124.25,1.5,10.2,6.65,8.38,9.2,1.38,80.62,42.5,1.2,177.75,543.75,708.0,35.42,0.0
2022-06-22 14:00:00,2022-06-22 15:00:00,31.0,109.75,1.52,11.95,7.6,7.58,9.3,1.35,80.65,40.5,1.0,149.75,483.0,708.0,35.55,0.0
2022-06-22 15:00:00,2022-06-22 16:00:00,33.0,99.5,1.2,9.5,6.03,8.03,5.72,1.27,81.55,39.5,1.0,144.75,484.5,708.0,35.75,0.0
2022-06-22 16:00:00,2022-06-22 17:00:00,31.5,100.25,1.0,10.68,6.47,8.68,6.47,0.62,75.85,41.25,0.95,144.25,402.0,708.0,34.52,0.0
2022-06-22 17:00:00,2022-06-22 18:00:00,31.25,104.0,0.7,11.07,6.48,9.75,12.03,0.97,64.45,53.25,0.98,199.75,154.0,707.5,31.85,0.0
2022-06-22 18:00:00,2022-06-22 19:00:00,19.75,91.75,1.55,14.53,8.97,9.95,13.53,1.21,63.95,57.25,1.05,221.5,68.75,707.0,29.42,0.0
2022-06-22 19:00:00,2022-06-22 20:00:00,26.75,85.5,2.48,17.65,11.4,10.35,12.12,1.32,59.15,66.0,2.07,184.75,61.5,707.0,26.98,0.2
2022-06-22 20:00:00,2022-06-22 21:00:00,21.75,80.5,1.43,15.32,9.3,8.3,12.17,1.07,51.97,88.75,1.2,196.0,59.75,707.0,21.7,1.38
2022-06-22 21:00:00,2022-06-22 22:00:00,19.75,37.5,1.53,19.68,11.73,6.98,15.1,1.28,43.53,84.0,0.42,245.75,57.75,707.0,22.8,0.0
2022-06-22 22:00:00,2022-06-22 23:00:00,24.25,48.75,1.1,16.25,9.53,8.27,16.3,1.21,39.27,82.0,0.62,175.75,61.0,707.0,23.92,0.0
2022-06-22 23:00:00,2022-06-23 00:00:00,20.75,50.0,0.7,11.62,6.78,7.78,15.87,0.9,39.83,83.5,0.33,182.5,61.5,707.0,23.87,0.0
2022-06-23 00:00:00,2022-06-23 01:00:00,17.75,48.5,0.85,12.55,7.35,8.15,16.7,0.85,36.92,83.0,0.3,227.75,60.5,707.0,24.03,0.0
2022-06-23 01:00:00,2022-06-23 02:00:00,20.25,52.75,0.9,9.0,5.55,7.98,16.9,0.76,34.75,82.75,0.38,245.0,60.5,707.0,24.17,0.0
2022-06-23 02:00:00,2022-06-23 03:00:00,19.25,49.25,0.4,5.97,3.4,7.95,16.83,0.63,45.62,80.0,0.45,255.75,61.5,707.0,23.73,0.0
2022-06-23 03:00:00,2022-06-23 04:00:00,13.25,38.75,0.55,4.7,2.93,8.62,18.62,0.59,54.22,77.0,0.47,240.0,61.0,707.0,23.68,0.0
2022-06-23 04:00:00,2022-06-23 05:00:00,10.75,32.5,0.45,4.12,2.57,11.5,20.15,0.92,54.47,77.0,0.6,297.5,62.5,707.0,23.73,0.0
2022-06-23 05:00:00,2022-06-23 06:00:00,10.5,36.0,0.17,5.43,3.02,11.7,19.5,1.07,49.55,78.75,0.6,267.5,62.5,707.0,23.63,0.0
2022-06-23 06:00:00,2022-06-23 07:00:00,14.0,44.0,0.62,6.45,3.98,10.43,15.47,1.13,46.8,79.0,1.05,254.75,99.75,707.0,24.05,0.0
2022-06-23 07:00:00,2022-06-23 08:00:00,18.75,52.25,1.45,10.0,6.5,9.7,7.03,0.93,48.0,74.75,1.4,286.0,236.25,707.75,25.22,0.0
2022-06-23 08:00:00,2022-06-23 09:00:00,14.75,60.0,1.77,10.35,6.93,9.65,4.2,0.78,54.77,68.5,1.05,270.75,428.25,708.0,27.05,0.0
2022-06-23 09:00:00,2022-06-23 10:00:00,15.75,65.0,1.02,8.32,5.28,11.38,7.12,0.72,76.2,58.0,0.88,219.5,547.0,708.0,30.0,0.0
2022-06-23 10:00:00,2022-06-23 11:00:00,23.75,78.25,1.07,10.82,6.67,13.12,8.23,1.08,88.6,52.0,1.12,227.25,555.25,708.0,32.03,0.38
2022-06-23 11:00:00,2022-06-23 12:00:00,33.25,104.25,1.37,12.83,7.9,13.2,5.9,1.06,102.78,48.5,1.1,180.25,557.0,708.0,33.52,0.0
2022-06-23 12:00:00,2022-06-23 13:00:00,36.75,118.75,1.25,11.15,7.0,8.4,4.92,0.97,104.62,46.0,1.45,190.5,535.25,708.0,34.2,0.0
2022-06-23 13:00:00,2022-06-23 14:00:00,38.25,126.75,1.65,13.32,8.48,7.75,2.85,0.88,96.12,42.25,1.25,194.25,523.75,708.0,35.7,0.0
2022-06-23 14:00:00,2022-06-23 15:00:00,42.5,132.5,1.25,10.3,6.5,7.48,3.2,0.72,109.35,41.75,1.2,211.25,512.0,708.0,36.08,0.0
2022-06-23 15:00:00,2022-06-23 16:00:00,34.25,137.75,1.62,11.55,7.45,7.72,10.1,1.06,98.47,55.0,3.75,243.75,503.25,708.0,30.2,0.0
2022-06-23 16:00:00,2022-06-23 17:00:00,30.0,149.25,1.95,18.45,11.4,8.67,14.45,0.87,88.83,55.5,1.85,211.25,354.75,708.0,29.38,0.0
2022-06-23 17:00:00,2022-06-23 18:00:00,26.0,69.25,1.5,19.35,11.53,9.62,25.4,1.15,80.68,58.0,1.17,144.75,101.25,706.25,28.68,0.0
2022-06-23 18:00:00,2022-06-23 19:00:00,32.25,69.25,0.57,11.88,6.77,10.65,25.07,0.97,87.0,64.75,1.05,170.25,66.5,706.0,27.6,0.0
2022-06-23 19:00:00,2022-06-23 20:00:00,34.25,72.75,0.6,13.52,7.62,10.72,24.05,1.15,77.53,67.0,1.0,163.25,62.75,706.0,27.27,0.0
2022-06-23 20:00:00,2022-06-23 21:00:00,36.25,83.5,0.6,12.0,6.85,9.95,23.23,0.99,81.5,68.75,1.23,174.0,63.25,706.0,26.78,0.0
2022-06-23 21:00:00,2022-06-23 22:00:00,30.0,66.25,0.43,10.73,6.03,9.45,26.3,0.97,72.02,72.0,1.15,220.75,63.0,706.0,26.23,0.45
2022-06-23 22:00:00,2022-06-23 23:00:00,27.75,68.0,0.68,9.75,5.72,10.0,25.15,0.95,76.55,82.5,0.95,233.25,63.0,706.0,23.73,0.0
2022-06-23 23:00:00,2022-06-24 00:00:00,28.25,51.5,0.5,6.33,3.75,9.07,24.97,0.69,78.45,83.25,1.07,191.75,61.5,706.0,23.55,0.0
2022-06-24 00:00:00,2022-06-24 01:00:00,24.75,46.75,0.45,4.9,2.97,8.57,26.38,0.5,62.42,85.5,0.93,216.25,63.0,706.0,23.58,0.0
2022-06-24 01:00:00,2022-06-24 02:00:00,29.0,47.75,0.43,3.92,2.42,8.43,27.88,0.48,60.27,84.5,0.65,194.5,60.5,706.0,23.65,0.0
2022-06-24 02:00:00,2022-06-24 03:00:00,25.75,52.25,0.33,4.18,2.48,8.47,28.8,0.46,53.88,85.0,0.6,241.25,62.75,706.0,23.55,0.0
2022-06-24 03:00:00,2022-06-24 04:00:00,25.25,49.0,0.33,4.33,2.53,8.23,24.85,0.45,58.35,82.75,0.53,222.5,63.5,706.0,23.88,0.0
2022-06-24 04:00:00,2022-06-24 05:00:00,26.25,47.0,0.22,4.65,2.65,8.17,23.97,0.45,55.42,82.75,0.48,271.25,62.75,706.0,23.7,0.0
2022-06-24 05:00:00,2022-06-24 06:00:00,25.0,49.5,0.25,4.22,2.45,8.7,25.37,0.43,57.52,83.0,0.35,285.75,62.75,706.0,23.55,0.0
2022-06-24 06:00:00,2022-06-24 07:00:00,20.0,50.0,0.78,6.03,3.85,8.85,25.65,0.53,46.6,84.0,0.85,274.75,104.5,706.0,23.93,0.0
2022-06-24 07:00:00,2022-06-24 08:00:00,24.5,61.0,1.2,9.03,5.78,10.72,25.12,0.94,52.72,78.5,1.05,284.0,262.5,706.0,25.17,0.0
2022-06-24 08:00:00,2022-06-24 09:00:00,27.0,73.0,0.97,7.93,5.0,12.38,24.53,1.04,65.87,72.0,0.82,226.75,446.0,706.0,26.85,0.0
2022-06-24 09:00:00,2022-06-24 10:00:00,25.33,72.33,1.3,9.4,6.07,15.97,19.67,0.96,81.0,61.0,1.13,232.33,542.0,707.0,29.77,0.0
2022-06-24 10:00:00,2022-06-24 11:00:00,36.25,102.25,1.33,10.95,6.92,16.1,15.47,0.85,88.28,54.0,1.78,229.0,559.75,708.0,31.05,0.0
2022-06-24 11:00:00,2022-06-24 12:00:00,46.5,151.75,1.6,13.0,8.27,15.2,21.7,1.08,99.3,48.75,1.48,220.5,552.75,708.5,32.72,0.0
2022-06-24 12:00:00,2022-06-24 13:00:00,58.25,185.0,1.45,12.9,8.0,8.5,22.08,1.27,109.57,42.0,1.38,202.25,541.5,709.0,34.33,0.0
2022-06-24 13:00:00,2022-06-24 14:00:00,61.75,200.0,1.38,13.72,8.43,7.83,21.6,1.15,117.83,39.0,1.5,190.5,537.0,709.0,35.15,0.0
2022-06-24 14:00:00,2022-06-24 15:00:00,60.0,212.5,1.2,14.05,8.43,7.28,22.33,1.21,122.53,35.5,1.72,172.5,522.5,709.0,36.12,0.0
2022-06-24 15:00:00,2022-06-24 16:00:00,59.75,227.25,1.48,15.43,9.38,7.97,24.28,1.13,123.3,33.75,1.73,172.75,490.25,709.0,36.03,0.0
2022-06-24 16:00:00,2022-06-24 17:00:00,68.67,240.25,1.82,21.2,12.75,8.82,23.48,1.27,110.92,33.75,1.55,182.0,417.0,709.0,35.8,0.0
2022-06-24 17:00:00,2022-06-24 18:00:00,69.5,238.25,1.73,23.4,13.85,8.38,23.2,1.33,100.55,34.75,1.3,216.5,267.0,709.0,35.0,0.0
2022-06-24 18:00:00,2022-06-24 19:00:00,67.5,231.0,1.72,40.25,22.78,6.78,24.23,1.9,74.05,39.25,0.65,238.25,62.75,709.0,33.1,0.0
2022-06-24 19:00:00,2022-06-24 20:00:00,65.0,242.5,1.4,42.15,23.57,8.8,25.1,2.02,60.95,43.5,0.4,286.0,63.0,709.0,31.7,0.0
2022-06-24 20:00:00,2022-06-24 21:00:00,65.0,268.0,1.65,46.7,26.2,8.0,25.7,2.15,50.05,44.5,0.38,289.5,61.5,709.0,30.85,0.0
2022-06-24 21:00:00,2022-06-24 22:00:00,74.5,267.5,2.55,50.4,28.85,7.92,27.55,2.4,40.02,44.5,0.38,273.25,63.0,709.0,30.48,0.0
2022-06-24 22:00:00,2022-06-24 23:00:00,74.0,261.25,2.7,47.8,27.65,8.2,28.2,2.16,45.4,47.5,0.65,212.5,61.75,709.0,29.88,0.0
2022-06-24 23:00:00,2022-06-25 00:00:00,60.75,210.25,0.33,6.62,3.83,9.0,27.3,1.21,82.92,61.25,1.05,184.5,63.5,709.0,28.0,0.0
2022-06-25 00:00:00,2022-06-25 01:00:00,40.0,96.25,0.25,6.65,3.75,8.95,22.82,1.32,83.08,65.25,1.3,191.75,62.25,709.0,27.05,0.0
2022-06-25 01:00:00,2022-06-25 02:00:00,40.25,82.75,0.2,5.03,2.82,8.95,21.18,1.25,75.15,70.5,1.1,224.25,62.25,709.0,26.2,0.0
2022-06-25 02:00:00,2022-06-25 03:00:00,32.5,75.75,2.1,8.72,6.33,8.57,22.9,1.17,63.7,72.75,0.82,197.0,63.25,709.0,25.7,0.0
2022-06-25 03:00:00,2022-06-25 04:00:00,34.0,73.75,0.72,5.03,3.27,9.08,25.02,1.13,56.9,75.0,0.58,215.25,63.75,709.0,25.22,0.0
2022-06-25 04:00:00,2022-06-25 05:00:00,35.75,73.0,0.42,5.6,3.33,9.55,26.5,1.13,52.75,76.5,0.6,188.0,60.75,709.0,24.95,0.0
2022-06-25 05:00:00,2022-06-25 06:00:00,38.75,79.25,0.55,5.45,3.35,9.38,26.6,1.1,56.57,77.5,0.93,186.0,63.25,709.0,24.65,0.0
2022-06-25 06:00:00,2022-06-25 07:00:00,32.5,73.0,0.7,5.53,3.5,9.62,25.4,1.07,57.85,77.0,0.92,199.25,113.0,709.0,24.88,0.0
2022-06-25 07:00:00,2022-06-25 08:00:00,34.0,79.0,0.6,5.8,3.6,9.85,26.3,1.08,56.75,76.0,1.0,201.0,199.5,709.0,25.45,0.0
2022-06-25 08:00:00,2022-06-25 09:00:00,,,,,,,,,,,,,,,,
2022-06-25 09:00:00,2022-06-25 10:00:00,,,,,,,,,,,,,,,,
2022-06-25 10:00:00,2022-06-25 11:00:00,34.0,79.0,,,,,,,,50.0,1.2,200.5,588.5,709.0,32.6,0.0
2022-06-25 11:00:00,2022-06-25 12:00:00,41.0,176.0,1.33,15.0,9.1,18.57,10.9,1.42,101.1,41.25,1.1,204.0,547.0,709.0,34.4,0.0
