From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2023-03-10 04:00:00,2023-03-10 05:00:00,37.5,69.75,2.02,14.25,9.22,7.62,6.58,0.5,20.61,0.08,0.5,,,,27.05,87.5,1.0,26.25,1.0,756.0,,25.43,0.0
2023-03-10 05:00:00,2023-03-10 06:00:00,44.67,71.0,2.88,16.68,11.23,7.38,6.83,0.63,15.51,0.1,0.5,,,,27.0,88.75,1.25,32.5,1.0,756.25,,25.1,0.0
2023-03-10 06:00:00,2023-03-10 07:00:00,54.33,81.0,3.92,17.38,12.45,7.95,6.2,0.69,16.64,0.1,0.58,,,,26.95,89.0,1.4,35.0,5.5,757.25,,25.15,0.0
2023-03-10 07:00:00,2023-03-10 08:00:00,59.0,92.25,6.25,22.72,17.17,7.92,8.3,0.74,17.88,0.1,0.6,,,,27.77,86.0,1.23,61.25,33.5,758.0,,26.02,0.0
2023-03-10 08:00:00,2023-03-10 09:00:00,44.67,91.67,6.4,21.38,16.57,9.68,9.95,0.82,28.35,0.1,0.75,,,,29.7,79.25,1.38,66.25,82.0,758.75,,28.02,0.0
2023-03-10 09:00:00,2023-03-10 10:00:00,39.25,92.5,4.17,19.52,13.8,10.88,27.07,0.77,48.59,0.1,1.02,,,,30.8,71.75,1.85,91.25,125.75,759.0,,29.55,0.0
2023-03-10 10:00:00,2023-03-10 11:00:00,35.5,81.0,2.75,12.5,8.9,9.6,7.5,0.6,60.14,0.1,0.88,,,,30.7,68.5,2.38,104.75,255.75,758.5,,30.12,0.0
2023-03-10 11:00:00,2023-03-10 12:00:00,36.67,69.0,2.67,11.63,8.37,8.4,6.85,0.62,63.18,0.12,0.8,,,,29.7,66.5,2.3,109.75,297.0,757.75,,30.67,0.0
2023-03-10 12:00:00,2023-03-10 13:00:00,45.5,69.5,2.23,12.43,8.43,6.57,7.6,0.68,62.15,0.1,0.75,,,,27.38,68.5,2.47,106.0,298.0,757.0,,30.48,0.0
2023-03-10 13:00:00,2023-03-10 14:00:00,37.75,68.75,3.1,12.75,9.3,6.68,7.65,0.62,56.31,0.1,0.7,,,,27.58,67.0,2.3,111.25,266.25,756.25,,30.73,0.0
2023-03-10 14:00:00,2023-03-10 15:00:00,35.25,62.0,3.03,12.02,8.82,6.03,8.1,0.56,55.54,0.1,0.65,,,,27.25,67.75,2.35,103.25,235.75,755.25,,30.58,0.0
2023-03-10 15:00:00,2023-03-10 16:00:00,29.25,61.5,2.38,11.67,8.12,6.35,7.48,0.61,53.1,0.1,0.6,,,,28.32,67.5,2.45,107.5,253.25,755.0,,30.68,0.0
2023-03-10 16:00:00,2023-03-10 17:00:00,28.0,65.75,3.1,17.78,11.97,6.47,6.22,0.71,48.63,0.07,0.53,,,,30.15,70.25,2.42,118.5,117.0,755.0,,30.12,0.0
2023-03-10 17:00:00,2023-03-10 18:00:00,32.25,74.0,2.78,19.82,12.77,6.2,5.4,0.68,47.2,,,,,,30.3,73.0,2.68,118.25,60.75,755.0,,29.55,0.0
2023-03-10 18:00:00,2023-03-10 19:00:00,34.0,61.75,2.45,18.68,11.93,6.3,6.4,0.72,48.31,,,,,,30.45,75.0,2.45,102.5,2.0,756.0,,28.88,0.0
2023-03-10 19:00:00,2023-03-10 20:00:00,30.5,58.25,2.27,18.5,11.68,6.33,5.4,0.69,49.52,,,,,,29.83,75.5,2.2,98.75,1.0,756.0,,28.7,0.0
2023-03-10 20:00:00,2023-03-10 21:00:00,37.5,67.33,2.0,19.05,11.77,5.85,5.15,0.74,49.19,,,,,,27.5,76.0,1.92,97.5,1.0,756.75,,28.7,0.0
2023-03-10 21:00:00,2023-03-10 22:00:00,34.5,64.75,1.85,20.6,12.47,6.75,4.35,0.73,47.98,,,,,,27.9,76.75,1.95,108.0,1.0,757.0,,28.65,0.0
2023-03-10 22:00:00,2023-03-10 23:00:00,30.67,62.0,1.42,16.35,9.85,7.7,6.7,0.58,50.35,,,,,,27.9,77.5,1.55,103.0,1.0,757.25,,28.48,0.0
2023-03-10 23:00:00,2023-03-11 00:00:00,30.25,61.5,0.8,9.57,5.75,7.95,7.2,0.44,54.22,,,,,,28.32,78.25,1.3,100.25,1.0,757.0,,28.25,0.0
2023-03-11 00:00:00,2023-03-11 01:00:00,25.75,53.5,0.82,7.03,4.42,8.83,5.8,0.43,51.2,,,,,,29.93,79.25,0.93,96.5,1.0,757.0,,27.85,0.0
2023-03-11 01:00:00,2023-03-11 02:00:00,28.0,58.25,1.17,6.12,4.17,8.82,5.1,0.42,41.85,,,,,,30.25,83.75,0.95,102.0,1.0,756.25,,26.75,0.0
2023-03-11 02:00:00,2023-03-11 03:00:00,25.5,50.25,0.9,4.78,3.3,8.25,5.57,0.4,41.09,,,,,,30.27,85.25,1.12,102.0,1.0,756.0,,26.25,0.0
2023-03-11 03:00:00,2023-03-11 04:00:00,27.0,53.5,1.58,10.15,6.68,8.32,5.8,0.41,31.69,,,,,,29.78,86.25,0.75,102.0,1.0,756.0,,25.8,0.0
2023-03-11 04:00:00,2023-03-11 05:00:00,38.25,65.33,2.05,15.8,10.07,7.97,7.58,0.49,25.37,,,,,,27.28,87.0,0.75,59.75,1.0,756.0,,25.4,0.0
2023-03-11 05:00:00,2023-03-11 06:00:00,47.0,77.5,3.0,19.52,12.82,7.18,8.65,0.65,16.89,,,,,,26.98,87.5,1.22,32.75,1.0,756.0,,25.02,0.0
2023-03-11 06:00:00,2023-03-11 07:00:00,55.0,91.0,4.07,21.45,14.75,7.6,9.2,0.78,14.49,,,,,,26.95,88.0,1.23,38.5,4.25,757.0,,24.92,0.0
2023-03-11 07:00:00,2023-03-11 08:00:00,60.0,102.25,6.7,24.15,18.33,7.82,11.47,0.76,18.14,,,,,,27.43,85.0,1.33,43.5,40.5,758.0,,25.92,0.0
2023-03-11 08:00:00,2023-03-11 09:00:00,54.67,105.0,5.17,21.25,15.55,8.68,7.8,0.69,28.45,,,,,,29.83,78.0,1.42,59.5,64.75,758.5,,28.18,0.0
2023-03-11 09:00:00,2023-03-11 10:00:00,45.0,89.0,3.45,15.95,11.28,9.1,7.72,0.74,44.44,,,,,,30.67,71.5,1.85,69.75,99.0,759.0,,30.12,0.0
2023-03-11 10:00:00,2023-03-11 11:00:00,32.0,75.5,2.65,13.38,9.27,8.65,7.63,0.57,54.52,,,,,,30.67,66.5,2.42,101.25,324.0,759.0,,31.23,0.0
2023-03-11 11:00:00,2023-03-11 12:00:00,27.75,70.75,2.9,12.8,9.17,8.0,5.85,0.64,55.8,,,,,,30.52,65.5,2.88,106.0,398.25,758.0,,31.2,0.0
2023-03-11 12:00:00,2023-03-11 13:00:00,35.33,71.0,2.8,11.9,8.6,6.27,7.7,0.71,57.91,,,,,,27.57,67.5,3.33,121.5,430.75,757.25,,31.1,0.0
2023-03-11 13:00:00,2023-03-11 14:00:00,40.0,69.25,3.6,13.4,10.07,6.15,7.83,0.63,49.55,,,,,,27.8,68.25,3.62,127.75,406.75,756.5,,30.87,0.0
2023-03-11 14:00:00,2023-03-11 15:00:00,37.0,58.25,4.07,14.07,10.77,6.53,7.47,0.69,48.89,,,,,,27.8,67.0,3.35,121.0,365.5,755.5,,30.97,0.0
2023-03-11 15:00:00,2023-03-11 16:00:00,27.33,65.75,2.72,10.4,7.72,6.65,7.25,0.46,49.72,,,,,,28.08,67.75,3.42,120.5,282.25,755.0,,30.8,0.0
2023-03-11 16:00:00,2023-03-11 17:00:00,26.25,58.75,2.43,11.97,8.32,6.8,7.85,0.42,46.58,,,,,,29.6,69.75,3.25,117.25,170.75,755.0,,30.5,0.0
2023-03-11 17:00:00,2023-03-11 18:00:00,26.33,58.0,2.45,13.9,9.38,6.95,8.47,0.69,47.77,,,,,,30.3,70.5,3.0,107.0,58.5,755.0,,29.92,0.0
2023-03-11 18:00:00,2023-03-11 19:00:00,26.75,58.25,2.65,18.95,12.25,7.17,6.85,0.83,42.39,,,,,,30.5,72.5,2.7,107.5,2.0,756.0,,29.27,0.0
2023-03-11 19:00:00,2023-03-11 20:00:00,32.0,59.75,3.35,22.65,14.78,7.22,4.67,0.92,37.27,,,,,,30.5,75.5,2.52,106.25,1.0,756.25,,28.98,0.0
2023-03-11 20:00:00,2023-03-11 21:00:00,32.25,60.5,2.97,25.17,15.82,6.05,5.75,0.92,37.96,,,,,,27.98,75.0,2.33,115.0,1.0,757.25,,28.87,0.0
2023-03-11 21:00:00,2023-03-11 22:00:00,32.75,55.5,2.35,20.6,12.88,6.88,5.8,0.78,39.1,,,,,,27.8,76.0,2.33,112.5,1.0,758.0,,28.65,0.0
2023-03-11 22:00:00,2023-03-11 23:00:00,32.5,55.0,2.33,18.15,11.57,7.12,6.35,0.67,40.93,,,,,,27.88,76.75,2.2,122.25,1.0,758.0,,28.55,0.0
2023-03-11 23:00:00,2023-03-12 00:00:00,32.25,53.5,1.35,12.38,7.7,7.38,6.15,0.51,43.14,,,,,,28.08,78.5,2.1,131.25,1.0,758.0,,28.37,0.0
2023-03-12 00:00:00,2023-03-12 01:00:00,24.25,46.67,1.25,6.88,4.72,8.1,5.42,0.38,45.09,,,,,,29.75,80.0,1.18,106.75,1.0,757.0,,28.15,0.0
2023-03-12 01:00:00,2023-03-12 02:00:00,15.75,43.25,1.1,6.17,4.18,8.3,4.72,0.43,43.14,,,,,,30.3,79.5,0.9,100.0,1.0,756.25,,27.88,0.0
2023-03-12 02:00:00,2023-03-12 03:00:00,17.75,50.75,1.5,12.07,7.62,8.57,6.15,0.46,25.79,,,,,,30.33,84.5,0.82,96.0,1.0,756.0,,26.1,0.0
2023-03-12 03:00:00,2023-03-12 04:00:00,27.5,64.25,1.73,13.82,8.75,9.05,8.2,0.48,25.21,,,,,,30.07,86.5,1.08,50.25,1.0,756.0,,25.35,0.0
2023-03-12 04:00:00,2023-03-12 05:00:00,34.0,69.25,1.65,14.65,9.12,7.98,7.43,0.54,23.12,,,,,,27.77,87.0,1.18,23.5,1.0,756.0,,25.08,0.0
2023-03-12 05:00:00,2023-03-12 06:00:00,42.75,68.75,2.88,17.12,11.43,7.3,7.75,0.69,17.41,,,,,,26.98,86.0,1.12,62.75,1.0,756.5,,24.9,0.0
2023-03-12 06:00:00,2023-03-12 07:00:00,52.25,85.25,4.0,24.95,16.52,7.05,7.78,0.77,14.31,,,,,,27.0,85.5,1.05,44.0,4.5,757.0,,25.17,0.0
2023-03-12 07:00:00,2023-03-12 08:00:00,56.5,94.0,6.05,25.95,18.7,6.5,10.32,0.78,18.67,,,,,,27.1,82.5,1.2,36.5,36.25,758.0,,26.38,0.0
2023-03-12 08:00:00,2023-03-12 09:00:00,51.67,94.75,4.35,17.6,12.88,7.3,9.57,0.68,29.47,,,,,,29.4,77.5,1.62,48.5,55.0,758.5,,28.4,0.0
2023-03-12 09:00:00,2023-03-12 10:00:00,37.25,73.0,3.4,11.25,8.77,8.23,8.12,0.68,39.89,,,,,,30.67,73.0,1.85,69.75,104.5,759.0,,30.12,0.0
2023-03-12 10:00:00,2023-03-12 11:00:00,31.0,61.33,2.7,9.85,7.43,8.43,8.83,0.66,47.79,,,,,,30.7,67.5,2.5,106.0,325.25,758.25,,31.18,0.0
2023-03-12 11:00:00,2023-03-12 12:00:00,27.0,58.5,2.27,10.17,7.27,7.43,7.9,0.64,49.3,,,,,,30.65,64.5,2.97,117.5,408.75,757.75,,31.42,0.0
2023-03-12 12:00:00,2023-03-12 13:00:00,24.75,49.5,2.4,10.27,7.4,6.13,9.97,0.65,50.14,,,,,,28.18,66.25,3.15,111.5,429.0,756.75,,31.5,0.0
2023-03-12 13:00:00,2023-03-12 14:00:00,28.33,52.5,2.67,9.15,7.05,7.12,11.05,0.59,50.52,,,,,,27.82,70.5,3.27,115.5,413.5,755.75,,31.2,0.0
2023-03-12 14:00:00,2023-03-12 15:00:00,28.75,45.33,2.3,8.33,6.28,7.15,6.12,0.56,40.01,,,,,,27.83,71.25,3.15,114.0,356.75,755.0,,31.1,0.0
2023-03-12 15:00:00,2023-03-12 16:00:00,22.0,40.75,2.42,7.52,5.97,7.1,5.78,0.49,38.86,,,,,,27.9,72.5,2.93,111.75,267.25,754.25,,30.98,0.0
2023-03-12 16:00:00,2023-03-12 17:00:00,21.5,43.0,2.0,7.35,5.55,8.9,6.17,0.48,36.89,,,,,,29.68,74.25,2.85,111.0,158.25,754.25,,30.6,0.0
2023-03-12 17:00:00,2023-03-12 18:00:00,20.0,42.25,1.62,8.62,5.9,10.12,5.62,0.53,37.55,,,,,,30.57,76.5,2.98,109.75,50.0,755.0,,29.83,0.0
2023-03-12 18:00:00,2023-03-12 19:00:00,20.0,40.5,2.12,11.35,7.78,10.35,7.32,0.65,36.4,,,,,,30.57,78.25,2.6,106.25,1.75,755.0,,29.38,0.0
2023-03-12 19:00:00,2023-03-12 20:00:00,22.0,44.25,1.98,13.1,8.55,10.65,5.9,0.72,39.5,,,,,,30.6,81.0,2.1,104.75,1.0,755.75,,29.12,0.0
2023-03-12 20:00:00,2023-03-12 21:00:00,29.0,52.0,2.38,13.97,9.35,9.95,5.42,0.76,43.64,,,,,,28.5,81.25,1.88,99.75,1.0,756.5,,28.95,0.0
2023-03-12 21:00:00,2023-03-12 22:00:00,36.25,54.0,1.68,13.35,8.45,8.22,5.5,0.76,44.93,,,,,,27.62,82.5,2.05,106.25,1.0,757.0,,28.9,0.0
2023-03-12 22:00:00,2023-03-12 23:00:00,31.75,55.5,1.8,10.42,7.0,8.0,7.1,0.68,47.87,,,,,,27.95,82.0,1.75,103.5,1.0,757.0,,28.77,0.0
2023-03-12 23:00:00,2023-03-13 00:00:00,35.75,59.75,1.35,6.15,4.35,9.0,7.5,0.6,52.79,,,,,,28.0,82.0,1.68,98.0,1.0,757.25,,28.7,0.0
2023-03-13 00:00:00,2023-03-13 01:00:00,38.75,58.5,1.0,4.2,3.08,10.25,6.65,0.49,53.86,,,,,,29.33,82.75,1.55,95.0,1.0,757.0,,28.52,0.0
2023-03-13 01:00:00,2023-03-13 02:00:00,31.75,55.25,1.25,4.1,3.17,11.28,5.53,0.49,51.87,,,,,,30.35,83.5,1.08,93.75,1.0,756.0,,28.32,0.0
2023-03-13 02:00:00,2023-03-13 03:00:00,31.0,51.25,1.35,5.3,3.9,10.62,5.57,0.48,42.21,,,,,,30.43,86.25,0.43,97.0,1.0,755.5,,27.55,0.0
2023-03-13 03:00:00,2023-03-13 04:00:00,31.25,54.75,1.5,9.93,6.47,10.3,6.05,0.53,30.6,,,,,,30.18,88.5,0.5,97.0,1.0,755.0,,26.93,0.0
2023-03-13 04:00:00,2023-03-13 05:00:00,35.5,53.75,2.0,11.1,7.53,9.7,5.72,0.59,25.46,,,,,,28.62,91.0,1.0,87.5,1.0,755.0,,26.0,0.0
2023-03-13 05:00:00,2023-03-13 06:00:00,46.0,58.33,2.2,13.85,9.15,8.15,5.28,0.69,21.84,,,,,,27.12,92.0,1.08,69.5,1.0,755.25,,25.67,0.0
2023-03-13 06:00:00,2023-03-13 07:00:00,47.25,71.0,4.1,19.43,13.65,7.52,7.4,0.83,15.57,,,,,,27.1,91.0,1.25,33.75,4.75,756.0,,25.73,0.0
2023-03-13 07:00:00,2023-03-13 08:00:00,51.75,83.75,9.35,26.82,21.9,7.65,9.62,1.04,13.77,,,,,,27.2,89.5,1.22,39.75,39.0,757.0,,26.6,0.0
2023-03-13 08:00:00,2023-03-13 09:00:00,52.5,98.67,6.8,19.15,15.72,10.12,10.07,0.88,24.56,1.0,5.65,,,,28.9,83.0,1.0,45.25,73.25,757.25,,28.45,0.0
2023-03-13 09:00:00,2023-03-13 10:00:00,43.5,81.5,3.95,14.07,10.73,10.9,10.9,0.9,42.66,1.05,7.75,,,,30.65,74.0,1.77,95.0,133.0,758.0,,30.28,0.0
2023-03-13 10:00:00,2023-03-13 11:00:00,29.5,60.75,2.55,11.17,7.98,11.95,7.7,0.65,53.36,1.0,7.42,,,,30.62,68.5,1.98,118.5,308.5,757.25,,31.07,0.0
2023-03-13 11:00:00,2023-03-13 12:00:00,28.5,55.5,1.87,11.03,7.4,10.93,5.7,0.63,56.35,0.85,6.25,,,,30.58,66.5,2.15,125.75,382.5,756.75,,31.47,0.0
2023-03-13 12:00:00,2023-03-13 13:00:00,29.75,50.0,2.03,10.0,6.97,7.2,6.35,0.6,57.05,0.8,6.47,,,,28.88,64.0,2.0,125.5,405.5,755.5,,32.0,0.0
2023-03-13 13:00:00,2023-03-13 14:00:00,31.0,49.5,2.45,12.2,8.48,6.45,7.33,0.83,55.45,0.73,5.95,,,,27.5,61.25,2.02,122.25,388.25,754.5,,32.53,0.0
2023-03-13 14:00:00,2023-03-13 15:00:00,31.75,56.25,2.08,11.73,7.95,6.05,7.35,0.8,55.18,0.7,5.95,,,,27.73,61.25,2.33,109.75,340.75,753.75,,32.38,0.0
2023-03-13 15:00:00,2023-03-13 16:00:00,17.67,53.25,2.52,12.25,8.53,5.3,7.15,0.62,48.68,0.7,6.23,,,,27.7,63.25,2.45,118.5,250.5,753.0,,32.07,0.0
2023-03-13 16:00:00,2023-03-13 17:00:00,13.0,51.0,2.47,12.12,8.47,5.57,6.37,0.55,42.29,0.67,6.53,,,,28.88,71.0,2.67,112.5,141.25,753.0,,30.85,0.0
2023-03-13 17:00:00,2023-03-13 18:00:00,24.5,52.0,3.1,17.02,11.57,5.62,5.67,0.92,35.23,0.75,6.38,,,,30.25,76.25,2.52,109.0,44.25,753.5,,30.05,0.0
2023-03-13 18:00:00,2023-03-13 19:00:00,23.25,54.5,3.95,23.15,15.5,4.88,6.3,1.08,29.88,0.88,7.9,,,,30.32,78.5,2.2,110.25,1.75,754.0,,29.48,0.0
2023-03-13 19:00:00,2023-03-13 20:00:00,24.75,54.25,3.42,20.25,13.55,6.33,5.2,0.89,31.63,1.02,9.03,,,,30.3,79.5,2.1,118.75,1.0,754.25,,29.23,0.0
2023-03-13 20:00:00,2023-03-13 21:00:00,27.0,49.75,2.3,18.58,11.75,7.55,6.92,0.8,34.05,1.02,8.82,,,,29.17,80.5,1.75,108.75,1.0,755.0,,29.05,0.0
2023-03-13 21:00:00,2023-03-13 22:00:00,27.0,50.75,2.05,16.38,10.38,7.57,7.03,0.69,37.62,1.05,9.32,,,,27.62,81.5,1.95,104.0,1.0,755.75,,28.82,0.0
2023-03-13 22:00:00,2023-03-13 23:00:00,26.25,46.0,1.85,11.65,7.68,7.58,5.75,0.56,42.17,0.92,8.15,,,,27.9,82.5,1.68,100.25,1.0,756.0,,28.65,0.0
2023-03-13 23:00:00,2023-03-14 00:00:00,24.5,44.33,1.27,7.25,4.9,8.5,5.0,0.49,45.45,0.78,7.15,,,,28.0,83.25,1.48,95.25,1.0,755.5,,28.4,0.0
2023-03-14 00:00:00,2023-03-14 01:00:00,24.5,44.0,1.12,5.32,3.73,9.45,6.7,0.44,45.51,0.67,6.28,,,,28.98,85.0,1.35,95.5,1.0,755.0,,28.12,0.0
2023-03-14 01:00:00,2023-03-14 02:00:00,21.5,36.5,0.93,5.35,3.6,10.3,6.9,0.57,40.01,0.6,5.43,,,,29.93,86.75,0.65,95.0,1.0,754.0,,27.6,0.0
2023-03-14 02:00:00,2023-03-14 03:00:00,24.0,41.0,1.02,6.12,4.1,9.4,6.33,0.57,29.89,0.55,5.52,,,,30.2,89.5,0.9,96.0,1.0,754.0,,26.55,0.0
2023-03-14 03:00:00,2023-03-14 04:00:00,21.5,42.25,1.25,10.15,6.4,9.75,6.82,0.5,25.22,0.5,5.18,,,,29.9,91.0,0.93,96.0,1.0,754.0,,25.95,0.0
2023-03-14 04:00:00,2023-03-14 05:00:00,27.0,46.5,1.9,13.67,8.82,9.73,7.55,0.56,19.3,0.47,4.97,,,,29.3,91.25,0.78,96.0,1.0,754.0,,25.6,0.0
2023-03-14 05:00:00,2023-03-14 06:00:00,32.5,52.0,3.68,17.32,12.2,8.38,7.33,0.64,16.04,0.53,5.28,,,,27.15,91.25,1.02,96.0,1.0,754.25,,25.43,0.0
2023-03-14 06:00:00,2023-03-14 07:00:00,40.75,68.75,5.05,18.95,14.18,7.65,7.58,0.76,11.67,0.68,6.17,,,,27.0,89.75,1.23,66.0,5.0,755.0,,25.22,0.0
2023-03-14 07:00:00,2023-03-14 08:00:00,46.25,89.0,13.88,25.65,24.93,8.45,10.32,1.03,10.48,0.85,7.05,,,,27.07,87.75,1.2,41.25,38.0,755.75,,25.98,0.0
2023-03-14 08:00:00,2023-03-14 09:00:00,55.75,105.25,9.78,24.52,21.0,8.95,11.2,1.0,19.34,1.08,8.55,,,,28.2,83.5,1.07,46.0,75.75,756.0,,27.58,0.0
2023-03-14 09:00:00,2023-03-14 10:00:00,53.0,96.0,3.5,16.02,11.38,11.62,11.1,0.87,43.81,1.2,9.33,,,,30.35,76.25,1.1,81.75,142.25,756.0,,29.85,0.0
2023-03-14 10:00:00,2023-03-14 11:00:00,46.0,79.75,1.75,9.25,6.38,12.0,8.43,0.67,62.32,1.05,7.68,,,,30.88,69.75,2.1,141.5,313.0,756.0,,30.75,0.0
2023-03-14 11:00:00,2023-03-14 12:00:00,42.5,66.75,1.53,9.37,6.27,11.1,7.6,0.66,63.81,0.9,6.32,,,,30.87,69.75,2.15,120.0,368.5,754.75,,30.95,0.0
2023-03-14 12:00:00,2023-03-14 13:00:00,39.5,66.5,1.57,6.57,4.8,7.5,8.78,0.6,66.34,0.8,5.47,,,,30.08,68.75,2.45,142.25,407.25,753.75,,30.95,0.0
2023-03-14 13:00:00,2023-03-14 14:00:00,44.0,66.75,1.65,8.78,6.0,6.85,8.75,0.7,65.12,0.7,5.3,,,,27.62,69.25,2.35,124.0,377.75,752.75,,31.15,0.0
2023-03-14 14:00:00,2023-03-14 15:00:00,44.5,63.75,1.45,7.6,5.22,7.9,8.82,0.65,68.24,0.7,4.72,,,,28.23,68.75,2.15,119.25,339.75,751.75,,31.25,0.0
2023-03-14 15:00:00,2023-03-14 16:00:00,45.25,66.0,1.77,8.52,5.97,8.3,8.45,0.54,64.9,0.62,4.8,,,,28.1,69.0,2.23,141.75,251.25,751.0,,31.35,0.0
2023-03-14 16:00:00,2023-03-14 17:00:00,40.75,66.25,1.95,9.78,6.77,7.42,6.85,0.58,51.7,0.6,5.1,,,,28.62,73.25,2.4,136.0,139.75,751.0,,30.4,0.0
2023-03-14 17:00:00,2023-03-14 18:00:00,34.0,66.5,1.48,9.3,6.12,7.88,6.35,0.71,49.84,0.62,5.4,,,,30.1,76.25,2.6,140.0,43.5,751.5,,29.58,0.0
2023-03-14 18:00:00,2023-03-14 19:00:00,36.0,65.0,1.48,16.15,9.8,7.67,8.4,0.88,45.59,0.62,5.97,,,,30.38,77.5,2.05,129.75,1.5,752.25,,29.2,0.0
2023-03-14 19:00:00,2023-03-14 20:00:00,41.5,65.0,1.72,17.15,10.5,6.97,6.97,0.8,45.82,0.77,7.08,,,,30.4,77.5,1.9,144.75,1.0,753.5,,29.1,0.0
2023-03-14 20:00:00,2023-03-14 21:00:00,41.5,66.5,1.58,14.67,9.12,6.55,6.83,0.75,51.17,0.88,8.38,,,,29.8,77.75,2.12,138.75,1.0,754.0,,29.08,0.0
2023-03-14 21:00:00,2023-03-14 22:00:00,45.75,69.0,0.95,10.88,6.55,6.43,6.05,0.68,54.55,0.85,7.53,,,,27.6,78.5,1.82,140.75,1.0,754.0,,28.87,0.0
2023-03-14 22:00:00,2023-03-14 23:00:00,45.75,64.5,0.93,5.55,3.73,6.12,6.15,0.53,57.87,0.85,6.85,,,,27.93,79.5,1.5,142.25,1.0,754.0,,28.67,0.0
2023-03-14 23:00:00,2023-03-15 00:00:00,47.0,62.0,1.12,3.3,2.72,6.08,6.65,0.52,58.42,0.7,5.7,,,,28.1,79.75,1.25,157.25,1.0,754.0,,28.55,0.0
2023-03-15 00:00:00,2023-03-15 01:00:00,40.67,60.33,0.9,3.35,2.53,6.85,6.95,0.52,57.4,0.65,4.95,,,,28.5,80.25,0.85,143.0,1.0,753.75,,28.3,0.0
2023-03-15 01:00:00,2023-03-15 02:00:00,35.0,62.25,1.12,3.02,2.5,8.5,6.8,0.63,57.12,0.6,4.35,,,,29.82,80.0,0.75,143.0,1.0,753.0,,28.23,0.0
2023-03-15 02:00:00,2023-03-15 03:00:00,40.0,59.5,1.12,2.87,2.45,8.68,4.62,0.58,57.8,0.55,4.0,,,,30.3,80.0,0.57,143.0,1.0,752.25,,28.1,0.0
2023-03-15 03:00:00,2023-03-15 04:00:00,46.5,62.25,1.6,8.15,5.65,8.9,4.85,0.48,36.78,0.53,4.05,,,,30.0,82.75,0.57,143.0,1.0,752.0,,27.48,0.0
2023-03-15 04:00:00,2023-03-15 05:00:00,64.33,96.0,1.42,12.25,7.65,8.6,12.45,0.58,31.01,0.65,5.93,,,,29.93,87.0,0.98,143.0,1.0,752.0,,26.35,0.0
2023-03-15 05:00:00,2023-03-15 06:00:00,89.75,126.25,2.35,16.27,10.57,7.75,18.88,0.73,27.99,0.75,8.88,,,,27.35,88.25,0.9,143.0,1.0,752.75,,25.98,0.0
2023-03-15 06:00:00,2023-03-15 07:00:00,65.75,90.25,2.8,17.85,11.78,6.9,7.25,0.85,25.84,0.82,6.75,,,,27.23,89.0,1.2,143.0,4.0,753.5,,25.75,0.0
2023-03-15 07:00:00,2023-03-15 08:00:00,74.0,106.25,5.25,27.5,18.88,7.22,18.1,0.99,23.25,1.02,8.98,,,,27.3,86.5,0.7,73.5,34.75,754.0,,26.7,0.0
2023-03-15 08:00:00,2023-03-15 09:00:00,110.5,156.25,7.8,32.35,23.53,6.98,15.93,1.2,28.58,1.32,10.4,,,,27.9,81.25,0.82,280.5,88.5,755.0,,28.3,0.0
2023-03-15 09:00:00,2023-03-15 10:00:00,76.75,132.5,4.52,13.18,10.7,7.35,12.38,0.87,45.07,1.4,11.52,,,,29.88,73.5,1.0,292.75,131.0,755.0,,30.55,0.0
2023-03-15 10:00:00,2023-03-15 11:00:00,51.0,100.75,1.77,6.5,4.88,8.77,10.4,0.63,56.05,1.2,9.07,,,,30.38,70.25,1.43,208.0,225.75,755.0,,31.27,0.0
2023-03-15 11:00:00,2023-03-15 12:00:00,46.25,86.75,1.17,5.4,3.83,8.9,8.35,0.53,52.69,1.12,8.78,,,,30.43,68.75,2.83,183.5,379.5,754.5,,31.53,0.0
2023-03-15 12:00:00,2023-03-15 13:00:00,39.67,70.75,1.13,3.43,2.73,6.97,8.82,0.48,51.94,0.97,7.12,,,,30.4,68.25,3.0,169.25,395.25,753.75,,31.65,0.0
2023-03-15 13:00:00,2023-03-15 14:00:00,39.67,62.5,1.12,3.7,2.9,6.03,8.45,0.64,52.36,0.78,5.5,,,,27.77,69.75,3.08,175.75,372.0,752.75,,31.6,0.0
2023-03-15 14:00:00,2023-03-15 15:00:00,43.0,65.75,1.25,3.9,3.08,6.92,7.82,0.65,50.15,0.7,4.7,,,,27.9,73.25,3.3,161.0,312.25,752.0,,31.2,0.0
2023-03-15 15:00:00,2023-03-15 16:00:00,38.0,63.0,1.62,4.42,3.7,6.9,8.7,0.68,44.1,0.65,4.33,,,,28.07,75.0,3.02,162.25,231.0,751.75,,31.03,0.0
2023-03-15 16:00:00,2023-03-15 17:00:00,36.0,66.0,1.55,3.85,3.33,6.83,7.0,0.64,41.45,0.6,3.7,,,,27.95,75.0,2.88,165.25,135.5,752.0,,30.8,0.0
