From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Xylene (ug/m3)
2022-07-08 21:00:00,2022-07-08 22:00:00,7.87,16.62,20.73,17.47,23.94,5.44,4.31,0.68,0.0,0.0,,,0.0
2022-07-08 22:00:00,2022-07-08 23:00:00,4.0,10.4,20.76,17.48,23.97,5.45,2.81,0.64,0.0,0.0,,,0.0
2022-07-08 23:00:00,2022-07-09 00:00:00,,,,,,,,,,,,,
2022-07-09 00:00:00,2022-07-09 01:00:00,,,,,,,,,,,,,
2022-07-09 01:00:00,2022-07-09 02:00:00,,,,,,,,,,,,,
2022-07-09 02:00:00,2022-07-09 03:00:00,,,,,,,,,,,,,
2022-07-09 03:00:00,2022-07-09 04:00:00,,,,,,,,,,,,,
2022-07-09 04:00:00,2022-07-09 05:00:00,,,,,,,,,,,,,
2022-07-09 05:00:00,2022-07-09 06:00:00,,,,,,,,,,,,,
2022-07-09 06:00:00,2022-07-09 07:00:00,,,,,,,,,,,,,
2022-07-09 07:00:00,2022-07-09 08:00:00,,,,,,,,,,,,,
2022-07-09 08:00:00,2022-07-09 09:00:00,,,,,,,,,,,,,
2022-07-09 09:00:00,2022-07-09 10:00:00,5.39,12.6,42.28,36.33,49.12,11.29,,0.74,0.0,0.0,,,0.0
2022-07-09 10:00:00,2022-07-09 11:00:00,27.6,48.18,46.58,39.2,53.77,12.2,13.88,1.07,0.0,0.0,,,0.0
2022-07-09 11:00:00,2022-07-09 12:00:00,1.64,4.65,42.83,36.02,49.43,11.13,12.45,0.91,0.0,0.0,,,0.0
2022-07-09 12:00:00,2022-07-09 13:00:00,12.81,24.5,40.22,33.84,46.42,10.48,9.96,0.82,0.0,0.0,,,0.0
2022-07-09 13:00:00,2022-07-09 14:00:00,7.28,15.65,38.41,32.31,44.33,10.02,8.77,0.76,0.0,0.0,,,0.0
2022-07-09 14:00:00,2022-07-09 15:00:00,15.87,29.4,36.91,31.07,42.62,9.61,3.74,0.73,0.0,0.0,,,0.0
2022-07-09 15:00:00,2022-07-09 16:00:00,11.84,22.95,35.75,30.09,41.27,9.31,10.23,0.71,0.0,0.0,,,0.0
2022-07-09 16:00:00,2022-07-09 17:00:00,7.22,15.55,34.73,29.25,40.11,9.07,11.88,0.7,0.0,0.0,,,0.0
2022-07-09 17:00:00,2022-07-09 18:00:00,13.9,26.25,33.91,28.55,39.16,8.88,15.08,0.71,0.0,0.0,,,0.0
2022-07-09 18:00:00,2022-07-09 19:00:00,11.03,21.65,33.12,27.88,38.24,8.68,10.68,0.77,0.0,0.0,,,0.0
2022-07-09 19:00:00,2022-07-09 20:00:00,11.97,23.15,42.68,34.67,48.05,10.17,12.34,0.8,0.0,0.0,,,0.0
2022-07-09 20:00:00,2022-07-09 21:00:00,10.9,21.45,45.36,38.45,52.35,11.85,7.98,0.83,0.0,0.0,,,0.0
2022-07-09 21:00:00,2022-07-09 22:00:00,8.0,16.8,38.55,39.45,47.08,10.97,9.16,0.84,0.0,0.0,,,0.0
2022-07-09 22:00:00,2022-07-09 23:00:00,7.94,16.7,39.15,22.98,40.2,12.02,9.25,0.8,0.0,0.0,,,0.0
2022-07-09 23:00:00,2022-07-10 00:00:00,5.94,13.51,33.45,31.17,39.79,8.23,11.02,0.76,0.0,0.0,,,0.0
2022-07-10 00:00:00,2022-07-10 01:00:00,3.9,10.25,30.08,25.31,34.72,7.87,11.07,0.75,0.0,0.0,,,0.0
2022-07-10 01:00:00,2022-07-10 02:00:00,1.03,5.64,29.84,25.12,34.45,7.8,14.68,0.74,0.0,0.0,,,0.0
2022-07-10 02:00:00,2022-07-10 03:00:00,1.97,7.15,29.62,24.93,34.2,7.74,8.46,0.71,0.0,0.0,,,0.0
2022-07-10 03:00:00,2022-07-10 04:00:00,0.97,5.55,29.06,24.46,33.55,7.6,11.76,0.68,0.0,0.0,,,0.0
2022-07-10 04:00:00,2022-07-10 05:00:00,0.37,4.14,28.74,24.18,33.17,7.51,10.46,0.64,0.0,0.0,,,0.0
2022-07-10 05:00:00,2022-07-10 06:00:00,3.09,8.95,28.5,23.99,32.91,7.45,12.55,0.6,0.0,0.0,,,0.0
2022-07-10 06:00:00,2022-07-10 07:00:00,5.97,13.55,28.32,23.83,32.69,7.39,12.12,0.58,0.0,0.0,,,0.0
2022-07-10 07:00:00,2022-07-10 08:00:00,5.28,12.41,28.14,23.68,32.48,7.36,11.47,0.59,0.0,0.0,,,0.0
2022-07-10 08:00:00,2022-07-10 09:00:00,13.78,26.05,27.94,23.5,32.25,7.29,8.59,0.58,0.0,0.0,,,0.0
2022-07-10 09:00:00,2022-07-10 10:00:00,6.97,15.15,27.7,23.31,31.98,7.22,10.26,0.55,0.0,0.0,,,0.0
2022-07-10 10:00:00,2022-07-10 11:00:00,6.0,13.6,27.45,23.1,31.69,7.16,11.45,0.48,0.0,0.0,,,0.0
2022-07-10 11:00:00,2022-07-10 12:00:00,5.91,13.46,27.28,22.96,31.49,7.12,12.13,0.44,0.0,0.0,,,0.0
2022-07-10 12:00:00,2022-07-10 13:00:00,2.94,8.71,27.09,22.77,31.26,7.07,11.71,0.4,0.0,0.0,,,0.0
2022-07-10 13:00:00,2022-07-10 14:00:00,1.09,5.74,26.94,22.64,31.09,7.02,10.94,0.36,0.0,0.0,,,0.0
2022-07-10 14:00:00,2022-07-10 15:00:00,3.97,10.35,26.77,22.5,30.89,6.99,11.68,0.32,0.0,0.0,,,0.0
2022-07-10 15:00:00,2022-07-10 16:00:00,2.94,8.71,26.55,22.32,30.64,6.93,12.92,0.29,0.0,0.0,,,0.0
2022-07-10 16:00:00,2022-07-10 17:00:00,1.0,5.6,26.47,22.26,30.55,6.91,8.93,0.27,0.0,0.0,,,0.0
2022-07-10 17:00:00,2022-07-10 18:00:00,1.09,5.74,26.3,22.11,30.35,6.87,5.91,0.27,0.0,0.0,,,0.0
2022-07-10 18:00:00,2022-07-10 19:00:00,4.03,10.45,26.23,22.05,30.26,6.86,7.12,0.29,0.0,0.0,,,0.0
2022-07-10 19:00:00,2022-07-10 20:00:00,5.06,12.09,26.12,21.98,30.15,6.82,4.46,0.31,0.0,0.0,,,0.0
2022-07-10 20:00:00,2022-07-10 21:00:00,7.03,15.24,26.01,21.89,30.02,6.78,8.63,0.33,0.0,0.0,,,0.0
2022-07-10 21:00:00,2022-07-10 22:00:00,7.97,16.75,25.9,21.79,29.9,6.76,12.45,0.36,0.0,0.0,,,0.0
2022-07-10 22:00:00,2022-07-10 23:00:00,7.03,15.24,25.83,21.75,29.82,6.71,4.82,0.37,0.0,0.0,,,0.0
2022-07-10 23:00:00,2022-07-11 00:00:00,7.94,16.72,25.69,21.62,29.65,6.67,13.04,0.39,0.0,0.0,,,0.0
2022-07-11 00:00:00,2022-07-11 01:00:00,5.88,13.42,25.57,21.49,29.5,6.67,8.23,0.39,0.0,0.0,,,0.0
2022-07-11 01:00:00,2022-07-11 02:00:00,1.94,7.11,25.46,21.41,29.39,6.66,12.04,0.38,0.0,0.0,,,0.0
2022-07-11 02:00:00,2022-07-11 03:00:00,0.25,4.09,25.46,21.42,29.39,6.65,7.36,0.37,0.0,0.0,,,0.0
2022-07-11 03:00:00,2022-07-11 04:00:00,2.03,7.25,25.32,21.31,29.23,6.62,9.93,0.36,0.0,0.0,,,0.0
2022-07-11 04:00:00,2022-07-11 05:00:00,2.97,8.75,25.29,21.27,29.19,6.6,10.04,0.35,0.0,0.0,,,0.0
2022-07-11 05:00:00,2022-07-11 06:00:00,1.97,7.15,25.21,21.21,29.1,6.57,6.68,0.33,0.0,0.0,,,0.0
2022-07-11 06:00:00,2022-07-11 07:00:00,1.03,5.64,25.2,21.23,29.1,6.58,10.63,0.31,0.0,0.0,,,0.0
2022-07-11 07:00:00,2022-07-11 08:00:00,2.28,7.61,25.09,21.12,28.97,6.54,8.4,0.33,0.0,0.0,,,0.0
2022-07-11 08:00:00,2022-07-11 09:00:00,10.94,21.51,25.0,21.04,28.86,6.51,7.48,0.36,0.0,0.0,,,0.0
2022-07-11 09:00:00,2022-07-11 10:00:00,8.87,18.22,24.94,20.98,28.78,6.48,7.55,0.4,0.0,0.0,,,0.0
2022-07-11 10:00:00,2022-07-11 11:00:00,5.0,12.0,24.8,20.86,28.63,6.44,10.5,0.43,0.0,0.0,,,0.0
2022-07-11 11:00:00,2022-07-11 12:00:00,4.94,11.91,24.67,20.73,28.46,6.41,6.14,0.42,0.0,0.0,,,0.0
2022-07-11 12:00:00,2022-07-11 13:00:00,3.06,8.89,24.55,20.64,28.34,6.37,8.47,0.42,0.0,0.0,,,0.0
2022-07-11 13:00:00,2022-07-11 14:00:00,4.97,11.95,24.49,20.59,28.27,6.36,7.39,0.41,0.0,0.0,,,0.0
2022-07-11 14:00:00,2022-07-11 15:00:00,3.91,10.26,24.44,20.55,28.21,6.4,10.31,0.39,0.0,0.0,,,0.0
2022-07-11 15:00:00,2022-07-11 16:00:00,1.0,5.6,24.34,20.47,28.1,6.37,11.16,0.38,0.0,0.0,,,0.0
2022-07-11 16:00:00,2022-07-11 17:00:00,1.06,5.69,24.32,20.44,28.06,6.38,10.27,0.36,0.0,0.0,,,0.0
2022-07-11 17:00:00,2022-07-11 18:00:00,2.97,8.75,24.24,20.38,27.98,6.36,9.19,0.35,0.0,0.0,,,0.0
2022-07-11 18:00:00,2022-07-11 19:00:00,2.03,7.25,24.16,20.33,27.89,6.36,5.38,0.35,0.0,0.0,,,0.0
2022-07-11 19:00:00,2022-07-11 20:00:00,3.06,8.89,24.11,20.29,27.83,6.33,8.07,0.34,0.0,0.0,,,0.0
2022-07-11 20:00:00,2022-07-11 21:00:00,4.94,11.91,24.06,20.25,27.77,6.3,6.84,0.33,0.0,0.0,,,0.0
2022-07-11 21:00:00,2022-07-11 22:00:00,2.91,8.66,24.02,20.2,27.71,6.3,5.94,0.33,0.0,0.0,,,0.0
2022-07-11 22:00:00,2022-07-11 23:00:00,,4.0,23.92,20.13,27.61,6.28,7.3,0.3,0.0,0.0,,,0.0
2022-07-11 23:00:00,2022-07-12 00:00:00,,4.0,23.87,20.09,27.55,6.26,8.26,0.29,0.0,0.0,,,0.0
2022-07-12 00:00:00,2022-07-12 01:00:00,2.87,5.04,23.83,20.05,27.51,6.25,7.25,0.27,0.0,0.0,,,0.0
2022-07-12 01:00:00,2022-07-12 02:00:00,22.27,39.75,23.8,20.03,27.48,6.25,8.34,0.26,0.0,0.0,,,0.0
2022-07-12 02:00:00,2022-07-12 03:00:00,0.12,4.04,23.73,19.98,27.4,6.23,11.33,0.24,0.0,0.0,,,0.0
2022-07-12 03:00:00,2022-07-12 04:00:00,0.97,5.55,23.68,19.94,27.34,6.21,7.68,0.23,0.0,0.0,,,0.0
2022-07-12 04:00:00,2022-07-12 05:00:00,,4.0,23.63,19.89,27.28,6.18,9.03,0.22,0.0,0.0,,,0.0
2022-07-12 05:00:00,2022-07-12 06:00:00,0.12,4.04,23.57,19.84,27.21,6.17,7.05,0.22,0.0,0.0,,,0.0
2022-07-12 06:00:00,2022-07-12 07:00:00,1.22,5.92,23.52,19.78,27.14,6.18,7.28,0.24,0.0,0.0,,,0.0
2022-07-12 07:00:00,2022-07-12 08:00:00,7.94,16.71,23.57,19.84,27.21,6.2,6.9,0.27,0.0,0.0,,,0.0
2022-07-12 08:00:00,2022-07-12 09:00:00,6.03,13.64,23.6,19.86,27.24,6.18,7.82,0.3,0.0,0.0,,,0.0
2022-07-12 09:00:00,2022-07-12 10:00:00,7.03,15.24,23.5,19.77,27.12,6.16,11.07,0.33,0.0,0.0,,,0.0
2022-07-12 10:00:00,2022-07-12 11:00:00,12.49,23.33,23.4,19.69,27.01,6.14,8.36,0.37,0.0,0.0,,,0.0
2022-07-12 11:00:00,2022-07-12 12:00:00,145.26,237.18,23.43,19.71,27.05,6.15,6.35,0.4,0.0,0.0,,,0.0
2022-07-12 12:00:00,2022-07-12 13:00:00,0.5,4.18,23.34,19.64,26.95,6.11,7.05,0.41,0.0,0.0,,,0.0
2022-07-12 13:00:00,2022-07-12 14:00:00,4.09,10.54,23.33,19.62,26.93,6.11,10.81,0.42,0.0,0.0,,,0.0
2022-07-12 14:00:00,2022-07-12 15:00:00,6.94,15.11,23.3,19.61,26.9,6.09,9.86,0.41,0.0,0.0,,,0.0
2022-07-12 15:00:00,2022-07-12 16:00:00,4.84,11.77,23.28,19.59,26.87,6.09,9.93,0.41,0.0,0.0,,,0.0
2022-07-12 16:00:00,2022-07-12 17:00:00,,4.0,23.25,19.56,26.84,6.08,8.88,0.4,0.0,0.0,,,0.0
2022-07-12 17:00:00,2022-07-12 18:00:00,0.12,4.04,23.13,19.46,26.7,6.05,9.78,0.39,0.0,0.0,,,0.0
2022-07-12 18:00:00,2022-07-12 19:00:00,1.06,5.69,23.09,19.44,26.66,6.04,14.23,0.38,0.0,0.0,,,0.0
2022-07-12 19:00:00,2022-07-12 20:00:00,3.06,8.89,23.07,19.42,26.63,6.0,7.47,0.37,0.0,0.0,,,0.0
2022-07-12 20:00:00,2022-07-12 21:00:00,4.94,11.91,23.04,19.39,26.59,5.99,9.7,0.37,0.0,0.0,,,0.0
2022-07-12 21:00:00,2022-07-12 22:00:00,2.91,8.66,23.02,19.39,26.57,5.99,6.52,0.37,0.0,0.0,,,0.0
2022-07-12 22:00:00,2022-07-12 23:00:00,0.25,4.09,22.97,19.35,26.53,5.96,8.29,0.38,0.0,0.0,,,0.0
2022-07-12 23:00:00,2022-07-13 00:00:00,1.94,7.11,22.95,19.33,26.5,5.94,9.18,0.36,0.0,0.0,,,0.0
2022-07-13 00:00:00,2022-07-13 01:00:00,,4.0,22.93,19.32,26.48,5.94,6.84,0.33,0.0,0.0,,,0.0
2022-07-13 01:00:00,2022-07-13 02:00:00,,4.0,22.91,19.3,26.45,5.93,6.23,0.33,0.0,0.0,,,0.0
2022-07-13 02:00:00,2022-07-13 03:00:00,0.63,4.22,22.88,19.27,26.42,5.93,7.37,0.32,0.0,0.0,,,0.0
2022-07-13 03:00:00,2022-07-13 04:00:00,4.97,11.95,22.85,19.24,26.39,5.92,6.99,0.32,0.0,0.0,,,0.0
2022-07-13 04:00:00,2022-07-13 05:00:00,3.87,10.22,22.86,19.25,26.39,5.94,7.91,0.3,0.0,0.0,,,0.0
2022-07-13 05:00:00,2022-07-13 06:00:00,,4.0,22.77,19.17,26.29,5.93,7.09,0.29,0.0,0.0,,,0.0
2022-07-13 06:00:00,2022-07-13 07:00:00,,4.0,22.77,19.16,26.28,5.93,7.59,0.27,0.0,0.0,,,0.0
2022-07-13 07:00:00,2022-07-13 08:00:00,0.12,4.04,22.73,19.13,26.23,5.92,8.41,0.27,0.0,0.0,,,0.0
2022-07-13 08:00:00,2022-07-13 09:00:00,1.06,5.69,22.72,19.12,26.23,5.93,11.57,0.28,0.0,0.0,,,0.0
2022-07-13 09:00:00,2022-07-13 10:00:00,2.94,8.71,22.67,19.07,26.17,5.92,8.7,0.3,0.0,0.0,,,0.0
2022-07-13 10:00:00,2022-07-13 11:00:00,1.0,5.6,22.61,19.02,26.1,5.91,7.12,0.3,0.0,0.0,,,0.0
2022-07-13 11:00:00,2022-07-13 12:00:00,0.97,5.55,22.62,19.02,26.11,5.91,5.8,0.3,0.0,0.0,,,0.0
2022-07-13 12:00:00,2022-07-13 13:00:00,,4.0,22.62,19.02,26.09,5.91,7.26,0.3,0.0,0.0,,,0.0
2022-07-13 13:00:00,2022-07-13 14:00:00,,4.0,22.59,19.0,26.08,5.91,7.75,0.33,0.0,0.0,,,0.0
2022-07-13 14:00:00,2022-07-13 15:00:00,,4.0,22.59,19.02,26.08,5.92,12.52,0.34,0.0,0.0,,,0.0
2022-07-13 15:00:00,2022-07-13 16:00:00,,4.0,22.58,19.0,26.06,5.92,11.82,0.36,0.0,0.0,,,0.0
2022-07-13 16:00:00,2022-07-13 17:00:00,,4.0,22.57,19.0,26.06,5.91,11.47,0.36,0.0,0.0,,,0.0
2022-07-13 17:00:00,2022-07-13 18:00:00,0.25,4.09,22.55,18.97,26.02,5.9,11.56,0.36,0.0,0.0,,,0.0
2022-07-13 18:00:00,2022-07-13 19:00:00,2.0,7.2,22.54,18.97,26.02,5.91,9.96,0.37,0.0,0.0,,,0.0
2022-07-13 19:00:00,2022-07-13 20:00:00,2.0,7.2,22.51,18.95,25.99,5.9,9.15,0.37,0.0,0.0,,,0.0
2022-07-13 20:00:00,2022-07-13 21:00:00,2.0,7.2,22.46,18.92,25.94,5.88,11.26,0.35,0.0,0.0,,,0.0
2022-07-13 21:00:00,2022-07-13 22:00:00,1.94,7.11,22.41,18.87,25.88,5.87,9.53,0.34,0.0,0.0,,,0.0
2022-07-13 22:00:00,2022-07-13 23:00:00,,4.0,22.39,18.84,25.84,5.86,6.74,0.32,0.0,0.0,,,0.0
2022-07-13 23:00:00,2022-07-14 00:00:00,,4.0,22.37,18.83,25.83,5.86,7.95,0.3,0.0,0.0,,,0.0
2022-07-14 00:00:00,2022-07-14 01:00:00,,4.0,22.34,18.81,25.79,5.85,9.46,0.28,0.0,0.0,,,0.0
2022-07-14 01:00:00,2022-07-14 02:00:00,,4.0,22.34,18.8,25.79,5.84,9.86,0.26,0.0,0.0,,,0.0
2022-07-14 02:00:00,2022-07-14 03:00:00,,4.0,22.34,18.8,25.79,5.84,8.24,0.24,0.0,0.0,,,0.0
2022-07-14 03:00:00,2022-07-14 04:00:00,,4.0,22.32,18.78,25.77,5.84,9.62,0.22,0.0,0.0,,,0.0
2022-07-14 04:00:00,2022-07-14 05:00:00,,4.0,22.29,18.76,25.74,5.84,11.69,0.21,0.0,0.0,,,0.0
2022-07-14 05:00:00,2022-07-14 06:00:00,0.12,4.04,22.26,18.73,25.7,5.83,5.64,0.19,0.0,0.0,,,0.0
2022-07-14 06:00:00,2022-07-14 07:00:00,1.03,5.64,22.24,18.71,25.67,5.82,5.94,0.18,0.0,0.0,,,0.0
2022-07-14 07:00:00,2022-07-14 08:00:00,1.97,7.15,22.24,18.7,25.66,5.83,8.8,0.19,0.0,0.0,,,0.0
2022-07-14 08:00:00,2022-07-14 09:00:00,1.03,5.64,22.23,18.7,25.66,5.83,11.91,0.21,0.0,0.0,,,0.0
2022-07-14 09:00:00,2022-07-14 10:00:00,2.0,7.2,22.23,18.7,25.66,5.83,5.75,0.25,0.0,0.0,,,0.0
2022-07-14 10:00:00,2022-07-14 11:00:00,2.0,7.2,22.18,18.65,25.59,5.82,7.33,0.31,0.0,0.0,,,0.0
2022-07-14 11:00:00,2022-07-14 12:00:00,2.0,7.2,22.16,18.65,25.58,5.81,6.09,0.34,0.0,0.0,,,0.0
2022-07-14 12:00:00,2022-07-14 13:00:00,2.09,7.34,21.22,17.78,24.47,5.37,11.34,0.45,0.0,0.0,,,0.0
2022-07-14 13:00:00,2022-07-14 14:00:00,5.25,12.37,19.99,16.79,23.06,5.16,7.77,0.49,0.0,0.0,,,0.0
2022-07-14 14:00:00,2022-07-14 15:00:00,12.87,24.62,20.72,17.37,23.89,5.3,8.52,0.59,0.0,0.0,,,0.0
2022-07-14 15:00:00,2022-07-14 16:00:00,8.94,18.31,20.01,16.78,23.07,5.17,6.59,0.63,0.0,0.0,,,0.0
2022-07-14 16:00:00,2022-07-14 17:00:00,6.81,14.92,21.66,18.24,25.02,5.76,10.93,0.58,0.0,0.0,,,0.0
2022-07-14 17:00:00,2022-07-14 18:00:00,1.09,5.73,22.3,18.81,25.77,5.95,17.74,0.55,0.0,0.0,,,0.0
2022-07-14 18:00:00,2022-07-14 19:00:00,4.03,10.45,22.23,18.73,25.68,5.9,12.13,0.52,0.0,0.0,,,0.0
2022-07-14 19:00:00,2022-07-14 20:00:00,4.88,11.82,22.19,18.71,25.63,5.88,11.82,0.48,0.0,0.0,,,0.0
2022-07-14 20:00:00,2022-07-14 21:00:00,0.97,5.55,22.17,18.7,25.61,5.87,10.28,0.46,0.0,0.0,,,0.0
2022-07-14 21:00:00,2022-07-14 22:00:00,,4.0,22.12,18.64,25.54,5.84,8.4,0.43,0.0,0.0,,,0.0
2022-07-14 22:00:00,2022-07-14 23:00:00,,4.0,22.1,18.63,25.53,5.83,4.29,0.42,0.0,0.0,,,0.0
2022-07-14 23:00:00,2022-07-15 00:00:00,,4.0,22.07,18.61,25.49,5.82,7.64,0.4,0.0,0.0,,,0.0
2022-07-15 00:00:00,2022-07-15 01:00:00,,4.0,22.05,18.58,25.47,5.81,10.8,0.36,0.0,0.0,,,0.0
2022-07-15 01:00:00,2022-07-15 02:00:00,,4.0,22.05,18.57,25.45,5.8,12.77,0.34,0.0,0.0,,,0.0
2022-07-15 02:00:00,2022-07-15 03:00:00,,,,,,,,,,,,,
2022-07-15 03:00:00,2022-07-15 04:00:00,,,,,,,,,,,,,
2022-07-15 04:00:00,2022-07-15 05:00:00,,,,,,,,,,,,,
2022-07-15 05:00:00,2022-07-15 06:00:00,,,,,,,,,,,,,
2022-07-15 06:00:00,2022-07-15 07:00:00,,,,,,,,,,,,,
2022-07-15 07:00:00,2022-07-15 08:00:00,,,,,,,,,,,,,
2022-07-15 08:00:00,2022-07-15 09:00:00,,,,,,,,,,,,,
2022-07-15 09:00:00,2022-07-15 10:00:00,,,,,,,,,,,,,
2022-07-15 10:00:00,2022-07-15 11:00:00,,,,,,,,,,,,,
2022-07-15 11:00:00,2022-07-15 12:00:00,,,,,,,,,,,,,
2022-07-15 12:00:00,2022-07-15 13:00:00,,,,,,,,,,,,,
2022-07-15 13:00:00,2022-07-15 14:00:00,,,,,,,,,,,,,
2022-07-15 14:00:00,2022-07-15 15:00:00,,,,,,,,,,,,,
2022-07-15 15:00:00,2022-07-15 16:00:00,3.2,6.3,69.51,68.12,82.69,12.04,,0.6,0.0,0.0,,,0.0
2022-07-15 16:00:00,2022-07-15 17:00:00,27.66,48.38,66.09,55.76,75.86,8.98,11.21,0.7,0.0,0.0,,,0.0
2022-07-15 17:00:00,2022-07-15 18:00:00,2.25,7.57,56.06,62.57,70.88,12.46,4.46,0.57,0.0,0.0,,,0.0
2022-07-15 18:00:00,2022-07-15 19:00:00,10.16,20.23,53.9,38.56,59.33,14.1,9.08,0.65,0.0,0.0,,,0.0
2022-07-15 19:00:00,2022-07-15 20:00:00,15.06,28.09,49.73,42.68,57.58,13.31,10.36,0.79,0.0,0.0,,,0.0
2022-07-15 20:00:00,2022-07-15 21:00:00,17.0,31.2,48.58,28.84,49.84,11.41,11.34,0.93,0.0,0.0,,,0.0
2022-07-15 21:00:00,2022-07-15 22:00:00,17.38,31.75,44.24,31.92,47.67,13.04,10.88,1.0,0.0,0.0,,,0.0
2022-07-15 22:00:00,2022-07-15 23:00:00,28.75,50.03,41.08,38.24,48.13,10.35,13.56,1.01,0.0,0.0,,,0.0
2022-07-15 23:00:00,2022-07-16 00:00:00,20.8,37.31,41.22,36.31,47.95,10.52,9.24,0.99,0.0,0.0,,,0.0
2022-07-16 00:00:00,2022-07-16 01:00:00,13.78,26.08,37.45,37.12,45.51,10.49,8.03,0.91,0.0,0.0,,,0.0
2022-07-16 01:00:00,2022-07-16 02:00:00,7.0,15.2,38.39,34.98,44.91,8.37,13.89,0.84,0.0,0.0,,,0.0
2022-07-16 02:00:00,2022-07-16 03:00:00,7.09,15.34,35.03,41.22,45.11,8.51,8.97,0.81,0.0,0.0,,,0.0
2022-07-16 03:00:00,2022-07-16 04:00:00,10.16,20.23,37.03,28.95,41.56,9.29,15.41,0.77,0.0,0.0,,,0.0
2022-07-16 04:00:00,2022-07-16 05:00:00,14.87,27.82,33.92,37.79,42.88,7.41,13.19,0.74,0.0,0.0,,,0.0
2022-07-16 05:00:00,2022-07-16 06:00:00,11.31,22.06,31.41,26.44,36.26,8.27,14.71,0.7,0.0,0.0,,,0.0
2022-07-16 06:00:00,2022-07-16 07:00:00,20.71,37.19,31.04,26.19,35.86,8.17,8.02,0.71,0.0,0.0,,,0.0
2022-07-16 07:00:00,2022-07-16 08:00:00,12.25,23.57,30.69,25.89,35.45,8.07,10.09,0.74,0.0,0.0,,,0.0
2022-07-16 08:00:00,2022-07-16 09:00:00,20.16,36.23,30.31,25.56,35.01,7.98,10.29,0.84,0.0,0.0,,,0.0
2022-07-16 09:00:00,2022-07-16 10:00:00,24.55,43.36,29.96,25.25,34.6,7.86,12.2,0.95,0.0,0.0,,,0.0
2022-07-16 10:00:00,2022-07-16 11:00:00,10.84,21.37,29.71,25.03,34.3,7.82,11.05,0.93,0.0,0.0,,,0.0
2022-07-16 11:00:00,2022-07-16 12:00:00,5.84,13.37,29.47,24.82,34.02,7.75,9.86,0.84,0.0,0.0,,,0.0
2022-07-16 12:00:00,2022-07-16 13:00:00,1.12,5.78,29.27,24.65,33.79,7.7,15.45,0.76,0.0,0.0,,,0.0
2022-07-16 13:00:00,2022-07-16 14:00:00,4.94,11.91,29.11,24.53,33.61,7.65,17.36,0.71,0.0,0.0,,,0.0
2022-07-16 14:00:00,2022-07-16 15:00:00,3.03,9.04,28.93,24.38,33.41,7.6,15.62,0.67,0.0,0.0,,,0.0
2022-07-16 15:00:00,2022-07-16 16:00:00,4.0,11.8,28.74,24.2,33.18,7.57,10.67,0.64,0.0,0.0,,,0.0
2022-07-16 16:00:00,2022-07-16 17:00:00,3.97,11.75,28.46,23.97,32.87,7.49,9.04,0.61,0.0,0.0,,,0.0
2022-07-16 17:00:00,2022-07-16 18:00:00,3.19,10.39,28.24,23.8,32.62,7.44,8.21,0.59,0.0,0.0,,,0.0
2022-07-16 18:00:00,2022-07-16 19:00:00,9.25,20.69,28.14,23.73,32.5,7.41,8.47,0.68,0.0,0.0,,,0.0
2022-07-16 19:00:00,2022-07-16 20:00:00,17.0,33.9,28.0,23.6,32.34,7.38,6.42,0.78,0.0,0.0,,,0.0
2022-07-16 20:00:00,2022-07-16 21:00:00,17.06,34.0,27.83,23.45,32.14,7.33,7.29,0.92,0.0,0.0,,,0.0
2022-07-16 21:00:00,2022-07-16 22:00:00,19.19,37.59,27.7,23.34,31.99,7.28,8.91,0.99,0.0,0.0,,,0.0
2022-07-16 22:00:00,2022-07-16 23:00:00,25.06,47.6,27.57,23.24,31.84,7.25,9.49,1.08,0.0,0.0,,,0.0
2022-07-16 23:00:00,2022-07-17 00:00:00,26.71,50.45,27.42,23.1,31.66,7.21,8.47,1.11,0.0,0.0,,,0.0
2022-07-17 00:00:00,2022-07-17 01:00:00,17.19,34.19,27.3,23.01,31.54,7.18,10.87,1.09,0.0,0.0,,,0.0
2022-07-17 01:00:00,2022-07-17 02:00:00,22.78,43.72,27.13,22.88,31.34,7.13,11.48,1.06,0.0,0.0,,,0.0
2022-07-17 02:00:00,2022-07-17 03:00:00,15.9,32.05,27.1,22.85,31.3,7.12,13.35,1.03,0.0,0.0,,,0.0
2022-07-17 03:00:00,2022-07-17 04:00:00,13.0,27.1,26.94,22.71,31.11,7.08,9.04,0.97,0.0,0.0,,,0.0
2022-07-17 04:00:00,2022-07-17 05:00:00,13.25,27.49,26.72,22.52,30.86,7.02,10.31,0.94,0.0,0.0,,,0.0
2022-07-17 05:00:00,2022-07-17 06:00:00,21.03,40.75,26.63,22.43,30.76,6.99,8.81,0.92,0.0,0.0,,,0.0
2022-07-17 06:00:00,2022-07-17 07:00:00,21.87,42.2,26.53,22.37,30.65,6.97,7.9,0.9,0.0,0.0,,,0.0
2022-07-17 07:00:00,2022-07-17 08:00:00,17.59,34.91,26.41,22.27,30.51,6.93,5.38,0.85,0.0,0.0,,,0.0
