From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (),CO2 (mg/m3),RF (mm)
2021-06-03 14:00:00,2021-06-03 15:00:00,11.14,62.19,6.14,6.87,13.01,0.34,109.22,,
2021-06-03 15:00:00,2021-06-03 16:00:00,24.44,71.21,6.02,6.87,12.89,0.37,111.86,,
2021-06-03 16:00:00,2021-06-03 17:00:00,32.37,81.69,5.7,6.62,12.32,0.36,109.27,,
2021-06-03 17:00:00,2021-06-03 18:00:00,25.91,83.66,5.27,6.39,11.66,0.38,125.17,,
2021-06-03 18:00:00,2021-06-03 19:00:00,40.79,126.64,6.27,6.98,13.26,0.52,145.73,,
2021-06-03 19:00:00,2021-06-03 20:00:00,70.59,165.85,8.64,7.98,16.63,0.61,111.85,,
2021-06-03 20:00:00,2021-06-03 21:00:00,84.96,159.1,9.86,8.52,18.38,0.68,76.47,,
2021-06-03 21:00:00,2021-06-03 22:00:00,71.87,165.98,10.84,8.87,19.71,0.69,57.47,,
2021-06-03 22:00:00,2021-06-03 23:00:00,71.86,165.59,11.91,9.43,21.35,0.69,36.59,,
2021-06-03 23:00:00,2021-06-04 00:00:00,77.8,163.49,13.77,9.94,23.7,0.66,34.25,,
2021-06-04 00:00:00,2021-06-04 01:00:00,59.48,155.46,14.23,10.16,24.39,0.62,26.95,,
2021-06-04 01:00:00,2021-06-04 02:00:00,61.81,143.05,13.73,10.01,23.74,0.59,29.98,,
2021-06-04 02:00:00,2021-06-04 03:00:00,58.07,132.13,12.53,9.41,21.94,0.58,28.25,,
2021-06-04 03:00:00,2021-06-04 04:00:00,62.62,144.23,13.27,9.67,22.94,0.57,26.17,,
2021-06-04 04:00:00,2021-06-04 05:00:00,55.31,138.12,12.84,9.59,22.42,0.54,30.64,,
2021-06-04 05:00:00,2021-06-04 06:00:00,32.26,143.51,12.24,9.53,21.77,0.54,34.23,,
2021-06-04 06:00:00,2021-06-04 07:00:00,,138.44,11.15,9.15,20.3,0.56,32.87,,
2021-06-04 07:00:00,2021-06-04 08:00:00,,127.42,10.68,8.79,19.48,0.53,39.18,,
2021-06-04 08:00:00,2021-06-04 09:00:00,,116.68,10.37,8.86,19.23,0.51,54.08,,
2021-06-04 09:00:00,2021-06-04 10:00:00,,122.45,8.78,8.47,17.25,0.49,88.76,,
2021-06-04 10:00:00,2021-06-04 11:00:00,,135.36,7.78,8.08,15.86,0.47,100.61,,
2021-06-04 11:00:00,2021-06-04 12:00:00,,128.0,7.21,7.77,14.99,0.45,98.88,,
2021-06-04 12:00:00,2021-06-04 13:00:00,,120.67,6.6,7.13,13.73,0.42,102.11,,
2021-06-04 13:00:00,2021-06-04 14:00:00,,112.51,6.16,6.9,13.06,0.41,103.84,,
2021-06-04 14:00:00,2021-06-04 15:00:00,,115.21,5.88,6.73,12.61,0.41,112.25,,
2021-06-04 15:00:00,2021-06-04 16:00:00,,128.43,5.73,6.77,12.49,0.42,115.75,,
2021-06-04 16:00:00,2021-06-04 17:00:00,,146.25,5.69,6.73,12.42,0.41,96.77,,
2021-06-04 17:00:00,2021-06-04 18:00:00,,98.49,5.78,6.51,12.28,0.38,90.15,,
2021-06-04 18:00:00,2021-06-04 19:00:00,,157.14,5.35,6.46,11.8,0.38,95.75,,
2021-06-04 19:00:00,2021-06-04 20:00:00,,22.41,6.07,6.64,12.71,0.37,73.21,,
2021-06-04 20:00:00,2021-06-04 21:00:00,,27.4,6.68,7.07,13.74,0.43,39.67,,
2021-06-04 21:00:00,2021-06-04 22:00:00,,33.9,6.91,7.55,14.46,0.51,40.42,,
2021-06-04 22:00:00,2021-06-04 23:00:00,,91.24,5.8,6.63,12.43,0.45,83.04,,
2021-06-04 23:00:00,2021-06-05 00:00:00,,96.42,6.1,6.73,12.84,0.45,68.63,,
2021-06-05 00:00:00,2021-06-05 01:00:00,,80.68,6.05,6.79,12.85,0.47,55.22,,
2021-06-05 01:00:00,2021-06-05 02:00:00,,82.12,6.42,6.89,13.32,0.44,28.92,,
2021-06-05 02:00:00,2021-06-05 03:00:00,,73.54,6.71,7.0,13.71,0.44,23.6,,
2021-06-05 03:00:00,2021-06-05 04:00:00,,84.79,6.64,7.08,13.72,0.43,26.6,,
2021-06-05 04:00:00,2021-06-05 05:00:00,,84.21,6.45,6.95,13.41,0.42,55.43,,
2021-06-05 05:00:00,2021-06-05 06:00:00,,88.21,6.28,6.78,13.06,0.43,49.48,,
2021-06-05 06:00:00,2021-06-05 07:00:00,,90.87,7.24,7.16,14.4,0.44,28.74,,
2021-06-05 07:00:00,2021-06-05 08:00:00,,100.67,7.83,7.76,15.59,0.48,44.39,,
2021-06-05 08:00:00,2021-06-05 09:00:00,,162.66,7.71,8.31,16.02,0.55,55.03,,
2021-06-05 09:00:00,2021-06-05 10:00:00,,179.68,7.26,8.02,15.28,0.49,78.12,,
2021-06-05 10:00:00,2021-06-05 11:00:00,,119.36,6.15,7.44,13.6,0.45,98.5,,
2021-06-05 11:00:00,2021-06-05 12:00:00,,138.38,5.83,7.08,12.9,0.43,111.36,,
2021-06-05 12:00:00,2021-06-05 13:00:00,,150.63,6.02,7.03,13.05,0.43,116.27,,
2021-06-05 13:00:00,2021-06-05 14:00:00,,157.49,6.12,6.95,13.06,0.42,117.57,,
2021-06-05 14:00:00,2021-06-05 15:00:00,,150.08,6.12,7.02,13.14,0.42,123.52,,
2021-06-05 15:00:00,2021-06-05 16:00:00,,137.58,6.12,6.81,12.93,0.41,122.25,,
2021-06-05 16:00:00,2021-06-05 17:00:00,,152.09,5.88,6.85,12.73,0.4,113.27,,
2021-06-05 17:00:00,2021-06-05 18:00:00,,169.05,6.24,6.72,12.96,0.39,91.95,,
2021-06-05 18:00:00,2021-06-05 19:00:00,,78.36,6.68,7.04,13.72,0.39,78.0,,
2021-06-05 19:00:00,2021-06-05 20:00:00,,41.67,6.24,6.73,12.97,0.38,78.24,,
2021-06-05 20:00:00,2021-06-05 21:00:00,,64.23,5.87,6.66,12.53,0.41,62.81,,
2021-06-05 21:00:00,2021-06-05 22:00:00,,71.16,6.24,6.71,12.95,0.42,44.36,,
2021-06-05 22:00:00,2021-06-05 23:00:00,,61.19,6.36,6.96,13.32,0.43,34.56,,
2021-06-05 23:00:00,2021-06-06 00:00:00,,70.79,6.43,6.94,13.37,0.43,35.74,,
2021-06-06 00:00:00,2021-06-06 01:00:00,,77.45,6.33,6.87,13.2,0.42,36.32,,
2021-06-06 01:00:00,2021-06-06 02:00:00,,93.83,6.91,6.99,13.9,0.42,18.36,,
2021-06-06 02:00:00,2021-06-06 03:00:00,,76.5,7.5,7.17,14.68,0.42,12.73,,
2021-06-06 03:00:00,2021-06-06 04:00:00,,73.23,7.48,7.38,14.86,0.41,12.45,,
2021-06-06 04:00:00,2021-06-06 05:00:00,,75.49,7.45,7.43,14.88,0.4,13.9,,
2021-06-06 05:00:00,2021-06-06 06:00:00,,79.61,7.12,7.28,14.4,0.39,20.0,,
2021-06-06 06:00:00,2021-06-06 07:00:00,,69.33,7.71,7.63,15.33,0.41,13.2,,
2021-06-06 07:00:00,2021-06-06 08:00:00,,85.63,9.4,8.54,17.94,0.43,21.32,,
2021-06-06 08:00:00,2021-06-06 09:00:00,,99.09,8.1,8.01,16.11,0.39,36.91,,
2021-06-06 09:00:00,2021-06-06 10:00:00,,97.31,7.02,7.65,14.66,0.34,52.69,,
2021-06-06 10:00:00,2021-06-06 11:00:00,,139.88,7.24,7.72,14.96,0.35,62.81,,
2021-06-06 11:00:00,2021-06-06 12:00:00,,175.71,7.78,7.87,15.65,0.36,73.36,,
2021-06-06 12:00:00,2021-06-06 13:00:00,,197.94,7.82,7.66,15.48,0.35,85.17,,
2021-06-06 13:00:00,2021-06-06 14:00:00,,145.57,7.98,7.74,15.72,0.34,93.02,,
2021-06-06 14:00:00,2021-06-06 15:00:00,,150.53,7.96,7.43,15.39,0.34,102.66,,
2021-06-06 15:00:00,2021-06-06 16:00:00,,155.36,7.28,7.37,14.65,0.33,106.85,,
2021-06-06 16:00:00,2021-06-06 17:00:00,,162.78,6.63,6.99,13.63,0.33,99.88,,
2021-06-06 17:00:00,2021-06-06 18:00:00,,148.78,6.29,6.63,12.92,0.33,97.4,,
2021-06-06 18:00:00,2021-06-06 19:00:00,,120.0,6.12,6.78,12.9,0.33,80.36,,
2021-06-06 19:00:00,2021-06-06 20:00:00,,112.69,8.07,7.41,15.48,0.36,45.32,,
2021-06-06 20:00:00,2021-06-06 21:00:00,,102.31,10.33,8.71,19.03,0.39,29.84,,
2021-06-06 21:00:00,2021-06-06 22:00:00,,148.92,12.2,9.37,21.56,0.53,23.48,,
2021-06-06 22:00:00,2021-06-06 23:00:00,,173.99,11.61,9.06,20.67,0.48,27.47,,
2021-06-06 23:00:00,2021-06-07 00:00:00,,108.25,8.09,7.64,15.73,0.38,52.21,,
2021-06-07 00:00:00,2021-06-07 01:00:00,,115.67,7.09,7.11,14.2,0.36,45.45,,
2021-06-07 01:00:00,2021-06-07 02:00:00,,100.13,7.76,7.23,14.99,0.34,43.39,,
2021-06-07 02:00:00,2021-06-07 03:00:00,,76.62,7.41,7.25,14.66,0.34,36.25,,
2021-06-07 03:00:00,2021-06-07 04:00:00,,85.97,7.74,7.52,15.25,0.35,29.53,,
2021-06-07 04:00:00,2021-06-07 05:00:00,,98.28,8.13,7.64,15.76,0.37,20.62,,
2021-06-07 05:00:00,2021-06-07 06:00:00,,129.66,8.45,8.04,16.49,0.41,12.02,,
2021-06-07 06:00:00,2021-06-07 07:00:00,,146.59,8.48,8.16,16.64,0.44,20.62,,
2021-06-07 07:00:00,2021-06-07 08:00:00,,158.38,8.55,8.13,16.68,0.44,31.86,,
2021-06-07 08:00:00,2021-06-07 09:00:00,,184.44,9.39,8.73,18.12,0.41,45.73,,
2021-06-07 09:00:00,2021-06-07 10:00:00,,186.76,10.6,9.1,19.69,0.42,60.09,,
2021-06-07 10:00:00,2021-06-07 11:00:00,,178.85,10.66,9.22,19.88,0.39,78.04,,
2021-06-07 11:00:00,2021-06-07 12:00:00,,164.59,8.85,8.24,17.09,0.36,89.58,,
2021-06-07 12:00:00,2021-06-07 13:00:00,,137.75,8.1,7.68,15.78,0.36,100.45,,
2021-06-07 13:00:00,2021-06-07 14:00:00,,135.18,7.7,7.45,15.15,0.35,109.08,,
2021-06-07 14:00:00,2021-06-07 15:00:00,,128.13,7.05,7.2,14.25,0.34,107.88,,
2021-06-07 15:00:00,2021-06-07 16:00:00,,114.88,6.18,6.79,12.98,0.35,109.04,,
2021-06-07 16:00:00,2021-06-07 17:00:00,,136.59,5.97,6.72,12.69,0.35,108.58,,
2021-06-07 17:00:00,2021-06-07 18:00:00,,129.01,5.83,6.63,12.46,0.36,104.47,,
2021-06-07 18:00:00,2021-06-07 19:00:00,,126.34,6.08,6.61,12.69,0.37,86.23,,
2021-06-07 19:00:00,2021-06-07 20:00:00,,128.21,9.67,8.16,17.83,0.39,42.89,,
2021-06-07 20:00:00,2021-06-07 21:00:00,,106.87,11.92,8.95,20.88,0.42,31.39,,
2021-06-07 21:00:00,2021-06-07 22:00:00,,115.5,11.35,8.89,20.23,0.51,27.32,,
2021-06-07 22:00:00,2021-06-07 23:00:00,,144.01,10.88,8.72,19.6,0.6,25.86,,
2021-06-07 23:00:00,2021-06-08 00:00:00,,173.01,10.61,9.04,19.65,0.59,17.37,,
2021-06-08 00:00:00,2021-06-08 01:00:00,,154.43,10.12,8.63,18.74,0.54,20.81,,
2021-06-08 01:00:00,2021-06-08 02:00:00,,174.88,9.36,8.24,17.6,0.52,23.39,,
2021-06-08 02:00:00,2021-06-08 03:00:00,,169.8,9.32,8.37,17.69,0.47,29.16,,
2021-06-08 03:00:00,2021-06-08 04:00:00,,179.4,8.15,7.57,15.72,0.42,27.94,,
2021-06-08 04:00:00,2021-06-08 05:00:00,,178.74,6.54,6.91,13.45,0.34,31.21,,
2021-06-08 05:00:00,2021-06-08 06:00:00,,179.99,5.68,6.47,12.15,0.33,32.18,,
2021-06-08 06:00:00,2021-06-08 07:00:00,,182.41,5.5,6.58,12.08,0.32,31.44,,
2021-06-08 07:00:00,2021-06-08 08:00:00,,183.74,5.72,6.72,12.43,0.33,31.38,,
2021-06-08 08:00:00,2021-06-08 09:00:00,,172.12,6.86,7.32,14.17,0.34,31.3,,
2021-06-08 09:00:00,2021-06-08 10:00:00,,210.77,7.82,7.95,15.77,0.32,37.76,,
2021-06-08 10:00:00,2021-06-08 11:00:00,,218.48,8.32,8.17,16.48,0.31,43.47,,
2021-06-08 11:00:00,2021-06-08 12:00:00,,212.98,8.54,8.02,16.56,0.3,47.89,,
2021-06-08 12:00:00,2021-06-08 13:00:00,,222.02,8.19,7.8,15.99,0.29,51.66,,
2021-06-08 13:00:00,2021-06-08 14:00:00,,247.43,7.85,7.59,15.43,0.29,53.02,,
2021-06-08 14:00:00,2021-06-08 15:00:00,,271.59,7.11,7.1,14.21,0.28,56.56,,
2021-06-08 15:00:00,2021-06-08 16:00:00,,266.77,6.48,6.89,13.37,0.28,56.95,,
2021-06-08 16:00:00,2021-06-08 17:00:00,,295.02,6.08,6.66,12.74,0.28,55.54,,
2021-06-08 17:00:00,2021-06-08 18:00:00,,287.28,5.89,6.64,12.54,0.29,53.94,,
2021-06-08 18:00:00,2021-06-08 19:00:00,,292.38,5.81,6.77,12.58,0.31,44.83,,
2021-06-08 19:00:00,2021-06-08 20:00:00,,280.61,6.15,7.03,13.18,0.36,31.56,,
2021-06-08 20:00:00,2021-06-08 21:00:00,,272.85,7.26,7.57,14.84,0.48,13.43,,
2021-06-08 21:00:00,2021-06-08 22:00:00,,276.08,8.16,7.99,16.15,0.47,6.34,,
2021-06-08 22:00:00,2021-06-08 23:00:00,,307.75,7.01,7.62,14.62,0.44,8.01,,
2021-06-08 23:00:00,2021-06-09 00:00:00,,327.63,6.32,7.22,13.54,0.38,13.88,,
2021-06-09 00:00:00,2021-06-09 01:00:00,,267.86,6.11,6.96,13.07,0.33,22.56,,
2021-06-09 01:00:00,2021-06-09 02:00:00,,185.23,6.11,6.84,12.95,0.32,28.99,,
2021-06-09 02:00:00,2021-06-09 03:00:00,,125.06,6.13,6.75,12.88,0.3,35.81,,
2021-06-09 03:00:00,2021-06-09 04:00:00,,107.12,6.03,6.6,12.64,0.3,38.25,,
2021-06-09 04:00:00,2021-06-09 05:00:00,,110.48,5.91,6.7,12.61,0.3,33.36,,
2021-06-09 05:00:00,2021-06-09 06:00:00,,124.27,5.97,6.72,12.69,0.3,31.51,,
2021-06-09 06:00:00,2021-06-09 07:00:00,,124.36,6.42,6.82,13.25,0.3,29.6,,
2021-06-09 07:00:00,2021-06-09 08:00:00,,161.73,7.21,7.5,14.71,0.3,27.95,,
2021-06-09 08:00:00,2021-06-09 09:00:00,,169.63,8.3,7.96,16.26,0.3,28.93,,
2021-06-09 09:00:00,2021-06-09 10:00:00,,245.11,8.59,8.11,16.7,0.29,35.23,,
2021-06-09 10:00:00,2021-06-09 11:00:00,,277.22,9.18,8.37,17.54,0.3,39.78,,
2021-06-09 11:00:00,2021-06-09 12:00:00,,371.85,9.39,8.53,17.92,0.29,45.89,,
2021-06-09 12:00:00,2021-06-09 13:00:00,,303.77,9.76,8.36,18.11,0.29,52.45,,
2021-06-09 13:00:00,2021-06-09 14:00:00,,291.53,10.07,8.29,18.36,0.29,57.45,,
2021-06-09 14:00:00,2021-06-09 15:00:00,,264.96,9.46,8.03,17.49,0.29,57.89,,
2021-06-09 15:00:00,2021-06-09 16:00:00,,245.09,8.67,7.68,16.35,0.29,59.68,,
2021-06-09 16:00:00,2021-06-09 17:00:00,,245.15,7.99,7.47,15.46,0.29,63.88,,
2021-06-09 17:00:00,2021-06-09 18:00:00,,256.17,7.85,7.34,15.19,0.29,64.55,,
2021-06-09 18:00:00,2021-06-09 19:00:00,,256.21,8.17,7.36,15.53,0.29,56.0,,
2021-06-09 19:00:00,2021-06-09 20:00:00,,230.93,14.32,10.1,24.41,0.31,26.5,,
2021-06-09 20:00:00,2021-06-09 21:00:00,,223.11,17.85,11.54,29.39,0.33,20.96,,
2021-06-09 21:00:00,2021-06-09 22:00:00,,220.93,17.13,11.39,28.52,0.4,13.46,,
2021-06-09 22:00:00,2021-06-09 23:00:00,,263.82,14.09,9.97,24.07,0.41,47.86,,
2021-06-09 23:00:00,2021-06-10 00:00:00,,328.88,16.08,10.57,26.65,0.39,63.01,,
2021-06-10 00:00:00,2021-06-10 01:00:00,,362.74,15.99,10.69,26.68,0.4,52.4,,
2021-06-10 01:00:00,2021-06-10 02:00:00,,357.65,15.41,10.48,25.89,0.42,52.93,,
2021-06-10 02:00:00,2021-06-10 03:00:00,,346.31,15.65,10.63,26.27,0.47,52.52,,
2021-06-10 03:00:00,2021-06-10 04:00:00,,310.22,18.95,11.77,30.72,0.48,42.36,,
2021-06-10 04:00:00,2021-06-10 05:00:00,,250.82,21.38,13.02,34.4,0.47,30.38,,
2021-06-10 05:00:00,2021-06-10 06:00:00,,178.0,23.62,13.82,37.44,0.48,27.19,,
2021-06-10 06:00:00,2021-06-10 07:00:00,,127.31,25.25,14.26,39.51,0.47,26.17,,
2021-06-10 07:00:00,2021-06-10 08:00:00,,106.23,25.78,14.4,40.18,0.46,29.6,,
2021-06-10 08:00:00,2021-06-10 09:00:00,,111.22,25.43,14.6,40.03,0.45,37.19,,
2021-06-10 09:00:00,2021-06-10 10:00:00,,134.86,24.67,14.54,39.22,0.49,42.64,,
2021-06-10 10:00:00,2021-06-10 11:00:00,186.58,168.18,20.32,12.93,33.25,0.47,62.59,,
2021-06-10 11:00:00,2021-06-10 12:00:00,195.55,195.17,15.47,10.82,26.3,0.49,79.08,,
2021-06-10 12:00:00,2021-06-10 13:00:00,98.61,198.45,23.74,14.11,37.82,0.42,88.11,,
2021-06-10 13:00:00,2021-06-10 14:00:00,89.38,243.31,33.97,17.62,51.6,0.36,93.11,,
2021-06-10 14:00:00,2021-06-10 15:00:00,98.44,278.64,34.24,18.8,53.03,0.32,100.52,,
2021-06-10 15:00:00,2021-06-10 16:00:00,110.48,325.17,43.39,21.92,65.29,0.28,99.97,,
2021-06-10 16:00:00,2021-06-10 17:00:00,97.73,318.94,55.62,26.06,81.67,0.29,101.4,,
2021-06-10 17:00:00,2021-06-10 18:00:00,88.53,308.59,56.27,27.1,83.37,0.26,89.63,,
2021-06-10 18:00:00,2021-06-10 19:00:00,68.35,273.0,57.32,26.8,84.13,0.23,87.23,,
2021-06-10 19:00:00,2021-06-10 20:00:00,55.27,234.0,57.16,27.26,84.41,0.25,80.45,,
2021-06-10 20:00:00,2021-06-10 21:00:00,48.8,123.85,42.18,22.28,64.51,0.36,67.16,,
2021-06-10 21:00:00,2021-06-10 22:00:00,0.04,27.15,20.45,12.7,33.16,0.45,68.22,,
2021-06-10 22:00:00,2021-06-10 23:00:00,,,15.21,10.49,25.7,0.47,60.51,,
2021-06-10 23:00:00,2021-06-11 00:00:00,9.07,130.54,20.24,12.52,32.76,0.37,65.62,,
2021-06-11 00:00:00,2021-06-11 01:00:00,11.75,343.6,16.06,11.06,27.18,0.3,56.06,,
2021-06-11 01:00:00,2021-06-11 02:00:00,,,16.64,10.81,27.48,0.33,48.51,,
2021-06-11 02:00:00,2021-06-11 03:00:00,,,14.58,10.55,25.14,0.35,48.22,,
2021-06-11 03:00:00,2021-06-11 04:00:00,,,12.16,9.16,21.32,0.35,52.4,,
2021-06-11 04:00:00,2021-06-11 05:00:00,,,11.5,9.02,20.52,0.35,43.97,,
2021-06-11 05:00:00,2021-06-11 06:00:00,1.13,11.62,10.84,8.69,19.53,0.34,40.87,,
2021-06-11 06:00:00,2021-06-11 07:00:00,,,,,,,,,
2021-06-11 07:00:00,2021-06-11 08:00:00,,,,,,,,,
2021-06-11 08:00:00,2021-06-11 09:00:00,0.14,12.6,220.75,49.17,54.62,0.58,51.34,,
2021-06-11 09:00:00,2021-06-11 10:00:00,,,11.57,9.45,21.02,0.47,63.57,,
2021-06-11 10:00:00,2021-06-11 11:00:00,,42.32,11.64,9.61,21.25,0.45,60.76,,
2021-06-11 11:00:00,2021-06-11 12:00:00,,127.27,11.64,9.27,20.91,0.37,61.68,,
2021-06-11 12:00:00,2021-06-11 13:00:00,8.67,182.55,10.8,8.69,19.49,0.29,60.79,,
2021-06-11 13:00:00,2021-06-11 14:00:00,17.39,258.33,11.15,9.16,20.31,0.29,68.34,,
2021-06-11 14:00:00,2021-06-11 15:00:00,16.67,260.12,10.08,8.55,18.64,0.37,100.8,,
2021-06-11 15:00:00,2021-06-11 16:00:00,41.33,239.61,9.88,8.54,18.42,0.41,115.46,,
2021-06-11 16:00:00,2021-06-11 17:00:00,42.28,247.77,11.69,9.23,20.92,0.44,125.25,,
2021-06-11 17:00:00,2021-06-11 18:00:00,52.87,260.8,11.63,9.01,20.64,0.45,119.99,,
2021-06-11 18:00:00,2021-06-11 19:00:00,52.04,277.58,13.54,9.51,23.05,0.41,95.0,,
2021-06-11 19:00:00,2021-06-11 20:00:00,41.59,275.34,14.37,9.97,24.33,0.41,78.44,,
2021-06-11 20:00:00,2021-06-11 21:00:00,42.63,222.66,15.53,10.56,26.09,0.44,68.02,,
2021-06-11 21:00:00,2021-06-11 22:00:00,43.16,179.58,15.96,10.27,26.24,0.49,70.13,,
2021-06-11 22:00:00,2021-06-11 23:00:00,49.82,113.04,15.84,10.51,26.35,0.49,68.5,,
2021-06-11 23:00:00,2021-06-12 00:00:00,37.06,87.52,15.77,10.79,26.56,0.48,67.12,,
2021-06-12 00:00:00,2021-06-12 01:00:00,39.47,96.51,15.82,10.6,26.42,0.47,59.29,,
2021-06-12 01:00:00,2021-06-12 02:00:00,33.29,87.34,15.78,10.49,26.27,0.44,61.63,,
2021-06-12 02:00:00,2021-06-12 03:00:00,33.36,76.63,15.51,10.13,25.64,0.45,59.84,,
2021-06-12 03:00:00,2021-06-12 04:00:00,36.8,77.89,15.34,10.35,25.69,0.46,52.74,,
2021-06-12 04:00:00,2021-06-12 05:00:00,35.78,68.32,15.75,10.33,26.08,0.46,49.56,,
2021-06-12 05:00:00,2021-06-12 06:00:00,34.47,72.25,21.05,12.62,33.65,0.45,48.23,,
2021-06-12 06:00:00,2021-06-12 07:00:00,26.31,66.0,43.67,22.5,65.96,0.56,40.49,,
2021-06-12 07:00:00,2021-06-12 08:00:00,,,16.39,10.79,27.17,0.56,40.42,,
2021-06-12 08:00:00,2021-06-12 09:00:00,,,15.77,10.65,26.41,0.54,47.55,,
2021-06-12 09:00:00,2021-06-12 10:00:00,,4.59,14.7,10.23,24.92,0.53,58.83,,
2021-06-12 10:00:00,2021-06-12 11:00:00,,40.12,13.84,9.55,23.39,0.51,69.68,,
2021-06-12 11:00:00,2021-06-12 12:00:00,6.73,80.81,12.82,10.35,23.19,0.5,77.33,,
2021-06-12 12:00:00,2021-06-12 13:00:00,33.19,115.25,14.44,11.23,25.66,0.49,63.37,,
2021-06-12 13:00:00,2021-06-12 14:00:00,16.65,103.03,13.04,9.7,22.73,0.48,71.28,,
2021-06-12 14:00:00,2021-06-12 15:00:00,21.24,103.94,13.63,9.97,23.6,0.45,73.81,,
2021-06-12 15:00:00,2021-06-12 16:00:00,7.79,77.85,13.39,10.09,23.48,0.42,75.33,,
2021-06-12 16:00:00,2021-06-12 17:00:00,12.33,71.87,13.77,10.09,23.86,0.4,76.7,,
2021-06-12 17:00:00,2021-06-12 18:00:00,17.83,56.3,13.9,10.0,23.9,0.37,78.66,,
2021-06-12 18:00:00,2021-06-12 19:00:00,11.51,47.89,14.98,10.32,25.3,0.37,79.48,,
2021-06-12 19:00:00,2021-06-12 20:00:00,6.4,43.29,15.92,10.45,26.37,0.38,71.5,,
2021-06-12 20:00:00,2021-06-12 21:00:00,16.18,49.97,17.08,11.0,28.08,0.41,67.91,,
2021-06-12 21:00:00,2021-06-12 22:00:00,18.97,131.23,13.87,9.57,23.45,0.4,58.0,,
2021-06-12 22:00:00,2021-06-12 23:00:00,12.63,127.19,7.79,7.2,14.99,0.3,63.37,,
2021-06-12 23:00:00,2021-06-13 00:00:00,4.48,28.84,6.58,7.02,13.6,0.31,57.88,,
2021-06-13 00:00:00,2021-06-13 01:00:00,5.63,31.64,6.25,6.9,13.15,0.33,56.88,,
2021-06-13 01:00:00,2021-06-13 02:00:00,18.1,68.6,6.65,6.86,13.5,0.37,49.36,,
2021-06-13 02:00:00,2021-06-13 03:00:00,21.33,80.58,8.41,7.56,15.97,0.44,37.02,,
2021-06-13 03:00:00,2021-06-13 04:00:00,24.18,77.86,9.72,8.19,17.91,0.42,28.89,,
2021-06-13 04:00:00,2021-06-13 05:00:00,26.34,76.51,10.16,8.28,18.44,0.42,23.37,,
2021-06-13 05:00:00,2021-06-13 06:00:00,19.67,73.13,11.32,8.71,20.03,0.44,17.33,,
2021-06-13 06:00:00,2021-06-13 07:00:00,23.92,67.5,12.36,9.58,21.94,0.47,14.05,,
2021-06-13 07:00:00,2021-06-13 08:00:00,27.8,53.98,13.59,10.15,23.74,0.47,34.17,,
2021-06-13 08:00:00,2021-06-13 09:00:00,37.07,79.22,12.44,9.95,22.4,0.48,47.68,,
2021-06-13 09:00:00,2021-06-13 10:00:00,34.59,58.1,12.23,9.55,21.78,0.43,66.09,,
2021-06-13 10:00:00,2021-06-13 11:00:00,31.37,64.61,12.96,9.83,22.79,0.44,61.83,,
2021-06-13 11:00:00,2021-06-13 12:00:00,35.55,59.16,13.03,10.05,23.09,0.45,78.44,,
2021-06-13 12:00:00,2021-06-13 13:00:00,39.95,99.72,14.95,10.65,25.59,0.39,57.23,,
2021-06-13 13:00:00,2021-06-13 14:00:00,30.37,78.34,62.72,36.1,99.1,0.39,53.93,,
2021-06-13 14:00:00,2021-06-13 15:00:00,,,11.08,8.9,19.98,0.45,70.56,,
2021-06-13 15:00:00,2021-06-13 16:00:00,,,12.82,9.24,22.06,0.46,80.98,,
2021-06-13 16:00:00,2021-06-13 17:00:00,,,11.38,8.91,20.3,0.46,97.52,,
2021-06-13 17:00:00,2021-06-13 18:00:00,,17.35,11.89,9.08,20.97,0.47,103.51,,
2021-06-13 18:00:00,2021-06-13 19:00:00,27.77,49.63,12.33,9.54,21.87,0.48,94.59,,
2021-06-13 19:00:00,2021-06-13 20:00:00,6.14,70.33,13.62,9.85,23.47,0.55,79.55,,
2021-06-13 20:00:00,2021-06-13 21:00:00,26.34,75.18,14.84,10.19,25.02,0.62,50.1,,
2021-06-13 21:00:00,2021-06-13 22:00:00,48.5,94.79,15.73,10.54,26.27,0.67,28.5,,
2021-06-13 22:00:00,2021-06-13 23:00:00,53.13,105.67,16.29,11.03,27.31,0.7,17.99,,
2021-06-13 23:00:00,2021-06-14 00:00:00,45.09,87.1,16.8,11.19,27.99,0.64,18.62,,
2021-06-14 00:00:00,2021-06-14 01:00:00,46.38,88.07,16.84,11.2,28.04,0.67,13.42,,
2021-06-14 01:00:00,2021-06-14 02:00:00,60.42,94.9,16.81,11.26,28.07,0.71,13.77,,
2021-06-14 02:00:00,2021-06-14 03:00:00,65.2,111.18,16.59,10.68,27.27,0.65,24.08,,
2021-06-14 03:00:00,2021-06-14 04:00:00,38.16,81.71,15.87,10.79,26.66,0.5,26.19,,
2021-06-14 04:00:00,2021-06-14 05:00:00,24.69,49.07,16.41,10.76,27.18,0.46,15.7,,
2021-06-14 05:00:00,2021-06-14 06:00:00,8.2,26.92,16.68,11.09,27.77,0.39,16.25,,
2021-06-14 06:00:00,2021-06-14 07:00:00,4.2,18.02,16.85,10.99,27.84,0.39,18.24,,
2021-06-14 07:00:00,2021-06-14 08:00:00,6.7,23.38,16.9,11.41,28.31,0.41,25.46,,
