From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-14 14:00:00,2023-03-14 15:00:00,40.75,99.75,2.48,26.57,16.12,33.65,17.92,0.76,114.25,0.47,5.05,1.6,0.05,23.25,1.2,135.0,96.25,29.28,0.0,0.35
2023-03-14 15:00:00,2023-03-14 16:00:00,45.5,124.75,1.5,20.0,11.85,34.92,17.93,0.63,110.15,0.53,6.12,2.15,0.25,26.75,0.8,214.0,94.5,28.82,0.0,0.72
2023-03-14 16:00:00,2023-03-14 17:00:00,41.5,107.0,1.72,21.38,12.75,34.15,16.93,0.57,107.2,0.53,4.7,1.78,0.1,25.25,0.77,205.75,58.75,28.88,0.0,0.68
2023-03-14 17:00:00,2023-03-14 18:00:00,42.33,116.25,2.23,37.9,21.95,38.65,20.1,1.3,78.95,1.35,5.32,2.77,0.15,33.25,1.3,162.25,13.0,27.88,0.75,0.72
2023-03-14 18:00:00,2023-03-14 19:00:00,75.0,164.0,2.02,18.1,11.25,38.0,17.55,0.44,97.0,0.7,3.48,1.88,0.1,30.5,1.92,155.0,12.25,27.05,2.0,0.45
2023-03-14 19:00:00,2023-03-14 20:00:00,36.0,49.0,2.23,25.43,15.35,37.8,19.38,0.7,85.28,0.48,3.38,1.9,0.08,45.5,1.22,62.0,12.0,25.88,5.0,0.47
2023-03-14 20:00:00,2023-03-14 21:00:00,38.33,50.33,3.2,40.98,24.35,42.32,21.37,1.31,46.2,1.08,6.07,3.92,0.2,52.75,0.88,225.25,12.75,25.57,0.0,1.38
2023-03-14 21:00:00,2023-03-14 22:00:00,63.0,68.0,3.8,46.05,27.57,48.32,23.98,1.68,42.62,1.73,12.3,6.4,0.38,49.5,0.47,194.5,12.0,25.42,0.0,3.2
2023-03-14 22:00:00,2023-03-14 23:00:00,57.67,66.33,3.17,45.93,26.97,54.42,21.08,1.28,29.57,1.17,9.97,5.8,0.37,53.75,0.4,231.25,12.0,25.27,0.0,2.97
2023-03-14 23:00:00,2023-03-15 00:00:00,,,3.08,44.33,26.07,61.45,20.5,0.0,19.85,1.5,5.77,3.17,0.2,58.75,0.43,232.75,12.0,24.88,0.0,0.2
2023-03-15 00:00:00,2023-03-15 01:00:00,80.0,85.0,1.88,24.5,14.57,68.3,21.65,0.0,39.07,1.85,6.0,2.93,0.25,57.5,0.47,333.0,12.0,24.55,0.0,0.4
2023-03-15 01:00:00,2023-03-15 02:00:00,82.0,89.0,1.45,33.78,19.18,72.55,22.82,0.0,32.0,2.3,4.1,1.52,0.1,57.25,0.55,296.75,12.0,24.38,0.0,0.0
2023-03-15 02:00:00,2023-03-15 03:00:00,85.33,88.5,1.65,34.8,19.88,70.45,29.12,0.0,38.78,1.42,3.05,0.97,,54.5,0.8,307.0,12.0,24.25,0.0,0.33
2023-03-15 03:00:00,2023-03-15 04:00:00,56.0,64.0,1.43,27.25,15.65,65.78,28.65,0.0,45.9,0.83,2.27,0.53,,52.5,0.57,222.75,12.0,24.35,0.0,0.17
2023-03-15 04:00:00,2023-03-15 05:00:00,48.33,58.33,1.35,24.75,14.27,59.92,25.2,0.0,43.2,0.93,2.8,0.77,,55.5,0.72,304.5,12.0,23.95,0.0,0.28
2023-03-15 05:00:00,2023-03-15 06:00:00,43.0,49.0,1.25,16.0,9.5,57.35,22.65,0.0,69.07,0.9,2.27,0.52,,48.25,0.72,120.0,12.25,24.35,0.0,0.2
2023-03-15 06:00:00,2023-03-15 07:00:00,43.67,51.75,2.15,25.43,15.25,54.15,20.93,0.0,39.75,0.68,2.88,0.7,0.03,52.0,0.4,167.25,21.75,24.35,0.0,0.28
2023-03-15 07:00:00,2023-03-15 08:00:00,51.67,69.75,5.3,37.6,24.33,53.55,21.27,0.0,34.77,0.97,4.38,1.93,0.1,53.0,0.53,229.5,81.25,24.57,0.0,0.68
2023-03-15 08:00:00,2023-03-15 09:00:00,54.5,102.0,6.58,33.85,23.33,59.98,23.93,0.0,52.85,1.08,4.0,2.22,0.1,45.25,0.57,246.5,183.5,25.4,0.0,0.68
2023-03-15 09:00:00,2023-03-15 10:00:00,69.5,116.25,3.78,30.55,19.33,71.55,23.52,0.0,96.73,1.1,6.25,2.62,0.15,37.0,0.8,317.25,282.25,26.6,0.0,0.8
2023-03-15 10:00:00,2023-03-15 11:00:00,72.33,109.5,2.2,26.38,15.8,65.15,19.45,0.29,98.0,0.65,7.42,1.88,0.1,25.5,1.03,259.5,337.25,28.05,0.0,0.82
2023-03-15 11:00:00,2023-03-15 12:00:00,36.0,83.0,1.9,26.8,15.8,50.58,5.8,0.15,85.2,0.35,7.25,1.35,,23.25,1.18,264.25,373.0,28.48,0.0,0.55
2023-03-15 12:00:00,2023-03-15 13:00:00,32.0,90.0,1.95,36.85,21.2,43.15,15.85,0.0,94.4,0.17,5.42,0.75,,23.5,1.42,251.0,393.75,28.88,0.0,0.3
2023-03-15 13:00:00,2023-03-15 14:00:00,33.0,88.0,2.38,32.7,19.3,40.95,16.55,0.0,100.83,0.25,6.4,1.25,0.03,22.0,1.12,246.25,353.75,29.33,0.0,0.5
2023-03-15 14:00:00,2023-03-15 15:00:00,35.0,81.25,2.27,27.1,16.27,38.62,16.8,0.0,106.32,0.23,6.27,1.03,,20.5,0.85,166.5,272.5,29.68,0.0,0.4
2023-03-15 15:00:00,2023-03-15 16:00:00,36.0,77.33,2.58,25.7,15.77,35.67,17.3,0.0,98.3,0.37,6.17,1.7,0.1,17.25,0.73,162.75,118.5,29.58,0.0,0.73
2023-03-15 16:00:00,2023-03-15 17:00:00,61.0,114.0,2.32,20.88,12.98,33.35,17.8,0.0,107.38,0.45,5.2,2.02,0.12,21.5,1.83,329.5,60.0,28.52,0.0,0.88
2023-03-15 17:00:00,2023-03-15 18:00:00,37.67,134.75,1.7,14.9,9.32,30.83,17.0,0.0,113.25,0.38,4.2,1.1,,20.75,2.18,309.0,23.5,27.98,0.0,0.4
2023-03-15 18:00:00,2023-03-15 19:00:00,27.0,115.25,2.57,28.4,17.2,26.6,17.65,0.0,94.72,0.38,2.38,1.07,,21.5,1.25,161.5,13.0,27.88,0.0,0.47
2023-03-15 19:00:00,2023-03-15 20:00:00,23.0,80.75,3.05,37.67,22.5,29.25,19.45,0.0,79.3,0.6,4.32,2.4,0.1,27.25,1.12,85.25,12.75,27.35,0.0,0.62
2023-03-15 20:00:00,2023-03-15 21:00:00,48.5,120.5,11.88,79.33,51.85,33.83,23.4,0.0,23.12,1.92,12.25,7.95,0.47,30.5,0.45,281.25,12.25,27.03,0.0,3.3
2023-03-15 21:00:00,2023-03-15 22:00:00,75.67,187.5,11.97,65.82,44.75,38.75,26.73,0.0,25.02,2.45,12.88,8.18,0.43,35.5,0.38,191.5,12.25,26.37,0.0,2.7
2023-03-15 22:00:00,2023-03-15 23:00:00,70.67,197.75,6.85,55.52,35.1,46.55,27.93,0.0,25.35,2.62,14.5,8.57,0.48,40.75,0.4,249.0,12.0,25.83,0.0,4.3
2023-03-15 23:00:00,2023-03-16 00:00:00,58.75,209.0,4.85,55.15,33.25,48.85,24.2,0.54,18.1,1.85,9.52,4.83,0.25,43.5,0.45,275.75,12.0,25.68,0.0,1.82
2023-03-16 00:00:00,2023-03-16 01:00:00,82.25,176.0,2.98,43.55,25.58,53.85,25.77,,21.28,1.83,7.05,4.02,0.17,47.25,0.35,289.25,12.0,25.23,0.0,1.9
2023-03-16 01:00:00,2023-03-16 02:00:00,68.67,139.0,6.05,46.3,29.5,58.7,25.45,,16.55,1.4,4.75,2.27,0.1,49.5,0.42,313.0,12.0,25.0,0.0,1.0
2023-03-16 02:00:00,2023-03-16 03:00:00,56.0,122.25,13.02,50.1,37.25,65.53,27.93,0.14,12.45,1.9,4.97,1.98,0.1,51.0,0.5,302.25,12.0,24.62,0.0,0.67
2023-03-16 03:00:00,2023-03-16 04:00:00,56.25,125.0,5.62,50.35,31.35,65.43,36.8,0.16,14.85,1.62,3.58,1.2,0.05,48.75,0.68,300.0,12.0,24.45,0.0,0.4
2023-03-16 04:00:00,2023-03-16 05:00:00,77.75,102.5,2.3,39.62,22.95,60.07,30.88,0.3,34.2,1.15,2.75,0.68,,45.0,0.62,313.5,12.0,24.52,0.0,0.22
2023-03-16 05:00:00,2023-03-16 06:00:00,60.67,86.5,1.35,27.53,15.75,54.92,26.98,0.21,52.95,1.0,2.77,0.68,,44.75,0.58,324.75,12.0,24.68,0.0,0.22
2023-03-16 06:00:00,2023-03-16 07:00:00,50.0,92.5,1.27,22.1,12.83,51.55,23.75,0.28,57.38,1.1,2.47,0.6,,42.25,0.47,191.0,20.75,25.1,0.0,0.23
2023-03-16 07:00:00,2023-03-16 08:00:00,46.75,126.25,3.77,36.65,22.55,49.58,21.55,0.55,45.75,0.72,3.08,1.18,0.03,42.25,0.5,192.0,79.0,25.17,0.0,0.45
2023-03-16 08:00:00,2023-03-16 09:00:00,77.75,172.5,5.5,37.1,24.23,53.15,21.15,0.7,49.9,1.25,3.92,2.17,0.12,38.25,0.55,238.75,166.5,26.12,0.0,0.62
2023-03-16 09:00:00,2023-03-16 10:00:00,90.0,175.75,3.08,23.45,14.97,56.52,21.23,0.46,92.73,0.93,3.72,1.75,0.08,34.5,1.02,174.0,207.5,26.75,0.0,0.5
2023-03-16 10:00:00,2023-03-16 11:00:00,76.0,133.5,2.92,21.52,13.88,55.18,23.8,0.55,89.62,0.78,3.07,1.23,0.08,37.0,1.75,50.25,183.75,26.75,0.0,0.53
2023-03-16 11:00:00,2023-03-16 12:00:00,48.0,134.0,3.0,21.7,13.95,55.05,22.15,0.72,97.25,0.9,3.5,1.75,0.1,36.25,1.43,80.75,141.0,26.62,0.0,0.4
2023-03-16 12:00:00,2023-03-16 13:00:00,83.67,160.25,3.4,27.53,17.43,49.98,23.23,0.78,83.18,1.05,4.33,2.45,0.1,43.0,1.62,76.25,64.5,26.25,0.0,0.4
2023-03-16 13:00:00,2023-03-16 14:00:00,79.0,156.0,4.08,33.25,20.98,49.22,23.05,1.09,69.43,1.38,4.8,2.77,0.17,52.5,1.1,128.75,74.0,26.0,0.0,0.03
2023-03-16 14:00:00,2023-03-16 15:00:00,79.0,143.25,3.4,31.05,19.27,52.6,21.85,0.88,89.33,1.3,6.5,3.48,0.23,45.75,1.62,177.0,87.5,26.27,0.0,0.0
2023-03-16 15:00:00,2023-03-16 16:00:00,79.0,143.0,2.3,31.88,18.82,54.75,20.68,0.86,97.03,1.18,5.28,3.03,0.2,44.0,1.4,181.25,65.75,26.4,0.0,0.72
2023-03-16 16:00:00,2023-03-16 17:00:00,70.33,145.0,2.25,28.42,16.93,53.0,19.8,0.76,94.83,1.1,5.03,3.45,0.2,42.0,1.4,190.0,53.75,26.4,0.0,1.95
2023-03-16 17:00:00,2023-03-16 18:00:00,59.5,136.0,2.23,30.48,18.0,48.47,18.6,0.87,85.75,1.08,5.47,3.6,0.2,39.25,0.75,204.25,25.0,26.28,0.0,1.4
2023-03-16 18:00:00,2023-03-16 19:00:00,69.0,123.25,3.08,49.4,28.77,42.6,18.7,1.43,62.33,1.52,6.48,4.12,0.23,38.25,0.82,189.5,12.75,26.02,0.0,1.7
2023-03-16 19:00:00,2023-03-16 20:00:00,52.0,111.75,5.4,52.05,32.08,40.47,19.0,1.47,54.28,1.55,8.38,5.73,0.3,37.5,1.1,163.5,12.5,25.8,0.0,1.4
2023-03-16 20:00:00,2023-03-16 21:00:00,51.5,116.0,7.0,47.72,31.1,37.83,18.77,1.61,49.3,1.4,8.28,5.65,0.28,40.5,0.77,104.25,12.0,25.58,0.0,1.65
2023-03-16 21:00:00,2023-03-16 22:00:00,73.67,147.75,8.55,50.6,33.88,37.38,19.8,1.63,46.0,1.88,10.62,7.28,0.38,40.75,0.55,153.0,12.0,25.5,0.0,2.05
2023-03-16 22:00:00,2023-03-16 23:00:00,67.67,162.75,2.57,47.65,27.45,38.48,19.55,1.09,41.75,1.4,9.12,5.6,0.3,44.0,0.57,225.0,12.0,25.18,0.0,2.32
2023-03-16 23:00:00,2023-03-17 00:00:00,55.25,137.25,1.4,28.9,16.5,40.55,24.8,0.69,56.53,1.2,6.1,3.47,0.18,47.25,0.72,256.5,12.0,24.77,0.0,0.8
2023-03-17 00:00:00,2023-03-17 01:00:00,76.5,121.25,1.25,18.93,11.07,40.42,32.95,0.05,70.53,1.07,3.12,1.23,0.1,51.5,0.45,212.75,12.0,24.58,0.0,0.3
2023-03-17 01:00:00,2023-03-17 02:00:00,71.33,98.0,1.17,16.2,9.55,39.8,38.35,0.1,68.15,0.72,2.58,0.68,0.05,54.25,0.82,256.75,12.0,24.25,0.0,0.25
2023-03-17 02:00:00,2023-03-17 03:00:00,64.0,98.0,0.9,10.43,6.32,38.25,17.1,0.18,75.0,0.68,1.8,0.38,,57.5,0.88,274.25,12.0,23.95,0.0,0.12
2023-03-17 03:00:00,2023-03-17 04:00:00,48.25,79.25,1.1,15.48,9.12,36.88,17.7,0.19,69.35,0.9,1.88,0.35,,59.0,0.83,118.25,12.0,23.73,0.0,0.08
2023-03-17 04:00:00,2023-03-17 05:00:00,66.75,80.5,1.3,13.82,8.43,35.6,17.15,0.21,59.17,0.75,1.6,0.28,,61.5,0.6,95.5,12.0,23.48,0.0,0.1
2023-03-17 05:00:00,2023-03-17 06:00:00,67.0,83.0,1.43,24.25,14.05,36.33,16.68,0.28,42.53,0.88,2.1,0.6,,63.5,0.6,300.5,12.0,23.4,0.0,0.2
2023-03-17 06:00:00,2023-03-17 07:00:00,61.0,112.75,1.9,22.83,13.7,38.45,19.6,0.41,37.75,0.95,2.58,0.75,,64.75,0.47,208.25,22.75,23.3,0.0,0.25
2023-03-17 07:00:00,2023-03-17 08:00:00,47.75,136.0,3.02,24.2,15.33,40.02,28.85,0.57,47.15,1.35,3.05,1.12,0.05,61.0,0.55,201.75,63.25,23.65,0.0,0.38
2023-03-17 08:00:00,2023-03-17 09:00:00,105.0,171.0,4.2,28.0,20.3,45.33,25.9,0.39,46.9,1.4,2.5,0.8,,58.0,0.8,178.5,104.5,24.2,0.0,0.3
2023-03-17 09:00:00,2023-03-17 10:00:00,,,4.55,31.1,20.25,54.1,20.33,0.0,91.45,1.55,3.6,1.88,0.08,50.0,0.57,271.5,214.75,25.15,0.0,0.85
2023-03-17 10:00:00,2023-03-17 11:00:00,,177.0,2.73,29.07,17.7,59.53,21.2,0.0,107.65,1.3,4.95,2.05,0.1,44.0,0.72,252.75,304.25,26.12,0.0,0.93
2023-03-17 11:00:00,2023-03-17 12:00:00,,,,,,48.2,,0.0,59.65,0.3,1.1,,0.2,37.5,1.2,173.5,351.0,26.95,0.0,0.0
2023-03-17 12:00:00,2023-03-17 13:00:00,,,,,,50.4,20.0,0.0,88.83,0.65,4.0,1.45,0.1,35.33,1.0,75.33,345.67,27.33,0.0,0.7
2023-03-17 13:00:00,2023-03-17 14:00:00,,,2.7,22.05,13.92,46.23,19.63,0.0,125.9,0.47,3.13,1.0,0.07,35.0,1.1,140.75,309.75,27.63,0.0,0.43
2023-03-17 14:00:00,2023-03-17 15:00:00,58.0,105.0,2.1,21.02,12.9,43.75,20.0,0.0,127.13,0.53,4.38,1.6,0.1,34.5,1.32,147.5,263.25,27.7,0.0,0.7
2023-03-17 15:00:00,2023-03-17 16:00:00,58.0,105.0,2.1,20.15,12.4,39.9,21.45,,100.27,0.45,4.3,1.4,0.1,32.0,1.73,147.0,185.33,27.8,0.0,0.6
2023-03-17 16:00:00,2023-03-17 17:00:00,,,2.8,31.13,18.87,37.45,18.75,0.71,98.97,0.3,2.35,1.05,0.05,37.33,1.97,168.0,63.67,27.43,0.0,0.0
2023-03-17 17:00:00,2023-03-17 18:00:00,,,2.05,27.53,16.3,38.38,19.73,0.52,105.55,0.83,4.85,3.03,0.15,40.25,1.38,193.75,28.25,26.97,0.0,1.35
2023-03-17 18:00:00,2023-03-17 19:00:00,56.0,85.0,2.1,33.4,19.5,38.22,21.65,0.91,84.55,0.7,4.12,2.2,0.15,52.25,1.07,220.25,12.75,25.98,0.0,0.75
2023-03-17 19:00:00,2023-03-17 20:00:00,59.75,92.5,2.38,33.52,19.77,37.8,22.37,0.92,84.1,0.77,5.0,2.92,0.2,48.75,1.05,195.0,12.0,26.05,0.0,1.35
2023-03-17 20:00:00,2023-03-17 21:00:00,68.67,115.25,2.3,31.48,18.62,38.38,22.93,0.81,81.27,1.18,5.6,3.58,0.2,53.75,1.05,197.0,12.0,25.53,0.0,1.3
2023-03-17 21:00:00,2023-03-17 22:00:00,89.0,125.75,2.8,26.67,16.45,37.45,23.05,0.43,79.45,1.35,5.47,3.52,0.2,57.75,0.88,200.25,12.0,25.17,0.0,1.75
2023-03-17 22:00:00,2023-03-17 23:00:00,97.0,117.5,1.82,20.0,12.1,36.4,30.93,0.3,80.15,0.82,4.55,3.15,0.15,59.0,1.35,261.0,12.0,24.85,0.0,1.6
2023-03-17 23:00:00,2023-03-18 00:00:00,65.25,105.75,1.35,10.4,6.62,33.42,22.65,0.26,95.83,0.52,1.82,0.62,0.03,62.75,2.92,256.5,12.0,23.85,0.0,0.25
2023-03-18 00:00:00,2023-03-18 01:00:00,34.67,78.0,1.15,8.27,5.33,30.45,15.35,0.23,96.15,0.22,1.12,0.18,,73.0,2.55,22.0,12.0,22.92,0.0,0.05
2023-03-18 01:00:00,2023-03-18 02:00:00,30.0,30.67,1.0,6.88,4.5,29.1,15.23,0.23,85.43,0.25,1.08,0.1,,73.75,1.57,80.75,12.0,22.8,0.0,0.0
2023-03-18 02:00:00,2023-03-18 03:00:00,,,1.12,7.4,4.85,29.4,14.95,0.21,79.7,0.2,1.12,0.1,,74.5,1.33,159.75,12.0,22.77,0.0,0.0
2023-03-18 03:00:00,2023-03-18 04:00:00,,,1.25,8.1,5.33,29.47,14.87,0.2,79.4,0.27,1.23,0.1,,69.75,0.92,208.0,12.0,22.95,0.0,0.0
2023-03-18 04:00:00,2023-03-18 05:00:00,,,1.12,9.85,6.12,30.3,16.02,0.25,73.42,0.2,1.35,0.15,,65.25,0.85,242.75,12.0,23.2,0.0,0.03
2023-03-18 05:00:00,2023-03-18 06:00:00,,37.0,1.27,11.8,7.32,30.07,16.55,0.24,73.45,0.22,1.68,0.25,,61.75,0.88,166.25,12.0,23.3,0.0,0.1
2023-03-18 06:00:00,2023-03-18 07:00:00,28.67,46.5,1.77,15.95,9.9,30.73,17.85,0.4,65.4,0.3,1.7,0.28,,65.5,0.62,218.25,23.5,23.05,0.0,0.1
2023-03-18 07:00:00,2023-03-18 08:00:00,42.75,79.0,2.27,15.53,10.12,32.55,19.27,0.55,67.62,1.38,1.9,0.43,,65.0,0.93,244.25,100.75,23.27,0.0,0.05
2023-03-18 08:00:00,2023-03-18 09:00:00,76.0,93.5,3.15,15.22,10.62,30.85,17.17,0.52,75.7,0.9,2.43,1.02,0.03,56.75,1.07,239.5,183.75,24.23,0.0,0.43
2023-03-18 09:00:00,2023-03-18 10:00:00,50.75,74.0,2.58,18.32,11.85,34.95,16.35,0.49,83.07,0.42,2.98,1.05,,52.5,1.25,231.5,275.0,24.92,0.0,0.4
2023-03-18 10:00:00,2023-03-18 11:00:00,44.67,66.0,2.33,20.57,12.82,40.5,15.8,0.57,86.67,0.28,3.1,0.62,,48.25,1.35,243.25,342.0,25.5,0.0,0.25
2023-03-18 11:00:00,2023-03-18 12:00:00,40.0,47.25,2.3,21.3,13.2,40.95,14.8,0.61,91.37,0.35,4.33,1.2,0.05,40.0,1.15,264.5,380.0,26.3,0.0,0.5
2023-03-18 12:00:00,2023-03-18 13:00:00,,48.0,2.5,19.2,12.3,35.5,14.4,0.69,74.67,0.2,3.35,0.5,0.2,33.0,1.13,293.0,383.67,26.87,0.0,0.25
2023-03-18 13:00:00,2023-03-18 14:00:00,,,2.05,18.73,11.62,34.35,16.55,0.75,104.3,0.25,4.15,0.85,0.03,32.75,1.15,256.0,297.75,27.08,0.0,0.38
2023-03-18 14:00:00,2023-03-18 15:00:00,,42.0,1.9,19.88,12.15,32.17,17.02,0.66,106.35,0.28,2.98,0.85,,32.25,1.08,214.0,293.5,27.38,0.0,0.32
2023-03-18 15:00:00,2023-03-18 16:00:00,,43.25,2.08,18.7,11.62,30.48,17.6,0.6,111.67,0.25,3.1,0.82,,32.0,0.9,226.75,208.75,27.52,0.0,0.33
2023-03-18 16:00:00,2023-03-18 17:00:00,30.0,44.0,1.7,13.65,8.65,26.9,17.95,0.43,118.95,0.28,2.88,1.05,0.03,33.0,0.85,256.0,75.75,27.42,0.0,0.45
2023-03-18 17:00:00,2023-03-18 18:00:00,31.5,46.75,2.42,30.38,18.15,26.12,18.77,0.85,107.58,0.47,3.0,1.25,0.05,33.5,0.78,140.5,30.5,27.25,0.0,0.55
2023-03-18 18:00:00,2023-03-18 19:00:00,36.33,75.5,2.53,28.35,17.12,23.12,21.18,0.73,94.62,0.7,4.35,2.6,0.12,42.5,1.85,137.25,13.0,26.68,0.0,0.88
2023-03-18 19:00:00,2023-03-18 20:00:00,54.33,104.0,2.42,27.0,16.35,25.5,23.68,0.76,88.67,0.77,4.3,2.55,0.1,55.0,2.33,158.25,12.75,25.78,0.0,1.15
2023-03-18 20:00:00,2023-03-18 21:00:00,72.25,118.5,2.5,30.25,18.1,28.8,21.1,1.02,75.32,1.02,4.4,2.88,0.1,64.75,1.75,177.75,12.25,25.15,0.0,1.32
2023-03-18 21:00:00,2023-03-18 22:00:00,114.67,132.0,2.4,26.23,15.93,31.9,20.42,0.92,74.32,1.1,4.35,2.85,0.1,69.75,1.55,178.75,12.25,24.8,0.0,1.35
2023-03-18 22:00:00,2023-03-18 23:00:00,,155.0,1.93,22.6,13.57,35.17,19.98,0.66,74.1,1.0,3.77,2.3,0.08,73.0,1.28,191.25,12.0,24.45,0.0,1.02
2023-03-18 23:00:00,2023-03-19 00:00:00,,155.0,1.52,16.12,9.82,38.3,19.9,0.6,73.62,0.88,2.38,0.78,,75.0,1.0,198.5,12.0,24.17,0.0,0.3
2023-03-19 00:00:00,2023-03-19 01:00:00,,,1.27,14.67,8.85,42.15,19.05,0.59,69.95,1.15,2.08,0.4,,74.75,0.7,198.5,12.0,24.1,0.0,0.17
2023-03-19 01:00:00,2023-03-19 02:00:00,,,1.32,13.82,8.43,45.0,18.7,0.53,65.92,1.25,2.07,0.3,,76.5,0.7,186.25,12.0,23.88,0.0,0.1
2023-03-19 02:00:00,2023-03-19 03:00:00,,,1.2,12.35,7.52,45.8,18.25,0.41,62.92,0.88,1.85,0.28,,77.75,0.67,193.0,12.0,23.67,0.0,0.1
2023-03-19 03:00:00,2023-03-19 04:00:00,,,1.35,11.38,7.15,46.33,18.38,0.41,60.95,0.7,1.77,0.2,,76.75,0.88,200.0,12.0,23.5,0.0,0.1
2023-03-19 04:00:00,2023-03-19 05:00:00,,123.0,1.18,12.3,7.5,45.88,18.75,0.4,55.95,0.98,1.75,0.2,,77.5,0.85,191.25,12.0,23.37,0.0,0.1
2023-03-19 05:00:00,2023-03-19 06:00:00,,,1.17,11.25,6.97,44.25,18.5,0.38,55.73,0.85,1.8,0.23,,77.25,0.75,196.25,12.0,23.2,0.0,0.1
2023-03-19 06:00:00,2023-03-19 07:00:00,,,1.73,14.62,9.17,44.2,18.43,0.49,46.38,0.9,1.93,0.38,,77.0,0.73,186.0,22.0,23.3,0.0,0.15
2023-03-19 07:00:00,2023-03-19 08:00:00,,,2.28,16.6,10.65,47.1,20.27,0.71,48.25,1.38,2.08,0.55,,74.75,0.65,290.5,72.75,23.4,0.0,0.22
2023-03-19 08:00:00,2023-03-19 09:00:00,,158.0,2.38,17.02,10.95,48.82,27.3,0.71,63.95,1.65,2.3,0.72,,70.0,0.85,147.75,141.75,24.0,0.0,0.25
2023-03-19 09:00:00,2023-03-19 10:00:00,171.0,183.5,4.05,23.02,15.52,53.1,24.23,0.84,68.4,1.62,3.3,1.43,0.05,68.75,1.4,118.75,212.75,24.38,0.0,0.6
2023-03-19 10:00:00,2023-03-19 11:00:00,163.75,188.5,3.38,20.0,13.38,54.83,24.2,0.93,76.58,1.0,3.98,1.25,0.03,65.25,1.38,117.0,208.0,24.6,0.0,0.55
2023-03-19 11:00:00,2023-03-19 12:00:00,140.5,152.5,3.2,19.7,13.1,54.38,23.6,0.97,86.93,1.05,3.62,1.3,0.03,61.0,1.17,146.0,278.75,25.05,0.0,0.55
2023-03-19 12:00:00,2023-03-19 13:00:00,126.5,136.75,2.33,18.17,11.57,52.6,23.23,0.9,101.62,0.88,4.85,1.35,0.03,58.25,1.27,177.0,210.0,25.43,0.0,0.45
2023-03-19 13:00:00,2023-03-19 14:00:00,124.67,129.0,2.3,18.15,11.53,45.43,21.07,0.77,93.1,0.72,4.2,1.27,0.03,52.75,1.25,209.5,296.25,25.9,0.0,0.55
2023-03-19 14:00:00,2023-03-19 15:00:00,81.33,104.5,2.15,18.05,11.38,40.08,19.98,0.65,100.73,0.38,4.7,0.93,0.03,43.75,0.98,226.5,238.5,26.43,0.0,0.35
2023-03-19 15:00:00,2023-03-19 16:00:00,51.25,78.25,2.25,15.28,9.95,37.02,21.35,0.7,102.78,0.32,3.58,1.2,0.03,39.75,0.67,213.25,110.75,26.37,0.0,0.5
2023-03-19 16:00:00,2023-03-19 17:00:00,36.0,61.5,2.48,23.85,14.7,32.73,26.25,0.9,100.67,0.38,3.0,1.58,0.05,39.25,0.6,206.25,62.75,26.35,0.0,0.62
2023-03-19 17:00:00,2023-03-19 18:00:00,37.67,73.0,2.4,28.02,16.82,33.9,28.5,1.26,94.5,0.9,3.75,2.02,0.08,40.75,0.68,229.25,38.0,26.25,0.0,0.95
2023-03-19 18:00:00,2023-03-19 19:00:00,71.67,106.75,3.07,38.1,22.77,32.3,26.25,1.57,70.27,0.95,5.28,3.17,0.17,44.25,0.82,193.75,12.75,25.85,0.0,1.52
2023-03-19 19:00:00,2023-03-19 20:00:00,85.5,115.75,2.93,31.65,19.2,30.43,20.88,1.51,65.8,1.32,5.4,3.38,0.18,51.25,0.9,196.25,12.0,25.15,0.0,1.62
2023-03-19 20:00:00,2023-03-19 21:00:00,63.75,113.5,3.57,35.17,21.62,29.05,20.35,1.79,53.15,1.53,5.17,3.17,0.17,56.25,0.43,223.5,12.0,24.85,0.0,1.1
2023-03-19 21:00:00,2023-03-19 22:00:00,82.0,126.75,3.72,33.48,20.82,27.6,19.9,1.63,59.12,1.18,5.75,3.57,0.2,56.5,0.6,196.75,12.0,24.73,0.0,1.3
2023-03-19 22:00:00,2023-03-19 23:00:00,77.0,119.0,2.92,27.95,17.27,30.18,19.98,1.35,66.65,1.2,4.97,3.23,0.12,59.0,0.47,171.5,12.0,24.32,0.0,1.55
2023-03-19 23:00:00,2023-03-20 00:00:00,90.0,118.75,2.1,18.8,11.73,27.62,18.9,0.78,79.0,0.65,2.85,1.35,,62.5,0.6,232.75,12.0,24.05,0.0,0.55
2023-03-20 00:00:00,2023-03-20 01:00:00,87.67,106.0,1.17,15.57,9.25,27.62,14.85,0.06,65.72,0.82,1.92,0.62,,67.25,1.12,279.5,12.0,23.53,0.0,0.23
2023-03-20 01:00:00,2023-03-20 02:00:00,85.0,103.67,1.35,17.1,10.2,26.3,14.22,,50.52,0.53,1.4,0.22,,71.75,0.97,327.5,12.0,23.2,0.0,0.1
2023-03-20 02:00:00,2023-03-20 03:00:00,,,1.45,13.77,8.5,25.65,15.1,0.27,53.85,0.5,1.4,0.2,,70.0,0.8,311.25,12.0,23.17,0.0,0.05
