From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree),RF (mm)
2022-12-19 02:00:00,2022-12-19 03:00:00,93.79,134.61,4.28,20.43,24.92,10.2,26.89,1.78,7.03,0.35,,0.21,0.21,,86.89,,,0.0,743.52,,12.41,0.0
2022-12-19 03:00:00,2022-12-19 04:00:00,91.5,131.23,4.04,16.25,20.67,10.2,26.22,1.66,6.28,0.33,,0.2,0.2,,89.46,,,0.0,743.37,,11.79,0.0
2022-12-19 04:00:00,2022-12-19 05:00:00,90.83,133.13,4.13,15.8,20.45,10.26,25.95,1.57,6.33,0.32,,0.19,0.19,,90.43,,,0.0,743.34,,11.69,0.0
2022-12-19 05:00:00,2022-12-19 06:00:00,90.16,129.14,4.07,15.32,19.94,10.22,26.6,1.52,6.23,0.3,,0.18,0.18,,91.68,,,0.0,743.69,,11.34,0.0
2022-12-19 06:00:00,2022-12-19 07:00:00,86.53,126.11,3.98,15.31,19.75,10.26,26.09,1.46,5.63,0.29,,0.18,0.18,,92.67,,,0.0,744.14,,10.68,0.0
2022-12-19 07:00:00,2022-12-19 08:00:00,72.53,107.65,4.39,16.27,21.23,10.27,25.87,1.44,5.56,0.29,,0.17,0.17,,93.51,,,18.19,744.7,,10.05,0.0
2022-12-19 08:00:00,2022-12-19 09:00:00,65.25,94.95,5.2,18.72,24.6,10.22,27.12,1.5,5.41,0.3,,0.18,0.18,,92.77,,,164.16,745.23,,11.76,0.0
2022-12-19 09:00:00,2022-12-19 10:00:00,82.17,115.05,7.51,20.98,29.99,10.2,26.36,1.69,5.42,0.34,,0.2,0.2,,78.98,,,289.03,745.82,,15.77,0.0
2022-12-19 10:00:00,2022-12-19 11:00:00,91.87,140.41,7.35,28.25,36.48,10.21,26.49,1.9,5.73,0.38,,0.23,0.23,,61.06,,,364.09,745.89,,20.31,0.34
2022-12-19 11:00:00,2022-12-19 12:00:00,93.42,144.08,4.8,32.82,37.08,10.03,28.85,1.8,14.0,0.36,,0.22,0.22,,51.41,,,414.72,745.48,,24.15,0.28
2022-12-19 12:00:00,2022-12-19 13:00:00,51.17,84.52,4.01,25.51,29.22,10.25,27.15,1.53,10.79,0.3,,0.18,0.18,,47.67,,,416.43,744.66,,25.12,0.0
2022-12-19 13:00:00,2022-12-19 14:00:00,28.32,51.31,4.38,20.95,25.5,10.17,26.69,1.17,11.54,0.23,,0.14,0.14,,44.07,,,367.86,743.76,,26.62,0.0
2022-12-19 14:00:00,2022-12-19 15:00:00,24.44,38.6,4.64,15.87,21.17,10.11,28.94,0.85,11.85,0.17,,0.1,0.1,,35.39,,,289.32,743.23,,28.16,0.0
2022-12-19 15:00:00,2022-12-19 16:00:00,15.4,29.47,3.72,10.45,14.92,10.29,27.6,0.54,11.44,0.1,,0.06,0.07,,38.57,,,207.61,742.71,,26.45,0.0
2022-12-19 16:00:00,2022-12-19 17:00:00,18.81,30.07,4.05,10.95,15.86,10.24,26.45,0.37,11.65,0.08,,0.04,0.04,,43.68,,,79.72,742.42,,24.15,0.0
2022-12-19 17:00:00,2022-12-19 18:00:00,17.94,51.39,4.66,20.26,25.25,10.23,28.48,0.43,8.24,0.09,,0.05,0.05,,61.4,,,1.29,742.41,,20.29,0.0
2022-12-19 18:00:00,2022-12-19 19:00:00,46.83,116.9,5.05,31.48,36.14,10.15,27.4,0.73,5.52,0.15,,0.09,0.09,,70.77,,,0.0,742.84,,18.55,0.0
2022-12-19 19:00:00,2022-12-19 20:00:00,55.74,107.37,5.35,39.83,44.33,10.08,26.59,1.03,5.45,0.21,,0.12,0.12,,73.86,,,0.0,743.08,,17.23,0.0
2022-12-19 20:00:00,2022-12-19 21:00:00,64.49,110.98,5.38,40.47,44.93,10.06,27.72,1.27,5.33,0.26,,0.16,0.16,,75.64,,,0.0,743.38,,16.27,0.0
2022-12-19 21:00:00,2022-12-19 22:00:00,65.33,110.11,5.06,35.55,39.94,10.12,26.83,1.43,5.53,0.29,,0.17,0.17,,76.68,,,0.0,743.39,,15.62,0.0
2022-12-19 22:00:00,2022-12-19 23:00:00,63.79,101.19,4.0,28.09,31.6,10.12,25.87,1.45,6.26,0.29,,0.18,0.18,,78.44,,,0.0,743.27,,14.94,0.0
2022-12-19 23:00:00,2022-12-20 00:00:00,55.96,86.42,4.25,24.79,28.88,10.14,26.76,1.37,7.1,0.28,,0.17,0.17,,80.11,,,0.0,743.15,,14.54,0.0
2022-12-20 00:00:00,2022-12-20 01:00:00,57.23,87.04,4.71,22.02,26.98,10.08,26.43,1.23,6.4,0.24,,0.15,0.15,,83.74,,,0.0,742.95,,13.63,0.0
2022-12-20 01:00:00,2022-12-20 02:00:00,60.33,90.57,4.55,18.95,23.89,10.17,26.27,1.13,6.51,0.23,,0.14,0.14,,86.96,,,0.0,742.71,,13.15,0.0
2022-12-20 02:00:00,2022-12-20 03:00:00,63.14,91.92,4.39,17.12,21.98,10.2,27.06,1.06,6.42,0.21,,0.13,0.13,,88.81,,,0.0,742.53,,12.6,0.0
2022-12-20 03:00:00,2022-12-20 04:00:00,61.95,93.52,4.18,14.55,19.34,10.24,26.4,0.99,5.9,0.2,,0.12,0.12,,90.65,,,0.0,742.51,,12.33,0.0
2022-12-20 04:00:00,2022-12-20 05:00:00,63.04,96.78,4.28,14.41,19.37,10.24,26.23,0.95,5.96,0.19,,0.11,0.11,,91.74,,,0.0,742.64,,11.63,0.0
2022-12-20 05:00:00,2022-12-20 06:00:00,62.11,93.96,4.26,14.48,19.38,10.21,26.8,0.95,5.93,0.19,,0.11,0.11,,92.86,,,0.0,742.75,,10.86,0.0
2022-12-20 06:00:00,2022-12-20 07:00:00,48.28,71.6,4.08,12.94,17.71,10.17,26.47,0.91,5.62,0.18,,0.11,0.11,,93.64,,,0.0,743.26,,10.07,0.0
2022-12-20 07:00:00,2022-12-20 08:00:00,39.87,57.48,4.37,12.98,18.08,10.26,25.86,0.9,5.67,0.18,,0.11,0.11,,94.22,,,4.96,744.0,,10.04,0.0
2022-12-20 08:00:00,2022-12-20 09:00:00,38.14,59.21,4.52,13.3,18.66,10.28,26.79,0.91,5.75,0.18,,0.11,0.11,,94.37,,,36.83,744.79,,10.25,0.0
2022-12-20 09:00:00,2022-12-20 10:00:00,40.82,62.14,4.83,12.46,18.34,10.25,26.4,0.91,5.62,0.18,,0.11,0.11,,94.27,,,73.87,745.39,,10.84,0.0
2022-12-20 10:00:00,2022-12-20 11:00:00,46.56,69.97,5.18,13.49,19.77,10.2,26.11,0.91,6.24,0.18,,0.11,0.11,,93.16,,,145.95,745.5,,11.72,0.0
2022-12-20 11:00:00,2022-12-20 12:00:00,59.25,79.64,4.77,18.77,24.04,10.18,27.42,0.87,7.59,0.17,,0.1,0.1,,88.29,,,284.17,745.15,,13.66,0.0
2022-12-20 12:00:00,2022-12-20 13:00:00,64.99,86.51,5.14,16.15,22.16,10.21,27.63,0.86,7.47,0.17,,0.1,0.1,,73.02,,,404.2,744.24,,16.96,0.0
2022-12-20 13:00:00,2022-12-20 14:00:00,65.38,91.97,5.11,18.04,23.86,10.17,29.28,0.84,9.45,0.17,,0.1,0.1,,63.96,,,357.81,743.33,,19.36,0.0
2022-12-20 14:00:00,2022-12-20 15:00:00,63.45,89.75,4.57,15.79,21.0,10.31,30.75,0.74,14.17,0.15,,0.09,0.09,,59.62,,,287.74,742.68,,20.56,0.0
2022-12-20 15:00:00,2022-12-20 16:00:00,53.13,81.24,3.74,12.79,17.08,10.34,28.18,0.56,19.17,0.11,,0.07,0.07,,58.71,,,199.65,742.34,,20.92,0.0
2022-12-20 16:00:00,2022-12-20 17:00:00,60.44,94.68,4.82,17.21,22.67,10.3,27.53,0.65,15.8,0.13,,0.08,0.08,,63.52,,,63.63,742.07,,19.49,0.0
2022-12-20 17:00:00,2022-12-20 18:00:00,63.52,106.28,4.32,19.71,24.3,10.2,28.7,0.78,16.85,0.15,,0.1,0.1,,71.8,,,1.03,741.94,,17.27,0.0
2022-12-20 18:00:00,2022-12-20 19:00:00,70.0,122.59,4.09,18.56,22.91,10.25,27.15,0.91,7.3,0.18,,0.11,0.11,,76.01,,,0.0,742.13,,15.97,0.0
2022-12-20 19:00:00,2022-12-20 20:00:00,96.77,154.02,5.09,23.8,29.17,10.35,26.63,1.11,5.81,0.22,,0.13,0.14,,79.24,,,0.0,742.52,,15.16,0.0
2022-12-20 20:00:00,2022-12-20 21:00:00,108.44,161.15,5.14,25.96,31.26,10.22,27.46,1.31,5.52,0.27,,0.16,0.16,,84.48,,,0.0,742.9,,13.94,0.0
2022-12-20 21:00:00,2022-12-20 22:00:00,103.82,153.16,5.03,23.4,28.71,10.15,26.58,1.43,5.56,0.29,,0.17,0.17,,88.33,,,0.0,743.23,,13.11,0.0
2022-12-20 22:00:00,2022-12-20 23:00:00,108.9,161.23,4.97,21.99,27.33,10.28,26.14,1.48,5.77,0.29,,0.18,0.18,,91.02,,,0.0,743.57,,12.49,0.0
2022-12-20 23:00:00,2022-12-21 00:00:00,102.86,155.08,5.05,21.3,26.83,10.22,26.58,1.45,5.66,0.29,,0.18,0.18,,92.38,,,0.0,743.51,,11.85,0.0
2022-12-21 00:00:00,2022-12-21 01:00:00,78.77,116.73,4.67,16.79,22.07,10.25,26.29,1.31,5.61,0.26,,0.15,0.15,,93.48,,,0.0,743.44,,11.33,0.0
2022-12-21 01:00:00,2022-12-21 02:00:00,59.6,89.8,4.5,15.25,20.43,10.27,25.83,1.19,5.94,0.23,,0.14,0.14,,94.25,,,0.0,743.61,,11.09,0.0
2022-12-21 02:00:00,2022-12-21 03:00:00,56.94,84.81,4.23,14.81,19.66,10.3,26.37,1.11,5.89,0.22,,0.13,0.13,,94.65,,,0.0,743.81,,10.86,0.0
2022-12-21 03:00:00,2022-12-21 04:00:00,50.78,76.67,4.15,11.78,16.72,10.28,25.85,0.99,5.98,0.2,,0.12,0.12,,94.91,,,0.0,744.03,,10.73,0.0
2022-12-21 04:00:00,2022-12-21 05:00:00,51.13,74.71,4.28,10.95,16.13,10.29,25.63,0.89,6.23,0.18,,0.11,0.11,,95.06,,,0.0,744.24,,10.52,0.0
2022-12-21 05:00:00,2022-12-21 06:00:00,41.3,68.53,3.92,10.83,15.53,10.29,26.21,0.82,6.26,0.17,,0.1,0.1,,95.35,,,0.0,744.5,,10.31,0.0
2022-12-21 06:00:00,2022-12-21 07:00:00,33.98,56.89,4.1,10.2,15.21,10.36,25.95,0.76,5.78,0.15,,0.09,0.09,,95.42,,,0.0,744.99,,10.23,0.0
2022-12-21 07:00:00,2022-12-21 08:00:00,32.83,48.81,4.37,10.92,16.23,10.29,25.91,0.72,5.8,0.14,,0.09,0.09,,95.65,,,0.83,745.62,,10.34,0.0
2022-12-21 08:00:00,2022-12-21 09:00:00,30.77,45.55,5.02,11.67,17.88,10.32,26.6,0.76,5.64,0.15,,0.09,0.09,,95.54,,,20.96,746.22,,10.47,0.0
2022-12-21 09:00:00,2022-12-21 10:00:00,32.41,46.98,6.11,11.16,18.9,10.33,26.28,0.79,5.62,0.16,,0.1,0.1,,95.48,,,51.49,746.96,,10.78,0.0
2022-12-21 10:00:00,2022-12-21 11:00:00,36.08,50.11,7.27,11.88,21.23,10.36,25.84,0.82,5.79,0.17,,0.1,0.1,,95.11,,,71.64,747.03,,11.35,0.0
2022-12-21 11:00:00,2022-12-21 12:00:00,42.38,60.09,8.43,14.52,25.34,10.19,26.87,0.86,5.75,0.17,,0.1,0.1,,94.5,,,97.11,746.46,,11.99,0.04
2022-12-21 12:00:00,2022-12-21 13:00:00,56.28,81.22,8.18,14.81,25.21,10.19,26.43,0.87,5.69,0.17,,0.1,0.1,,93.4,,,128.38,745.69,,12.79,0.24
2022-12-21 13:00:00,2022-12-21 14:00:00,45.81,63.97,6.83,15.71,24.17,10.2,26.22,0.84,6.04,0.17,,0.1,0.1,,92.02,,,149.37,744.97,,13.2,1.02
2022-12-21 14:00:00,2022-12-21 15:00:00,41.02,58.09,5.32,16.7,22.95,10.25,27.42,0.77,8.96,0.15,,0.09,0.09,,85.26,,,242.34,744.23,,14.99,0.04
2022-12-21 15:00:00,2022-12-21 16:00:00,,,,,0.0,5.13,26.32,0.08,7.07,0.04,,0.02,0.02,,71.34,,,62.85,743.53,,17.72,0.0
2022-12-21 16:00:00,2022-12-21 17:00:00,,,4.15,16.91,21.5,10.14,27.88,0.64,12.08,0.13,,0.08,0.08,,72.93,,,101.25,743.33,,17.37,0.0
2022-12-21 17:00:00,2022-12-21 18:00:00,,,4.07,17.76,22.18,10.3,28.73,0.71,10.64,0.14,,0.08,0.08,,81.88,,,3.35,743.25,,14.7,0.0
2022-12-21 18:00:00,2022-12-21 19:00:00,66.78,114.12,4.28,17.79,22.45,10.4,27.22,0.92,6.01,0.18,,0.12,0.11,,88.16,,,0.0,743.38,,13.27,0.0
2022-12-21 19:00:00,2022-12-21 20:00:00,102.58,153.64,5.32,22.38,28.2,10.29,26.22,1.25,5.78,0.25,,0.16,0.16,,90.88,,,0.0,743.77,,12.62,0.0
2022-12-21 20:00:00,2022-12-21 21:00:00,120.55,163.18,5.69,25.89,31.92,10.26,27.04,1.55,5.71,0.31,,0.18,0.18,,92.12,,,0.0,744.17,,12.15,0.0
2022-12-21 21:00:00,2022-12-21 22:00:00,120.3,168.24,6.71,23.67,31.32,10.24,26.48,1.79,5.69,0.36,,0.21,0.21,,92.94,,,0.0,744.49,,11.64,0.0
2022-12-21 22:00:00,2022-12-21 23:00:00,109.83,155.25,6.29,21.85,29.06,10.14,26.0,1.85,5.9,0.37,,0.22,0.22,,93.76,,,0.0,744.62,,10.77,0.0
2022-12-21 23:00:00,2022-12-22 00:00:00,85.17,117.73,5.32,21.39,27.23,10.08,26.6,1.8,6.02,0.36,,0.22,0.22,,94.48,,,0.0,744.63,,10.35,0.0
2022-12-22 00:00:00,2022-12-22 01:00:00,79.24,112.07,4.65,17.12,22.41,10.26,26.07,1.69,5.95,0.34,,0.2,0.2,,94.89,,,0.0,744.49,,9.57,0.0
2022-12-22 01:00:00,2022-12-22 02:00:00,65.48,97.58,4.75,15.37,20.88,10.25,26.0,1.55,6.23,0.31,,0.18,0.18,,95.27,,,0.0,744.27,,10.01,0.0
2022-12-22 02:00:00,2022-12-22 03:00:00,60.48,96.31,4.4,15.69,20.73,10.23,26.29,1.44,6.22,0.29,,0.18,0.18,,95.47,,,0.0,744.11,,10.31,0.0
2022-12-22 03:00:00,2022-12-22 04:00:00,50.86,84.55,4.1,12.39,17.2,10.38,26.06,1.28,6.19,0.26,,0.15,0.15,,95.61,,,0.0,743.93,,10.04,0.0
2022-12-22 04:00:00,2022-12-22 05:00:00,42.56,63.65,3.7,9.88,14.36,10.27,25.75,1.12,6.62,0.22,,0.14,0.14,,95.84,,,0.0,743.86,,9.65,0.0
2022-12-22 05:00:00,2022-12-22 06:00:00,38.67,56.63,3.73,9.43,13.97,10.16,26.31,0.98,6.56,0.2,,0.12,0.12,,96.01,,,0.0,744.17,,9.5,0.0
2022-12-22 06:00:00,2022-12-22 07:00:00,35.35,50.03,3.83,8.19,13.0,10.35,26.19,0.86,6.1,0.17,,0.1,0.1,,96.16,,,0.0,744.43,,9.38,0.0
2022-12-22 07:00:00,2022-12-22 08:00:00,35.42,49.03,4.08,7.99,13.17,10.22,26.07,0.76,6.37,0.15,,0.09,0.09,,96.2,,,3.42,744.91,,9.43,0.0
2022-12-22 08:00:00,2022-12-22 09:00:00,34.93,49.42,4.55,9.42,15.11,10.35,26.49,0.7,6.27,0.14,,0.09,0.09,,96.09,,,39.6,745.45,,9.48,0.0
2022-12-22 09:00:00,2022-12-22 10:00:00,36.05,54.84,4.86,8.69,14.88,10.31,26.02,0.68,5.96,0.14,,0.08,0.08,,95.5,,,89.88,745.92,,10.09,0.34
2022-12-22 10:00:00,2022-12-22 11:00:00,43.64,64.51,4.79,7.92,14.11,10.36,25.7,0.66,6.31,0.13,,0.08,0.08,,93.42,,,239.11,745.98,,11.25,0.22
2022-12-22 11:00:00,2022-12-22 12:00:00,46.16,64.56,5.03,9.89,16.3,10.25,26.45,0.66,6.29,0.13,,0.08,0.08,,88.15,,,392.88,745.54,,13.28,0.46
2022-12-22 12:00:00,2022-12-22 13:00:00,46.16,64.52,3.72,5.02,4.54,10.28,25.63,0.35,9.87,0.07,,0.04,0.04,,60.78,,,270.19,744.11,,19.2,0.0
2022-12-22 13:00:00,2022-12-22 14:00:00,46.16,64.52,4.61,11.53,17.16,10.26,26.65,0.55,9.15,0.11,,0.07,0.07,,54.46,,,367.54,743.61,,20.8,0.13
2022-12-22 14:00:00,2022-12-22 15:00:00,,,4.14,11.57,16.54,10.27,28.83,0.43,14.93,0.09,,0.05,0.05,,47.14,,,291.86,743.09,,22.57,0.47
2022-12-22 15:00:00,2022-12-22 16:00:00,33.98,55.4,3.6,15.84,12.95,8.96,27.35,0.35,12.02,0.07,,0.04,0.04,,46.76,,,192.36,742.67,,22.07,0.12
2022-12-22 16:00:00,2022-12-22 17:00:00,,,4.06,10.11,15.1,10.24,26.49,0.34,10.17,0.07,,0.04,0.04,,53.83,,,63.41,742.53,,20.36,0.0
2022-12-22 17:00:00,2022-12-22 18:00:00,,,3.88,11.46,16.08,10.35,27.6,0.4,10.6,0.08,,0.05,0.05,,67.45,,,1.47,742.55,,17.08,0.0
2022-12-22 18:00:00,2022-12-22 19:00:00,56.1,121.28,3.69,13.48,17.63,10.38,26.85,0.54,8.07,0.1,,0.06,0.06,,73.63,,,0.0,742.84,,15.31,0.16
2022-12-22 19:00:00,2022-12-22 20:00:00,89.07,158.35,3.82,18.97,22.91,10.27,26.04,0.76,7.72,0.16,,0.09,0.09,,76.39,,,0.0,743.32,,14.44,0.05
2022-12-22 20:00:00,2022-12-22 21:00:00,101.91,163.62,4.08,22.37,26.43,10.33,27.05,0.92,8.02,0.18,,0.11,0.11,,77.89,,,0.0,743.48,,13.84,0.0
2022-12-22 21:00:00,2022-12-22 22:00:00,88.13,136.45,4.12,19.42,23.73,10.27,26.42,0.99,7.74,0.2,,0.12,0.12,,81.31,,,0.0,743.63,,12.88,0.0
2022-12-22 22:00:00,2022-12-22 23:00:00,92.48,136.83,4.0,16.91,21.27,10.18,26.12,1.0,7.93,0.2,,0.12,0.12,,84.26,,,0.0,743.7,,12.2,0.0
2022-12-22 23:00:00,2022-12-23 00:00:00,94.16,142.63,4.02,17.19,21.55,10.27,26.93,1.01,7.73,0.2,,0.12,0.12,,87.44,,,0.0,743.78,,11.41,0.0
2022-12-23 00:00:00,2022-12-23 01:00:00,93.41,140.37,4.04,15.27,19.78,10.31,26.34,0.99,7.47,0.2,,0.12,0.12,,89.5,,,0.0,743.63,,11.11,0.0
2022-12-23 01:00:00,2022-12-23 02:00:00,88.25,130.22,3.83,14.12,18.3,10.3,26.1,0.94,7.71,0.19,,0.11,0.11,,91.06,,,0.0,743.68,,10.64,0.0
2022-12-23 02:00:00,2022-12-23 03:00:00,82.46,120.94,3.94,14.67,19.14,10.22,26.8,0.93,7.54,0.18,,0.11,0.11,,92.5,,,0.0,743.76,,10.17,0.0
2022-12-23 03:00:00,2022-12-23 04:00:00,81.13,118.05,4.0,12.74,17.41,10.31,26.23,0.88,7.31,0.18,,0.11,0.11,,93.19,,,0.0,743.68,,9.47,0.0
2022-12-23 04:00:00,2022-12-23 05:00:00,57.57,80.53,3.82,12.1,16.57,10.28,25.95,0.84,7.64,0.17,,0.1,0.1,,94.04,,,0.0,743.64,,9.08,0.0
2022-12-23 05:00:00,2022-12-23 06:00:00,51.34,73.24,3.7,12.3,16.57,10.24,26.54,0.8,7.88,0.16,,0.1,0.1,,94.52,,,0.0,743.89,,8.89,0.0
2022-12-23 06:00:00,2022-12-23 07:00:00,48.56,67.88,3.65,10.52,14.88,10.26,26.33,0.73,7.45,0.15,,0.09,0.09,,94.85,,,0.0,744.25,,8.54,0.0
2022-12-23 07:00:00,2022-12-23 08:00:00,42.39,64.4,3.94,11.17,15.86,10.29,26.34,0.69,7.44,0.14,,0.08,0.08,,95.07,,,7.43,744.75,,8.31,0.0
2022-12-23 08:00:00,2022-12-23 09:00:00,47.63,77.68,4.98,13.55,19.52,10.31,26.96,0.68,7.35,0.14,,0.08,0.08,,94.78,,,75.56,745.02,,8.27,0.0
2022-12-23 09:00:00,2022-12-23 10:00:00,44.94,66.88,6.17,12.09,19.88,10.29,26.48,0.66,7.25,0.13,,0.08,0.08,,91.99,,,267.56,745.49,,10.25,0.0
2022-12-23 10:00:00,2022-12-23 11:00:00,51.73,76.38,6.39,13.53,21.5,10.18,26.58,0.67,7.51,0.13,,0.08,0.08,,75.48,,,367.01,745.28,,13.98,0.0
2022-12-23 11:00:00,2022-12-23 12:00:00,49.84,78.41,4.9,17.02,22.65,10.3,28.14,0.66,9.11,0.13,,0.08,0.08,,56.22,,,398.82,744.71,,18.51,0.14
2022-12-23 12:00:00,2022-12-23 13:00:00,46.02,77.61,4.0,15.69,20.13,10.35,27.23,0.63,9.31,0.12,,0.08,0.08,,46.75,,,403.95,743.95,,21.08,0.37
2022-12-23 13:00:00,2022-12-23 14:00:00,44.94,72.34,4.01,14.01,18.63,10.27,27.05,0.56,12.18,0.11,,0.07,0.07,,39.93,,,357.68,743.29,,22.89,0.21
2022-12-23 14:00:00,2022-12-23 15:00:00,36.71,63.36,4.27,13.2,18.2,10.23,29.24,0.44,12.7,0.09,,0.05,0.05,,37.49,,,272.43,742.88,,24.02,0.54
2022-12-23 15:00:00,2022-12-23 16:00:00,30.52,58.29,3.67,10.91,15.27,10.3,27.55,0.3,12.88,0.06,,0.04,0.04,,34.66,,,166.83,742.52,,23.69,0.08
2022-12-23 16:00:00,2022-12-23 17:00:00,26.81,53.56,3.61,10.78,15.05,10.25,26.36,0.24,12.58,0.05,,0.03,0.03,,42.16,,,56.09,742.28,,21.11,0.0
2022-12-23 17:00:00,2022-12-23 18:00:00,32.52,82.24,4.17,16.06,20.72,10.33,28.14,0.32,10.11,0.07,,0.04,0.04,,56.25,,,1.13,742.3,,17.87,0.0
2022-12-23 18:00:00,2022-12-23 19:00:00,41.44,111.01,4.27,21.6,25.96,10.25,27.02,0.57,7.71,0.11,,0.07,0.07,,63.08,,,0.0,742.56,,16.06,0.0
2022-12-23 19:00:00,2022-12-23 20:00:00,69.16,138.27,4.56,26.06,30.47,10.28,26.18,0.8,7.79,0.16,,0.1,0.1,,66.18,,,0.0,742.94,,15.72,0.0
2022-12-23 20:00:00,2022-12-23 21:00:00,87.88,154.94,4.54,27.57,31.83,10.1,27.38,1.01,7.89,0.2,,0.12,0.12,,68.35,,,0.0,743.26,,15.3,0.0
2022-12-23 21:00:00,2022-12-23 22:00:00,86.31,136.34,4.01,22.57,26.48,10.21,26.55,1.09,8.3,0.22,,0.13,0.13,,66.45,,,0.0,743.58,,14.72,0.0
2022-12-23 22:00:00,2022-12-23 23:00:00,70.84,106.81,4.05,19.12,23.38,10.18,26.23,1.03,8.95,0.21,,0.12,0.12,,65.24,,,0.0,743.9,,13.97,0.0
2022-12-23 23:00:00,2022-12-24 00:00:00,63.17,94.89,3.9,17.48,21.68,10.22,27.25,0.92,9.36,0.19,,0.11,0.11,,65.86,,,0.0,743.92,,13.14,0.0
2022-12-24 00:00:00,2022-12-24 01:00:00,57.85,86.55,3.71,14.47,18.59,10.24,26.61,0.77,8.8,0.15,,0.09,0.09,,67.89,,,0.0,743.73,,12.54,0.0
2022-12-24 01:00:00,2022-12-24 02:00:00,56.56,83.34,3.75,13.27,17.52,10.27,26.44,0.65,9.09,0.13,,0.08,0.08,,71.51,,,0.0,743.7,,11.83,0.0
2022-12-24 02:00:00,2022-12-24 03:00:00,54.74,84.85,3.9,14.46,18.87,10.23,27.75,0.58,9.22,0.11,,0.07,0.07,,72.62,,,0.0,743.59,,11.76,0.0
2022-12-24 03:00:00,2022-12-24 04:00:00,55.89,87.75,3.68,12.28,16.54,10.3,26.78,0.53,8.6,0.1,,0.06,0.06,,73.53,,,0.0,743.48,,11.42,0.0
2022-12-24 04:00:00,2022-12-24 05:00:00,57.26,86.35,3.67,12.0,16.27,10.29,26.4,0.51,8.83,0.1,,0.06,0.06,,75.9,,,0.0,743.52,,10.73,0.0
2022-12-24 05:00:00,2022-12-24 06:00:00,56.21,83.65,3.8,11.61,16.09,10.24,27.1,0.5,9.02,0.1,,0.06,0.06,,75.29,,,0.0,743.55,,10.49,0.0
2022-12-24 06:00:00,2022-12-24 07:00:00,46.3,71.07,3.6,10.08,14.39,10.22,26.4,0.45,8.21,0.09,,0.05,0.05,,75.44,,,0.0,743.9,,10.21,0.0
2022-12-24 07:00:00,2022-12-24 08:00:00,49.0,80.66,3.38,8.75,12.82,10.29,26.21,0.45,8.19,0.09,,0.05,0.05,,76.91,,,34.23,744.49,,9.8,0.0
2022-12-24 08:00:00,2022-12-24 09:00:00,56.14,88.66,4.28,12.8,17.86,10.27,27.2,0.52,7.96,0.11,,0.06,0.06,,69.99,,,157.93,745.04,,12.27,0.0
2022-12-24 09:00:00,2022-12-24 10:00:00,76.27,120.62,4.63,15.28,20.63,10.28,26.81,0.61,8.11,0.12,,0.07,0.07,,62.7,,,284.53,745.48,,14.61,0.0
2022-12-24 10:00:00,2022-12-24 11:00:00,69.72,109.06,4.36,16.21,21.12,10.34,27.02,0.64,9.52,0.13,,0.08,0.08,,54.84,,,364.7,745.54,,17.62,0.0
2022-12-24 11:00:00,2022-12-24 12:00:00,46.16,77.64,4.35,16.33,21.21,10.19,28.92,0.55,11.98,0.11,,0.07,0.07,,41.54,,,404.28,745.15,,20.79,0.0
2022-12-24 12:00:00,2022-12-24 13:00:00,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,0.0
2022-12-24 13:00:00,2022-12-24 14:00:00,32.97,,103.87,10.67,16.9,9.43,28.33,0.2,60.09,0.04,,0.03,0.03,,29.79,,,354.72,743.91,,23.32,0.0
2022-12-24 14:00:00,2022-12-24 15:00:00,32.97,,4.33,10.64,17.21,9.54,30.01,0.12,17.47,0.02,,0.01,0.01,,28.65,,,293.88,743.57,,23.65,0.0
2022-12-24 15:00:00,2022-12-24 16:00:00,,,3.41,8.71,12.84,10.3,28.19,0.01,16.42,0.0,,,,,30.01,,,194.9,743.39,,22.77,0.0
2022-12-24 16:00:00,2022-12-24 17:00:00,,,3.55,9.89,14.15,10.35,27.55,0.23,14.43,0.05,,0.03,0.03,,34.98,,,76.17,743.29,,20.95,0.0
2022-12-24 17:00:00,2022-12-24 18:00:00,23.48,57.81,3.8,12.31,16.73,10.28,28.94,0.73,13.34,0.15,,0.09,0.09,,42.47,,,2.21,743.41,,18.38,0.0
2022-12-24 18:00:00,2022-12-24 19:00:00,33.59,117.83,3.4,14.92,18.56,10.24,27.11,0.88,10.13,0.17,,0.1,0.1,,49.48,,,0.0,743.69,,16.46,0.0
2022-12-24 19:00:00,2022-12-24 20:00:00,64.5,127.07,3.61,19.91,23.46,10.16,26.84,1.1,9.28,0.22,,0.13,0.13,,54.05,,,0.0,743.92,,15.4,0.04
2022-12-24 20:00:00,2022-12-24 21:00:00,88.46,177.97,3.73,23.04,26.55,10.19,28.07,1.31,10.14,0.26,,0.16,0.16,,56.76,,,0.0,744.26,,14.5,0.27
2022-12-24 21:00:00,2022-12-24 22:00:00,65.27,119.52,3.47,19.37,22.77,10.16,26.7,1.34,9.97,0.27,,0.16,0.16,,66.04,,,0.0,744.87,,13.0,0.0
