From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree)
2023-02-28 13:00:00,2023-02-28 14:00:00,11.09,89.42,0.75,0.88,1.62,0.77,0.48,66.43,24.16,3.52,293.35,333.39,800.3,25.56
2023-02-28 14:00:00,2023-02-28 15:00:00,12.8,89.08,0.73,0.96,1.69,0.83,0.5,65.71,28.12,4.08,282.88,281.83,800.31,25.28
2023-02-28 15:00:00,2023-02-28 16:00:00,14.36,106.3,0.75,1.07,1.83,0.8,0.5,58.29,28.61,3.92,278.52,292.94,800.3,25.46
2023-02-28 16:00:00,2023-02-28 17:00:00,11.25,99.39,0.72,0.87,1.58,0.44,0.46,62.24,23.12,4.58,140.35,115.98,800.29,25.45
2023-02-28 17:00:00,2023-02-28 18:00:00,10.03,91.47,0.72,1.34,2.06,0.55,0.49,56.03,27.45,4.21,166.84,73.49,800.28,24.18
2023-02-28 18:00:00,2023-02-28 19:00:00,10.27,91.41,0.7,2.0,2.7,0.53,0.52,54.73,30.02,4.02,92.15,3.22,800.27,22.66
2023-02-28 19:00:00,2023-02-28 20:00:00,10.31,78.76,0.69,2.03,2.72,0.66,0.56,54.08,31.25,2.76,90.45,0.73,800.26,22.07
2023-02-28 20:00:00,2023-02-28 21:00:00,15.96,81.27,0.71,3.99,4.7,0.58,0.7,36.52,39.88,2.0,268.82,0.72,800.28,20.0
2023-02-28 21:00:00,2023-02-28 22:00:00,20.44,103.31,0.71,2.99,3.7,0.61,0.63,33.09,51.17,1.68,244.74,0.72,800.27,17.46
2023-02-28 22:00:00,2023-02-28 23:00:00,15.74,80.15,0.7,2.12,2.83,0.56,0.56,32.27,54.21,1.08,245.21,0.71,800.27,16.85
2023-02-28 23:00:00,2023-03-01 00:00:00,10.47,63.08,0.7,1.25,1.95,0.41,0.48,36.34,53.21,1.24,230.12,0.71,800.27,17.13
2023-03-01 00:00:00,2023-03-01 01:00:00,13.99,44.86,0.71,0.92,1.64,0.42,0.44,36.11,58.65,1.37,196.96,0.72,800.26,16.18
2023-03-01 01:00:00,2023-03-01 02:00:00,8.11,36.55,0.7,0.81,1.52,0.42,0.43,32.83,60.12,0.78,220.63,0.7,800.25,15.83
2023-03-01 02:00:00,2023-03-01 03:00:00,7.53,32.24,0.69,0.36,1.06,0.35,0.41,33.59,61.18,0.61,185.43,0.71,800.25,15.59
2023-03-01 03:00:00,2023-03-01 04:00:00,7.76,24.25,0.72,0.47,1.18,0.45,0.41,31.45,66.56,0.65,161.99,0.71,800.24,14.38
2023-03-01 04:00:00,2023-03-01 05:00:00,5.84,23.93,0.7,0.08,0.68,0.41,0.39,33.99,68.63,0.47,173.66,0.68,800.25,13.66
2023-03-01 05:00:00,2023-03-01 06:00:00,8.16,23.0,0.7,0.33,1.02,0.44,0.4,33.43,65.31,0.74,203.56,0.68,800.24,14.32
2023-03-01 06:00:00,2023-03-01 07:00:00,8.09,29.38,0.71,0.55,1.26,0.5,0.45,30.14,65.82,1.72,222.97,1.22,800.25,14.51
2023-03-01 07:00:00,2023-03-01 08:00:00,13.85,68.58,0.74,1.81,2.55,0.62,0.49,30.65,58.88,3.36,261.69,13.96,800.26,16.23
2023-03-01 08:00:00,2023-03-01 09:00:00,22.0,121.08,0.87,3.16,4.03,0.84,0.66,24.24,63.89,1.69,219.65,45.06,800.25,16.0
2023-03-01 09:00:00,2023-03-01 10:00:00,28.51,133.1,1.1,2.95,4.05,1.03,0.64,26.57,57.16,1.26,239.74,199.31,800.25,18.61
2023-03-01 10:00:00,2023-03-01 11:00:00,26.12,140.26,0.99,2.86,3.85,1.23,0.64,39.94,46.53,1.66,241.68,380.52,800.26,22.02
2023-03-01 11:00:00,2023-03-01 12:00:00,23.1,125.49,0.81,2.4,3.21,1.26,0.62,65.52,37.48,1.99,264.85,470.76,800.26,24.72
2023-03-01 12:00:00,2023-03-01 13:00:00,15.34,91.61,0.74,1.05,1.79,0.86,0.5,66.98,29.44,2.07,249.83,491.04,800.25,26.62
2023-03-01 13:00:00,2023-03-01 14:00:00,8.67,58.41,0.71,0.49,1.21,0.62,0.46,76.7,25.03,1.88,221.59,469.94,800.25,27.92
2023-03-01 14:00:00,2023-03-01 15:00:00,6.6,51.84,0.72,0.28,1.0,0.58,0.45,76.84,25.34,3.0,277.58,405.83,800.27,27.6
2023-03-01 15:00:00,2023-03-01 16:00:00,7.63,46.19,0.73,0.33,1.05,0.59,0.45,69.36,25.56,3.78,283.05,323.08,800.29,27.52
2023-03-01 16:00:00,2023-03-01 17:00:00,7.63,73.92,0.74,0.54,1.29,0.53,0.46,59.59,26.41,4.83,276.66,223.56,800.3,26.73
2023-03-01 17:00:00,2023-03-01 18:00:00,7.86,93.65,0.72,0.9,1.61,0.53,0.48,55.12,27.12,5.09,123.75,86.74,800.29,25.37
2023-03-01 18:00:00,2023-03-01 19:00:00,9.15,67.82,0.71,2.45,3.17,0.55,0.56,53.31,29.63,2.65,140.83,3.42,800.27,23.55
2023-03-01 19:00:00,2023-03-01 20:00:00,12.64,94.32,0.76,4.67,5.43,0.66,0.68,31.52,44.52,1.74,253.41,0.74,800.29,20.19
2023-03-01 20:00:00,2023-03-01 21:00:00,15.97,89.17,0.72,2.94,3.66,0.69,0.66,31.04,52.33,0.8,229.44,0.72,800.27,18.33
2023-03-01 21:00:00,2023-03-01 22:00:00,16.93,67.71,0.7,1.91,2.62,0.65,0.59,31.57,58.5,0.4,201.89,0.71,800.27,16.89
2023-03-01 22:00:00,2023-03-01 23:00:00,12.13,52.55,0.72,1.74,2.46,0.51,0.56,28.58,65.48,0.41,182.57,0.72,800.27,15.39
2023-03-01 23:00:00,2023-03-02 00:00:00,12.84,45.15,0.71,1.17,1.88,0.49,0.52,29.24,68.33,0.31,167.58,0.7,800.25,14.75
2023-03-02 00:00:00,2023-03-02 01:00:00,3.42,36.94,0.7,0.94,1.64,0.43,0.48,29.16,70.1,0.36,161.11,0.71,800.24,14.24
2023-03-02 01:00:00,2023-03-02 02:00:00,4.79,22.28,0.7,0.49,1.2,0.47,0.45,27.14,73.16,1.09,182.23,0.72,800.25,13.57
2023-03-02 02:00:00,2023-03-02 03:00:00,7.75,20.8,0.71,0.16,0.86,0.31,0.43,27.98,73.02,0.82,171.45,0.7,800.24,13.45
2023-03-02 03:00:00,2023-03-02 04:00:00,8.69,15.93,0.71,0.01,0.64,0.31,0.42,29.87,73.47,1.11,185.07,0.7,800.24,13.02
2023-03-02 04:00:00,2023-03-02 05:00:00,7.36,15.34,0.7,0.01,0.62,0.37,0.42,29.51,72.3,1.14,173.67,0.69,800.24,13.02
2023-03-02 05:00:00,2023-03-02 06:00:00,6.33,19.27,0.71,0.39,1.1,0.47,0.44,28.23,70.56,1.12,174.21,0.72,800.24,13.14
2023-03-02 06:00:00,2023-03-02 07:00:00,8.57,24.43,0.7,0.57,1.27,0.48,0.48,24.72,72.28,1.03,135.6,3.14,800.24,12.84
2023-03-02 07:00:00,2023-03-02 08:00:00,12.8,36.03,0.87,1.48,2.35,0.48,0.6,21.99,68.86,1.0,114.45,68.68,800.25,14.15
2023-03-02 08:00:00,2023-03-02 09:00:00,13.84,57.06,1.25,3.14,4.38,0.74,0.66,24.65,52.19,0.74,212.67,198.07,800.27,19.02
2023-03-02 09:00:00,2023-03-02 10:00:00,16.7,107.28,1.42,4.59,6.02,1.25,0.7,37.86,43.44,1.48,240.4,328.53,800.31,21.11
2023-03-02 10:00:00,2023-03-02 11:00:00,15.23,115.36,0.86,2.17,3.04,0.98,0.6,55.06,36.55,1.29,223.26,436.93,800.31,24.03
2023-03-02 11:00:00,2023-03-02 12:00:00,13.32,92.3,0.79,1.31,2.1,0.8,0.54,68.62,32.74,2.39,249.67,499.5,800.3,25.38
2023-03-02 12:00:00,2023-03-02 13:00:00,11.95,85.31,0.79,1.17,1.96,0.83,0.52,71.84,28.59,2.91,263.53,511.8,800.28,27.22
2023-03-02 13:00:00,2023-03-02 14:00:00,9.25,75.46,0.74,0.72,1.46,0.67,0.51,76.7,26.89,3.07,264.21,484.16,800.29,28.36
2023-03-02 14:00:00,2023-03-02 15:00:00,10.03,76.87,0.74,0.55,1.29,0.86,0.5,79.63,25.22,4.04,273.58,407.02,800.29,28.52
2023-03-02 15:00:00,2023-03-02 16:00:00,10.96,87.96,0.73,0.39,1.12,1.46,0.5,81.92,25.23,5.46,279.5,302.0,800.32,28.01
2023-03-02 16:00:00,2023-03-02 17:00:00,15.36,94.94,0.74,0.9,1.63,1.6,0.53,83.56,28.95,4.57,287.89,179.74,800.32,27.32
2023-03-02 17:00:00,2023-03-02 18:00:00,13.0,95.67,0.72,1.09,1.81,1.26,0.54,79.15,33.07,3.69,274.0,51.87,800.32,25.34
2023-03-02 18:00:00,2023-03-02 19:00:00,22.33,106.89,0.74,3.25,3.99,1.26,0.71,57.36,41.9,1.65,236.67,3.15,800.3,22.88
2023-03-02 19:00:00,2023-03-02 20:00:00,27.99,132.62,0.71,3.32,4.04,0.87,0.75,54.3,53.56,0.6,133.97,0.72,800.27,20.17
2023-03-02 20:00:00,2023-03-02 21:00:00,29.02,119.23,0.75,4.85,5.61,0.82,0.85,27.48,63.4,0.61,225.21,0.73,800.27,18.36
2023-03-02 21:00:00,2023-03-02 22:00:00,29.33,121.29,0.73,4.15,4.87,0.73,0.88,24.7,68.35,0.32,148.33,0.73,800.25,17.27
2023-03-02 22:00:00,2023-03-02 23:00:00,29.28,100.11,0.72,3.56,4.28,0.54,0.9,24.88,72.09,0.46,193.32,0.74,800.26,16.44
2023-03-02 23:00:00,2023-03-03 00:00:00,30.49,107.04,0.78,6.32,7.1,0.66,1.09,14.57,75.17,0.72,199.06,0.74,800.26,15.71
2023-03-03 00:00:00,2023-03-03 01:00:00,33.51,118.73,0.72,6.37,7.09,0.76,1.1,12.81,76.22,1.02,177.91,0.72,800.27,15.38
2023-03-03 01:00:00,2023-03-03 02:00:00,30.17,99.51,0.72,3.69,4.41,0.62,0.85,18.26,77.21,0.9,158.6,0.71,800.27,14.92
2023-03-03 02:00:00,2023-03-03 03:00:00,23.85,79.61,0.72,1.81,2.53,0.61,0.66,28.24,74.88,1.04,185.79,0.72,800.25,14.97
2023-03-03 03:00:00,2023-03-03 04:00:00,18.52,60.54,0.71,0.93,1.64,0.52,0.55,32.12,72.34,1.06,149.0,0.7,800.26,14.86
2023-03-03 04:00:00,2023-03-03 05:00:00,14.21,47.53,0.71,0.53,1.25,0.48,0.5,30.89,72.44,0.91,157.68,0.72,800.26,14.21
2023-03-03 05:00:00,2023-03-03 06:00:00,12.96,39.77,0.71,0.83,1.55,0.43,0.5,27.57,69.23,1.01,139.36,0.7,800.26,14.49
2023-03-03 06:00:00,2023-03-03 07:00:00,13.0,44.36,0.72,1.02,1.74,0.44,0.53,28.33,66.84,1.1,159.2,4.98,800.26,14.65
2023-03-03 07:00:00,2023-03-03 08:00:00,15.05,50.22,0.87,2.07,2.94,0.56,0.6,23.27,61.59,1.07,173.6,86.97,800.25,16.54
2023-03-03 08:00:00,2023-03-03 09:00:00,17.61,72.7,1.1,3.07,4.16,0.87,0.64,27.13,46.3,1.53,258.24,189.76,800.29,20.43
2023-03-03 09:00:00,2023-03-03 10:00:00,13.68,93.6,0.96,1.98,2.94,0.74,0.6,35.61,40.4,2.33,283.65,275.95,800.31,22.04
2023-03-03 10:00:00,2023-03-03 11:00:00,13.68,100.93,0.94,1.89,2.83,0.75,0.59,43.46,36.27,2.71,284.44,423.11,800.31,23.97
2023-03-03 11:00:00,2023-03-03 12:00:00,11.33,78.8,0.89,1.17,2.06,0.66,0.51,52.45,28.69,3.88,281.46,495.07,800.31,26.49
2023-03-03 12:00:00,2023-03-03 13:00:00,6.56,78.0,0.9,1.01,1.9,0.62,0.49,58.28,25.98,5.82,292.22,511.46,800.31,27.56
2023-03-03 13:00:00,2023-03-03 14:00:00,10.04,90.45,0.76,0.49,1.26,1.02,0.5,70.41,24.74,5.45,284.76,483.27,800.31,28.16
2023-03-03 14:00:00,2023-03-03 15:00:00,6.78,75.73,0.77,0.43,1.19,1.05,0.48,74.01,25.11,5.1,277.75,404.46,800.32,28.14
2023-03-03 15:00:00,2023-03-03 16:00:00,8.28,63.05,0.76,0.49,1.25,3.21,0.48,73.22,27.3,5.55,279.11,317.54,800.32,27.58
2023-03-03 16:00:00,2023-03-03 17:00:00,8.88,68.22,0.75,0.44,1.19,2.18,0.49,70.68,30.82,5.28,276.51,186.85,800.31,26.4
2023-03-03 17:00:00,2023-03-03 18:00:00,9.28,67.13,0.76,1.2,1.95,1.86,0.54,68.66,34.06,3.22,281.18,67.44,800.32,25.43
2023-03-03 18:00:00,2023-03-03 19:00:00,13.87,88.65,0.77,3.15,3.92,1.71,0.66,48.51,44.42,1.31,237.6,3.29,800.3,22.57
2023-03-03 19:00:00,2023-03-03 20:00:00,14.65,97.17,0.73,2.66,3.4,0.93,0.7,39.91,57.9,0.32,162.07,0.73,800.27,19.35
2023-03-03 20:00:00,2023-03-03 21:00:00,20.92,83.97,0.73,2.3,3.02,0.89,0.72,40.25,63.92,0.41,133.0,0.71,800.26,18.36
2023-03-03 21:00:00,2023-03-03 22:00:00,22.58,83.86,0.72,2.08,2.8,0.76,0.7,42.19,68.23,0.34,148.2,0.73,800.26,17.69
2023-03-03 22:00:00,2023-03-03 23:00:00,20.13,86.42,1.13,6.47,7.6,0.79,0.95,23.99,74.19,0.32,180.77,0.73,800.27,16.69
2023-03-03 23:00:00,2023-03-04 00:00:00,19.2,90.43,0.75,2.16,2.92,0.69,0.71,29.42,73.23,0.31,141.71,0.72,800.26,16.2
2023-03-04 00:00:00,2023-03-04 01:00:00,14.26,69.03,0.73,1.5,2.24,0.59,0.64,27.58,77.78,0.55,184.12,0.72,800.27,15.41
2023-03-04 01:00:00,2023-03-04 02:00:00,16.45,62.83,0.73,1.13,1.87,0.71,0.61,26.72,81.84,0.35,184.16,0.72,800.27,14.58
2023-03-04 02:00:00,2023-03-04 03:00:00,19.65,64.27,0.73,2.17,2.9,0.59,0.64,22.8,82.4,0.41,214.12,0.76,800.28,14.51
2023-03-04 03:00:00,2023-03-04 04:00:00,20.66,70.11,0.73,2.95,3.68,0.56,0.69,16.25,82.17,0.58,181.15,0.73,800.28,14.05
2023-03-04 04:00:00,2023-03-04 05:00:00,18.64,64.77,0.72,1.85,2.57,0.57,0.65,19.16,81.2,0.34,133.98,0.76,800.28,14.2
2023-03-04 05:00:00,2023-03-04 06:00:00,17.43,62.91,0.74,1.36,2.1,0.66,0.65,21.61,83.84,0.5,206.07,0.74,800.3,13.72
2023-03-04 06:00:00,2023-03-04 07:00:00,19.58,63.39,0.75,1.29,2.04,0.73,0.67,20.17,84.84,1.06,176.96,3.47,800.3,13.43
2023-03-04 07:00:00,2023-03-04 08:00:00,20.72,70.24,0.91,2.6,3.51,0.7,0.72,18.02,79.46,1.22,228.23,72.98,800.3,14.95
2023-03-04 08:00:00,2023-03-04 09:00:00,25.34,98.07,1.22,3.92,5.13,0.76,0.76,23.29,62.1,1.18,228.14,209.49,800.29,19.13
2023-03-04 09:00:00,2023-03-04 10:00:00,21.09,107.52,0.96,2.6,3.56,1.02,0.68,37.27,49.03,1.61,254.87,337.94,800.32,21.55
2023-03-04 10:00:00,2023-03-04 11:00:00,16.31,93.75,0.81,1.56,2.36,0.97,0.62,45.24,43.25,1.62,262.65,413.46,800.32,24.07
2023-03-04 11:00:00,2023-03-04 12:00:00,15.79,94.26,0.82,1.96,2.79,1.04,0.64,64.88,36.38,2.57,271.58,496.42,800.3,25.6
2023-03-04 12:00:00,2023-03-04 13:00:00,11.33,79.63,0.76,0.87,1.63,0.76,0.56,66.25,30.68,4.25,273.45,506.82,800.31,26.75
2023-03-04 13:00:00,2023-03-04 14:00:00,11.1,70.91,0.76,0.94,1.71,0.78,0.57,68.91,30.87,4.43,281.36,472.78,800.31,27.98
2023-03-04 14:00:00,2023-03-04 15:00:00,13.97,84.79,0.75,0.8,1.56,1.34,0.57,77.53,30.51,4.93,274.13,404.54,800.32,28.0
2023-03-04 15:00:00,2023-03-04 16:00:00,12.01,78.47,0.74,0.36,1.1,1.09,0.52,69.83,30.12,5.26,260.13,313.67,800.31,27.32
2023-03-04 16:00:00,2023-03-04 17:00:00,6.24,67.07,0.76,0.38,1.14,0.9,0.5,65.66,30.73,4.26,275.09,191.33,800.31,26.69
2023-03-04 17:00:00,2023-03-04 18:00:00,6.67,57.58,0.74,0.78,1.53,1.21,0.53,58.79,34.84,2.99,265.16,62.63,800.31,25.26
2023-03-04 18:00:00,2023-03-04 19:00:00,10.65,76.97,0.75,2.53,3.27,0.94,0.62,41.82,48.08,1.03,210.89,3.71,800.3,22.29
2023-03-04 19:00:00,2023-03-04 20:00:00,13.78,78.2,0.74,2.16,2.9,0.95,0.63,44.6,54.27,0.76,179.88,0.74,800.29,20.39
2023-03-04 20:00:00,2023-03-04 21:00:00,18.03,72.63,0.75,2.3,3.05,0.89,0.69,41.72,62.86,0.64,148.3,0.75,800.28,18.77
2023-03-04 21:00:00,2023-03-04 22:00:00,22.99,74.51,0.73,1.95,2.68,0.86,0.65,38.33,69.83,0.46,141.02,0.73,800.27,17.28
2023-03-04 22:00:00,2023-03-04 23:00:00,20.15,62.91,0.74,1.88,2.61,0.71,0.66,33.72,71.3,0.39,135.98,0.74,800.27,16.81
2023-03-04 23:00:00,2023-03-05 00:00:00,18.09,61.71,0.74,1.73,2.46,0.64,0.62,32.43,75.41,0.32,134.39,0.73,800.27,15.86
2023-03-05 00:00:00,2023-03-05 01:00:00,18.18,69.81,0.73,1.33,2.06,0.52,0.62,27.77,78.7,0.32,173.98,0.73,800.26,15.16
2023-03-05 01:00:00,2023-03-05 02:00:00,12.92,54.14,0.74,1.03,1.77,0.57,0.6,25.86,81.93,0.32,165.68,0.73,800.27,14.48
2023-03-05 02:00:00,2023-03-05 03:00:00,15.09,50.29,0.73,1.0,1.73,0.53,0.59,26.5,83.56,0.32,178.99,0.73,800.28,13.97
2023-03-05 03:00:00,2023-03-05 04:00:00,17.33,50.42,0.74,1.16,1.9,0.47,0.61,22.37,84.68,0.32,216.23,0.73,800.3,13.69
2023-03-05 04:00:00,2023-03-05 05:00:00,17.39,53.7,0.74,1.93,2.67,0.5,0.63,15.38,83.54,0.65,169.37,0.72,800.3,13.53
2023-03-05 05:00:00,2023-03-05 06:00:00,17.23,57.21,0.74,1.8,2.54,0.61,0.63,17.53,81.81,1.16,188.69,0.75,800.3,13.57
2023-03-05 06:00:00,2023-03-05 07:00:00,20.02,67.75,0.75,1.85,2.61,0.75,0.69,19.16,79.53,1.15,122.73,2.9,800.3,14.11
2023-03-05 07:00:00,2023-03-05 08:00:00,24.59,66.58,0.82,1.77,2.59,0.66,0.73,19.45,77.3,0.87,161.81,73.0,800.3,15.03
2023-03-05 08:00:00,2023-03-05 09:00:00,22.19,71.71,1.04,2.47,3.51,0.77,0.74,21.8,65.59,1.22,246.18,208.94,800.3,18.33
2023-03-05 09:00:00,2023-03-05 10:00:00,17.22,92.8,0.93,2.1,3.03,0.98,0.7,39.09,51.46,2.42,281.17,336.19,800.32,21.05
2023-03-05 10:00:00,2023-03-05 11:00:00,19.36,98.1,0.85,1.83,2.68,1.12,0.68,48.88,44.59,2.19,287.92,430.88,800.32,22.79
2023-03-05 11:00:00,2023-03-05 12:00:00,15.52,94.33,0.8,1.43,2.23,1.13,0.61,61.56,38.05,2.19,255.53,488.54,800.31,25.23
2023-03-05 12:00:00,2023-03-05 13:00:00,11.68,67.94,0.76,0.91,1.67,1.18,0.57,71.77,31.28,2.48,257.92,500.82,800.32,26.77
2023-03-05 13:00:00,2023-03-05 14:00:00,10.03,61.52,0.76,0.71,1.46,0.96,0.59,75.43,30.69,3.18,266.33,467.43,800.32,27.45
2023-03-05 14:00:00,2023-03-05 15:00:00,12.91,65.86,0.75,0.66,1.41,1.14,0.59,81.48,30.43,3.99,282.63,398.76,800.32,27.52
2023-03-05 15:00:00,2023-03-05 16:00:00,19.48,89.14,0.75,1.01,1.75,2.37,0.64,94.59,34.82,4.66,279.54,297.97,800.32,26.76
2023-03-05 16:00:00,2023-03-05 17:00:00,16.36,86.81,0.75,0.69,1.43,1.71,0.58,75.41,34.67,4.35,278.55,192.05,800.32,26.43
2023-03-05 17:00:00,2023-03-05 18:00:00,13.41,73.83,0.75,0.96,1.7,2.7,0.57,72.86,37.65,3.53,264.07,73.31,800.31,24.97
2023-03-05 18:00:00,2023-03-05 19:00:00,17.09,88.11,0.73,1.99,2.72,2.27,0.66,61.46,46.89,1.47,225.51,4.12,800.3,22.13
2023-03-05 19:00:00,2023-03-05 20:00:00,19.54,94.0,0.74,1.99,2.73,1.35,0.67,48.99,57.11,0.66,178.21,0.74,800.29,19.6
2023-03-05 20:00:00,2023-03-05 21:00:00,21.6,79.94,0.74,1.5,2.24,0.95,0.71,47.3,65.24,0.32,152.5,0.73,800.29,17.67
2023-03-05 21:00:00,2023-03-05 22:00:00,20.77,65.4,0.73,1.79,2.53,0.84,0.71,44.98,67.61,0.65,116.63,0.73,800.28,17.24
2023-03-05 22:00:00,2023-03-05 23:00:00,19.5,66.99,0.74,1.08,1.82,0.78,0.64,44.69,71.86,0.32,156.41,0.73,800.28,16.34
2023-03-05 23:00:00,2023-03-06 00:00:00,18.6,55.83,0.73,0.93,1.66,0.67,0.63,38.33,76.5,0.32,160.22,0.74,800.27,15.42
2023-03-06 00:00:00,2023-03-06 01:00:00,20.1,59.54,0.74,0.94,1.68,0.66,0.64,36.89,79.32,0.33,170.75,0.72,800.26,14.56
2023-03-06 01:00:00,2023-03-06 02:00:00,16.29,60.62,0.74,0.7,1.44,0.48,0.61,33.95,81.23,0.32,175.22,0.73,800.27,13.83
2023-03-06 02:00:00,2023-03-06 03:00:00,19.48,53.55,0.74,0.62,1.36,0.69,0.6,29.96,82.77,0.32,203.94,0.75,800.28,13.33
2023-03-06 03:00:00,2023-03-06 04:00:00,17.25,48.75,0.75,0.98,1.73,0.57,0.61,30.47,84.59,1.04,195.84,0.74,800.29,12.91
2023-03-06 04:00:00,2023-03-06 05:00:00,17.69,57.44,0.74,1.75,2.5,0.52,0.64,22.38,84.18,1.02,204.48,0.75,800.29,12.74
2023-03-06 05:00:00,2023-03-06 06:00:00,18.05,59.95,0.74,1.33,2.08,0.6,0.64,23.84,83.71,1.02,195.43,0.76,800.3,12.46
2023-03-06 06:00:00,2023-03-06 07:00:00,19.7,57.56,0.76,1.28,2.04,0.62,0.68,25.02,84.47,0.89,177.59,4.17,800.29,12.39
2023-03-06 07:00:00,2023-03-06 08:00:00,21.08,67.03,0.8,1.46,2.26,0.66,0.74,23.34,77.73,0.73,162.15,85.73,800.28,14.84
2023-03-06 08:00:00,2023-03-06 09:00:00,21.04,74.14,0.93,2.27,3.21,0.74,0.73,28.48,60.25,0.9,221.27,195.1,800.3,19.49
2023-03-06 09:00:00,2023-03-06 10:00:00,19.65,104.15,0.92,2.53,3.46,1.02,0.72,43.42,51.51,1.54,245.29,331.5,800.32,20.85
2023-03-06 10:00:00,2023-03-06 11:00:00,19.95,97.13,0.79,1.6,2.4,1.08,0.66,56.08,41.83,1.07,204.01,426.29,800.31,24.71
2023-03-06 11:00:00,2023-03-06 12:00:00,13.41,76.16,0.75,0.67,1.42,1.34,0.6,75.87,37.19,2.12,199.01,486.68,800.3,25.8
2023-03-06 12:00:00,2023-03-06 13:00:00,13.14,61.34,0.76,0.73,1.5,1.3,0.61,80.34,37.35,1.99,206.21,493.37,800.28,26.51
2023-03-06 13:00:00,2023-03-06 14:00:00,15.12,65.66,0.76,0.96,1.72,1.12,0.64,84.42,35.34,2.9,255.38,460.17,800.3,26.7
2023-03-06 14:00:00,2023-03-06 15:00:00,17.27,78.73,0.76,0.82,1.58,1.23,0.67,92.82,36.59,3.96,254.82,387.31,800.31,26.52
2023-03-06 15:00:00,2023-03-06 16:00:00,24.71,98.7,0.75,1.03,1.78,1.69,0.69,98.94,39.73,4.53,269.17,289.04,800.32,25.81
2023-03-06 16:00:00,2023-03-06 17:00:00,25.75,98.02,0.76,1.09,1.85,1.92,0.68,96.99,40.48,4.33,280.58,180.06,800.32,25.41
2023-03-06 17:00:00,2023-03-06 18:00:00,21.5,91.62,0.75,1.08,1.83,1.82,0.65,92.2,42.14,3.89,274.54,66.53,800.32,24.36
2023-03-06 18:00:00,2023-03-06 19:00:00,23.48,109.48,0.75,2.46,3.2,1.77,0.74,80.94,51.24,1.83,256.99,4.04,800.32,22.09
2023-03-06 19:00:00,2023-03-06 20:00:00,32.5,119.57,0.76,2.02,2.77,1.08,0.78,64.89,64.19,0.41,168.58,0.74,800.29,19.29
2023-03-06 20:00:00,2023-03-06 21:00:00,34.26,111.29,0.76,2.1,2.86,0.85,0.84,62.11,70.19,0.32,157.59,0.76,800.28,17.66
2023-03-06 21:00:00,2023-03-06 22:00:00,35.73,107.85,0.75,1.97,2.72,0.78,0.82,59.74,72.81,0.32,128.72,0.73,800.27,16.99
2023-03-06 22:00:00,2023-03-06 23:00:00,32.36,98.5,0.75,2.06,2.81,0.79,0.81,53.77,73.97,0.64,149.61,0.73,800.28,16.65
2023-03-06 23:00:00,2023-03-07 00:00:00,30.37,98.41,0.75,1.53,2.28,0.74,0.78,44.3,79.41,0.32,146.53,0.75,800.27,15.58
2023-03-07 00:00:00,2023-03-07 01:00:00,23.34,93.26,0.74,1.12,1.87,0.63,0.73,43.79,81.83,0.32,175.63,0.71,800.26,15.03
2023-03-07 01:00:00,2023-03-07 02:00:00,25.74,74.93,0.75,0.89,1.65,0.6,0.7,44.41,83.53,0.32,168.12,0.76,800.27,14.67
2023-03-07 02:00:00,2023-03-07 03:00:00,27.9,69.91,0.74,0.73,1.48,0.64,0.69,37.47,84.75,0.32,164.93,0.75,800.28,14.47
2023-03-07 03:00:00,2023-03-07 04:00:00,28.29,68.3,0.75,0.7,1.45,0.61,0.68,37.02,85.31,0.32,111.89,0.72,800.28,14.32
2023-03-07 04:00:00,2023-03-07 05:00:00,26.81,69.96,0.75,0.9,1.65,0.63,0.7,32.44,87.03,0.32,191.17,0.72,800.29,13.7
2023-03-07 05:00:00,2023-03-07 06:00:00,26.71,74.75,0.76,0.91,1.67,0.59,0.71,26.92,88.34,0.32,204.92,0.75,800.29,13.22
2023-03-07 06:00:00,2023-03-07 07:00:00,28.07,66.83,0.75,0.89,1.65,0.65,0.75,25.05,87.47,0.32,175.12,4.15,800.29,12.82
2023-03-07 07:00:00,2023-03-07 08:00:00,27.09,72.65,0.86,2.21,3.07,0.64,0.77,21.28,83.11,0.93,219.74,62.55,800.3,13.99
2023-03-07 08:00:00,2023-03-07 09:00:00,32.05,95.66,1.01,3.79,4.8,0.82,0.87,26.16,70.92,1.12,216.62,148.26,800.29,17.41
2023-03-07 09:00:00,2023-03-07 10:00:00,30.53,126.85,0.89,2.61,3.5,1.09,0.84,44.26,57.35,2.05,256.08,310.5,800.32,19.93
2023-03-07 10:00:00,2023-03-07 11:00:00,24.38,110.15,0.8,1.6,2.4,1.1,0.73,52.67,47.86,1.71,265.06,410.47,800.31,22.73
2023-03-07 11:00:00,2023-03-07 12:00:00,20.36,94.61,0.77,1.11,1.88,1.28,0.68,81.24,38.41,1.84,250.84,467.51,800.3,25.4
2023-03-07 12:00:00,2023-03-07 13:00:00,18.09,76.94,0.76,0.88,1.64,1.31,0.67,88.12,35.78,2.17,232.67,471.97,800.3,26.35
2023-03-07 13:00:00,2023-03-07 14:00:00,19.98,88.34,0.77,1.17,1.94,1.3,0.7,84.8,39.0,2.71,250.14,415.53,800.3,26.5
