From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-11-22 11:00:00,2022-11-22 12:00:00,,567.25,1.57,20.12,12.0,4.33,3.48,1.75,12.38,0.37,2.07,0.57,0.87,,26.7,42.0,0.65,178.75,63.0,0.07,25.88,0.0
2022-11-22 12:00:00,2022-11-22 13:00:00,275.25,362.75,1.3,16.2,9.68,4.38,3.65,1.43,12.85,0.43,2.37,0.6,1.0,,26.65,34.5,0.67,137.0,32.25,0.07,26.0,0.0
2022-11-22 13:00:00,2022-11-22 14:00:00,160.5,231.5,1.75,14.38,9.05,5.53,3.1,1.26,12.47,1.03,6.0,1.6,2.53,,27.4,33.25,0.67,105.0,31.25,0.23,26.55,0.0
2022-11-22 14:00:00,2022-11-22 15:00:00,153.25,225.25,1.38,15.07,9.15,2.75,3.2,1.04,12.35,0.25,1.4,0.35,0.6,,30.33,30.5,0.62,90.0,24.5,0.05,26.45,0.0
2022-11-22 15:00:00,2022-11-22 16:00:00,113.75,174.75,2.0,16.45,10.38,4.53,3.45,0.9,12.35,0.33,2.37,0.48,0.73,,30.48,31.75,0.57,,18.25,0.05,25.8,0.0
2022-11-22 16:00:00,2022-11-22 17:00:00,115.5,176.5,4.03,27.22,17.77,3.75,3.45,1.42,10.58,0.27,1.4,0.4,0.57,,30.58,40.0,0.53,,13.0,0.03,23.57,0.0
2022-11-22 17:00:00,2022-11-22 18:00:00,155.25,292.25,9.53,36.55,27.18,3.47,3.65,1.88,10.02,0.4,2.6,0.7,1.0,,28.9,51.75,0.5,,11.0,0.05,21.5,0.0
2022-11-22 18:00:00,2022-11-22 19:00:00,266.5,517.0,13.6,39.08,31.85,4.33,4.03,2.58,9.95,0.35,2.0,0.5,0.85,,26.65,57.5,0.57,,11.0,0.08,20.62,0.0
2022-11-22 19:00:00,2022-11-22 20:00:00,315.75,493.5,17.48,40.08,35.5,4.42,4.12,2.75,9.9,0.12,0.57,0.18,0.23,,26.72,58.25,0.55,,11.0,0.0,19.9,0.0
2022-11-22 20:00:00,2022-11-22 21:00:00,395.25,511.5,13.3,38.62,31.38,3.85,4.1,2.41,10.05,0.15,0.93,0.22,0.35,,26.8,52.25,0.6,,10.75,0.03,20.2,0.0
2022-11-22 21:00:00,2022-11-22 22:00:00,332.0,445.0,8.5,36.1,19.07,3.5,2.85,2.12,10.13,0.25,1.25,0.3,0.55,,28.23,51.67,0.6,84.5,11.0,0.0,19.95,0.0
2022-11-22 22:00:00,2022-11-22 23:00:00,,,4.12,30.38,19.52,3.6,3.08,2.02,10.15,0.15,0.9,0.2,0.35,,30.43,55.5,0.53,,11.0,0.0,18.77,0.0
2022-11-22 23:00:00,2022-11-23 00:00:00,424.25,610.25,1.98,26.18,15.5,3.88,3.3,1.74,10.43,0.23,1.33,0.33,0.53,,30.42,56.5,0.6,,11.0,0.03,18.68,0.0
2022-11-23 00:00:00,2022-11-23 01:00:00,405.5,519.25,1.93,22.62,13.6,3.88,2.6,1.53,10.28,0.15,0.97,0.25,0.38,,30.4,58.0,0.5,,11.0,0.03,18.1,0.0
2022-11-23 01:00:00,2022-11-23 02:00:00,462.5,517.25,1.82,20.25,12.28,4.1,2.77,1.54,10.25,0.47,2.63,0.7,1.07,,28.4,64.5,0.55,,11.0,0.1,17.18,0.0
2022-11-23 02:00:00,2022-11-23 03:00:00,516.5,664.5,2.75,20.38,13.1,6.12,2.9,1.66,10.17,0.47,2.67,0.73,1.13,,26.68,69.75,0.58,51.0,10.75,0.08,16.35,0.0
2022-11-23 03:00:00,2022-11-23 04:00:00,552.25,721.25,3.77,22.27,14.88,4.88,3.2,1.74,10.1,0.23,1.37,0.37,0.57,,26.8,71.75,0.62,60.33,10.75,0.05,15.97,0.0
2022-11-23 04:00:00,2022-11-23 05:00:00,561.5,719.0,3.62,23.27,15.35,4.95,3.7,1.85,10.08,0.2,1.75,0.3,0.47,,26.77,72.25,0.6,61.75,10.75,0.03,15.82,0.0
2022-11-23 05:00:00,2022-11-23 06:00:00,560.75,720.25,3.4,24.0,15.5,6.17,3.58,1.84,10.03,1.1,6.33,1.67,2.63,,28.82,73.25,0.6,,11.0,0.23,15.4,0.0
2022-11-23 06:00:00,2022-11-23 07:00:00,497.25,658.25,4.85,24.12,16.77,5.83,3.33,1.98,10.0,1.3,7.5,1.95,3.1,,30.65,74.25,0.62,38.0,15.0,0.3,15.2,0.0
2022-11-23 07:00:00,2022-11-23 08:00:00,523.0,698.0,8.73,27.33,21.67,2.9,3.5,2.24,10.1,0.3,1.55,0.45,0.65,,30.62,72.25,0.62,50.0,27.5,0.05,16.25,0.0
2022-11-23 08:00:00,2022-11-23 09:00:00,666.5,850.5,4.85,29.0,19.4,6.45,3.8,2.41,10.55,0.4,2.1,0.6,0.9,,30.6,65.0,0.72,51.25,30.0,0.1,18.62,0.0
2022-11-23 09:00:00,2022-11-23 10:00:00,699.5,886.75,2.48,28.85,17.33,3.77,3.7,2.48,11.62,0.2,1.17,0.3,0.47,,27.95,55.0,0.8,60.5,51.25,0.03,22.18,0.0
2022-11-23 10:00:00,2022-11-23 11:00:00,603.75,805.25,1.65,24.85,14.57,4.25,4.12,2.35,12.5,0.38,2.3,0.62,0.95,,26.73,44.75,0.62,79.5,67.25,0.08,24.35,0.0
2022-11-23 11:00:00,2022-11-23 12:00:00,440.25,636.0,1.9,20.85,12.6,3.0,4.0,1.99,12.52,0.15,0.8,0.2,0.35,,26.62,35.5,0.65,107.0,63.5,0.0,26.07,0.0
2022-11-23 12:00:00,2022-11-23 13:00:00,242.5,368.25,1.93,18.55,11.4,3.65,4.03,1.6,12.57,0.37,1.93,0.5,0.8,,26.65,26.75,0.75,108.5,30.5,0.07,26.22,0.0
2022-11-23 13:00:00,2022-11-23 14:00:00,120.75,205.5,1.78,16.4,10.18,6.2,3.85,1.16,12.97,1.17,6.8,1.77,2.8,,28.92,24.5,0.7,126.5,26.0,0.27,26.18,0.0
2022-11-23 14:00:00,2022-11-23 15:00:00,73.5,130.25,1.62,15.85,9.72,3.85,3.75,0.96,12.75,0.45,2.55,0.7,1.05,,30.33,25.0,0.62,108.0,22.75,0.1,26.12,0.0
2022-11-23 15:00:00,2022-11-23 16:00:00,81.25,145.5,1.5,15.47,9.43,4.53,3.72,0.78,13.0,0.95,5.45,1.45,2.25,,30.4,27.5,0.6,105.0,18.25,0.25,25.47,0.0
2022-11-23 16:00:00,2022-11-23 17:00:00,93.75,164.5,1.4,16.17,9.72,3.15,3.78,0.73,12.48,0.55,3.1,0.85,1.3,,30.4,32.75,0.57,,12.25,0.1,23.85,0.0
2022-11-23 17:00:00,2022-11-23 18:00:00,131.5,231.0,1.83,21.17,12.75,6.83,4.18,1.21,11.32,0.97,5.37,1.4,2.23,,27.38,40.0,0.53,,10.75,0.23,21.42,0.0
2022-11-23 18:00:00,2022-11-23 19:00:00,239.25,385.5,9.97,35.27,26.88,3.92,4.47,2.23,10.18,0.33,1.73,0.45,0.73,,26.7,47.5,0.53,,10.75,0.05,19.9,0.0
2022-11-23 19:00:00,2022-11-23 20:00:00,251.75,466.0,11.65,41.38,31.5,4.62,4.83,2.31,10.03,0.17,0.93,0.25,0.4,,26.7,49.0,0.6,,10.75,0.0,20.0,0.0
2022-11-23 20:00:00,2022-11-23 21:00:00,281.25,448.25,9.28,41.9,29.88,2.98,4.67,2.29,10.2,0.15,0.95,0.25,0.4,,26.72,50.0,0.6,92.0,10.75,0.0,19.92,0.0
2022-11-23 21:00:00,2022-11-23 22:00:00,342.75,524.25,5.53,40.08,25.8,5.7,4.55,2.12,10.25,1.03,6.0,1.57,2.5,,29.67,51.25,0.6,79.0,11.0,0.23,19.4,0.0
2022-11-23 22:00:00,2022-11-23 23:00:00,377.0,540.75,3.95,35.4,22.07,5.38,4.28,2.1,10.18,0.35,2.12,0.58,0.88,,30.62,51.25,0.57,95.0,10.75,0.1,18.65,0.0
2022-11-23 23:00:00,2022-11-24 00:00:00,457.25,638.75,2.42,30.73,18.3,3.27,4.4,2.09,10.3,0.25,1.75,0.45,0.7,,30.65,52.75,0.55,,11.0,0.03,17.62,0.0
2022-11-24 00:00:00,2022-11-24 01:00:00,538.5,728.25,2.5,27.48,16.62,4.2,2.65,2.06,10.32,0.5,2.6,0.7,1.05,,30.65,55.5,0.6,,11.0,0.07,17.38,0.0
2022-11-24 01:00:00,2022-11-24 02:00:00,585.25,777.75,2.28,23.32,14.27,4.7,2.23,2.15,10.5,0.43,2.53,0.63,1.03,,27.07,59.0,0.57,108.0,11.0,0.1,17.1,0.0
2022-11-24 02:00:00,2022-11-24 03:00:00,563.0,737.75,1.75,23.28,13.82,3.65,2.22,2.13,10.47,0.37,2.1,0.53,0.87,,26.83,61.5,0.57,90.67,11.0,0.07,16.9,0.0
2022-11-24 03:00:00,2022-11-24 04:00:00,526.25,691.5,2.5,23.1,14.32,4.53,2.62,2.07,10.43,0.5,2.95,0.75,1.25,,26.9,63.25,0.6,102.5,11.0,0.1,16.62,0.0
2022-11-24 04:00:00,2022-11-24 05:00:00,503.5,664.5,2.73,23.12,14.5,3.33,2.75,2.02,10.38,0.3,1.7,0.45,0.7,,26.9,66.0,0.62,96.0,10.75,0.03,16.25,0.0
2022-11-24 05:00:00,2022-11-24 06:00:00,474.75,631.25,2.12,23.83,14.4,5.28,2.27,1.85,10.35,0.93,5.27,1.37,2.17,,29.7,68.75,0.6,88.0,11.0,0.15,15.93,0.0
2022-11-24 06:00:00,2022-11-24 07:00:00,429.25,567.75,1.93,21.48,12.98,3.53,2.4,1.76,10.43,0.27,1.43,0.37,0.6,,30.58,68.5,0.6,72.0,13.0,0.03,16.05,0.0
2022-11-24 07:00:00,2022-11-24 08:00:00,415.0,567.5,2.0,20.23,12.43,5.1,2.43,1.71,10.8,0.4,2.2,0.55,0.95,,30.58,65.25,0.6,,18.75,0.05,17.15,0.0
2022-11-24 08:00:00,2022-11-24 09:00:00,421.25,578.0,2.35,21.0,13.05,4.35,2.4,1.65,10.97,0.35,2.0,0.55,0.8,,30.4,62.5,0.6,214.0,26.25,0.05,18.7,0.0
2022-11-24 09:00:00,2022-11-24 10:00:00,439.5,605.5,1.58,19.42,11.6,5.7,2.62,1.72,12.0,0.65,3.7,0.95,1.55,,26.85,57.5,0.6,220.5,50.75,0.15,21.18,0.0
2022-11-24 10:00:00,2022-11-24 11:00:00,445.0,598.0,3.52,22.9,15.05,3.58,2.73,2.06,12.17,0.2,1.15,0.27,0.48,,26.7,49.25,0.62,173.0,69.5,0.03,23.75,0.0
2022-11-24 11:00:00,2022-11-24 12:00:00,285.75,409.25,17.07,37.62,33.9,4.97,3.0,4.17,12.1,0.3,1.73,0.43,0.73,,26.65,43.5,0.65,136.0,61.5,0.07,25.48,0.0
2022-11-24 12:00:00,2022-11-24 13:00:00,153.5,230.0,3.6,29.7,18.7,7.9,3.2,2.14,12.2,0.9,5.1,1.3,2.1,,27.1,36.5,0.7,113.0,29.5,0.2,25.9,0.0
2022-11-24 13:00:00,2022-11-24 14:00:00,118.75,199.0,2.6,23.23,14.43,4.28,2.7,1.31,12.4,0.67,3.97,1.03,1.63,,29.93,32.5,0.7,101.0,26.75,0.13,26.25,0.0
2022-11-24 14:00:00,2022-11-24 15:00:00,90.0,174.33,2.3,19.77,11.43,2.2,2.45,0.8,12.1,0.0,,,,,30.4,32.0,0.73,82.5,22.33,0.0,26.37,0.0
2022-11-24 15:00:00,2022-11-24 16:00:00,91.25,166.25,2.0,17.93,11.18,3.8,3.4,1.79,12.3,1.0,5.75,1.5,2.4,,30.4,33.0,0.6,,18.25,0.2,25.68,0.0
2022-11-24 16:00:00,2022-11-24 17:00:00,89.0,155.25,2.65,24.52,15.2,2.55,3.67,1.97,10.78,0.4,2.05,0.55,0.85,,29.88,41.0,0.5,,12.75,0.05,23.77,0.0
2022-11-24 17:00:00,2022-11-24 18:00:00,124.25,221.75,4.73,28.57,19.05,3.67,4.0,2.24,10.3,0.23,1.37,0.33,0.57,,26.7,51.25,0.55,87.0,10.75,0.0,21.68,0.0
2022-11-24 18:00:00,2022-11-24 19:00:00,239.33,378.0,10.6,34.9,27.17,4.57,4.93,2.67,9.93,0.4,2.2,0.57,0.9,,26.87,58.0,0.6,,11.0,0.07,20.47,0.0
2022-11-24 19:00:00,2022-11-24 20:00:00,401.0,595.0,12.4,37.8,30.15,3.17,5.15,2.89,9.93,0.03,0.23,0.07,0.1,,26.87,61.5,0.6,78.0,11.0,0.0,19.8,0.0
2022-11-24 20:00:00,2022-11-24 21:00:00,445.75,648.25,11.57,38.48,29.85,4.08,5.35,2.74,10.07,0.35,2.08,0.53,0.85,,27.15,60.5,0.58,,11.0,0.07,19.32,0.0
2022-11-24 21:00:00,2022-11-24 22:00:00,414.75,602.0,5.73,37.97,24.9,5.77,4.93,2.52,9.97,0.6,3.37,0.87,1.37,,30.2,60.75,0.53,,11.0,0.13,18.77,0.0
2022-11-24 22:00:00,2022-11-24 23:00:00,416.25,597.75,5.88,35.0,23.35,4.55,4.88,2.44,9.95,0.17,1.37,0.27,0.4,,30.5,63.25,0.6,61.5,11.0,0.03,18.35,0.0
2022-11-24 23:00:00,2022-11-25 00:00:00,456.0,656.25,4.5,32.2,20.75,4.33,5.03,2.28,10.03,0.23,1.37,0.37,0.53,,30.52,61.0,0.57,45.0,11.0,0.03,18.3,0.0
2022-11-25 00:00:00,2022-11-25 01:00:00,529.0,721.0,4.3,29.57,19.2,3.83,3.8,2.16,10.07,0.3,1.87,0.5,0.8,,29.45,60.75,0.55,,11.0,0.07,17.57,0.0
2022-11-25 01:00:00,2022-11-25 02:00:00,592.0,791.5,2.38,25.1,15.25,4.75,4.25,2.18,10.3,0.4,2.38,0.62,0.98,,26.85,64.0,0.5,,10.75,0.08,17.25,0.0
2022-11-25 02:00:00,2022-11-25 03:00:00,605.75,786.25,1.8,21.73,13.02,4.8,4.2,1.96,10.25,0.3,1.7,0.45,0.7,,26.87,70.25,0.53,,10.75,0.05,16.65,0.0
2022-11-25 03:00:00,2022-11-25 04:00:00,475.25,647.5,2.12,20.45,12.62,3.5,4.17,1.76,10.22,0.13,0.77,0.2,0.3,,26.9,73.5,0.53,,11.0,0.03,15.98,0.0
2022-11-25 04:00:00,2022-11-25 05:00:00,424.0,514.5,1.95,19.6,12.0,5.97,4.12,1.54,10.15,0.72,4.17,1.07,1.75,,27.67,76.25,0.53,,11.0,0.18,15.72,0.0
2022-11-25 05:00:00,2022-11-25 06:00:00,338.25,400.5,2.22,19.35,12.12,3.55,3.98,1.37,10.1,0.55,3.1,0.8,1.25,,30.48,78.75,0.53,,11.0,0.1,15.45,0.0
2022-11-25 06:00:00,2022-11-25 07:00:00,240.25,304.5,2.38,19.93,12.52,4.33,3.92,1.29,10.1,0.35,2.1,0.55,0.85,,30.75,80.0,0.53,,15.0,0.05,15.48,0.0
2022-11-25 07:00:00,2022-11-25 08:00:00,198.5,240.0,2.13,20.37,12.6,3.73,4.23,1.21,10.3,0.25,1.35,0.4,0.55,,30.7,78.5,0.6,,24.0,0.05,16.43,0.0
2022-11-25 08:00:00,2022-11-25 09:00:00,220.0,280.0,1.9,20.1,12.2,1.55,4.25,1.19,10.57,,,,,,29.15,70.75,0.6,206.0,30.25,,18.7,0.0
2022-11-25 09:00:00,2022-11-25 10:00:00,,,1.98,19.48,11.95,4.22,4.5,1.15,11.38,0.2,1.3,0.3,0.55,,26.8,60.0,0.6,181.0,56.75,0.0,22.55,0.0
2022-11-25 10:00:00,2022-11-25 11:00:00,,220.0,10.8,28.3,18.47,3.53,3.65,2.16,11.37,0.6,3.7,1.0,1.5,,26.73,50.67,0.63,138.0,76.0,0.05,25.35,0.0
2022-11-25 11:00:00,2022-11-25 12:00:00,,,12.3,36.08,29.18,4.35,3.23,3.07,11.7,0.53,3.17,0.83,1.3,,26.75,41.5,0.65,130.33,67.75,0.1,27.2,0.0
2022-11-25 12:00:00,2022-11-25 13:00:00,95.25,174.0,2.52,27.47,16.68,5.2,3.33,1.91,11.7,1.55,8.8,2.3,3.6,,27.8,35.0,0.65,112.5,23.5,0.35,27.3,0.0
2022-11-25 13:00:00,2022-11-25 14:00:00,53.0,118.0,2.27,18.9,11.9,3.0,3.5,1.16,11.2,0.55,3.1,0.8,1.3,,30.35,32.25,0.7,87.0,18.75,0.15,28.05,0.0
2022-11-25 14:00:00,2022-11-25 15:00:00,31.0,102.0,2.27,18.03,11.4,4.2,3.67,0.74,11.03,0.6,3.2,0.8,1.3,,30.53,31.33,0.7,81.0,17.67,0.1,28.33,0.0
2022-11-25 15:00:00,2022-11-25 16:00:00,,111.0,2.63,26.87,16.43,3.47,4.03,0.88,11.1,0.5,2.65,0.7,1.1,,30.13,32.0,0.63,101.67,15.0,0.05,27.93,0.0
2022-11-25 16:00:00,2022-11-25 17:00:00,50.0,158.0,3.58,27.2,17.38,9.75,4.45,1.24,10.2,1.8,10.45,2.7,4.3,,27.9,39.5,0.53,,12.5,0.35,26.23,0.0
2022-11-25 17:00:00,2022-11-25 18:00:00,96.5,225.25,3.62,26.98,17.32,5.25,4.5,1.53,10.07,1.23,6.9,1.83,2.87,,25.88,48.25,0.5,,10.75,0.27,23.47,0.0
2022-11-25 18:00:00,2022-11-25 19:00:00,182.75,,4.62,28.1,18.7,4.12,4.9,1.66,10.12,0.4,2.37,0.6,0.97,,25.95,53.25,0.55,101.0,11.0,0.07,,0.0
2022-11-25 19:00:00,2022-11-25 20:00:00,321.0,428.0,3.8,27.02,17.48,3.73,4.97,1.61,10.33,0.6,3.37,0.87,1.4,,26.0,53.0,0.6,101.75,11.0,0.12,22.55,0.0
2022-11-25 20:00:00,2022-11-25 21:00:00,347.5,527.0,3.15,25.68,16.2,7.88,4.95,1.8,10.1,1.32,7.42,1.95,3.05,,27.7,56.75,0.7,95.25,11.0,0.28,21.83,0.0
2022-11-25 21:00:00,2022-11-25 22:00:00,438.75,682.5,4.32,26.7,17.75,2.4,5.08,1.85,10.0,0.05,0.2,0.05,0.05,,31.25,60.25,0.7,93.5,11.0,0.0,20.88,0.0
2022-11-25 22:00:00,2022-11-25 23:00:00,454.5,671.5,2.8,25.8,16.05,3.15,4.9,1.81,10.3,,,,,,31.5,58.0,0.7,107.5,11.0,0.0,20.65,0.0
2022-11-25 23:00:00,2022-11-26 00:00:00,416.25,614.75,2.78,24.15,15.12,5.53,4.57,1.72,10.22,0.95,5.25,1.4,2.2,,31.37,59.0,0.7,102.25,11.0,0.2,20.12,0.0
2022-11-26 00:00:00,2022-11-26 01:00:00,382.75,571.5,3.7,23.38,15.45,4.3,2.52,1.59,10.23,0.4,4.8,0.65,1.0,,27.87,60.5,0.7,92.0,10.75,0.1,19.53,0.0
2022-11-26 01:00:00,2022-11-26 02:00:00,384.25,554.75,2.25,21.02,13.0,5.88,2.7,1.56,10.55,0.97,5.67,1.5,2.37,,25.95,61.5,0.67,106.25,11.0,0.23,19.08,0.0
2022-11-26 02:00:00,2022-11-26 03:00:00,370.25,527.0,2.17,19.75,12.27,5.42,2.55,1.49,10.35,0.57,3.2,0.87,1.33,,26.05,64.0,0.67,92.25,11.0,0.08,18.5,0.0
2022-11-26 03:00:00,2022-11-26 04:00:00,346.75,505.0,2.22,19.02,11.93,5.7,2.75,1.44,10.35,0.23,1.23,0.3,0.47,,26.05,66.5,0.7,93.5,10.75,0.03,18.0,0.0
2022-11-26 04:00:00,2022-11-26 05:00:00,355.0,488.75,3.32,20.5,13.62,9.38,2.62,1.38,9.97,2.07,11.93,3.13,4.93,,28.33,71.0,0.62,69.33,11.0,0.38,17.05,0.0
2022-11-26 05:00:00,2022-11-26 06:00:00,333.0,480.5,3.17,22.85,14.72,2.95,2.35,1.3,10.05,0.45,2.6,0.65,1.05,,31.3,71.25,0.6,,11.0,0.1,16.77,0.0
2022-11-26 06:00:00,2022-11-26 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 07:00:00,2022-11-26 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 08:00:00,2022-11-26 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 09:00:00,2022-11-26 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 10:00:00,2022-11-26 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 11:00:00,2022-11-26 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 12:00:00,2022-11-26 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 13:00:00,2022-11-26 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 14:00:00,2022-11-26 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 15:00:00,2022-11-26 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 16:00:00,2022-11-26 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 17:00:00,2022-11-26 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 18:00:00,2022-11-26 19:00:00,203.0,385.0,6.65,29.65,21.2,5.7,6.7,1.81,10.0,0.6,3.55,0.95,1.45,,25.9,57.0,0.5,,11.0,0.1,21.7,0.0
2022-11-26 19:00:00,2022-11-26 20:00:00,246.0,452.25,4.35,29.75,19.38,3.3,7.08,1.88,10.25,0.75,4.1,1.05,1.65,,25.9,57.25,0.53,,11.0,0.15,21.6,0.0
2022-11-26 20:00:00,2022-11-26 21:00:00,327.75,553.0,3.9,29.88,19.05,6.78,7.0,1.94,9.97,2.3,13.25,3.45,5.5,,29.82,56.0,0.6,82.75,11.0,0.55,21.62,0.0
2022-11-26 21:00:00,2022-11-26 22:00:00,363.0,591.75,5.22,29.83,20.12,3.1,6.85,1.99,10.0,0.2,0.95,0.3,0.4,,30.75,56.5,0.57,71.0,11.0,0.0,21.15,0.0
2022-11-26 22:00:00,2022-11-26 23:00:00,397.75,628.5,5.08,28.88,19.47,3.95,6.8,2.01,9.92,0.3,1.67,0.43,0.67,,30.72,61.75,0.53,,11.25,0.05,19.7,0.0
2022-11-26 23:00:00,2022-11-27 00:00:00,404.75,627.5,3.82,26.93,17.43,4.75,6.43,1.82,9.9,0.42,2.4,0.62,1.0,,30.65,69.5,0.53,,11.0,0.08,18.48,0.0
2022-11-27 00:00:00,2022-11-27 01:00:00,377.5,579.25,5.08,23.17,16.48,4.3,3.3,1.64,10.15,0.45,2.55,0.65,1.05,,25.95,71.75,0.6,59.67,11.25,0.03,18.02,0.0
2022-11-27 01:00:00,2022-11-27 02:00:00,412.5,633.0,4.25,23.8,16.1,5.12,3.08,1.65,9.98,0.53,3.0,0.8,1.28,,25.9,73.0,0.6,72.25,11.0,0.1,17.8,0.0
2022-11-27 02:00:00,2022-11-27 03:00:00,450.0,705.5,3.57,22.33,14.78,2.83,3.02,1.62,10.0,0.25,1.6,0.45,0.65,,25.9,74.25,0.6,80.0,11.25,0.05,17.4,0.0
2022-11-27 03:00:00,2022-11-27 04:00:00,410.5,622.25,3.6,20.13,13.63,5.2,2.7,1.64,10.03,0.57,3.3,0.87,1.33,,26.1,75.0,0.62,77.0,11.0,0.13,17.07,0.0
2022-11-27 04:00:00,2022-11-27 05:00:00,448.5,668.75,3.15,21.17,13.85,7.47,2.75,1.66,9.95,1.5,8.63,2.27,3.57,,29.9,73.75,0.6,52.0,11.25,0.33,17.07,0.0
2022-11-27 05:00:00,2022-11-27 06:00:00,458.25,699.0,3.85,22.12,14.88,4.38,2.65,1.69,10.0,0.7,3.93,1.03,1.6,,31.18,74.25,0.5,,11.25,0.17,16.4,0.0
2022-11-27 06:00:00,2022-11-27 07:00:00,438.5,639.0,3.1,21.93,14.2,3.42,2.53,1.67,10.0,0.47,2.63,0.7,1.1,,31.27,76.5,0.53,,15.5,0.1,16.15,0.0
2022-11-27 07:00:00,2022-11-27 08:00:00,455.25,658.0,2.3,21.77,13.47,3.77,2.63,1.77,10.3,0.1,0.6,0.2,0.3,,30.6,74.5,0.6,,27.5,0.0,17.02,0.0
2022-11-27 08:00:00,2022-11-27 09:00:00,565.0,795.25,1.75,19.55,11.8,4.35,3.0,2.04,10.93,0.5,2.9,0.8,1.2,,25.68,68.25,0.6,,30.5,0.1,18.73,0.0
2022-11-27 09:00:00,2022-11-27 10:00:00,638.5,863.75,1.52,19.45,11.6,5.78,3.0,2.13,11.23,0.4,2.3,0.6,0.97,,25.98,62.5,0.6,196.0,44.5,0.1,21.38,0.0
2022-11-27 10:00:00,2022-11-27 11:00:00,625.75,893.5,1.55,17.9,10.78,4.72,3.38,2.03,11.77,0.43,2.63,0.7,1.07,,26.0,53.75,0.6,,59.25,0.1,23.92,0.0
2022-11-27 11:00:00,2022-11-27 12:00:00,461.25,712.0,1.25,16.45,9.77,5.88,3.05,1.8,12.12,1.95,11.3,2.95,4.65,,26.32,46.25,0.65,106.67,57.0,0.45,25.95,0.0
2022-11-27 12:00:00,2022-11-27 13:00:00,309.75,477.5,1.07,16.55,9.68,7.5,2.9,1.29,12.55,1.85,10.7,2.8,4.4,,30.55,39.25,0.73,108.5,31.25,0.4,26.43,0.0
2022-11-27 13:00:00,2022-11-27 14:00:00,142.0,235.25,1.42,18.02,10.75,3.17,2.98,1.04,12.47,0.15,0.75,0.2,0.3,,31.3,37.5,0.67,103.5,25.25,0.0,26.85,0.0
2022-11-27 14:00:00,2022-11-27 15:00:00,107.75,187.5,1.48,18.62,11.1,3.45,3.27,0.83,12.35,0.47,2.53,0.67,1.07,,31.25,36.0,0.65,92.5,21.25,0.1,26.97,0.0
2022-11-27 15:00:00,2022-11-27 16:00:00,85.75,158.5,1.4,19.35,11.47,4.6,3.33,0.78,12.1,0.27,1.6,0.4,0.63,,30.02,39.0,0.6,92.0,17.25,0.03,26.38,0.0
2022-11-27 16:00:00,2022-11-27 17:00:00,115.75,217.75,2.45,20.7,13.0,7.8,3.7,1.11,10.8,1.03,5.97,1.53,2.47,,25.62,46.75,0.5,,12.0,0.23,24.38,0.0
2022-11-27 17:00:00,2022-11-27 18:00:00,208.0,355.25,3.5,26.25,16.77,4.7,3.67,1.55,10.2,0.8,4.57,1.2,1.9,,25.8,55.75,0.5,,10.75,0.2,21.93,0.0
2022-11-27 18:00:00,2022-11-27 19:00:00,331.25,540.5,5.08,29.88,20.0,3.25,3.88,1.93,10.18,0.3,1.65,0.4,0.7,,25.88,59.25,0.5,,11.0,0.05,20.9,0.0
2022-11-27 19:00:00,2022-11-27 20:00:00,357.75,561.0,4.78,32.0,20.88,7.82,3.85,2.09,10.12,1.17,6.62,1.75,2.75,,26.68,58.25,0.65,86.5,11.0,0.25,21.27,0.0
2022-11-27 20:00:00,2022-11-27 21:00:00,405.5,613.75,3.08,30.1,18.48,4.92,3.73,1.95,10.25,3.0,17.2,4.5,7.1,,30.77,57.75,0.6,78.0,11.5,0.7,21.15,0.0
2022-11-27 21:00:00,2022-11-27 22:00:00,374.25,566.0,3.17,27.85,17.38,2.92,3.88,1.87,10.4,0.1,0.8,0.15,0.37,,31.2,58.75,0.62,76.67,11.0,0.0,20.7,0.0
2022-11-27 22:00:00,2022-11-27 23:00:00,349.5,533.75,2.67,26.77,16.4,3.57,3.95,1.76,10.3,0.3,1.8,0.5,0.75,,31.13,60.75,0.57,67.0,11.0,0.03,19.9,0.0
