From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2022-05-07 15:00:00,2022-05-07 16:00:00,78.0,205.0,5.33,22.48,16.27,39.4,25.4,0.55,139.7,0.92,1.95,0.33,0.08,,22.75,0.53,238.5,181.75,738.0,0.03,41.85,0.0
2022-05-07 16:00:00,2022-05-07 17:00:00,70.25,199.0,6.2,26.15,18.95,36.42,24.2,,142.68,0.88,1.95,0.53,0.08,,22.0,0.55,269.25,115.5,738.0,0.0,41.3,0.0
2022-05-07 17:00:00,2022-05-07 18:00:00,64.25,183.0,6.1,37.38,24.82,33.22,22.03,,119.38,0.85,1.93,0.5,0.12,,21.5,0.53,228.0,66.75,738.0,0.0,40.6,0.0
2022-05-07 18:00:00,2022-05-07 19:00:00,61.75,172.0,6.53,87.47,51.82,31.2,20.98,,64.58,0.88,2.88,1.7,0.3,,25.0,0.35,184.5,30.0,738.0,0.17,39.1,0.0
2022-05-07 19:00:00,2022-05-07 20:00:00,69.5,201.0,18.25,157.47,98.6,32.92,22.95,,17.68,1.1,4.65,3.83,0.78,,29.25,0.3,261.75,21.0,738.0,0.0,37.6,0.0
2022-05-07 20:00:00,2022-05-07 21:00:00,101.5,282.0,12.67,93.05,59.8,42.25,27.05,,29.85,1.5,7.37,1.43,2.1,,34.0,0.3,123.0,21.0,738.0,0.03,36.4,0.0
2022-05-07 21:00:00,2022-05-07 22:00:00,112.75,333.75,6.32,42.62,27.82,43.38,28.07,,53.53,1.27,5.45,1.25,1.93,,40.75,0.55,110.0,21.0,738.0,0.0,33.9,0.0
2022-05-07 22:00:00,2022-05-07 23:00:00,79.0,282.0,5.8,27.05,19.12,37.25,25.75,,56.05,0.97,2.2,0.9,0.3,,46.0,0.53,125.25,21.0,738.0,0.0,31.8,0.0
2022-05-07 23:00:00,2022-05-08 00:00:00,49.5,135.25,5.38,21.17,15.65,37.2,25.97,1.07,60.15,0.85,1.67,0.55,0.15,,49.0,0.5,135.0,21.0,738.0,0.0,31.02,0.0
2022-05-08 00:00:00,2022-05-08 01:00:00,42.0,112.0,5.25,18.32,14.03,34.45,23.1,1.15,58.78,0.8,1.48,0.35,0.03,,50.5,0.45,132.5,21.0,738.0,0.0,30.58,0.0
2022-05-08 01:00:00,2022-05-08 02:00:00,43.75,99.0,5.03,19.4,14.4,36.85,25.32,,53.5,0.8,1.55,0.22,0.03,,53.25,0.4,109.75,21.0,738.0,0.0,30.05,0.0
2022-05-08 02:00:00,2022-05-08 03:00:00,51.75,122.0,5.9,17.0,13.8,48.5,28.2,0.43,52.82,0.93,1.45,0.22,0.05,,55.0,0.45,107.5,21.0,738.0,0.03,29.4,0.0
2022-05-08 03:00:00,2022-05-08 04:00:00,58.5,116.0,5.67,19.6,15.03,32.88,26.2,0.29,52.08,0.9,1.5,0.3,0.05,,55.0,0.43,134.5,21.0,738.0,0.0,29.28,0.0
2022-05-08 04:00:00,2022-05-08 05:00:00,54.25,107.0,5.0,22.22,15.88,36.45,31.2,0.6,47.92,0.95,1.52,0.22,0.05,,56.0,0.43,134.75,21.0,738.0,0.0,28.98,0.0
2022-05-08 05:00:00,2022-05-08 06:00:00,56.75,112.0,5.12,22.52,16.18,36.72,32.25,0.21,42.9,0.9,1.5,0.3,0.03,,57.25,0.45,113.0,23.0,738.0,0.0,28.58,0.0
2022-05-08 06:00:00,2022-05-08 07:00:00,64.5,129.0,5.47,24.1,17.25,36.85,33.6,0.14,40.58,0.9,1.57,0.25,0.03,,57.5,0.5,100.5,50.0,738.0,0.03,28.6,0.0
2022-05-08 07:00:00,2022-05-08 08:00:00,72.25,153.0,5.8,25.65,18.33,37.45,35.75,0.2,41.15,0.95,1.57,0.3,0.03,,54.75,0.5,100.75,107.25,738.0,0.0,29.62,0.0
2022-05-08 08:00:00,2022-05-08 09:00:00,71.25,139.0,5.6,25.15,17.93,34.7,38.85,0.21,47.5,1.02,1.75,0.25,0.05,,49.0,0.6,110.25,170.75,738.0,0.0,31.65,0.0
2022-05-08 09:00:00,2022-05-08 10:00:00,66.5,143.0,5.97,25.2,18.25,37.02,39.95,0.13,56.58,1.0,1.65,0.25,0.08,,45.0,0.62,115.75,227.25,738.0,0.0,34.3,0.0
2022-05-08 10:00:00,2022-05-08 11:00:00,68.25,195.0,5.97,23.0,17.1,35.15,30.45,0.14,54.75,0.9,1.82,0.5,0.12,,43.5,0.68,104.5,272.25,738.0,0.0,35.83,0.0
2022-05-08 11:00:00,2022-05-08 12:00:00,70.0,195.0,6.13,20.65,16.0,32.38,27.25,0.31,59.03,0.9,2.42,0.65,0.08,,40.5,0.62,102.75,293.5,738.0,0.08,37.17,0.0
2022-05-08 12:00:00,2022-05-08 13:00:00,72.5,189.0,5.55,19.93,15.1,32.95,24.85,0.19,63.77,0.95,2.22,0.55,0.1,,37.0,0.62,108.25,289.25,738.0,0.0,38.0,0.0
2022-05-08 13:00:00,2022-05-08 14:00:00,70.75,188.0,9.43,27.48,22.2,36.0,25.97,0.16,75.65,0.9,2.48,0.45,0.08,,33.0,0.55,121.75,264.25,738.0,0.0,39.5,0.0
2022-05-08 14:00:00,2022-05-08 15:00:00,69.25,180.0,5.6,19.45,14.93,38.85,27.88,0.2,95.5,0.85,1.88,0.5,0.1,,31.25,0.55,107.75,224.75,738.0,0.0,40.3,0.0
2022-05-08 15:00:00,2022-05-08 16:00:00,66.0,173.0,5.22,18.17,13.93,37.62,27.93,0.94,102.8,0.82,1.7,0.3,0.05,,29.75,0.53,110.5,171.25,738.0,0.0,40.38,0.0
2022-05-08 16:00:00,2022-05-08 17:00:00,64.0,178.0,4.9,19.4,14.3,40.85,29.82,3.16,109.4,0.83,1.68,0.33,0.08,,30.5,0.55,103.25,115.5,738.0,0.0,40.6,0.0
2022-05-08 17:00:00,2022-05-08 18:00:00,67.25,183.0,5.2,23.38,16.68,42.33,30.42,0.05,100.32,0.9,2.15,0.48,0.1,,33.0,0.5,122.25,63.0,738.0,0.0,40.02,0.0
2022-05-08 18:00:00,2022-05-08 19:00:00,70.0,189.0,5.25,31.12,20.82,42.95,28.7,,73.38,1.12,3.87,1.7,0.25,,36.5,0.43,108.0,30.75,738.0,1.0,39.02,0.0
2022-05-08 19:00:00,2022-05-08 20:00:00,84.25,241.0,5.12,49.17,30.32,42.88,31.05,,48.75,1.65,3.95,1.35,0.38,,42.0,0.5,108.75,21.0,738.0,1.67,37.55,0.0
2022-05-08 20:00:00,2022-05-08 21:00:00,111.25,343.0,5.8,45.5,28.95,46.8,28.47,1.4,32.1,2.07,4.95,1.57,0.03,,47.5,0.43,95.0,21.0,738.0,0.82,36.1,0.0
2022-05-08 21:00:00,2022-05-08 22:00:00,116.0,356.0,5.78,36.15,23.93,44.88,26.35,1.06,27.75,1.18,3.55,0.72,0.57,,52.25,0.55,100.0,21.0,738.0,0.12,34.93,0.0
2022-05-08 22:00:00,2022-05-08 23:00:00,101.0,262.0,5.2,28.02,19.12,39.5,24.75,1.28,26.05,1.07,2.23,0.62,0.15,,56.5,0.55,119.0,21.0,738.0,0.1,34.08,0.0
2022-05-08 23:00:00,2022-05-09 00:00:00,72.75,180.0,5.8,21.47,16.1,44.5,23.98,1.21,21.55,0.95,1.67,0.55,0.15,,60.75,0.55,122.25,21.0,738.0,0.17,32.95,0.0
2022-05-09 00:00:00,2022-05-09 01:00:00,68.25,147.0,5.03,20.6,15.02,37.58,22.67,1.26,16.3,0.9,1.55,0.58,0.1,,63.75,0.6,126.25,21.0,738.0,0.05,32.17,0.0
2022-05-09 01:00:00,2022-05-09 02:00:00,67.75,138.0,4.65,21.88,15.43,39.92,20.93,0.86,23.4,0.95,1.8,0.4,0.08,,65.5,0.5,124.75,21.0,738.0,0.08,31.6,0.0
2022-05-09 02:00:00,2022-05-09 03:00:00,71.5,138.0,4.9,21.2,15.2,67.3,20.3,,14.62,1.0,1.82,0.4,0.1,,66.0,0.47,125.25,21.0,738.0,0.03,31.25,0.0
2022-05-09 03:00:00,2022-05-09 04:00:00,69.5,134.0,5.57,22.48,16.5,43.42,20.18,,12.35,1.0,2.1,0.4,0.08,,67.0,0.47,125.25,21.0,738.0,0.03,30.82,0.0
2022-05-09 04:00:00,2022-05-09 05:00:00,80.5,132.0,4.97,23.4,16.5,45.75,20.35,,12.27,1.12,1.9,0.25,0.08,,67.0,0.5,107.25,21.0,738.0,0.03,30.25,0.0
2022-05-09 05:00:00,2022-05-09 06:00:00,88.0,166.0,5.75,22.68,16.75,47.9,20.45,,11.28,1.27,1.65,0.3,0.03,,66.0,0.5,119.5,23.0,738.0,0.03,29.95,0.0
2022-05-09 06:00:00,2022-05-09 07:00:00,78.0,166.0,6.0,24.6,17.95,53.75,20.7,,12.08,1.07,1.73,0.38,0.08,,63.75,0.53,110.75,45.75,738.0,0.03,30.18,0.0
2022-05-09 07:00:00,2022-05-09 08:00:00,76.0,206.0,5.68,27.35,19.15,44.72,20.05,,13.05,1.1,1.9,0.47,0.12,,60.25,0.6,106.0,92.5,738.0,0.03,31.43,0.0
2022-05-09 08:00:00,2022-05-09 09:00:00,74.25,158.0,6.0,27.73,19.62,45.9,20.88,,18.75,1.05,1.88,0.4,0.1,,55.25,0.67,114.0,152.25,738.0,0.0,33.27,0.0
2022-05-09 09:00:00,2022-05-09 10:00:00,58.5,167.0,6.08,24.2,17.78,39.0,20.4,,26.35,0.92,1.77,0.47,0.1,,48.25,0.77,115.25,213.5,738.0,0.0,35.0,0.0
2022-05-09 10:00:00,2022-05-09 11:00:00,52.5,149.0,5.5,22.75,16.58,43.35,19.3,,36.55,0.9,1.98,0.62,0.1,,42.75,0.73,120.0,259.75,738.0,0.0,36.52,0.0
2022-05-09 11:00:00,2022-05-09 12:00:00,47.0,136.0,5.65,22.55,16.57,42.8,19.82,,46.43,0.92,2.33,0.8,0.2,,38.75,0.72,113.5,286.0,738.0,0.0,37.68,0.0
2022-05-09 12:00:00,2022-05-09 13:00:00,43.25,155.0,5.92,19.7,15.28,38.22,24.82,,53.45,0.8,1.85,0.57,0.1,,35.25,0.75,108.25,287.0,738.0,0.0,38.7,0.0
2022-05-09 13:00:00,2022-05-09 14:00:00,42.25,140.0,5.9,18.98,14.87,37.55,24.73,,54.98,0.85,2.1,0.8,0.17,,33.75,0.73,113.5,267.5,738.0,0.0,39.3,0.0
2022-05-09 14:00:00,2022-05-09 15:00:00,45.0,132.0,6.0,18.8,14.85,37.28,23.03,,58.98,0.83,1.8,0.55,0.1,,32.75,0.65,112.25,228.75,738.0,0.0,39.98,0.0
2022-05-09 15:00:00,2022-05-09 16:00:00,42.5,174.0,5.65,19.55,14.98,91.65,31.88,,85.83,0.85,1.82,0.07,0.1,,32.5,0.62,120.0,173.25,739.5,0.0,40.03,0.0
2022-05-09 16:00:00,2022-05-09 17:00:00,43.75,135.0,5.5,27.02,18.8,60.25,34.83,,99.42,0.9,2.0,0.38,0.28,,33.5,0.53,142.75,115.75,740.0,0.0,40.38,0.0
2022-05-09 17:00:00,2022-05-09 18:00:00,43.75,134.0,5.53,29.58,20.28,84.75,28.0,,102.32,0.85,3.12,1.55,0.4,,35.0,0.57,133.5,63.25,740.0,0.0,39.73,0.0
2022-05-09 18:00:00,2022-05-09 19:00:00,48.0,145.0,16.22,55.12,42.5,81.17,26.75,,79.42,0.95,3.47,1.07,0.9,,38.5,0.5,123.5,30.25,740.0,0.05,38.65,0.0
2022-05-09 19:00:00,2022-05-09 20:00:00,61.0,167.0,6.75,54.58,34.52,67.03,29.02,,64.75,1.12,4.2,1.6,1.18,,43.25,0.5,107.0,21.0,740.0,0.0,37.12,0.0
2022-05-09 20:00:00,2022-05-09 21:00:00,84.0,256.0,5.88,46.0,29.27,57.02,33.48,,64.03,1.4,4.3,,1.3,,46.5,0.5,104.25,21.0,740.0,0.03,36.12,0.0
2022-05-09 21:00:00,2022-05-09 22:00:00,87.5,278.0,5.95,39.95,26.08,53.78,32.35,,56.92,1.12,3.4,,0.78,,51.25,0.47,108.0,21.0,740.0,0.0,35.12,0.0
2022-05-09 22:00:00,2022-05-09 23:00:00,81.5,197.0,5.4,35.88,23.5,52.3,35.05,,50.77,1.15,2.97,,0.35,,54.0,0.47,109.0,21.0,740.0,0.0,34.48,0.0
2022-05-09 23:00:00,2022-05-10 00:00:00,85.5,218.0,5.33,30.23,20.38,52.48,31.98,,51.4,1.12,2.2,,0.17,,56.5,0.55,106.75,21.0,740.0,0.0,33.65,0.0
2022-05-10 00:00:00,2022-05-10 01:00:00,77.0,188.0,5.23,26.92,18.52,44.25,28.17,,53.05,1.07,2.02,,0.1,,55.5,0.6,101.5,21.0,740.0,0.0,32.4,0.0
2022-05-10 01:00:00,2022-05-10 02:00:00,52.75,116.0,5.5,28.88,19.88,42.2,35.33,,55.5,1.0,1.82,0.17,0.05,,53.75,0.5,115.5,21.0,740.0,0.0,31.77,0.0
2022-05-10 02:00:00,2022-05-10 03:00:00,41.0,127.0,5.7,20.3,15.4,41.9,29.7,,52.57,1.2,1.98,0.03,0.05,,55.5,0.5,94.25,21.0,740.0,0.0,31.27,0.0
2022-05-10 03:00:00,2022-05-10 04:00:00,33.75,79.0,4.4,22.85,15.72,42.62,30.17,,54.35,0.85,1.88,0.17,,,58.0,0.55,100.0,21.0,740.0,0.0,30.6,0.0
2022-05-10 04:00:00,2022-05-10 05:00:00,36.5,68.0,5.28,28.88,19.65,47.77,50.53,,45.08,1.68,2.23,0.08,0.03,,60.75,0.53,112.0,21.0,740.0,0.0,30.48,0.0
2022-05-10 05:00:00,2022-05-10 06:00:00,52.0,123.0,5.05,26.4,18.18,40.05,36.0,,42.27,1.15,1.95,0.05,0.08,,64.0,0.5,97.25,23.0,740.0,0.0,30.1,0.0
2022-05-10 06:00:00,2022-05-10 07:00:00,41.25,78.0,5.53,26.8,18.75,35.77,31.2,,36.38,0.88,1.83,0.1,0.08,,65.5,0.47,96.75,46.25,740.0,0.0,30.35,0.0
2022-05-10 07:00:00,2022-05-10 08:00:00,46.75,114.0,6.1,30.12,21.0,34.4,39.58,,40.33,0.95,1.9,0.12,0.05,,59.75,0.55,106.0,93.75,740.0,0.0,31.65,0.0
2022-05-10 08:00:00,2022-05-10 09:00:00,50.25,129.0,6.3,31.88,22.08,35.85,49.02,,54.5,0.95,1.9,0.45,0.15,,53.0,0.67,118.25,155.5,740.0,0.0,33.72,0.0
2022-05-10 09:00:00,2022-05-10 10:00:00,45.75,130.0,5.58,28.55,19.73,34.95,37.4,,67.72,0.92,2.2,0.2,0.23,,48.75,0.7,135.0,219.75,740.0,0.0,35.28,0.0
2022-05-10 10:00:00,2022-05-10 11:00:00,48.0,141.0,5.88,25.75,18.47,30.87,30.95,,76.88,1.0,2.6,0.98,0.33,,45.5,0.67,152.75,267.5,740.0,0.0,36.98,0.0
2022-05-10 11:00:00,2022-05-10 12:00:00,46.25,144.0,6.2,25.35,18.5,28.25,27.48,,85.1,1.0,2.88,1.55,0.23,,40.25,0.67,145.75,293.75,740.0,0.0,37.4,0.0
2022-05-10 12:00:00,2022-05-10 13:00:00,39.75,134.0,7.15,23.0,18.07,29.95,28.4,,90.95,0.9,2.78,1.12,0.6,,35.5,0.67,138.75,295.75,740.0,0.0,38.0,0.0
2022-05-10 13:00:00,2022-05-10 14:00:00,35.25,123.0,5.88,20.8,15.85,28.9,25.0,,98.3,0.88,3.02,1.15,0.28,,33.75,0.67,123.25,266.25,740.0,0.0,38.42,0.0
2022-05-10 14:00:00,2022-05-10 15:00:00,33.5,122.0,4.78,19.98,14.52,29.8,22.5,,102.1,0.8,2.23,0.48,0.25,,32.75,0.65,137.0,223.25,740.0,0.0,38.88,0.0
2022-05-10 15:00:00,2022-05-10 16:00:00,37.75,100.0,5.62,21.42,16.0,31.08,22.5,,104.22,0.8,2.62,0.65,0.22,,32.25,0.6,126.75,169.25,740.0,0.0,38.95,0.0
2022-05-10 16:00:00,2022-05-10 17:00:00,42.75,112.5,5.62,22.1,16.33,31.1,22.72,,106.33,0.82,2.95,0.6,0.3,,30.75,0.53,126.0,110.75,740.0,0.0,38.83,0.0
2022-05-10 17:00:00,2022-05-10 18:00:00,37.0,108.0,4.9,23.2,16.3,32.77,23.15,,106.2,0.83,2.98,1.45,1.85,,31.75,0.55,134.75,61.25,740.0,0.0,38.28,0.0
2022-05-10 18:00:00,2022-05-10 19:00:00,50.5,159.0,5.03,28.62,19.3,35.88,26.67,,93.23,0.93,2.97,0.85,0.9,,35.25,0.5,103.75,30.25,740.0,0.0,37.15,0.0
2022-05-10 19:00:00,2022-05-10 20:00:00,59.75,180.0,5.53,36.2,23.77,38.8,28.2,1.69,76.38,0.97,3.32,2.38,0.9,,39.25,0.53,106.5,21.0,740.0,0.0,35.83,0.0
2022-05-10 20:00:00,2022-05-10 21:00:00,72.75,213.0,5.87,36.75,24.3,38.98,26.85,1.32,69.65,1.02,3.95,,0.85,,43.5,0.58,98.0,21.0,740.0,0.0,34.65,0.0
2022-05-10 21:00:00,2022-05-10 22:00:00,67.5,181.5,6.12,34.88,23.55,37.55,26.05,,57.5,1.0,2.75,,0.5,,53.25,0.47,85.0,21.0,740.0,0.0,33.2,0.0
2022-05-10 22:00:00,2022-05-10 23:00:00,62.75,172.75,5.62,30.52,20.83,34.27,26.85,,52.4,0.97,2.1,0.15,0.23,,55.0,0.45,81.75,21.0,740.0,0.0,32.33,0.0
2022-05-10 23:00:00,2022-05-11 00:00:00,62.5,175.5,5.4,28.97,19.8,30.62,28.5,,55.53,0.95,1.9,0.28,0.15,,52.25,0.43,101.5,21.0,740.0,0.0,32.18,0.0
2022-05-11 00:00:00,2022-05-11 01:00:00,62.0,168.0,5.48,23.8,17.1,28.22,26.63,,61.12,0.95,1.78,0.23,0.08,,51.25,0.55,104.5,21.0,740.0,0.0,31.4,0.0
2022-05-11 01:00:00,2022-05-11 02:00:00,51.75,132.0,4.92,24.1,16.82,27.4,26.62,,60.9,0.95,1.48,0.3,0.08,,50.5,0.47,121.0,21.0,740.0,0.0,30.77,0.0
2022-05-11 02:00:00,2022-05-11 03:00:00,37.75,122.0,5.7,23.6,17.2,32.3,33.3,,61.65,0.9,1.4,0.25,0.05,,50.25,0.45,118.25,21.0,740.0,0.0,30.45,0.0
2022-05-11 03:00:00,2022-05-11 04:00:00,36.0,86.0,5.65,22.45,16.5,31.67,29.05,,59.25,0.88,1.35,0.05,0.1,,51.5,0.47,111.0,21.0,740.0,0.0,30.68,0.0
2022-05-11 04:00:00,2022-05-11 05:00:00,38.75,111.0,5.3,21.68,15.85,32.3,25.67,,57.4,0.93,1.4,0.1,0.05,,52.75,0.4,86.5,21.0,740.0,0.0,30.4,0.0
2022-05-11 05:00:00,2022-05-11 06:00:00,30.5,61.0,4.9,23.4,16.45,28.8,23.35,,54.88,0.85,1.35,0.17,0.03,,53.25,0.45,101.75,23.0,740.0,0.0,30.25,0.0
2022-05-11 06:00:00,2022-05-11 07:00:00,37.5,72.0,5.45,27.93,19.3,30.6,24.75,,45.98,1.15,1.68,0.1,0.05,,55.0,0.47,105.0,46.25,740.0,0.0,30.27,0.0
2022-05-11 07:00:00,2022-05-11 08:00:00,46.0,91.0,6.05,30.77,21.28,30.62,29.8,,45.55,1.07,1.85,0.35,0.05,,54.5,0.55,101.0,96.25,740.0,0.0,31.35,0.0
2022-05-11 08:00:00,2022-05-11 09:00:00,49.5,114.0,6.55,33.5,23.2,30.88,57.67,,63.63,1.05,2.2,,0.2,,48.5,0.65,112.5,157.75,740.0,0.0,33.68,0.0
2022-05-11 09:00:00,2022-05-11 10:00:00,51.5,146.0,5.62,29.1,20.05,30.32,39.9,,82.3,0.92,2.05,0.32,0.2,,44.75,0.7,113.75,216.25,740.0,0.0,35.38,0.0
2022-05-11 10:00:00,2022-05-11 11:00:00,53.5,138.0,6.35,27.7,19.88,31.72,35.38,,90.1,0.93,2.8,0.6,0.28,,43.0,0.62,129.75,262.5,740.0,0.0,36.9,0.0
2022-05-11 11:00:00,2022-05-11 12:00:00,56.0,143.0,36.08,63.65,63.2,30.75,34.02,,76.97,1.0,2.95,0.38,0.22,,41.0,0.6,139.0,284.25,740.0,0.0,38.12,0.0
2022-05-11 12:00:00,2022-05-11 13:00:00,58.0,147.0,24.72,52.23,47.87,31.27,32.67,,85.85,1.08,3.33,,0.6,,39.5,0.65,134.5,287.25,740.0,0.03,39.15,0.0
2022-05-11 13:00:00,2022-05-11 14:00:00,53.25,135.0,5.97,25.42,18.4,32.38,26.82,,108.53,1.0,2.9,1.38,0.35,,37.75,0.65,140.0,265.5,740.0,0.0,39.83,0.0
2022-05-11 14:00:00,2022-05-11 15:00:00,47.25,140.0,5.38,21.62,15.85,30.12,22.57,,112.32,1.0,2.57,1.07,0.25,,35.5,0.55,138.25,225.5,740.0,0.03,40.55,0.0
2022-05-11 15:00:00,2022-05-11 16:00:00,47.25,132.0,6.08,21.4,16.35,30.5,22.38,,113.43,1.05,3.05,1.3,0.32,,34.5,0.53,148.0,169.75,740.0,0.0,41.0,0.0
2022-05-11 16:00:00,2022-05-11 17:00:00,52.75,133.0,4.43,19.5,13.95,28.93,29.48,0.17,122.15,0.85,2.95,1.02,0.27,,34.25,0.5,139.5,111.25,740.0,0.0,40.62,0.0
2022-05-11 17:00:00,2022-05-11 18:00:00,49.25,135.0,5.18,23.03,16.42,28.95,36.45,,112.98,0.9,2.9,1.12,0.38,,36.75,0.53,112.5,61.25,740.0,0.0,40.1,0.0
2022-05-11 18:00:00,2022-05-11 19:00:00,50.0,147.0,5.0,25.33,17.52,30.15,33.23,1.62,97.3,1.0,2.75,0.55,0.47,,41.75,0.55,103.0,30.0,740.0,0.03,38.77,0.0
2022-05-11 19:00:00,2022-05-11 20:00:00,53.0,161.0,5.25,31.65,21.1,32.38,29.77,0.9,75.5,0.97,3.15,0.33,0.62,,47.0,0.5,100.5,21.0,740.0,0.0,37.52,0.0
2022-05-11 20:00:00,2022-05-11 21:00:00,64.25,194.0,5.15,35.58,23.12,36.5,27.12,,66.45,1.02,3.65,0.82,0.88,,51.0,0.53,107.75,21.0,740.0,0.0,36.38,0.0
2022-05-11 21:00:00,2022-05-11 22:00:00,71.25,211.0,5.73,38.23,25.0,40.15,40.6,,60.2,1.18,3.12,,0.47,,52.75,0.45,118.75,21.0,740.0,0.0,35.62,0.0
2022-05-11 22:00:00,2022-05-11 23:00:00,69.75,207.0,5.35,31.6,21.17,41.1,29.38,,62.77,1.07,2.97,0.42,0.33,,54.0,0.45,126.0,21.0,740.0,0.03,35.0,0.0
2022-05-11 23:00:00,2022-05-12 00:00:00,64.5,162.0,5.8,26.55,18.83,40.65,26.77,,59.95,1.0,2.45,0.57,0.25,,55.75,0.4,142.25,21.0,740.0,0.0,34.58,0.0
2022-05-12 00:00:00,2022-05-12 01:00:00,67.75,172.0,5.28,24.4,17.27,39.8,26.0,1.06,62.62,1.0,2.3,0.15,0.22,,55.25,0.5,160.25,21.0,740.0,0.0,34.43,0.0
2022-05-12 01:00:00,2022-05-12 02:00:00,64.75,139.0,5.25,25.48,17.85,38.52,24.18,1.42,53.4,1.0,2.0,0.25,0.12,,58.5,0.47,141.75,21.0,740.0,0.0,33.9,0.0
2022-05-12 02:00:00,2022-05-12 03:00:00,67.5,141.0,4.6,25.0,17.0,45.9,24.5,1.02,45.8,1.0,2.0,0.43,0.17,,62.75,0.43,134.25,21.0,740.0,0.0,33.12,0.0
2022-05-12 03:00:00,2022-05-12 04:00:00,69.25,143.0,5.45,23.62,16.98,36.88,24.82,1.12,42.4,1.05,1.98,0.1,0.12,,64.75,0.4,135.0,21.0,740.0,0.0,32.62,0.0
2022-05-12 04:00:00,2022-05-12 05:00:00,68.75,143.0,6.1,24.3,17.9,35.67,24.15,1.31,39.1,1.0,1.82,0.2,0.08,,67.5,0.45,125.25,21.0,740.0,0.0,32.12,0.0
2022-05-12 05:00:00,2022-05-12 06:00:00,71.25,147.0,5.38,24.9,17.65,37.85,24.75,,31.35,1.02,1.8,0.3,0.1,,72.0,0.45,79.5,23.0,740.0,0.0,31.32,0.0
2022-05-12 06:00:00,2022-05-12 07:00:00,90.5,174.0,5.9,27.25,19.27,47.4,27.47,,25.88,1.25,2.2,,0.08,,72.0,0.4,85.5,46.5,740.0,0.0,31.58,0.0
2022-05-12 07:00:00,2022-05-12 08:00:00,98.0,217.0,6.4,33.45,22.98,52.42,32.55,,24.75,1.4,2.8,,0.2,,69.25,0.5,87.25,95.5,740.0,0.0,32.6,0.0
2022-05-12 08:00:00,2022-05-12 09:00:00,112.0,241.0,6.78,31.77,22.43,42.92,44.67,,42.38,1.4,2.8,,0.3,,59.75,0.62,114.0,158.0,740.0,0.0,34.25,0.0
2022-05-12 09:00:00,2022-05-12 10:00:00,93.5,199.0,6.72,27.88,20.3,43.28,40.1,,64.1,1.18,2.42,0.25,0.28,,49.75,0.6,127.75,224.0,740.0,0.0,36.38,0.0
2022-05-12 10:00:00,2022-05-12 11:00:00,72.25,160.0,6.35,25.1,18.5,41.58,32.62,,84.88,1.02,2.75,1.2,0.2,,42.5,0.6,138.75,276.5,740.0,0.0,38.1,0.0
2022-05-12 11:00:00,2022-05-12 12:00:00,67.0,160.0,5.57,24.1,17.35,41.25,30.0,1.26,97.32,1.1,3.1,1.55,0.28,,39.0,0.68,155.75,299.75,740.0,0.0,39.33,0.0
2022-05-12 12:00:00,2022-05-12 13:00:00,63.5,163.0,5.62,25.52,18.12,49.03,30.05,,106.5,1.08,2.92,1.02,0.32,,35.75,0.6,166.75,303.75,740.0,0.0,40.65,0.0
2022-05-12 13:00:00,2022-05-12 14:00:00,55.25,152.0,6.03,26.5,19.0,48.18,29.12,,116.38,1.1,4.6,1.55,0.53,,34.25,0.65,172.5,276.75,740.0,0.0,41.43,0.0
2022-05-12 14:00:00,2022-05-12 15:00:00,60.75,155.0,5.43,26.15,18.33,48.83,30.15,0.21,129.07,1.2,3.27,1.67,0.45,,32.0,0.57,156.25,239.5,740.0,0.0,42.17,0.0
2022-05-12 15:00:00,2022-05-12 16:00:00,58.5,167.0,5.2,26.65,18.4,48.33,32.98,1.46,137.55,1.2,3.17,0.75,0.38,,27.5,0.5,202.0,184.0,740.0,0.0,43.05,0.0
2022-05-12 16:00:00,2022-05-12 17:00:00,59.25,174.0,5.88,32.33,21.98,46.03,45.52,1.03,131.23,0.95,2.8,0.68,0.28,,20.0,0.45,231.0,121.0,740.0,0.0,43.83,0.0
2022-05-12 17:00:00,2022-05-12 18:00:00,50.75,164.75,6.0,50.78,31.85,37.55,70.0,,129.2,1.05,3.8,1.12,0.55,,21.0,0.35,239.5,66.5,740.0,0.0,43.65,0.0
2022-05-12 18:00:00,2022-05-12 19:00:00,61.0,161.0,5.88,37.9,24.93,38.7,30.3,0.71,116.35,1.02,3.52,,0.65,,31.5,0.5,109.0,30.75,740.0,0.0,41.07,0.0
2022-05-12 19:00:00,2022-05-12 20:00:00,71.25,229.25,5.38,43.23,27.38,40.77,31.98,,72.58,1.15,3.93,0.7,1.02,,44.5,0.47,119.5,21.0,740.0,0.0,38.78,0.0
2022-05-12 20:00:00,2022-05-12 21:00:00,84.25,236.75,5.22,37.98,24.48,42.67,29.6,1.28,64.38,1.2,4.32,,1.27,,50.0,0.6,99.25,21.0,740.0,0.0,36.72,0.0
