From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3)
2022-05-11 08:00:00,2022-05-11 09:00:00,66.32,216.74,,,0.0,
2022-05-11 09:00:00,2022-05-11 10:00:00,58.24,169.24,,,0.0,
2022-05-11 10:00:00,2022-05-11 11:00:00,50.98,143.79,,,0.0,
2022-05-11 11:00:00,2022-05-11 12:00:00,43.12,147.53,,,0.0,
2022-05-11 12:00:00,2022-05-11 13:00:00,39.13,146.53,,,0.0,
2022-05-11 13:00:00,2022-05-11 14:00:00,36.42,144.84,,,0.0,
2022-05-11 14:00:00,2022-05-11 15:00:00,56.41,145.88,,,0.0,
2022-05-11 15:00:00,2022-05-11 16:00:00,108.38,180.67,,,0.0,
2022-05-11 16:00:00,2022-05-11 17:00:00,111.47,173.39,,,0.0,
2022-05-11 17:00:00,2022-05-11 18:00:00,94.72,184.8,,,0.0,
2022-05-11 18:00:00,2022-05-11 19:00:00,47.26,137.72,,,0.0,
2022-05-11 19:00:00,2022-05-11 20:00:00,47.86,151.84,,,0.0,
2022-05-11 20:00:00,2022-05-11 21:00:00,101.56,250.6,,,0.0,
2022-05-11 21:00:00,2022-05-11 22:00:00,129.19,295.34,,,0.0,
2022-05-11 22:00:00,2022-05-11 23:00:00,86.69,226.27,,,0.0,
2022-05-11 23:00:00,2022-05-12 00:00:00,11.29,87.4,,,0.0,
2022-05-12 00:00:00,2022-05-12 01:00:00,3.42,43.03,,,0.0,
2022-05-12 01:00:00,2022-05-12 02:00:00,,41.74,,,0.0,
2022-05-12 02:00:00,2022-05-12 03:00:00,,86.28,,,0.0,
2022-05-12 03:00:00,2022-05-12 04:00:00,3.48,91.6,,,0.0,
2022-05-12 04:00:00,2022-05-12 05:00:00,17.48,98.04,,,0.0,
2022-05-12 05:00:00,2022-05-12 06:00:00,40.54,130.53,,,0.0,
2022-05-12 06:00:00,2022-05-12 07:00:00,39.83,146.84,,,0.0,
2022-05-12 07:00:00,2022-05-12 08:00:00,46.59,165.93,,,0.0,
2022-05-12 08:00:00,2022-05-12 09:00:00,56.3,176.31,,,0.0,
2022-05-12 09:00:00,2022-05-12 10:00:00,66.46,200.78,,,0.0,
2022-05-12 10:00:00,2022-05-12 11:00:00,67.81,191.49,,,0.0,
2022-05-12 11:00:00,2022-05-12 12:00:00,95.23,182.18,,,0.0,
2022-05-12 12:00:00,2022-05-12 13:00:00,104.35,187.14,,,0.0,
2022-05-12 13:00:00,2022-05-12 14:00:00,100.8,201.08,,,0.0,
2022-05-12 14:00:00,2022-05-12 15:00:00,72.32,179.54,,,0.0,
2022-05-12 15:00:00,2022-05-12 16:00:00,9.82,105.4,,,0.0,
2022-05-12 16:00:00,2022-05-12 17:00:00,10.96,80.64,,,0.0,
2022-05-12 17:00:00,2022-05-12 18:00:00,5.34,78.91,,,0.0,
2022-05-12 18:00:00,2022-05-12 19:00:00,16.67,139.47,,,0.0,
2022-05-12 19:00:00,2022-05-12 20:00:00,50.89,194.49,,,0.0,
2022-05-12 20:00:00,2022-05-12 21:00:00,70.08,207.42,,,0.0,
2022-05-12 21:00:00,2022-05-12 22:00:00,53.25,169.93,,,0.0,
2022-05-12 22:00:00,2022-05-12 23:00:00,28.68,149.37,,,0.0,
2022-05-12 23:00:00,2022-05-13 00:00:00,60.81,180.16,,,0.0,
2022-05-13 00:00:00,2022-05-13 01:00:00,89.97,201.78,,,0.0,
2022-05-13 01:00:00,2022-05-13 02:00:00,54.81,174.07,,,0.0,
2022-05-13 02:00:00,2022-05-13 03:00:00,38.48,171.51,,,0.0,
2022-05-13 03:00:00,2022-05-13 04:00:00,12.28,152.53,,,0.0,
2022-05-13 04:00:00,2022-05-13 05:00:00,9.22,115.88,,,0.0,
2022-05-13 05:00:00,2022-05-13 06:00:00,10.72,88.3,,,0.0,
2022-05-13 06:00:00,2022-05-13 07:00:00,8.43,94.48,,,0.0,
2022-05-13 07:00:00,2022-05-13 08:00:00,25.5,131.94,,,0.0,
2022-05-13 08:00:00,2022-05-13 09:00:00,62.6,171.97,,,0.0,
2022-05-13 09:00:00,2022-05-13 10:00:00,71.47,191.75,,,0.0,
2022-05-13 10:00:00,2022-05-13 11:00:00,79.51,213.72,0.88,7.32,8.18,32.59
2022-05-13 11:00:00,2022-05-13 12:00:00,88.75,213.45,4.01,17.69,21.75,7.82
2022-05-13 12:00:00,2022-05-13 13:00:00,58.92,198.4,90.02,124.86,160.73,7.01
2022-05-13 13:00:00,2022-05-13 14:00:00,,,,,0.0,
2022-05-13 14:00:00,2022-05-13 15:00:00,,,,,0.0,
2022-05-13 15:00:00,2022-05-13 16:00:00,,,,,0.0,
2022-05-13 16:00:00,2022-05-13 17:00:00,,,,,0.0,
2022-05-13 17:00:00,2022-05-13 18:00:00,,,,,0.0,
2022-05-13 18:00:00,2022-05-13 19:00:00,,,,,0.0,
2022-05-13 19:00:00,2022-05-13 20:00:00,,,,,0.0,
2022-05-13 20:00:00,2022-05-13 21:00:00,,,,,0.0,
2022-05-13 21:00:00,2022-05-13 22:00:00,,,,,0.0,
2022-05-13 22:00:00,2022-05-13 23:00:00,,,,,0.0,
2022-05-13 23:00:00,2022-05-14 00:00:00,,,,,0.0,
2022-05-14 00:00:00,2022-05-14 01:00:00,,,,,0.0,
2022-05-14 01:00:00,2022-05-14 02:00:00,,,,,0.0,
2022-05-14 02:00:00,2022-05-14 03:00:00,,,,,0.0,
2022-05-14 03:00:00,2022-05-14 04:00:00,,,,,0.0,
2022-05-14 04:00:00,2022-05-14 05:00:00,,,,,0.0,
2022-05-14 05:00:00,2022-05-14 06:00:00,,,,,0.0,
2022-05-14 06:00:00,2022-05-14 07:00:00,,,,,0.0,
2022-05-14 07:00:00,2022-05-14 08:00:00,,,,,0.0,
2022-05-14 08:00:00,2022-05-14 09:00:00,,,,,0.0,
2022-05-14 09:00:00,2022-05-14 10:00:00,,,,,0.0,
2022-05-14 10:00:00,2022-05-14 11:00:00,,,,,0.0,
2022-05-14 11:00:00,2022-05-14 12:00:00,,,,,0.0,
2022-05-14 12:00:00,2022-05-14 13:00:00,53.57,181.5,1.46,2.05,0.87,7.51
2022-05-14 13:00:00,2022-05-14 14:00:00,50.38,173.38,1.6,2.88,4.46,6.99
2022-05-14 14:00:00,2022-05-14 15:00:00,76.38,178.41,1.6,3.01,4.6,7.4
2022-05-14 15:00:00,2022-05-14 16:00:00,79.19,185.53,1.73,0.54,1.94,5.51
2022-05-14 16:00:00,2022-05-14 17:00:00,67.04,140.51,2.16,1.85,3.98,5.11
2022-05-14 17:00:00,2022-05-14 18:00:00,37.8,118.31,2.0,3.82,5.85,5.08
2022-05-14 18:00:00,2022-05-14 19:00:00,28.54,118.61,1.92,5.84,7.75,4.57
2022-05-14 19:00:00,2022-05-14 20:00:00,31.71,144.5,1.69,12.33,14.01,5.39
2022-05-14 20:00:00,2022-05-14 21:00:00,50.59,189.71,1.83,19.3,21.11,6.38
2022-05-14 21:00:00,2022-05-14 22:00:00,42.09,173.54,2.03,9.5,11.6,7.43
2022-05-14 22:00:00,2022-05-14 23:00:00,36.9,150.56,1.47,4.49,5.97,9.25
2022-05-14 23:00:00,2022-05-15 00:00:00,37.92,134.38,1.67,4.01,5.7,8.68
2022-05-15 00:00:00,2022-05-15 01:00:00,30.69,133.31,1.62,3.23,4.86,7.07
2022-05-15 01:00:00,2022-05-15 02:00:00,40.77,132.85,1.87,1.56,3.31,7.44
2022-05-15 02:00:00,2022-05-15 03:00:00,25.94,147.28,1.78,0.81,2.52,7.87
2022-05-15 03:00:00,2022-05-15 04:00:00,31.2,130.47,2.19,0.56,2.61,7.85
2022-05-15 04:00:00,2022-05-15 05:00:00,28.03,125.66,1.83,0.23,1.43,8.14
2022-05-15 05:00:00,2022-05-15 06:00:00,26.07,107.17,1.69,0.03,0.8,8.5
2022-05-15 06:00:00,2022-05-15 07:00:00,27.47,103.44,1.69,0.54,2.12,8.18
2022-05-15 07:00:00,2022-05-15 08:00:00,23.82,108.69,1.95,1.47,3.36,8.67
2022-05-15 08:00:00,2022-05-15 09:00:00,45.59,129.63,2.17,4.96,7.21,8.71
2022-05-15 09:00:00,2022-05-15 10:00:00,58.11,151.1,2.04,7.87,9.9,9.07
2022-05-15 10:00:00,2022-05-15 11:00:00,44.43,148.78,2.46,6.71,9.15,9.04
2022-05-15 11:00:00,2022-05-15 12:00:00,54.06,188.52,2.09,4.12,6.21,9.3
2022-05-15 12:00:00,2022-05-15 13:00:00,59.52,345.7,1.9,1.94,3.84,8.48
2022-05-15 13:00:00,2022-05-15 14:00:00,51.4,301.9,2.07,0.11,0.71,7.39
2022-05-15 14:00:00,2022-05-15 15:00:00,46.03,174.89,1.8,0.08,0.27,7.52
2022-05-15 15:00:00,2022-05-15 16:00:00,49.2,174.69,1.79,0.04,0.53,7.17
2022-05-15 16:00:00,2022-05-15 17:00:00,53.92,178.61,1.75,0.14,0.24,6.75
2022-05-15 17:00:00,2022-05-15 18:00:00,56.12,181.79,1.68,4.67,6.33,6.62
2022-05-15 18:00:00,2022-05-15 19:00:00,86.86,203.98,1.76,1.7,3.44,7.32
2022-05-15 19:00:00,2022-05-15 20:00:00,69.88,170.47,1.72,3.33,5.03,9.24
2022-05-15 20:00:00,2022-05-15 21:00:00,38.52,136.89,1.54,5.57,7.12,8.04
2022-05-15 21:00:00,2022-05-15 22:00:00,36.29,141.89,1.47,8.27,9.73,7.75
2022-05-15 22:00:00,2022-05-15 23:00:00,36.16,140.56,1.53,11.93,13.42,7.63
2022-05-15 23:00:00,2022-05-16 00:00:00,48.7,167.06,1.58,8.55,10.13,7.45
2022-05-16 00:00:00,2022-05-16 01:00:00,34.84,142.01,1.6,1.62,2.39,7.11
2022-05-16 01:00:00,2022-05-16 02:00:00,42.44,128.84,1.43,0.01,0.23,6.16
2022-05-16 02:00:00,2022-05-16 03:00:00,45.83,145.97,1.53,0.07,0.73,6.32
2022-05-16 03:00:00,2022-05-16 04:00:00,36.92,169.46,1.5,0.2,1.34,6.96
2022-05-16 04:00:00,2022-05-16 05:00:00,43.5,120.25,1.6,0.72,2.2,7.86
2022-05-16 05:00:00,2022-05-16 06:00:00,47.24,114.75,1.54,1.92,3.47,9.53
2022-05-16 06:00:00,2022-05-16 07:00:00,48.25,152.74,1.67,3.15,4.83,10.86
2022-05-16 07:00:00,2022-05-16 08:00:00,42.39,148.01,1.66,5.23,6.92,11.53
2022-05-16 08:00:00,2022-05-16 09:00:00,53.73,154.22,1.62,5.13,6.75,12.99
2022-05-16 09:00:00,2022-05-16 10:00:00,54.83,154.81,2.09,4.69,6.79,11.43
2022-05-16 10:00:00,2022-05-16 11:00:00,42.45,161.09,1.65,4.29,5.96,11.12
2022-05-16 11:00:00,2022-05-16 12:00:00,51.06,151.26,1.69,2.77,4.45,10.23
2022-05-16 12:00:00,2022-05-16 13:00:00,47.76,168.75,1.57,3.25,4.86,8.65
2022-05-16 13:00:00,2022-05-16 14:00:00,49.64,202.62,1.6,4.87,6.47,8.76
2022-05-16 14:00:00,2022-05-16 15:00:00,53.63,196.87,1.54,1.06,1.99,7.25
2022-05-16 15:00:00,2022-05-16 16:00:00,58.78,183.19,1.6,1.16,1.44,6.47
2022-05-16 16:00:00,2022-05-16 17:00:00,50.66,153.99,1.6,0.01,0.43,6.0
2022-05-16 17:00:00,2022-05-16 18:00:00,45.13,146.09,1.57,0.14,1.19,5.5
2022-05-16 18:00:00,2022-05-16 19:00:00,39.66,132.04,1.65,3.35,5.03,5.8
2022-05-16 19:00:00,2022-05-16 20:00:00,34.48,120.44,1.72,11.97,13.68,6.61
2022-05-16 20:00:00,2022-05-16 21:00:00,47.09,195.54,1.62,20.76,22.38,6.89
2022-05-16 21:00:00,2022-05-16 22:00:00,48.76,169.6,1.64,28.8,30.4,6.97
2022-05-16 22:00:00,2022-05-16 23:00:00,51.52,184.72,1.68,23.7,25.31,7.27
2022-05-16 23:00:00,2022-05-17 00:00:00,59.56,193.69,1.79,27.04,28.84,7.93
2022-05-17 00:00:00,2022-05-17 01:00:00,61.75,224.22,2.29,21.21,23.54,7.31
2022-05-17 01:00:00,2022-05-17 02:00:00,69.11,180.31,1.69,14.23,15.93,7.01
2022-05-17 02:00:00,2022-05-17 03:00:00,33.6,155.07,1.49,1.8,2.48,6.83
2022-05-17 03:00:00,2022-05-17 04:00:00,32.43,153.12,1.54,,0.03,7.75
2022-05-17 04:00:00,2022-05-17 05:00:00,50.26,163.69,1.69,0.01,0.14,7.67
2022-05-17 05:00:00,2022-05-17 06:00:00,54.08,177.68,1.48,0.12,0.55,7.67
2022-05-17 06:00:00,2022-05-17 07:00:00,52.81,200.28,1.65,2.51,4.07,8.25
2022-05-17 07:00:00,2022-05-17 08:00:00,52.92,208.55,1.46,4.79,6.27,9.29
2022-05-17 08:00:00,2022-05-17 09:00:00,64.47,207.53,1.53,4.26,5.77,10.38
2022-05-17 09:00:00,2022-05-17 10:00:00,84.49,211.99,1.52,4.36,5.89,9.18
2022-05-17 10:00:00,2022-05-17 11:00:00,82.75,213.62,1.54,2.85,4.24,8.2
2022-05-17 11:00:00,2022-05-17 12:00:00,84.02,214.45,1.55,4.54,6.09,6.76
2022-05-17 12:00:00,2022-05-17 13:00:00,66.66,199.58,1.46,2.6,4.07,5.79
2022-05-17 13:00:00,2022-05-17 14:00:00,48.56,184.1,1.52,2.09,3.54,5.53
2022-05-17 14:00:00,2022-05-17 15:00:00,60.56,213.67,1.5,0.06,0.49,6.74
2022-05-17 15:00:00,2022-05-17 16:00:00,53.46,217.69,1.22,3.76,4.83,6.23
2022-05-17 16:00:00,2022-05-17 17:00:00,53.2,215.69,1.49,1.56,2.85,6.46
2022-05-17 17:00:00,2022-05-17 18:00:00,55.52,176.99,1.61,2.03,3.61,6.77
2022-05-17 18:00:00,2022-05-17 19:00:00,46.66,171.21,1.61,5.7,7.31,6.92
2022-05-17 19:00:00,2022-05-17 20:00:00,58.89,177.1,1.54,11.69,13.23,8.38
2022-05-17 20:00:00,2022-05-17 21:00:00,40.18,175.9,1.51,21.75,23.24,9.72
2022-05-17 21:00:00,2022-05-17 22:00:00,45.97,167.6,1.47,19.4,20.9,9.03
2022-05-17 22:00:00,2022-05-17 23:00:00,49.97,161.29,1.38,11.05,12.45,6.27
2022-05-17 23:00:00,2022-05-18 00:00:00,48.55,180.16,1.43,5.98,7.39,6.42
2022-05-18 00:00:00,2022-05-18 01:00:00,44.86,170.7,1.48,12.55,14.01,6.13
2022-05-18 01:00:00,2022-05-18 02:00:00,43.97,151.12,1.46,9.96,11.42,5.53
2022-05-18 02:00:00,2022-05-18 03:00:00,56.19,153.95,1.54,4.96,6.49,5.88
2022-05-18 03:00:00,2022-05-18 04:00:00,62.83,186.64,1.55,0.68,2.13,6.16
2022-05-18 04:00:00,2022-05-18 05:00:00,75.08,223.84,1.71,1.85,3.51,6.6
2022-05-18 05:00:00,2022-05-18 06:00:00,75.98,242.7,1.5,0.83,2.23,6.54
2022-05-18 06:00:00,2022-05-18 07:00:00,82.54,234.62,1.61,1.7,3.29,6.28
2022-05-18 07:00:00,2022-05-18 08:00:00,84.34,246.13,1.57,3.34,4.92,7.42
2022-05-18 08:00:00,2022-05-18 09:00:00,82.82,242.95,1.52,2.9,4.41,8.52
2022-05-18 09:00:00,2022-05-18 10:00:00,92.22,273.05,1.62,3.41,5.04,9.34
2022-05-18 10:00:00,2022-05-18 11:00:00,86.88,279.46,1.58,3.0,4.53,9.29
2022-05-18 11:00:00,2022-05-18 12:00:00,74.39,246.07,1.59,2.58,4.18,7.1
2022-05-18 12:00:00,2022-05-18 13:00:00,65.96,225.7,1.44,2.9,4.32,5.93
2022-05-18 13:00:00,2022-05-18 14:00:00,59.45,216.04,1.64,3.22,4.87,6.87
2022-05-18 14:00:00,2022-05-18 15:00:00,70.4,215.81,1.5,0.39,1.24,6.21
2022-05-18 15:00:00,2022-05-18 16:00:00,64.41,210.42,1.58,0.7,0.49,5.19
2022-05-18 16:00:00,2022-05-18 17:00:00,80.52,224.59,1.62,3.66,5.25,5.51
2022-05-18 17:00:00,2022-05-18 18:00:00,115.77,272.25,1.81,2.59,4.37,6.29
2022-05-18 18:00:00,2022-05-18 19:00:00,141.37,323.87,1.85,9.17,11.02,8.23
2022-05-18 19:00:00,2022-05-18 20:00:00,95.29,288.01,1.76,13.2,14.96,6.3
2022-05-18 20:00:00,2022-05-18 21:00:00,49.95,226.82,1.69,26.38,28.08,6.77
2022-05-18 21:00:00,2022-05-18 22:00:00,33.07,254.4,1.75,33.63,35.41,5.78
2022-05-18 22:00:00,2022-05-18 23:00:00,41.21,218.78,1.65,30.48,32.16,6.19
2022-05-18 23:00:00,2022-05-19 00:00:00,90.57,248.72,1.64,23.7,25.34,6.86
2022-05-19 00:00:00,2022-05-19 01:00:00,127.46,306.43,1.58,19.37,20.95,7.19
2022-05-19 01:00:00,2022-05-19 02:00:00,132.99,310.34,1.88,8.06,9.93,7.47
2022-05-19 02:00:00,2022-05-19 03:00:00,63.5,186.37,1.79,0.88,2.27,8.18
2022-05-19 03:00:00,2022-05-19 04:00:00,19.79,150.54,1.9,0.39,1.51,9.76
2022-05-19 04:00:00,2022-05-19 05:00:00,16.96,152.41,1.82,0.11,1.37,8.97
2022-05-19 05:00:00,2022-05-19 06:00:00,14.54,173.05,1.82,0.76,2.41,8.25
2022-05-19 06:00:00,2022-05-19 07:00:00,36.55,219.85,1.79,5.54,7.33,8.03
2022-05-19 07:00:00,2022-05-19 08:00:00,76.53,266.58,1.58,7.54,9.13,9.13
2022-05-19 08:00:00,2022-05-19 09:00:00,71.47,286.6,1.58,7.24,8.82,12.08
2022-05-19 09:00:00,2022-05-19 10:00:00,101.01,302.49,1.56,11.29,12.87,9.9
2022-05-19 10:00:00,2022-05-19 11:00:00,140.79,351.58,1.54,12.15,13.71,8.39
2022-05-19 11:00:00,2022-05-19 12:00:00,167.8,358.37,1.63,9.81,11.43,8.17
2022-05-19 12:00:00,2022-05-19 13:00:00,170.61,319.49,1.65,14.81,16.44,7.2
2022-05-19 13:00:00,2022-05-19 14:00:00,145.86,287.81,1.69,11.8,13.56,6.38
2022-05-19 14:00:00,2022-05-19 15:00:00,134.15,262.76,1.83,9.52,11.37,4.52
2022-05-19 15:00:00,2022-05-19 16:00:00,115.25,241.52,1.65,7.92,9.57,3.85
2022-05-19 16:00:00,2022-05-19 17:00:00,120.68,230.07,1.58,10.91,12.51,3.53
2022-05-19 17:00:00,2022-05-19 18:00:00,100.12,233.13,2.01,9.99,12.0,2.36
2022-05-19 18:00:00,2022-05-19 19:00:00,36.54,184.46,1.76,14.82,16.59,3.2
2022-05-19 19:00:00,2022-05-19 20:00:00,46.31,189.84,1.66,15.73,17.38,4.24
2022-05-19 20:00:00,2022-05-19 21:00:00,22.16,168.0,1.96,14.24,16.2,6.86
2022-05-19 21:00:00,2022-05-19 22:00:00,14.87,154.26,1.82,11.56,13.37,8.54
2022-05-19 22:00:00,2022-05-19 23:00:00,15.98,157.64,1.7,2.59,4.31,9.7
2022-05-19 23:00:00,2022-05-20 00:00:00,39.86,168.59,1.6,2.92,4.5,8.55
2022-05-20 00:00:00,2022-05-20 01:00:00,27.09,164.42,1.59,2.09,3.49,8.89
2022-05-20 01:00:00,2022-05-20 02:00:00,52.34,158.95,1.57,5.72,7.29,8.92
2022-05-20 02:00:00,2022-05-20 03:00:00,66.32,194.25,1.56,6.79,8.3,6.05
2022-05-20 03:00:00,2022-05-20 04:00:00,128.14,317.85,1.46,6.38,7.86,5.57
2022-05-20 04:00:00,2022-05-20 05:00:00,134.68,265.94,1.58,7.19,8.75,6.99
2022-05-20 05:00:00,2022-05-20 06:00:00,121.88,278.46,1.48,9.71,11.21,8.79
2022-05-20 06:00:00,2022-05-20 07:00:00,108.68,235.25,1.67,12.43,14.1,9.77
2022-05-20 07:00:00,2022-05-20 08:00:00,91.27,204.82,1.72,16.59,18.3,13.8
2022-05-20 08:00:00,2022-05-20 09:00:00,105.18,224.66,1.82,16.06,17.82,11.56
2022-05-20 09:00:00,2022-05-20 10:00:00,110.09,254.13,2.04,11.78,13.82,9.93
2022-05-20 10:00:00,2022-05-20 11:00:00,48.4,214.0,2.19,4.54,6.75,9.89
2022-05-20 11:00:00,2022-05-20 12:00:00,2.2,160.96,1.78,6.36,8.15,9.21
2022-05-20 12:00:00,2022-05-20 13:00:00,41.6,194.91,1.57,9.62,11.2,8.62
2022-05-20 13:00:00,2022-05-20 14:00:00,92.65,240.94,1.49,6.24,7.71,7.64
2022-05-20 14:00:00,2022-05-20 15:00:00,116.15,244.75,2.69,8.82,11.52,6.38
2022-05-20 15:00:00,2022-05-20 16:00:00,111.63,287.01,5.64,6.05,11.7,4.26
2022-05-20 16:00:00,2022-05-20 17:00:00,105.56,201.28,7.53,6.22,13.74,3.25
2022-05-20 17:00:00,2022-05-20 18:00:00,93.32,217.8,9.03,7.75,16.79,2.02
2022-05-20 18:00:00,2022-05-20 19:00:00,104.28,231.91,10.4,9.55,19.97,0.82
2022-05-20 19:00:00,2022-05-20 20:00:00,95.32,233.42,11.02,12.48,23.52,2.07
2022-05-20 20:00:00,2022-05-20 21:00:00,85.76,223.48,11.4,13.85,25.25,2.77
2022-05-20 21:00:00,2022-05-20 22:00:00,78.22,210.17,11.97,13.71,25.68,4.02
2022-05-20 22:00:00,2022-05-20 23:00:00,71.67,196.25,12.7,13.05,25.75,3.73
2022-05-20 23:00:00,2022-05-21 00:00:00,69.86,159.82,12.75,11.52,24.29,3.62
2022-05-21 00:00:00,2022-05-21 01:00:00,79.5,204.51,12.28,12.14,24.46,4.71
2022-05-21 01:00:00,2022-05-21 02:00:00,64.5,175.63,9.93,8.2,18.15,3.83
2022-05-21 02:00:00,2022-05-21 03:00:00,9.27,118.67,2.52,2.21,4.72,1.87
2022-05-21 03:00:00,2022-05-21 04:00:00,,12.77,2.06,1.31,3.33,4.81
2022-05-21 04:00:00,2022-05-21 05:00:00,,20.37,2.01,0.79,2.76,7.46
2022-05-21 05:00:00,2022-05-21 06:00:00,,20.12,2.01,1.25,3.2,7.6
2022-05-21 06:00:00,2022-05-21 07:00:00,,70.49,2.03,1.98,4.0,7.59
2022-05-21 07:00:00,2022-05-21 08:00:00,2.52,82.51,1.84,2.52,4.37,7.17
2022-05-21 08:00:00,2022-05-21 09:00:00,9.07,114.55,2.19,2.11,4.29,6.96
2022-05-21 09:00:00,2022-05-21 10:00:00,23.84,166.19,1.7,2.17,3.88,6.25
2022-05-21 10:00:00,2022-05-21 11:00:00,51.4,214.26,1.54,7.09,8.64,6.82
2022-05-21 11:00:00,2022-05-21 12:00:00,112.91,291.27,1.53,6.9,8.41,6.47
2022-05-21 12:00:00,2022-05-21 13:00:00,124.6,392.0,1.45,6.82,8.32,3.36
2022-05-21 13:00:00,2022-05-21 14:00:00,113.73,381.07,1.79,6.09,7.95,0.77
2022-05-21 14:00:00,2022-05-21 15:00:00,116.73,382.04,1.93,5.93,7.89,0.28
2022-05-21 15:00:00,2022-05-21 16:00:00,111.5,303.8,3.32,4.92,8.21,1.02
2022-05-21 16:00:00,2022-05-21 17:00:00,95.58,326.06,4.78,6.15,10.95,3.7
2022-05-21 17:00:00,2022-05-21 18:00:00,88.02,292.14,5.97,8.22,14.19,3.25
2022-05-21 18:00:00,2022-05-21 19:00:00,45.31,262.94,2.3,3.42,5.71,2.29
2022-05-21 19:00:00,2022-05-21 20:00:00,,125.26,1.99,4.53,6.5,5.29
2022-05-21 20:00:00,2022-05-21 21:00:00,,78.65,1.97,16.94,18.93,6.69
2022-05-21 21:00:00,2022-05-21 22:00:00,,117.55,2.05,3.46,5.52,6.44
2022-05-21 22:00:00,2022-05-21 23:00:00,0.03,174.0,1.86,2.14,3.98,6.37
2022-05-21 23:00:00,2022-05-22 00:00:00,10.18,153.97,1.87,0.69,2.37,6.3
2022-05-22 00:00:00,2022-05-22 01:00:00,11.23,147.45,2.1,0.47,2.42,6.93
2022-05-22 01:00:00,2022-05-22 02:00:00,2.77,111.28,2.3,0.14,1.7,7.05
2022-05-22 02:00:00,2022-05-22 03:00:00,8.61,108.87,1.75,3.31,5.05,7.21
2022-05-22 03:00:00,2022-05-22 04:00:00,59.95,154.53,1.87,5.25,7.14,8.37
2022-05-22 04:00:00,2022-05-22 05:00:00,93.5,173.71,1.69,5.53,7.36,8.18
2022-05-22 05:00:00,2022-05-22 06:00:00,83.26,153.34,1.82,5.55,7.34,8.42
2022-05-22 06:00:00,2022-05-22 07:00:00,70.56,142.85,1.82,6.17,8.03,7.53
2022-05-22 07:00:00,2022-05-22 08:00:00,55.37,154.24,1.85,6.0,7.83,7.39
2022-05-22 08:00:00,2022-05-22 09:00:00,65.03,157.41,1.86,7.72,9.57,7.36
2022-05-22 09:00:00,2022-05-22 10:00:00,72.28,167.7,1.9,9.13,11.03,6.6
2022-05-22 10:00:00,2022-05-22 11:00:00,44.02,160.69,2.17,2.48,4.65,5.63
2022-05-22 11:00:00,2022-05-22 12:00:00,2.68,75.53,2.02,0.91,2.89,6.75
2022-05-22 12:00:00,2022-05-22 13:00:00,,82.76,1.98,0.53,2.36,6.68
2022-05-22 13:00:00,2022-05-22 14:00:00,,128.04,2.04,0.06,1.32,6.13
2022-05-22 14:00:00,2022-05-22 15:00:00,12.22,152.99,2.05,0.37,1.51,6.05
2022-05-22 15:00:00,2022-05-22 16:00:00,36.73,175.56,1.83,0.33,1.79,5.57
2022-05-22 16:00:00,2022-05-22 17:00:00,138.52,252.61,1.71,2.04,3.77,6.77
2022-05-22 17:00:00,2022-05-22 18:00:00,74.96,229.95,1.72,1.23,2.93,6.27
2022-05-22 18:00:00,2022-05-22 19:00:00,78.06,186.51,1.86,4.19,6.07,5.93
2022-05-22 19:00:00,2022-05-22 20:00:00,106.5,227.56,1.71,8.11,9.95,5.72
2022-05-22 20:00:00,2022-05-22 21:00:00,121.78,214.49,1.87,9.59,11.46,6.98
2022-05-22 21:00:00,2022-05-22 22:00:00,117.96,204.36,1.83,10.45,12.31,7.0
2022-05-22 22:00:00,2022-05-22 23:00:00,105.41,185.71,1.77,9.75,11.5,5.81
2022-05-22 23:00:00,2022-05-23 00:00:00,72.41,164.05,1.8,8.96,10.75,5.71
2022-05-23 00:00:00,2022-05-23 01:00:00,50.1,138.87,1.72,8.07,9.8,5.76
2022-05-23 01:00:00,2022-05-23 02:00:00,40.43,106.17,1.85,7.39,9.24,5.96
2022-05-23 02:00:00,2022-05-23 03:00:00,20.43,93.18,2.12,3.17,5.19,5.96
2022-05-23 03:00:00,2022-05-23 04:00:00,0.01,36.08,2.04,0.15,1.33,6.54
2022-05-23 04:00:00,2022-05-23 05:00:00,,,1.82,0.03,0.69,6.18
2022-05-23 05:00:00,2022-05-23 06:00:00,,13.1,1.84,0.05,0.78,5.96
2022-05-23 06:00:00,2022-05-23 07:00:00,,31.24,1.68,0.16,1.4,6.21
2022-05-23 07:00:00,2022-05-23 08:00:00,0.14,50.73,1.85,0.2,1.37,6.77
2022-05-23 08:00:00,2022-05-23 09:00:00,10.25,74.97,1.58,0.48,1.92,6.44
2022-05-23 09:00:00,2022-05-23 10:00:00,10.7,97.0,1.67,1.6,3.26,6.76
2022-05-23 10:00:00,2022-05-23 11:00:00,30.75,118.27,1.57,3.89,5.48,7.19
2022-05-23 11:00:00,2022-05-23 12:00:00,73.18,164.48,1.63,8.85,10.46,6.54
2022-05-23 12:00:00,2022-05-23 13:00:00,119.86,228.03,1.65,9.63,11.29,8.1
2022-05-23 13:00:00,2022-05-23 14:00:00,127.45,212.15,1.84,8.43,10.29,8.03
2022-05-23 14:00:00,2022-05-23 15:00:00,113.02,214.75,1.8,14.28,16.08,7.14
