From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-12-24 02:00:00,2022-12-24 03:00:00,31.68,41.68,3.41,0.18,4.68,7.53,30.58,1.27,12.44,0.26,,0.17,0.15,,71.09,1.89,20.78,0.0,744.05,,13.21,0.0
2022-12-24 03:00:00,2022-12-24 04:00:00,34.08,44.08,3.32,0.18,4.56,7.53,31.64,1.26,12.54,0.25,,0.17,0.15,,68.66,2.13,89.3,0.0,744.36,,13.08,0.0
2022-12-24 04:00:00,2022-12-24 05:00:00,37.29,47.29,3.23,0.2,4.51,7.57,31.17,1.25,12.46,0.25,,0.17,0.15,,67.57,1.62,115.34,0.0,744.31,,12.71,0.0
2022-12-24 05:00:00,2022-12-24 06:00:00,37.02,47.02,3.2,0.2,4.42,7.55,30.05,1.32,12.31,0.27,,0.18,0.16,,75.78,1.71,325.63,0.0,744.46,,11.29,0.0
2022-12-24 06:00:00,2022-12-24 07:00:00,40.65,50.65,3.3,0.21,4.67,7.54,30.96,1.52,12.35,0.31,,0.2,0.18,,79.71,1.71,324.03,0.0,744.87,,10.48,0.0
2022-12-24 07:00:00,2022-12-24 08:00:00,48.9,58.9,3.21,0.3,4.63,7.48,31.24,1.65,12.51,0.34,,0.23,0.2,,79.61,1.28,314.96,13.5,745.5,,10.54,0.0
2022-12-24 08:00:00,2022-12-24 09:00:00,4.45,5.35,3.23,0.3,4.64,7.52,32.45,1.94,12.55,0.39,,0.27,0.23,,79.31,1.21,315.28,70.47,746.07,,11.49,0.02
2022-12-24 09:00:00,2022-12-24 10:00:00,,,3.19,0.33,4.64,7.5,34.04,1.84,12.58,0.37,,0.25,0.22,,64.92,1.77,298.27,126.11,746.63,,14.74,0.04
2022-12-24 10:00:00,2022-12-24 11:00:00,51.06,59.67,3.45,0.15,4.67,7.58,33.24,1.48,12.7,0.29,,0.2,0.18,,49.59,2.9,234.7,168.23,746.81,,17.0,0.03
2022-12-24 11:00:00,2022-12-24 12:00:00,32.41,42.41,3.23,0.22,4.57,7.52,33.57,1.2,13.03,0.24,,0.16,0.14,,46.46,2.96,154.16,200.43,746.48,,18.55,0.02
2022-12-24 12:00:00,2022-12-24 13:00:00,24.27,34.45,3.3,0.18,4.66,7.56,33.88,0.95,13.24,0.19,,0.13,0.11,,42.28,3.36,110.75,219.51,745.86,,19.9,0.0
2022-12-24 13:00:00,2022-12-24 14:00:00,19.63,29.63,3.05,0.35,4.58,7.54,34.51,0.85,13.3,0.17,,0.12,0.1,,42.49,3.21,190.97,212.47,745.3,,20.69,0.0
2022-12-24 14:00:00,2022-12-24 15:00:00,21.79,31.79,3.04,0.29,4.5,7.53,42.41,0.79,13.49,0.16,,0.11,0.1,,41.81,3.52,198.84,190.07,744.95,,20.88,0.0
2022-12-24 15:00:00,2022-12-24 16:00:00,18.7,28.7,3.16,0.24,4.46,7.52,70.42,0.74,13.47,0.15,,0.1,0.09,,40.56,3.33,177.97,151.61,744.73,,20.59,0.0
2022-12-24 16:00:00,2022-12-24 17:00:00,16.75,26.75,3.18,0.38,4.64,7.53,65.47,0.94,13.44,0.19,,0.13,0.12,,49.19,2.24,261.13,72.83,744.62,,19.82,0.02
2022-12-24 17:00:00,2022-12-24 18:00:00,21.81,31.7,3.2,0.2,4.49,7.55,42.44,1.21,13.14,0.24,,0.16,0.15,,59.78,1.67,330.11,4.87,744.69,,17.72,0.0
2022-12-24 18:00:00,2022-12-24 19:00:00,37.2,46.85,3.27,0.2,4.61,7.52,36.39,1.55,12.68,0.31,,0.21,0.19,,63.32,1.62,331.34,0.0,744.95,,16.32,0.0
2022-12-24 19:00:00,2022-12-24 20:00:00,51.89,61.89,3.06,0.35,4.5,7.51,35.88,1.87,12.48,0.37,,0.26,0.23,,68.94,1.47,321.3,0.0,745.2,,14.94,0.0
2022-12-24 20:00:00,2022-12-24 21:00:00,64.42,74.42,3.39,0.2,4.73,7.5,33.66,1.81,12.46,0.36,,0.24,0.22,,72.02,1.99,322.99,0.0,745.65,,14.06,0.0
2022-12-24 21:00:00,2022-12-24 22:00:00,55.72,65.72,3.27,0.27,4.62,7.56,32.35,1.64,12.4,0.33,,0.22,0.2,,72.79,1.88,327.1,0.0,746.04,,13.23,0.0
2022-12-24 22:00:00,2022-12-24 23:00:00,43.46,53.46,3.23,0.22,4.52,7.5,31.71,1.43,12.45,0.29,,0.2,0.17,,72.34,2.12,331.9,0.0,745.97,,12.5,0.0
2022-12-24 23:00:00,2022-12-25 00:00:00,32.79,43.03,3.37,0.21,4.68,7.56,30.67,1.24,12.46,0.25,,0.17,0.15,,75.62,2.64,336.45,0.0,745.97,,11.93,0.0
2022-12-25 00:00:00,2022-12-25 01:00:00,28.8,38.8,3.22,0.37,4.71,7.52,29.36,1.1,12.54,0.22,,0.15,0.13,,79.09,2.66,331.02,0.0,745.9,,11.4,0.0
2022-12-25 01:00:00,2022-12-25 02:00:00,22.83,32.83,3.5,0.15,4.74,7.54,29.12,1.03,12.57,0.2,,0.14,0.12,,79.71,2.83,336.26,0.0,745.9,,10.94,0.0
2022-12-25 02:00:00,2022-12-25 03:00:00,22.74,32.74,3.18,0.22,4.5,7.54,28.68,1.0,12.43,0.2,,0.14,0.12,,81.06,2.56,328.91,0.0,745.93,,10.24,0.0
2022-12-25 03:00:00,2022-12-25 04:00:00,23.61,33.61,3.2,0.25,4.55,7.58,28.48,0.98,12.45,0.2,,0.13,0.12,,83.06,2.77,328.55,0.0,745.84,,9.66,0.0
2022-12-25 04:00:00,2022-12-25 05:00:00,23.79,33.79,3.42,0.16,4.66,7.5,28.08,0.98,12.35,0.2,,0.13,0.12,,85.51,2.46,328.67,0.0,745.74,,9.07,0.0
2022-12-25 05:00:00,2022-12-25 06:00:00,24.75,34.75,3.36,0.21,4.58,7.54,27.54,1.01,12.32,0.2,,0.14,0.12,,88.73,2.19,324.94,0.0,746.0,,8.29,0.0
2022-12-25 06:00:00,2022-12-25 07:00:00,30.63,40.63,3.23,0.17,4.49,7.52,28.36,1.1,12.33,0.22,,0.15,0.13,,90.75,1.44,311.9,0.0,746.32,,7.43,0.0
2022-12-25 07:00:00,2022-12-25 08:00:00,31.89,41.89,3.38,2.66,4.84,7.79,28.14,1.16,10.71,0.23,,0.16,0.14,,92.26,1.54,296.07,24.78,746.62,,6.69,0.0
2022-12-25 08:00:00,2022-12-25 09:00:00,,,3.36,0.38,4.91,7.53,28.98,1.35,12.53,0.27,,0.18,0.16,,90.63,2.29,310.91,103.74,747.12,,8.0,0.0
2022-12-25 09:00:00,2022-12-25 10:00:00,,,3.24,0.2,4.6,7.53,31.27,1.33,12.58,0.27,,0.18,0.16,,79.13,3.06,315.91,154.14,747.71,,11.13,0.0
2022-12-25 10:00:00,2022-12-25 11:00:00,40.04,49.83,3.29,0.27,4.63,7.53,31.96,1.23,12.72,0.25,,0.17,0.15,,65.38,2.31,300.75,193.62,747.78,,13.82,0.0
2022-12-25 11:00:00,2022-12-25 12:00:00,40.66,50.66,3.22,0.24,4.56,7.57,30.22,1.09,12.91,0.22,,0.15,0.13,,53.92,2.63,271.4,227.86,747.32,,15.68,0.0
2022-12-25 12:00:00,2022-12-25 13:00:00,29.96,39.96,3.28,0.3,4.71,7.56,29.97,1.06,12.96,0.21,,0.14,0.12,,51.62,1.86,299.93,241.28,746.67,,17.89,0.0
2022-12-25 13:00:00,2022-12-25 14:00:00,32.7,42.7,3.44,0.19,4.62,7.54,29.07,0.98,13.02,0.2,,0.13,0.12,,46.21,2.01,297.3,242.04,745.99,,18.98,0.0
2022-12-25 14:00:00,2022-12-25 15:00:00,26.56,36.56,3.31,0.2,4.63,7.52,29.8,0.97,13.09,0.2,,0.13,0.12,,47.79,2.14,301.03,218.22,745.65,,19.47,0.0
2022-12-25 15:00:00,2022-12-25 16:00:00,26.05,36.05,3.3,0.22,4.63,7.63,31.9,0.91,13.09,0.18,,0.12,0.11,,47.33,2.2,307.07,181.41,745.35,,19.49,0.02
2022-12-25 16:00:00,2022-12-25 17:00:00,23.31,33.37,3.3,0.17,4.48,7.53,34.87,0.91,13.07,0.18,,0.12,0.11,,49.44,1.66,292.98,95.16,745.43,,18.52,0.01
2022-12-25 17:00:00,2022-12-25 18:00:00,22.05,32.08,3.29,0.22,4.59,7.54,36.7,1.09,12.82,0.22,,0.15,0.13,,58.78,1.28,242.0,1.18,745.64,,16.21,0.0
2022-12-25 18:00:00,2022-12-25 19:00:00,26.73,36.62,3.37,0.23,4.68,7.51,39.74,1.61,12.43,0.32,,0.22,0.19,,62.91,1.1,201.84,0.0,745.95,,15.43,0.0
2022-12-25 19:00:00,2022-12-25 20:00:00,45.73,55.73,3.24,0.29,4.61,7.51,41.09,2.17,12.36,0.43,,0.3,0.26,,68.97,1.01,189.07,0.0,746.34,,14.48,0.0
2022-12-25 20:00:00,2022-12-25 21:00:00,69.51,79.51,3.21,0.24,4.62,7.53,40.46,2.39,12.35,0.48,,0.33,0.29,,73.63,1.0,147.7,0.0,746.69,,13.67,0.0
2022-12-25 21:00:00,2022-12-25 22:00:00,78.21,88.02,3.39,0.23,4.78,7.6,34.51,2.14,12.34,0.43,,0.29,0.26,,77.22,0.82,161.26,0.0,746.96,,12.4,0.0
2022-12-25 22:00:00,2022-12-25 23:00:00,53.61,64.17,3.37,0.14,4.45,7.54,32.25,2.46,12.3,0.49,,0.34,0.29,,83.2,0.71,290.46,0.0,747.01,,10.99,0.0
2022-12-25 23:00:00,2022-12-26 00:00:00,68.21,78.21,3.28,0.17,4.58,7.55,31.61,2.5,12.33,0.5,,0.34,0.3,,85.78,0.74,279.81,0.0,746.91,,10.16,0.0
2022-12-26 00:00:00,2022-12-26 01:00:00,67.56,77.56,3.37,0.24,4.76,7.57,30.62,2.15,12.3,0.43,,0.29,0.26,,86.73,1.21,291.97,0.0,746.72,,9.59,0.0
2022-12-26 01:00:00,2022-12-26 02:00:00,51.84,61.84,3.22,0.21,4.64,7.55,29.54,1.79,12.32,0.36,,0.24,0.21,,88.34,1.33,299.86,0.0,746.55,,8.93,0.0
2022-12-26 02:00:00,2022-12-26 03:00:00,41.61,51.61,3.21,0.17,4.45,7.5,29.18,1.59,12.29,0.32,,0.21,0.19,,88.95,1.78,315.86,0.0,746.44,,8.47,0.0
2022-12-26 03:00:00,2022-12-26 04:00:00,39.57,49.57,3.23,0.19,4.46,7.56,28.84,1.41,12.27,0.28,,0.19,0.17,,89.68,1.73,321.65,0.0,746.38,,8.0,0.0
2022-12-26 04:00:00,2022-12-26 05:00:00,34.17,44.17,3.41,0.19,4.55,7.54,28.54,1.34,12.26,0.27,,0.18,0.16,,90.95,1.0,308.05,0.0,746.25,,7.59,0.0
2022-12-26 05:00:00,2022-12-26 06:00:00,36.3,46.3,3.44,0.23,4.84,7.49,28.44,1.37,12.32,0.27,,0.18,0.16,,92.16,0.72,298.95,0.0,746.56,,7.12,0.0
2022-12-26 06:00:00,2022-12-26 07:00:00,33.93,43.93,3.29,0.28,4.66,7.53,29.17,1.55,12.2,0.31,,0.21,0.18,,93.06,0.9,274.22,0.0,747.09,,6.82,0.0
2022-12-26 07:00:00,2022-12-26 08:00:00,39.87,49.87,3.38,0.21,4.66,7.52,33.58,1.82,12.23,0.36,,0.25,0.22,,93.67,0.62,226.71,16.61,747.49,,7.46,0.0
2022-12-26 08:00:00,2022-12-26 09:00:00,76.89,86.89,3.26,0.3,4.65,7.55,34.51,2.16,12.22,0.43,,0.3,0.26,,92.42,0.69,238.83,71.63,748.22,,8.7,0.04
2022-12-26 09:00:00,2022-12-26 10:00:00,86.1,96.1,3.35,0.19,4.71,7.52,35.16,2.46,12.17,0.49,,0.34,0.3,,82.91,0.94,212.67,129.66,749.06,,11.5,0.07
2022-12-26 10:00:00,2022-12-26 11:00:00,97.71,107.71,3.22,0.23,4.57,7.49,34.34,2.62,12.19,0.52,,0.36,0.31,,77.66,1.36,268.5,166.63,749.45,,12.59,0.01
2022-12-26 11:00:00,2022-12-26 12:00:00,98.46,108.46,3.41,0.31,4.92,7.59,33.28,2.48,12.29,0.49,,0.34,0.3,,79.16,1.54,283.37,200.35,749.09,,13.22,0.02
2022-12-26 12:00:00,2022-12-26 13:00:00,75.33,85.33,3.24,0.26,4.62,7.57,32.86,2.1,12.49,0.42,,0.29,0.25,,68.13,1.7,287.59,230.99,748.5,,15.88,0.0
2022-12-26 13:00:00,2022-12-26 14:00:00,63.51,73.51,3.12,0.22,4.41,7.52,32.28,1.62,12.65,0.32,,0.22,0.2,,56.09,1.98,303.59,235.21,747.81,,16.79,0.0
2022-12-26 14:00:00,2022-12-26 15:00:00,30.03,40.03,3.21,0.15,4.45,7.61,30.92,1.41,12.76,0.28,,0.19,0.17,,53.67,1.67,283.22,216.84,747.25,,17.59,0.0
2022-12-26 15:00:00,2022-12-26 16:00:00,27.39,37.39,67.87,1.91,98.44,7.49,25.06,1.32,12.87,0.27,,0.18,0.16,,54.62,2.1,302.8,166.43,747.17,,17.54,0.03
2022-12-26 16:00:00,2022-12-26 17:00:00,27.6,37.6,4.88,0.34,6.08,7.56,23.87,1.42,12.99,0.28,,0.19,0.17,,66.51,2.09,221.85,83.54,747.18,,15.61,0.03
2022-12-26 17:00:00,2022-12-26 18:00:00,36.84,46.84,4.89,3.41,10.34,7.54,22.56,1.54,12.52,0.31,,0.21,0.18,,77.51,1.81,189.85,5.5,747.35,,13.16,0.02
2022-12-26 18:00:00,2022-12-26 19:00:00,46.77,56.77,4.92,3.41,10.36,7.52,20.8,1.79,12.13,0.36,,0.24,0.21,,84.62,2.18,158.02,0.0,747.63,,11.44,0.01
2022-12-26 19:00:00,2022-12-26 20:00:00,65.01,75.01,4.86,3.5,10.36,7.53,20.82,1.85,12.13,0.37,,0.25,0.22,,88.65,2.33,72.53,0.0,747.99,,9.91,0.0
2022-12-26 20:00:00,2022-12-26 21:00:00,68.22,78.22,4.91,3.46,10.41,7.53,21.2,1.7,12.15,0.34,,0.23,0.21,,91.75,2.57,188.95,0.0,748.37,,9.21,0.01
2022-12-26 21:00:00,2022-12-26 22:00:00,57.78,67.78,4.88,3.71,10.59,7.54,20.91,1.47,12.12,0.29,,0.2,0.18,,92.59,2.69,123.11,0.0,748.75,,8.83,0.01
2022-12-26 22:00:00,2022-12-26 23:00:00,47.82,57.82,4.87,3.44,10.31,7.54,20.54,1.42,12.21,0.28,,0.19,0.17,,93.09,1.94,171.35,0.0,748.8,,8.79,0.0
2022-12-26 23:00:00,2022-12-27 00:00:00,48.48,58.48,4.91,3.47,10.38,7.57,20.51,1.44,12.2,0.29,,0.2,0.17,,93.27,2.0,227.98,0.0,748.64,,9.07,0.0
2022-12-27 00:00:00,2022-12-27 01:00:00,53.58,63.58,4.77,3.75,10.47,7.51,20.45,1.45,12.2,0.29,,0.2,0.17,,93.21,2.16,294.72,0.0,748.54,,9.12,0.0
2022-12-27 01:00:00,2022-12-27 02:00:00,53.37,63.37,4.82,3.64,10.46,7.55,20.17,1.41,12.15,0.28,,0.19,0.17,,93.0,2.29,302.01,0.0,748.26,,9.19,0.0
2022-12-27 02:00:00,2022-12-27 03:00:00,50.19,60.19,4.84,3.66,10.47,7.52,19.96,1.41,12.2,0.28,,0.19,0.17,,92.44,1.98,309.15,0.0,747.9,,8.98,0.0
2022-12-27 03:00:00,2022-12-27 04:00:00,47.22,57.22,4.84,3.52,10.31,7.5,20.22,1.47,12.13,0.29,,0.2,0.18,,92.8,1.77,306.23,0.0,747.82,,8.91,0.0
2022-12-27 04:00:00,2022-12-27 05:00:00,49.59,59.59,4.73,3.75,10.4,7.55,19.97,1.44,12.24,0.29,,0.2,0.17,,93.09,1.89,295.98,0.0,747.64,,8.95,0.0
2022-12-27 05:00:00,2022-12-27 06:00:00,45.96,55.96,4.84,3.54,10.35,7.54,19.9,1.42,12.14,0.29,,0.2,0.17,,93.59,1.89,313.0,0.0,747.74,,8.52,0.0
2022-12-27 06:00:00,2022-12-27 07:00:00,42.78,52.78,4.91,3.37,10.31,7.51,19.65,1.38,12.15,0.28,,0.19,0.17,,94.04,1.79,311.03,0.0,748.01,,8.29,0.0
2022-12-27 07:00:00,2022-12-27 08:00:00,37.26,47.26,4.96,3.35,10.39,7.58,19.68,1.36,12.22,0.28,,0.18,0.17,,94.23,1.54,290.31,1.55,748.36,,8.06,0.0
2022-12-27 08:00:00,2022-12-27 09:00:00,39.66,49.66,4.91,3.59,10.52,7.51,20.02,1.36,12.11,0.28,,0.18,0.17,,94.19,1.55,277.78,20.1,748.86,,7.56,0.0
2022-12-27 09:00:00,2022-12-27 10:00:00,31.8,41.8,4.77,3.51,10.24,7.51,20.15,1.36,12.11,0.27,,0.19,0.16,,93.82,1.7,253.31,48.06,749.19,,7.83,0.0
2022-12-27 10:00:00,2022-12-27 11:00:00,39.36,49.36,4.96,3.52,10.53,7.56,20.13,1.41,11.89,0.28,,0.19,0.17,,91.91,1.88,283.81,63.25,749.28,,8.67,0.04
2022-12-27 11:00:00,2022-12-27 12:00:00,41.64,51.64,4.85,3.47,10.33,7.51,19.99,1.4,11.99,0.28,,0.19,0.17,,86.7,2.35,294.24,164.42,748.85,,10.02,0.04
2022-12-27 12:00:00,2022-12-27 13:00:00,35.1,45.1,4.73,3.64,10.3,7.53,20.7,1.37,12.23,0.28,,0.19,0.17,,75.15,2.17,297.33,239.88,747.89,,13.46,0.0
2022-12-27 13:00:00,2022-12-27 14:00:00,33.9,43.9,4.86,3.38,10.26,7.53,21.46,1.21,12.49,0.24,,0.17,0.15,,65.24,2.37,305.44,238.21,747.11,,16.15,0.0
2022-12-27 14:00:00,2022-12-27 15:00:00,30.9,40.9,4.75,3.66,10.33,7.57,23.28,1.07,12.84,0.22,,0.15,0.13,,59.76,2.31,303.89,220.45,746.62,,17.89,0.0
2022-12-27 15:00:00,2022-12-27 16:00:00,25.62,35.62,4.81,3.68,10.45,7.51,24.51,0.96,12.72,0.19,,0.13,0.11,,58.74,2.29,300.52,181.14,746.37,,18.55,0.0
2022-12-27 16:00:00,2022-12-27 17:00:00,21.0,31.0,4.75,3.8,10.49,7.56,24.17,0.99,12.67,0.2,,0.13,0.12,,63.12,2.02,294.98,103.76,746.2,,17.84,0.0
2022-12-27 17:00:00,2022-12-27 18:00:00,21.06,31.06,4.75,10.72,10.21,6.36,22.94,1.23,12.15,0.25,,0.17,0.15,,71.9,1.05,291.13,10.46,746.19,,15.84,0.01
2022-12-27 18:00:00,2022-12-27 19:00:00,1.75,2.59,4.87,3.57,10.43,7.5,23.41,2.21,12.57,0.45,,0.3,0.27,,78.49,0.93,276.62,0.0,746.41,,14.09,0.0
2022-12-27 19:00:00,2022-12-27 20:00:00,,,4.82,3.55,10.35,7.57,22.1,2.35,12.43,0.47,,0.32,0.28,,80.25,1.05,278.25,0.0,746.64,,13.4,0.0
2022-12-27 20:00:00,2022-12-27 21:00:00,61.11,71.11,4.88,3.65,10.52,7.51,21.78,2.41,12.5,0.48,,0.33,0.29,,83.39,1.01,275.75,0.0,746.94,,12.52,0.0
2022-12-27 21:00:00,2022-12-27 22:00:00,63.57,73.51,4.82,3.61,10.4,7.52,21.4,2.2,12.44,0.44,,0.3,0.26,,85.83,1.01,284.52,0.0,747.1,,11.66,0.0
2022-12-27 22:00:00,2022-12-27 23:00:00,54.28,64.28,4.9,3.57,10.47,7.51,20.88,1.98,12.42,0.4,,0.27,0.23,,87.58,1.24,276.06,0.0,747.15,,11.19,0.0
2022-12-27 23:00:00,2022-12-28 00:00:00,51.63,61.69,4.79,3.46,10.21,7.55,20.47,1.71,12.48,0.34,,0.23,0.21,,84.73,1.48,283.99,0.0,747.04,,11.06,0.0
2022-12-28 00:00:00,2022-12-28 01:00:00,42.42,52.42,4.83,3.75,10.52,7.58,20.28,1.55,12.45,0.31,,0.21,0.18,,86.64,1.2,285.57,0.0,746.94,,10.05,0.0
2022-12-28 01:00:00,2022-12-28 02:00:00,37.26,47.26,4.81,3.99,10.73,7.55,19.76,1.42,12.45,0.28,,0.2,0.17,,87.54,1.24,291.44,0.0,746.78,,9.27,0.0
2022-12-28 02:00:00,2022-12-28 03:00:00,35.4,45.4,4.8,3.43,10.18,7.5,19.59,1.28,12.38,0.26,,0.18,0.15,,84.95,1.27,288.4,0.0,746.75,,9.07,0.0
2022-12-28 03:00:00,2022-12-28 04:00:00,30.87,40.87,4.91,3.79,10.66,7.55,19.51,1.17,12.39,0.23,,0.16,0.14,,85.89,1.28,276.33,0.0,746.69,,8.42,0.0
2022-12-28 04:00:00,2022-12-28 05:00:00,28.47,38.47,4.71,3.56,10.2,7.54,18.87,1.09,12.45,0.22,,0.15,0.13,,85.97,1.22,293.61,0.0,746.6,,8.38,0.0
2022-12-28 05:00:00,2022-12-28 06:00:00,25.86,35.86,4.84,3.39,10.22,7.56,18.47,1.05,12.39,0.21,,0.14,0.12,,85.5,1.6,301.36,0.0,746.74,,8.37,0.0
2022-12-28 06:00:00,2022-12-28 07:00:00,26.16,36.16,4.97,3.47,10.48,7.56,18.57,1.07,12.39,0.21,,0.15,0.13,,83.83,1.44,291.61,0.0,747.24,,8.35,0.0
2022-12-28 07:00:00,2022-12-28 08:00:00,26.58,36.58,4.93,3.31,5.14,8.43,17.82,0.74,16.75,0.16,,0.11,0.1,,83.77,1.12,196.47,17.96,747.86,,8.77,0.0
2022-12-28 08:00:00,2022-12-28 09:00:00,2.42,3.33,4.75,3.51,10.23,7.54,19.28,1.26,12.62,0.25,,0.17,0.15,,79.81,1.78,287.55,95.41,748.37,,11.29,0.0
2022-12-28 09:00:00,2022-12-28 10:00:00,,,4.67,3.66,10.26,7.53,21.14,1.16,12.75,0.23,,0.15,0.14,,68.79,2.18,291.72,148.93,748.96,,14.74,0.0
2022-12-28 10:00:00,2022-12-28 11:00:00,29.05,38.84,4.8,3.77,10.55,7.51,22.21,1.04,12.87,0.21,,0.14,0.12,,54.65,3.15,296.45,186.78,748.94,,17.38,0.0
2022-12-28 11:00:00,2022-12-28 12:00:00,24.79,34.79,4.79,3.66,10.44,7.54,23.71,0.84,12.94,0.17,,0.11,0.1,,42.37,3.13,293.32,220.46,748.5,,19.65,0.03
2022-12-28 12:00:00,2022-12-28 13:00:00,15.88,25.88,4.96,3.55,10.54,7.54,24.61,0.74,12.97,0.15,,0.1,0.09,,37.36,3.53,299.18,240.58,747.75,,20.98,0.01
2022-12-28 13:00:00,2022-12-28 14:00:00,14.31,24.31,4.8,3.43,10.2,7.55,22.78,0.65,13.08,0.13,,0.09,0.08,,35.13,3.52,307.39,239.11,746.98,,21.88,0.04
2022-12-28 14:00:00,2022-12-28 15:00:00,11.82,21.82,4.99,3.37,10.45,7.47,20.71,0.6,13.05,0.12,,0.08,0.07,,34.75,3.71,304.92,223.22,746.38,,22.35,0.09
2022-12-28 15:00:00,2022-12-28 16:00:00,11.91,21.91,4.79,3.8,10.54,7.52,21.02,0.61,13.04,0.12,,0.08,0.07,,37.44,3.06,297.38,186.46,746.26,,22.3,0.06
2022-12-28 16:00:00,2022-12-28 17:00:00,10.06,20.06,4.62,3.77,10.26,7.54,21.75,0.65,13.07,0.13,,0.09,0.08,,42.37,2.08,293.21,121.36,746.31,,21.71,0.01
2022-12-28 17:00:00,2022-12-28 18:00:00,13.53,23.53,4.73,9.58,9.94,6.88,22.11,0.76,13.13,0.16,,0.11,0.1,,52.62,1.44,292.02,16.44,746.41,,19.1,0.01
2022-12-28 18:00:00,2022-12-28 19:00:00,,,4.8,3.76,10.5,7.52,23.14,1.42,12.62,0.29,,0.2,0.17,,56.27,1.12,282.24,0.0,746.74,,17.56,0.01
2022-12-28 19:00:00,2022-12-28 20:00:00,,,4.79,3.58,10.32,7.55,23.58,1.9,12.5,0.38,,0.26,0.23,,59.39,0.77,284.37,0.0,747.08,,16.4,0.0
2022-12-28 20:00:00,2022-12-28 21:00:00,41.19,50.97,4.8,3.48,10.22,7.56,23.2,2.24,12.46,0.45,,0.31,0.27,,64.48,0.47,273.2,0.0,747.59,,14.9,0.0
2022-12-28 21:00:00,2022-12-28 22:00:00,48.91,58.91,4.86,3.53,10.37,7.5,23.98,2.68,12.41,0.54,,0.36,0.32,,69.1,0.47,283.16,0.0,747.9,,13.87,0.0
2022-12-28 22:00:00,2022-12-28 23:00:00,63.77,73.77,4.82,3.51,10.31,7.57,22.66,2.6,12.37,0.52,,0.35,0.31,,73.1,0.54,249.98,0.0,747.98,,13.18,0.0
2022-12-28 23:00:00,2022-12-29 00:00:00,50.88,60.88,4.77,3.56,10.3,7.52,22.74,2.37,12.39,0.47,,0.32,0.29,,76.6,0.51,261.06,0.0,747.69,,12.51,0.0
2022-12-29 00:00:00,2022-12-29 01:00:00,45.27,55.27,4.8,3.58,10.32,7.54,23.27,2.24,12.37,0.45,,0.3,0.27,,77.82,0.44,263.78,0.0,747.38,,12.15,0.0
2022-12-29 01:00:00,2022-12-29 02:00:00,45.99,55.99,4.88,3.42,10.29,7.53,22.91,1.85,12.36,0.37,,0.25,0.22,,77.57,0.74,302.75,0.0,747.24,,12.24,0.0
2022-12-29 02:00:00,2022-12-29 03:00:00,35.25,45.25,4.72,3.46,10.11,7.53,22.37,1.66,12.37,0.33,,0.22,0.2,,78.85,1.06,311.73,0.0,747.33,,11.9,0.0
2022-12-29 03:00:00,2022-12-29 04:00:00,38.4,48.4,4.82,3.47,10.25,7.54,21.38,1.48,12.38,0.29,,0.2,0.18,,78.06,1.45,318.88,0.0,747.26,,11.83,0.0
2022-12-29 04:00:00,2022-12-29 05:00:00,30.15,40.15,4.82,3.9,10.69,7.53,21.15,1.36,12.38,0.28,,0.19,0.17,,76.47,1.45,314.08,0.0,747.3,,11.99,0.0
2022-12-29 05:00:00,2022-12-29 06:00:00,29.7,39.7,4.81,3.63,10.4,7.47,21.15,1.31,12.32,0.26,,0.18,0.15,,80.11,1.3,244.53,0.0,747.55,,10.67,0.0
2022-12-29 06:00:00,2022-12-29 07:00:00,27.12,37.12,4.74,3.76,10.42,7.5,20.38,1.3,12.34,0.26,,0.18,0.16,,84.01,0.8,266.78,0.0,747.82,,9.53,0.0
2022-12-29 07:00:00,2022-12-29 08:00:00,26.63,36.15,4.84,3.83,10.56,6.23,20.52,1.45,20.09,0.29,,0.2,0.18,,83.42,0.55,289.12,28.76,748.25,,10.12,0.0
2022-12-29 08:00:00,2022-12-29 09:00:00,2.54,3.45,4.79,3.58,10.36,7.54,22.58,1.54,12.53,0.31,,0.21,0.18,,70.21,0.83,261.67,94.69,748.78,,13.91,0.01
2022-12-29 09:00:00,2022-12-29 10:00:00,,,4.76,3.71,10.43,7.55,23.51,1.51,12.58,0.3,,0.2,0.18,,57.84,0.94,280.02,139.78,749.34,,18.23,0.02
2022-12-29 10:00:00,2022-12-29 11:00:00,48.54,57.21,4.9,3.46,10.39,7.54,24.51,1.18,12.7,0.23,,0.16,0.14,,42.17,0.87,267.15,183.82,749.51,,22.08,0.01
2022-12-29 11:00:00,2022-12-29 12:00:00,25.56,36.08,4.9,3.49,10.41,7.55,24.98,1.07,12.92,0.21,,0.15,0.13,,39.67,1.36,263.28,213.8,749.27,,23.38,0.04
2022-12-29 12:00:00,2022-12-29 13:00:00,22.32,32.39,4.71,3.58,10.19,7.54,26.08,0.92,13.02,0.18,,0.12,0.11,,34.73,1.43,298.47,234.76,748.55,,24.53,0.03
