From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),AT (degree C),RF (mm)
2022-12-18 13:00:00,2022-12-18 14:00:00,21.37,47.52,5.87,24.02,12.78,5.11,0.38,21.75,79.48,0.78,188.9,825.07,5.44,
2022-12-18 14:00:00,2022-12-18 15:00:00,10.26,17.69,7.48,25.95,13.81,5.75,0.22,23.0,79.72,0.83,201.1,825.76,3.5,
2022-12-18 15:00:00,2022-12-18 16:00:00,26.78,49.46,6.7,25.15,13.37,5.03,0.16,31.75,79.76,1.08,266.17,831.71,,
2022-12-18 16:00:00,2022-12-18 17:00:00,21.35,39.42,6.8,25.7,13.67,4.88,0.2,39.25,79.48,1.19,281.01,832.87,,
2022-12-18 17:00:00,2022-12-18 18:00:00,14.72,26.09,6.83,24.88,13.23,5.13,0.19,47.0,79.65,0.91,295.22,833.39,,
2022-12-18 18:00:00,2022-12-18 19:00:00,12.89,22.72,6.6,24.79,13.18,4.89,0.16,48.5,79.53,0.72,308.38,833.0,,
2022-12-18 19:00:00,2022-12-18 20:00:00,39.2,114.01,6.66,25.77,13.71,4.55,0.22,59.75,79.71,0.89,305.73,833.61,,
2022-12-18 20:00:00,2022-12-18 21:00:00,52.41,134.51,7.32,25.4,13.51,4.83,0.31,77.75,79.78,0.9,319.08,834.81,,
2022-12-18 21:00:00,2022-12-18 22:00:00,10.47,15.82,7.0,25.46,13.54,4.83,0.4,67.75,79.6,0.8,321.79,835.37,3.55,
2022-12-18 22:00:00,2022-12-18 23:00:00,7.36,12.26,6.54,24.92,13.25,4.99,0.61,67.25,79.33,0.75,315.83,835.49,,
2022-12-18 23:00:00,2022-12-19 00:00:00,10.13,17.34,5.84,24.7,13.14,4.82,0.72,37.67,79.49,0.73,325.56,836.21,,
2022-12-19 00:00:00,2022-12-19 01:00:00,14.2,23.95,4.79,23.62,12.57,5.82,1.07,10.75,79.44,0.72,178.6,825.04,,
2022-12-19 01:00:00,2022-12-19 02:00:00,18.98,32.56,5.48,26.0,13.82,7.6,0.7,13.25,79.38,0.79,308.4,835.04,,
2022-12-19 02:00:00,2022-12-19 03:00:00,15.72,27.72,3.77,23.74,12.62,4.73,0.39,22.5,79.33,0.75,315.24,835.31,,
2022-12-19 03:00:00,2022-12-19 04:00:00,16.54,29.51,3.05,23.59,12.55,5.0,0.32,19.5,79.26,0.79,308.03,835.2,,
2022-12-19 04:00:00,2022-12-19 05:00:00,13.81,24.67,3.83,24.34,12.95,5.2,0.32,20.0,79.25,0.81,313.36,835.84,,
2022-12-19 05:00:00,2022-12-19 06:00:00,11.27,19.95,5.31,26.62,14.16,5.29,0.36,17.75,79.35,0.84,318.1,836.14,,
2022-12-19 06:00:00,2022-12-19 07:00:00,8.53,14.9,6.55,29.35,15.61,4.96,0.13,18.5,79.37,0.82,310.27,835.36,,
2022-12-19 07:00:00,2022-12-19 08:00:00,13.48,23.39,6.75,27.5,14.63,5.21,0.21,19.5,79.33,0.8,314.81,835.88,,
2022-12-19 08:00:00,2022-12-19 09:00:00,19.16,33.95,6.71,27.39,14.57,5.3,0.38,21.25,79.29,0.8,328.27,835.53,,
2022-12-19 09:00:00,2022-12-19 10:00:00,15.6,27.76,6.58,26.44,14.07,5.47,0.48,17.25,79.33,0.74,321.9,835.49,,
2022-12-19 10:00:00,2022-12-19 11:00:00,20.29,35.78,6.09,30.71,16.34,3.41,0.48,17.5,79.17,0.64,162.06,822.52,,
2022-12-19 11:00:00,2022-12-19 12:00:00,24.32,42.42,6.64,26.61,14.16,5.15,0.39,26.5,79.26,0.77,153.26,822.15,,
2022-12-19 12:00:00,2022-12-19 13:00:00,22.28,38.66,5.72,25.21,13.41,5.09,0.14,32.0,79.37,1.03,224.92,827.92,,
2022-12-19 13:00:00,2022-12-19 14:00:00,19.08,33.15,9.4,25.48,13.55,6.01,0.05,33.25,79.23,1.07,226.94,828.14,,
2022-12-19 14:00:00,2022-12-19 15:00:00,10.89,19.29,6.36,25.91,13.78,5.5,0.01,28.25,79.18,1.07,236.28,828.9,,
2022-12-19 15:00:00,2022-12-19 16:00:00,12.62,23.47,7.25,27.12,14.43,5.47,0.07,31.25,79.32,0.86,257.79,830.78,,
2022-12-19 16:00:00,2022-12-19 17:00:00,16.77,31.87,6.8,26.58,14.14,5.62,0.15,48.25,79.12,1.53,273.25,832.18,,
2022-12-19 17:00:00,2022-12-19 18:00:00,11.57,21.28,6.56,25.67,13.65,5.78,0.28,70.0,79.06,0.99,304.4,833.5,,
2022-12-19 18:00:00,2022-12-19 19:00:00,13.39,24.18,10.32,28.22,15.01,5.8,0.34,63.25,79.61,0.84,309.28,833.78,,
2022-12-19 19:00:00,2022-12-19 20:00:00,12.67,22.74,5.92,23.84,12.68,5.47,0.36,100.25,80.35,0.96,317.25,835.1,4.3,
2022-12-19 20:00:00,2022-12-19 21:00:00,18.26,31.84,6.39,28.05,14.92,4.41,0.46,96.75,79.25,0.93,323.43,835.89,,
2022-12-19 21:00:00,2022-12-19 22:00:00,18.77,32.39,6.39,28.62,15.23,5.39,0.5,84.0,79.42,0.83,320.32,835.46,,
2022-12-19 22:00:00,2022-12-19 23:00:00,33.93,77.16,6.36,27.29,14.52,6.01,0.52,62.25,79.43,0.75,310.6,835.05,,
2022-12-19 23:00:00,2022-12-20 00:00:00,68.32,127.56,8.74,26.66,14.18,5.99,0.34,56.67,79.38,0.76,278.73,832.79,,
2022-12-20 00:00:00,2022-12-20 01:00:00,12.66,22.03,8.6,28.98,15.05,3.66,0.34,42.75,79.56,0.74,242.74,834.61,,
2022-12-20 01:00:00,2022-12-20 02:00:00,26.4,44.84,7.83,28.31,15.06,6.23,0.87,10.75,79.41,0.67,14.05,829.98,,
2022-12-20 02:00:00,2022-12-20 03:00:00,24.51,40.67,6.79,26.76,14.23,5.93,0.89,8.75,79.39,0.8,329.89,837.09,,
2022-12-20 03:00:00,2022-12-20 04:00:00,16.58,27.99,6.06,27.96,14.87,5.55,0.75,8.25,79.47,0.84,334.68,837.73,,
2022-12-20 04:00:00,2022-12-20 05:00:00,17.41,29.26,7.27,29.34,15.61,5.82,0.54,12.5,79.34,0.85,324.0,836.79,,
2022-12-20 05:00:00,2022-12-20 06:00:00,12.21,20.79,8.02,28.6,15.21,4.87,0.52,14.75,79.33,0.86,328.72,837.22,,
2022-12-20 06:00:00,2022-12-20 07:00:00,15.12,26.95,6.42,29.84,15.88,6.12,0.4,9.5,78.97,0.83,336.64,836.92,,
2022-12-20 07:00:00,2022-12-20 08:00:00,23.0,39.85,5.94,30.0,15.95,6.01,0.79,11.0,79.08,0.83,318.87,835.89,,
2022-12-20 08:00:00,2022-12-20 09:00:00,15.2,26.26,8.3,31.42,16.71,6.48,0.91,11.0,79.07,0.76,317.29,835.97,,
2022-12-20 09:00:00,2022-12-20 10:00:00,17.59,30.52,6.54,32.71,17.4,5.55,0.63,8.5,79.06,0.47,315.34,830.72,,
2022-12-20 10:00:00,2022-12-20 11:00:00,18.26,32.32,7.02,32.82,17.46,5.95,0.11,17.5,79.06,0.55,329.07,831.82,,
2022-12-20 11:00:00,2022-12-20 12:00:00,12.79,23.2,6.82,30.68,16.32,6.19,0.13,40.25,79.04,0.57,304.36,829.71,,
2022-12-20 12:00:00,2022-12-20 13:00:00,24.79,47.63,6.66,25.8,13.72,5.69,0.32,49.75,79.25,0.88,263.16,831.35,,
2022-12-20 13:00:00,2022-12-20 14:00:00,43.19,98.67,6.88,21.57,11.48,5.63,0.01,38.75,79.52,0.95,246.57,829.98,,
2022-12-20 14:00:00,2022-12-20 15:00:00,29.64,67.8,6.52,21.63,11.51,5.9,0.4,38.25,79.18,0.93,250.02,830.17,,
2022-12-20 15:00:00,2022-12-20 16:00:00,25.74,45.2,6.87,21.78,11.58,5.65,0.52,54.5,79.4,1.24,272.72,832.15,,
2022-12-20 16:00:00,2022-12-20 17:00:00,35.37,63.61,6.17,23.52,12.51,6.13,0.46,66.0,79.02,0.98,285.39,832.49,,
2022-12-20 17:00:00,2022-12-20 18:00:00,37.59,69.77,6.53,27.14,14.43,5.94,0.5,81.75,79.2,0.79,297.01,833.68,,
2022-12-20 18:00:00,2022-12-20 19:00:00,31.42,64.02,5.52,26.16,13.91,6.24,0.54,95.75,79.94,0.91,293.15,833.83,,
2022-12-20 19:00:00,2022-12-20 20:00:00,26.58,46.01,8.38,31.57,16.79,6.72,0.63,134.25,78.95,0.84,293.59,833.53,,
2022-12-20 20:00:00,2022-12-20 21:00:00,41.77,69.58,7.51,31.74,16.88,6.22,0.77,141.25,78.67,1.03,301.09,833.85,,
2022-12-20 21:00:00,2022-12-20 22:00:00,50.51,82.99,5.08,28.33,15.07,6.42,0.87,118.75,79.07,0.74,314.15,835.14,,
2022-12-20 22:00:00,2022-12-20 23:00:00,63.1,104.64,7.71,34.68,18.45,5.3,0.85,80.0,79.01,0.72,291.01,833.59,,
2022-12-20 23:00:00,2022-12-21 00:00:00,60.12,99.72,6.65,36.24,19.28,3.56,1.02,64.33,79.37,0.72,307.13,835.02,,
2022-12-21 00:00:00,2022-12-21 01:00:00,72.73,119.97,4.72,26.15,13.91,5.71,0.92,45.5,79.31,0.79,333.62,837.26,5.34,
2022-12-21 01:00:00,2022-12-21 02:00:00,72.38,118.03,6.34,28.22,15.01,6.0,1.23,15.25,79.32,0.87,260.27,839.04,,
2022-12-21 02:00:00,2022-12-21 03:00:00,78.68,128.02,6.3,28.28,15.05,6.13,1.11,16.0,79.37,0.79,299.82,834.65,,
2022-12-21 03:00:00,2022-12-21 04:00:00,81.63,137.65,8.43,29.9,15.9,5.62,0.99,25.0,79.19,0.82,325.63,836.74,,
2022-12-21 04:00:00,2022-12-21 05:00:00,62.73,108.63,6.18,22.76,14.31,5.96,0.94,31.25,79.16,0.82,327.07,836.52,,
2022-12-21 05:00:00,2022-12-21 06:00:00,64.42,106.98,4.28,22.08,11.75,7.87,0.86,30.0,79.06,0.79,325.21,836.31,,
2022-12-21 06:00:00,2022-12-21 07:00:00,71.66,118.67,5.5,25.96,13.81,6.58,0.83,18.5,78.79,0.85,322.43,836.64,,
2022-12-21 07:00:00,2022-12-21 08:00:00,59.12,102.47,6.36,35.06,18.65,7.47,1.07,11.0,78.77,0.84,319.71,836.32,,
2022-12-21 08:00:00,2022-12-21 09:00:00,67.96,113.93,5.78,28.7,15.27,8.33,1.32,9.75,78.62,0.56,176.7,829.68,,
2022-12-21 09:00:00,2022-12-21 10:00:00,82.82,133.29,5.71,31.57,16.79,6.72,1.47,9.75,78.67,0.43,171.01,823.01,,
2022-12-21 10:00:00,2022-12-21 11:00:00,89.19,143.93,9.52,33.84,18.0,6.93,1.19,13.0,78.59,0.49,195.88,825.08,,
2022-12-21 11:00:00,2022-12-21 12:00:00,101.95,167.29,5.24,32.23,17.15,7.57,1.07,23.0,78.71,0.72,142.06,820.86,5.46,
2022-12-21 12:00:00,2022-12-21 13:00:00,77.8,129.72,8.26,32.15,17.1,7.95,0.9,42.25,78.58,0.7,145.74,821.32,,
2022-12-21 13:00:00,2022-12-21 14:00:00,55.65,94.28,5.74,31.98,17.01,6.78,0.74,45.0,78.61,0.57,185.07,824.62,,
2022-12-21 14:00:00,2022-12-21 15:00:00,63.97,109.48,6.12,31.71,16.87,6.84,0.67,78.75,78.73,0.95,147.71,821.13,,
2022-12-21 15:00:00,2022-12-21 16:00:00,103.07,178.84,9.93,34.47,18.34,5.16,0.56,57.75,78.87,0.93,243.85,829.58,,
2022-12-21 16:00:00,2022-12-21 17:00:00,204.88,374.83,6.55,29.86,15.88,6.07,0.45,78.0,79.05,1.21,271.3,832.07,,
2022-12-21 17:00:00,2022-12-21 18:00:00,77.14,136.13,6.84,28.01,14.9,6.55,0.44,103.0,78.97,1.42,280.77,832.61,,
2022-12-21 18:00:00,2022-12-21 19:00:00,38.26,66.03,8.07,28.38,15.1,5.95,0.51,152.25,79.13,1.06,295.53,832.68,,
2022-12-21 19:00:00,2022-12-21 20:00:00,36.06,59.18,7.68,27.41,14.58,6.42,0.51,136.5,79.33,0.81,303.57,834.61,,
2022-12-21 20:00:00,2022-12-21 21:00:00,62.1,102.08,5.7,25.33,13.47,6.37,0.59,105.75,79.5,0.76,319.89,835.39,,
2022-12-21 21:00:00,2022-12-21 22:00:00,68.99,113.27,6.74,26.95,14.34,6.53,0.79,81.5,79.54,0.76,317.7,835.99,,
2022-12-21 22:00:00,2022-12-21 23:00:00,81.35,132.2,7.87,29.94,15.92,6.99,1.54,22.25,79.18,0.85,351.08,836.65,,
2022-12-21 23:00:00,2022-12-22 00:00:00,90.05,147.23,4.67,27.81,14.79,6.74,2.04,8.67,78.84,0.7,226.67,832.58,,
2022-12-22 00:00:00,2022-12-22 01:00:00,71.59,116.12,6.07,31.73,16.87,7.77,1.6,15.25,78.85,0.76,321.13,836.35,,
2022-12-22 01:00:00,2022-12-22 02:00:00,71.04,114.71,7.93,32.35,17.21,7.33,1.38,22.5,79.06,0.81,329.15,836.86,,
2022-12-22 02:00:00,2022-12-22 03:00:00,86.51,140.44,5.48,31.5,16.75,7.84,1.74,8.75,78.91,0.83,333.62,837.48,,
2022-12-22 03:00:00,2022-12-22 04:00:00,168.9,285.23,6.17,35.45,18.86,7.74,1.89,10.75,79.17,0.84,176.78,833.05,,
2022-12-22 04:00:00,2022-12-22 05:00:00,119.85,202.76,6.27,34.19,18.19,8.84,1.18,26.5,78.86,0.84,315.23,835.92,,
2022-12-22 05:00:00,2022-12-22 06:00:00,41.54,70.22,4.35,32.44,17.25,8.13,0.84,31.5,79.12,0.85,331.1,837.34,,
2022-12-22 06:00:00,2022-12-22 07:00:00,88.36,147.06,9.49,37.99,20.21,5.45,1.07,13.5,79.45,0.84,325.82,836.85,,
2022-12-22 07:00:00,2022-12-22 08:00:00,91.37,150.27,6.55,32.02,17.03,6.77,0.78,27.75,79.27,0.81,324.12,836.14,,
2022-12-22 08:00:00,2022-12-22 09:00:00,85.19,141.94,5.75,30.66,16.31,6.69,1.12,18.0,79.23,0.8,333.21,835.36,,
2022-12-22 09:00:00,2022-12-22 10:00:00,120.92,198.3,6.3,30.36,16.15,6.9,1.32,16.0,79.36,0.58,308.22,832.86,,
2022-12-22 10:00:00,2022-12-22 11:00:00,107.7,175.63,5.91,29.85,15.88,6.7,1.25,40.25,79.16,0.86,266.9,831.65,,
2022-12-22 11:00:00,2022-12-22 12:00:00,61.31,102.01,6.13,28.88,15.37,6.9,0.85,38.5,79.04,0.75,242.56,829.54,,
2022-12-22 12:00:00,2022-12-22 13:00:00,141.16,281.64,6.79,28.34,15.08,6.82,0.78,37.5,79.25,0.91,249.52,830.06,,
2022-12-22 13:00:00,2022-12-22 14:00:00,77.5,165.98,6.82,28.93,15.39,6.77,0.61,63.75,79.19,1.37,269.32,831.87,,
2022-12-22 14:00:00,2022-12-22 15:00:00,35.34,61.49,6.69,28.39,15.1,6.37,0.58,85.5,79.03,1.29,274.57,832.37,,
2022-12-22 15:00:00,2022-12-22 16:00:00,125.45,207.44,6.31,27.91,14.85,8.38,0.77,82.5,78.84,1.19,281.22,832.55,,
2022-12-22 16:00:00,2022-12-22 17:00:00,60.57,97.44,5.03,26.42,14.05,7.31,0.62,90.25,78.84,1.11,288.74,832.96,,
2022-12-22 17:00:00,2022-12-22 18:00:00,43.45,73.17,5.08,29.24,15.55,6.61,0.67,140.75,78.92,1.0,292.11,833.2,,
2022-12-22 18:00:00,2022-12-22 19:00:00,81.67,136.16,2.57,24.94,13.27,6.48,0.69,171.0,79.04,1.47,284.52,833.57,,
2022-12-22 19:00:00,2022-12-22 20:00:00,44.67,73.76,4.96,28.79,15.31,7.77,0.72,155.25,78.95,0.75,309.41,834.35,,
2022-12-22 20:00:00,2022-12-22 21:00:00,62.48,103.09,4.08,27.17,14.45,8.68,0.79,133.5,79.03,0.78,311.01,834.79,,
2022-12-22 21:00:00,2022-12-22 22:00:00,61.51,99.58,7.56,31.07,16.52,8.53,0.79,116.75,78.84,0.74,321.13,835.76,,
2022-12-22 22:00:00,2022-12-22 23:00:00,64.4,105.82,7.12,30.23,16.08,7.85,0.81,95.0,79.29,0.83,313.08,835.33,,
2022-12-22 23:00:00,2022-12-23 00:00:00,116.32,181.75,4.92,28.18,14.99,6.99,0.94,64.33,79.45,0.81,325.56,836.64,,
2022-12-23 00:00:00,2022-12-23 01:00:00,75.13,118.54,6.39,29.9,15.91,7.08,0.99,50.5,79.31,0.79,333.53,837.37,,
2022-12-23 01:00:00,2022-12-23 02:00:00,165.04,303.23,5.78,28.13,14.96,6.87,1.07,60.5,79.29,0.78,306.37,835.2,,
2022-12-23 02:00:00,2022-12-23 03:00:00,115.29,214.02,8.52,27.28,14.51,7.21,0.87,65.5,79.43,0.83,329.66,837.03,2.96,
2022-12-23 03:00:00,2022-12-23 04:00:00,183.43,463.86,5.67,26.98,14.35,7.08,0.91,60.25,79.31,0.8,333.6,837.17,,
2022-12-23 04:00:00,2022-12-23 05:00:00,53.33,155.84,5.06,25.69,13.66,7.5,0.98,50.0,79.39,0.77,330.67,836.2,,
2022-12-23 05:00:00,2022-12-23 06:00:00,77.9,125.87,6.44,25.57,13.6,7.3,1.15,30.25,79.19,0.83,340.46,838.18,,
2022-12-23 06:00:00,2022-12-23 07:00:00,49.17,87.58,5.96,27.84,14.81,7.43,1.23,18.0,78.71,0.81,327.23,836.65,3.81,
2022-12-23 07:00:00,2022-12-23 08:00:00,85.11,128.92,5.45,33.6,17.88,6.01,1.75,12.25,78.8,0.86,177.16,835.48,,
2022-12-23 08:00:00,2022-12-23 09:00:00,90.76,139.96,4.19,28.94,15.39,7.56,1.86,10.75,78.66,0.54,223.49,823.13,,
2022-12-23 09:00:00,2022-12-23 10:00:00,57.61,92.74,6.65,38.76,20.62,6.72,0.91,22.5,78.61,0.7,248.02,829.72,,
2022-12-23 10:00:00,2022-12-23 11:00:00,62.3,105.24,8.25,35.84,19.06,7.99,0.71,44.0,78.79,0.71,177.12,823.9,,
2022-12-23 11:00:00,2022-12-23 12:00:00,77.27,128.0,6.64,33.84,18.0,7.91,0.68,61.0,78.73,1.43,262.18,831.18,,
2022-12-23 12:00:00,2022-12-23 13:00:00,62.95,105.53,5.06,34.01,18.09,9.66,0.55,61.5,78.7,1.59,272.71,832.1,,
2022-12-23 13:00:00,2022-12-23 14:00:00,59.02,100.28,5.16,29.3,15.58,8.9,0.54,67.0,78.75,1.92,264.75,831.64,,
2022-12-23 14:00:00,2022-12-23 15:00:00,55.15,94.47,9.58,30.59,16.27,7.51,0.56,87.5,79.21,2.35,274.18,832.35,,
2022-12-23 15:00:00,2022-12-23 16:00:00,56.45,97.39,6.31,29.58,15.74,6.99,0.35,96.0,79.05,2.0,280.22,833.08,,
2022-12-23 16:00:00,2022-12-23 17:00:00,61.31,105.38,7.29,29.38,15.63,7.47,0.3,82.25,79.16,1.34,295.36,832.91,,
2022-12-23 17:00:00,2022-12-23 18:00:00,62.24,102.98,7.39,28.91,15.38,7.28,0.24,76.5,78.98,0.95,313.84,832.94,,
2022-12-23 18:00:00,2022-12-23 19:00:00,110.91,204.15,6.88,28.29,15.05,7.96,0.3,94.75,80.13,1.0,312.06,834.61,,
2022-12-23 19:00:00,2022-12-23 20:00:00,42.63,76.76,6.3,27.51,14.63,7.41,0.61,93.5,83.45,0.8,323.88,836.1,,
2022-12-23 20:00:00,2022-12-23 21:00:00,65.46,109.72,6.27,27.48,14.62,7.15,0.67,119.5,83.93,1.39,296.05,834.05,,
2022-12-23 21:00:00,2022-12-23 22:00:00,134.53,224.91,6.11,27.1,14.41,7.25,0.69,91.25,84.13,0.95,320.35,835.11,,
2022-12-23 22:00:00,2022-12-23 23:00:00,94.56,155.87,7.1,29.48,15.68,7.42,0.73,63.0,83.35,0.77,325.45,836.2,,
2022-12-23 23:00:00,2022-12-24 00:00:00,19.37,32.0,6.45,28.5,15.16,8.16,1.06,46.33,83.15,0.79,333.97,837.21,,
2022-12-24 00:00:00,2022-12-24 01:00:00,54.44,103.03,5.77,28.84,15.22,8.09,0.72,59.25,89.99,0.8,327.77,836.5,,
2022-12-24 01:00:00,2022-12-24 02:00:00,65.14,107.81,5.79,30.77,16.37,8.67,0.87,34.25,90.03,0.82,331.03,837.15,,
2022-12-24 02:00:00,2022-12-24 03:00:00,33.89,56.47,6.15,31.97,17.0,9.07,0.64,44.75,82.06,0.82,328.68,836.5,,
2022-12-24 03:00:00,2022-12-24 04:00:00,63.38,105.77,6.3,31.94,16.99,7.89,0.76,29.5,81.54,0.77,320.37,836.06,,
2022-12-24 04:00:00,2022-12-24 05:00:00,59.1,97.4,6.22,33.07,17.59,8.05,0.81,21.25,81.48,0.79,327.49,836.88,5.23,
2022-12-24 05:00:00,2022-12-24 06:00:00,42.54,69.01,5.03,32.5,17.29,7.84,0.97,12.25,81.43,0.82,334.86,837.26,,
2022-12-24 06:00:00,2022-12-24 07:00:00,109.47,214.06,6.48,33.95,18.06,7.19,0.49,24.25,82.37,0.8,332.17,836.8,,
2022-12-24 07:00:00,2022-12-24 08:00:00,65.25,119.29,6.29,31.43,16.72,7.52,0.89,13.5,81.86,0.81,331.28,836.98,,
2022-12-24 08:00:00,2022-12-24 09:00:00,127.33,212.28,6.15,30.25,16.09,7.76,0.88,10.25,82.09,0.72,324.58,835.42,,
2022-12-24 09:00:00,2022-12-24 10:00:00,103.17,167.88,6.1,29.15,15.51,7.24,0.54,17.5,82.2,0.61,302.92,833.45,,
2022-12-24 10:00:00,2022-12-24 11:00:00,66.8,114.92,7.48,29.73,15.81,9.54,0.57,28.25,81.88,0.79,281.61,832.56,,
2022-12-24 11:00:00,2022-12-24 12:00:00,73.22,126.16,6.34,28.12,14.96,7.19,0.35,33.25,81.71,1.37,273.23,832.34,,
2022-12-24 12:00:00,2022-12-24 13:00:00,49.48,88.6,6.77,27.93,14.86,7.11,0.24,32.0,81.91,1.25,268.57,831.88,,
2022-12-24 13:00:00,2022-12-24 14:00:00,51.35,93.63,7.88,27.57,14.66,7.58,0.33,31.75,81.71,1.19,262.71,831.38,,
2022-12-24 14:00:00,2022-12-24 15:00:00,29.66,52.85,6.63,25.36,13.49,7.95,0.19,39.5,81.5,1.13,265.29,831.28,,
2022-12-24 15:00:00,2022-12-24 16:00:00,34.92,62.08,6.15,28.5,15.16,7.98,0.29,49.0,81.7,1.65,270.01,831.95,,
2022-12-24 16:00:00,2022-12-24 17:00:00,33.34,59.95,6.48,28.71,15.28,10.26,0.35,54.75,81.61,1.81,280.35,832.73,,
2022-12-24 17:00:00,2022-12-24 18:00:00,33.43,58.0,7.26,32.8,17.45,8.1,0.35,63.5,81.79,1.51,285.19,832.77,,
2022-12-24 18:00:00,2022-12-24 19:00:00,35.34,60.12,8.02,28.67,15.25,8.26,0.42,102.75,91.89,1.2,294.63,833.41,,
2022-12-24 19:00:00,2022-12-24 20:00:00,40.49,67.08,4.54,28.51,15.16,8.85,0.55,102.0,93.71,0.85,318.87,834.79,,
2022-12-24 20:00:00,2022-12-24 21:00:00,42.59,71.25,5.94,31.38,16.69,8.16,0.64,99.75,96.38,1.01,311.18,834.84,,
2022-12-24 21:00:00,2022-12-24 22:00:00,58.09,95.99,6.37,32.06,17.05,7.62,0.63,97.75,91.41,0.9,309.4,834.54,5.52,
2022-12-24 22:00:00,2022-12-24 23:00:00,73.03,115.93,5.75,32.52,17.3,6.56,0.53,75.0,82.01,0.8,325.92,836.48,,
2022-12-24 23:00:00,2022-12-25 00:00:00,56.03,92.36,6.62,25.83,17.93,7.44,1.08,32.67,82.12,0.83,341.15,837.22,,
2022-12-25 00:00:00,2022-12-25 01:00:00,87.2,140.13,9.88,33.07,17.59,8.3,1.08,22.5,82.04,0.85,337.81,837.83,,
2022-12-25 01:00:00,2022-12-25 02:00:00,70.07,112.7,6.12,30.53,16.24,7.25,0.68,57.0,82.0,0.88,317.47,835.63,,
2022-12-25 02:00:00,2022-12-25 03:00:00,59.96,98.23,6.08,28.3,15.05,7.37,0.55,45.5,81.56,0.75,332.27,836.36,,
2022-12-25 03:00:00,2022-12-25 04:00:00,77.25,126.53,5.24,26.93,14.32,7.42,1.04,11.75,81.42,0.77,329.61,835.89,,
2022-12-25 04:00:00,2022-12-25 05:00:00,90.78,145.81,6.08,28.44,15.13,8.9,1.15,12.25,81.14,0.79,259.17,832.25,,
2022-12-25 05:00:00,2022-12-25 06:00:00,76.88,124.23,5.47,29.77,15.84,7.95,0.64,13.75,81.03,0.57,270.06,828.09,,
2022-12-25 06:00:00,2022-12-25 07:00:00,82.12,140.26,8.1,29.39,15.63,7.93,0.74,18.75,80.7,0.79,178.52,829.75,,
2022-12-25 07:00:00,2022-12-25 08:00:00,70.74,115.79,6.26,30.44,16.19,8.18,0.84,15.0,80.75,0.83,339.4,837.68,,
2022-12-25 08:00:00,2022-12-25 09:00:00,52.43,85.77,6.08,32.17,17.11,8.33,0.92,20.0,81.0,0.85,336.94,837.94,,
2022-12-25 09:00:00,2022-12-25 10:00:00,82.35,129.98,6.62,34.52,18.37,8.86,0.79,34.0,80.79,0.77,292.3,833.3,,
2022-12-25 10:00:00,2022-12-25 11:00:00,66.58,105.46,7.23,32.88,17.49,8.28,0.55,64.75,80.95,0.97,281.35,832.07,,
2022-12-25 11:00:00,2022-12-25 12:00:00,38.21,64.34,5.16,30.9,16.43,8.48,0.47,60.75,80.96,1.25,273.49,832.26,,
2022-12-25 12:00:00,2022-12-25 13:00:00,84.06,133.58,6.39,35.86,19.07,7.14,0.47,37.75,81.08,0.76,244.78,829.71,,
2022-12-25 13:00:00,2022-12-25 14:00:00,87.4,133.27,6.29,32.93,17.52,8.63,0.35,31.0,81.0,0.59,135.05,821.83,,
2022-12-25 14:00:00,2022-12-25 15:00:00,38.59,78.88,6.41,32.08,17.07,7.47,0.12,30.75,81.47,0.39,178.75,823.28,,
2022-12-25 15:00:00,2022-12-25 16:00:00,154.86,358.55,6.4,31.53,16.77,7.2,0.36,46.5,81.19,0.63,198.88,825.17,,
2022-12-25 16:00:00,2022-12-25 17:00:00,36.84,67.31,6.98,32.36,17.21,6.9,0.43,64.0,81.33,0.72,158.75,821.76,,
2022-12-25 17:00:00,2022-12-25 18:00:00,40.36,67.53,6.04,28.22,15.01,8.48,0.44,74.5,81.17,0.36,160.99,822.93,,
2022-12-25 18:00:00,2022-12-25 19:00:00,78.79,121.73,6.03,27.76,14.77,7.72,0.48,93.25,81.45,0.51,195.23,825.43,5.52,
2022-12-25 19:00:00,2022-12-25 20:00:00,51.51,81.69,5.92,27.04,14.38,7.62,0.57,95.25,81.29,0.74,239.61,828.99,,
2022-12-25 20:00:00,2022-12-25 21:00:00,89.47,154.75,6.79,26.53,14.11,8.7,0.53,89.75,81.48,0.7,264.62,831.36,7.6,
2022-12-25 21:00:00,2022-12-25 22:00:00,227.01,429.03,7.23,27.95,14.87,7.54,0.61,76.0,81.33,0.74,323.07,836.31,20.03,
2022-12-25 22:00:00,2022-12-25 23:00:00,45.88,81.22,7.52,32.66,17.37,8.04,0.91,53.0,81.24,0.85,337.32,837.89,29.7,
2022-12-25 23:00:00,2022-12-26 00:00:00,60.43,101.36,7.92,24.51,17.05,8.3,0.83,87.67,80.98,0.82,335.09,837.26,,
2022-12-26 00:00:00,2022-12-26 01:00:00,51.09,83.6,6.31,30.52,16.23,8.15,0.74,75.5,81.0,0.8,330.1,837.04,,
2022-12-26 01:00:00,2022-12-26 02:00:00,54.55,89.45,6.12,32.49,17.28,8.46,0.75,69.5,80.93,0.83,328.07,837.11,14.25,
