From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-09-09 23:00:00,2022-09-10 00:00:00,,133.28,6.04,4.56,10.63,4.1,8.34,0.79,40.33,0.0,0.0,,,61.84,17.46,124.48,157.7,,33.37,0.0
2022-09-10 00:00:00,2022-09-10 01:00:00,,245.5,8.98,2.23,11.12,4.25,10.62,0.79,38.86,0.0,0.0,,,61.84,12.89,186.04,159.53,,33.48,0.0
2022-09-10 01:00:00,2022-09-10 02:00:00,,181.21,14.39,,9.18,5.11,11.58,0.81,38.65,0.0,0.0,,,61.77,12.83,205.6,160.51,,33.47,0.0
2022-09-10 02:00:00,2022-09-10 03:00:00,,80.24,18.09,,7.71,5.64,11.19,0.79,39.51,0.0,0.0,,,61.76,12.74,193.45,160.62,,33.47,0.0
2022-09-10 03:00:00,2022-09-10 04:00:00,,53.41,17.26,,7.3,5.75,11.59,0.74,40.24,0.0,0.0,,,61.75,12.82,205.57,161.59,,33.48,0.0
2022-09-10 04:00:00,2022-09-10 05:00:00,,58.86,14.59,,8.02,5.17,9.06,0.74,41.06,0.0,0.0,,,61.79,13.09,202.09,161.44,,33.46,0.0
2022-09-10 05:00:00,2022-09-10 06:00:00,,109.8,11.08,0.64,9.91,4.64,7.43,0.76,39.75,0.0,0.0,,,61.84,13.03,203.29,161.85,,33.57,0.0
2022-09-10 06:00:00,2022-09-10 07:00:00,,76.6,8.69,2.67,11.33,4.24,7.89,0.78,35.41,0.0,0.0,,,61.86,12.81,199.34,161.84,,33.57,0.0
2022-09-10 07:00:00,2022-09-10 08:00:00,,6.16,8.64,2.26,10.87,4.26,7.71,0.8,37.48,0.0,0.0,,,61.86,12.99,202.68,163.01,,33.62,0.0
2022-09-10 08:00:00,2022-09-10 09:00:00,,24.24,8.49,2.45,10.95,4.35,9.23,0.77,39.44,0.0,0.0,,,61.84,12.6,199.96,162.93,,33.55,0.0
2022-09-10 09:00:00,2022-09-10 10:00:00,,28.44,6.92,5.09,12.0,4.06,10.41,0.77,38.19,0.0,0.0,,,61.78,12.61,203.47,165.12,,33.4,0.0
2022-09-10 10:00:00,2022-09-10 11:00:00,,51.34,3.41,10.84,14.25,3.24,10.47,0.78,36.05,0.0,0.0,,,61.77,12.46,198.17,163.86,,33.39,0.0
2022-09-10 11:00:00,2022-09-10 12:00:00,,50.99,1.44,13.51,14.98,3.0,10.94,0.76,32.67,0.0,0.0,,,61.75,13.14,204.83,164.27,,33.36,0.0
2022-09-10 12:00:00,2022-09-10 13:00:00,1.96,52.43,1.45,12.9,14.36,3.04,8.96,0.7,33.43,0.0,0.0,,,61.78,13.55,204.97,163.03,,33.44,0.0
2022-09-10 13:00:00,2022-09-10 14:00:00,11.08,51.36,0.8,14.22,15.0,2.81,7.33,0.66,31.39,0.0,0.0,,,61.84,13.58,205.91,161.98,,33.47,0.0
2022-09-10 14:00:00,2022-09-10 15:00:00,25.05,51.68,0.6,13.91,14.51,2.95,6.76,0.62,30.07,0.0,0.0,,,61.82,14.62,201.81,161.03,,33.44,0.0
2022-09-10 15:00:00,2022-09-10 16:00:00,34.86,51.77,0.79,14.25,15.06,2.88,6.8,0.61,29.45,0.0,0.0,,,61.84,13.59,205.78,163.87,,33.51,0.0
2022-09-10 16:00:00,2022-09-10 17:00:00,32.3,48.39,0.89,14.5,15.38,2.67,7.95,0.59,27.58,0.0,0.0,,,61.83,13.42,201.89,164.91,,33.43,0.0
2022-09-10 17:00:00,2022-09-10 18:00:00,24.81,55.64,1.11,14.49,15.6,2.76,9.81,0.57,25.97,0.0,0.0,,,61.74,13.16,201.24,165.22,,33.36,0.0
2022-09-10 18:00:00,2022-09-10 19:00:00,26.27,85.48,1.84,13.35,15.2,2.91,10.66,0.67,24.44,0.0,0.0,,,61.73,13.3,193.28,165.86,,33.31,0.0
2022-09-10 19:00:00,2022-09-10 20:00:00,27.25,112.66,3.34,11.69,15.03,3.06,11.37,0.89,24.52,0.0,0.0,,,61.73,12.94,188.22,166.34,,33.29,0.0
2022-09-10 20:00:00,2022-09-10 21:00:00,28.01,95.63,3.78,10.19,13.97,3.42,10.22,1.06,28.27,0.0,0.0,,,61.75,12.68,196.8,165.68,,33.33,0.0
2022-09-10 21:00:00,2022-09-10 22:00:00,35.54,99.9,3.39,10.13,13.54,3.38,7.23,1.18,33.75,0.0,0.0,,,61.84,13.2,192.63,165.12,,33.46,0.0
2022-09-10 22:00:00,2022-09-10 23:00:00,39.33,100.7,4.02,8.6,12.61,3.56,7.87,1.21,36.77,0.0,0.0,,,61.88,13.5,202.35,164.69,,33.43,0.0
2022-09-10 23:00:00,2022-09-11 00:00:00,42.04,94.24,4.27,8.22,12.48,3.59,7.55,1.19,38.45,0.0,0.0,,,61.88,13.58,201.83,164.4,,33.45,0.0
2022-09-11 00:00:00,2022-09-11 01:00:00,38.41,67.56,3.44,10.19,13.62,3.43,8.58,0.96,33.36,0.0,0.0,,,61.85,13.92,204.24,165.29,,33.42,0.0
2022-09-11 01:00:00,2022-09-11 02:00:00,27.64,38.76,3.08,10.53,13.62,3.35,10.29,0.74,30.08,0.0,0.0,,,61.76,14.59,204.55,163.75,,33.27,0.0
2022-09-11 02:00:00,2022-09-11 03:00:00,19.68,31.29,2.88,10.34,13.24,3.44,10.95,0.58,28.35,0.0,0.0,,,61.75,14.42,200.97,161.3,,33.28,0.0
2022-09-11 03:00:00,2022-09-11 04:00:00,17.16,33.81,2.89,9.88,12.78,3.58,10.81,0.49,27.31,0.0,0.0,,,61.72,15.26,202.84,162.7,,33.23,0.0
2022-09-11 04:00:00,2022-09-11 05:00:00,17.59,42.78,3.43,8.44,11.86,3.8,9.77,0.46,28.84,0.0,0.0,,,61.74,15.1,201.89,163.45,,33.27,0.0
2022-09-11 05:00:00,2022-09-11 06:00:00,22.16,56.17,3.29,9.07,12.37,3.69,7.57,0.54,31.44,0.0,0.0,,,61.8,15.6,203.21,163.75,,33.3,0.0
2022-09-11 06:00:00,2022-09-11 07:00:00,25.65,296.04,3.51,8.92,12.43,3.63,7.02,0.56,30.16,0.0,0.0,,,61.84,14.77,201.18,162.09,,33.36,0.0
2022-09-11 07:00:00,2022-09-11 08:00:00,25.93,187.75,4.33,7.69,12.03,3.77,7.05,0.58,32.41,0.0,0.0,,,61.85,14.77,194.92,162.3,,33.39,0.0
2022-09-11 08:00:00,2022-09-11 09:00:00,25.45,88.21,4.67,7.15,11.83,3.82,7.98,0.6,34.12,0.0,0.0,,,61.84,14.83,202.01,163.35,,33.35,0.0
2022-09-11 09:00:00,2022-09-11 10:00:00,23.06,60.51,3.83,8.4,12.23,3.76,9.54,0.58,35.34,0.0,0.0,,,61.77,14.78,198.96,162.55,,33.29,0.0
2022-09-11 10:00:00,2022-09-11 11:00:00,18.35,52.32,2.08,11.07,13.14,3.42,10.29,0.57,36.54,0.0,0.0,,,62.05,14.83,202.95,157.4,,33.29,0.0
2022-09-11 11:00:00,2022-09-11 12:00:00,14.79,58.83,1.28,12.08,13.34,3.27,10.51,0.56,36.76,0.0,0.0,,,61.88,15.17,198.09,158.72,,33.29,0.0
2022-09-11 12:00:00,2022-09-11 13:00:00,14.32,56.66,1.1,12.33,13.46,3.31,9.53,0.54,36.17,0.0,0.0,,,60.2,16.07,203.36,160.14,,33.3,0.0
2022-09-11 13:00:00,2022-09-11 14:00:00,16.72,68.37,1.03,12.81,13.84,3.13,6.42,0.59,32.59,0.0,0.0,,,59.73,16.16,203.3,157.55,,33.38,0.0
2022-09-11 14:00:00,2022-09-11 15:00:00,17.58,60.13,0.98,12.86,13.84,3.04,5.7,0.6,32.82,0.0,0.0,,,60.8,15.29,205.95,160.78,,33.39,0.0
2022-09-11 15:00:00,2022-09-11 16:00:00,16.2,52.12,1.07,12.63,13.71,3.14,5.93,0.6,34.35,0.0,0.0,,,60.3,15.85,204.45,158.69,,33.4,0.0
2022-09-11 16:00:00,2022-09-11 17:00:00,16.09,51.32,1.15,12.52,13.67,3.16,6.88,0.59,35.29,0.0,0.0,,,60.73,17.15,203.86,159.35,,33.36,0.0
2022-09-11 17:00:00,2022-09-11 18:00:00,15.09,52.71,1.57,11.64,13.21,3.29,9.25,0.55,35.05,0.0,0.0,,,60.63,16.42,200.94,159.78,,33.32,0.0
2022-09-11 18:00:00,2022-09-11 19:00:00,32.17,115.91,2.32,10.42,12.73,3.44,10.14,0.62,35.45,0.0,0.0,,,61.4,15.31,203.19,159.04,,33.32,0.0
2022-09-11 19:00:00,2022-09-11 20:00:00,61.54,144.49,3.38,8.84,12.21,3.67,10.68,0.78,36.35,0.0,0.0,,,61.91,15.63,190.72,159.1,,33.29,0.0
2022-09-11 20:00:00,2022-09-11 21:00:00,81.04,176.49,3.51,8.67,12.15,3.69,10.32,0.83,37.5,0.0,0.0,,,61.71,15.36,178.17,160.19,,33.34,0.0
2022-09-11 21:00:00,2022-09-11 22:00:00,101.2,199.39,2.51,9.95,12.48,3.68,6.94,0.9,38.45,0.0,0.0,,,61.82,16.31,183.04,158.89,,33.42,0.0
2022-09-11 22:00:00,2022-09-11 23:00:00,132.09,241.76,2.32,10.25,12.61,3.6,7.47,0.92,38.88,0.0,0.0,,,61.85,16.58,181.98,158.57,,33.45,0.0
2022-09-11 23:00:00,2022-09-12 00:00:00,135.09,182.64,2.48,10.03,12.52,3.61,6.58,0.88,37.37,0.0,0.0,,,61.86,16.91,187.16,158.69,,33.39,0.0
2022-09-12 00:00:00,2022-09-12 01:00:00,116.81,125.93,2.32,10.32,12.65,3.52,7.59,0.78,34.66,0.0,0.0,,,61.84,17.0,195.12,158.9,,33.39,0.0
2022-09-12 01:00:00,2022-09-12 02:00:00,,,2.59,9.72,12.3,3.66,10.0,0.64,33.45,0.0,0.0,,,61.78,15.93,198.71,160.98,,33.31,0.0
2022-09-12 02:00:00,2022-09-12 03:00:00,,,3.08,8.62,11.71,3.89,10.68,0.55,33.04,0.0,0.0,,,61.75,14.9,189.47,160.19,,33.31,0.0
2022-09-12 03:00:00,2022-09-12 04:00:00,34.3,46.0,3.61,7.84,11.48,3.95,10.73,0.49,32.86,0.0,0.0,,,61.73,15.16,194.2,161.01,,33.29,0.0
2022-09-12 04:00:00,2022-09-12 05:00:00,30.79,51.74,4.31,6.7,11.04,4.09,10.51,0.47,32.59,0.0,0.0,,,61.72,15.54,199.78,161.2,,33.33,0.0
2022-09-12 05:00:00,2022-09-12 06:00:00,33.28,70.15,4.17,7.23,11.42,4.04,7.36,0.54,31.27,0.0,0.0,,,61.81,15.49,202.32,161.19,,33.41,0.0
2022-09-12 06:00:00,2022-09-12 07:00:00,36.25,84.06,4.05,7.47,11.55,3.97,7.04,0.59,29.91,0.0,0.0,,,61.83,15.77,202.29,162.24,,33.4,0.0
2022-09-12 07:00:00,2022-09-12 08:00:00,37.03,88.08,4.88,6.66,11.53,3.99,7.27,0.63,33.45,0.0,0.0,,,61.84,15.74,201.04,160.83,,33.51,0.0
2022-09-12 08:00:00,2022-09-12 09:00:00,33.04,75.51,3.53,9.61,13.12,3.54,7.34,0.67,35.9,0.0,0.0,,,61.85,16.03,201.38,159.5,,33.51,0.0
2022-09-12 09:00:00,2022-09-12 10:00:00,24.92,63.91,1.32,13.01,14.33,3.14,9.18,0.67,33.94,0.0,0.0,,,60.06,15.84,201.69,159.58,,33.41,0.0
2022-09-12 10:00:00,2022-09-12 11:00:00,21.61,60.38,0.63,13.75,14.37,3.09,10.44,0.59,30.63,0.0,0.0,,,57.2,15.81,200.1,158.92,,33.36,0.0
2022-09-12 11:00:00,2022-09-12 12:00:00,18.3,66.14,0.63,13.26,13.89,3.16,9.72,0.49,28.27,0.0,0.0,,,55.65,15.61,193.38,161.34,,33.31,0.0
2022-09-12 12:00:00,2022-09-12 13:00:00,17.3,59.14,0.64,13.16,13.81,3.21,9.96,0.43,29.95,0.0,0.0,,,55.58,15.13,201.84,161.42,,33.29,0.0
2022-09-12 13:00:00,2022-09-12 14:00:00,19.69,58.68,0.69,13.27,13.97,3.1,7.11,0.48,30.53,0.0,0.0,,,55.61,15.35,204.53,157.46,,33.47,0.0
2022-09-12 14:00:00,2022-09-12 15:00:00,21.92,58.93,0.42,14.0,14.31,2.95,5.97,0.52,31.47,0.0,0.0,,,55.98,15.39,203.64,159.05,,33.57,0.0
2022-09-12 15:00:00,2022-09-12 16:00:00,21.66,59.95,0.39,14.32,14.68,2.76,6.62,0.55,31.47,0.0,0.0,,,56.9,15.33,195.5,159.41,,33.59,0.0
2022-09-12 16:00:00,2022-09-12 17:00:00,32.34,128.35,0.64,14.95,15.59,2.72,6.89,0.62,32.95,0.0,0.0,,,61.93,15.74,161.92,157.8,,33.55,0.0
2022-09-12 17:00:00,2022-09-12 18:00:00,39.97,128.32,0.83,14.71,15.55,2.97,8.62,0.65,32.06,0.0,0.0,,,61.8,15.36,175.93,162.0,,33.42,0.0
2022-09-12 18:00:00,2022-09-12 19:00:00,34.68,99.12,1.39,13.13,14.52,3.31,9.91,0.64,30.07,0.0,0.0,,,61.75,14.87,166.45,158.78,,33.38,0.0
2022-09-12 19:00:00,2022-09-12 20:00:00,31.66,97.45,1.99,11.94,13.93,3.59,10.31,0.67,29.32,0.0,0.0,,,61.75,14.76,181.91,157.62,,33.4,0.0
2022-09-12 20:00:00,2022-09-12 21:00:00,29.57,100.12,2.42,10.68,13.09,3.82,10.09,0.67,31.79,0.0,0.0,,,61.75,14.79,178.98,158.53,,33.38,0.0
2022-09-12 21:00:00,2022-09-12 22:00:00,30.5,102.94,2.42,10.32,12.76,3.77,8.41,0.71,34.5,0.0,0.0,,,61.78,14.79,183.67,157.3,,33.45,0.0
2022-09-12 22:00:00,2022-09-12 23:00:00,40.76,133.07,1.74,11.69,13.48,3.53,7.15,0.69,31.88,0.0,0.0,,,61.83,15.09,180.38,158.26,,33.37,0.0
2022-09-12 23:00:00,2022-09-13 00:00:00,51.55,121.24,1.8,11.43,13.22,3.49,7.13,0.66,33.04,0.0,0.0,,,61.84,14.92,184.0,159.04,,33.38,0.0
2022-09-13 00:00:00,2022-09-13 01:00:00,48.0,80.96,2.17,10.7,12.87,3.53,7.23,0.58,33.98,0.0,0.0,,,61.82,14.93,194.08,157.0,,33.45,0.0
2022-09-13 01:00:00,2022-09-13 02:00:00,36.3,77.53,2.15,10.73,12.89,3.57,8.41,0.5,33.72,0.0,0.0,,,61.8,14.76,194.94,157.22,,33.43,0.0
2022-09-13 02:00:00,2022-09-13 03:00:00,25.9,73.95,2.8,9.43,12.26,3.75,10.72,0.4,33.52,0.0,0.0,,,61.75,14.66,191.44,156.63,,33.38,0.0
2022-09-13 03:00:00,2022-09-13 04:00:00,21.66,65.75,4.21,6.93,11.15,4.09,10.06,0.36,33.77,0.0,0.0,,,61.73,14.92,194.92,157.63,,33.32,0.0
2022-09-13 04:00:00,2022-09-13 05:00:00,27.94,65.26,5.14,5.36,10.53,4.35,10.21,0.35,34.34,0.0,0.0,,,61.74,15.02,200.0,157.37,,33.29,0.0
2022-09-13 05:00:00,2022-09-13 06:00:00,35.21,78.63,5.42,5.52,10.95,4.32,8.49,0.4,33.35,0.0,0.0,,,61.78,14.96,196.5,155.38,,33.35,0.0
2022-09-13 06:00:00,2022-09-13 07:00:00,44.34,91.7,4.95,6.9,11.83,4.05,7.72,0.5,30.62,0.0,0.0,,,61.77,14.52,201.69,157.39,,33.33,0.0
2022-09-13 07:00:00,2022-09-13 08:00:00,45.78,84.12,5.85,5.86,11.7,3.95,7.4,0.56,34.16,0.0,0.0,,,61.79,14.78,201.93,160.89,,33.38,0.0
2022-09-13 08:00:00,2022-09-13 09:00:00,35.59,249.64,5.34,6.88,12.25,3.9,7.42,0.59,37.07,0.0,0.0,,,61.79,15.65,203.13,160.28,,33.35,0.0
2022-09-13 09:00:00,2022-09-13 10:00:00,30.45,146.63,3.31,9.7,13.03,3.58,8.25,0.58,38.0,0.0,0.0,,,61.75,17.83,200.09,160.07,,33.22,0.0
2022-09-13 10:00:00,2022-09-13 11:00:00,25.33,75.87,0.79,13.59,14.35,3.05,9.69,0.57,34.56,0.0,0.0,,,59.06,17.51,199.03,161.5,,33.22,0.0
2022-09-13 11:00:00,2022-09-13 12:00:00,22.87,99.74,0.51,13.73,14.24,3.04,9.92,0.53,34.53,0.0,0.0,,,57.26,16.99,199.87,162.46,,33.23,0.0
2022-09-13 12:00:00,2022-09-13 13:00:00,21.28,166.34,0.56,13.81,14.37,3.12,9.63,0.49,35.74,0.0,0.0,,,56.15,17.15,187.85,162.86,,33.24,0.0
2022-09-13 13:00:00,2022-09-13 14:00:00,26.28,124.59,0.72,13.36,14.07,3.08,8.55,0.5,35.77,0.0,0.0,,,61.77,17.74,142.92,161.72,,33.25,0.0
2022-09-13 14:00:00,2022-09-13 15:00:00,34.3,49.14,0.6,13.74,14.36,3.06,7.29,0.56,37.24,0.0,0.0,,,61.77,17.73,161.04,161.89,,33.21,0.0
2022-09-13 15:00:00,2022-09-13 16:00:00,35.94,67.01,0.55,14.38,14.95,2.88,6.86,0.57,36.86,0.0,0.0,,,61.78,17.86,158.06,163.23,,33.22,0.0
2022-09-13 16:00:00,2022-09-13 17:00:00,36.83,138.88,0.56,14.5,15.05,2.92,7.36,0.57,35.66,0.0,0.0,,,61.79,18.17,181.43,162.94,,33.13,0.0
2022-09-13 17:00:00,2022-09-13 18:00:00,39.91,116.46,0.75,13.75,14.5,3.14,8.0,0.58,35.72,0.0,0.0,,,61.77,17.98,161.51,160.84,,33.16,0.0
2022-09-13 18:00:00,2022-09-13 19:00:00,35.9,119.05,1.56,12.07,13.63,3.45,9.36,0.54,37.8,0.0,0.0,,,61.71,17.79,175.28,163.02,,33.18,0.0
2022-09-13 19:00:00,2022-09-13 20:00:00,37.41,109.5,1.74,12.54,14.28,3.44,9.35,0.62,35.52,0.0,0.0,,,61.71,17.47,176.71,163.22,,33.21,0.0
2022-09-13 20:00:00,2022-09-13 21:00:00,39.63,183.22,2.25,11.08,13.33,3.66,9.29,0.67,36.28,0.0,0.0,,,61.72,17.51,181.48,165.31,,33.12,0.0
2022-09-13 21:00:00,2022-09-13 22:00:00,43.51,155.06,2.85,9.81,12.67,3.84,8.42,0.71,37.92,0.0,0.0,,,61.73,17.45,182.37,163.01,,33.1,0.0
2022-09-13 22:00:00,2022-09-13 23:00:00,53.85,157.58,2.65,10.12,12.75,3.84,7.39,0.74,36.02,0.0,0.0,,,61.76,16.61,181.1,164.03,,33.19,0.0
2022-09-13 23:00:00,2022-09-14 00:00:00,58.92,125.76,2.38,10.55,12.92,3.65,7.11,0.7,35.22,0.0,0.0,,,61.79,16.95,191.56,164.85,,33.05,0.0
2022-09-14 00:00:00,2022-09-14 01:00:00,53.29,199.65,1.81,11.34,13.13,3.54,7.36,0.6,34.41,0.0,0.0,,,61.79,16.88,197.7,165.76,,33.18,0.0
2022-09-14 01:00:00,2022-09-14 02:00:00,44.51,123.83,1.86,10.91,12.8,3.58,7.48,0.51,33.26,0.0,0.0,,,61.77,17.68,194.19,164.52,,33.12,0.0
2022-09-14 02:00:00,2022-09-14 03:00:00,21.32,65.9,2.36,10.55,12.9,3.57,8.79,0.4,32.39,0.0,0.0,,,61.73,17.52,197.91,163.26,,33.08,0.0
2022-09-14 03:00:00,2022-09-14 04:00:00,4.31,79.41,2.84,9.34,12.17,3.91,9.17,0.35,32.53,0.0,0.0,,,61.71,17.69,192.26,164.31,,33.08,0.0
2022-09-14 04:00:00,2022-09-14 05:00:00,2.36,18.68,3.28,8.85,12.13,3.87,9.19,0.33,32.01,0.0,0.0,,,61.71,17.0,198.14,166.27,,33.12,0.0
2022-09-14 05:00:00,2022-09-14 06:00:00,11.13,59.08,3.09,9.46,12.56,3.76,8.88,0.32,30.17,0.0,0.0,,,61.72,17.64,193.23,161.89,,33.06,0.0
2022-09-14 06:00:00,2022-09-14 07:00:00,23.04,81.86,2.95,9.67,12.59,3.68,7.07,0.4,28.91,0.0,0.0,,,61.75,18.27,193.85,161.69,,33.22,0.0
2022-09-14 07:00:00,2022-09-14 08:00:00,33.2,84.66,3.18,9.5,12.65,3.6,6.69,0.46,32.26,0.0,0.0,,,61.75,18.69,196.59,159.18,,33.14,0.0
2022-09-14 08:00:00,2022-09-14 09:00:00,36.82,86.73,2.96,10.24,13.21,3.42,7.3,0.51,34.75,0.0,0.0,,,61.75,18.75,200.89,158.35,,33.07,0.0
2022-09-14 09:00:00,2022-09-14 10:00:00,35.14,81.09,1.34,13.28,14.64,3.03,7.37,0.6,33.55,0.0,0.0,,,61.76,19.59,192.77,159.31,,33.05,0.0
2022-09-14 10:00:00,2022-09-14 11:00:00,26.82,66.68,0.54,14.28,14.84,2.81,8.84,0.59,31.74,0.0,0.0,,,61.71,19.58,201.55,162.25,,33.13,0.0
2022-09-14 11:00:00,2022-09-14 12:00:00,21.88,60.03,0.42,13.86,14.29,2.97,9.53,0.55,31.13,0.0,0.0,,,61.92,18.21,201.07,164.44,,33.13,0.0
2022-09-14 12:00:00,2022-09-14 13:00:00,22.32,72.62,0.69,13.12,13.8,3.06,9.56,0.54,33.59,0.0,0.0,,,60.98,18.73,174.23,163.24,,33.05,0.0
2022-09-14 13:00:00,2022-09-14 14:00:00,30.51,129.22,0.58,13.83,14.42,2.93,9.11,0.62,33.91,0.0,0.0,,,61.71,18.18,153.64,162.43,,33.26,0.0
2022-09-14 14:00:00,2022-09-14 15:00:00,44.75,131.16,0.68,13.54,14.21,2.97,7.73,0.74,36.51,0.0,0.0,,,61.78,18.14,165.44,164.29,,33.33,0.0
2022-09-14 15:00:00,2022-09-14 16:00:00,55.62,134.09,0.56,14.18,14.74,2.93,7.35,0.74,35.61,0.0,0.0,,,61.81,17.62,172.08,164.07,,33.36,0.0
2022-09-14 16:00:00,2022-09-14 17:00:00,59.06,112.74,0.7,14.46,15.18,2.79,7.09,0.72,33.6,0.0,0.0,,,61.83,18.04,171.53,163.34,,33.36,0.0
2022-09-14 17:00:00,2022-09-14 18:00:00,60.59,117.26,0.85,13.93,14.78,2.94,7.44,0.72,34.39,0.0,0.0,,,61.82,18.29,163.34,164.36,,33.3,0.0
2022-09-14 18:00:00,2022-09-14 19:00:00,53.26,106.22,1.48,12.45,13.94,3.31,9.51,0.67,34.02,0.0,0.0,,,61.74,18.02,170.87,161.25,,33.12,0.0
2022-09-14 19:00:00,2022-09-14 20:00:00,40.6,99.47,2.11,11.55,13.68,3.5,9.6,0.71,31.85,0.0,0.0,,,61.71,18.25,180.96,163.75,,33.05,0.0
2022-09-14 20:00:00,2022-09-14 21:00:00,39.4,104.72,2.7,10.29,12.98,3.8,9.34,0.72,34.73,0.0,0.0,,,61.72,18.2,167.59,162.15,,33.07,0.0
2022-09-14 21:00:00,2022-09-14 22:00:00,36.16,87.73,2.64,10.21,12.86,3.83,9.44,0.72,34.42,0.0,0.0,,,61.71,17.83,184.21,162.39,,33.09,0.0
2022-09-14 22:00:00,2022-09-14 23:00:00,37.83,100.21,3.12,9.05,12.18,3.91,7.35,0.76,35.49,0.0,0.0,,,61.78,18.0,198.11,161.2,,33.23,0.0
2022-09-14 23:00:00,2022-09-15 00:00:00,55.19,154.94,2.94,10.05,12.98,3.59,6.92,0.77,36.14,0.0,0.0,,,61.8,18.28,205.26,161.06,,33.12,0.0
2022-09-15 00:00:00,2022-09-15 01:00:00,73.2,104.47,2.97,9.72,12.68,3.62,6.81,0.66,36.41,0.0,0.0,,,61.78,18.45,193.25,164.91,,33.02,0.0
2022-09-15 01:00:00,2022-09-15 02:00:00,58.27,69.97,2.8,9.54,12.35,3.67,7.04,0.58,35.78,0.0,0.0,,,61.78,18.09,191.82,163.16,,33.13,0.0
2022-09-15 02:00:00,2022-09-15 03:00:00,53.59,71.18,2.97,9.16,12.12,3.8,8.67,0.44,35.23,0.0,0.0,,,61.75,17.39,192.48,159.24,,33.12,0.0
2022-09-15 03:00:00,2022-09-15 04:00:00,42.05,63.31,3.16,8.89,12.05,3.83,9.79,0.35,34.4,0.0,0.0,,,61.72,17.26,201.1,158.54,,33.0,0.0
2022-09-15 04:00:00,2022-09-15 05:00:00,29.45,56.72,3.46,8.61,12.09,3.8,9.69,0.31,34.01,0.0,0.0,,,61.72,17.07,201.91,158.9,,33.09,0.0
2022-09-15 05:00:00,2022-09-15 06:00:00,29.82,50.48,3.21,9.05,12.29,3.78,9.33,0.31,31.42,0.0,0.0,,,61.7,17.34,148.69,158.69,,33.17,0.0
2022-09-15 06:00:00,2022-09-15 07:00:00,33.53,53.79,3.46,8.37,11.81,3.85,7.42,0.37,28.93,0.0,0.0,,,61.78,17.99,91.77,159.19,,33.31,0.0
2022-09-15 07:00:00,2022-09-15 08:00:00,35.64,62.75,4.51,6.29,10.82,4.12,7.02,0.43,31.84,0.0,0.0,,,61.77,17.89,60.63,159.47,,33.27,0.0
2022-09-15 08:00:00,2022-09-15 09:00:00,43.51,101.78,6.66,3.24,9.91,4.45,6.88,0.46,36.15,0.0,0.0,,,61.78,17.96,102.96,161.45,,33.23,0.0
2022-09-15 09:00:00,2022-09-15 10:00:00,55.72,170.88,9.91,0.44,10.07,4.47,6.83,0.56,38.11,0.0,0.0,,,61.79,18.81,43.67,160.75,,33.23,0.0
2022-09-15 10:00:00,2022-09-15 11:00:00,62.36,187.73,11.36,2.93,12.38,4.21,9.11,0.65,34.17,0.0,0.0,,,61.76,19.35,81.73,160.2,,33.13,0.0
2022-09-15 11:00:00,2022-09-15 12:00:00,55.59,133.64,4.21,12.68,16.87,2.71,9.52,0.69,30.7,0.0,0.0,,,61.73,17.8,154.97,158.73,,33.09,0.0
2022-09-15 12:00:00,2022-09-15 13:00:00,46.47,96.49,1.39,14.5,15.89,2.71,9.59,0.73,31.54,0.0,0.0,,,61.71,17.53,204.61,159.91,,33.2,0.0
2022-09-15 13:00:00,2022-09-15 14:00:00,37.02,80.77,1.04,13.85,14.88,2.98,9.27,0.65,33.81,0.0,0.0,,,61.36,17.62,204.65,158.91,,33.14,0.0
2022-09-15 14:00:00,2022-09-15 15:00:00,30.38,58.86,0.79,13.16,13.95,3.07,7.23,0.54,31.12,0.0,0.0,,,60.32,18.15,205.29,158.64,,33.18,0.0
2022-09-15 15:00:00,2022-09-15 16:00:00,30.01,60.48,0.98,13.07,14.06,2.99,6.49,0.52,34.64,0.0,0.0,,,60.14,18.22,205.09,161.24,,33.26,0.0
2022-09-15 16:00:00,2022-09-15 17:00:00,29.45,75.83,0.64,14.82,15.46,2.64,7.02,0.54,31.54,0.0,0.0,,,62.6,18.39,194.05,162.92,,33.13,0.0
2022-09-15 17:00:00,2022-09-15 18:00:00,39.08,129.9,0.9,14.54,15.45,2.59,6.34,0.59,32.75,0.0,0.0,,,61.8,18.61,162.45,159.53,,33.17,0.0
2022-09-15 18:00:00,2022-09-15 19:00:00,52.96,142.03,1.11,14.43,15.52,2.81,7.93,0.62,33.34,0.0,0.0,,,61.77,18.66,161.39,158.86,,33.14,0.0
2022-09-15 19:00:00,2022-09-15 20:00:00,50.46,102.04,1.69,13.09,14.77,3.18,9.57,0.68,31.48,0.0,0.0,,,61.72,18.52,157.02,156.78,,33.12,0.0
2022-09-15 20:00:00,2022-09-15 21:00:00,42.21,75.34,2.47,10.81,13.27,3.7,9.8,0.73,34.59,0.0,0.0,,,61.71,18.49,160.22,158.14,,33.14,0.0
