From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2023-03-09 19:00:00,2023-03-09 20:00:00,125.5,262.5,0.82,9.72,5.85,21.45,26.25,0.24,9.25,0.1,0.3,0.67,2.02,,29.92,65.0,0.15,216.75,7.25,,1.1,0.0,23.03
2023-03-09 20:00:00,2023-03-09 21:00:00,263.5,413.0,0.73,13.55,7.77,24.12,26.58,0.21,4.97,0.12,0.42,0.7,2.07,,29.55,68.0,0.15,175.0,7.0,,1.23,0.0,22.23
2023-03-09 21:00:00,2023-03-09 22:00:00,483.25,687.75,0.88,14.0,8.2,27.52,25.3,0.27,4.6,0.2,0.6,0.7,2.05,,29.08,71.25,0.2,147.75,7.5,,1.15,0.0,21.4
2023-03-09 22:00:00,2023-03-09 23:00:00,313.5,474.0,0.95,10.57,6.4,28.65,24.77,0.3,4.72,0.2,0.62,0.67,1.95,,29.02,74.0,0.3,147.75,7.75,,1.05,0.0,20.75
2023-03-09 23:00:00,2023-03-10 00:00:00,251.0,275.5,0.92,9.3,5.72,27.48,25.03,0.29,9.57,0.22,0.6,0.6,1.75,,29.05,71.0,0.25,157.75,8.0,,1.02,0.0,20.77
2023-03-10 00:00:00,2023-03-10 01:00:00,191.25,299.25,0.93,8.43,5.25,25.73,27.38,0.29,10.0,0.2,0.53,0.6,1.62,,29.98,71.5,0.25,134.75,8.0,,0.85,0.0,20.92
2023-03-10 01:00:00,2023-03-10 02:00:00,195.0,267.75,0.95,7.73,4.9,24.75,27.07,0.29,8.82,0.2,0.5,0.58,1.73,,29.98,73.25,0.28,293.0,8.0,,1.0,0.0,20.62
2023-03-10 02:00:00,2023-03-10 03:00:00,168.25,235.0,0.83,8.53,5.22,23.62,26.9,0.25,8.3,0.2,0.5,0.6,1.8,,30.05,78.5,0.42,131.25,8.25,,0.97,0.0,20.03
2023-03-10 03:00:00,2023-03-10 04:00:00,159.25,236.5,0.85,6.2,4.0,21.7,26.65,0.26,10.1,0.2,0.5,0.55,1.67,,30.02,79.5,0.28,180.75,8.5,,1.05,0.0,19.62
2023-03-10 04:00:00,2023-03-10 05:00:00,137.0,196.75,0.93,5.95,3.93,20.38,27.52,0.29,11.22,0.2,0.47,0.55,1.62,,29.7,79.0,0.35,125.75,8.25,,1.0,0.0,19.52
2023-03-10 05:00:00,2023-03-10 06:00:00,151.25,218.25,0.92,5.27,3.58,19.05,26.25,0.27,18.62,0.2,0.38,0.45,1.48,,29.23,78.5,0.7,119.5,8.5,,0.88,0.0,19.95
2023-03-10 06:00:00,2023-03-10 07:00:00,161.75,226.0,0.9,5.83,3.83,17.77,25.77,0.28,16.83,0.2,0.3,0.4,1.25,,29.2,77.25,0.77,113.25,10.5,,0.7,0.0,20.25
2023-03-10 07:00:00,2023-03-10 08:00:00,180.0,265.75,0.85,6.1,3.95,17.45,25.15,0.26,19.5,0.17,0.3,0.38,1.17,,28.85,68.5,1.2,106.5,18.0,,0.7,0.0,22.68
2023-03-10 08:00:00,2023-03-10 09:00:00,146.0,272.75,0.83,6.97,4.4,16.93,25.6,0.26,19.65,0.12,0.3,0.3,1.1,,30.28,61.5,1.25,108.25,20.25,,0.5,0.0,24.2
2023-03-10 09:00:00,2023-03-10 10:00:00,140.0,224.5,0.9,6.5,4.15,15.8,25.7,0.27,23.78,0.1,0.3,0.33,1.1,,30.05,50.75,1.18,126.0,36.75,,0.6,0.0,26.07
2023-03-10 10:00:00,2023-03-10 11:00:00,93.0,159.75,0.9,5.62,3.72,14.1,25.5,0.27,27.05,0.1,0.27,0.3,1.08,,29.77,46.5,1.12,140.75,42.0,,0.57,0.0,27.43
2023-03-10 11:00:00,2023-03-10 12:00:00,78.25,149.0,0.85,5.38,3.58,13.12,24.98,0.27,31.55,0.1,0.2,0.3,1.0,,29.75,42.0,1.08,137.5,33.25,,0.57,0.0,28.23
2023-03-10 12:00:00,2023-03-10 13:00:00,72.0,134.0,0.85,5.3,3.52,13.05,25.3,0.26,35.2,0.1,0.2,0.3,1.02,,29.35,39.75,1.07,128.25,31.25,,0.72,0.0,28.57
2023-03-10 13:00:00,2023-03-10 14:00:00,66.0,106.75,0.97,5.27,3.6,13.2,24.35,0.3,36.95,0.1,0.2,0.3,0.97,,28.68,44.25,1.25,107.5,22.0,,0.5,0.0,28.07
2023-03-10 14:00:00,2023-03-10 15:00:00,66.0,179.25,0.93,5.4,3.62,13.12,23.9,0.29,36.35,0.1,0.2,0.3,0.88,,28.52,40.75,1.1,126.25,33.5,,0.5,0.0,29.1
2023-03-10 15:00:00,2023-03-10 16:00:00,67.0,172.0,0.9,5.2,3.48,13.1,23.6,0.26,38.82,0.1,0.2,0.3,0.85,,28.45,36.0,0.95,149.25,22.25,,0.55,0.0,29.55
2023-03-10 16:00:00,2023-03-10 17:00:00,54.0,160.5,0.93,5.3,3.55,13.4,25.02,0.28,36.23,0.1,0.2,0.32,1.0,,30.35,36.5,0.52,129.75,11.0,,0.48,0.0,29.0
2023-03-10 17:00:00,2023-03-10 18:00:00,57.75,135.5,0.95,6.03,3.98,15.25,24.05,0.29,35.05,0.1,0.2,0.43,1.45,,29.73,45.75,0.35,85.75,6.25,,0.75,0.0,26.88
2023-03-10 18:00:00,2023-03-10 19:00:00,109.0,235.5,0.88,7.75,4.83,17.45,24.12,0.27,16.82,0.1,0.25,0.58,1.83,,29.85,61.25,0.38,100.0,6.25,,0.9,0.0,24.95
2023-03-10 19:00:00,2023-03-10 20:00:00,272.5,434.25,0.8,12.12,7.1,20.48,23.98,0.24,8.3,0.1,0.35,0.7,2.05,,29.95,66.25,0.38,124.25,7.0,,1.05,0.0,23.85
2023-03-10 20:00:00,2023-03-10 21:00:00,192.0,351.75,0.8,8.77,5.35,22.88,24.45,0.24,23.0,0.15,0.47,0.7,2.1,,29.57,63.75,0.42,102.25,7.0,,1.2,0.0,23.75
2023-03-10 21:00:00,2023-03-10 22:00:00,155.75,278.0,0.95,8.43,5.25,23.97,23.47,0.29,15.62,0.2,0.5,0.67,2.02,,29.05,66.75,0.27,175.0,7.25,,1.1,0.0,23.0
2023-03-10 22:00:00,2023-03-10 23:00:00,,,,,0.0,,,0.0,2.9,,,,,,29.9,78.0,0.1,225.0,7.0,,,0.0,20.9
2023-03-10 23:00:00,2023-03-11 00:00:00,,,,,0.0,20.2,27.05,0.0,13.2,0.2,0.5,0.57,1.6,,29.32,74.0,0.38,217.75,7.0,,1.0,0.0,21.25
2023-03-11 00:00:00,2023-03-11 01:00:00,129.0,231.25,,,0.0,19.15,26.8,0.0,22.45,0.12,0.43,0.53,1.58,,30.2,69.75,0.23,157.75,7.25,,0.78,0.0,21.6
2023-03-11 01:00:00,2023-03-11 02:00:00,109.0,167.0,,,0.0,18.35,25.4,0.0,15.4,0.1,0.4,0.55,1.6,,30.1,75.5,0.42,188.25,7.75,,0.93,0.0,20.8
2023-03-11 02:00:00,2023-03-11 03:00:00,109.25,174.0,,,0.0,17.93,24.83,0.0,11.45,0.1,0.3,0.55,1.6,,30.15,81.25,0.43,140.25,8.0,,0.98,0.0,19.97
2023-03-11 03:00:00,2023-03-11 04:00:00,105.5,166.0,,,0.0,17.38,24.25,0.0,15.32,0.1,0.3,0.5,1.58,,30.17,79.75,0.45,104.5,8.0,,0.72,0.0,20.25
2023-03-11 04:00:00,2023-03-11 05:00:00,108.5,157.25,,,0.0,16.65,23.95,0.0,26.93,0.1,0.3,0.47,1.55,,29.7,73.5,0.5,152.0,8.0,,0.95,0.0,20.82
2023-03-11 05:00:00,2023-03-11 06:00:00,114.5,168.75,,,0.0,16.75,22.3,0.0,13.22,0.1,0.3,0.4,1.32,,29.3,76.0,0.57,120.75,8.0,,0.9,0.0,20.18
2023-03-11 06:00:00,2023-03-11 07:00:00,134.5,197.5,,,0.0,16.58,21.62,0.0,18.85,0.1,0.22,0.4,1.25,,29.3,72.25,0.58,222.75,11.25,,0.7,0.0,21.02
2023-03-11 07:00:00,2023-03-11 08:00:00,,,,,0.0,16.6,24.7,0.0,,0.1,0.3,0.2,0.6,,28.7,56.0,1.4,168.0,22.0,,0.4,0.0,27.7
2023-03-11 08:00:00,2023-03-11 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-11 09:00:00,2023-03-11 10:00:00,,,,,0.0,11.5,,0.0,16.85,,,,,,30.1,53.0,,,56.0,,,0.0,26.5
2023-03-11 10:00:00,2023-03-11 11:00:00,,,0.4,5.88,2.97,11.23,24.6,0.12,25.4,0.1,0.27,0.35,1.1,,29.7,41.25,1.0,178.5,61.75,,0.65,0.0,28.4
2023-03-11 11:00:00,2023-03-11 12:00:00,82.0,130.5,0.88,5.65,3.75,11.77,22.65,0.27,27.18,0.1,0.2,0.33,1.15,,29.68,38.25,1.12,170.5,60.0,,0.65,0.0,28.78
2023-03-11 12:00:00,2023-03-11 13:00:00,79.5,136.0,0.8,5.45,3.57,12.23,21.27,0.25,32.25,0.1,0.2,0.4,1.25,,29.25,35.0,0.85,180.25,41.75,,0.78,0.0,29.23
2023-03-11 13:00:00,2023-03-11 14:00:00,63.75,87.5,0.92,5.4,3.62,13.27,19.0,0.28,31.18,0.1,0.2,0.4,1.35,,28.52,32.25,0.82,152.25,51.0,,0.7,0.0,29.88
2023-03-11 14:00:00,2023-03-11 15:00:00,62.5,106.25,0.9,5.62,3.72,13.55,17.72,0.27,33.52,0.1,0.2,0.47,1.48,,28.3,30.5,0.93,147.25,42.25,,0.77,0.0,30.42
2023-03-11 15:00:00,2023-03-11 16:00:00,59.0,108.0,1.05,5.1,3.55,12.85,17.1,0.32,37.9,0.1,0.2,0.5,1.5,,28.4,30.5,0.85,152.0,29.0,,0.9,0.0,30.3
2023-03-11 16:00:00,2023-03-11 17:00:00,,,,,0.0,,,0.0,,,,,,,,,,,,,,,
2023-03-11 17:00:00,2023-03-11 18:00:00,,,1.75,8.0,5.7,14.3,23.5,0.54,17.27,0.1,0.2,0.4,1.4,,30.23,45.67,0.13,124.0,6.0,,0.8,0.0,26.93
2023-03-11 18:00:00,2023-03-11 19:00:00,,,1.17,9.4,5.97,15.73,18.5,0.35,8.53,0.1,0.27,0.83,2.57,,29.57,56.33,0.17,269.67,6.0,,1.37,0.0,25.07
2023-03-11 19:00:00,2023-03-11 20:00:00,,,1.3,26.05,14.9,19.45,22.1,0.39,6.2,0.1,0.8,0.6,1.7,,30.15,67.5,0.1,193.5,7.0,,0.8,0.0,23.45
2023-03-11 20:00:00,2023-03-11 21:00:00,,,1.25,22.85,13.15,24.85,21.35,0.37,5.02,0.23,0.7,1.02,3.15,,29.88,70.5,0.1,247.67,7.0,,1.67,0.0,22.88
2023-03-11 21:00:00,2023-03-11 22:00:00,629.5,842.75,0.92,16.55,9.57,30.82,16.32,0.28,5.3,0.35,1.18,1.08,3.33,,29.23,73.5,0.2,271.0,7.0,,1.88,0.0,22.38
2023-03-11 22:00:00,2023-03-11 23:00:00,561.75,744.0,0.93,17.05,9.85,32.9,13.35,0.28,4.32,0.4,1.23,1.0,2.95,,29.08,75.0,0.2,192.75,7.5,,1.7,0.0,21.85
2023-03-11 23:00:00,2023-03-12 00:00:00,358.5,422.5,0.88,14.43,8.38,34.25,16.0,0.27,3.95,0.4,1.15,0.9,2.62,,29.05,77.75,0.12,183.25,8.0,,1.5,0.0,21.4
2023-03-12 00:00:00,2023-03-12 01:00:00,391.25,522.0,0.9,15.98,9.2,35.05,27.05,0.27,3.85,0.4,1.1,0.85,2.4,,29.75,82.75,0.23,157.0,8.0,,1.3,0.0,21.05
2023-03-12 01:00:00,2023-03-12 02:00:00,328.0,493.75,0.92,14.0,8.2,34.93,25.85,0.28,3.6,0.38,1.08,0.77,2.3,,30.02,83.25,0.22,220.5,8.0,,1.23,0.0,20.65
2023-03-12 02:00:00,2023-03-12 03:00:00,273.0,445.0,0.88,15.93,9.18,34.78,25.25,0.27,4.05,0.33,1.02,0.8,2.3,,29.9,87.0,0.25,139.5,8.0,,1.17,0.0,20.3
2023-03-12 03:00:00,2023-03-12 04:00:00,272.0,363.25,0.88,13.18,7.75,34.25,24.2,0.27,3.97,0.3,0.92,0.75,2.2,,29.95,87.75,0.25,140.25,8.0,,1.12,0.0,19.92
2023-03-12 04:00:00,2023-03-12 05:00:00,216.75,306.25,0.97,13.53,7.97,33.15,24.25,0.29,3.6,0.3,0.9,0.7,1.75,,29.98,88.0,0.23,158.0,8.25,,1.32,0.0,19.75
2023-03-12 05:00:00,2023-03-12 06:00:00,196.0,320.25,0.8,12.45,7.3,31.88,23.17,0.25,3.87,0.3,0.82,0.65,1.77,,29.42,89.75,0.3,139.5,8.25,,1.25,0.0,19.32
2023-03-12 06:00:00,2023-03-12 07:00:00,196.0,306.0,0.93,12.5,7.4,30.83,21.87,0.27,4.27,0.3,0.73,0.67,1.8,,29.2,88.33,0.23,148.0,13.67,,1.07,0.0,19.57
2023-03-12 07:00:00,2023-03-12 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 08:00:00,2023-03-12 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 09:00:00,2023-03-12 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 10:00:00,2023-03-12 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 11:00:00,2023-03-12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 12:00:00,2023-03-12 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 13:00:00,2023-03-12 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 14:00:00,2023-03-12 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 15:00:00,2023-03-12 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 16:00:00,2023-03-12 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 17:00:00,2023-03-12 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 18:00:00,2023-03-12 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 19:00:00,2023-03-12 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 20:00:00,2023-03-12 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 21:00:00,2023-03-12 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 22:00:00,2023-03-12 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 23:00:00,2023-03-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 00:00:00,2023-03-13 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 01:00:00,2023-03-13 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 02:00:00,2023-03-13 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 03:00:00,2023-03-13 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 04:00:00,2023-03-13 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 05:00:00,2023-03-13 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 06:00:00,2023-03-13 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 07:00:00,2023-03-13 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 08:00:00,2023-03-13 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 09:00:00,2023-03-13 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 10:00:00,2023-03-13 11:00:00,,,,,0.0,,,0.0,18.6,,,,,,29.8,30.0,0.8,103.0,70.0,,,0.0,30.1
2023-03-13 11:00:00,2023-03-13 12:00:00,,,0.8,3.6,2.6,6.85,28.87,0.25,74.58,0.1,0.15,0.2,0.62,,30.93,28.25,1.0,125.25,75.0,,0.33,0.0,30.65
2023-03-13 12:00:00,2023-03-13 13:00:00,88.75,185.75,0.9,4.7,3.22,7.95,30.03,0.27,84.88,0.1,0.12,0.1,0.33,,30.45,25.5,0.88,109.5,69.5,,0.2,0.0,31.27
2023-03-13 13:00:00,2023-03-13 14:00:00,97.75,183.0,0.93,5.17,3.52,9.75,25.98,0.28,52.42,0.1,0.22,0.17,0.47,,28.3,22.0,0.95,150.0,60.75,,0.3,0.0,31.83
2023-03-13 14:00:00,2023-03-13 15:00:00,77.25,195.5,0.88,4.95,3.33,10.38,25.45,0.27,47.62,0.1,0.2,0.2,0.62,,28.2,22.75,0.97,149.75,44.0,,0.3,0.0,31.67
2023-03-13 15:00:00,2023-03-13 16:00:00,76.0,147.75,0.85,5.12,3.42,11.43,25.2,0.26,52.55,0.1,0.2,0.25,0.75,,28.38,30.5,0.85,164.25,20.25,,0.4,0.0,30.27
2023-03-13 16:00:00,2023-03-13 17:00:00,92.25,158.5,0.8,5.48,3.58,12.65,26.12,0.25,43.95,0.1,0.2,0.32,1.05,,29.32,35.5,0.5,155.5,13.5,,0.55,0.0,29.68
2023-03-13 17:00:00,2023-03-13 18:00:00,77.0,139.0,0.92,6.43,4.17,14.62,27.35,0.28,39.27,0.1,0.2,0.43,1.5,,30.35,44.75,0.25,150.5,7.0,,0.75,0.0,27.73
2023-03-13 18:00:00,2023-03-13 19:00:00,92.25,151.0,0.9,8.6,5.3,17.32,26.9,0.27,25.83,0.1,0.2,0.58,1.83,,29.92,53.25,0.17,147.25,6.5,,0.95,0.0,25.55
2023-03-13 19:00:00,2023-03-13 20:00:00,117.75,251.5,0.88,8.62,5.3,19.4,26.47,0.26,28.35,0.1,0.3,0.68,2.02,,29.98,54.5,0.23,140.25,7.0,,1.02,0.0,24.63
2023-03-13 20:00:00,2023-03-13 21:00:00,154.0,282.25,0.82,10.1,6.03,21.38,26.67,0.24,20.55,0.1,0.3,1.05,1.63,,29.97,56.75,0.33,226.75,7.0,,1.2,0.0,24.0
2023-03-13 21:00:00,2023-03-13 22:00:00,203.25,418.75,0.9,8.08,5.03,22.6,26.0,0.27,33.6,0.1,0.4,0.7,2.18,,29.32,55.0,0.57,152.5,7.0,,1.2,0.0,24.32
2023-03-13 22:00:00,2023-03-13 23:00:00,222.75,345.75,1.02,8.5,5.35,23.17,24.98,0.31,22.5,0.15,0.4,0.67,2.02,,29.25,58.5,0.38,189.25,7.0,,1.05,0.0,23.62
2023-03-13 23:00:00,2023-03-14 00:00:00,207.0,326.5,0.92,11.6,6.92,23.92,25.03,0.28,6.32,0.2,0.5,0.65,1.98,,29.23,65.75,0.2,189.75,7.5,,1.02,0.0,22.43
2023-03-14 00:00:00,2023-03-14 01:00:00,214.75,362.75,0.93,13.18,7.75,26.05,26.68,0.28,5.1,0.2,0.5,0.6,1.82,,30.0,70.75,0.17,178.25,7.25,,0.95,0.0,21.6
2023-03-14 01:00:00,2023-03-14 02:00:00,261.25,391.0,0.9,14.3,8.32,27.93,26.93,0.28,5.05,0.2,0.5,0.6,1.75,,30.15,71.5,0.12,147.0,7.75,,0.93,0.0,21.35
2023-03-14 02:00:00,2023-03-14 03:00:00,186.25,292.75,0.97,10.32,6.28,28.6,26.6,0.29,12.88,0.2,0.47,0.65,1.8,,30.05,67.0,0.22,207.25,7.5,,1.0,0.0,21.6
2023-03-14 03:00:00,2023-03-14 04:00:00,150.0,252.0,0.9,9.72,5.92,27.3,26.65,0.28,11.65,0.2,0.4,0.65,1.87,,30.12,64.5,0.2,171.75,8.0,,1.0,0.0,21.52
2023-03-14 04:00:00,2023-03-14 05:00:00,118.25,252.75,0.92,9.9,6.03,26.58,26.55,0.28,9.77,0.15,0.43,0.77,1.6,,30.08,70.0,0.25,135.25,8.0,,1.05,0.0,20.73
2023-03-14 05:00:00,2023-03-14 06:00:00,161.0,253.75,0.88,9.53,5.77,24.9,26.12,0.26,9.53,0.1,0.35,0.68,1.48,,29.48,76.5,0.4,148.5,7.75,,0.97,0.0,20.2
2023-03-14 06:00:00,2023-03-14 07:00:00,198.25,304.0,1.0,12.07,7.23,25.12,25.55,0.3,6.53,0.12,0.3,0.5,1.5,,29.35,74.0,0.25,206.0,11.0,,0.85,0.0,20.58
2023-03-14 07:00:00,2023-03-14 08:00:00,343.25,517.0,0.83,11.95,7.02,26.9,25.5,0.25,11.53,0.2,0.45,0.5,1.55,,29.02,65.5,0.4,141.25,19.75,,0.88,0.0,23.27
2023-03-14 08:00:00,2023-03-14 09:00:00,300.25,463.0,0.9,11.2,6.67,27.47,24.53,0.27,22.4,0.2,0.67,0.58,1.72,,28.9,54.75,0.8,105.5,30.75,,0.88,0.0,25.9
2023-03-14 09:00:00,2023-03-14 10:00:00,296.5,434.25,0.85,9.5,5.7,21.3,25.8,0.26,25.82,0.28,0.85,0.65,2.0,,30.32,44.75,0.65,88.75,48.25,,0.97,0.0,28.42
2023-03-14 10:00:00,2023-03-14 11:00:00,209.5,319.75,0.95,8.45,5.3,19.3,25.65,0.28,28.48,0.3,1.1,0.75,2.4,,29.98,37.75,0.7,169.75,60.75,,1.25,0.0,29.88
2023-03-14 11:00:00,2023-03-14 12:00:00,,234.0,0.9,7.8,4.9,17.9,25.7,0.29,26.6,0.2,1.0,0.7,2.4,,29.9,33.0,0.9,184.0,69.0,,1.2,0.0,30.5
2023-03-14 12:00:00,2023-03-14 13:00:00,,,1.4,6.38,4.52,13.65,22.1,0.43,33.67,0.17,0.57,0.57,1.73,,30.02,32.0,1.23,158.5,64.75,,1.03,0.0,30.75
2023-03-14 13:00:00,2023-03-14 14:00:00,98.5,183.0,0.82,5.98,3.83,13.07,15.62,0.24,45.55,0.12,0.5,0.53,1.8,,28.35,31.75,1.25,171.25,55.25,,0.95,0.0,30.92
2023-03-14 14:00:00,2023-03-14 15:00:00,101.25,183.0,0.95,5.53,3.72,12.75,12.58,0.29,47.82,0.1,0.35,0.5,1.6,,28.25,32.75,1.25,159.5,36.75,,0.85,0.0,30.65
2023-03-14 15:00:00,2023-03-14 16:00:00,96.25,176.0,0.8,5.35,3.48,12.7,10.5,0.24,51.5,0.1,0.3,0.53,1.63,,28.28,35.5,0.78,146.75,18.75,,0.85,0.0,29.6
2023-03-14 16:00:00,2023-03-14 17:00:00,90.5,198.5,0.8,5.93,3.78,13.68,10.05,0.24,45.25,0.1,0.3,0.65,2.05,,29.25,38.0,0.45,140.5,11.0,,1.05,0.0,29.15
2023-03-14 17:00:00,2023-03-14 18:00:00,89.75,224.75,0.88,7.25,4.55,15.3,10.62,0.26,37.1,0.1,0.3,0.83,2.6,,30.17,46.0,0.15,133.25,6.0,,1.27,0.0,27.32
2023-03-14 18:00:00,2023-03-14 19:00:00,128.5,305.0,0.92,11.67,6.95,18.25,9.23,0.28,10.97,0.1,0.32,0.95,2.98,,29.67,54.0,0.15,159.5,6.5,,1.53,0.0,25.5
2023-03-14 19:00:00,2023-03-14 20:00:00,307.0,575.25,0.85,14.2,8.22,21.42,8.62,0.26,6.72,0.1,0.47,1.02,3.27,,29.8,58.5,0.17,198.0,6.75,,1.65,0.0,24.38
2023-03-14 20:00:00,2023-03-14 21:00:00,313.0,526.0,0.95,12.22,7.25,23.12,8.28,0.29,5.12,0.17,0.58,1.43,2.92,,29.9,65.5,0.22,236.5,7.0,,1.82,0.0,23.48
2023-03-14 21:00:00,2023-03-14 22:00:00,607.0,709.25,0.88,17.6,10.05,25.1,6.85,0.26,4.5,0.23,0.7,1.3,2.95,,29.3,70.0,0.12,181.67,7.0,,1.8,0.0,22.65
2023-03-14 22:00:00,2023-03-14 23:00:00,420.75,651.0,0.8,17.35,9.88,30.38,5.52,0.24,4.83,0.35,1.2,1.1,3.27,,29.15,76.0,0.2,168.75,7.25,,1.73,0.0,21.93
2023-03-14 23:00:00,2023-03-15 00:00:00,416.0,593.0,0.82,16.3,9.32,32.92,11.0,0.25,4.43,0.35,1.23,1.0,2.92,,29.2,77.0,0.12,213.75,8.0,,1.58,0.0,21.62
2023-03-15 00:00:00,2023-03-15 01:00:00,396.75,562.0,0.88,19.35,11.02,35.42,26.83,0.27,3.72,0.4,1.17,0.97,2.73,,29.75,78.5,0.12,148.75,8.0,,1.38,0.0,21.32
2023-03-15 01:00:00,2023-03-15 02:00:00,345.25,511.75,0.9,15.57,9.0,37.08,26.62,0.27,3.55,0.35,1.1,0.9,1.93,,29.95,79.75,0.12,141.25,8.0,,1.25,0.0,20.9
2023-03-15 02:00:00,2023-03-15 03:00:00,275.0,378.25,0.85,11.33,6.72,36.02,26.5,0.26,8.57,0.3,0.95,0.88,2.42,,29.92,70.5,0.22,123.5,7.75,,1.3,0.0,21.38
2023-03-15 03:00:00,2023-03-15 04:00:00,159.5,296.0,0.95,10.22,6.2,33.33,26.47,0.29,10.32,0.3,0.82,0.8,2.27,,29.92,71.75,0.38,167.5,8.0,,1.23,0.0,21.02
2023-03-15 04:00:00,2023-03-15 05:00:00,178.25,278.0,0.9,10.43,6.28,30.88,26.4,0.28,6.4,0.25,0.73,1.27,1.38,,29.95,73.5,0.23,103.25,8.0,,1.22,0.0,20.8
2023-03-15 05:00:00,2023-03-15 06:00:00,180.5,286.25,0.97,10.18,6.22,29.5,25.4,0.3,13.5,0.2,0.6,0.85,1.85,,29.45,69.0,0.25,134.25,8.25,,1.12,0.0,21.2
2023-03-15 06:00:00,2023-03-15 07:00:00,184.0,288.0,0.9,9.27,5.7,27.85,24.25,0.28,23.05,0.2,0.5,0.65,1.8,,29.35,65.0,0.62,113.5,11.25,,1.0,0.0,21.92
2023-03-15 07:00:00,2023-03-15 08:00:00,141.25,274.75,0.85,8.03,4.95,24.08,23.75,0.25,29.5,0.2,0.43,0.53,1.58,,29.07,59.25,1.0,100.5,20.0,,0.88,0.0,23.67
2023-03-15 08:00:00,2023-03-15 09:00:00,186.0,309.25,0.83,7.8,4.83,20.1,22.7,0.25,28.2,0.2,0.35,0.43,1.35,,28.7,52.5,1.27,108.5,31.25,,0.72,0.0,25.73
2023-03-15 09:00:00,2023-03-15 10:00:00,168.25,287.0,0.85,7.7,4.8,17.0,24.35,0.26,23.18,0.15,0.3,0.4,1.22,,30.35,45.25,0.85,90.75,48.5,,0.6,0.0,28.2
2023-03-15 10:00:00,2023-03-15 11:00:00,147.25,287.5,0.78,7.72,4.75,16.7,24.05,0.23,28.73,0.1,0.3,0.43,1.35,,29.82,40.25,1.08,107.0,60.75,,0.7,0.0,29.68
2023-03-15 11:00:00,2023-03-15 12:00:00,137.0,386.75,0.88,7.38,4.65,15.85,23.5,0.27,32.5,0.1,0.3,0.43,1.3,,29.7,34.25,1.3,130.0,68.75,,0.7,0.0,30.75
2023-03-15 12:00:00,2023-03-15 13:00:00,104.75,253.25,0.98,6.95,4.48,15.47,23.3,0.3,35.72,0.1,0.3,0.6,0.95,,29.5,27.75,1.4,154.0,68.0,,0.85,0.0,31.55
2023-03-15 13:00:00,2023-03-15 14:00:00,81.25,220.25,0.95,5.78,3.88,12.78,22.12,0.3,39.9,0.1,0.2,0.33,1.07,,28.3,25.5,1.45,145.25,58.75,,0.62,0.0,31.9
2023-03-15 14:00:00,2023-03-15 15:00:00,75.25,184.0,0.9,5.42,3.62,12.32,21.18,0.28,41.23,0.1,0.2,0.3,0.97,,28.15,24.0,1.35,136.25,42.5,,0.55,0.0,31.88
2023-03-15 15:00:00,2023-03-15 16:00:00,62.0,133.0,0.88,5.58,3.62,12.65,20.0,0.26,42.0,0.1,0.2,0.3,1.02,,28.02,20.5,1.1,133.0,26.5,,0.55,0.0,31.68
