From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-03-15 02:00:00,2023-03-15 03:00:00,61.23,216.28,31.59,88.94,73.24,12.2,7.29,2.39,4.86,4.72,66.64,0.14,146.59,34.22,21.29,0.0
2023-03-15 03:00:00,2023-03-15 04:00:00,82.39,221.91,21.61,85.4,63.38,15.5,7.74,2.43,5.29,4.88,66.07,0.25,217.53,34.3,21.5,0.0
2023-03-15 04:00:00,2023-03-15 05:00:00,79.36,214.62,16.08,75.37,53.71,17.64,7.41,2.35,4.43,6.17,69.29,0.17,98.36,34.23,21.28,0.0
2023-03-15 05:00:00,2023-03-15 06:00:00,51.4,172.48,33.22,79.09,69.39,13.16,6.64,2.21,4.71,5.43,71.4,0.19,238.37,34.9,21.13,0.0
2023-03-15 06:00:00,2023-03-15 07:00:00,61.35,151.56,19.86,67.7,52.73,18.23,6.99,2.28,5.12,5.26,70.54,0.24,137.93,51.38,21.75,0.0
2023-03-15 07:00:00,2023-03-15 08:00:00,61.33,137.49,6.79,68.88,42.87,21.16,11.68,2.33,19.25,6.7,50.26,0.33,103.7,87.53,25.98,0.0
2023-03-15 08:00:00,2023-03-15 09:00:00,49.55,123.14,5.55,58.42,36.41,22.02,11.11,1.63,48.92,3.57,35.83,0.47,182.19,115.38,30.38,0.0
2023-03-15 09:00:00,2023-03-15 10:00:00,30.32,116.91,3.41,48.39,29.45,22.91,28.07,1.45,84.35,0.67,28.18,0.49,94.57,190.35,34.62,0.0
2023-03-15 10:00:00,2023-03-15 11:00:00,57.86,87.5,3.0,27.86,18.39,17.2,22.05,0.94,92.78,0.1,21.5,0.52,119.64,449.07,38.02,0.0
2023-03-15 11:00:00,2023-03-15 12:00:00,50.17,67.84,2.86,17.76,13.0,14.19,16.96,0.71,90.33,0.1,17.38,0.57,88.61,520.08,39.24,0.0
2023-03-15 12:00:00,2023-03-15 13:00:00,21.21,53.43,3.15,22.44,15.68,13.23,12.84,0.73,93.96,0.1,16.11,0.57,117.32,511.0,39.88,0.0
2023-03-15 13:00:00,2023-03-15 14:00:00,5.95,46.43,4.16,42.46,26.95,11.72,23.82,0.68,87.98,0.1,14.44,0.55,228.01,511.17,40.64,0.0
2023-03-15 14:00:00,2023-03-15 15:00:00,3.22,44.79,3.1,29.05,19.09,10.47,14.4,0.69,101.65,0.1,14.92,0.58,152.94,384.25,40.52,0.0
2023-03-15 15:00:00,2023-03-15 16:00:00,,55.21,2.97,44.29,26.95,9.14,22.79,0.69,98.12,0.1,16.02,0.32,324.32,182.58,40.21,0.0
2023-03-15 16:00:00,2023-03-15 17:00:00,26.24,55.7,2.63,36.34,22.53,10.92,21.72,0.84,96.4,0.1,18.49,0.68,161.01,85.08,38.31,0.0
2023-03-15 17:00:00,2023-03-15 18:00:00,37.89,57.25,2.63,34.76,21.71,11.78,19.12,1.45,87.98,0.1,20.83,0.5,172.15,42.42,36.56,0.0
2023-03-15 18:00:00,2023-03-15 19:00:00,45.69,58.66,19.76,91.47,65.06,9.13,16.34,2.1,56.25,0.1,26.88,0.24,56.68,34.8,33.89,0.0
2023-03-15 19:00:00,2023-03-15 20:00:00,169.04,254.14,10.21,107.07,65.56,9.53,13.05,1.73,31.49,0.1,33.84,0.19,134.54,34.65,30.95,0.0
2023-03-15 20:00:00,2023-03-15 21:00:00,152.12,186.77,9.68,86.84,54.56,12.79,10.75,1.8,24.54,0.11,40.64,0.25,105.57,34.55,29.47,0.0
2023-03-15 21:00:00,2023-03-15 22:00:00,,375.39,8.54,87.48,53.99,13.95,9.77,2.04,13.7,0.13,47.95,0.26,58.87,34.45,27.69,0.0
2023-03-15 22:00:00,2023-03-15 23:00:00,168.59,351.26,7.47,87.39,53.08,14.74,9.33,2.25,13.04,0.61,49.1,0.36,103.1,34.27,26.87,0.0
2023-03-15 23:00:00,2023-03-16 00:00:00,162.81,179.14,3.08,70.29,40.63,18.77,11.87,2.73,19.87,2.16,48.13,0.34,136.4,34.3,26.65,0.0
2023-03-16 00:00:00,2023-03-16 01:00:00,83.54,161.57,8.35,91.31,55.83,14.5,10.48,2.42,8.32,3.47,53.3,0.22,80.11,34.4,25.82,0.0
2023-03-16 01:00:00,2023-03-16 02:00:00,60.32,188.49,7.2,91.64,55.09,16.14,11.02,2.62,8.47,5.06,55.43,0.17,224.81,34.45,25.5,0.0
2023-03-16 02:00:00,2023-03-16 03:00:00,41.06,181.21,7.29,85.42,51.91,17.42,9.65,2.56,6.55,5.53,61.84,0.28,134.94,34.5,24.81,0.0
2023-03-16 03:00:00,2023-03-16 04:00:00,55.11,161.71,7.81,74.55,46.64,18.67,8.2,2.51,5.85,5.19,65.2,0.26,164.04,34.52,24.33,0.0
2023-03-16 04:00:00,2023-03-16 05:00:00,86.69,160.48,14.57,84.4,57.22,15.1,8.12,2.39,6.13,5.72,62.97,0.15,234.55,34.4,24.23,0.0
2023-03-16 05:00:00,2023-03-16 06:00:00,102.25,177.18,19.86,84.91,61.72,14.87,7.85,2.41,6.21,5.43,65.73,0.37,116.02,34.67,23.86,0.0
2023-03-16 06:00:00,2023-03-16 07:00:00,95.13,177.59,31.12,97.35,77.25,10.99,8.1,2.55,4.72,5.86,65.81,0.15,183.66,51.07,24.12,0.0
2023-03-16 07:00:00,2023-03-16 08:00:00,91.87,195.99,19.39,85.27,61.53,17.12,8.37,2.32,9.06,5.78,57.96,0.22,121.5,85.0,26.31,0.0
2023-03-16 08:00:00,2023-03-16 09:00:00,107.74,174.34,6.51,63.01,39.58,22.73,9.95,2.16,28.17,3.18,43.47,0.26,94.13,120.5,29.76,0.0
2023-03-16 09:00:00,2023-03-16 10:00:00,89.06,138.75,4.0,58.03,34.96,24.33,15.58,2.4,50.76,1.11,39.47,0.38,126.77,104.55,32.09,0.0
2023-03-16 10:00:00,2023-03-16 11:00:00,44.01,118.37,3.99,56.65,34.23,22.08,12.61,1.77,52.68,0.11,40.12,0.3,189.9,75.1,32.6,0.0
2023-03-16 11:00:00,2023-03-16 12:00:00,109.39,204.84,4.59,69.3,41.33,19.82,15.94,2.53,53.45,0.1,40.5,0.99,342.25,196.48,32.51,0.0
2023-03-16 12:00:00,2023-03-16 13:00:00,131.79,282.08,4.37,73.52,43.35,18.43,22.43,1.83,53.31,0.1,33.08,1.26,343.29,195.55,33.53,0.0
2023-03-16 13:00:00,2023-03-16 14:00:00,43.32,253.34,5.08,54.18,33.81,20.58,20.79,0.98,68.11,0.1,35.34,1.59,256.19,165.62,32.52,0.0
2023-03-16 14:00:00,2023-03-16 15:00:00,49.57,247.45,4.31,44.6,28.19,17.89,17.18,0.89,73.04,0.1,43.86,1.33,188.96,60.9,30.04,0.0
2023-03-16 15:00:00,2023-03-16 16:00:00,,,3.23,37.11,23.41,18.81,14.35,0.77,61.49,0.1,46.76,0.59,87.78,118.45,30.11,0.0
2023-03-16 16:00:00,2023-03-16 17:00:00,,,36.81,30.95,47.12,13.16,11.53,0.77,71.96,0.1,45.61,0.44,112.73,87.65,30.58,0.0
2023-03-16 17:00:00,2023-03-16 18:00:00,,60.16,2.76,40.63,24.88,14.52,10.72,0.87,63.01,0.1,45.28,0.32,151.37,52.9,31.35,0.0
2023-03-16 18:00:00,2023-03-16 19:00:00,,63.23,3.18,63.21,37.01,13.67,9.98,1.05,48.06,0.13,48.8,0.29,106.95,34.83,30.07,0.0
2023-03-16 19:00:00,2023-03-16 20:00:00,,108.56,5.26,87.5,51.37,11.9,8.98,1.13,31.1,0.2,54.39,0.14,243.7,34.7,28.65,0.0
2023-03-16 20:00:00,2023-03-16 21:00:00,12.97,243.06,14.71,125.61,78.85,8.08,8.1,1.22,12.03,0.41,57.98,0.29,284.4,34.62,28.23,0.0
2023-03-16 21:00:00,2023-03-16 22:00:00,18.78,275.74,3.16,72.02,41.59,19.32,7.33,1.13,19.65,1.04,61.08,0.28,148.15,34.65,28.11,0.0
2023-03-16 22:00:00,2023-03-16 23:00:00,20.74,151.45,9.69,80.08,51.04,15.74,7.5,1.23,14.93,1.6,63.05,0.34,138.91,34.68,27.53,0.0
2023-03-16 23:00:00,2023-03-17 00:00:00,24.05,156.78,7.85,79.87,49.46,16.78,8.79,1.64,15.05,2.54,62.19,0.26,94.29,34.55,27.15,0.0
2023-03-17 00:00:00,2023-03-17 01:00:00,21.55,153.76,4.43,63.68,38.26,20.55,8.03,1.27,16.83,3.6,67.13,0.23,122.79,34.52,26.04,0.0
2023-03-17 01:00:00,2023-03-17 02:00:00,19.8,104.43,8.12,73.99,46.6,17.18,7.36,1.24,14.25,1.64,70.64,0.17,221.45,34.48,25.17,0.0
2023-03-17 02:00:00,2023-03-17 03:00:00,24.08,178.69,22.21,87.28,64.84,13.33,7.07,1.22,9.07,2.69,72.52,0.22,226.65,34.55,24.68,0.0
2023-03-17 03:00:00,2023-03-17 04:00:00,31.79,137.11,3.84,48.24,29.71,23.46,7.18,1.24,13.25,3.05,73.54,0.25,120.44,34.38,24.36,0.0
2023-03-17 04:00:00,2023-03-17 05:00:00,31.4,108.02,7.15,65.83,41.55,19.61,6.7,1.33,7.68,3.54,77.03,0.26,134.15,34.47,23.95,0.0
2023-03-17 05:00:00,2023-03-17 06:00:00,34.03,103.51,13.71,69.3,48.63,17.15,6.21,1.27,6.31,3.53,77.61,0.3,120.39,34.6,23.67,0.0
2023-03-17 06:00:00,2023-03-17 07:00:00,39.97,151.35,37.84,101.34,84.73,7.85,6.54,1.44,3.84,3.36,78.96,0.24,271.26,46.15,24.04,0.0
2023-03-17 07:00:00,2023-03-17 08:00:00,23.17,179.39,12.05,83.0,54.46,18.48,7.0,1.52,8.71,3.43,73.17,0.25,172.73,56.47,25.44,0.0
2023-03-17 08:00:00,2023-03-17 09:00:00,33.41,130.46,8.09,86.63,53.19,19.11,7.07,1.88,9.23,3.9,72.74,0.12,195.4,50.0,26.21,0.05
2023-03-17 09:00:00,2023-03-17 10:00:00,47.78,130.97,15.33,92.61,62.11,16.91,6.39,2.0,6.55,4.59,88.12,0.35,179.48,75.55,25.15,0.15
2023-03-17 10:00:00,2023-03-17 11:00:00,33.6,124.72,11.79,89.96,57.89,17.58,6.39,1.83,13.06,6.0,84.17,0.41,158.69,171.18,26.31,0.0
2023-03-17 11:00:00,2023-03-17 12:00:00,0.52,65.66,11.18,90.66,57.77,18.0,9.06,0.97,13.43,2.18,58.62,0.27,97.69,273.45,31.52,0.0
2023-03-17 12:00:00,2023-03-17 13:00:00,,,,,,,,,,,,,,,,
2023-03-17 13:00:00,2023-03-17 14:00:00,0.04,14.09,5.54,106.26,61.39,,25.21,0.41,26.56,0.0,45.34,0.13,,176.9,34.02,0.0
2023-03-17 14:00:00,2023-03-17 15:00:00,3.47,17.52,5.24,98.08,56.89,19.75,22.91,0.11,51.06,0.0,42.02,0.32,131.62,224.65,36.14,0.0
2023-03-17 15:00:00,2023-03-17 16:00:00,,,3.46,67.96,39.72,2.08,,0.18,,0.09,38.7,0.54,194.2,245.95,38.47,0.0
2023-03-17 16:00:00,2023-03-17 17:00:00,1.92,22.53,2.79,67.23,38.79,2.0,20.66,0.85,67.04,0.1,37.48,0.75,177.4,114.3,31.38,0.0
2023-03-17 17:00:00,2023-03-17 18:00:00,2.41,22.89,2.19,42.77,25.53,2.0,16.8,0.89,70.13,0.1,41.52,0.46,168.04,51.73,29.68,0.0
2023-03-17 18:00:00,2023-03-17 19:00:00,10.77,28.77,2.26,50.48,29.62,2.0,13.25,1.32,56.44,0.1,48.98,0.35,137.57,35.0,27.47,0.0
2023-03-17 19:00:00,2023-03-17 20:00:00,32.99,51.2,11.69,112.58,69.62,1.79,11.42,1.97,18.82,0.15,58.62,0.24,119.9,34.8,25.5,0.0
2023-03-17 20:00:00,2023-03-17 21:00:00,49.79,190.59,12.06,111.77,69.5,1.85,13.35,1.52,23.02,1.0,59.57,0.21,132.42,34.58,25.3,0.0
2023-03-17 21:00:00,2023-03-17 22:00:00,121.49,163.21,4.37,67.75,40.33,2.0,12.97,1.27,38.85,2.67,59.32,0.49,99.05,34.48,25.45,0.0
2023-03-17 22:00:00,2023-03-17 23:00:00,1.46,76.72,2.22,28.95,18.34,2.0,9.61,0.93,56.49,1.35,59.49,0.49,110.54,34.6,25.09,0.0
2023-03-17 23:00:00,2023-03-18 00:00:00,20.68,46.5,2.17,26.29,16.91,2.0,9.08,0.93,56.56,1.34,60.6,0.35,132.88,34.58,24.63,0.0
2023-03-18 00:00:00,2023-03-18 01:00:00,23.97,42.16,5.36,66.11,40.27,2.0,7.88,0.94,31.91,1.69,66.99,0.28,246.04,34.78,23.26,0.0
2023-03-18 01:00:00,2023-03-18 02:00:00,13.62,142.97,4.76,76.84,45.39,19.24,7.21,1.01,19.66,2.24,72.71,0.33,242.87,34.65,22.21,0.0
2023-03-18 02:00:00,2023-03-18 03:00:00,1.09,127.21,3.99,41.57,26.35,23.61,7.28,0.95,37.0,2.17,68.66,0.65,205.64,34.08,23.27,0.0
2023-03-18 03:00:00,2023-03-18 04:00:00,0.11,58.64,2.85,26.34,17.48,22.96,7.48,0.72,43.13,1.08,67.71,0.2,182.65,34.65,23.16,0.0
2023-03-18 04:00:00,2023-03-18 05:00:00,0.12,31.27,2.87,30.05,19.43,21.41,7.15,0.71,38.3,0.56,71.37,0.31,172.43,34.52,22.14,0.0
2023-03-18 05:00:00,2023-03-18 06:00:00,1.62,17.38,5.04,37.56,25.1,18.68,7.45,0.72,37.65,1.01,70.43,0.32,188.67,34.85,21.94,0.0
2023-03-18 06:00:00,2023-03-18 07:00:00,1.67,36.8,14.08,65.29,46.84,16.42,6.66,0.8,19.88,1.49,76.7,0.22,77.38,55.92,21.14,0.0
2023-03-18 07:00:00,2023-03-18 08:00:00,3.7,82.84,5.5,53.05,33.56,21.64,6.68,0.8,26.29,1.7,68.93,0.27,153.59,112.78,23.29,0.0
2023-03-18 08:00:00,2023-03-18 09:00:00,8.16,63.75,3.65,35.23,22.77,22.09,8.65,1.4,45.09,1.41,59.23,0.2,51.32,158.53,25.44,0.0
2023-03-18 09:00:00,2023-03-18 10:00:00,2.81,50.43,3.35,36.48,23.18,21.79,12.28,1.39,54.77,1.9,51.68,0.33,200.54,205.57,27.75,0.0
2023-03-18 10:00:00,2023-03-18 11:00:00,7.57,53.91,3.01,25.34,17.09,21.52,11.88,0.89,67.88,0.18,46.26,0.51,190.85,317.57,29.56,0.0
2023-03-18 11:00:00,2023-03-18 12:00:00,39.44,46.97,13.09,66.95,46.91,16.43,31.69,0.74,56.61,0.1,37.95,0.75,243.02,495.15,31.82,0.0
2023-03-18 12:00:00,2023-03-18 13:00:00,27.13,37.38,20.2,98.4,69.04,16.89,41.3,0.84,53.95,0.1,36.83,0.73,306.98,456.88,32.2,0.0
2023-03-18 13:00:00,2023-03-18 14:00:00,40.05,54.99,4.32,58.57,35.49,23.26,21.7,1.12,74.7,0.1,46.13,1.24,331.06,225.68,29.95,0.0
2023-03-18 14:00:00,2023-03-18 15:00:00,31.04,115.31,3.93,54.92,33.28,21.39,18.21,0.98,60.3,0.1,53.74,1.35,314.05,87.27,27.38,0.0
2023-03-18 15:00:00,2023-03-18 16:00:00,53.3,309.49,4.25,36.67,24.0,20.09,11.08,0.63,41.67,0.1,71.79,0.82,276.31,64.25,22.58,0.1
2023-03-18 16:00:00,2023-03-18 17:00:00,20.92,80.47,3.95,54.87,33.27,18.77,8.96,0.64,30.54,0.13,74.03,0.45,237.05,59.58,22.57,0.0
2023-03-18 17:00:00,2023-03-18 18:00:00,,,3.14,42.97,26.4,19.02,8.68,0.71,26.96,0.35,76.92,0.19,167.64,48.6,22.33,0.0
2023-03-18 18:00:00,2023-03-18 19:00:00,10.84,47.08,8.99,82.49,51.75,13.55,8.89,0.73,11.88,0.51,80.98,0.13,87.25,34.75,21.72,0.0
2023-03-18 19:00:00,2023-03-18 20:00:00,10.8,55.89,10.51,82.86,53.16,14.22,7.75,0.81,5.96,1.22,84.41,0.23,210.82,34.55,21.08,0.0
2023-03-18 20:00:00,2023-03-18 21:00:00,25.18,72.3,14.86,86.47,58.53,13.55,6.52,0.95,3.66,1.46,87.77,0.21,189.93,34.4,20.71,0.0
2023-03-18 21:00:00,2023-03-18 22:00:00,11.58,105.55,12.86,78.03,52.51,16.64,5.67,1.02,3.84,1.6,90.49,0.29,172.76,34.27,20.37,0.0
2023-03-18 22:00:00,2023-03-18 23:00:00,5.57,76.92,21.91,83.5,62.63,14.74,5.68,1.12,3.02,1.95,91.45,0.29,75.45,34.5,20.31,0.0
2023-03-18 23:00:00,2023-03-19 00:00:00,2.79,72.83,22.65,81.57,62.22,16.15,5.32,1.03,3.26,1.94,91.59,0.29,212.44,34.48,20.25,0.0
2023-03-19 00:00:00,2023-03-19 01:00:00,1.46,57.19,19.93,82.9,60.73,16.98,6.6,0.81,3.56,1.14,91.54,0.2,55.87,34.5,21.58,0.0
2023-03-19 01:00:00,2023-03-19 02:00:00,0.91,56.25,33.97,81.73,71.38,13.54,6.85,0.85,2.93,0.66,92.71,0.35,174.98,34.6,21.01,0.0
2023-03-19 02:00:00,2023-03-19 03:00:00,0.99,54.36,26.61,73.33,61.08,18.07,6.93,0.86,2.93,0.78,92.98,0.22,112.23,34.58,20.24,0.0
2023-03-19 03:00:00,2023-03-19 04:00:00,7.28,37.52,24.54,72.84,59.17,19.27,6.96,0.92,3.08,1.6,93.4,0.2,257.94,34.58,19.97,0.0
2023-03-19 04:00:00,2023-03-19 05:00:00,4.81,52.51,27.33,66.2,57.94,19.63,6.27,0.89,3.31,1.74,94.42,0.13,132.35,34.47,19.62,0.0
2023-03-19 05:00:00,2023-03-19 06:00:00,4.53,56.87,45.2,70.06,74.28,15.88,5.91,0.92,3.05,1.1,95.41,0.2,175.19,34.65,19.31,0.0
2023-03-19 06:00:00,2023-03-19 07:00:00,12.0,90.08,50.77,74.86,81.26,16.06,6.23,1.13,3.04,1.75,95.62,0.2,238.17,55.1,19.47,0.0
2023-03-19 07:00:00,2023-03-19 08:00:00,12.35,118.27,31.09,83.09,69.77,20.66,6.97,1.38,4.56,3.23,89.24,0.16,196.77,123.88,21.23,0.0
2023-03-19 08:00:00,2023-03-19 09:00:00,14.78,97.64,13.37,96.81,62.73,23.45,10.78,1.78,12.85,5.47,77.39,0.27,183.27,151.62,23.5,0.0
2023-03-19 09:00:00,2023-03-19 10:00:00,11.3,90.05,7.55,66.42,42.19,29.05,13.37,1.57,26.76,4.44,69.48,0.47,248.5,193.95,24.6,0.0
2023-03-19 10:00:00,2023-03-19 11:00:00,14.73,66.59,18.68,85.85,61.27,21.7,33.7,0.86,29.06,1.51,61.47,0.44,261.5,326.38,26.18,0.0
2023-03-19 11:00:00,2023-03-19 12:00:00,17.08,47.27,34.74,128.16,96.25,13.75,59.41,0.9,26.28,0.25,53.94,0.59,246.75,423.8,28.13,0.0
2023-03-19 12:00:00,2023-03-19 13:00:00,25.03,68.31,30.52,132.92,95.35,13.81,55.4,1.1,26.12,0.1,53.55,0.67,237.04,281.42,28.53,0.0
2023-03-19 13:00:00,2023-03-19 14:00:00,21.95,86.1,23.3,113.84,79.59,18.28,36.09,1.16,29.8,0.1,54.48,0.61,244.16,335.28,28.72,0.0
2023-03-19 14:00:00,2023-03-19 15:00:00,25.2,78.47,51.69,157.75,125.3,13.34,60.88,0.81,27.04,0.1,53.91,0.55,244.86,217.0,28.76,0.0
2023-03-19 15:00:00,2023-03-19 16:00:00,16.98,66.78,18.39,126.78,82.42,19.99,61.21,0.71,28.88,0.1,52.71,0.46,254.85,193.9,28.71,0.0
2023-03-19 16:00:00,2023-03-19 17:00:00,19.68,53.53,8.67,104.88,63.18,23.48,49.76,0.74,36.62,0.1,53.07,0.34,176.96,93.32,28.4,0.0
2023-03-19 17:00:00,2023-03-19 18:00:00,17.7,40.11,2.78,26.6,17.56,33.09,13.56,0.73,61.38,0.1,55.32,0.49,222.53,52.93,27.69,0.0
2023-03-19 18:00:00,2023-03-19 19:00:00,12.86,33.82,2.72,29.45,19.0,27.7,9.99,0.62,48.81,0.11,63.06,0.26,184.68,34.88,25.68,0.0
2023-03-19 19:00:00,2023-03-19 20:00:00,9.55,33.29,2.72,43.6,26.4,24.72,10.79,0.58,36.05,0.16,69.12,0.18,159.05,34.6,24.4,0.0
2023-03-19 20:00:00,2023-03-19 21:00:00,11.96,35.29,19.27,86.25,61.95,16.21,11.39,0.66,18.9,0.34,73.18,0.23,121.02,34.42,23.81,0.0
2023-03-19 21:00:00,2023-03-19 22:00:00,19.92,64.04,2.98,42.58,26.07,23.57,8.99,0.71,26.84,0.55,77.28,0.21,88.53,34.52,23.7,0.0
2023-03-19 22:00:00,2023-03-19 23:00:00,29.45,57.23,3.71,28.06,19.06,19.31,7.69,0.46,40.95,0.6,85.81,0.78,315.11,36.65,20.08,1.05
2023-03-19 23:00:00,2023-03-20 00:00:00,16.81,77.47,3.2,43.2,26.57,16.39,6.92,0.39,31.68,0.28,93.36,0.62,29.51,34.7,18.89,0.15
2023-03-20 00:00:00,2023-03-20 01:00:00,13.14,52.48,3.2,37.21,23.44,16.53,5.74,0.47,30.74,0.34,93.97,0.55,124.41,34.83,18.95,0.05
2023-03-20 01:00:00,2023-03-20 02:00:00,7.83,30.37,3.09,35.94,22.69,20.48,5.83,0.53,26.76,0.68,93.7,0.6,225.2,34.85,19.11,0.0
2023-03-20 02:00:00,2023-03-20 03:00:00,4.78,18.12,3.52,51.54,31.19,19.42,7.54,0.68,18.4,1.0,92.66,0.37,201.48,34.9,19.72,0.0
2023-03-20 03:00:00,2023-03-20 04:00:00,3.41,25.26,8.87,69.68,44.95,16.53,7.24,0.79,9.54,0.54,93.6,0.23,124.7,34.68,19.54,0.0
2023-03-20 04:00:00,2023-03-20 05:00:00,7.89,28.14,26.99,91.52,70.89,10.84,5.97,0.85,3.67,0.67,94.34,0.27,91.66,34.65,19.73,0.0
2023-03-20 05:00:00,2023-03-20 06:00:00,,,38.63,96.11,82.62,10.13,5.63,0.92,3.23,1.8,94.88,0.17,153.81,34.98,19.6,0.0
2023-03-20 06:00:00,2023-03-20 07:00:00,,19.6,59.18,101.23,101.78,9.42,6.4,1.01,3.34,1.58,95.94,0.15,227.88,54.28,19.51,0.0
2023-03-20 07:00:00,2023-03-20 08:00:00,,20.31,35.74,87.56,75.84,17.3,7.37,0.98,8.06,2.37,89.33,0.28,164.0,109.85,21.45,0.0
2023-03-20 08:00:00,2023-03-20 09:00:00,10.43,28.21,9.67,54.14,37.48,29.3,12.19,0.83,23.41,1.91,77.06,0.36,203.18,143.85,23.52,0.0
2023-03-20 09:00:00,2023-03-20 10:00:00,,,15.92,70.17,50.86,23.99,22.8,0.68,25.4,0.98,69.18,0.48,178.22,244.32,25.51,0.0
2023-03-20 10:00:00,2023-03-20 11:00:00,16.59,36.48,28.24,97.54,75.04,17.17,39.61,0.82,24.72,0.33,62.33,0.47,316.42,634.97,27.52,0.0
2023-03-20 11:00:00,2023-03-20 12:00:00,38.08,47.13,22.17,89.3,65.86,19.94,32.02,0.85,29.82,0.29,57.39,0.65,171.32,691.08,29.28,0.0
2023-03-20 12:00:00,2023-03-20 13:00:00,7.11,54.25,11.16,60.78,42.14,24.61,23.04,0.56,43.34,0.12,45.03,0.75,332.87,878.42,34.24,0.0
2023-03-20 13:00:00,2023-03-20 14:00:00,14.01,48.5,6.13,39.93,27.21,26.02,13.2,0.47,58.48,0.1,41.1,0.73,337.74,808.03,33.88,0.0
2023-03-20 14:00:00,2023-03-20 15:00:00,3.24,45.18,4.42,31.35,21.36,22.24,11.08,0.41,64.37,0.1,36.44,0.96,291.31,613.88,33.17,0.0
2023-03-20 15:00:00,2023-03-20 16:00:00,0.58,45.12,3.74,24.59,17.27,16.0,9.77,0.4,63.45,0.1,37.23,0.88,309.69,339.3,32.58,0.0
2023-03-20 16:00:00,2023-03-20 17:00:00,0.63,45.96,3.57,29.9,19.91,16.13,11.68,0.43,66.89,0.1,39.58,0.59,301.79,116.97,32.77,0.0
2023-03-20 17:00:00,2023-03-20 18:00:00,9.09,43.03,3.69,40.27,25.43,16.33,11.53,0.45,58.62,0.1,41.96,0.47,303.47,59.03,31.39,0.0
2023-03-20 18:00:00,2023-03-20 19:00:00,31.04,45.83,4.83,99.85,57.48,10.89,10.85,0.6,27.55,0.1,49.19,0.22,227.81,35.03,28.78,0.0
2023-03-20 19:00:00,2023-03-20 20:00:00,25.95,87.34,29.29,135.08,95.49,6.72,10.23,0.85,10.15,0.11,58.93,0.31,64.73,34.8,27.27,0.0
2023-03-20 20:00:00,2023-03-20 21:00:00,34.8,311.99,5.89,87.83,52.04,18.6,8.95,0.68,15.9,0.42,66.08,0.29,149.27,34.53,25.18,0.0
2023-03-20 21:00:00,2023-03-20 22:00:00,10.78,55.82,17.26,97.78,66.36,14.85,9.11,0.93,7.66,1.56,70.97,0.37,101.95,34.52,24.24,0.0
2023-03-20 22:00:00,2023-03-20 23:00:00,5.72,115.52,42.57,105.71,90.8,10.03,7.86,0.9,2.91,2.47,81.42,0.23,74.93,34.6,22.61,0.0
2023-03-20 23:00:00,2023-03-21 00:00:00,17.58,228.18,35.43,89.42,76.56,16.56,6.93,0.71,6.44,2.33,79.56,0.37,90.95,34.42,22.28,0.0
2023-03-21 00:00:00,2023-03-21 01:00:00,26.09,134.6,15.51,72.72,51.86,23.85,7.3,0.59,8.28,0.74,79.93,0.11,195.51,34.52,22.19,0.0
2023-03-21 01:00:00,2023-03-21 02:00:00,12.78,114.93,41.97,92.48,83.4,11.84,6.9,0.62,4.24,0.69,84.62,0.17,113.53,34.48,23.64,0.0
2023-03-21 02:00:00,2023-03-21 03:00:00,25.35,233.03,31.0,77.88,66.98,18.74,6.71,0.65,2.75,0.64,87.31,0.21,175.79,34.52,23.37,0.0
2023-03-21 03:00:00,2023-03-21 04:00:00,40.45,162.47,64.86,91.16,101.07,11.07,6.38,0.77,2.74,2.0,90.34,0.18,203.69,34.5,22.84,0.0
2023-03-21 04:00:00,2023-03-21 05:00:00,41.58,301.26,94.09,99.68,128.97,7.38,6.11,0.73,2.56,2.65,91.07,0.37,231.62,34.48,22.9,0.0
2023-03-21 05:00:00,2023-03-21 06:00:00,30.37,170.5,82.47,99.23,119.41,12.39,6.02,0.85,3.49,2.03,91.26,0.3,113.68,34.52,23.26,0.05
2023-03-21 06:00:00,2023-03-21 07:00:00,58.7,173.5,43.13,83.1,79.44,25.55,6.2,1.01,4.09,2.65,89.67,0.54,114.3,64.83,23.26,0.0
2023-03-21 07:00:00,2023-03-21 08:00:00,29.39,59.21,23.35,76.21,59.98,30.6,6.89,1.21,5.3,3.57,84.85,0.49,244.75,66.55,24.61,0.0
2023-03-21 08:00:00,2023-03-21 09:00:00,15.37,55.49,15.02,64.56,47.21,31.72,6.46,0.98,8.18,2.61,89.8,0.76,236.88,47.23,24.45,0.3
2023-03-21 09:00:00,2023-03-21 10:00:00,9.29,28.26,4.99,28.96,20.57,35.59,6.78,0.55,32.87,1.19,84.36,0.65,250.99,102.57,25.4,0.05
2023-03-21 10:00:00,2023-03-21 11:00:00,6.7,10.88,6.34,38.13,26.44,30.54,6.86,0.65,26.03,0.56,83.7,0.5,208.89,165.43,27.24,0.05
2023-03-21 11:00:00,2023-03-21 12:00:00,17.23,18.82,4.25,26.29,18.58,22.69,8.37,0.99,41.23,1.23,73.17,0.81,164.14,454.15,27.69,0.0
2023-03-21 12:00:00,2023-03-21 13:00:00,,,2.92,12.65,10.39,5.93,7.28,0.5,,0.47,56.73,0.78,169.79,695.35,30.43,0.0
