From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C)
2022-12-02 11:00:00,2022-12-02 12:00:00,13.75,21.25,0.3,4.6,2.73,2.17,12.32,0.21,20.09,,0.25,,,29.6,79.5,0.55,212.25,,,23.73
2022-12-02 12:00:00,2022-12-02 13:00:00,12.75,18.5,0.28,4.32,2.55,1.7,12.92,0.28,23.75,0.13,0.13,,,28.08,73.0,0.77,191.5,,,25.18
2022-12-02 13:00:00,2022-12-02 14:00:00,12.0,17.67,0.25,3.95,2.3,1.35,13.77,0.31,27.69,,0.1,,,26.62,70.5,0.95,173.75,,,25.77
2022-12-02 14:00:00,2022-12-02 15:00:00,12.0,18.75,0.35,4.1,2.47,1.38,14.27,0.31,30.06,,0.1,,,26.1,70.5,0.97,139.5,,,25.7
2022-12-02 15:00:00,2022-12-02 16:00:00,12.0,18.25,0.43,4.65,2.78,1.48,14.9,0.31,29.05,,,,,26.05,67.5,0.47,141.75,,,26.77
2022-12-02 16:00:00,2022-12-02 17:00:00,12.0,20.25,0.45,7.05,4.1,1.8,14.57,0.32,25.22,,0.2,,,26.6,77.5,0.38,122.25,,,23.92
2022-12-02 17:00:00,2022-12-02 18:00:00,13.5,25.0,0.5,9.15,5.28,2.17,13.85,0.36,18.83,,,,,28.62,86.75,0.35,93.5,,,22.93
2022-12-02 18:00:00,2022-12-02 19:00:00,18.0,28.25,0.3,9.15,5.1,2.55,10.73,0.38,14.29,,,,,31.73,91.25,0.3,110.25,,,22.03
2022-12-02 19:00:00,2022-12-02 20:00:00,17.5,26.0,0.38,7.28,4.2,3.25,6.17,0.37,14.19,,,,,34.32,93.5,0.3,96.0,,,21.73
2022-12-02 20:00:00,2022-12-02 21:00:00,15.5,20.0,0.28,6.0,3.45,2.5,6.9,0.36,15.38,0.17,,,,31.85,94.5,0.32,101.75,,,21.42
2022-12-02 21:00:00,2022-12-02 22:00:00,15.0,22.0,0.38,4.67,2.78,1.77,10.3,0.35,17.44,0.1,,,,27.97,95.0,0.35,97.5,,,21.23
2022-12-02 22:00:00,2022-12-02 23:00:00,18.0,26.75,0.25,3.8,2.17,1.42,12.98,0.36,20.67,,0.2,,,26.15,95.0,0.3,108.75,,,20.75
2022-12-02 23:00:00,2022-12-03 00:00:00,16.5,21.75,0.23,4.12,2.35,1.32,13.72,0.33,20.29,,,,,25.57,90.75,0.3,121.5,,,21.28
2022-12-03 00:00:00,2022-12-03 01:00:00,11.5,17.5,0.23,3.33,1.92,1.53,17.27,0.25,21.7,,0.1,,,25.07,86.5,0.3,123.75,,,21.7
2022-12-03 01:00:00,2022-12-03 02:00:00,10.25,15.75,0.23,3.27,1.9,1.73,20.45,0.22,20.05,,0.08,,,26.2,87.25,0.42,125.75,,,21.23
2022-12-03 02:00:00,2022-12-03 03:00:00,11.25,15.25,0.17,3.72,2.08,1.85,20.1,0.21,18.11,,0.1,,,27.77,89.75,1.05,124.75,,,20.6
2022-12-03 03:00:00,2022-12-03 04:00:00,12.0,16.0,0.28,3.62,2.15,1.92,20.0,0.19,16.96,,0.15,,,28.4,90.5,1.72,181.75,,,20.25
2022-12-03 04:00:00,2022-12-03 05:00:00,11.25,15.75,0.35,3.17,1.98,1.4,20.7,0.28,17.2,0.05,0.1,,,27.07,93.0,1.93,143.25,,,19.88
2022-12-03 05:00:00,2022-12-03 06:00:00,9.25,14.75,0.4,3.0,1.93,1.1,20.3,0.29,17.23,,0.17,,,25.5,94.5,2.55,179.0,,,19.5
2022-12-03 06:00:00,2022-12-03 07:00:00,10.0,14.0,0.55,3.1,2.15,1.85,21.27,0.28,17.05,,0.15,,,25.3,95.0,3.12,150.25,,,19.28
2022-12-03 07:00:00,2022-12-03 08:00:00,9.0,12.0,0.33,3.33,2.08,1.32,21.43,0.28,16.38,,0.18,,,25.23,95.0,2.25,222.0,,,19.35
2022-12-03 08:00:00,2022-12-03 09:00:00,9.25,12.67,0.22,3.75,2.15,1.3,19.3,0.25,15.05,,0.07,,,24.55,93.0,1.0,195.0,,,20.02
2022-12-03 09:00:00,2022-12-03 10:00:00,9.5,13.5,0.15,3.5,1.9,1.5,20.6,0.21,15.23,,0.1,,,26.43,82.75,1.7,218.75,,,22.3
2022-12-03 10:00:00,2022-12-03 11:00:00,7.5,12.25,0.2,3.12,1.85,1.57,20.22,0.16,15.12,,0.12,,,27.68,75.0,2.23,183.5,,,23.6
2022-12-03 11:00:00,2022-12-03 12:00:00,5.5,12.75,0.2,3.2,1.85,1.77,19.38,0.15,19.13,,0.1,,,28.95,69.75,2.07,176.75,,,25.08
2022-12-03 12:00:00,2022-12-03 13:00:00,4.0,11.75,0.22,3.4,2.0,1.52,19.7,0.24,20.79,0.0,0.08,,,28.18,66.5,1.75,163.75,,,25.82
2022-12-03 13:00:00,2022-12-03 14:00:00,4.0,10.75,0.35,3.02,1.88,1.27,20.95,0.26,21.13,,0.08,,,26.85,63.0,1.45,146.25,,,26.73
2022-12-03 14:00:00,2022-12-03 15:00:00,5.0,10.0,0.3,3.55,2.12,1.18,21.32,0.28,18.83,,0.12,,,26.17,64.5,1.15,124.0,,,26.35
2022-12-03 15:00:00,2022-12-03 16:00:00,7.5,10.25,0.23,4.1,2.38,1.27,21.35,0.28,24.61,,0.05,,,26.47,62.75,0.55,164.0,,,27.0
2022-12-03 16:00:00,2022-12-03 17:00:00,6.25,12.0,0.28,5.5,3.15,1.77,21.22,0.22,24.42,,0.13,,,27.12,65.0,0.6,222.0,,,25.85
2022-12-03 17:00:00,2022-12-03 18:00:00,7.75,16.75,0.47,10.0,5.72,2.1,19.83,0.22,19.7,,,,,29.7,71.0,0.6,222.0,,,24.72
2022-12-03 18:00:00,2022-12-03 19:00:00,10.0,21.5,0.38,13.38,7.45,3.03,12.7,0.35,14.74,,,,,33.47,74.5,0.3,222.0,,,23.8
2022-12-03 19:00:00,2022-12-03 20:00:00,13.5,24.5,0.43,22.05,12.0,3.82,9.53,0.6,7.42,0.0,0.0,,,35.78,84.25,0.3,216.5,,,22.5
2022-12-03 20:00:00,2022-12-03 21:00:00,21.0,33.5,,8.82,4.65,2.17,9.82,0.41,9.62,0.22,0.0,,,32.73,92.75,0.3,93.0,,,21.7
2022-12-03 21:00:00,2022-12-03 22:00:00,12.5,19.5,0.33,6.27,3.6,1.65,11.6,0.38,16.02,0.18,,,,29.17,94.25,0.3,95.75,,,21.23
2022-12-03 22:00:00,2022-12-03 23:00:00,14.25,19.0,0.1,5.72,2.97,1.38,16.4,0.32,16.59,0.05,,,,26.55,95.0,0.3,99.25,,,20.82
2022-12-03 23:00:00,2022-12-04 00:00:00,14.25,20.5,0.2,4.2,2.38,1.27,18.43,0.31,17.8,,,,,25.77,95.0,0.4,107.0,,,20.55
2022-12-04 00:00:00,2022-12-04 01:00:00,12.25,15.75,0.13,3.02,1.67,1.57,18.47,0.31,17.26,,,,,26.03,95.0,0.73,113.25,,,20.23
2022-12-04 01:00:00,2022-12-04 02:00:00,13.0,15.0,0.22,3.55,2.05,1.55,20.07,0.21,14.92,,0.1,,,27.03,87.75,0.78,128.5,,,20.77
2022-12-04 02:00:00,2022-12-04 03:00:00,8.0,11.0,0.35,4.33,2.6,1.65,19.05,0.21,13.72,,0.1,,,28.25,88.75,0.82,123.75,,,20.75
2022-12-04 03:00:00,2022-12-04 04:00:00,7.5,10.25,0.35,3.85,2.33,1.7,18.8,0.2,12.23,,0.0,,,28.6,91.0,1.88,125.0,,,20.3
2022-12-04 04:00:00,2022-12-04 05:00:00,6.0,8.0,0.2,3.38,2.0,1.3,19.23,0.23,12.95,0.0,0.1,,,27.17,92.0,1.62,181.75,,,20.1
2022-12-04 05:00:00,2022-12-04 06:00:00,,,0.33,3.1,1.93,1.03,19.2,0.24,13.29,,0.1,,,25.55,93.5,1.85,208.75,,,19.77
2022-12-04 06:00:00,2022-12-04 07:00:00,4.0,7.0,0.3,3.05,1.85,1.3,20.07,0.26,12.46,,0.1,,,25.27,94.25,1.27,146.0,,,19.5
2022-12-04 07:00:00,2022-12-04 08:00:00,4.5,7.0,0.33,2.72,1.72,1.12,20.4,0.25,11.98,,0.1,,,25.1,92.75,1.25,146.0,,,19.6
2022-12-04 08:00:00,2022-12-04 09:00:00,6.0,7.5,0.35,2.85,1.8,1.4,19.85,0.19,11.25,,0.1,,,24.55,90.25,1.25,198.0,,,20.25
2022-12-04 09:00:00,2022-12-04 10:00:00,6.25,8.75,0.35,3.4,2.12,1.57,20.25,0.19,11.31,,0.0,,,26.2,83.0,1.5,168.0,,,22.27
2022-12-04 10:00:00,2022-12-04 11:00:00,6.75,8.0,0.33,3.38,2.05,1.57,19.23,0.14,14.41,,0.1,,,27.97,74.5,1.98,158.0,,,23.85
2022-12-04 11:00:00,2022-12-04 12:00:00,6.0,9.33,0.23,3.3,1.95,1.8,19.18,0.13,16.85,,0.1,,,28.65,67.5,2.18,178.5,,,25.4
2022-12-04 12:00:00,2022-12-04 13:00:00,5.5,11.0,0.15,3.4,1.93,1.6,19.1,0.2,18.6,0.0,0.17,,,28.5,65.75,1.8,204.75,,,25.95
2022-12-04 13:00:00,2022-12-04 14:00:00,3.75,7.75,0.2,2.9,1.7,1.3,19.95,0.22,20.72,,0.08,,,27.08,62.25,1.77,121.75,,,26.45
2022-12-04 14:00:00,2022-12-04 15:00:00,3.0,7.0,0.1,3.17,1.77,1.35,20.38,0.21,22.06,,0.08,,,26.48,60.25,1.65,135.75,,,26.75
2022-12-04 15:00:00,2022-12-04 16:00:00,3.0,6.0,0.25,3.15,1.9,1.43,20.35,0.22,23.8,,0.08,,,26.35,58.5,0.97,154.0,,,27.47
2022-12-04 16:00:00,2022-12-04 17:00:00,3.5,6.0,0.38,4.15,2.52,1.85,20.38,0.18,22.61,,0.12,,,27.0,61.5,0.45,222.0,,,26.35
2022-12-04 17:00:00,2022-12-04 18:00:00,5.75,8.5,0.1,7.7,4.12,2.32,18.8,0.22,20.57,,0.05,,,29.6,65.75,0.5,222.0,,,25.28
2022-12-04 18:00:00,2022-12-04 19:00:00,9.5,18.25,0.23,14.57,7.9,3.33,13.55,0.41,13.88,,0.0,,,33.25,72.75,0.3,219.25,,,23.78
2022-12-04 19:00:00,2022-12-04 20:00:00,13.0,21.75,0.33,8.88,4.97,3.62,6.82,0.28,12.35,,0.0,,,36.03,85.75,0.7,96.25,,,22.73
2022-12-04 20:00:00,2022-12-04 21:00:00,9.5,12.5,0.35,5.17,3.05,2.72,8.12,0.3,16.32,0.1,0.13,,,33.1,91.75,0.65,100.5,,,22.07
2022-12-04 21:00:00,2022-12-04 22:00:00,8.5,14.5,0.25,3.9,2.33,1.75,11.5,0.28,18.73,0.1,0.0,,,29.15,92.5,0.33,106.0,,,21.92
2022-12-04 22:00:00,2022-12-04 23:00:00,9.0,14.75,0.25,4.47,2.58,1.48,14.67,0.26,20.16,0.0,0.2,,,26.92,79.75,0.97,129.25,,,22.65
2022-12-04 23:00:00,2022-12-05 00:00:00,6.5,12.25,0.3,4.83,2.82,1.45,18.6,0.27,19.12,,0.1,,,25.92,80.25,0.93,201.75,,,22.12
2022-12-05 00:00:00,2022-12-05 01:00:00,8.0,16.0,0.35,5.2,3.05,1.62,18.3,0.26,15.32,,,,,26.07,84.25,1.73,196.5,,,21.3
2022-12-05 01:00:00,2022-12-05 02:00:00,8.0,15.5,0.33,3.52,2.12,1.68,18.9,0.2,15.74,,0.13,,,27.42,85.25,3.23,181.5,,,20.75
2022-12-05 02:00:00,2022-12-05 03:00:00,8.5,13.25,0.1,3.23,1.75,1.73,18.2,0.19,17.93,,0.08,,,28.35,86.5,1.93,222.0,,,20.23
2022-12-05 03:00:00,2022-12-05 04:00:00,9.5,10.5,0.17,3.17,1.8,1.85,17.65,0.19,16.57,,0.1,,,28.82,89.5,2.75,222.0,,,19.5
2022-12-05 04:00:00,2022-12-05 05:00:00,7.5,10.25,0.22,2.9,1.73,1.48,18.9,0.27,16.99,0.05,0.1,,,27.1,91.25,3.15,222.0,,,19.0
2022-12-05 05:00:00,2022-12-05 06:00:00,7.0,14.0,0.23,2.8,1.67,1.2,18.85,0.28,18.42,,0.1,,,25.55,91.75,3.17,222.0,,,18.62
2022-12-05 06:00:00,2022-12-05 07:00:00,10.5,14.0,0.25,3.25,2.0,1.85,19.0,0.3,20.51,,0.1,,,25.27,90.75,3.15,222.0,,,18.57
2022-12-05 07:00:00,2022-12-05 08:00:00,12.5,15.0,0.33,3.67,2.2,1.52,18.95,0.33,21.16,,0.1,,,25.15,89.75,3.47,222.0,,,18.93
2022-12-05 08:00:00,2022-12-05 09:00:00,14.0,18.75,0.23,3.62,2.12,1.55,19.15,0.28,22.67,,0.07,,,24.97,84.5,2.55,222.0,,,20.02
2022-12-05 09:00:00,2022-12-05 10:00:00,14.5,22.5,0.33,4.25,2.53,1.7,18.88,0.26,23.5,,0.03,,,26.62,80.25,2.15,193.75,,,21.03
2022-12-05 10:00:00,2022-12-05 11:00:00,16.0,25.25,0.33,3.95,2.35,1.82,19.07,0.24,25.27,,0.1,,,27.52,76.5,1.72,156.25,,,22.25
2022-12-05 11:00:00,2022-12-05 12:00:00,16.0,21.75,0.32,3.6,2.18,2.12,18.45,0.24,27.31,,0.05,,,28.3,74.0,2.28,144.0,,,22.9
2022-12-05 12:00:00,2022-12-05 13:00:00,16.5,27.75,0.25,3.58,2.12,1.92,19.27,0.28,31.42,0.05,0.08,,,27.32,70.5,2.07,180.25,,,24.17
2022-12-05 13:00:00,2022-12-05 14:00:00,17.5,29.25,0.2,3.38,1.77,1.6,19.58,0.28,35.28,,0.12,,,25.9,65.75,2.27,212.0,,,24.9
2022-12-05 14:00:00,2022-12-05 15:00:00,15.0,26.5,0.28,3.38,2.0,1.57,19.93,0.27,36.0,,0.1,,,25.55,61.5,1.82,198.0,,,25.62
2022-12-05 15:00:00,2022-12-05 16:00:00,12.0,25.0,0.3,3.35,2.02,1.68,19.8,0.25,34.92,,0.1,,,25.65,59.75,1.43,208.5,,,26.0
2022-12-05 16:00:00,2022-12-05 17:00:00,13.0,22.33,0.17,3.77,2.17,1.98,19.77,0.24,32.88,,0.08,,,26.35,62.25,1.32,190.0,,,25.45
2022-12-05 17:00:00,2022-12-05 18:00:00,16.0,24.25,0.33,4.78,2.8,2.33,19.0,0.23,30.67,,0.08,,,28.42,71.5,0.68,150.5,,,23.55
2022-12-05 18:00:00,2022-12-05 19:00:00,17.0,28.0,0.25,7.2,4.03,2.95,16.0,0.27,26.02,,0.13,,,31.48,78.75,0.33,132.25,,,22.02
2022-12-05 19:00:00,2022-12-05 20:00:00,20.25,29.0,0.25,8.07,4.53,3.75,13.9,0.3,22.99,0.0,,,,33.92,80.5,0.3,129.75,,,21.6
2022-12-05 20:00:00,2022-12-05 21:00:00,21.25,31.5,0.3,6.1,3.5,2.88,13.8,0.35,24.87,0.1,0.13,,,30.93,81.5,0.3,128.25,,,21.5
2022-12-05 21:00:00,2022-12-05 22:00:00,22.0,30.0,0.15,4.7,2.65,1.95,17.07,0.29,28.91,0.13,0.1,,,27.47,81.5,0.35,132.0,,,21.35
2022-12-05 22:00:00,2022-12-05 23:00:00,22.0,30.5,0.4,4.05,2.5,1.68,18.75,0.33,30.18,,0.07,,,25.88,83.25,0.47,125.75,,,21.03
2022-12-05 23:00:00,2022-12-06 00:00:00,22.0,33.5,0.23,6.23,3.5,1.65,16.32,0.39,25.55,,0.1,,,25.37,85.25,0.6,125.0,,,20.52
2022-12-06 00:00:00,2022-12-06 01:00:00,22.5,35.0,0.33,7.15,3.97,1.75,10.37,0.34,22.47,,,,,25.2,86.5,0.3,123.5,,,20.1
2022-12-06 01:00:00,2022-12-06 02:00:00,23.0,31.0,0.35,5.4,3.17,1.95,10.38,0.27,20.91,,,,,26.62,86.0,0.3,125.0,,,19.95
2022-12-06 02:00:00,2022-12-06 03:00:00,20.5,28.0,0.38,4.55,2.72,1.93,9.1,0.24,22.57,,0.2,,,27.95,86.0,0.3,126.75,,,19.9
2022-12-06 03:00:00,2022-12-06 04:00:00,21.5,27.75,0.45,3.78,2.38,1.92,9.3,0.22,21.72,0.0,0.1,,,28.65,86.5,0.3,127.25,,,19.65
2022-12-06 04:00:00,2022-12-06 05:00:00,20.0,27.25,0.38,3.75,2.3,1.58,9.4,0.31,23.5,0.05,0.18,,,27.13,88.5,0.3,124.75,,,19.43
2022-12-06 05:00:00,2022-12-06 06:00:00,20.75,28.5,0.33,5.7,3.3,1.3,10.95,0.35,21.47,,0.1,,,25.75,90.25,0.3,119.5,,,18.8
2022-12-06 06:00:00,2022-12-06 07:00:00,23.25,30.67,0.25,6.4,3.6,2.0,10.97,0.4,21.6,,,,,25.25,92.0,0.3,122.0,,,18.7
2022-12-06 07:00:00,2022-12-06 08:00:00,24.0,32.5,0.15,5.7,3.12,1.63,10.83,0.4,22.77,,,,,25.23,92.25,0.55,136.0,,,19.25
2022-12-06 08:00:00,2022-12-06 09:00:00,24.75,35.0,0.28,4.2,2.48,1.77,9.5,0.33,27.6,,0.12,,,24.73,89.25,1.57,131.0,,,20.1
2022-12-06 09:00:00,2022-12-06 10:00:00,26.75,38.5,0.25,4.92,2.82,1.82,10.75,0.32,28.09,,0.17,,,26.1,85.25,1.07,169.25,,,21.18
2022-12-06 10:00:00,2022-12-06 11:00:00,26.5,40.25,0.3,5.23,3.0,1.9,9.97,0.29,28.39,,0.1,,,27.85,80.0,1.12,200.25,,,22.4
2022-12-06 11:00:00,2022-12-06 12:00:00,26.5,39.25,0.23,5.12,2.9,2.05,9.72,0.27,29.81,,,,,28.47,71.5,1.35,126.0,,,24.15
2022-12-06 12:00:00,2022-12-06 13:00:00,21.5,32.33,0.25,4.33,2.48,1.75,9.82,0.28,32.41,0.1,0.22,,,27.5,64.25,0.77,123.75,,,25.5
2022-12-06 13:00:00,2022-12-06 14:00:00,19.75,29.25,0.35,3.82,2.35,1.55,10.77,0.29,32.7,,0.2,,,26.25,61.75,0.65,199.25,,,25.75
2022-12-06 14:00:00,2022-12-06 15:00:00,18.75,29.0,0.3,3.5,2.1,1.62,11.32,0.28,31.15,,0.1,,,25.8,58.5,0.68,150.5,,,26.25
2022-12-06 15:00:00,2022-12-06 16:00:00,18.25,26.25,0.25,3.58,2.12,1.68,10.95,0.28,34.96,,0.18,,,26.05,59.5,0.53,172.5,,,26.02
2022-12-06 16:00:00,2022-12-06 17:00:00,19.75,28.25,0.38,4.57,2.73,2.0,10.72,0.27,33.23,,0.15,,,26.6,60.75,0.38,154.75,,,25.67
2022-12-06 17:00:00,2022-12-06 18:00:00,21.75,33.0,0.15,9.88,5.38,2.38,10.05,0.33,29.07,,,,,28.58,65.5,0.3,222.0,,,24.43
2022-12-06 18:00:00,2022-12-06 19:00:00,22.0,38.25,0.28,16.03,8.78,2.85,6.0,0.41,21.7,,,,,32.17,69.0,0.3,222.0,,,23.42
2022-12-06 19:00:00,2022-12-06 20:00:00,24.25,43.5,0.53,11.18,6.38,3.27,2.65,0.32,22.48,,,,,35.12,72.25,1.03,222.0,,,22.58
2022-12-06 20:00:00,2022-12-06 21:00:00,22.5,38.25,0.25,8.95,4.92,2.6,1.57,0.36,24.69,0.17,,,,32.15,74.5,1.35,222.0,,,21.95
2022-12-06 21:00:00,2022-12-06 22:00:00,24.5,37.0,0.13,7.25,3.95,1.9,5.5,0.35,26.52,0.12,,,,28.2,77.25,1.65,222.0,,,21.32
2022-12-06 22:00:00,2022-12-06 23:00:00,26.0,40.67,0.2,5.03,2.88,1.67,8.53,0.37,29.29,0.1,,,,26.1,79.25,2.7,222.0,,,20.93
2022-12-06 23:00:00,2022-12-07 00:00:00,27.0,42.75,0.3,3.77,2.27,1.67,8.82,0.3,31.49,,0.12,,,25.47,80.75,2.27,222.0,,,20.68
2022-12-07 00:00:00,2022-12-07 01:00:00,30.0,43.33,0.3,3.07,1.93,1.75,17.3,0.33,31.67,,0.15,,,25.83,79.5,1.95,222.0,,,20.5
2022-12-07 01:00:00,2022-12-07 02:00:00,30.0,39.5,0.33,2.6,1.68,1.8,21.35,0.28,33.0,,0.1,,,27.0,78.75,3.0,222.0,,,20.27
2022-12-07 02:00:00,2022-12-07 03:00:00,29.5,38.5,0.38,2.55,1.65,1.83,20.17,0.26,32.53,,0.1,,,28.08,80.75,3.78,222.0,,,19.55
2022-12-07 03:00:00,2022-12-07 04:00:00,28.5,40.0,0.28,2.42,1.5,1.9,19.68,0.25,34.83,,0.1,,,28.43,83.0,4.12,222.0,,,19.08
2022-12-07 04:00:00,2022-12-07 05:00:00,31.0,41.0,0.2,2.45,1.38,1.67,20.8,0.34,35.81,0.1,0.08,,,27.03,86.0,4.28,222.0,,,18.62
2022-12-07 05:00:00,2022-12-07 06:00:00,34.0,44.5,0.37,2.37,1.57,1.43,22.25,0.35,37.92,,0.1,,,25.8,87.75,3.92,222.0,,,18.35
2022-12-07 06:00:00,2022-12-07 07:00:00,34.0,46.25,0.45,3.3,2.1,2.55,22.23,0.36,38.19,,0.1,,,25.45,87.25,0.8,222.0,,,18.0
2022-12-07 07:00:00,2022-12-07 08:00:00,34.75,47.75,0.53,3.3,2.17,1.62,21.92,0.39,36.5,,0.1,,,25.2,89.25,1.3,222.0,,,17.95
2022-12-07 08:00:00,2022-12-07 09:00:00,36.75,50.5,0.5,3.47,2.25,1.6,20.4,0.36,34.02,,0.08,,,25.02,87.0,0.95,158.5,,,18.8
2022-12-07 09:00:00,2022-12-07 10:00:00,34.5,50.5,0.4,3.7,2.27,1.65,22.02,0.33,33.15,,0.15,,,26.52,82.25,2.12,116.75,,,19.5
2022-12-07 10:00:00,2022-12-07 11:00:00,31.0,45.0,0.3,3.85,2.28,1.72,22.2,0.29,28.64,,0.12,,,27.45,75.25,1.38,120.0,,,20.77
2022-12-07 11:00:00,2022-12-07 12:00:00,33.0,40.67,0.5,4.3,2.7,1.77,21.75,0.27,18.56,,0.15,,,27.98,73.0,1.25,118.5,,,21.48
2022-12-07 12:00:00,2022-12-07 13:00:00,30.0,38.75,0.35,3.88,2.38,1.5,21.92,0.34,15.07,0.05,0.08,,,26.4,70.75,0.48,135.0,,,22.47
2022-12-07 13:00:00,2022-12-07 14:00:00,27.5,38.25,0.38,3.7,2.27,1.28,21.82,0.27,16.16,,0.12,,,25.07,49.75,1.3,120.5,,,24.5
2022-12-07 14:00:00,2022-12-07 15:00:00,19.5,29.0,0.4,3.55,2.23,1.1,22.4,0.23,33.57,,0.15,,,25.43,44.25,0.85,124.25,,,24.75
2022-12-07 15:00:00,2022-12-07 16:00:00,17.5,26.5,0.33,4.67,2.75,1.07,22.1,0.24,36.77,,0.17,,,25.75,46.75,0.4,128.5,,,24.27
2022-12-07 16:00:00,2022-12-07 17:00:00,17.0,31.0,0.27,7.03,3.97,1.45,21.92,0.25,30.59,0.0,,,,26.73,54.25,0.43,131.75,,,22.68
2022-12-07 17:00:00,2022-12-07 18:00:00,21.25,36.5,0.43,9.07,5.15,1.52,20.88,0.31,29.88,,0.1,,,28.73,60.25,0.3,128.0,,,21.4
2022-12-07 18:00:00,2022-12-07 19:00:00,27.25,41.5,0.3,20.45,11.07,1.95,20.18,0.57,21.05,0.0,0.0,,,29.85,66.25,0.3,119.75,,,20.48
2022-12-07 19:00:00,2022-12-07 20:00:00,33.25,58.75,0.3,16.48,8.98,1.57,20.48,0.5,17.98,0.25,0.0,,,29.82,66.75,0.82,120.5,,,20.18
2022-12-07 20:00:00,2022-12-07 21:00:00,29.75,49.5,0.15,7.53,4.12,1.32,21.35,0.3,26.91,0.27,0.1,,,27.0,61.5,0.33,115.25,,,20.32
2022-12-07 21:00:00,2022-12-07 22:00:00,25.5,40.25,0.15,3.7,2.1,1.2,22.58,0.27,35.83,,0.12,,,25.25,56.75,1.5,116.0,,,20.35
2022-12-07 22:00:00,2022-12-07 23:00:00,23.75,34.75,0.17,3.58,2.05,1.25,23.1,0.23,38.3,,0.08,,,25.17,50.75,2.6,117.5,,,20.6
2022-12-07 23:00:00,2022-12-08 00:00:00,22.25,33.0,0.25,3.05,1.83,1.18,22.88,0.23,39.24,,0.1,,,25.18,52.5,2.3,118.25,,,20.2
2022-12-08 00:00:00,2022-12-08 01:00:00,20.0,30.25,0.2,2.82,1.62,1.22,19.5,0.21,39.66,,0.1,,,25.3,54.75,3.25,117.5,,,19.82
2022-12-08 01:00:00,2022-12-08 02:00:00,19.5,27.25,0.12,2.38,1.35,1.35,17.93,0.2,39.64,,0.07,,,26.27,60.25,1.33,125.0,,,19.05
2022-12-08 02:00:00,2022-12-08 03:00:00,18.0,25.5,0.4,2.25,1.5,1.4,17.82,0.18,38.66,,0.1,,,27.32,61.25,0.4,131.25,,,18.43
2022-12-08 03:00:00,2022-12-08 04:00:00,17.75,26.75,0.28,1.83,1.18,1.48,17.43,0.16,39.95,,0.1,,,27.78,61.5,0.3,110.75,,,18.33
2022-12-08 04:00:00,2022-12-08 05:00:00,17.75,25.5,0.17,2.0,1.2,1.27,17.87,0.23,40.55,0.0,0.03,,,26.5,63.5,0.3,119.25,,,17.92
2022-12-08 05:00:00,2022-12-08 06:00:00,20.0,24.5,0.17,2.23,1.33,1.27,18.0,0.25,40.7,,0.1,,,25.45,66.0,0.3,120.0,,,17.58
2022-12-08 06:00:00,2022-12-08 07:00:00,21.0,27.0,0.45,3.25,2.1,2.55,18.8,0.29,41.81,0.05,0.12,,,25.3,68.5,0.3,118.75,,,17.28
2022-12-08 07:00:00,2022-12-08 08:00:00,24.5,31.0,0.17,4.08,2.35,1.95,18.8,0.32,42.95,,0.1,,,25.03,68.25,0.3,118.75,,,18.12
2022-12-08 08:00:00,2022-12-08 09:00:00,26.5,35.33,0.22,5.0,2.85,1.95,17.73,0.34,44.54,,0.1,,,24.85,70.0,0.88,116.0,,,19.17
2022-12-08 09:00:00,2022-12-08 10:00:00,26.5,37.75,0.28,4.07,2.38,2.12,18.85,0.28,47.23,,0.1,,,26.62,66.25,1.75,116.0,,,20.75
2022-12-08 10:00:00,2022-12-08 11:00:00,22.0,37.25,0.4,3.6,2.25,2.17,17.8,0.25,47.97,,0.12,,,27.98,63.25,1.67,115.25,,,21.7
2022-12-08 11:00:00,2022-12-08 12:00:00,21.5,36.75,0.27,3.42,2.02,2.1,17.15,0.23,44.43,,0.1,,,28.5,57.0,0.65,109.75,,,23.6
2022-12-08 12:00:00,2022-12-08 13:00:00,18.0,29.5,0.15,2.67,1.55,1.7,17.68,0.21,43.83,0.0,0.1,,,27.05,44.5,0.35,105.25,,,25.43
2022-12-08 13:00:00,2022-12-08 14:00:00,11.5,18.0,0.3,1.8,1.2,1.38,18.12,0.21,45.08,0.0,0.05,,,25.82,43.25,0.75,113.0,,,26.43
2022-12-08 14:00:00,2022-12-08 15:00:00,10.5,15.25,0.38,1.7,1.2,1.48,18.35,0.22,45.22,0.0,0.0,,,25.95,44.5,0.57,104.0,,,25.98
2022-12-08 15:00:00,2022-12-08 16:00:00,12.0,17.0,0.2,1.85,1.1,1.6,18.27,0.23,42.12,,0.08,,,26.0,48.5,0.4,102.75,,,25.77
2022-12-08 16:00:00,2022-12-08 17:00:00,12.75,20.0,0.28,2.12,1.38,1.73,17.7,0.18,40.31,0.0,0.1,,,26.78,49.75,0.62,143.25,,,25.4
2022-12-08 17:00:00,2022-12-08 18:00:00,16.0,22.75,0.42,4.08,2.5,2.12,16.43,0.24,36.54,0.0,0.08,,,28.57,60.75,0.4,114.5,,,22.73
