From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (ug/m3),RF (mm),AT (degree C)
2023-03-13 03:00:00,2023-03-13 04:00:00,58.62,97.64,2.96,27.66,18.25,9.98,11.11,1.32,13.61,0.8,76.03,0.26,187.2,22.5,0.0,18.31
2023-03-13 04:00:00,2023-03-13 05:00:00,57.03,97.04,2.82,24.47,16.47,9.63,12.04,1.23,13.62,0.8,73.85,0.38,126.27,22.62,0.0,18.18
2023-03-13 05:00:00,2023-03-13 06:00:00,58.89,95.78,4.31,32.43,21.83,10.36,10.95,1.36,10.8,0.8,79.47,0.22,85.86,23.02,0.0,17.41
2023-03-13 06:00:00,2023-03-13 07:00:00,65.61,99.46,6.59,28.48,21.6,10.43,8.95,1.31,9.99,0.84,82.7,0.39,188.51,52.63,0.0,17.02
2023-03-13 07:00:00,2023-03-13 08:00:00,67.73,102.79,8.14,30.34,24.11,10.89,9.45,1.29,13.29,0.81,74.83,0.45,201.97,172.65,0.0,19.29
2023-03-13 08:00:00,2023-03-13 09:00:00,63.78,106.06,5.63,29.93,21.59,10.36,11.97,1.2,21.88,0.79,49.62,0.29,256.53,160.85,0.0,24.87
2023-03-13 09:00:00,2023-03-13 10:00:00,66.91,107.0,3.83,28.14,19.21,10.16,25.66,0.83,31.83,0.77,32.38,0.61,93.47,178.55,0.0,29.47
2023-03-13 10:00:00,2023-03-13 11:00:00,61.29,110.64,3.6,26.59,18.21,9.71,58.76,0.67,35.74,0.73,26.73,0.8,180.69,382.52,0.0,31.99
2023-03-13 11:00:00,2023-03-13 12:00:00,52.56,106.67,4.01,34.66,22.75,10.27,64.16,0.6,37.46,0.67,21.8,0.36,231.46,788.57,0.0,33.83
2023-03-13 12:00:00,2023-03-13 13:00:00,47.33,94.12,3.23,19.46,14.2,8.33,48.5,0.47,40.1,0.66,16.82,0.67,241.07,819.83,0.0,34.76
2023-03-13 13:00:00,2023-03-13 14:00:00,40.44,80.12,3.31,12.15,10.44,7.46,26.43,0.47,38.98,0.64,15.78,1.13,248.78,752.5,0.0,34.83
2023-03-13 14:00:00,2023-03-13 15:00:00,34.71,64.13,2.81,11.85,9.88,7.26,25.4,0.47,39.66,0.65,15.83,0.57,173.41,580.47,0.0,35.4
2023-03-13 15:00:00,2023-03-13 16:00:00,33.95,61.05,2.61,11.0,9.27,7.04,28.73,0.55,42.49,0.64,16.34,0.58,239.21,389.38,0.0,35.2
2023-03-13 16:00:00,2023-03-13 17:00:00,35.03,60.57,2.73,14.25,11.07,7.33,33.5,0.62,40.5,0.65,18.81,0.33,174.91,173.12,0.0,34.32
2023-03-13 17:00:00,2023-03-13 18:00:00,35.02,66.19,2.83,31.04,19.92,8.49,34.44,0.8,34.87,0.68,20.16,0.41,110.01,59.83,0.0,32.35
2023-03-13 18:00:00,2023-03-13 19:00:00,38.35,75.25,2.57,27.39,17.8,8.59,27.69,0.7,30.67,0.67,27.1,0.26,34.28,23.17,0.0,29.49
2023-03-13 19:00:00,2023-03-13 20:00:00,42.33,91.58,2.69,44.2,27.39,9.8,27.12,0.87,24.05,0.73,36.22,0.43,14.96,22.87,0.0,26.92
2023-03-13 20:00:00,2023-03-13 21:00:00,50.83,191.01,7.6,71.78,59.13,15.38,24.88,1.8,16.03,0.79,41.3,0.45,67.27,22.82,0.0,25.99
2023-03-13 21:00:00,2023-03-13 22:00:00,70.66,254.65,2.81,36.77,22.9,11.16,22.01,1.1,20.47,0.8,50.12,0.13,144.85,22.88,0.0,23.64
2023-03-13 22:00:00,2023-03-13 23:00:00,69.29,138.42,3.1,31.08,20.16,9.63,19.97,1.08,19.3,0.75,56.37,0.27,93.82,22.67,0.0,22.38
2023-03-13 23:00:00,2023-03-14 00:00:00,65.96,123.25,3.12,39.43,24.54,10.57,19.72,1.5,15.32,0.8,61.91,0.27,234.52,22.78,0.0,21.52
2023-03-14 00:00:00,2023-03-14 01:00:00,61.95,126.78,2.64,23.23,15.69,9.24,19.4,1.19,17.84,0.81,60.95,0.16,174.9,22.7,0.0,21.24
2023-03-14 01:00:00,2023-03-14 02:00:00,60.56,104.62,2.66,23.06,15.61,9.07,16.54,1.24,15.5,0.78,64.8,0.2,148.72,22.9,0.0,20.95
2023-03-14 02:00:00,2023-03-14 03:00:00,59.02,94.5,2.63,27.5,17.91,9.36,17.29,1.35,14.96,0.8,62.29,0.21,166.54,22.8,0.0,21.23
2023-03-14 03:00:00,2023-03-14 04:00:00,63.35,100.25,2.82,36.08,22.55,10.17,16.05,1.52,11.98,0.81,69.54,0.36,70.94,22.85,0.0,20.19
2023-03-14 04:00:00,2023-03-14 05:00:00,67.76,109.57,3.47,41.98,26.15,10.96,13.93,1.72,11.13,0.87,69.86,0.28,30.82,22.77,0.0,19.92
2023-03-14 05:00:00,2023-03-14 06:00:00,72.83,120.1,3.25,39.59,24.72,10.91,14.61,1.64,11.64,0.89,72.11,0.19,123.22,23.07,0.0,19.34
2023-03-14 06:00:00,2023-03-14 07:00:00,76.16,129.51,5.12,37.76,25.26,10.88,13.26,1.59,10.88,0.86,74.15,0.18,111.87,59.95,0.0,19.13
2023-03-14 07:00:00,2023-03-14 08:00:00,80.48,139.47,6.21,41.23,27.95,11.38,22.83,1.67,17.28,0.93,55.13,0.4,107.79,181.15,0.0,22.98
2023-03-14 08:00:00,2023-03-14 09:00:00,79.14,146.84,5.37,37.21,25.18,10.41,45.57,1.24,25.6,0.88,35.77,0.35,310.54,174.95,0.0,27.29
2023-03-14 09:00:00,2023-03-14 10:00:00,78.94,147.54,7.33,60.69,40.53,11.88,69.82,0.96,27.64,0.77,27.36,0.72,269.3,201.73,0.0,30.03
2023-03-14 10:00:00,2023-03-14 11:00:00,76.6,139.95,7.12,72.14,44.83,14.08,,0.81,34.17,0.25,24.04,0.71,76.91,436.8,0.0,32.36
2023-03-14 11:00:00,2023-03-14 12:00:00,,,,,,,,,,,,,,,,
2023-03-14 12:00:00,2023-03-14 13:00:00,73.46,148.43,2.5,15.13,11.34,7.68,30.45,0.48,36.39,0.09,16.55,0.78,229.0,719.0,0.0,33.86
2023-03-14 13:00:00,2023-03-14 14:00:00,65.06,109.46,1.87,13.07,9.75,6.76,14.09,0.39,34.07,0.65,13.13,1.06,258.02,727.17,0.0,34.59
2023-03-14 14:00:00,2023-03-14 15:00:00,44.38,63.67,1.73,14.67,10.48,6.51,26.62,0.48,38.6,0.65,15.54,0.84,230.81,474.1,0.0,34.38
2023-03-14 15:00:00,2023-03-14 16:00:00,39.96,56.08,1.99,20.48,13.73,6.68,41.11,0.6,38.84,0.66,16.09,0.68,232.04,270.18,0.0,34.06
2023-03-14 16:00:00,2023-03-14 17:00:00,35.05,60.42,2.21,33.2,20.55,7.76,68.55,0.53,28.38,0.66,14.6,0.68,220.23,207.97,0.0,33.48
2023-03-14 17:00:00,2023-03-14 18:00:00,33.27,53.44,2.21,38.85,23.5,8.42,47.98,1.12,25.1,0.73,18.88,0.24,150.53,41.38,0.0,30.79
2023-03-14 18:00:00,2023-03-14 19:00:00,38.08,70.54,2.36,49.39,30.21,9.35,45.79,0.98,18.91,0.76,28.71,0.32,18.02,22.83,0.0,27.49
2023-03-14 19:00:00,2023-03-14 20:00:00,48.49,107.48,6.46,79.63,57.61,13.96,50.09,1.73,14.48,0.81,34.95,0.24,41.06,22.85,0.0,25.2
2023-03-14 20:00:00,2023-03-14 21:00:00,67.54,134.33,7.06,,66.45,16.68,62.42,2.74,17.79,1.04,42.79,0.21,146.2,22.52,0.0,22.99
2023-03-14 21:00:00,2023-03-14 22:00:00,90.6,146.51,3.73,59.79,35.84,12.63,37.45,1.82,14.36,1.07,53.28,0.34,187.24,22.48,0.0,21.99
2023-03-14 22:00:00,2023-03-14 23:00:00,86.25,142.61,3.09,50.5,30.29,10.5,25.58,1.64,13.81,0.82,53.3,0.26,109.49,22.45,0.0,21.64
2023-03-14 23:00:00,2023-03-15 00:00:00,84.16,138.14,27.12,76.03,77.28,17.8,35.68,3.34,15.37,1.11,53.14,0.58,17.99,22.65,0.0,20.72
2023-03-15 00:00:00,2023-03-15 01:00:00,111.48,169.28,22.73,,68.04,18.7,33.43,3.33,15.22,1.45,54.97,0.36,82.51,22.77,0.0,19.95
2023-03-15 01:00:00,2023-03-15 02:00:00,134.48,188.95,44.76,,91.73,20.89,33.38,4.3,18.07,1.46,62.78,0.24,116.86,22.7,0.0,18.83
2023-03-15 02:00:00,2023-03-15 03:00:00,202.35,225.45,79.36,,128.75,30.86,44.66,5.87,23.41,2.08,65.0,0.23,175.86,22.98,0.0,18.55
2023-03-15 03:00:00,2023-03-15 04:00:00,233.3,260.01,26.39,61.65,57.11,21.99,23.97,3.82,11.53,1.81,72.73,0.38,156.68,23.07,0.0,18.34
2023-03-15 04:00:00,2023-03-15 05:00:00,149.06,227.92,44.44,60.84,69.52,19.53,15.7,,12.67,1.18,72.28,0.18,97.03,22.9,0.0,18.7
2023-03-15 05:00:00,2023-03-15 06:00:00,153.1,218.54,84.98,71.7,113.18,28.73,21.71,4.06,18.65,2.0,70.42,0.41,181.15,23.52,0.0,18.7
2023-03-15 06:00:00,2023-03-15 07:00:00,221.06,306.02,42.06,67.5,70.45,23.75,19.43,3.11,13.66,1.91,70.97,0.35,186.96,57.9,0.0,18.76
2023-03-15 07:00:00,2023-03-15 08:00:00,162.45,221.45,11.06,50.75,36.82,15.92,14.52,,14.2,1.25,66.6,0.85,233.8,153.25,0.0,20.39
2023-03-15 08:00:00,2023-03-15 09:00:00,114.28,168.07,5.48,40.73,27.23,13.53,24.79,1.54,25.63,1.05,44.75,0.3,249.84,172.85,0.0,25.19
2023-03-15 09:00:00,2023-03-15 10:00:00,83.21,136.66,3.48,33.42,21.68,11.4,37.96,1.57,37.98,0.94,33.57,0.31,190.53,202.95,0.0,28.82
2023-03-15 10:00:00,2023-03-15 11:00:00,,,3.72,46.8,28.87,11.32,,1.24,42.18,0.9,22.77,0.52,155.87,421.15,0.0,32.25
2023-03-15 11:00:00,2023-03-15 12:00:00,33.18,72.2,3.56,35.7,22.94,10.14,29.63,0.6,32.71,0.75,16.74,0.73,184.0,753.75,0.0,34.2
2023-03-15 12:00:00,2023-03-15 13:00:00,32.45,71.1,,,,9.87,46.57,0.6,30.17,0.68,14.36,0.42,166.31,724.3,0.0,35.34
2023-03-15 13:00:00,2023-03-15 14:00:00,31.25,68.65,3.1,18.22,13.44,7.71,58.76,0.6,33.72,0.68,13.55,0.41,126.26,572.8,0.0,35.49
2023-03-15 14:00:00,2023-03-15 15:00:00,32.22,67.98,2.91,18.46,13.41,6.91,46.98,0.61,34.49,0.67,13.32,0.36,148.29,414.7,0.0,35.44
2023-03-15 15:00:00,2023-03-15 16:00:00,31.28,68.09,2.66,28.66,18.54,7.51,59.19,0.84,35.68,0.67,16.82,0.34,62.43,253.05,0.0,34.74
2023-03-15 16:00:00,2023-03-15 17:00:00,34.14,78.26,2.64,31.3,19.9,8.37,76.1,0.91,36.03,0.71,20.02,0.27,54.05,138.07,0.0,33.28
2023-03-15 17:00:00,2023-03-15 18:00:00,43.74,95.17,2.71,44.06,29.62,9.6,73.53,1.06,,0.69,23.81,0.23,55.57,45.38,0.0,30.85
2023-03-15 18:00:00,2023-03-15 19:00:00,47.75,110.63,2.61,39.37,24.09,9.79,59.67,1.09,,0.74,32.48,0.29,96.08,23.08,0.0,28.27
2023-03-15 19:00:00,2023-03-15 20:00:00,60.5,152.31,3.3,62.4,39.23,10.97,55.44,1.46,24.72,0.46,38.34,0.3,14.86,22.85,0.0,26.43
2023-03-15 20:00:00,2023-03-15 21:00:00,68.6,175.36,3.74,60.19,36.36,11.49,43.63,1.79,20.2,0.87,44.85,0.35,115.86,22.8,0.0,24.8
2023-03-15 21:00:00,2023-03-15 22:00:00,81.43,186.7,4.59,71.85,49.81,13.96,50.39,2.66,19.28,0.95,50.45,0.29,201.29,22.8,0.0,23.34
2023-03-15 22:00:00,2023-03-15 23:00:00,99.54,207.31,6.06,,56.02,15.51,50.06,2.73,17.61,1.11,51.47,0.32,28.74,22.63,0.0,22.66
2023-03-15 23:00:00,2023-03-16 00:00:00,120.73,230.64,5.34,72.28,46.66,14.54,35.2,2.34,14.07,1.04,58.77,0.33,147.74,22.75,0.0,21.8
2023-03-16 00:00:00,2023-03-16 01:00:00,130.33,251.44,7.89,69.92,45.53,13.96,36.95,2.54,15.41,1.02,58.75,0.32,131.18,22.95,0.0,21.52
2023-03-16 01:00:00,2023-03-16 02:00:00,132.23,249.73,3.66,74.74,44.23,14.04,36.57,2.88,14.81,1.17,63.7,0.26,92.9,22.95,0.0,20.84
2023-03-16 02:00:00,2023-03-16 03:00:00,135.47,231.44,5.41,76.59,45.79,14.45,30.11,2.97,14.06,1.17,65.18,0.19,102.84,22.9,0.0,20.66
2023-03-16 03:00:00,2023-03-16 04:00:00,137.08,226.26,8.31,77.69,49.2,15.11,28.35,,14.15,1.26,68.78,0.19,209.99,22.9,0.0,20.27
2023-03-16 04:00:00,2023-03-16 05:00:00,141.1,224.53,17.31,74.79,54.39,15.98,27.12,3.21,14.07,1.41,69.91,0.2,143.42,22.9,0.0,20.38
2023-03-16 05:00:00,2023-03-16 06:00:00,142.81,227.47,18.51,67.69,51.64,16.09,24.39,,13.34,1.35,70.53,0.2,191.31,23.25,0.0,20.25
2023-03-16 06:00:00,2023-03-16 07:00:00,142.16,229.83,12.84,66.18,46.31,14.83,28.11,,13.17,1.36,66.22,0.27,35.99,48.98,0.0,20.76
2023-03-16 07:00:00,2023-03-16 08:00:00,140.82,229.82,11.48,65.22,44.71,15.03,23.52,,15.08,1.37,68.83,0.36,212.28,107.25,0.0,21.22
2023-03-16 08:00:00,2023-03-16 09:00:00,140.92,237.88,7.79,60.09,39.08,13.93,28.01,,18.16,1.38,62.18,0.4,197.95,146.2,0.0,23.06
2023-03-16 09:00:00,2023-03-16 10:00:00,137.03,233.29,4.91,48.89,30.92,12.21,29.88,1.6,24.87,1.16,52.42,0.44,212.95,160.53,0.0,24.72
2023-03-16 10:00:00,2023-03-16 11:00:00,126.65,223.44,4.27,43.47,27.57,11.12,30.08,,26.04,1.02,48.39,0.65,177.96,153.35,0.0,25.33
2023-03-16 11:00:00,2023-03-16 12:00:00,114.44,207.17,3.28,33.43,21.53,9.93,59.41,1.18,30.55,0.96,36.75,1.22,229.01,294.82,0.0,27.25
2023-03-16 12:00:00,2023-03-16 13:00:00,97.78,195.07,3.88,29.2,19.8,9.15,58.69,0.63,26.51,0.75,38.8,1.52,220.46,90.35,0.0,26.06
2023-03-16 13:00:00,2023-03-16 14:00:00,76.17,181.83,3.4,29.27,19.46,9.06,52.8,0.47,26.65,0.66,46.3,1.06,235.27,78.1,0.0,24.57
2023-03-16 14:00:00,2023-03-16 15:00:00,53.84,147.07,3.56,38.72,24.51,10.08,67.64,0.54,25.72,0.65,53.06,0.64,219.7,132.55,0.0,23.99
2023-03-16 15:00:00,2023-03-16 16:00:00,41.82,111.56,3.2,30.83,20.11,9.38,56.34,0.65,25.89,0.65,50.39,0.2,201.61,110.65,0.0,24.69
2023-03-16 16:00:00,2023-03-16 17:00:00,34.75,84.52,3.07,26.19,17.58,9.0,43.75,0.69,26.99,0.67,47.16,0.27,183.47,193.97,0.0,25.9
2023-03-16 17:00:00,2023-03-16 18:00:00,39.49,76.37,2.81,33.99,21.44,9.34,41.89,0.76,24.36,0.66,52.27,0.35,42.12,57.8,0.0,24.75
2023-03-16 18:00:00,2023-03-16 19:00:00,42.91,91.51,2.94,47.14,28.42,10.9,35.52,1.02,19.94,0.7,61.16,0.28,97.55,23.25,0.0,22.79
2023-03-16 19:00:00,2023-03-16 20:00:00,46.04,102.42,3.6,50.52,30.71,11.39,30.8,1.28,17.18,0.74,63.79,0.21,109.2,23.15,0.0,22.35
2023-03-16 20:00:00,2023-03-16 21:00:00,47.71,108.45,3.44,54.12,32.47,11.22,24.35,1.08,17.2,0.78,62.08,0.37,33.97,22.98,0.0,22.19
2023-03-16 21:00:00,2023-03-16 22:00:00,54.0,134.8,4.6,54.7,33.7,12.21,18.22,1.1,12.98,0.77,67.91,0.62,12.46,23.15,0.0,21.67
2023-03-16 22:00:00,2023-03-16 23:00:00,61.62,155.41,2.93,43.23,26.37,10.79,18.25,0.9,14.73,0.72,66.28,0.4,27.08,23.15,0.0,21.59
2023-03-16 23:00:00,2023-03-17 00:00:00,59.92,135.62,2.82,40.01,24.6,10.46,19.27,0.9,14.48,0.71,68.39,0.31,102.6,23.18,0.0,21.03
2023-03-17 00:00:00,2023-03-17 01:00:00,60.09,134.52,2.91,42.03,25.72,10.63,16.32,1.07,11.62,0.74,77.22,0.37,200.65,23.1,0.0,19.83
2023-03-17 01:00:00,2023-03-17 02:00:00,58.06,130.41,3.43,37.65,23.86,10.45,13.78,1.05,11.72,0.78,79.69,0.48,173.4,23.1,0.0,19.59
2023-03-17 02:00:00,2023-03-17 03:00:00,55.25,111.12,2.76,26.37,17.43,9.35,12.73,0.88,14.21,0.73,77.51,0.27,209.76,22.92,0.0,19.66
2023-03-17 03:00:00,2023-03-17 04:00:00,54.58,98.56,2.97,28.91,18.91,9.38,12.0,0.93,12.11,0.71,78.98,0.19,240.29,23.12,0.0,19.48
2023-03-17 04:00:00,2023-03-17 05:00:00,50.39,89.15,5.92,37.81,25.93,10.35,10.89,0.96,8.47,0.73,82.72,0.34,24.58,23.05,0.0,19.0
2023-03-17 05:00:00,2023-03-17 06:00:00,50.75,91.62,5.24,37.85,25.41,10.64,9.75,0.98,7.56,0.75,84.38,0.3,85.3,23.35,0.0,18.97
2023-03-17 06:00:00,2023-03-17 07:00:00,51.35,88.21,6.25,36.4,25.46,10.56,9.34,1.1,8.45,0.79,84.3,0.34,208.37,38.02,0.0,19.03
2023-03-17 07:00:00,2023-03-17 08:00:00,50.51,82.95,5.52,37.29,25.34,10.45,10.47,1.04,11.77,0.76,76.48,0.22,63.41,58.75,0.0,20.2
2023-03-17 08:00:00,2023-03-17 09:00:00,50.25,88.05,6.26,41.83,28.31,11.15,10.42,1.28,12.83,0.8,83.75,0.58,183.06,90.3,0.05,20.02
2023-03-17 09:00:00,2023-03-17 10:00:00,52.28,101.09,4.29,29.99,20.54,10.18,12.04,1.02,18.58,0.79,75.47,0.46,139.06,183.9,0.0,21.48
2023-03-17 10:00:00,2023-03-17 11:00:00,54.18,99.51,3.75,26.54,18.31,9.39,29.97,0.89,25.91,0.73,58.93,0.82,91.21,350.52,0.0,23.87
2023-03-17 11:00:00,2023-03-17 12:00:00,55.73,99.19,4.16,32.3,21.64,9.71,64.19,0.86,30.68,0.71,47.16,0.46,261.52,554.22,0.0,26.84
2023-03-17 12:00:00,2023-03-17 13:00:00,52.44,93.31,3.5,23.69,16.62,8.77,50.37,0.73,34.2,0.68,39.35,0.54,292.3,719.3,0.0,29.0
2023-03-17 13:00:00,2023-03-17 14:00:00,50.21,87.02,3.08,22.83,15.83,8.8,45.19,0.82,36.84,0.69,38.44,0.35,87.56,559.75,0.0,29.96
2023-03-17 14:00:00,2023-03-17 15:00:00,48.05,85.27,3.61,33.42,21.79,9.79,70.76,0.89,33.73,0.69,37.51,0.37,74.79,512.98,0.0,30.18
2023-03-17 15:00:00,2023-03-17 16:00:00,46.45,87.75,3.76,38.8,24.72,10.55,72.21,0.78,32.26,0.67,36.23,0.49,72.16,406.48,0.0,30.2
2023-03-17 16:00:00,2023-03-17 17:00:00,44.46,81.66,2.95,30.55,19.75,9.45,63.35,0.67,30.58,0.66,36.66,0.4,72.73,146.2,0.0,29.29
2023-03-17 17:00:00,2023-03-17 18:00:00,41.99,80.01,2.83,53.08,31.44,11.53,75.54,0.68,25.21,0.66,41.09,0.34,45.58,43.95,0.0,27.44
2023-03-17 18:00:00,2023-03-17 19:00:00,41.43,84.62,2.69,34.58,21.66,10.69,50.58,0.76,26.42,0.66,45.71,0.32,109.33,23.1,0.0,25.87
2023-03-17 19:00:00,2023-03-17 20:00:00,40.78,86.29,2.98,38.26,23.81,10.49,39.72,1.09,23.27,0.7,50.85,0.29,214.44,22.98,0.0,24.73
2023-03-17 20:00:00,2023-03-17 21:00:00,43.13,93.89,2.7,41.96,25.52,10.8,39.73,1.1,22.71,0.72,55.57,0.26,68.67,22.78,0.0,23.9
2023-03-17 21:00:00,2023-03-17 22:00:00,47.78,109.89,3.0,33.94,21.57,10.3,42.3,0.96,21.52,0.71,62.41,0.6,235.55,23.2,0.0,22.67
2023-03-17 22:00:00,2023-03-17 23:00:00,49.13,114.34,2.72,21.58,14.9,8.98,29.31,0.73,20.59,0.68,64.76,0.25,96.2,23.15,0.0,21.88
2023-03-17 23:00:00,2023-03-18 00:00:00,43.72,92.79,2.9,22.98,15.75,9.01,22.56,0.74,16.98,0.66,71.08,0.23,118.33,23.05,0.0,20.83
2023-03-18 00:00:00,2023-03-18 01:00:00,38.27,78.25,2.68,23.53,15.88,9.03,17.76,0.69,16.07,0.66,75.78,0.22,139.3,22.9,0.0,19.99
2023-03-18 01:00:00,2023-03-18 02:00:00,34.95,69.09,2.73,22.73,15.49,8.99,16.91,0.65,16.14,0.66,75.31,0.79,235.97,22.57,0.0,20.25
2023-03-18 02:00:00,2023-03-18 03:00:00,33.9,60.81,2.67,15.45,11.64,8.32,22.91,0.55,22.26,0.64,70.4,0.66,230.42,22.98,0.0,20.95
2023-03-18 03:00:00,2023-03-18 04:00:00,30.74,46.98,2.64,12.87,10.27,7.89,20.87,0.55,22.95,0.64,73.89,0.31,180.94,23.15,0.0,19.9
2023-03-18 04:00:00,2023-03-18 05:00:00,25.33,32.62,2.62,13.82,10.76,7.96,16.32,0.52,21.66,0.64,77.57,0.18,179.73,22.98,0.0,18.97
2023-03-18 05:00:00,2023-03-18 06:00:00,21.78,29.87,2.73,20.39,14.28,8.36,15.01,0.63,19.43,0.64,79.95,0.29,87.29,23.35,0.0,18.34
2023-03-18 06:00:00,2023-03-18 07:00:00,19.39,37.07,3.3,27.53,18.46,9.22,14.68,0.67,15.54,0.67,80.19,0.34,254.54,73.3,0.0,18.68
2023-03-18 07:00:00,2023-03-18 08:00:00,18.11,38.42,3.44,16.45,12.79,8.26,15.37,0.63,20.09,0.65,70.58,0.49,233.71,166.6,0.0,20.83
2023-03-18 08:00:00,2023-03-18 09:00:00,18.07,35.55,3.73,17.31,13.47,8.34,17.99,0.64,21.62,0.67,65.16,0.45,257.11,181.5,0.0,22.37
2023-03-18 09:00:00,2023-03-18 10:00:00,21.1,39.05,4.7,25.09,18.31,8.84,26.05,0.8,22.11,0.67,58.6,0.35,299.34,252.32,0.0,24.12
2023-03-18 10:00:00,2023-03-18 11:00:00,26.13,54.96,8.06,57.24,37.98,11.95,60.3,1.34,21.72,0.7,50.31,0.34,165.32,312.55,0.0,26.0
2023-03-18 11:00:00,2023-03-18 12:00:00,33.48,74.2,5.2,34.05,23.39,11.37,61.21,0.96,27.22,0.69,48.29,0.85,195.85,394.98,0.0,26.8
2023-03-18 12:00:00,2023-03-18 13:00:00,35.11,83.93,4.6,29.38,20.47,9.83,34.63,0.72,24.18,0.67,57.69,1.34,226.25,250.75,0.0,24.81
2023-03-18 13:00:00,2023-03-18 14:00:00,35.18,74.71,3.64,30.28,20.18,9.83,52.31,0.74,25.98,0.67,57.63,1.54,227.64,182.65,0.0,24.47
2023-03-18 14:00:00,2023-03-18 15:00:00,33.5,67.11,3.26,19.67,14.32,8.77,28.17,0.44,20.54,0.64,67.81,1.47,215.36,87.45,0.0,21.21
2023-03-18 15:00:00,2023-03-18 16:00:00,26.52,61.41,3.03,14.94,11.67,8.32,14.51,0.42,20.14,0.62,73.89,0.64,227.93,86.97,0.0,20.31
2023-03-18 16:00:00,2023-03-18 17:00:00,20.08,43.82,3.77,20.81,15.54,8.82,14.17,0.6,19.87,0.64,71.32,0.4,110.72,79.53,0.0,20.86
2023-03-18 17:00:00,2023-03-18 18:00:00,18.99,42.13,3.81,24.56,17.32,8.87,12.08,0.47,16.77,0.65,75.98,0.32,71.58,58.33,0.0,20.43
2023-03-18 18:00:00,2023-03-18 19:00:00,17.24,40.27,5.04,34.09,23.29,9.86,11.11,0.52,13.1,0.64,83.6,0.29,133.62,24.18,0.0,19.43
2023-03-18 19:00:00,2023-03-18 20:00:00,17.81,40.33,3.52,39.18,24.73,10.32,10.5,0.62,11.58,0.64,87.68,0.21,85.91,22.65,0.0,18.59
2023-03-18 20:00:00,2023-03-18 21:00:00,19.39,43.62,10.28,49.99,35.79,12.1,9.77,0.76,7.5,0.67,91.57,0.24,129.3,22.55,0.0,17.83
2023-03-18 21:00:00,2023-03-18 22:00:00,20.82,54.81,8.25,42.24,30.12,11.89,9.04,0.72,6.55,0.68,91.86,0.47,41.64,22.67,0.0,17.55
2023-03-18 22:00:00,2023-03-18 23:00:00,20.89,64.43,4.26,32.51,21.84,10.26,9.56,0.62,8.45,0.66,91.25,0.24,130.24,22.8,0.0,17.75
2023-03-18 23:00:00,2023-03-19 00:00:00,19.82,63.16,3.73,38.61,24.6,10.73,8.96,0.63,7.05,0.65,92.64,0.31,94.11,22.78,0.0,17.69
2023-03-19 00:00:00,2023-03-19 01:00:00,18.61,62.34,4.04,40.67,25.92,11.04,15.81,0.74,7.28,0.65,91.32,0.32,15.51,22.95,0.0,17.9
2023-03-19 01:00:00,2023-03-19 02:00:00,20.69,67.5,3.76,41.59,26.18,11.13,19.26,0.75,6.62,0.66,91.99,0.16,133.42,23.15,0.0,17.95
2023-03-19 02:00:00,2023-03-19 03:00:00,22.5,69.15,4.54,39.54,25.73,11.04,15.63,0.82,6.27,0.66,92.55,0.35,250.72,23.15,0.0,17.68
2023-03-19 03:00:00,2023-03-19 04:00:00,22.83,62.18,5.88,43.55,28.9,11.6,15.05,,5.59,0.66,95.24,0.17,191.83,22.95,0.0,17.07
2023-03-19 04:00:00,2023-03-19 05:00:00,23.66,64.88,12.52,40.43,32.59,12.58,16.55,0.92,4.97,0.68,95.48,0.34,212.03,22.93,0.0,16.7
2023-03-19 05:00:00,2023-03-19 06:00:00,23.89,71.72,9.62,36.45,28.19,11.78,15.2,0.9,5.14,0.68,96.83,0.36,206.66,23.23,0.0,16.51
2023-03-19 06:00:00,2023-03-19 07:00:00,24.92,74.32,9.04,31.92,25.36,11.09,12.76,0.89,5.97,0.69,97.08,0.23,165.13,49.42,0.0,16.56
2023-03-19 07:00:00,2023-03-19 08:00:00,24.92,71.77,9.73,29.38,24.59,11.03,13.13,,9.47,0.7,92.58,0.43,229.22,134.25,0.0,17.61
2023-03-19 08:00:00,2023-03-19 09:00:00,25.11,68.19,7.67,28.73,22.59,10.66,16.13,0.92,13.19,0.7,85.66,0.33,199.77,177.23,0.0,19.03
2023-03-19 09:00:00,2023-03-19 10:00:00,27.3,69.89,6.1,31.04,22.54,10.47,22.34,0.95,18.41,0.7,73.57,0.29,125.23,285.85,0.0,21.21
2023-03-19 10:00:00,2023-03-19 11:00:00,32.8,76.78,7.28,33.84,25.64,11.07,46.09,0.97,23.88,0.74,60.51,0.36,109.87,400.4,0.0,23.56
2023-03-19 11:00:00,2023-03-19 12:00:00,35.88,80.57,5.46,30.3,21.64,10.22,57.83,0.8,26.65,0.71,53.84,0.34,189.22,454.13,0.0,25.14
2023-03-19 12:00:00,2023-03-19 13:00:00,35.7,77.92,3.45,18.91,14.09,8.51,31.63,0.56,25.57,0.65,55.39,0.63,136.88,366.9,0.0,25.2
2023-03-19 13:00:00,2023-03-19 14:00:00,30.83,68.64,3.24,14.3,11.5,8.24,19.42,0.51,26.35,0.64,55.32,0.72,164.66,430.78,0.0,25.6
