From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2023-02-26 20:00:00,2023-02-26 21:00:00,55.92,290.89,13.89,49.27,31.48,85.77,2.47,0.76,1.2,4.33,114.69,3.52,2.69,,,0.15,8.27,,0.0,19.92
2023-02-26 21:00:00,2023-02-26 22:00:00,58.74,316.07,171.11,14.47,140.19,17.57,2.36,0.8,1.33,4.46,114.72,3.47,2.69,,,0.11,8.33,,0.0,18.59
2023-02-26 22:00:00,2023-02-26 23:00:00,66.56,370.91,171.94,11.44,138.16,19.55,2.34,0.82,1.24,4.66,113.18,3.5,2.7,,,0.09,8.32,,0.0,17.5
2023-02-26 23:00:00,2023-02-27 00:00:00,72.7,412.9,27.5,38.42,37.44,81.59,2.42,0.83,1.2,4.71,111.46,3.42,2.67,,,0.08,8.24,,0.0,17.23
2023-02-27 00:00:00,2023-02-27 01:00:00,86.3,465.0,49.07,45.34,57.89,67.28,2.46,0.85,1.22,4.66,109.17,3.32,2.59,,,0.09,8.24,,0.0,16.21
2023-02-27 01:00:00,2023-02-27 02:00:00,98.08,475.46,8.45,44.33,24.19,90.87,2.78,0.84,1.2,4.75,106.32,3.29,2.53,,,0.05,8.14,,0.0,16.15
2023-02-27 02:00:00,2023-02-27 03:00:00,93.68,436.46,5.51,42.93,21.44,92.79,2.78,0.84,1.2,4.67,104.99,3.17,2.47,,,0.07,8.03,,0.0,15.71
2023-02-27 03:00:00,2023-02-27 04:00:00,82.29,399.68,85.81,53.4,92.27,43.24,2.72,0.81,1.2,4.54,102.62,3.09,2.41,,,0.1,8.09,,0.0,15.4
2023-02-27 04:00:00,2023-02-27 05:00:00,75.83,339.59,84.38,56.69,92.77,43.29,2.62,0.8,1.21,4.37,101.64,3.03,2.35,,,0.05,8.04,,0.0,15.33
2023-02-27 05:00:00,2023-02-27 06:00:00,69.34,257.6,164.67,25.56,141.02,20.51,2.4,0.78,1.2,4.25,101.04,3.0,2.35,,,0.05,8.27,,0.0,15.15
2023-02-27 06:00:00,2023-02-27 07:00:00,56.63,239.69,147.45,21.87,125.59,24.48,2.38,0.78,1.29,4.08,99.48,2.95,2.35,,,0.05,20.72,,0.0,15.2
2023-02-27 07:00:00,2023-02-27 08:00:00,50.3,210.07,141.54,20.25,119.78,27.68,2.27,0.8,1.26,4.29,98.4,3.02,2.45,,,0.07,42.07,,0.0,18.11
2023-02-27 08:00:00,2023-02-27 09:00:00,48.56,219.52,135.04,20.0,113.91,31.51,2.97,0.81,1.25,4.48,95.77,2.79,2.3,,,0.12,57.88,,0.0,21.77
2023-02-27 09:00:00,2023-02-27 10:00:00,45.75,227.23,53.87,41.61,60.06,65.76,5.78,0.76,6.59,4.17,91.61,2.67,2.19,,,0.25,71.67,,0.0,24.71
2023-02-27 10:00:00,2023-02-27 11:00:00,46.39,189.33,46.48,43.54,54.88,69.38,8.88,0.73,6.8,3.99,95.86,2.73,2.22,,,0.15,84.36,,0.0,27.39
2023-02-27 11:00:00,2023-02-27 12:00:00,46.72,167.05,69.27,44.98,74.36,55.75,6.66,0.71,6.56,3.81,103.63,3.06,2.49,,,0.17,157.01,,0.0,29.5
2023-02-27 12:00:00,2023-02-27 13:00:00,38.77,138.16,88.92,40.52,87.8,46.34,5.11,0.69,6.39,3.66,110.16,3.23,2.63,,,0.33,230.47,,0.0,29.34
2023-02-27 13:00:00,2023-02-27 14:00:00,32.7,102.65,5.81,30.68,14.88,97.55,3.6,0.66,5.42,3.73,116.23,3.6,2.89,,,0.15,304.64,,0.0,30.23
2023-02-27 14:00:00,2023-02-27 15:00:00,34.97,112.57,18.63,41.54,31.22,85.95,4.28,0.6,8.71,3.25,121.26,3.24,2.6,,,0.44,350.88,,0.0,30.64
2023-02-27 15:00:00,2023-02-27 16:00:00,36.01,129.04,44.68,56.28,60.54,65.42,4.04,0.57,8.52,3.02,113.44,3.35,2.72,,,0.57,127.44,,0.0,29.71
2023-02-27 16:00:00,2023-02-27 17:00:00,31.05,132.16,104.41,52.32,106.67,38.19,4.15,0.56,7.01,2.88,108.31,3.14,2.47,,,0.57,48.87,,0.0,28.32
2023-02-27 17:00:00,2023-02-27 18:00:00,32.43,144.54,95.81,65.91,107.2,34.97,3.24,0.57,1.82,2.92,106.03,3.26,2.57,,,0.23,15.44,,0.0,26.3
2023-02-27 18:00:00,2023-02-27 19:00:00,44.65,306.13,55.55,65.72,74.01,55.99,3.24,0.59,1.26,3.07,112.13,3.56,2.74,,,0.13,8.44,,0.0,23.62
2023-02-27 19:00:00,2023-02-27 20:00:00,55.4,416.78,20.68,60.97,43.36,77.47,3.27,0.64,1.3,3.23,116.54,3.71,2.83,,,0.02,8.25,,0.0,21.21
2023-02-27 20:00:00,2023-02-27 21:00:00,59.27,335.97,21.85,65.33,46.45,75.28,3.55,0.69,1.35,3.79,117.96,3.78,2.86,,,0.04,8.23,,0.0,19.48
2023-02-27 21:00:00,2023-02-27 22:00:00,66.07,362.74,26.42,59.69,47.11,74.82,3.28,0.75,1.87,4.19,117.08,3.74,2.79,,,0.07,8.25,,0.0,18.71
2023-02-27 22:00:00,2023-02-27 23:00:00,64.75,356.98,123.13,22.58,104.08,41.06,2.9,0.77,1.69,4.24,116.92,3.75,2.82,,,0.06,8.23,,0.0,17.64
2023-02-27 23:00:00,2023-02-28 00:00:00,62.43,280.98,114.2,31.43,103.51,36.86,3.18,0.78,2.99,4.26,112.12,3.57,2.67,,,0.17,8.15,,0.0,17.67
2023-02-28 00:00:00,2023-02-28 01:00:00,65.84,358.8,100.77,33.09,93.5,44.78,3.07,0.79,1.97,4.21,112.29,3.69,2.84,,,0.13,8.17,,0.0,18.25
2023-02-28 01:00:00,2023-02-28 02:00:00,62.67,370.27,13.4,34.41,23.19,91.56,3.06,0.78,1.45,4.2,110.78,3.6,2.8,,,0.13,8.18,,0.0,17.72
2023-02-28 02:00:00,2023-02-28 03:00:00,63.77,339.83,5.0,30.0,14.0,98.0,2.98,0.74,1.73,4.04,107.11,3.51,2.75,,,0.09,8.17,,0.0,16.04
2023-02-28 03:00:00,2023-02-28 04:00:00,67.47,346.92,85.66,47.08,88.81,45.63,2.82,0.72,1.6,3.81,103.31,3.36,2.66,,,0.07,8.16,,0.0,15.36
2023-02-28 04:00:00,2023-02-28 05:00:00,64.81,362.95,74.52,47.45,79.89,51.88,2.75,0.72,1.33,3.75,99.95,3.29,2.63,,,0.06,8.14,,0.0,14.48
2023-02-28 05:00:00,2023-02-28 06:00:00,57.3,391.83,31.83,47.51,45.13,76.26,2.78,0.72,1.48,3.57,96.62,3.17,2.56,,,0.05,8.22,,0.0,13.62
2023-02-28 06:00:00,2023-02-28 07:00:00,55.78,367.56,64.64,42.55,69.26,59.32,2.78,0.74,1.34,3.57,94.29,3.07,2.48,,,0.05,22.05,,0.0,13.76
2023-02-28 07:00:00,2023-02-28 08:00:00,58.93,297.22,74.83,42.52,77.45,53.61,3.02,0.77,1.33,3.71,91.58,3.01,2.46,,,0.07,40.91,,0.0,16.95
2023-02-28 08:00:00,2023-02-28 09:00:00,54.58,295.73,68.96,40.02,71.01,58.18,3.31,0.8,1.47,3.98,91.43,2.96,2.42,,,0.07,55.84,,0.0,22.66
2023-02-28 09:00:00,2023-02-28 10:00:00,50.52,222.56,61.45,42.69,66.62,61.41,4.14,0.72,7.04,3.75,92.82,3.0,2.47,,,0.14,68.0,,0.0,26.43
2023-02-28 10:00:00,2023-02-28 11:00:00,45.48,110.25,20.87,43.3,33.98,84.02,3.9,0.65,10.86,3.35,89.49,2.78,2.3,,,0.15,81.16,,0.0,28.46
2023-02-28 11:00:00,2023-02-28 12:00:00,42.16,114.95,58.51,40.17,63.01,63.69,3.82,0.62,10.46,3.19,94.83,2.93,2.39,,,0.16,127.65,,0.0,29.61
2023-02-28 12:00:00,2023-02-28 13:00:00,33.69,118.25,107.96,33.2,99.31,38.28,3.77,0.62,7.83,3.09,105.54,3.19,2.64,,,0.54,370.59,,0.0,30.04
2023-02-28 13:00:00,2023-02-28 14:00:00,33.49,134.91,90.8,46.17,92.6,43.53,4.53,0.58,12.86,2.87,99.22,3.19,2.61,,,0.41,302.12,,0.0,30.44
2023-02-28 14:00:00,2023-02-28 15:00:00,41.06,152.54,44.43,48.59,55.88,68.68,2.93,0.57,9.27,2.8,108.36,3.24,2.73,,,0.38,317.46,,0.0,30.69
2023-02-28 15:00:00,2023-02-28 16:00:00,38.06,140.77,80.2,55.62,88.96,49.81,3.03,0.56,7.17,2.61,110.31,3.09,2.59,,,0.49,113.37,,0.0,30.19
2023-02-28 16:00:00,2023-02-28 17:00:00,33.15,108.98,55.88,59.68,71.12,58.01,2.72,0.57,5.29,2.58,113.66,3.31,2.67,,,0.23,51.48,,0.0,28.98
2023-02-28 17:00:00,2023-02-28 18:00:00,32.72,142.25,50.38,53.59,63.47,63.49,2.26,0.58,1.77,2.6,119.77,3.57,2.88,,,0.13,16.9,,0.0,26.73
2023-02-28 18:00:00,2023-02-28 19:00:00,43.61,362.53,17.5,47.12,32.96,84.73,2.18,0.6,1.29,2.78,121.5,3.68,2.88,,,0.09,8.47,,0.0,22.8
2023-02-28 19:00:00,2023-02-28 20:00:00,59.12,466.33,83.09,52.06,89.57,45.1,2.28,0.65,1.65,3.15,125.75,3.94,3.0,,,0.08,8.39,,0.0,20.69
2023-02-28 20:00:00,2023-02-28 21:00:00,62.11,316.17,50.98,54.51,64.37,62.75,2.48,0.79,2.0,3.59,126.82,4.03,3.06,,,0.08,8.27,,0.0,19.64
2023-02-28 21:00:00,2023-02-28 22:00:00,65.46,360.67,12.05,51.13,32.41,87.74,2.49,0.86,2.36,4.06,124.68,3.93,3.05,,,0.11,8.12,,0.0,19.08
2023-02-28 22:00:00,2023-02-28 23:00:00,66.06,460.12,24.24,44.27,36.84,82.01,2.37,0.91,1.93,4.16,123.13,3.91,2.97,,,0.07,8.28,,0.0,18.54
2023-02-28 23:00:00,2023-03-01 00:00:00,69.55,407.23,87.99,43.62,88.73,47.55,2.33,0.95,1.69,4.38,121.85,3.9,2.99,,,0.07,8.25,,0.0,18.37
2023-03-01 00:00:00,2023-03-01 01:00:00,72.22,405.92,108.29,39.94,103.85,41.07,2.25,0.96,2.03,4.39,119.26,3.75,2.77,,,0.07,8.31,,0.0,16.77
2023-03-01 01:00:00,2023-03-01 02:00:00,79.71,483.32,66.6,46.62,72.57,57.16,2.44,1.01,2.37,4.47,116.73,3.88,3.0,,,0.02,8.21,,0.0,16.07
2023-03-01 02:00:00,2023-03-01 03:00:00,92.73,683.3,66.77,61.07,81.23,50.99,2.63,1.04,1.58,4.57,113.31,3.78,2.9,,,0.04,8.03,,0.0,15.43
2023-03-01 03:00:00,2023-03-01 04:00:00,105.25,737.85,74.74,68.58,91.11,44.77,2.68,1.04,1.57,4.64,110.48,3.63,2.83,,,0.05,8.05,,0.0,15.33
2023-03-01 04:00:00,2023-03-01 05:00:00,102.05,,72.4,65.35,87.63,46.8,2.5,1.04,1.45,4.63,108.12,3.56,2.75,,,0.05,8.07,,0.0,14.83
2023-03-01 05:00:00,2023-03-01 06:00:00,93.92,277.74,75.07,69.73,92.17,43.73,2.48,1.02,1.7,4.6,105.73,3.41,2.67,,,0.04,8.21,,0.0,14.41
2023-03-01 06:00:00,2023-03-01 07:00:00,82.83,313.67,75.41,60.13,87.22,47.18,2.18,1.02,1.89,4.53,103.73,3.33,2.59,,,0.05,20.58,,0.0,14.49
2023-03-01 07:00:00,2023-03-01 08:00:00,81.18,409.71,81.11,51.75,87.22,50.52,2.28,1.05,1.49,4.56,101.66,3.27,2.58,,,0.09,43.67,,0.0,17.0
2023-03-01 08:00:00,2023-03-01 09:00:00,83.62,416.78,105.78,49.56,106.59,39.66,2.49,1.08,2.45,4.85,100.49,3.25,2.58,,,0.1,64.32,,0.0,21.18
2023-03-01 09:00:00,2023-03-01 10:00:00,74.88,245.43,50.26,46.22,59.12,66.41,3.61,1.04,6.22,4.87,101.5,3.2,2.58,,,0.09,78.32,,0.0,25.75
2023-03-01 10:00:00,2023-03-01 11:00:00,63.64,142.92,28.98,47.44,42.76,77.87,3.87,0.97,11.1,4.53,105.81,3.28,2.65,,,0.17,106.94,,0.0,28.6
2023-03-01 11:00:00,2023-03-01 12:00:00,58.4,149.19,66.98,47.55,74.05,56.58,3.56,0.92,14.6,4.09,103.1,3.22,2.56,,,0.31,209.24,,0.0,30.23
2023-03-01 12:00:00,2023-03-01 13:00:00,59.37,129.37,55.98,59.38,70.91,58.16,5.66,0.75,38.98,3.65,93.77,2.94,2.33,,,0.98,373.18,,0.0,30.15
2023-03-01 13:00:00,2023-03-01 14:00:00,52.29,139.95,10.72,44.61,26.23,89.57,4.38,0.71,38.25,2.88,79.31,2.4,1.91,,,1.14,414.09,,0.0,30.84
2023-03-01 14:00:00,2023-03-01 15:00:00,44.09,144.42,24.55,59.77,45.73,75.79,5.17,0.68,31.93,2.47,71.4,2.17,1.75,,,1.05,255.95,,0.0,30.52
2023-03-01 15:00:00,2023-03-01 16:00:00,42.09,150.38,22.07,67.27,48.14,74.1,3.53,0.67,22.0,2.77,80.85,2.69,2.09,,,0.92,90.66,,0.0,30.11
2023-03-01 16:00:00,2023-03-01 17:00:00,40.17,171.8,89.69,63.32,100.56,41.7,4.41,0.62,27.95,2.45,75.56,2.6,2.02,,,0.93,48.89,,0.0,29.31
2023-03-01 17:00:00,2023-03-01 18:00:00,38.25,201.57,91.34,68.85,104.92,40.54,3.21,0.67,7.05,2.55,80.61,2.81,2.15,,,0.37,16.66,,0.0,27.51
2023-03-01 18:00:00,2023-03-01 19:00:00,40.95,345.86,53.96,69.95,74.97,57.84,3.13,0.69,2.39,2.21,71.37,2.51,1.85,,,0.15,8.68,,0.0,24.81
2023-03-01 19:00:00,2023-03-01 20:00:00,48.48,397.27,5.5,47.84,23.54,91.33,3.65,0.73,2.4,0.71,25.14,0.87,0.63,,,0.15,8.45,,0.0,22.58
2023-03-01 20:00:00,2023-03-01 21:00:00,51.19,316.2,5.28,43.77,21.29,92.9,3.81,0.7,3.01,3.42,101.64,3.54,2.59,,,0.16,8.3,,0.0,20.91
2023-03-01 21:00:00,2023-03-01 22:00:00,60.14,434.63,9.87,54.15,30.7,86.31,3.92,0.76,1.93,3.7,102.15,3.64,2.64,,,0.15,8.25,,0.0,19.86
2023-03-01 22:00:00,2023-03-01 23:00:00,71.6,530.33,15.69,60.03,38.66,80.73,3.92,0.81,2.18,3.85,102.27,3.63,2.65,,,0.11,8.21,,0.0,19.68
2023-03-01 23:00:00,2023-03-02 00:00:00,182.93,449.38,77.66,45.7,81.31,52.45,3.44,0.83,2.53,3.95,103.73,3.68,2.71,,,0.06,8.3,,0.0,18.44
2023-03-02 00:00:00,2023-03-02 01:00:00,224.93,455.64,76.45,44.93,80.01,52.43,3.33,0.86,2.49,3.9,103.43,3.65,2.72,,,0.06,8.24,,0.0,17.63
2023-03-02 01:00:00,2023-03-02 02:00:00,117.03,505.59,18.89,38.91,30.42,86.51,3.23,0.87,1.7,3.91,102.74,3.62,2.68,,,0.06,8.28,,0.0,17.02
2023-03-02 02:00:00,2023-03-02 03:00:00,113.6,583.07,29.88,44.41,41.92,78.45,3.41,0.9,1.62,3.86,101.78,3.54,2.63,,,0.04,8.22,,0.0,16.23
2023-03-02 03:00:00,2023-03-02 04:00:00,98.09,649.67,33.63,53.15,49.91,72.87,3.83,0.91,2.1,3.93,100.95,3.51,2.6,,,0.05,8.14,,0.0,15.66
2023-03-02 04:00:00,2023-03-02 05:00:00,124.67,,33.44,55.27,50.11,72.72,3.69,0.93,2.95,3.99,100.1,3.42,2.54,,,0.05,8.13,,0.0,15.63
2023-03-02 05:00:00,2023-03-02 06:00:00,224.88,612.68,26.03,54.95,44.93,76.35,3.63,0.95,2.44,4.05,98.5,3.36,2.48,,,0.1,8.28,,0.0,14.94
2023-03-02 06:00:00,2023-03-02 07:00:00,245.16,645.49,17.06,74.69,47.2,74.75,3.51,0.97,2.42,4.16,97.63,3.31,2.48,,,0.09,19.93,,0.0,15.59
2023-03-02 07:00:00,2023-03-02 08:00:00,189.59,564.1,19.79,107.16,66.83,61.48,3.25,1.01,3.46,4.48,96.69,3.29,2.5,,,0.07,43.66,,0.0,17.57
2023-03-02 08:00:00,2023-03-02 09:00:00,176.87,528.37,23.51,109.01,70.88,58.32,3.31,1.04,2.75,4.69,97.53,3.3,2.52,,,0.08,66.38,,0.0,21.97
2023-03-02 09:00:00,2023-03-02 10:00:00,110.25,,56.29,135.95,113.25,33.41,7.9,0.97,10.76,4.7,94.08,3.08,2.42,,,0.28,95.9,,0.0,25.98
2023-03-02 10:00:00,2023-03-02 11:00:00,65.53,,8.78,65.76,42.0,49.77,5.71,0.87,18.66,4.13,87.3,2.64,2.17,,,0.27,110.57,,0.0,28.3
2023-03-02 11:00:00,2023-03-02 12:00:00,41.58,146.11,4.03,21.83,17.46,52.8,4.46,0.84,17.44,3.77,93.71,2.7,2.16,,,0.22,206.97,,0.0,29.93
2023-03-02 12:00:00,2023-03-02 13:00:00,36.31,139.73,4.0,26.36,10.0,58.0,7.19,0.51,75.01,3.56,98.99,2.74,2.27,,,0.22,232.43,,0.0,30.6
2023-03-02 13:00:00,2023-03-02 14:00:00,,,,,,,9.6,0.38,112.13,1.44,20.24,0.39,0.42,,,0.31,239.03,,0.0,30.89
2023-03-02 14:00:00,2023-03-02 15:00:00,,,,,,,18.93,0.37,153.84,1.35,16.65,0.34,0.45,,,0.83,237.57,,0.0,30.4
2023-03-02 15:00:00,2023-03-02 16:00:00,,,,,,,14.19,0.36,127.51,1.19,10.01,0.24,0.24,,,0.34,119.99,,0.0,30.62
2023-03-02 16:00:00,2023-03-02 17:00:00,,,3.03,49.06,33.04,48.98,16.39,0.4,138.21,1.36,9.02,0.2,0.18,,,0.79,53.27,,0.0,29.58
2023-03-02 17:00:00,2023-03-02 18:00:00,7.0,,8.39,62.95,44.2,46.84,10.32,0.49,76.03,1.98,3.94,0.17,0.15,,,0.42,16.63,,0.0,27.69
2023-03-02 18:00:00,2023-03-02 19:00:00,24.29,44.69,7.7,66.03,44.83,46.1,4.09,0.55,33.92,3.31,17.71,0.41,0.48,,,0.07,8.63,,0.0,25.18
2023-03-02 19:00:00,2023-03-02 20:00:00,147.02,248.66,6.62,67.58,44.84,40.89,1.2,0.6,1.62,3.64,20.34,0.64,0.77,,,0.1,8.6,,0.0,22.68
2023-03-02 20:00:00,2023-03-02 21:00:00,135.04,433.82,7.59,62.01,42.67,39.13,1.0,0.62,1.29,3.92,31.23,1.0,1.13,,,0.11,8.26,,0.0,21.31
2023-03-02 21:00:00,2023-03-02 22:00:00,124.44,396.44,14.78,60.12,47.56,35.64,1.09,0.67,1.43,4.09,38.99,1.38,1.43,,,0.11,8.31,,0.0,20.24
2023-03-02 22:00:00,2023-03-02 23:00:00,119.69,455.78,25.9,61.16,57.16,31.22,1.09,0.7,1.43,4.24,45.32,1.57,1.54,,,0.08,8.22,,0.0,19.46
2023-03-02 23:00:00,2023-03-03 00:00:00,123.32,440.41,13.66,65.16,49.31,30.84,1.06,0.71,1.26,4.08,50.69,1.94,1.8,,,0.08,8.25,,0.0,18.64
2023-03-03 00:00:00,2023-03-03 01:00:00,123.55,423.62,26.82,62.75,58.75,25.21,1.09,0.73,1.43,4.06,56.13,2.06,1.91,,,0.08,8.28,,0.0,17.77
2023-03-03 01:00:00,2023-03-03 02:00:00,130.19,545.06,35.87,67.43,68.64,18.73,1.14,0.77,1.5,4.19,61.4,2.17,1.98,,,0.07,8.23,,0.0,17.39
2023-03-03 02:00:00,2023-03-03 03:00:00,131.1,522.74,48.81,70.11,80.57,12.87,1.14,0.8,1.42,4.24,66.33,2.22,1.95,,,0.11,8.29,,0.0,17.29
2023-03-03 03:00:00,2023-03-03 04:00:00,116.9,429.83,23.3,75.9,62.95,20.94,1.13,0.82,1.32,4.17,70.48,2.39,2.1,,,0.06,8.26,,0.0,16.32
2023-03-03 04:00:00,2023-03-03 05:00:00,129.55,463.81,17.62,76.44,58.55,24.01,1.28,0.84,1.88,4.25,73.5,2.49,2.13,,,0.09,8.12,,0.0,16.18
2023-03-03 05:00:00,2023-03-03 06:00:00,132.89,495.56,25.03,78.73,65.82,18.93,1.28,0.86,1.49,4.44,74.89,2.42,2.07,,,0.05,8.19,,0.0,15.76
2023-03-03 06:00:00,2023-03-03 07:00:00,149.46,477.6,33.23,79.38,72.79,14.05,1.32,0.89,1.52,4.6,76.36,2.55,2.21,,,0.04,21.81,,0.0,15.86
2023-03-03 07:00:00,2023-03-03 08:00:00,149.0,508.01,28.88,83.77,71.66,14.95,1.64,0.92,1.4,4.77,77.11,2.62,2.3,,,0.07,44.07,,0.0,18.5
2023-03-03 08:00:00,2023-03-03 09:00:00,139.25,378.0,21.63,77.54,62.35,21.47,2.1,0.91,3.51,4.88,78.85,2.68,2.35,,,0.09,63.25,,0.0,22.84
2023-03-03 09:00:00,2023-03-03 10:00:00,99.94,158.41,5.67,54.7,36.57,39.4,3.16,0.82,10.85,4.67,81.68,2.59,2.34,,,0.13,80.09,,0.0,27.45
2023-03-03 10:00:00,2023-03-03 11:00:00,72.73,148.99,5.59,46.19,32.88,41.98,3.36,0.74,13.06,3.89,79.64,2.26,2.08,,,0.17,113.45,,0.0,29.47
2023-03-03 11:00:00,2023-03-03 12:00:00,42.17,107.13,27.88,89.83,74.64,14.99,4.12,0.62,33.79,3.65,86.48,2.4,2.22,,,0.91,324.47,,0.0,29.99
2023-03-03 12:00:00,2023-03-03 13:00:00,28.58,117.71,26.77,87.46,71.83,14.72,2.73,0.63,16.51,3.09,73.91,2.13,1.94,,,0.71,456.32,,0.0,30.52
2023-03-03 13:00:00,2023-03-03 14:00:00,21.52,127.14,4.28,54.34,34.96,40.53,2.96,0.51,32.53,2.93,67.45,2.14,1.92,,,1.05,490.69,,0.0,30.53
2023-03-03 14:00:00,2023-03-03 15:00:00,,,4.04,25.84,21.97,49.63,2.19,0.16,23.63,1.61,35.47,1.81,1.18,,,0.77,369.57,,0.0,30.76
2023-03-03 15:00:00,2023-03-03 16:00:00,7.0,20.0,22.54,41.97,44.54,34.46,2.91,0.07,32.74,0.86,21.3,1.27,0.64,,,0.63,78.8,,0.0,30.35
2023-03-03 16:00:00,2023-03-03 17:00:00,28.93,90.95,37.73,73.6,73.32,14.81,2.33,0.12,14.62,0.72,19.91,0.59,0.43,,,0.6,47.8,,0.0,29.09
2023-03-03 17:00:00,2023-03-03 18:00:00,39.97,106.87,12.5,81.56,57.34,24.91,1.29,0.23,3.1,0.94,30.3,1.02,0.72,,,0.19,16.62,,0.0,26.92
2023-03-03 18:00:00,2023-03-03 19:00:00,51.19,170.38,36.42,93.28,82.78,7.05,1.5,0.27,2.44,1.29,48.09,1.58,1.07,,,0.14,8.5,,0.0,23.14
2023-03-03 19:00:00,2023-03-03 20:00:00,56.43,203.16,4.22,52.84,34.51,40.92,1.69,0.35,5.04,1.87,58.69,1.85,1.32,,,0.18,8.28,,0.0,21.58
2023-03-03 20:00:00,2023-03-03 21:00:00,60.36,237.62,7.49,75.55,50.45,29.69,1.79,0.44,4.5,2.36,64.43,2.12,1.5,,,0.12,8.24,,0.0,19.94
2023-03-03 21:00:00,2023-03-03 22:00:00,85.76,289.17,15.62,100.86,69.95,16.41,2.22,0.48,4.62,2.9,66.72,2.19,1.57,,,0.1,8.19,,0.0,18.78
2023-03-03 22:00:00,2023-03-03 23:00:00,89.65,337.27,14.68,98.39,67.88,17.57,2.39,0.53,3.61,3.13,70.22,2.42,1.83,,,0.07,8.11,,0.0,17.73
2023-03-03 23:00:00,2023-03-04 00:00:00,100.34,318.02,4.23,56.41,36.76,39.34,2.62,0.57,4.08,3.2,72.42,2.56,1.98,,,0.13,8.12,,0.0,16.63
2023-03-04 00:00:00,2023-03-04 01:00:00,103.23,372.78,4.03,52.77,35.22,40.35,2.44,0.63,4.93,3.3,74.82,2.65,2.05,,,0.12,8.12,,0.0,16.77
2023-03-04 01:00:00,2023-03-04 02:00:00,109.56,359.73,4.28,21.67,17.45,52.86,2.52,0.7,4.83,3.4,76.33,2.64,2.06,,,0.1,8.22,,0.0,15.55
2023-03-04 02:00:00,2023-03-04 03:00:00,117.93,385.93,4.0,22.61,18.93,51.75,2.45,0.74,3.59,3.46,76.82,2.6,2.04,,,0.06,8.19,,0.0,15.08
2023-03-04 03:00:00,2023-03-04 04:00:00,104.06,312.01,41.5,91.68,87.1,10.47,2.53,0.76,5.21,3.49,77.37,2.61,2.02,,,0.06,8.09,,0.0,14.38
2023-03-04 04:00:00,2023-03-04 05:00:00,118.16,393.24,66.05,102.53,111.9,7.43,2.61,0.76,5.2,3.33,77.66,2.59,2.04,,,0.06,8.07,,0.0,14.06
2023-03-04 05:00:00,2023-03-04 06:00:00,120.96,383.54,4.44,48.89,32.06,42.78,2.89,0.73,3.67,3.22,77.58,2.57,2.0,,,0.08,8.18,,0.0,13.62
2023-03-04 06:00:00,2023-03-04 07:00:00,122.5,403.22,4.0,44.85,31.23,43.13,2.9,0.76,4.96,3.25,77.16,2.45,1.94,,,0.08,26.63,,0.0,14.27
2023-03-04 07:00:00,2023-03-04 08:00:00,111.69,400.59,4.21,43.18,29.32,44.56,3.12,0.78,5.39,3.5,76.6,2.59,2.17,,,0.11,37.21,,0.0,18.1
2023-03-04 08:00:00,2023-03-04 09:00:00,117.39,336.66,4.0,13.83,14.06,55.15,4.68,0.75,11.65,3.77,74.18,2.51,2.17,,,0.28,51.25,,0.0,23.47
2023-03-04 09:00:00,2023-03-04 10:00:00,90.27,258.67,16.58,74.02,57.25,27.18,12.3,0.61,40.45,2.93,59.12,1.78,1.62,,,0.89,132.9,,0.0,27.28
2023-03-04 10:00:00,2023-03-04 11:00:00,66.99,212.97,7.71,40.73,31.41,43.07,6.9,0.6,43.83,2.48,52.64,1.55,1.35,,,0.86,153.01,,0.0,28.75
2023-03-04 11:00:00,2023-03-04 12:00:00,41.85,163.21,12.3,53.74,42.63,36.02,4.12,0.59,33.09,2.47,57.93,1.77,1.49,,,1.18,383.44,,0.0,29.8
2023-03-04 12:00:00,2023-03-04 13:00:00,,,5.1,44.95,32.9,41.97,5.7,0.24,96.03,1.35,28.19,0.82,0.67,,,1.39,518.22,,0.0,30.53
2023-03-04 13:00:00,2023-03-04 14:00:00,,,4.0,15.32,14.47,54.87,5.61,0.17,114.19,0.55,2.41,0.13,0.08,,,1.44,513.46,,0.0,30.84
2023-03-04 14:00:00,2023-03-04 15:00:00,,,11.18,21.93,24.56,51.41,5.81,0.21,102.01,0.68,1.29,0.04,0.07,,,1.5,338.56,,0.0,30.63
2023-03-04 15:00:00,2023-03-04 16:00:00,7.0,,5.16,38.82,28.42,45.18,2.76,0.21,27.99,0.79,4.83,0.16,0.13,,,0.78,84.93,,0.0,30.54
2023-03-04 16:00:00,2023-03-04 17:00:00,,,174.53,78.86,205.71,,4.82,0.25,53.53,1.08,15.88,0.39,0.31,,,0.77,48.2,,0.0,29.74
2023-03-04 17:00:00,2023-03-04 18:00:00,,,,62.43,35.75,41.47,2.48,0.47,46.56,1.51,10.21,0.24,0.22,,,0.39,16.34,,0.0,28.02
2023-03-04 18:00:00,2023-03-04 19:00:00,7.0,,13.97,103.83,70.54,22.77,10.53,1.17,7.97,5.26,53.74,60.85,1.01,0.81,,0.12,8.62,,0.0,23.92
