From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),AT (degree C),RF (mm)
2022-04-11 02:00:00,2022-04-11 03:00:00,36.1,76.34,11.03,20.18,30.68,5.87,4.09,0.95,46.22,,0.57,98.58,26.52,0.0
2022-04-11 03:00:00,2022-04-11 04:00:00,36.0,76.09,10.98,22.17,30.99,5.85,4.45,0.94,46.04,,0.52,74.16,26.51,0.0
2022-04-11 04:00:00,2022-04-11 05:00:00,36.73,77.89,11.39,21.03,29.65,5.99,2.9,0.99,47.31,,0.45,124.66,26.47,0.0
2022-04-11 05:00:00,2022-04-11 06:00:00,36.24,76.67,11.11,20.83,30.8,6.04,2.38,0.96,46.46,,0.34,205.88,26.43,0.0
2022-04-11 06:00:00,2022-04-11 07:00:00,35.59,75.09,10.74,21.38,31.1,5.95,5.02,0.92,45.34,,0.68,102.72,26.52,0.0
2022-04-11 07:00:00,2022-04-11 08:00:00,36.36,76.97,11.18,20.43,30.37,6.04,4.95,0.96,46.67,,0.84,118.55,27.39,0.0
2022-04-11 08:00:00,2022-04-11 09:00:00,36.05,76.21,11.0,20.81,31.09,5.7,3.97,0.95,46.13,,0.59,147.94,29.16,0.0
2022-04-11 09:00:00,2022-04-11 10:00:00,36.55,77.43,11.29,21.13,31.3,5.7,2.96,0.98,46.99,,1.14,282.77,28.14,0.0
2022-04-11 10:00:00,2022-04-11 11:00:00,35.76,75.51,10.84,20.79,30.67,6.16,2.72,0.93,45.25,,0.65,280.0,27.83,0.0
2022-04-11 11:00:00,2022-04-11 12:00:00,35.87,75.78,10.9,21.69,30.41,5.85,3.3,0.94,45.83,,1.02,315.82,28.89,0.0
2022-04-11 12:00:00,2022-04-11 13:00:00,35.87,75.77,10.9,20.16,31.94,5.95,4.85,0.94,45.82,,1.34,315.31,31.22,0.0
2022-04-11 13:00:00,2022-04-11 14:00:00,35.71,75.37,10.81,20.82,31.11,5.96,6.02,0.93,45.54,96.18,1.8,318.47,33.05,0.0
2022-04-11 14:00:00,2022-04-11 15:00:00,35.59,75.06,10.74,21.23,31.61,5.9,8.02,0.92,45.32,91.51,2.28,305.62,33.3,0.0
2022-04-11 15:00:00,2022-04-11 16:00:00,36.87,78.2,11.46,20.82,30.84,6.08,10.17,1.0,47.54,98.91,2.19,308.48,32.16,0.0
2022-04-11 16:00:00,2022-04-11 17:00:00,36.06,76.25,11.01,21.2,30.56,6.08,7.31,0.95,46.15,99.59,1.61,295.8,31.91,0.0
2022-04-11 17:00:00,2022-04-11 18:00:00,35.81,75.63,10.87,20.43,31.12,5.9,3.06,0.93,45.72,94.27,1.52,263.08,31.16,0.0
2022-04-11 18:00:00,2022-04-11 19:00:00,36.12,76.38,11.04,21.41,30.73,5.83,4.12,0.95,46.25,,0.73,78.49,26.53,0.0
2022-04-11 19:00:00,2022-04-11 20:00:00,35.82,75.64,10.87,21.14,30.03,5.96,11.15,0.93,45.73,,0.47,91.67,30.0,0.0
2022-04-11 20:00:00,2022-04-11 21:00:00,35.73,75.42,10.82,20.78,31.52,6.16,18.65,0.93,45.58,,0.55,65.36,30.16,0.0
2022-04-11 21:00:00,2022-04-11 22:00:00,36.91,78.3,11.49,21.16,30.97,5.86,17.7,1.0,47.6,,0.79,111.01,28.17,0.0
2022-04-11 22:00:00,2022-04-11 23:00:00,35.94,75.94,10.94,20.5,30.3,5.87,15.94,0.94,45.94,,0.79,70.53,27.65,0.0
2022-04-11 23:00:00,2022-04-12 00:00:00,35.3,74.36,10.57,21.84,30.34,5.77,10.17,0.9,44.83,,0.8,99.55,25.7,0.0
2022-04-12 00:00:00,2022-04-12 01:00:00,36.39,77.04,11.2,21.3,31.18,5.95,3.21,0.97,46.72,,0.64,71.03,25.45,0.0
2022-04-12 01:00:00,2022-04-12 02:00:00,36.49,77.29,11.25,21.53,30.21,5.87,0.96,0.97,46.89,,0.46,80.58,25.48,0.0
2022-04-12 02:00:00,2022-04-12 03:00:00,35.87,75.77,10.9,20.2,29.59,5.9,0.42,0.94,45.81,,0.47,106.16,25.04,0.0
2022-04-12 03:00:00,2022-04-12 04:00:00,35.7,75.34,10.8,20.41,30.9,6.04,0.14,0.93,45.52,,0.49,81.51,25.21,0.0
2022-04-12 04:00:00,2022-04-12 05:00:00,35.9,75.84,10.92,21.16,31.14,5.89,0.04,0.94,45.87,,0.64,70.13,25.27,0.0
2022-04-12 05:00:00,2022-04-12 06:00:00,35.95,75.95,10.94,21.28,31.58,5.89,0.01,0.94,45.95,,0.44,56.61,25.28,0.0
2022-04-12 06:00:00,2022-04-12 07:00:00,35.76,75.49,10.84,21.23,30.61,5.95,4.51,0.93,45.63,,0.58,86.58,25.4,0.0
2022-04-12 07:00:00,2022-04-12 08:00:00,36.63,77.63,11.33,21.58,31.24,6.0,5.52,0.98,47.13,,0.68,92.14,25.82,0.0
2022-04-12 08:00:00,2022-04-12 09:00:00,35.86,75.75,10.89,20.09,30.52,5.91,3.51,0.93,45.81,,0.55,93.5,26.47,0.0
2022-04-12 09:00:00,2022-04-12 10:00:00,35.43,74.68,10.65,20.66,31.65,5.93,2.3,0.91,45.05,,0.75,201.27,29.12,0.0
2022-04-12 10:00:00,2022-04-12 11:00:00,35.84,75.68,10.88,20.49,31.18,5.83,3.1,0.93,45.76,,1.23,224.54,28.41,0.0
2022-04-12 11:00:00,2022-04-12 12:00:00,34.67,72.84,10.22,21.12,30.81,5.86,7.79,0.87,43.76,,0.66,235.51,28.46,0.0
2022-04-12 12:00:00,2022-04-12 13:00:00,36.36,76.96,11.18,20.46,30.54,6.0,2.83,0.96,46.66,,0.63,245.35,28.68,0.0
2022-04-12 13:00:00,2022-04-12 14:00:00,36.23,76.66,11.11,21.23,31.39,6.0,0.77,0.96,46.45,,0.72,277.47,29.51,0.0
2022-04-12 14:00:00,2022-04-12 15:00:00,35.17,73.76,10.55,20.35,30.34,5.86,,0.91,44.65,,1.03,270.05,29.73,0.0
2022-04-12 15:00:00,2022-04-12 16:00:00,33.52,64.06,11.44,21.61,33.24,3.2,,1.23,43.79,,1.88,304.73,30.06,0.0
2022-04-12 16:00:00,2022-04-12 17:00:00,33.52,64.06,11.44,21.48,31.49,3.15,,1.22,43.79,,1.75,315.27,30.38,0.0
2022-04-12 17:00:00,2022-04-12 18:00:00,33.38,63.69,11.34,20.61,32.21,3.18,,1.21,43.54,,1.76,321.22,30.12,0.0
2022-04-12 18:00:00,2022-04-12 19:00:00,33.35,63.61,11.31,20.83,32.29,3.15,5.41,1.21,43.48,,0.74,319.24,29.16,0.0
2022-04-12 19:00:00,2022-04-12 20:00:00,33.04,62.79,11.08,20.99,32.31,3.23,6.36,1.19,42.91,,0.52,107.88,28.59,0.0
2022-04-12 20:00:00,2022-04-12 21:00:00,33.41,63.76,11.36,20.97,32.55,3.23,4.9,1.21,43.59,,0.71,155.25,27.69,0.0
2022-04-12 21:00:00,2022-04-12 22:00:00,33.03,62.74,11.07,22.5,31.31,3.23,2.71,1.18,42.88,,0.75,79.83,26.6,0.0
2022-04-12 22:00:00,2022-04-12 23:00:00,34.09,65.59,11.87,21.37,32.57,3.13,1.75,1.27,44.84,,0.66,82.05,25.9,0.0
2022-04-12 23:00:00,2022-04-13 00:00:00,33.17,63.13,11.18,20.45,31.99,3.12,1.9,1.2,43.15,,0.59,90.05,25.72,0.0
2022-04-13 00:00:00,2022-04-13 01:00:00,32.73,61.96,10.85,22.02,32.26,3.27,3.83,1.16,42.35,,0.48,162.03,25.53,0.0
2022-04-13 01:00:00,2022-04-13 02:00:00,33.26,63.38,11.25,21.21,32.52,3.26,3.18,1.2,43.32,,0.69,307.65,25.36,0.0
2022-04-13 02:00:00,2022-04-13 03:00:00,32.77,62.05,10.88,21.36,31.55,3.28,2.54,1.16,42.41,,0.46,198.74,25.38,0.0
2022-04-13 03:00:00,2022-04-13 04:00:00,32.73,61.96,10.85,20.2,32.76,3.19,3.24,1.16,42.35,,0.63,93.41,25.08,0.0
2022-04-13 04:00:00,2022-04-13 05:00:00,33.48,63.96,11.41,21.75,32.12,3.1,3.21,1.22,43.73,,0.61,46.72,25.16,0.0
2022-04-13 05:00:00,2022-04-13 06:00:00,33.82,64.86,11.66,21.68,31.88,3.14,2.73,1.25,44.34,,0.81,57.01,25.21,0.0
2022-04-13 06:00:00,2022-04-13 07:00:00,32.1,60.26,10.37,21.29,32.13,3.15,3.67,1.11,41.18,,0.71,61.73,25.51,0.0
2022-04-13 07:00:00,2022-04-13 08:00:00,33.55,64.14,11.46,20.3,32.23,3.15,3.22,1.23,43.85,,0.81,56.17,26.71,0.0
2022-04-13 08:00:00,2022-04-13 09:00:00,32.92,62.46,10.99,21.95,31.85,3.23,2.66,1.17,42.69,,0.75,130.66,29.0,0.0
2022-04-13 09:00:00,2022-04-13 10:00:00,33.22,63.25,11.21,21.02,31.85,3.11,2.17,1.2,43.23,97.82,0.44,239.44,30.04,0.0
2022-04-13 10:00:00,2022-04-13 11:00:00,32.74,61.97,10.85,20.5,31.08,3.26,1.64,1.16,42.35,,0.42,246.52,29.13,0.0
2022-04-13 11:00:00,2022-04-13 12:00:00,33.68,64.47,11.55,21.21,32.65,3.22,0.96,1.24,44.07,,0.71,240.39,28.47,0.0
2022-04-13 12:00:00,2022-04-13 13:00:00,32.83,62.23,10.92,21.3,32.46,3.19,6.33,1.17,42.53,,1.02,239.92,28.4,0.0
2022-04-13 13:00:00,2022-04-13 14:00:00,33.24,63.32,11.23,21.33,32.27,3.26,7.57,1.2,43.28,,0.8,227.82,28.77,0.0
2022-04-13 14:00:00,2022-04-13 15:00:00,33.88,65.03,11.71,20.54,33.2,3.17,6.92,1.25,44.45,,0.38,181.13,29.42,0.0
2022-04-13 15:00:00,2022-04-13 16:00:00,33.16,63.08,11.16,21.54,31.96,3.19,7.1,1.19,43.12,,0.51,137.0,29.95,0.0
2022-04-13 16:00:00,2022-04-13 17:00:00,33.48,63.94,11.41,20.84,32.62,3.27,8.07,1.22,43.71,,0.56,166.81,29.97,0.0
2022-04-13 17:00:00,2022-04-13 18:00:00,33.76,64.69,11.62,19.93,32.67,3.23,7.37,1.24,44.23,,1.09,129.13,29.09,0.0
2022-04-13 18:00:00,2022-04-13 19:00:00,33.19,63.18,11.19,20.55,31.47,3.24,4.12,1.2,43.19,,0.71,125.56,28.3,0.0
2022-04-13 19:00:00,2022-04-13 20:00:00,32.59,61.59,10.75,21.18,31.4,3.16,3.53,1.15,42.09,,0.51,99.39,27.93,0.0
2022-04-13 20:00:00,2022-04-13 21:00:00,32.88,62.34,10.96,21.38,32.77,3.33,1.73,1.17,42.61,,0.55,110.11,27.31,0.0
2022-04-13 21:00:00,2022-04-13 22:00:00,33.49,63.97,11.42,20.28,33.08,3.28,1.94,1.22,43.73,,0.68,130.36,26.74,0.0
2022-04-13 22:00:00,2022-04-13 23:00:00,33.12,62.98,11.14,21.44,32.04,3.18,2.9,1.19,43.05,,0.64,126.14,26.45,0.0
2022-04-13 23:00:00,2022-04-14 00:00:00,33.99,65.3,11.79,21.84,32.26,3.16,1.71,1.26,44.64,,0.68,157.65,26.18,0.0
2022-04-14 00:00:00,2022-04-14 01:00:00,33.52,64.08,11.45,20.27,32.19,3.17,4.42,1.23,43.8,,0.58,100.7,26.11,0.0
2022-04-14 01:00:00,2022-04-14 02:00:00,33.02,62.72,11.06,21.5,32.8,3.11,4.42,1.18,42.86,,0.55,101.47,26.13,0.0
2022-04-14 02:00:00,2022-04-14 03:00:00,33.45,63.87,11.39,21.6,32.95,3.14,4.27,1.22,43.66,,0.49,102.55,25.81,0.0
2022-04-14 03:00:00,2022-04-14 04:00:00,32.73,61.95,10.85,20.84,32.01,3.21,3.45,1.16,42.34,,0.31,130.3,25.83,0.0
2022-04-14 04:00:00,2022-04-14 05:00:00,32.25,60.66,10.48,21.36,31.69,3.23,3.08,1.12,41.45,,0.38,65.89,25.91,0.0
2022-04-14 05:00:00,2022-04-14 06:00:00,33.28,63.41,11.26,22.2,31.78,3.16,2.5,1.21,43.34,,0.34,50.66,25.91,0.0
2022-04-14 06:00:00,2022-04-14 07:00:00,33.58,64.23,11.49,19.96,31.94,3.15,4.17,1.23,43.91,,0.52,60.74,25.71,0.0
2022-04-14 07:00:00,2022-04-14 08:00:00,33.09,62.91,11.12,21.4,32.61,3.32,4.43,1.19,43.0,,0.71,94.94,25.96,0.0
2022-04-14 08:00:00,2022-04-14 09:00:00,33.06,62.83,11.09,22.32,32.8,3.18,2.96,1.18,42.95,,0.59,85.55,26.55,0.0
2022-04-14 09:00:00,2022-04-14 10:00:00,33.32,63.52,11.29,21.51,31.34,3.16,2.55,1.21,43.42,,0.37,99.91,28.83,0.0
2022-04-14 10:00:00,2022-04-14 11:00:00,32.84,62.25,10.93,20.8,31.99,3.1,2.93,1.17,42.55,92.93,0.76,172.24,30.39,0.0
2022-04-14 11:00:00,2022-04-14 12:00:00,34.92,64.39,10.81,21.07,31.9,5.38,4.07,1.0,44.67,89.4,1.03,193.6,31.02,0.0
2022-04-14 12:00:00,2022-04-14 13:00:00,37.14,68.83,11.63,21.12,31.57,5.95,3.7,1.04,47.98,90.37,1.17,200.7,30.84,0.0
2022-04-14 13:00:00,2022-04-14 14:00:00,36.02,66.1,11.01,21.02,31.29,6.0,2.3,0.98,46.06,86.08,1.19,205.06,31.35,0.0
2022-04-14 14:00:00,2022-04-14 15:00:00,35.7,65.29,10.81,21.06,30.97,5.89,0.62,0.95,45.49,73.72,1.23,191.46,32.7,0.0
2022-04-14 15:00:00,2022-04-14 16:00:00,35.91,65.81,10.94,20.76,31.17,5.95,0.81,0.97,45.86,79.81,1.9,215.95,32.05,0.0
2022-04-14 16:00:00,2022-04-14 17:00:00,36.27,66.7,11.13,21.41,31.54,6.17,5.29,0.99,46.48,83.98,2.11,211.25,31.39,0.0
2022-04-14 17:00:00,2022-04-14 18:00:00,36.01,66.06,10.99,21.35,31.34,6.0,9.57,0.97,46.04,83.78,1.65,207.74,30.94,0.0
2022-04-14 18:00:00,2022-04-14 19:00:00,35.47,64.75,10.69,20.34,31.41,5.98,4.7,0.94,45.11,92.38,1.25,201.61,29.79,0.0
2022-04-14 19:00:00,2022-04-14 20:00:00,35.95,65.92,10.96,20.81,30.99,5.92,3.26,0.97,45.93,,0.59,191.04,29.16,0.0
2022-04-14 20:00:00,2022-04-14 21:00:00,35.38,64.52,10.64,19.78,31.0,5.95,0.82,0.94,44.95,,0.49,127.53,28.8,0.0
2022-04-14 21:00:00,2022-04-14 22:00:00,35.8,65.54,10.87,21.73,31.55,5.84,,0.96,45.67,,0.39,91.61,28.33,0.0
2022-04-14 22:00:00,2022-04-14 23:00:00,36.2,66.52,11.09,20.96,31.38,5.91,,0.98,46.36,,0.52,69.44,27.66,0.0
2022-04-14 23:00:00,2022-04-15 00:00:00,35.95,65.93,10.96,20.18,31.83,5.94,,0.97,45.94,,0.4,79.91,27.07,0.0
2022-04-15 00:00:00,2022-04-15 01:00:00,36.11,66.31,11.05,20.54,30.53,5.92,4.45,0.98,46.21,,0.49,77.61,26.66,0.0
2022-04-15 01:00:00,2022-04-15 02:00:00,36.67,67.68,11.37,21.27,31.03,6.09,5.88,1.01,47.17,,0.46,66.6,26.53,0.0
2022-04-15 02:00:00,2022-04-15 03:00:00,36.06,66.2,11.03,21.05,31.46,5.93,5.04,0.98,46.13,,0.54,267.35,26.11,0.0
2022-04-15 03:00:00,2022-04-15 04:00:00,35.73,65.38,10.84,21.23,30.91,6.03,4.23,0.96,45.56,,0.48,24.23,25.91,0.0
2022-04-15 04:00:00,2022-04-15 05:00:00,36.59,67.49,11.32,21.09,31.02,5.95,3.94,1.01,47.04,,0.32,48.98,25.75,0.0
2022-04-15 05:00:00,2022-04-15 06:00:00,36.53,67.33,11.29,20.25,30.36,5.91,4.24,1.0,46.93,,0.43,82.81,25.55,0.0
2022-04-15 06:00:00,2022-04-15 07:00:00,36.21,66.55,11.11,21.3,30.38,5.94,4.2,0.99,46.38,,0.53,85.48,25.7,0.0
2022-04-15 07:00:00,2022-04-15 08:00:00,36.57,67.43,11.31,20.23,30.61,6.0,3.62,1.01,47.0,,1.02,80.41,27.28,0.0
2022-04-15 08:00:00,2022-04-15 09:00:00,36.49,67.24,11.27,20.39,30.19,6.02,2.5,1.0,46.86,94.75,0.95,109.85,29.6,0.0
2022-04-15 09:00:00,2022-04-15 10:00:00,36.04,66.13,11.01,21.48,31.63,5.95,1.5,0.98,46.08,82.48,0.51,144.69,31.7,0.0
2022-04-15 10:00:00,2022-04-15 11:00:00,35.91,65.83,10.94,20.33,31.98,6.14,3.99,0.97,45.87,73.87,0.62,250.04,33.03,0.0
2022-04-15 11:00:00,2022-04-15 12:00:00,35.86,65.69,10.9,21.27,31.34,6.07,7.15,0.96,45.77,67.38,0.75,255.11,33.95,0.0
2022-04-15 12:00:00,2022-04-15 13:00:00,36.09,66.26,11.04,20.99,31.21,5.85,5.56,0.98,46.18,70.78,1.13,233.92,34.02,0.0
2022-04-15 13:00:00,2022-04-15 14:00:00,36.48,67.21,11.26,21.36,31.27,5.92,7.33,1.0,46.85,67.95,1.51,239.76,33.94,0.0
2022-04-15 14:00:00,2022-04-15 15:00:00,35.61,65.09,10.77,20.33,31.42,6.05,5.59,0.95,45.35,72.61,1.47,249.71,33.45,0.0
2022-04-15 15:00:00,2022-04-15 16:00:00,35.8,65.54,10.88,20.98,31.44,6.07,0.55,0.96,45.67,74.33,1.4,245.18,33.14,0.0
2022-04-15 16:00:00,2022-04-15 17:00:00,35.6,65.05,10.76,21.42,31.3,5.96,,0.95,45.32,77.62,1.59,261.68,32.36,0.0
2022-04-15 17:00:00,2022-04-15 18:00:00,36.37,66.94,11.2,21.02,30.57,6.02,,0.99,46.65,81.25,1.49,234.52,31.79,0.0
2022-04-15 18:00:00,2022-04-15 19:00:00,36.28,66.73,11.15,20.5,30.97,6.01,12.36,0.99,46.5,90.28,0.94,237.12,32.65,0.0
2022-04-15 19:00:00,2022-04-15 20:00:00,36.44,67.11,11.23,22.05,30.5,5.89,32.49,1.0,46.77,98.16,0.72,230.54,34.59,0.0
2022-04-15 20:00:00,2022-04-15 21:00:00,35.9,65.79,10.93,21.29,30.36,5.98,30.83,0.97,45.85,99.48,0.3,234.36,33.94,0.0
2022-04-15 21:00:00,2022-04-15 22:00:00,35.83,65.63,10.9,20.65,30.89,5.8,25.71,0.96,45.73,,0.45,158.84,33.07,0.0
2022-04-15 22:00:00,2022-04-15 23:00:00,36.2,66.53,11.1,21.45,30.24,6.06,21.86,0.99,46.36,,0.25,147.41,32.04,0.0
2022-04-15 23:00:00,2022-04-16 00:00:00,36.58,67.47,11.32,21.16,30.86,6.15,18.51,1.01,47.03,,0.31,160.51,30.66,0.0
2022-04-16 00:00:00,2022-04-16 01:00:00,35.37,64.5,10.63,21.68,31.07,6.16,3.98,0.94,44.93,,0.7,120.88,31.01,0.0
2022-04-16 01:00:00,2022-04-16 02:00:00,35.92,65.86,10.95,20.75,31.18,6.15,0.87,0.97,45.89,,0.5,78.66,31.0,0.0
2022-04-16 02:00:00,2022-04-16 03:00:00,36.11,66.32,11.05,20.1,31.1,6.0,,0.98,46.22,,0.46,64.47,31.03,0.0
2022-04-16 03:00:00,2022-04-16 04:00:00,36.03,66.13,11.01,20.15,30.34,6.03,,0.97,46.08,,0.61,76.16,30.89,0.0
2022-04-16 04:00:00,2022-04-16 05:00:00,36.42,67.08,11.23,20.14,30.48,5.97,,1.0,46.75,,0.55,84.38,31.41,0.0
2022-04-16 05:00:00,2022-04-16 06:00:00,35.62,65.11,10.77,20.04,31.6,6.08,0.4,0.95,45.37,,0.55,67.12,29.35,0.0
2022-04-16 06:00:00,2022-04-16 07:00:00,36.23,66.6,11.12,21.12,31.48,5.92,4.42,0.98,46.41,,0.48,110.68,29.34,0.0
2022-04-16 07:00:00,2022-04-16 08:00:00,36.17,66.47,11.09,20.84,31.12,5.88,3.72,0.98,46.32,,0.61,94.22,31.32,0.0
2022-04-16 08:00:00,2022-04-16 09:00:00,35.31,64.34,10.6,21.2,31.08,5.87,3.25,0.93,44.83,93.35,0.63,64.2,33.25,0.0
2022-04-16 09:00:00,2022-04-16 10:00:00,35.28,64.26,10.58,21.28,32.17,6.04,1.29,0.93,44.77,87.52,0.64,222.84,33.2,0.0
2022-04-16 10:00:00,2022-04-16 11:00:00,35.52,64.87,10.72,21.25,31.77,5.88,,0.95,45.2,84.4,0.69,210.53,33.19,0.0
2022-04-16 11:00:00,2022-04-16 12:00:00,35.3,64.33,10.6,20.94,30.07,5.96,,0.93,44.82,78.18,0.93,241.89,34.14,0.0
2022-04-16 12:00:00,2022-04-16 13:00:00,36.03,66.11,11.01,20.64,31.47,5.84,3.0,0.98,46.07,74.9,1.34,233.85,34.21,0.0
2022-04-16 13:00:00,2022-04-16 14:00:00,35.86,65.7,10.91,20.93,30.51,6.04,4.82,0.97,45.78,71.24,1.48,253.7,39.14,0.0
2022-04-16 14:00:00,2022-04-16 15:00:00,36.27,66.71,11.14,19.8,30.27,5.82,12.98,0.99,46.49,73.56,1.41,258.99,36.12,0.0
2022-04-16 15:00:00,2022-04-16 16:00:00,36.39,66.99,11.21,20.02,31.14,6.08,19.5,1.0,46.69,72.22,1.23,264.12,35.12,0.0
2022-04-16 16:00:00,2022-04-16 17:00:00,33.69,71.83,11.13,20.93,32.59,3.69,23.98,1.15,35.45,72.05,1.2,253.37,34.87,0.0
2022-04-16 17:00:00,2022-04-16 18:00:00,32.59,72.3,10.9,21.67,32.5,3.18,25.24,1.16,32.59,74.54,0.94,265.85,33.8,0.0
2022-04-16 18:00:00,2022-04-16 19:00:00,32.42,72.06,10.83,21.03,31.68,3.15,2.04,1.15,32.42,84.0,0.71,233.86,31.37,0.0
2022-04-16 19:00:00,2022-04-16 20:00:00,34.93,75.76,12.02,21.41,31.59,3.2,,1.28,34.93,93.64,0.45,240.57,30.77,0.0
2022-04-16 20:00:00,2022-04-16 21:00:00,33.16,73.14,11.17,21.0,32.11,3.18,,1.19,33.16,97.9,0.35,290.42,30.61,0.0
2022-04-16 21:00:00,2022-04-16 22:00:00,32.67,72.42,10.94,21.84,32.43,3.2,,1.16,32.67,,0.45,274.29,30.62,0.0
2022-04-16 22:00:00,2022-04-16 23:00:00,33.74,74.0,11.45,21.62,32.01,3.17,,1.22,33.74,,0.37,23.58,30.34,0.0
2022-04-16 23:00:00,2022-04-17 00:00:00,35.12,76.03,12.11,21.45,31.56,3.22,,1.29,35.12,,0.25,253.63,30.33,0.0
2022-04-17 00:00:00,2022-04-17 01:00:00,34.22,74.71,11.68,21.48,31.39,3.2,5.2,1.24,34.22,,0.88,181.67,28.68,0.0
2022-04-17 01:00:00,2022-04-17 02:00:00,33.75,74.01,11.45,22.68,32.38,3.12,7.06,1.22,33.75,,0.81,253.97,28.06,0.0
2022-04-17 02:00:00,2022-04-17 03:00:00,32.85,72.7,11.03,21.55,32.04,3.18,5.96,1.17,32.85,,0.54,89.37,27.72,0.0
2022-04-17 03:00:00,2022-04-17 04:00:00,33.38,73.46,11.28,21.06,31.67,3.22,3.61,1.2,33.38,,0.6,265.51,27.87,0.0
2022-04-17 04:00:00,2022-04-17 05:00:00,34.2,74.68,11.67,21.66,31.81,3.23,2.19,1.24,34.2,,0.29,86.72,27.93,0.0
2022-04-17 05:00:00,2022-04-17 06:00:00,33.04,72.96,11.12,20.82,31.9,3.17,1.35,1.18,33.04,,0.57,110.38,27.69,0.0
2022-04-17 06:00:00,2022-04-17 07:00:00,33.65,73.87,11.41,20.87,31.88,3.25,3.0,1.21,33.65,,0.52,116.66,27.69,0.0
2022-04-17 07:00:00,2022-04-17 08:00:00,33.26,73.28,11.22,21.09,31.77,3.25,0.93,1.19,33.26,,0.55,99.08,28.8,0.0
2022-04-17 08:00:00,2022-04-17 09:00:00,33.59,73.78,11.38,20.75,31.89,3.16,0.03,1.21,33.59,,0.63,140.55,31.17,0.0
2022-04-17 09:00:00,2022-04-17 10:00:00,33.95,74.3,11.55,21.08,31.62,3.23,,1.23,33.95,93.3,0.5,201.99,33.03,0.0
2022-04-17 10:00:00,2022-04-17 11:00:00,33.57,73.76,11.37,20.64,30.91,3.2,0.2,1.21,33.57,93.66,0.92,204.33,32.67,0.0
2022-04-17 11:00:00,2022-04-17 12:00:00,33.59,73.79,11.38,21.96,32.7,3.2,3.48,1.21,33.59,84.61,1.1,252.06,34.15,0.0
2022-04-17 12:00:00,2022-04-17 13:00:00,33.58,73.77,11.38,21.3,31.7,3.19,5.05,1.21,33.58,83.41,1.31,244.95,34.38,0.0
2022-04-17 13:00:00,2022-04-17 14:00:00,34.28,74.8,11.71,20.23,32.07,3.22,8.05,1.24,34.28,81.14,1.34,255.34,34.44,0.0
2022-04-17 14:00:00,2022-04-17 15:00:00,32.88,72.73,11.04,20.97,32.51,3.23,9.66,1.18,32.88,79.14,1.41,257.5,34.34,0.0
2022-04-17 15:00:00,2022-04-17 16:00:00,33.25,73.28,11.22,20.5,32.39,3.11,3.75,1.19,33.25,82.34,1.63,278.5,33.72,0.0
2022-04-17 16:00:00,2022-04-17 17:00:00,33.15,73.12,11.16,21.37,32.76,3.21,4.42,1.19,33.15,82.07,1.37,274.27,33.33,0.0
2022-04-17 17:00:00,2022-04-17 18:00:00,32.29,71.87,10.76,21.34,32.04,3.21,9.54,1.15,32.29,85.43,1.08,271.24,32.93,0.0
2022-04-17 18:00:00,2022-04-17 19:00:00,32.64,72.38,10.93,20.75,32.39,3.17,4.72,1.16,32.64,92.31,0.6,229.49,31.77,0.0
2022-04-17 19:00:00,2022-04-17 20:00:00,33.05,72.99,11.12,21.64,32.07,3.15,4.08,1.18,33.05,,0.22,149.52,30.79,0.0
2022-04-17 20:00:00,2022-04-17 21:00:00,33.7,73.94,11.43,20.64,31.43,3.21,1.69,1.21,33.7,,1.17,127.05,30.45,0.0
2022-04-17 21:00:00,2022-04-17 22:00:00,33.87,74.19,11.52,20.93,32.41,3.17,,1.22,33.87,,0.83,165.59,30.1,0.0
2022-04-17 22:00:00,2022-04-17 23:00:00,32.88,72.72,11.04,20.69,32.07,3.21,,1.17,32.88,,0.95,121.94,29.99,0.0
2022-04-17 23:00:00,2022-04-18 00:00:00,33.44,73.55,11.31,21.15,31.78,3.2,,1.2,33.44,,0.67,160.28,29.61,0.0
2022-04-18 00:00:00,2022-04-18 01:00:00,32.92,72.79,11.06,20.94,32.28,3.14,4.46,1.17,32.92,,0.78,54.55,29.89,0.0
2022-04-18 01:00:00,2022-04-18 02:00:00,33.87,74.2,11.52,20.98,31.38,3.13,6.37,1.22,33.87,,0.43,113.58,28.66,0.0
2022-04-18 02:00:00,2022-04-18 03:00:00,33.25,73.28,11.22,21.84,32.36,3.17,7.79,1.19,33.25,,0.37,164.07,28.16,0.0
2022-04-18 03:00:00,2022-04-18 04:00:00,32.62,72.36,10.92,21.45,32.53,3.15,7.19,1.16,32.62,,0.53,201.7,27.72,0.0
2022-04-18 04:00:00,2022-04-18 05:00:00,32.12,71.61,10.68,21.3,32.42,3.2,5.87,1.14,32.12,,0.26,233.34,27.82,0.0
2022-04-18 05:00:00,2022-04-18 06:00:00,33.73,73.97,11.45,21.03,32.42,3.17,5.09,1.22,33.73,,0.64,57.27,28.66,0.0
2022-04-18 06:00:00,2022-04-18 07:00:00,34.15,74.61,11.65,20.98,31.71,3.25,3.88,1.24,34.15,,0.66,59.91,28.83,0.0
2022-04-18 07:00:00,2022-04-18 08:00:00,33.48,73.62,11.33,21.27,32.09,3.18,2.98,1.2,33.48,,0.53,51.98,30.17,0.0
