From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C)
2023-03-08 11:00:00,2023-03-08 12:00:00,105.12,201.49,3.36,14.56,14.32,31.25,14.26,0.2,77.52,0.0,0.0,,,,,26.64,0.89,19.62,219.5,,,28.73
2023-03-08 12:00:00,2023-03-08 13:00:00,95.0,161.6,3.35,14.24,14.13,31.07,12.53,0.28,86.86,0.0,0.0,,,,,23.88,1.04,28.63,265.72,,,29.92
2023-03-08 13:00:00,2023-03-08 14:00:00,87.84,166.48,3.28,13.5,13.68,31.18,10.68,0.43,90.79,0.0,0.0,,,,,23.75,0.88,98.83,232.75,,,30.05
2023-03-08 14:00:00,2023-03-08 15:00:00,80.72,147.41,3.25,13.09,13.44,31.13,10.17,0.47,95.19,0.0,0.0,,,,,23.03,0.44,339.31,191.36,,,30.53
2023-03-08 15:00:00,2023-03-08 16:00:00,72.4,125.84,3.19,12.93,13.31,31.07,10.61,0.45,102.53,0.0,0.0,,,,,23.03,0.36,305.19,103.1,,,30.59
2023-03-08 16:00:00,2023-03-08 17:00:00,69.94,120.7,3.18,13.33,13.52,31.0,11.02,0.36,104.0,0.0,0.0,,,,,24.2,0.35,304.28,45.7,,,29.64
2023-03-08 17:00:00,2023-03-08 18:00:00,72.19,120.02,3.22,15.96,14.95,30.93,9.96,0.28,89.92,0.0,0.0,,,,,26.73,0.33,202.04,19.72,,,28.52
2023-03-08 18:00:00,2023-03-08 19:00:00,71.25,136.56,3.78,23.34,19.33,31.05,6.99,0.35,51.39,0.0,0.0,,,,,33.25,0.33,200.04,14.73,,,26.78
2023-03-08 19:00:00,2023-03-08 20:00:00,73.22,178.49,5.62,30.07,24.41,31.06,5.11,0.38,26.79,0.0,0.0,,,,,39.51,0.22,179.92,14.77,,,25.23
2023-03-08 20:00:00,2023-03-08 21:00:00,83.98,213.34,12.05,30.82,30.03,30.28,4.11,0.29,23.75,0.0,0.0,,,,,41.09,0.17,216.7,14.76,,,24.61
2023-03-08 21:00:00,2023-03-08 22:00:00,87.01,221.63,4.73,21.76,19.26,30.77,4.02,0.5,45.7,0.0,0.0,,,,,36.44,0.85,47.79,13.46,,,25.12
2023-03-08 22:00:00,2023-03-08 23:00:00,86.55,194.02,3.24,15.38,14.65,30.95,4.88,0.54,57.85,0.0,0.0,,,,,35.13,1.29,37.57,13.6,,,25.03
2023-03-08 23:00:00,2023-03-09 00:00:00,80.98,159.12,3.18,14.11,13.93,30.98,5.0,0.53,56.75,0.0,0.0,,,,,37.7,0.7,36.23,14.18,,,24.17
2023-03-09 00:00:00,2023-03-09 01:00:00,72.14,149.38,3.18,13.61,13.66,31.0,4.28,0.26,53.58,0.0,0.0,,,,,37.93,1.1,36.88,13.72,,,23.87
2023-03-09 01:00:00,2023-03-09 02:00:00,66.75,143.4,3.26,12.74,13.27,31.01,5.13,0.2,54.05,0.0,0.0,,,,,38.94,0.9,31.44,14.05,,,23.29
2023-03-09 02:00:00,2023-03-09 03:00:00,65.54,128.31,3.3,12.95,13.41,31.09,4.88,0.2,46.42,0.0,0.0,,,,,44.16,0.35,120.44,14.33,,,22.05
2023-03-09 03:00:00,2023-03-09 04:00:00,62.19,122.89,3.68,16.18,15.44,31.41,3.25,0.2,26.32,0.0,0.0,,,,,53.56,0.24,138.84,14.28,,,20.59
2023-03-09 04:00:00,2023-03-09 05:00:00,63.64,121.22,6.39,20.91,20.16,31.16,2.4,0.2,8.68,0.0,0.0,,,,,60.22,0.38,172.85,14.02,,,19.62
2023-03-09 05:00:00,2023-03-09 06:00:00,71.41,131.12,6.79,19.45,19.7,31.27,1.73,0.2,6.39,0.0,0.0,,,,,64.73,0.41,189.52,14.18,,,18.93
2023-03-09 06:00:00,2023-03-09 07:00:00,72.69,141.71,6.06,19.22,18.99,31.26,1.39,0.21,7.81,0.0,0.0,,,,,63.72,0.43,183.17,30.89,,,18.81
2023-03-09 07:00:00,2023-03-09 08:00:00,76.79,165.28,8.18,20.06,21.16,31.15,1.29,0.22,12.83,0.0,0.0,,,,,56.8,0.43,159.16,90.81,,,20.57
2023-03-09 08:00:00,2023-03-09 09:00:00,80.87,180.37,4.81,19.06,17.89,31.19,1.42,0.32,28.74,0.0,0.0,,,,,47.26,0.32,135.92,163.76,,,23.16
2023-03-09 09:00:00,2023-03-09 10:00:00,81.56,189.66,4.04,17.27,16.3,31.02,5.54,0.2,48.33,0.12,13.72,7.37,1.46,0.64,,36.54,0.69,32.95,222.35,,,25.47
2023-03-09 10:00:00,2023-03-09 11:00:00,80.17,188.32,4.75,23.2,20.04,31.05,18.23,0.21,61.62,0.08,12.1,5.64,0.79,0.4,,32.39,0.43,107.91,257.09,,,27.75
2023-03-09 11:00:00,2023-03-09 12:00:00,87.68,192.89,4.46,26.16,21.38,31.08,34.1,0.21,94.79,0.07,33.58,6.68,0.76,0.35,,28.06,0.55,87.2,289.77,,,29.41
2023-03-09 12:00:00,2023-03-09 13:00:00,92.19,193.57,3.34,14.82,14.44,31.17,23.24,,107.54,0.05,29.48,4.43,0.39,0.15,,24.65,0.67,138.76,310.01,,,31.01
2023-03-09 13:00:00,2023-03-09 14:00:00,90.19,184.72,3.3,13.75,13.84,31.47,,0.31,122.42,0.15,9.24,2.56,0.26,0.14,,23.37,0.47,188.27,287.09,,,32.09
2023-03-09 14:00:00,2023-03-09 15:00:00,85.06,177.42,3.36,14.51,14.29,31.2,,0.81,146.89,0.11,13.26,2.08,0.2,0.1,,22.17,0.49,225.93,198.59,,,32.2
2023-03-09 15:00:00,2023-03-09 16:00:00,86.99,172.94,3.25,14.46,14.18,30.62,21.98,0.87,133.35,0.12,13.87,1.83,0.16,0.08,,21.9,0.51,267.98,101.38,,,32.01
2023-03-09 16:00:00,2023-03-09 17:00:00,86.37,170.97,3.21,19.43,16.78,30.34,22.28,0.1,119.94,0.08,7.46,1.53,0.25,0.12,,24.31,0.43,207.26,53.02,,,31.0
2023-03-09 17:00:00,2023-03-09 18:00:00,92.53,174.94,3.52,35.74,25.7,30.34,17.72,0.11,52.38,0.22,8.79,5.44,1.77,0.9,,32.19,0.12,131.97,21.97,,,28.91
2023-03-09 18:00:00,2023-03-09 19:00:00,115.05,410.97,32.02,41.77,52.09,29.64,15.97,0.0,9.09,0.97,20.02,29.97,7.73,4.49,,38.35,0.26,201.6,14.91,,,27.05
2023-03-09 19:00:00,2023-03-09 20:00:00,152.67,706.8,10.52,42.91,35.22,30.78,12.14,0.0,17.73,1.5,36.27,33.84,10.56,5.69,,42.44,0.42,159.5,14.29,,,26.16
2023-03-09 20:00:00,2023-03-09 21:00:00,160.83,503.72,3.48,19.28,16.92,31.7,9.91,0.0,61.71,0.27,17.88,9.92,3.71,2.06,,43.37,0.63,69.84,13.82,,,25.46
2023-03-09 21:00:00,2023-03-09 22:00:00,145.26,288.16,3.3,17.45,15.8,31.57,10.11,0.01,68.84,0.07,13.3,4.79,0.73,0.33,,40.98,0.67,146.66,13.89,,,25.3
2023-03-09 22:00:00,2023-03-09 23:00:00,120.72,204.76,3.29,18.3,16.25,31.62,13.05,0.02,63.7,0.1,16.03,5.25,1.21,0.47,,36.29,0.47,158.34,14.05,,,25.76
2023-03-09 23:00:00,2023-03-10 00:00:00,114.28,214.32,3.51,26.31,20.69,31.84,12.1,0.0,29.48,0.15,25.41,8.42,1.61,0.65,,43.58,0.33,87.88,14.51,,,23.93
2023-03-10 00:00:00,2023-03-10 01:00:00,102.98,231.24,3.49,24.43,19.66,32.09,8.17,0.08,27.17,0.19,29.91,9.71,2.13,0.86,,49.28,0.41,104.85,14.11,,,22.95
2023-03-10 01:00:00,2023-03-10 02:00:00,94.5,234.36,3.37,17.79,16.04,31.77,8.32,0.05,44.53,0.1,28.59,7.01,1.23,0.48,,49.04,0.47,95.69,14.1,,,22.51
2023-03-10 02:00:00,2023-03-10 03:00:00,98.3,211.68,3.7,24.11,19.67,31.66,7.76,0.0,21.85,0.09,23.12,6.0,0.98,0.38,,53.82,0.35,183.26,14.26,,,22.05
2023-03-10 03:00:00,2023-03-10 04:00:00,99.63,225.23,6.63,24.52,22.27,31.47,5.61,0.0,11.23,0.13,23.02,9.27,1.34,0.55,,59.2,0.34,182.07,14.26,,,21.18
2023-03-10 04:00:00,2023-03-10 05:00:00,97.29,199.08,4.13,21.88,18.83,31.59,4.55,0.0,15.45,0.09,22.02,7.29,0.95,0.44,,60.33,0.24,125.49,14.09,,,20.59
2023-03-10 05:00:00,2023-03-10 06:00:00,93.91,194.57,3.76,20.87,17.99,31.73,4.2,0.0,16.17,0.08,22.02,7.12,0.92,0.53,,61.25,0.18,137.45,14.33,,,19.96
2023-03-10 06:00:00,2023-03-10 07:00:00,100.12,225.99,23.99,16.53,31.73,31.02,4.45,0.04,7.3,0.14,24.83,9.11,1.24,0.64,,62.82,0.37,168.23,28.05,,,19.95
2023-03-10 07:00:00,2023-03-10 08:00:00,112.08,305.12,15.68,20.97,27.74,31.4,3.77,0.04,9.46,0.19,25.59,11.37,1.96,1.02,,59.13,0.45,162.26,84.73,,,21.4
2023-03-10 08:00:00,2023-03-10 09:00:00,113.44,331.26,5.0,19.0,18.0,31.62,3.41,0.02,35.65,0.13,19.94,8.39,1.66,0.93,,45.89,0.47,58.2,182.69,,,23.88
2023-03-10 09:00:00,2023-03-10 10:00:00,109.26,266.04,3.83,17.11,16.05,32.24,5.41,0.0,48.46,0.09,9.4,5.6,0.92,0.49,,39.33,0.54,197.27,369.71,,,25.62
2023-03-10 10:00:00,2023-03-10 11:00:00,104.5,202.66,5.34,23.0,20.41,31.62,13.8,0.0,62.84,0.08,10.22,4.42,0.8,0.37,,34.2,0.23,194.56,422.95,,,27.97
2023-03-10 11:00:00,2023-03-10 12:00:00,98.84,177.8,3.5,16.08,15.24,31.43,13.6,0.0,84.64,0.07,7.24,3.79,0.63,0.31,,31.21,0.47,249.81,413.43,,,29.1
2023-03-10 12:00:00,2023-03-10 13:00:00,95.73,159.34,3.36,15.55,14.84,31.49,15.11,0.0,109.0,0.04,9.21,2.6,0.39,0.2,,28.61,0.6,208.31,529.91,,,30.64
2023-03-10 13:00:00,2023-03-10 14:00:00,87.63,166.37,3.23,15.47,14.69,31.3,28.44,0.0,131.78,0.03,13.46,2.22,0.26,0.13,,26.65,0.73,195.67,436.02,,,31.23
2023-03-10 14:00:00,2023-03-10 15:00:00,86.0,186.84,3.24,15.45,14.69,30.98,39.73,0.0,134.27,0.04,11.71,2.12,0.26,0.12,,24.27,0.38,95.78,301.9,,,31.65
2023-03-10 15:00:00,2023-03-10 16:00:00,86.42,182.49,3.18,15.15,14.48,30.61,48.53,0.02,125.15,0.07,9.68,1.98,0.32,0.14,,21.72,0.51,185.15,184.34,,,31.77
2023-03-10 16:00:00,2023-03-10 17:00:00,84.25,177.38,3.51,18.7,16.64,31.0,34.67,0.28,123.47,0.04,8.12,1.81,0.33,0.21,,23.51,0.64,136.85,89.69,,,31.01
2023-03-10 17:00:00,2023-03-10 18:00:00,52.58,193.83,3.71,32.4,24.09,30.84,23.99,0.63,75.65,0.12,18.09,5.32,0.93,0.46,,28.58,0.29,139.06,33.53,,,29.57
2023-03-10 18:00:00,2023-03-10 19:00:00,157.96,579.49,4.63,39.41,28.56,31.7,13.01,0.14,37.64,0.4,26.3,13.44,3.7,1.51,,36.51,0.32,138.19,14.82,,,27.5
2023-03-10 19:00:00,2023-03-10 20:00:00,157.84,524.09,4.08,18.96,17.23,31.06,14.63,0.1,76.95,0.38,15.19,8.49,5.89,2.25,,30.57,0.76,190.75,13.83,,,26.84
2023-03-10 20:00:00,2023-03-10 21:00:00,125.95,156.28,3.95,14.94,14.99,31.37,9.78,0.1,76.16,0.12,4.76,4.18,1.16,0.52,,33.83,1.07,94.29,13.92,,,25.64
2023-03-10 21:00:00,2023-03-10 22:00:00,94.83,146.38,3.91,16.32,15.7,31.09,7.81,0.1,67.94,0.1,3.85,3.38,0.83,0.37,,36.95,0.35,118.03,14.16,,,24.8
2023-03-10 22:00:00,2023-03-10 23:00:00,83.98,136.27,4.94,23.85,20.54,30.93,6.27,0.2,47.12,0.17,4.88,5.25,1.52,0.66,,40.59,0.33,201.09,14.36,,,24.08
2023-03-10 23:00:00,2023-03-11 00:00:00,71.98,164.62,4.44,25.66,21.09,30.64,5.06,0.54,30.58,0.18,4.72,5.01,1.46,0.6,,45.94,0.39,197.93,14.81,,,23.27
2023-03-11 00:00:00,2023-03-11 01:00:00,74.52,150.38,3.35,18.62,16.46,30.98,3.94,0.11,34.61,0.1,7.65,4.53,0.99,0.4,,48.93,0.28,210.51,14.63,,,22.49
2023-03-11 01:00:00,2023-03-11 02:00:00,68.02,168.31,3.48,17.96,16.22,31.13,3.97,0.11,34.79,0.08,28.65,10.11,2.77,0.76,,48.55,0.48,239.84,14.55,,,22.6
2023-03-11 02:00:00,2023-03-11 03:00:00,68.75,186.06,3.45,17.43,15.91,31.47,3.9,0.1,28.59,0.06,24.52,8.29,2.17,0.59,,53.75,0.3,181.97,14.58,,,21.62
2023-03-11 03:00:00,2023-03-11 04:00:00,67.57,155.97,4.46,20.81,18.53,31.7,4.17,0.1,19.08,0.05,21.91,8.8,2.37,0.69,,54.14,0.58,258.12,13.88,,,21.35
2023-03-11 04:00:00,2023-03-11 05:00:00,69.39,243.39,4.22,19.25,17.51,31.79,4.25,0.1,17.18,0.06,14.71,6.7,1.58,0.59,,59.55,0.35,187.29,14.42,,,20.31
2023-03-11 05:00:00,2023-03-11 06:00:00,77.42,203.37,8.71,20.71,21.94,31.6,3.87,0.1,8.06,0.07,27.59,11.51,3.01,0.96,,62.78,0.24,141.01,14.67,,,19.59
2023-03-11 06:00:00,2023-03-11 07:00:00,95.45,300.22,9.12,19.98,21.88,31.57,4.21,0.1,11.95,0.09,24.76,10.69,2.78,1.1,,61.66,0.41,223.86,43.5,,,19.59
2023-03-11 07:00:00,2023-03-11 08:00:00,92.15,267.08,7.82,20.52,21.11,31.79,4.25,0.1,13.99,0.1,23.07,9.9,2.45,0.93,,57.8,0.42,201.72,159.59,,,21.52
2023-03-11 08:00:00,2023-03-11 09:00:00,96.53,305.59,5.04,18.27,17.64,31.45,4.9,0.34,42.16,0.13,20.02,9.0,2.44,0.95,,45.87,0.56,90.47,316.12,,,24.01
2023-03-11 09:00:00,2023-03-11 10:00:00,92.81,252.38,5.76,26.34,22.54,31.13,8.39,0.59,55.27,0.11,12.46,6.14,1.04,0.48,,39.41,0.3,85.3,456.67,,,26.34
2023-03-11 10:00:00,2023-03-11 11:00:00,102.73,237.34,5.75,31.3,25.16,30.88,30.52,0.47,76.57,0.1,22.09,6.55,1.1,0.48,,32.83,0.73,174.43,553.27,,,28.48
2023-03-11 11:00:00,2023-03-11 12:00:00,101.94,224.0,4.12,22.09,18.94,31.0,66.41,0.1,108.81,0.07,12.44,3.89,0.68,0.28,,27.19,0.45,226.42,626.34,,,30.23
2023-03-11 12:00:00,2023-03-11 13:00:00,95.48,176.91,3.44,16.16,15.23,31.18,59.55,0.1,130.84,0.03,5.48,2.04,0.28,0.14,,24.3,0.56,218.03,621.55,,,31.68
2023-03-11 13:00:00,2023-03-11 14:00:00,88.88,179.45,3.35,13.73,13.86,30.52,50.45,0.1,123.36,0.02,5.39,1.45,0.24,0.11,,18.75,0.64,211.84,566.35,,,32.68
2023-03-11 14:00:00,2023-03-11 15:00:00,81.61,163.18,3.32,12.71,13.3,29.56,19.73,0.1,99.17,0.02,2.5,1.35,0.16,0.09,,13.28,0.88,241.63,482.72,,,33.11
2023-03-11 15:00:00,2023-03-11 16:00:00,61.73,121.5,3.29,12.74,13.29,29.41,20.78,0.53,114.5,0.01,1.43,1.13,0.15,0.07,,14.46,0.85,221.68,202.16,,,32.58
2023-03-11 16:00:00,2023-03-11 17:00:00,65.22,109.18,3.13,15.26,14.5,29.0,31.44,0.19,120.85,0.02,1.56,0.71,0.21,0.09,,14.7,0.78,227.57,97.6,,,31.9
2023-03-11 17:00:00,2023-03-11 18:00:00,52.67,127.08,3.18,27.03,20.8,28.87,34.2,0.21,87.97,0.04,2.96,1.5,0.52,0.2,,19.25,0.35,199.91,31.61,,,29.93
2023-03-11 18:00:00,2023-03-11 19:00:00,62.45,207.34,14.99,46.95,41.0,28.21,21.27,0.24,17.05,0.33,5.62,4.94,2.87,1.2,,28.11,0.17,196.67,16.54,,,26.85
2023-03-11 19:00:00,2023-03-11 20:00:00,102.47,438.06,68.82,20.28,66.32,27.25,19.82,0.1,6.58,0.89,2.71,1.88,6.36,3.22,,34.81,0.2,148.4,15.49,,,25.11
2023-03-11 20:00:00,2023-03-11 21:00:00,153.66,632.22,29.72,29.23,43.55,29.02,14.83,0.1,6.92,1.02,4.38,0.16,6.12,5.62,,39.3,0.17,100.37,15.03,,,24.14
2023-03-11 21:00:00,2023-03-11 22:00:00,163.5,516.77,24.85,31.36,40.45,28.88,14.5,0.1,6.65,0.33,2.59,3.94,5.29,3.0,,40.42,0.17,186.02,15.1,,,23.36
2023-03-11 22:00:00,2023-03-11 23:00:00,165.11,457.27,25.76,23.4,36.91,29.54,11.87,0.1,5.91,0.52,2.52,2.73,5.32,2.49,,48.24,0.37,199.33,14.58,,,22.36
2023-03-11 23:00:00,2023-03-12 00:00:00,161.19,331.98,9.77,27.9,26.62,30.16,7.12,0.1,6.28,0.29,3.42,3.04,3.91,2.33,,52.73,0.31,186.63,14.59,,,21.74
2023-03-12 00:00:00,2023-03-12 01:00:00,154.66,354.34,5.99,23.15,21.02,30.37,8.24,0.17,13.39,0.15,3.18,3.05,3.82,1.89,,51.49,0.55,135.05,13.92,,,21.23
2023-03-12 01:00:00,2023-03-12 02:00:00,143.41,311.68,7.58,27.59,24.67,30.4,9.14,0.2,7.31,0.26,2.32,4.27,3.4,1.69,,51.52,0.49,225.71,14.37,,,21.45
2023-03-12 02:00:00,2023-03-12 03:00:00,147.65,347.86,10.1,22.84,24.2,30.69,7.68,0.11,5.67,0.3,3.21,2.73,4.25,2.03,,59.18,0.31,181.39,14.75,,,20.09
2023-03-12 03:00:00,2023-03-12 04:00:00,140.18,296.91,11.62,19.86,23.85,30.83,7.14,0.1,6.03,0.2,1.96,3.03,3.13,1.52,,61.26,0.33,137.33,14.26,,,19.46
2023-03-12 04:00:00,2023-03-12 05:00:00,136.67,296.79,5.94,21.07,19.87,31.25,7.19,0.1,8.28,0.12,2.44,4.54,2.19,1.14,,61.25,0.33,94.98,14.08,,,18.98
2023-03-12 05:00:00,2023-03-12 06:00:00,130.52,241.26,9.86,19.61,22.28,31.08,7.46,0.1,6.43,0.09,2.67,7.28,1.41,0.75,,63.3,0.26,175.88,15.02,,,18.36
2023-03-12 06:00:00,2023-03-12 07:00:00,130.58,288.31,12.17,18.46,23.55,30.92,6.53,0.1,7.02,0.14,2.2,3.52,1.88,1.02,,63.1,0.43,206.83,47.13,,,18.46
2023-03-12 07:00:00,2023-03-12 08:00:00,132.5,272.27,8.4,22.98,22.89,31.0,8.58,0.1,11.91,0.13,2.31,4.41,2.25,1.01,,55.38,0.47,235.12,152.24,,,20.73
2023-03-12 08:00:00,2023-03-12 09:00:00,143.98,383.92,5.24,21.43,19.5,31.03,10.57,0.3,35.39,0.16,2.6,3.52,2.79,1.21,,44.54,0.34,202.78,291.57,,,23.93
2023-03-12 09:00:00,2023-03-12 10:00:00,151.29,324.75,4.21,22.21,19.07,30.98,10.98,0.46,58.65,0.11,3.7,7.27,1.76,0.77,,39.77,0.28,196.83,436.82,,,26.22
2023-03-12 10:00:00,2023-03-12 11:00:00,139.14,277.09,4.32,29.74,23.17,30.59,22.64,0.57,93.45,0.11,3.24,6.96,1.32,0.58,,32.47,0.33,130.19,529.72,,,28.75
2023-03-12 11:00:00,2023-03-12 12:00:00,146.72,272.05,3.48,26.22,20.62,30.74,44.25,0.28,130.01,0.11,0.95,7.14,1.27,0.49,,26.31,0.35,218.3,601.71,,,31.03
2023-03-12 12:00:00,2023-03-12 13:00:00,139.02,241.73,3.12,14.3,13.98,30.33,38.25,0.1,128.09,0.05,6.93,2.46,0.36,0.16,,19.19,0.43,173.15,646.57,,,32.62
2023-03-12 13:00:00,2023-03-12 14:00:00,107.18,160.44,3.1,12.7,13.11,29.88,37.86,0.1,126.05,0.02,3.73,0.97,0.15,0.07,,15.63,0.99,215.29,573.42,,,33.26
2023-03-12 14:00:00,2023-03-12 15:00:00,80.0,173.57,3.04,11.39,12.37,29.24,15.21,0.1,103.83,0.02,1.92,0.86,0.14,0.08,,11.41,1.06,238.78,480.33,,,33.56
2023-03-12 15:00:00,2023-03-12 16:00:00,63.15,113.94,3.06,11.82,12.61,29.13,11.69,0.17,106.44,0.01,1.24,0.77,0.11,0.06,,11.3,0.89,236.71,209.67,,,33.32
2023-03-12 16:00:00,2023-03-12 17:00:00,50.16,83.49,3.04,12.79,13.11,29.3,14.12,0.28,119.08,0.01,1.55,0.65,0.12,0.06,,15.68,0.63,233.82,99.4,,,32.33
2023-03-12 17:00:00,2023-03-12 18:00:00,55.91,96.28,3.02,23.5,18.8,29.11,13.54,0.25,81.63,0.08,2.89,1.69,0.38,0.16,,20.77,0.2,222.27,33.28,,,30.23
2023-03-12 18:00:00,2023-03-12 19:00:00,59.78,154.56,7.49,43.2,32.91,28.82,11.73,0.22,22.8,0.53,6.58,3.92,3.22,1.32,,29.34,0.14,160.13,16.38,,,27.08
2023-03-12 19:00:00,2023-03-12 20:00:00,83.7,384.41,7.75,46.38,37.55,28.75,12.08,0.17,12.13,0.9,4.2,1.78,5.97,2.68,,32.37,0.28,217.82,16.13,,,25.9
2023-03-12 20:00:00,2023-03-12 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 21:00:00,2023-03-12 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 22:00:00,2023-03-12 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 23:00:00,2023-03-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 00:00:00,2023-03-13 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 01:00:00,2023-03-13 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 02:00:00,2023-03-13 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 03:00:00,2023-03-13 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 04:00:00,2023-03-13 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 05:00:00,2023-03-13 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 06:00:00,2023-03-13 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 07:00:00,2023-03-13 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 08:00:00,2023-03-13 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 09:00:00,2023-03-13 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 10:00:00,2023-03-13 11:00:00,163.29,287.61,3.37,26.28,20.55,30.59,26.84,0.16,89.02,0.14,14.34,6.96,1.56,0.74,,31.54,0.44,167.83,522.95,,,29.2
2023-03-13 11:00:00,2023-03-13 12:00:00,158.11,280.31,3.0,23.17,18.61,30.34,46.26,0.3,131.12,0.11,16.32,5.47,0.88,0.42,,24.81,0.32,147.86,598.19,,,31.87
2023-03-13 12:00:00,2023-03-13 13:00:00,155.05,255.67,3.02,14.66,14.09,29.76,30.33,0.94,125.34,0.09,9.15,3.15,0.42,0.21,,17.23,0.33,239.57,583.44,,,33.42
2023-03-13 13:00:00,2023-03-13 14:00:00,119.24,171.42,3.09,12.55,13.03,29.23,26.43,1.58,121.61,0.04,3.17,1.4,0.21,0.1,,13.66,0.91,234.56,563.38,,,34.12
2023-03-13 14:00:00,2023-03-13 15:00:00,87.08,146.37,3.13,13.38,13.51,29.12,25.41,1.7,125.56,0.03,2.58,1.31,0.18,0.08,,13.82,0.97,244.79,419.28,,,33.98
2023-03-13 15:00:00,2023-03-13 16:00:00,80.67,146.41,3.02,13.52,13.49,28.96,24.42,2.19,131.87,0.04,2.04,1.1,0.17,0.08,,13.95,0.78,258.97,206.6,,,33.51
2023-03-13 16:00:00,2023-03-13 17:00:00,81.65,137.8,3.09,15.73,14.72,29.26,25.38,0.1,128.37,0.05,2.21,1.44,0.25,0.12,,15.96,0.61,240.07,94.99,,,32.67
2023-03-13 17:00:00,2023-03-13 18:00:00,73.7,141.01,5.65,31.28,25.05,29.09,22.08,0.1,83.17,0.21,3.92,4.68,1.32,0.52,,21.05,0.27,239.57,28.58,,,30.58
2023-03-13 18:00:00,2023-03-13 19:00:00,101.37,233.05,13.07,49.01,40.53,28.79,21.4,0.1,19.55,0.61,9.82,16.09,4.58,1.85,,29.36,0.19,177.44,15.78,,,27.51
2023-03-13 19:00:00,2023-03-13 20:00:00,131.85,446.16,12.24,36.93,33.43,29.75,16.0,0.1,22.62,0.75,21.87,16.21,7.27,3.47,,36.74,0.32,80.51,14.83,,,25.84
2023-03-13 20:00:00,2023-03-13 21:00:00,159.51,536.08,4.2,29.85,23.13,30.15,15.38,0.1,34.43,0.15,12.62,6.75,2.5,1.07,,38.87,0.27,167.36,14.64,,,24.84
2023-03-13 21:00:00,2023-03-13 22:00:00,157.69,300.07,4.91,28.64,23.05,30.11,13.18,0.12,26.66,0.18,13.21,7.1,2.35,1.03,,42.39,0.23,123.09,14.83,,,23.62
2023-03-13 22:00:00,2023-03-13 23:00:00,166.99,368.99,42.03,15.6,45.26,28.59,11.45,0.1,9.92,0.21,14.04,8.34,2.55,1.03,,47.4,0.29,192.43,14.84,,,22.85
2023-03-13 23:00:00,2023-03-14 00:00:00,171.35,480.87,27.56,20.59,37.19,29.82,7.22,0.1,5.06,0.65,16.63,15.13,5.69,2.48,,56.53,0.32,180.51,14.43,,,22.2
2023-03-14 00:00:00,2023-03-14 01:00:00,172.82,378.85,12.4,28.02,28.83,30.43,6.41,0.2,6.76,0.34,17.17,12.46,3.94,1.69,,52.99,0.28,221.23,14.27,,,21.81
2023-03-14 01:00:00,2023-03-14 02:00:00,181.06,377.95,9.25,26.2,25.3,31.52,9.3,0.1,8.44,0.22,25.44,14.85,4.52,1.73,,52.81,0.53,93.9,13.65,,,21.21
2023-03-14 02:00:00,2023-03-14 03:00:00,190.86,467.46,8.67,22.14,22.66,31.93,11.94,0.1,14.08,0.17,21.08,11.9,3.02,1.37,,52.82,0.46,126.06,13.93,,,20.85
2023-03-14 03:00:00,2023-03-14 04:00:00,181.59,332.32,7.04,24.98,22.86,31.87,10.78,0.1,8.31,0.15,20.75,10.83,2.29,1.15,,57.73,0.35,196.86,14.24,,,20.15
2023-03-14 04:00:00,2023-03-14 05:00:00,176.72,327.25,5.83,24.02,21.35,31.66,10.21,0.1,9.12,0.14,19.38,10.85,2.29,1.06,,58.6,0.36,169.21,13.99,,,19.77
2023-03-14 05:00:00,2023-03-14 06:00:00,172.36,312.93,13.88,20.92,26.24,30.71,10.65,0.11,6.24,0.12,21.31,9.51,2.47,1.34,,58.9,0.31,227.5,14.86,,,19.7
2023-03-14 06:00:00,2023-03-14 07:00:00,176.04,387.98,11.47,21.35,24.52,30.61,10.19,0.1,6.79,0.19,28.76,12.37,3.33,1.31,,59.52,0.46,191.78,35.95,,,19.8
