From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (m/s),AT (degree C)
2023-03-16 05:00:00,2023-03-16 06:00:00,76.82,158.42,31.94,62.24,61.11,27.21,11.32,2.04,5.07,10.92,51.89,0.55,107.0,33.98,0.0,22.72
2023-03-16 06:00:00,2023-03-16 07:00:00,152.12,522.01,54.01,78.22,87.54,21.6,14.29,2.08,4.25,12.45,47.03,0.51,114.22,58.0,0.0,23.48
2023-03-16 07:00:00,2023-03-16 08:00:00,146.56,480.12,8.79,57.75,39.61,36.17,12.35,1.64,12.75,10.05,44.87,0.7,85.81,97.05,0.0,24.89
2023-03-16 08:00:00,2023-03-16 09:00:00,99.85,242.95,3.6,35.94,24.05,38.68,18.77,1.83,43.74,9.97,35.06,0.83,138.52,137.62,0.0,27.88
2023-03-16 09:00:00,2023-03-16 10:00:00,80.3,127.31,4.16,54.51,35.46,35.28,49.72,2.23,44.45,9.98,36.81,0.52,176.5,111.15,0.0,28.87
2023-03-16 10:00:00,2023-03-16 11:00:00,92.75,161.87,3.32,51.01,32.88,35.84,41.63,1.91,52.79,10.71,37.36,0.57,141.3,86.25,0.0,28.91
2023-03-16 11:00:00,2023-03-16 12:00:00,148.29,178.12,3.17,43.78,27.8,36.2,32.32,2.24,75.29,10.96,39.47,2.66,335.42,238.12,0.0,28.78
2023-03-16 12:00:00,2023-03-16 13:00:00,141.35,156.88,3.63,42.02,28.7,33.83,42.7,1.09,78.42,9.07,31.09,3.1,354.18,217.97,0.0,29.46
2023-03-16 13:00:00,2023-03-16 14:00:00,135.14,192.04,3.6,42.01,33.55,32.28,52.14,0.64,71.29,2.4,36.22,3.25,96.04,127.58,0.0,27.89
2023-03-16 14:00:00,2023-03-16 15:00:00,79.17,150.26,3.0,48.04,30.57,33.03,31.14,0.63,79.13,1.7,51.09,2.23,58.46,121.9,0.05,25.51
2023-03-16 15:00:00,2023-03-16 16:00:00,44.65,71.52,3.02,28.83,19.87,33.85,16.67,0.59,87.21,1.97,48.05,1.23,43.67,174.1,0.0,26.51
2023-03-16 16:00:00,2023-03-16 17:00:00,30.56,40.79,2.93,31.65,21.28,32.78,14.87,0.63,81.39,1.66,47.14,1.11,51.45,157.0,0.0,26.78
2023-03-16 17:00:00,2023-03-16 18:00:00,29.74,43.84,2.7,32.32,21.45,33.12,14.42,0.66,72.77,2.11,47.67,0.47,81.6,80.6,0.0,26.62
2023-03-16 18:00:00,2023-03-16 19:00:00,25.47,55.52,2.89,52.26,32.01,29.85,10.37,0.79,34.05,2.56,56.8,0.22,143.03,34.45,0.0,24.71
2023-03-16 19:00:00,2023-03-16 20:00:00,35.6,92.07,7.42,77.35,49.63,25.17,8.1,0.97,9.42,3.83,63.32,0.21,94.57,34.2,0.0,23.91
2023-03-16 20:00:00,2023-03-16 21:00:00,54.9,161.62,10.11,52.16,44.05,28.2,7.67,1.16,19.78,6.08,63.53,0.43,235.0,33.9,0.0,23.66
2023-03-16 21:00:00,2023-03-16 22:00:00,52.27,120.8,5.35,64.19,41.5,30.29,8.33,1.17,14.9,6.37,61.53,0.49,128.24,33.73,0.0,24.02
2023-03-16 22:00:00,2023-03-16 23:00:00,62.39,131.86,3.9,50.11,36.84,30.3,26.12,1.41,28.66,6.56,52.74,0.62,127.72,33.83,0.0,24.92
2023-03-16 23:00:00,2023-03-17 00:00:00,58.38,152.09,3.38,55.09,33.89,30.67,13.16,0.96,16.99,4.13,60.07,0.48,85.27,34.38,0.0,23.37
2023-03-17 00:00:00,2023-03-17 01:00:00,58.66,197.25,9.95,67.78,45.78,29.8,9.2,0.93,10.01,4.0,66.63,0.46,107.64,33.9,0.0,22.21
2023-03-17 01:00:00,2023-03-17 02:00:00,47.96,145.69,3.28,50.17,31.24,33.76,8.02,0.99,15.24,3.12,67.44,0.22,215.37,34.02,0.0,21.7
2023-03-17 02:00:00,2023-03-17 03:00:00,45.15,98.52,3.21,43.7,27.79,33.18,7.56,0.93,18.88,5.65,67.37,0.33,282.0,33.95,0.0,21.63
2023-03-17 03:00:00,2023-03-17 04:00:00,33.78,68.71,3.05,38.61,25.0,33.87,7.48,0.97,18.39,5.71,70.52,0.27,123.99,33.9,0.0,20.97
2023-03-17 04:00:00,2023-03-17 05:00:00,28.68,48.73,3.41,40.94,26.52,33.99,6.66,0.98,11.57,6.16,75.04,0.19,254.63,34.0,0.0,20.54
2023-03-17 05:00:00,2023-03-17 06:00:00,31.22,61.08,4.37,47.08,30.48,32.3,5.85,1.13,5.51,7.25,78.41,0.26,260.9,34.25,0.0,20.42
2023-03-17 06:00:00,2023-03-17 07:00:00,36.28,59.62,7.89,48.3,33.95,31.24,5.61,1.13,5.99,9.19,76.77,0.33,111.62,50.77,0.0,20.77
2023-03-17 07:00:00,2023-03-17 08:00:00,32.42,54.73,4.44,45.35,29.64,33.14,6.17,1.23,12.49,7.41,68.26,0.27,237.09,66.95,0.0,22.22
2023-03-17 08:00:00,2023-03-17 09:00:00,38.55,71.57,4.91,43.94,29.29,34.12,6.38,1.2,17.53,6.9,66.61,0.51,126.72,59.6,0.1,22.8
2023-03-17 09:00:00,2023-03-17 10:00:00,39.13,112.36,9.15,58.2,40.13,30.16,5.9,1.14,14.64,6.35,76.24,0.85,131.02,120.05,0.05,21.84
2023-03-17 10:00:00,2023-03-17 11:00:00,44.95,134.92,4.45,37.3,25.45,34.41,10.75,1.38,43.46,6.92,66.96,0.9,63.35,329.93,0.0,23.63
2023-03-17 11:00:00,2023-03-17 12:00:00,51.95,89.51,4.31,42.69,28.15,34.62,30.73,1.17,62.0,10.09,52.88,0.47,170.55,470.3,0.0,27.16
2023-03-17 12:00:00,2023-03-17 13:00:00,41.53,53.4,3.56,37.95,25.07,34.23,30.1,1.07,80.5,5.28,42.87,0.39,213.41,450.45,0.0,29.27
2023-03-17 13:00:00,2023-03-17 14:00:00,49.86,84.29,4.63,67.05,41.13,29.15,52.04,1.37,73.19,5.95,42.0,0.62,195.76,258.02,0.0,29.71
2023-03-17 14:00:00,2023-03-17 15:00:00,56.3,104.2,5.86,66.26,45.0,29.51,60.73,1.09,79.94,5.56,37.8,1.34,223.3,380.15,0.0,30.35
2023-03-17 15:00:00,2023-03-17 16:00:00,54.45,98.02,4.39,58.39,36.9,32.87,52.01,1.11,94.89,3.12,33.47,1.31,216.68,435.8,0.0,31.51
2023-03-17 16:00:00,2023-03-17 17:00:00,54.97,84.68,3.58,49.07,31.72,32.7,44.04,1.2,92.78,2.71,33.27,1.48,211.17,198.55,0.0,30.61
2023-03-17 17:00:00,2023-03-17 18:00:00,49.93,88.35,2.93,60.8,36.5,30.86,47.71,1.13,80.2,3.12,37.69,0.93,187.3,54.4,0.0,29.12
2023-03-17 18:00:00,2023-03-17 19:00:00,52.27,105.77,2.61,38.69,24.7,35.51,22.06,1.11,86.22,3.86,45.44,0.51,146.34,34.12,0.0,27.54
2023-03-17 19:00:00,2023-03-17 20:00:00,52.35,92.61,2.65,50.39,30.84,33.77,20.09,1.04,66.11,4.47,50.47,0.58,123.87,34.0,0.0,26.26
2023-03-17 20:00:00,2023-03-17 21:00:00,59.01,195.79,2.68,42.98,26.99,32.73,22.01,1.04,80.23,4.13,49.38,0.59,169.2,33.48,0.0,26.37
2023-03-17 21:00:00,2023-03-17 22:00:00,64.99,150.68,2.95,59.62,38.29,30.02,36.17,1.24,47.9,5.91,54.67,1.11,117.16,34.38,0.0,25.2
2023-03-17 22:00:00,2023-03-17 23:00:00,61.61,174.82,2.65,34.62,22.6,35.32,15.14,1.0,51.03,4.41,57.9,0.69,164.64,34.02,0.0,23.97
2023-03-17 23:00:00,2023-03-18 00:00:00,54.21,95.64,3.27,35.17,23.39,34.27,10.23,0.95,38.85,4.77,62.77,0.07,255.58,34.1,0.0,22.91
2023-03-18 00:00:00,2023-03-18 01:00:00,47.53,72.0,2.85,32.2,21.5,34.25,8.21,0.92,40.66,4.27,66.7,0.51,284.77,33.88,0.0,22.09
2023-03-18 01:00:00,2023-03-18 02:00:00,42.61,98.25,2.81,28.43,19.49,34.72,7.6,0.88,31.98,3.94,71.88,0.77,227.76,33.88,0.0,21.52
2023-03-18 02:00:00,2023-03-18 03:00:00,38.04,73.86,2.69,22.62,16.36,35.76,7.97,0.69,42.75,3.52,69.28,0.96,131.46,33.4,0.0,22.21
2023-03-18 03:00:00,2023-03-18 04:00:00,37.02,57.51,2.65,15.9,12.82,35.17,8.04,0.48,61.5,1.7,66.38,1.06,53.91,33.67,0.0,22.39
2023-03-18 04:00:00,2023-03-18 05:00:00,,,2.65,15.24,12.47,34.55,7.37,0.4,59.62,0.79,66.68,0.86,105.97,33.9,0.0,21.58
2023-03-18 05:00:00,2023-03-18 06:00:00,21.75,34.52,2.67,21.57,15.8,34.13,6.62,0.45,40.66,0.78,71.57,0.35,191.82,34.53,0.0,20.36
2023-03-18 06:00:00,2023-03-18 07:00:00,20.71,39.95,3.37,33.46,22.57,32.65,6.41,0.72,23.14,2.16,74.06,0.32,80.34,69.88,0.0,20.27
2023-03-18 07:00:00,2023-03-18 08:00:00,30.55,110.47,4.67,40.84,27.47,31.39,9.22,1.05,27.55,5.41,64.43,0.56,123.23,141.85,0.0,23.23
2023-03-18 08:00:00,2023-03-18 09:00:00,41.12,105.43,6.02,51.83,34.29,30.48,31.89,1.02,37.01,6.63,54.69,0.67,100.2,175.4,0.0,25.28
2023-03-18 09:00:00,2023-03-18 10:00:00,45.31,103.34,8.1,63.94,42.28,30.08,61.61,1.21,35.37,5.51,50.69,0.84,184.68,227.9,0.0,26.45
2023-03-18 10:00:00,2023-03-18 11:00:00,46.15,134.09,6.29,49.41,33.82,33.22,54.12,1.18,63.78,7.32,45.26,1.51,215.08,445.7,0.0,28.2
2023-03-18 11:00:00,2023-03-18 12:00:00,48.28,113.22,4.45,33.26,23.33,34.96,33.03,0.79,70.57,3.06,35.28,1.64,260.85,619.47,0.0,31.03
2023-03-18 12:00:00,2023-03-18 13:00:00,43.29,81.82,3.65,28.49,20.21,35.63,21.14,0.72,89.44,1.58,42.21,2.85,330.76,446.68,0.0,29.57
2023-03-18 13:00:00,2023-03-18 14:00:00,59.35,66.45,3.12,29.32,20.21,34.45,15.52,0.79,87.8,2.94,51.11,2.84,342.02,267.82,0.0,27.46
2023-03-18 14:00:00,2023-03-18 15:00:00,46.75,49.15,3.01,30.16,20.56,31.73,20.27,0.6,70.95,2.74,58.43,3.36,335.25,81.1,0.05,24.79
2023-03-18 15:00:00,2023-03-18 16:00:00,31.38,47.34,2.77,15.54,12.73,34.94,8.56,0.38,56.18,0.84,73.51,2.0,329.9,81.08,0.1,21.58
2023-03-18 16:00:00,2023-03-18 17:00:00,28.04,39.6,3.15,26.12,18.57,35.0,6.96,0.71,42.06,0.92,73.78,0.89,240.89,79.43,0.0,21.83
2023-03-18 17:00:00,2023-03-18 18:00:00,16.01,37.36,10.21,61.14,44.59,31.45,22.23,0.96,15.6,3.98,75.85,0.75,173.62,60.93,0.0,21.86
2023-03-18 18:00:00,2023-03-18 19:00:00,30.6,76.81,3.93,57.23,35.44,33.88,14.24,0.89,9.76,1.96,84.95,0.61,107.64,34.9,0.0,20.87
2023-03-18 19:00:00,2023-03-18 20:00:00,22.73,70.45,9.57,58.26,40.49,35.17,8.83,0.87,3.86,1.56,89.16,0.28,142.52,33.73,0.0,20.04
2023-03-18 20:00:00,2023-03-18 21:00:00,17.87,79.91,10.59,55.53,39.89,37.9,6.33,1.21,3.12,2.65,90.09,0.25,196.81,33.62,0.0,19.51
2023-03-18 21:00:00,2023-03-18 22:00:00,21.41,79.52,10.13,60.17,41.95,35.7,6.72,2.31,4.62,5.45,85.57,0.78,204.57,32.85,0.0,20.16
2023-03-18 22:00:00,2023-03-18 23:00:00,34.34,113.73,25.41,63.7,56.04,31.84,13.46,1.89,3.6,7.35,84.83,0.78,163.14,33.65,0.0,20.33
2023-03-18 23:00:00,2023-03-19 00:00:00,47.09,188.01,27.76,61.62,56.84,35.33,13.42,1.34,2.75,6.42,88.13,1.03,188.66,33.7,0.0,19.97
2023-03-19 00:00:00,2023-03-19 01:00:00,49.17,139.12,36.5,73.78,70.2,34.28,21.71,1.28,3.62,5.06,87.03,1.01,209.92,33.73,0.0,20.14
2023-03-19 01:00:00,2023-03-19 02:00:00,60.32,216.55,15.31,65.96,49.13,38.4,12.98,2.0,3.26,4.52,87.54,0.49,196.64,33.95,0.0,20.08
2023-03-19 02:00:00,2023-03-19 03:00:00,55.84,120.15,20.27,56.82,48.33,39.85,10.34,1.12,2.39,2.85,90.62,0.59,84.92,34.2,0.0,19.67
2023-03-19 03:00:00,2023-03-19 04:00:00,45.16,121.15,20.27,51.06,45.32,42.76,8.42,0.99,2.21,5.24,92.77,0.41,84.9,33.95,0.0,19.05
2023-03-19 04:00:00,2023-03-19 05:00:00,37.9,119.79,23.22,49.65,46.95,41.49,6.93,0.97,2.18,6.45,93.71,0.24,71.62,33.8,0.0,18.59
2023-03-19 05:00:00,2023-03-19 06:00:00,34.73,124.97,21.7,45.66,43.64,41.22,6.12,1.02,2.14,6.31,94.52,0.36,166.38,34.1,0.0,18.41
2023-03-19 06:00:00,2023-03-19 07:00:00,30.32,85.79,20.97,48.26,44.42,43.12,6.21,1.12,2.47,6.05,94.04,0.26,155.5,65.2,0.0,18.82
2023-03-19 07:00:00,2023-03-19 08:00:00,29.61,102.62,12.53,46.22,36.59,45.97,8.18,1.0,6.71,6.17,86.02,0.71,33.16,166.9,0.0,20.55
2023-03-19 08:00:00,2023-03-19 09:00:00,25.38,73.21,7.61,41.84,30.35,44.36,12.04,0.89,15.99,4.75,75.04,0.78,51.41,197.68,0.0,22.18
2023-03-19 09:00:00,2023-03-19 10:00:00,27.34,68.89,6.07,37.24,26.71,43.21,15.7,0.93,25.53,4.29,70.24,0.72,187.19,263.43,0.0,23.23
2023-03-19 10:00:00,2023-03-19 11:00:00,27.16,64.58,6.46,37.42,27.12,43.58,17.82,0.92,36.14,5.19,62.24,0.91,247.84,433.52,0.0,24.97
2023-03-19 11:00:00,2023-03-19 12:00:00,27.76,65.15,7.82,41.87,30.54,40.53,23.34,0.64,38.75,3.25,52.91,1.02,289.6,507.27,0.0,26.91
2023-03-19 12:00:00,2023-03-19 13:00:00,25.85,53.99,8.46,49.54,35.05,35.29,24.59,0.85,37.68,2.41,54.57,1.65,277.8,371.02,0.0,27.25
2023-03-19 13:00:00,2023-03-19 14:00:00,23.39,60.14,13.89,64.1,47.02,32.31,35.53,0.56,33.36,1.3,55.39,1.45,308.88,478.38,0.0,27.2
2023-03-19 14:00:00,2023-03-19 15:00:00,21.73,44.54,11.96,74.02,51.16,33.61,43.04,0.55,33.34,1.04,53.52,1.42,282.41,316.52,0.0,27.47
2023-03-19 15:00:00,2023-03-19 16:00:00,21.69,44.8,10.42,66.71,45.63,34.3,39.18,0.52,41.81,0.81,49.35,0.78,280.16,457.17,0.0,28.32
2023-03-19 16:00:00,2023-03-19 17:00:00,18.49,35.69,4.71,38.61,26.33,35.3,21.81,0.73,64.56,1.34,47.36,1.23,227.56,294.62,0.0,28.74
2023-03-19 17:00:00,2023-03-19 18:00:00,19.72,43.49,3.03,35.59,23.42,34.47,16.48,1.29,68.31,1.24,52.27,1.0,230.56,90.32,0.0,27.43
2023-03-19 18:00:00,2023-03-19 19:00:00,19.27,53.91,2.59,45.94,28.46,34.97,18.63,1.05,54.6,1.72,59.91,0.99,210.82,33.95,0.0,25.91
2023-03-19 19:00:00,2023-03-19 20:00:00,22.11,66.43,2.59,37.57,24.1,37.31,12.68,0.83,49.68,1.63,62.3,0.96,211.08,33.52,0.0,25.37
2023-03-19 20:00:00,2023-03-19 21:00:00,31.72,79.12,5.67,56.78,39.6,34.34,21.03,0.97,24.62,3.08,69.96,0.91,185.43,33.83,0.0,24.39
2023-03-19 21:00:00,2023-03-19 22:00:00,32.09,86.84,10.75,45.17,38.02,35.89,18.65,1.2,24.4,4.06,75.3,1.38,202.26,35.97,0.55,23.08
2023-03-19 22:00:00,2023-03-19 23:00:00,31.54,90.29,2.49,12.74,11.04,38.98,9.39,0.26,52.29,2.53,89.42,1.23,242.96,34.47,0.75,18.33
2023-03-19 23:00:00,2023-03-20 00:00:00,28.83,71.06,2.49,15.23,12.34,37.57,6.61,0.27,45.83,0.27,90.77,1.53,111.21,34.15,0.15,18.91
2023-03-20 00:00:00,2023-03-20 01:00:00,,,2.78,20.55,15.36,38.39,5.78,0.35,37.32,1.25,91.51,0.88,189.73,34.38,0.0,18.98
2023-03-20 01:00:00,2023-03-20 02:00:00,8.08,19.23,3.18,30.08,20.65,37.84,6.21,0.49,27.97,1.82,90.74,1.52,250.17,34.45,0.0,19.21
2023-03-20 02:00:00,2023-03-20 03:00:00,11.59,32.1,3.39,39.57,25.78,37.02,7.73,0.58,23.08,2.53,88.34,0.77,193.15,34.62,0.0,19.25
2023-03-20 03:00:00,2023-03-20 04:00:00,13.13,48.42,3.7,46.08,29.44,36.43,10.68,0.51,14.89,1.44,90.53,0.59,148.48,34.33,0.0,18.92
2023-03-20 04:00:00,2023-03-20 05:00:00,12.02,38.75,8.46,45.82,33.1,37.44,7.45,0.47,8.36,0.91,92.31,0.53,70.2,33.95,0.0,18.72
2023-03-20 05:00:00,2023-03-20 06:00:00,9.42,25.09,7.86,50.19,34.91,37.68,5.94,0.46,5.36,0.76,93.77,0.49,101.27,34.52,0.0,18.44
2023-03-20 06:00:00,2023-03-20 07:00:00,9.01,18.37,12.45,48.52,37.72,35.82,5.12,0.54,5.06,0.81,94.57,0.43,111.6,64.55,0.0,18.4
2023-03-20 07:00:00,2023-03-20 08:00:00,11.14,23.51,13.94,45.66,37.42,37.45,8.89,0.79,15.93,1.56,85.09,0.74,177.38,129.4,0.0,20.34
2023-03-20 08:00:00,2023-03-20 09:00:00,21.64,59.4,25.19,54.52,51.11,35.49,30.88,0.89,18.27,3.77,73.81,1.14,241.21,176.88,0.0,22.52
2023-03-20 09:00:00,2023-03-20 10:00:00,29.37,70.38,10.61,38.7,31.11,40.27,23.63,0.6,28.97,1.82,65.9,0.85,167.42,248.17,0.0,24.46
2023-03-20 10:00:00,2023-03-20 11:00:00,20.35,52.69,9.88,38.23,30.28,36.57,22.12,0.52,36.63,1.25,60.15,1.29,127.58,652.27,0.0,25.73
2023-03-20 11:00:00,2023-03-20 12:00:00,15.5,,13.7,48.66,38.8,32.97,29.51,0.48,34.01,0.86,55.23,1.34,334.57,893.48,0.0,27.02
2023-03-20 12:00:00,2023-03-20 13:00:00,16.57,,8.29,36.27,27.98,37.15,23.03,0.33,52.82,0.52,46.92,1.34,246.34,921.72,0.0,28.49
2023-03-20 13:00:00,2023-03-20 14:00:00,,,3.78,19.68,15.7,33.0,15.92,0.31,71.88,0.41,41.6,1.81,255.22,827.25,0.0,29.59
2023-03-20 14:00:00,2023-03-20 15:00:00,9.78,,3.37,17.51,14.24,36.12,11.99,0.28,81.57,0.32,36.53,2.37,307.05,714.4,0.0,30.42
2023-03-20 15:00:00,2023-03-20 16:00:00,12.82,,3.03,15.25,12.78,32.93,12.09,0.32,85.36,0.3,37.41,1.96,330.96,552.23,0.0,30.54
2023-03-20 16:00:00,2023-03-20 17:00:00,12.51,,2.98,17.1,13.71,34.94,13.03,0.32,80.78,0.33,35.6,1.62,306.7,313.25,0.0,30.65
2023-03-20 17:00:00,2023-03-20 18:00:00,11.9,,3.04,21.91,16.27,32.81,15.0,0.31,77.73,0.37,36.74,1.57,291.78,172.6,0.0,30.07
2023-03-20 18:00:00,2023-03-20 19:00:00,,,,,,,,,,,,,,,,
2023-03-20 19:00:00,2023-03-20 20:00:00,,,,,,,,,,,,,,,,
2023-03-20 20:00:00,2023-03-20 21:00:00,,,,,,,,,,,,,,,,
2023-03-20 21:00:00,2023-03-20 22:00:00,,,,,,,,,,,,,,,,
2023-03-20 22:00:00,2023-03-20 23:00:00,,,,,,,,,,,,,,,,
2023-03-20 23:00:00,2023-03-21 00:00:00,,,,,,,,,,,,,,,,
2023-03-21 00:00:00,2023-03-21 01:00:00,,,,,,,,,,,,,,,,
2023-03-21 01:00:00,2023-03-21 02:00:00,,,,,,,,,,,,,,,,
2023-03-21 02:00:00,2023-03-21 03:00:00,,,,,,,,,,,,,,,,
2023-03-21 03:00:00,2023-03-21 04:00:00,,,,,,,,,,,,,,,,
2023-03-21 04:00:00,2023-03-21 05:00:00,,,,,,,,,,,,,,,,
2023-03-21 05:00:00,2023-03-21 06:00:00,,,,,,,,,,,,,,,,
2023-03-21 06:00:00,2023-03-21 07:00:00,,,,,,,,,,,,,,,,
2023-03-21 07:00:00,2023-03-21 08:00:00,,,,,,,,,,,,,,,,
2023-03-21 08:00:00,2023-03-21 09:00:00,,,,,,,,,,,,,,,,
2023-03-21 09:00:00,2023-03-21 10:00:00,46.7,,7.87,61.52,40.84,45.32,14.66,0.97,22.45,2.71,80.2,1.27,259.07,101.78,0.0,21.6
2023-03-21 10:00:00,2023-03-21 11:00:00,44.92,,5.13,26.96,20.59,47.87,9.65,0.54,27.69,2.85,86.4,0.98,218.69,222.88,0.1,21.96
2023-03-21 11:00:00,2023-03-21 12:00:00,38.86,,13.29,49.84,39.08,42.67,19.82,1.0,24.83,2.66,73.4,1.19,174.0,539.5,0.0,25.01
2023-03-21 12:00:00,2023-03-21 13:00:00,33.57,,9.23,43.83,32.69,38.34,34.68,0.78,40.34,3.36,58.03,1.2,184.09,787.55,0.0,27.84
2023-03-21 13:00:00,2023-03-21 14:00:00,36.77,,4.75,27.91,20.78,32.06,24.19,0.64,55.17,2.28,46.06,1.04,202.9,816.73,0.0,30.1
2023-03-21 14:00:00,2023-03-21 15:00:00,32.4,,4.03,24.7,18.52,38.84,29.14,0.85,65.24,1.04,39.12,1.49,227.16,718.2,0.05,30.73
2023-03-21 15:00:00,2023-03-21 16:00:00,26.2,,3.76,24.78,18.35,32.16,27.28,0.91,67.62,0.96,37.56,1.45,223.77,520.85,0.0,30.93
2023-03-21 16:00:00,2023-03-21 17:00:00,17.11,,3.34,27.84,19.61,26.43,19.76,1.06,66.67,0.63,37.26,1.52,225.35,283.88,0.0,30.1
2023-03-21 17:00:00,2023-03-21 18:00:00,16.23,,3.4,37.24,24.57,28.66,24.73,0.85,58.75,0.83,41.9,1.06,219.51,91.07,0.0,28.73
2023-03-21 18:00:00,2023-03-21 19:00:00,36.6,,3.29,61.69,37.25,34.66,19.07,0.54,31.5,1.84,51.2,1.0,199.7,34.43,0.0,27.07
2023-03-21 19:00:00,2023-03-21 20:00:00,43.22,,3.87,51.45,32.37,35.84,13.96,0.63,20.39,1.69,61.49,0.24,215.61,34.3,0.0,25.24
2023-03-21 20:00:00,2023-03-21 21:00:00,36.43,,10.75,68.6,46.91,28.79,21.86,0.8,13.98,2.58,59.83,0.58,141.94,33.83,0.0,25.59
2023-03-21 21:00:00,2023-03-21 22:00:00,44.08,,24.27,65.74,56.19,31.65,12.81,0.84,9.43,3.44,69.38,0.63,129.39,34.12,0.0,25.09
2023-03-21 22:00:00,2023-03-21 23:00:00,63.84,,14.35,67.93,49.38,40.04,12.76,0.86,8.44,2.49,69.2,0.75,148.12,33.88,0.0,24.9
2023-03-21 23:00:00,2023-03-22 00:00:00,66.34,,5.05,51.14,33.16,43.01,11.12,0.54,13.85,2.35,73.02,0.53,94.0,34.3,0.0,24.57
2023-03-22 00:00:00,2023-03-22 01:00:00,61.55,,9.23,53.84,37.91,40.94,8.83,0.6,9.7,1.42,72.61,1.05,105.43,34.05,0.0,23.68
2023-03-22 01:00:00,2023-03-22 02:00:00,49.77,,3.16,36.88,24.18,49.7,9.29,0.5,19.3,4.54,68.66,0.57,88.21,34.25,0.0,23.44
2023-03-22 02:00:00,2023-03-22 03:00:00,39.2,,4.06,40.48,26.8,51.82,7.21,0.47,11.12,1.98,74.47,0.44,119.68,34.05,0.0,22.74
2023-03-22 03:00:00,2023-03-22 04:00:00,30.65,,4.38,32.71,22.99,50.01,6.49,0.45,15.45,1.59,82.58,1.2,308.85,33.88,0.2,21.73
2023-03-22 04:00:00,2023-03-22 05:00:00,25.03,,10.72,44.48,34.23,47.07,8.9,0.96,16.79,2.6,85.09,1.43,208.65,34.12,0.05,21.45
2023-03-22 05:00:00,2023-03-22 06:00:00,30.55,,9.09,60.99,41.55,52.0,13.05,0.9,5.32,4.26,88.52,0.88,154.91,34.78,0.0,21.14
2023-03-22 06:00:00,2023-03-22 07:00:00,31.1,,4.32,36.75,25.05,53.65,9.47,0.61,9.68,6.01,87.67,0.43,146.24,59.95,0.0,21.07
2023-03-22 07:00:00,2023-03-22 08:00:00,26.74,,4.57,24.67,18.94,51.58,8.25,0.52,19.67,3.41,79.73,0.51,46.34,143.0,0.0,22.49
2023-03-22 08:00:00,2023-03-22 09:00:00,26.61,,5.98,29.8,22.76,53.89,16.82,0.89,31.02,5.33,68.3,0.79,17.46,221.25,0.0,24.74
2023-03-22 09:00:00,2023-03-22 10:00:00,26.2,,6.62,31.94,24.38,53.63,23.24,0.78,38.49,4.29,58.87,1.06,185.49,236.38,0.0,26.91
2023-03-22 10:00:00,2023-03-22 11:00:00,23.09,,6.41,33.91,25.24,47.36,26.64,0.64,50.02,2.61,48.24,1.34,170.63,649.9,0.0,29.11
2023-03-22 11:00:00,2023-03-22 12:00:00,20.18,,4.57,27.09,20.2,44.89,21.6,0.5,64.09,1.92,39.53,1.17,291.34,891.88,0.0,31.25
2023-03-22 12:00:00,2023-03-22 13:00:00,21.8,,4.34,26.21,19.56,41.62,22.36,0.38,67.44,0.6,36.41,1.41,329.15,920.02,0.0,31.98
2023-03-22 13:00:00,2023-03-22 14:00:00,23.03,,4.28,27.54,20.2,51.58,19.75,0.3,75.49,0.5,35.52,2.0,327.32,888.35,0.0,32.44
2023-03-22 14:00:00,2023-03-22 15:00:00,18.65,,2.79,12.67,11.25,37.92,8.33,0.24,81.01,0.36,31.69,1.95,350.56,552.12,0.0,32.58
2023-03-22 15:00:00,2023-03-22 16:00:00,17.73,,2.69,12.06,10.85,40.0,8.03,0.23,79.94,0.26,40.16,4.69,39.05,293.85,0.0,28.88
2023-03-22 16:00:00,2023-03-22 17:00:00,18.85,,2.85,12.93,11.43,30.23,7.12,0.23,75.42,0.23,44.69,2.4,37.49,252.57,0.0,27.7
2023-03-22 17:00:00,2023-03-22 18:00:00,18.94,,3.56,19.62,15.49,33.91,8.13,0.28,65.41,0.78,45.65,1.05,235.25,84.58,0.0,27.36
2023-03-22 18:00:00,2023-03-22 19:00:00,18.17,,2.81,35.26,23.06,37.01,8.64,0.44,44.47,1.4,53.18,0.62,149.53,34.45,0.0,26.08
2023-03-22 19:00:00,2023-03-22 20:00:00,18.19,,4.58,55.9,35.27,38.12,7.07,0.4,18.26,1.83,62.55,0.59,76.95,33.73,0.0,24.48
2023-03-22 20:00:00,2023-03-22 21:00:00,22.07,,4.01,50.82,32.15,43.97,7.24,0.63,21.84,2.06,62.18,0.66,193.54,33.45,0.0,23.98
2023-03-22 21:00:00,2023-03-22 22:00:00,38.95,,7.38,54.55,36.81,43.51,7.87,0.87,11.37,7.17,67.75,0.29,173.78,34.17,0.0,23.2
2023-03-22 22:00:00,2023-03-22 23:00:00,45.03,,16.96,53.65,44.03,42.04,6.13,0.67,3.97,3.72,76.31,0.43,112.53,33.77,0.0,22.13
2023-03-22 23:00:00,2023-03-23 00:00:00,53.29,,24.73,52.0,49.39,46.39,5.21,0.63,2.54,3.57,79.63,0.24,215.43,33.85,0.0,21.41
