From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2023-01-07 05:00:00,2023-01-07 06:00:00,40.04,78.27,11.98,36.62,50.56,3.49,13.54,0.92,4.44,,,,,,98.77,0.88,91.69,0.0,748.54,,4.55,0.0
2023-01-07 06:00:00,2023-01-07 07:00:00,40.38,75.53,9.3,32.48,43.21,3.58,13.5,0.8,4.9,,,,,,98.77,0.84,86.87,0.0,748.82,,4.33,0.0
2023-01-07 07:00:00,2023-01-07 08:00:00,19.62,87.18,9.11,31.03,41.4,3.53,13.59,0.78,4.53,,,,,,98.87,1.14,64.78,2.46,749.5,,4.34,0.0
2023-01-07 08:00:00,2023-01-07 09:00:00,42.83,102.4,9.24,30.04,40.75,3.57,13.75,0.72,4.77,,,,,,98.78,1.54,80.78,22.19,749.94,,4.73,0.0
2023-01-07 09:00:00,2023-01-07 10:00:00,52.32,115.91,10.8,35.95,48.16,3.46,13.81,0.76,4.98,,,,,,98.31,1.31,96.07,38.38,750.0,,5.17,0.0
2023-01-07 10:00:00,2023-01-07 11:00:00,47.86,122.77,13.63,46.63,62.37,3.48,14.02,0.82,4.53,,,,,,97.22,0.85,99.52,56.52,750.0,,5.86,0.0
2023-01-07 11:00:00,2023-01-07 12:00:00,59.31,112.56,14.48,47.88,64.56,3.46,14.22,0.9,4.88,,,,,,88.88,0.68,108.23,172.98,750.0,,7.54,0.0
2023-01-07 12:00:00,2023-01-07 13:00:00,69.95,113.66,12.44,40.66,55.22,3.51,14.17,0.93,5.23,,,,,,74.39,0.84,94.53,321.48,749.71,,11.49,0.0
2023-01-07 13:00:00,2023-01-07 14:00:00,55.17,155.5,9.53,39.73,50.15,3.51,14.45,0.9,7.0,,,,,,72.67,1.24,123.5,328.74,749.01,,12.6,0.0
2023-01-07 14:00:00,2023-01-07 15:00:00,79.09,131.63,8.69,35.78,45.23,3.48,14.25,0.82,8.17,,,,,,70.74,0.88,123.11,273.98,748.4,,13.85,0.0
2023-01-07 15:00:00,2023-01-07 16:00:00,85.23,133.8,8.79,34.18,44.01,3.54,14.21,0.8,7.39,,,,,,73.66,1.13,123.39,180.94,748.07,,13.2,0.0
2023-01-07 16:00:00,2023-01-07 17:00:00,55.08,131.83,8.54,35.59,45.02,3.52,14.13,0.8,7.01,,,,,,81.85,1.17,145.75,73.89,747.92,,10.83,0.0
2023-01-07 17:00:00,2023-01-07 18:00:00,78.11,133.34,9.26,39.96,50.0,3.47,14.18,0.86,5.38,,,,,,90.6,1.02,163.74,3.44,747.89,,8.29,0.0
2023-01-07 18:00:00,2023-01-07 19:00:00,80.96,127.93,11.23,41.59,54.62,3.5,13.96,0.98,4.54,,,,,,95.22,0.72,143.47,0.0,748.21,,7.05,0.0
2023-01-07 19:00:00,2023-01-07 20:00:00,55.01,131.74,11.6,42.62,56.08,3.53,14.03,1.05,5.0,,,,,,96.42,0.73,152.69,0.0,748.55,,6.75,0.0
2023-01-07 20:00:00,2023-01-07 21:00:00,70.61,118.1,10.99,41.27,53.89,3.54,13.94,1.06,4.61,,,,,,97.23,0.81,150.63,0.0,748.82,,6.76,0.0
2023-01-07 21:00:00,2023-01-07 22:00:00,59.55,103.19,10.62,38.32,50.36,3.55,13.96,1.03,4.88,,,,,,97.78,0.61,131.57,0.0,748.89,,6.94,0.0
2023-01-07 22:00:00,2023-01-07 23:00:00,55.74,103.04,10.8,37.94,50.21,3.47,13.89,0.99,4.77,,,,,,98.04,0.92,139.05,0.0,748.68,,6.96,0.0
2023-01-07 23:00:00,2023-01-08 00:00:00,53.29,101.58,9.38,35.72,46.14,3.47,13.86,0.92,5.07,,,,,,98.23,0.94,100.43,0.0,748.33,,6.95,0.0
2023-01-08 00:00:00,2023-01-08 01:00:00,49.09,97.82,9.32,36.52,46.92,3.43,13.81,0.87,5.12,,,,,,98.42,0.81,119.76,0.0,747.83,,6.96,0.0
2023-01-08 01:00:00,2023-01-08 02:00:00,46.25,97.75,9.43,37.87,48.4,3.52,13.76,0.81,4.8,,,,,,98.51,0.74,109.4,0.0,747.57,,6.96,0.0
2023-01-08 02:00:00,2023-01-08 03:00:00,47.12,108.34,9.46,38.52,48.97,3.48,13.85,0.78,5.04,,,,,,98.59,0.71,141.24,0.0,746.99,,6.91,0.0
2023-01-08 03:00:00,2023-01-08 04:00:00,41.76,93.4,8.92,35.24,45.31,3.45,13.66,0.76,5.2,,,,,,98.65,0.91,122.0,0.0,746.62,,6.78,0.0
2023-01-08 04:00:00,2023-01-08 05:00:00,41.55,91.23,8.86,32.7,42.85,3.48,13.82,0.75,5.39,,,,,,98.77,0.77,126.18,0.0,746.43,,6.83,0.0
2023-01-08 05:00:00,2023-01-08 06:00:00,39.01,90.61,8.54,30.01,39.98,3.46,13.67,0.72,5.48,,,,,,98.78,0.88,108.75,0.0,746.44,,6.8,0.0
2023-01-08 06:00:00,2023-01-08 07:00:00,44.79,94.18,8.73,29.69,39.71,3.58,13.42,0.69,5.58,,,,,,98.73,0.7,86.44,0.0,746.8,,6.82,0.0
2023-01-08 07:00:00,2023-01-08 08:00:00,34.31,107.19,9.04,29.72,40.22,3.53,13.79,0.65,8.08,,,,,,98.62,0.71,98.67,1.84,747.3,,6.82,0.0
2023-01-08 08:00:00,2023-01-08 09:00:00,44.68,104.33,8.92,29.95,40.36,3.53,13.82,0.6,7.43,,,,,,98.24,0.52,147.22,18.61,747.8,,7.14,0.0
2023-01-08 09:00:00,2023-01-08 10:00:00,54.71,111.17,9.5,31.16,42.32,3.61,13.86,0.6,7.29,,,,,,94.0,0.44,102.4,51.91,748.36,,7.99,0.0
2023-01-08 10:00:00,2023-01-08 11:00:00,46.98,121.99,9.88,33.41,44.84,3.52,13.87,0.66,6.92,,,,,,85.01,0.68,145.97,141.07,748.54,,9.58,0.0
2023-01-08 11:00:00,2023-01-08 12:00:00,87.32,152.56,10.11,35.14,46.53,3.52,13.96,0.73,5.54,,,,,,77.92,0.78,75.98,233.91,748.39,,11.55,0.0
2023-01-08 12:00:00,2023-01-08 13:00:00,86.95,140.6,9.84,35.56,46.83,3.48,13.99,0.75,5.78,,,,,,74.94,0.9,77.82,273.21,748.12,,12.49,0.0
2023-01-08 13:00:00,2023-01-08 14:00:00,69.6,143.19,9.09,34.5,44.84,3.48,14.18,0.75,6.66,,,,,,70.89,0.82,80.58,286.89,747.43,,13.84,0.0
2023-01-08 14:00:00,2023-01-08 15:00:00,78.04,129.42,8.67,33.25,42.91,3.54,14.05,0.74,7.06,,,,,,66.45,0.61,121.11,243.47,746.7,,15.38,0.0
2023-01-08 15:00:00,2023-01-08 16:00:00,85.21,139.52,8.46,34.41,43.56,3.54,14.04,0.77,7.16,,,,,,72.44,1.08,78.24,155.42,746.57,,13.82,0.0
2023-01-08 16:00:00,2023-01-08 17:00:00,82.55,147.2,8.29,33.44,42.79,3.48,14.16,0.79,7.3,,,,,,79.51,0.84,73.81,58.8,746.53,,11.97,0.0
2023-01-08 17:00:00,2023-01-08 18:00:00,79.81,139.44,8.73,36.07,45.85,3.57,14.01,0.85,5.93,,,,,,86.2,0.77,71.36,2.75,746.8,,10.4,0.31
2023-01-08 18:00:00,2023-01-08 19:00:00,85.53,157.35,9.38,42.56,52.55,3.53,13.93,1.02,4.81,,,,,,90.15,0.78,94.34,0.0,747.42,,9.47,0.1
2023-01-08 19:00:00,2023-01-08 20:00:00,98.82,181.15,10.8,46.6,58.42,3.49,14.01,1.2,4.95,,,,,,90.47,0.78,139.91,0.0,747.88,,9.34,0.0
2023-01-08 20:00:00,2023-01-08 21:00:00,105.5,175.62,10.89,45.57,57.33,3.48,14.14,1.24,4.73,,,,,,90.23,0.56,145.27,0.0,748.13,,9.56,0.0
2023-01-08 21:00:00,2023-01-08 22:00:00,70.1,163.08,10.14,42.65,53.91,3.55,14.14,1.2,5.58,,,,,,90.25,0.96,194.23,0.0,748.17,,9.55,0.0
2023-01-08 22:00:00,2023-01-08 23:00:00,80.52,151.27,9.46,38.32,49.11,3.49,14.0,1.12,5.37,,,,,,91.0,0.62,169.43,0.0,748.2,,9.22,0.0
2023-01-08 23:00:00,2023-01-09 00:00:00,78.6,142.38,9.42,35.11,45.88,3.48,14.02,1.04,5.4,,,,,,92.05,0.55,130.83,0.0,747.93,,8.85,0.0
2023-01-09 00:00:00,2023-01-09 01:00:00,55.68,136.34,8.96,32.03,42.17,3.51,13.9,0.95,5.62,,,,,,93.2,0.52,128.09,0.0,747.81,,8.59,0.0
2023-01-09 01:00:00,2023-01-09 02:00:00,70.23,132.66,8.84,30.39,40.51,3.49,13.88,0.9,5.07,,,,,,94.69,0.67,111.33,0.0,747.65,,8.4,0.0
2023-01-09 02:00:00,2023-01-09 03:00:00,71.15,135.51,8.77,27.86,38.29,3.57,13.82,0.84,5.39,,,,,,95.63,0.57,135.54,0.0,747.49,,8.3,0.0
2023-01-09 03:00:00,2023-01-09 04:00:00,48.15,113.55,8.48,25.67,35.71,3.45,13.72,0.78,6.15,,,,,,96.46,0.79,104.58,0.0,747.32,,8.07,0.0
2023-01-09 04:00:00,2023-01-09 05:00:00,49.92,99.18,8.27,24.33,34.16,3.5,13.84,0.72,5.49,,,,,,97.25,0.85,121.98,0.0,747.15,,7.88,0.0
2023-01-09 05:00:00,2023-01-09 06:00:00,43.16,84.78,8.19,24.13,33.95,3.5,13.69,0.69,5.77,,,,,,97.68,0.74,110.53,0.0,747.48,,7.76,0.0
2023-01-09 06:00:00,2023-01-09 07:00:00,29.88,75.94,8.16,24.62,34.26,3.54,13.71,0.68,5.83,,,,,,98.01,1.03,147.53,0.0,748.02,,7.55,0.0
2023-01-09 07:00:00,2023-01-09 08:00:00,36.11,70.56,8.36,25.68,35.55,3.47,13.66,0.67,5.22,,,,,,98.17,0.67,110.62,0.84,748.68,,7.4,0.0
2023-01-09 08:00:00,2023-01-09 09:00:00,38.16,64.45,8.94,27.47,37.96,3.49,13.68,0.68,5.24,,,,,,98.08,0.57,157.21,15.18,749.29,,7.44,0.0
2023-01-09 09:00:00,2023-01-09 10:00:00,28.51,71.69,10.18,28.95,41.25,3.47,13.78,0.72,4.74,,,,,,97.91,0.55,139.78,29.82,749.93,,7.99,0.0
2023-01-09 10:00:00,2023-01-09 11:00:00,50.35,87.63,12.44,36.4,51.22,3.54,13.8,0.84,5.17,,,,,,95.88,0.53,135.69,52.19,749.97,,8.8,0.0
2023-01-09 11:00:00,2023-01-09 12:00:00,57.37,88.23,13.67,43.3,59.25,3.5,13.85,0.97,5.1,,,,,,85.58,0.57,139.59,131.19,749.59,,10.67,0.0
2023-01-09 12:00:00,2023-01-09 13:00:00,48.74,118.6,12.29,52.89,66.4,3.5,14.0,1.12,6.02,,,,,,74.89,0.54,108.81,233.93,748.97,,13.66,0.0
2023-01-09 13:00:00,2023-01-09 14:00:00,78.37,125.34,10.95,46.53,58.39,3.5,13.87,1.16,5.61,,,,,,75.92,0.93,104.1,262.23,748.34,,13.58,0.0
2023-01-09 14:00:00,2023-01-09 15:00:00,95.35,159.3,10.62,43.71,55.43,3.55,14.06,1.19,5.64,,,,,,73.19,1.01,79.97,254.51,747.83,,14.53,0.0
2023-01-09 15:00:00,2023-01-09 16:00:00,63.72,145.12,9.82,38.83,49.85,3.45,14.12,1.11,6.48,,,,,,71.18,0.68,106.88,187.62,747.39,,15.21,0.0
2023-01-09 16:00:00,2023-01-09 17:00:00,57.16,96.21,8.98,36.43,46.38,3.46,14.36,1.02,7.41,,,,,,76.38,0.74,79.89,83.24,747.33,,13.9,0.0
2023-01-09 17:00:00,2023-01-09 18:00:00,66.27,110.56,9.19,47.79,57.06,3.45,14.37,1.06,7.03,,,,,,84.79,0.5,68.18,4.27,747.25,,11.98,0.13
2023-01-09 18:00:00,2023-01-09 19:00:00,55.11,131.55,12.0,67.43,79.63,3.48,14.31,1.5,5.8,,,,,,90.62,0.84,58.89,0.0,747.53,,10.94,0.17
2023-01-09 19:00:00,2023-01-09 20:00:00,89.45,153.66,13.8,59.76,74.79,3.52,14.31,1.68,5.09,,,,,,93.25,1.04,62.95,0.0,747.81,,10.14,0.0
2023-01-09 20:00:00,2023-01-09 21:00:00,91.68,155.61,13.34,51.9,67.11,3.52,14.21,1.73,4.9,,,,,,95.01,0.89,75.64,0.0,748.09,,9.54,0.0
2023-01-09 21:00:00,2023-01-09 22:00:00,59.58,155.84,12.61,46.6,61.13,3.54,14.3,1.74,5.57,,,,,,96.36,0.86,93.03,0.0,748.24,,9.05,0.0
2023-01-09 22:00:00,2023-01-09 23:00:00,83.61,157.73,12.94,43.68,58.81,3.45,14.3,1.72,5.04,,,,,,97.16,0.52,81.11,0.0,748.05,,8.83,0.0
2023-01-09 23:00:00,2023-01-10 00:00:00,74.34,139.65,12.6,42.46,57.18,3.53,14.18,1.71,5.19,,,,,,97.5,0.62,76.62,0.0,748.0,,8.75,0.0
2023-01-10 00:00:00,2023-01-10 01:00:00,62.59,134.32,12.84,40.44,55.55,3.57,14.24,1.67,5.08,,,,,,97.8,0.6,83.18,0.0,747.86,,8.61,0.0
2023-01-10 01:00:00,2023-01-10 02:00:00,58.35,114.67,12.71,38.61,53.8,3.44,14.2,1.62,4.57,,,,,,98.04,0.4,99.32,0.0,747.62,,8.49,0.0
2023-01-10 02:00:00,2023-01-10 03:00:00,50.34,102.47,12.31,36.94,51.78,3.53,14.11,1.57,5.27,,,,,,98.12,0.68,82.91,0.0,747.46,,8.28,0.0
2023-01-10 03:00:00,2023-01-10 04:00:00,48.21,97.87,12.18,36.59,51.01,3.54,14.04,1.53,4.65,,,,,,98.31,0.51,76.65,0.0,747.15,,8.14,0.0
2023-01-10 04:00:00,2023-01-10 05:00:00,42.33,88.08,10.63,31.42,44.01,3.5,14.12,1.48,5.23,,,,,,98.44,0.62,76.44,0.0,746.91,,8.11,0.0
2023-01-10 05:00:00,2023-01-10 06:00:00,40.88,85.8,10.09,30.98,42.8,3.54,14.16,1.43,5.13,,,,,,98.57,0.53,108.98,0.0,746.96,,7.94,0.0
2023-01-10 06:00:00,2023-01-10 07:00:00,39.15,82.81,9.8,29.69,41.2,3.47,14.1,1.39,4.96,,,,,,98.67,0.73,92.71,0.0,747.4,,7.85,0.0
2023-01-10 07:00:00,2023-01-10 08:00:00,39.53,81.19,9.61,29.4,40.66,3.54,14.02,1.36,5.56,,,,,,98.76,0.75,96.47,1.08,748.03,,7.91,0.0
2023-01-10 08:00:00,2023-01-10 09:00:00,41.1,86.6,10.49,31.36,43.59,3.45,14.09,1.38,4.9,,,,,,98.67,0.44,95.94,15.4,748.53,,8.12,0.0
2023-01-10 09:00:00,2023-01-10 10:00:00,33.78,101.05,12.04,31.0,45.79,3.58,14.23,1.44,5.03,,,,,,98.46,0.45,102.8,36.95,748.87,,8.69,0.0
2023-01-10 10:00:00,2023-01-10 11:00:00,56.99,118.45,13.04,34.53,50.32,3.52,14.26,1.52,5.08,,,,,,98.1,0.58,87.69,47.99,748.91,,9.32,0.0
2023-01-10 11:00:00,2023-01-10 12:00:00,79.48,152.74,12.38,37.48,52.34,3.52,14.42,1.49,5.34,,,,,,96.82,0.78,112.88,70.59,748.15,,9.98,0.0
2023-01-10 12:00:00,2023-01-10 13:00:00,60.63,145.56,10.68,43.29,54.98,3.47,14.9,1.15,6.33,,,,,,94.32,1.17,72.86,68.03,747.5,,10.32,0.0
2023-01-10 13:00:00,2023-01-10 14:00:00,87.26,182.1,10.2,44.06,55.37,3.53,15.19,1.16,5.76,,,,,,91.81,0.99,104.86,57.15,746.76,,10.62,0.05
2023-01-10 14:00:00,2023-01-10 15:00:00,101.98,177.29,9.78,42.27,52.79,3.46,14.88,1.19,5.77,,,,,,91.61,0.95,89.95,37.75,746.24,,10.67,0.15
2023-01-10 15:00:00,2023-01-10 16:00:00,84.82,171.53,9.8,43.23,54.0,3.51,14.58,1.26,5.71,,,,,,91.51,1.06,101.09,22.49,745.98,,10.45,0.0
2023-01-10 16:00:00,2023-01-10 17:00:00,94.02,158.88,9.65,44.0,54.48,3.48,14.45,1.27,5.75,,,,,,90.44,1.27,81.84,13.53,745.78,,10.24,0.0
2023-01-10 17:00:00,2023-01-10 18:00:00,97.59,149.7,9.4,45.32,55.39,3.48,14.49,1.24,6.2,,,,,,90.77,1.06,99.04,0.18,745.77,,10.14,0.0
2023-01-10 18:00:00,2023-01-10 19:00:00,57.99,137.39,9.71,47.98,58.33,3.55,14.43,1.19,5.49,,,,,,91.21,0.83,117.32,0.0,746.0,,10.13,0.07
2023-01-10 19:00:00,2023-01-10 20:00:00,83.26,134.84,10.13,47.18,57.92,3.55,14.38,1.1,5.47,,,,,,91.14,1.01,124.69,0.0,746.15,,10.12,0.22
2023-01-10 20:00:00,2023-01-10 21:00:00,76.52,122.36,9.97,44.97,55.96,3.61,14.22,0.98,5.42,,,,,,91.95,0.45,107.59,0.0,746.12,,10.32,0.0
2023-01-10 21:00:00,2023-01-10 22:00:00,52.78,124.33,10.28,43.65,54.95,3.49,14.36,0.9,5.33,,,,,,93.1,0.92,142.74,0.0,746.18,,10.25,0.0
2023-01-10 22:00:00,2023-01-10 23:00:00,66.47,122.47,9.97,41.21,52.46,3.48,14.36,0.78,5.67,,,,,,93.67,0.74,153.64,0.0,746.35,,10.18,0.0
2023-01-10 23:00:00,2023-01-11 00:00:00,70.29,131.42,9.86,38.13,49.32,3.48,14.19,0.71,5.23,,,,,,93.97,0.71,147.41,0.0,746.04,,10.15,0.0
2023-01-11 00:00:00,2023-01-11 01:00:00,53.19,143.29,9.44,35.66,46.53,3.5,14.32,0.65,5.58,,,,,,94.45,1.28,118.59,0.0,745.57,,10.14,0.0
2023-01-11 01:00:00,2023-01-11 02:00:00,64.36,149.71,8.95,32.35,42.51,3.48,14.29,0.56,7.93,,,,,,92.64,1.1,123.21,0.0,745.14,,10.29,0.0
2023-01-11 02:00:00,2023-01-11 03:00:00,68.9,149.29,8.73,30.81,41.05,3.53,14.43,0.47,15.82,,,,,,92.05,1.12,128.78,0.0,744.64,,10.18,0.0
2023-01-11 03:00:00,2023-01-11 04:00:00,64.13,147.31,8.94,30.71,41.05,3.51,14.6,0.4,7.92,,,,,,92.19,0.71,122.32,0.0,744.03,,10.0,0.0
2023-01-11 04:00:00,2023-01-11 05:00:00,67.74,146.1,8.79,30.17,40.33,3.49,14.69,0.35,7.65,,,,,,92.39,0.75,90.43,0.0,743.76,,9.88,0.0
2023-01-11 05:00:00,2023-01-11 06:00:00,71.76,150.18,8.78,30.2,40.28,3.47,14.66,0.31,10.12,,,,,,92.64,0.81,139.5,0.0,743.82,,9.64,0.0
2023-01-11 06:00:00,2023-01-11 07:00:00,66.47,140.87,8.88,30.94,41.23,3.48,14.71,0.27,6.03,,,,,,92.62,0.75,132.18,0.0,744.46,,9.4,0.0
2023-01-11 07:00:00,2023-01-11 08:00:00,59.3,129.54,9.23,31.87,42.56,3.43,14.68,0.26,5.29,,,,,,92.11,0.68,135.22,4.97,744.91,,9.53,0.0
2023-01-11 08:00:00,2023-01-11 09:00:00,61.14,137.51,9.45,32.73,43.77,3.51,14.77,0.24,6.32,,,,,,90.74,0.39,199.89,14.53,745.6,,9.88,0.17
2023-01-11 09:00:00,2023-01-11 10:00:00,65.07,146.77,9.82,33.99,45.46,3.52,14.65,0.26,5.2,,,,,,88.03,0.53,234.38,44.05,746.11,,10.56,0.03
2023-01-11 10:00:00,2023-01-11 11:00:00,72.33,150.38,9.63,35.85,47.0,3.52,14.66,0.27,5.81,,,,,,83.97,0.72,189.51,69.55,746.55,,11.47,0.0
2023-01-11 11:00:00,2023-01-11 12:00:00,73.84,144.06,9.74,37.48,48.85,3.55,14.7,0.32,5.88,,,,,,79.96,0.53,224.38,85.83,746.01,,12.61,0.0
2023-01-11 12:00:00,2023-01-11 13:00:00,58.5,164.06,8.92,36.62,46.44,3.57,14.39,0.36,7.72,,,,,,77.05,0.63,252.1,141.97,745.25,,13.41,0.0
2023-01-11 13:00:00,2023-01-11 14:00:00,76.69,152.51,8.92,39.22,48.99,3.47,15.07,0.39,10.14,,,,,,71.88,0.71,226.68,187.84,744.59,,14.94,0.0
2023-01-11 14:00:00,2023-01-11 15:00:00,84.21,156.3,9.09,38.8,48.67,3.54,15.11,0.4,10.51,,,,,,72.58,0.77,281.38,134.27,743.94,,14.87,0.0
2023-01-11 15:00:00,2023-01-11 16:00:00,56.07,158.53,8.88,36.81,46.62,3.5,15.11,0.34,11.34,,,,,,74.95,0.57,223.72,86.12,743.58,,14.6,0.0
2023-01-11 16:00:00,2023-01-11 17:00:00,78.03,153.12,8.62,36.94,46.35,3.54,14.93,0.28,11.13,,,,,,77.52,0.45,198.19,46.33,743.27,,13.97,0.0
2023-01-11 17:00:00,2023-01-11 18:00:00,74.73,144.95,9.8,37.87,49.02,3.5,14.64,0.32,6.48,,,,,,85.75,0.9,201.31,6.78,743.22,,11.75,0.0
2023-01-11 18:00:00,2023-01-11 19:00:00,48.8,118.37,10.99,39.03,51.87,3.57,14.52,0.43,4.58,,,,,,89.96,0.72,196.26,0.0,743.76,,10.6,0.0
2023-01-11 19:00:00,2023-01-11 20:00:00,60.94,115.09,11.39,40.09,53.04,3.48,14.29,0.49,5.14,,,,,,89.3,0.64,218.29,0.0,744.2,,10.57,0.0
2023-01-11 20:00:00,2023-01-11 21:00:00,62.13,115.95,10.41,36.39,48.48,3.52,14.18,0.49,5.17,,,,,,90.72,0.76,208.69,0.0,744.66,,10.15,0.0
2023-01-11 21:00:00,2023-01-11 22:00:00,58.26,107.42,9.66,33.53,44.8,3.55,14.1,0.45,5.57,,,,,,91.23,1.15,202.66,0.0,744.96,,9.99,0.0
2023-01-11 22:00:00,2023-01-11 23:00:00,41.39,101.84,9.08,30.8,41.44,3.44,14.09,0.41,6.3,,,,,,92.46,0.89,200.68,0.0,745.12,,9.79,0.0
2023-01-11 23:00:00,2023-01-12 00:00:00,53.39,113.66,9.18,29.86,40.82,3.53,14.33,0.41,6.36,,,,,,92.64,0.86,196.1,0.0,744.97,,9.75,0.0
2023-01-12 00:00:00,2023-01-12 01:00:00,57.63,120.94,8.63,27.98,38.57,3.46,14.33,0.41,6.2,,,,,,93.3,0.74,209.69,0.0,744.41,,9.64,0.0
2023-01-12 01:00:00,2023-01-12 02:00:00,53.82,119.11,8.48,26.59,36.77,3.53,14.47,0.4,6.51,,,,,,93.6,0.58,235.26,0.0,743.96,,9.64,0.0
2023-01-12 02:00:00,2023-01-12 03:00:00,49.98,108.2,8.51,24.53,34.69,3.58,14.31,0.38,6.51,,,,,,93.61,0.56,201.66,0.0,743.68,,9.62,0.0
2023-01-12 03:00:00,2023-01-12 04:00:00,46.11,94.26,8.32,24.01,34.44,3.5,14.23,0.37,6.51,,,,,,93.73,0.64,177.27,0.0,743.36,,9.51,0.0
2023-01-12 04:00:00,2023-01-12 05:00:00,45.18,89.58,8.43,22.27,32.64,3.51,14.12,0.35,6.03,,,,,,94.08,0.82,182.57,0.0,743.08,,9.48,0.0
2023-01-12 05:00:00,2023-01-12 06:00:00,45.24,84.59,8.46,22.12,32.51,3.54,14.06,0.34,5.75,,,,,,95.47,0.72,171.03,0.0,742.92,,9.38,0.09
2023-01-12 06:00:00,2023-01-12 07:00:00,42.5,78.58,9.16,23.17,34.42,3.54,14.19,0.32,5.35,,,,,,95.95,0.61,175.74,0.0,743.14,,9.49,0.01
2023-01-12 07:00:00,2023-01-12 08:00:00,42.13,84.9,9.33,23.36,34.89,3.52,14.19,0.33,4.72,,,,,,95.68,0.66,229.49,1.79,743.26,,9.67,0.0
2023-01-12 08:00:00,2023-01-12 09:00:00,44.8,86.73,10.09,26.61,39.25,3.49,14.2,0.39,4.8,,,,,,94.52,0.43,182.11,15.21,743.68,,10.22,0.0
2023-01-12 09:00:00,2023-01-12 10:00:00,55.78,99.48,11.82,30.32,44.61,3.52,14.35,0.49,4.62,,,,,,92.47,0.49,203.79,43.82,744.14,,11.0,0.27
2023-01-12 10:00:00,2023-01-12 11:00:00,71.27,118.68,12.4,31.91,46.95,3.49,14.37,0.55,4.62,,,,,,88.66,0.46,202.52,75.08,744.43,,12.13,0.03
2023-01-12 11:00:00,2023-01-12 12:00:00,39.32,127.19,11.49,32.07,46.0,3.39,14.36,0.58,5.55,,,,,,80.72,0.75,251.55,215.41,744.01,,14.39,0.06
2023-01-12 12:00:00,2023-01-12 13:00:00,76.02,123.38,10.34,32.32,44.54,3.5,14.39,0.57,6.61,,,,,,69.34,1.01,268.84,329.12,743.46,,17.36,0.23
2023-01-12 13:00:00,2023-01-12 14:00:00,76.41,121.7,9.84,32.57,43.95,3.5,14.39,0.56,8.05,,,,,,57.31,0.72,258.48,319.64,742.51,,20.07,0.0
2023-01-12 14:00:00,2023-01-12 15:00:00,64.04,105.97,9.38,30.59,41.6,3.49,14.2,0.44,9.4,,,,,,46.7,0.46,205.9,274.91,741.88,,22.36,0.0
2023-01-12 15:00:00,2023-01-12 16:00:00,45.59,82.41,9.17,30.55,41.28,3.41,14.22,0.3,9.03,,,,,,46.74,0.3,201.81,178.02,741.55,,22.26,0.07
2023-01-12 16:00:00,2023-01-12 17:00:00,43.03,86.21,8.86,29.66,40.01,3.47,14.11,0.19,9.09,,,,,,55.26,0.53,240.09,89.44,741.4,,20.27,0.13
2023-01-12 17:00:00,2023-01-12 18:00:00,45.86,101.6,9.86,36.65,47.95,3.47,14.2,0.2,7.18,,,,,,70.42,0.12,114.13,3.97,741.53,,17.23,0.0
2023-01-12 18:00:00,2023-01-12 19:00:00,62.05,149.84,34.06,59.66,103.5,3.45,14.62,0.72,4.06,,,,,,80.13,0.19,132.0,0.0,741.74,,15.27,0.0
2023-01-12 19:00:00,2023-01-12 20:00:00,101.35,248.53,62.89,72.02,155.87,3.54,15.12,1.35,5.18,,,,,,83.65,0.35,182.51,0.0,742.04,,14.43,0.0
2023-01-12 20:00:00,2023-01-12 21:00:00,111.21,207.56,57.89,75.13,151.45,3.5,15.07,1.53,4.96,,,,,,83.78,0.28,160.33,0.0,742.52,,14.04,0.0
2023-01-12 21:00:00,2023-01-12 22:00:00,98.43,172.86,38.84,72.66,122.27,3.46,14.76,1.4,4.88,,,,,,85.12,0.34,165.24,0.0,742.83,,13.65,0.0
2023-01-12 22:00:00,2023-01-12 23:00:00,53.6,148.58,25.33,68.17,99.11,3.58,14.51,1.25,10.12,,,,,,87.43,0.31,164.36,0.0,742.93,,13.13,0.0
2023-01-12 23:00:00,2023-01-13 00:00:00,85.97,153.91,16.18,61.33,79.6,3.54,14.35,1.08,17.72,,,,,,87.52,0.4,217.49,0.0,742.75,,13.12,0.0
2023-01-13 00:00:00,2023-01-13 01:00:00,75.68,126.04,14.36,52.99,69.52,3.46,14.24,0.98,15.36,,,,,,90.39,0.24,142.33,0.0,742.62,,12.23,0.0
2023-01-13 01:00:00,2023-01-13 02:00:00,79.17,129.81,15.79,47.82,66.52,3.49,14.29,0.94,16.15,,,,,,92.77,0.38,136.88,0.0,742.6,,11.85,0.0
2023-01-13 02:00:00,2023-01-13 03:00:00,45.57,118.97,13.9,43.68,59.97,3.55,14.14,0.8,7.14,,,,,,92.86,0.51,149.97,0.0,742.62,,11.71,0.0
2023-01-13 03:00:00,2023-01-13 04:00:00,61.86,105.37,12.65,39.77,54.68,3.44,14.24,0.65,7.16,,,,,,94.45,0.1,74.97,0.0,742.46,,11.14,0.0
