From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2022-05-06 18:00:00,2022-05-06 19:00:00,36.25,108.5,6.95,34.2,23.8,15.5,18.8,0.88,74.58,,32.5,1.0,88.0,18.75,715.0,33.4,0.0
2022-05-06 19:00:00,2022-05-06 20:00:00,37.75,142.33,7.28,44.5,29.57,13.72,17.75,1.18,64.25,,34.25,0.53,77.75,7.25,716.0,32.6,0.0
2022-05-06 20:00:00,2022-05-06 21:00:00,56.0,168.25,7.88,63.2,40.03,11.13,20.3,1.72,34.38,,36.25,0.43,39.5,10.25,717.0,31.77,0.0
2022-05-06 21:00:00,2022-05-06 22:00:00,78.5,256.25,6.82,55.15,34.85,13.77,20.17,1.46,37.17,,39.0,0.55,117.5,7.75,717.0,30.98,0.0
2022-05-06 22:00:00,2022-05-06 23:00:00,75.0,254.75,6.35,47.4,30.4,15.1,18.35,0.75,43.12,,42.0,0.75,81.5,9.5,717.75,30.32,0.0
2022-05-06 23:00:00,2022-05-07 00:00:00,53.25,211.25,6.75,32.7,22.88,17.65,18.43,0.53,61.55,,39.5,1.02,69.75,8.75,718.0,30.48,0.0
2022-05-07 00:00:00,2022-05-07 01:00:00,60.0,257.75,7.18,26.8,20.1,17.73,18.45,0.72,61.43,,40.0,0.38,200.75,8.75,717.25,30.15,0.0
2022-05-07 01:00:00,2022-05-07 02:00:00,58.5,247.25,6.22,24.03,17.83,18.48,16.77,0.78,57.12,,41.75,0.48,148.0,9.5,717.0,29.4,0.0
2022-05-07 02:00:00,2022-05-07 03:00:00,53.25,249.25,6.4,24.6,18.3,18.55,16.15,0.69,50.2,,43.75,0.47,93.5,9.0,717.0,28.58,0.0
2022-05-07 03:00:00,2022-05-07 04:00:00,51.75,198.25,6.8,25.85,19.25,18.4,14.68,0.6,56.75,,43.0,0.7,92.5,9.5,717.0,28.65,0.0
2022-05-07 04:00:00,2022-05-07 05:00:00,52.5,163.75,7.15,20.73,16.85,19.8,16.77,0.66,57.7,,43.75,0.68,75.5,9.0,717.0,28.12,0.0
2022-05-07 05:00:00,2022-05-07 06:00:00,50.5,147.0,5.82,21.45,16.15,20.53,17.8,0.68,61.4,,44.75,0.57,104.25,5.75,718.0,27.73,0.0
2022-05-07 06:00:00,2022-05-07 07:00:00,56.75,150.5,6.8,21.52,17.0,20.95,19.05,0.8,66.5,,44.75,0.8,111.5,204.75,718.5,28.23,0.0
2022-05-07 07:00:00,2022-05-07 08:00:00,52.25,168.25,7.3,21.73,17.5,20.35,18.1,0.81,76.1,,44.75,1.27,110.25,555.0,719.0,30.02,0.0
2022-05-07 08:00:00,2022-05-07 09:00:00,51.75,159.25,7.08,21.25,17.05,19.82,17.9,0.8,82.07,,39.5,1.25,121.5,641.5,719.5,32.6,0.0
2022-05-07 09:00:00,2022-05-07 10:00:00,54.5,145.75,6.25,18.9,15.12,19.68,28.77,0.68,119.4,,32.0,1.35,140.75,665.25,720.0,35.42,0.0
2022-05-07 10:00:00,2022-05-07 11:00:00,46.5,135.5,6.15,17.47,14.27,19.5,38.38,0.57,127.7,,27.0,1.15,163.25,671.0,719.25,37.77,0.0
2022-05-07 11:00:00,2022-05-07 12:00:00,43.75,138.25,6.85,16.62,14.38,19.68,24.33,0.54,132.75,,24.0,1.52,133.25,679.25,718.75,38.6,0.0
2022-05-07 12:00:00,2022-05-07 13:00:00,41.75,167.75,6.55,15.3,13.47,20.05,20.1,0.53,135.4,,24.0,1.35,159.0,677.75,717.75,39.07,0.0
2022-05-07 13:00:00,2022-05-07 14:00:00,47.25,139.75,7.17,15.93,14.3,20.48,18.17,0.51,138.62,,24.0,1.55,162.0,650.5,716.5,39.62,0.0
2022-05-07 14:00:00,2022-05-07 15:00:00,46.5,148.5,6.9,16.65,14.5,21.25,17.05,0.58,132.18,,23.25,1.27,119.0,496.75,715.25,39.55,0.0
2022-05-07 15:00:00,2022-05-07 16:00:00,45.75,168.75,6.47,19.9,15.85,20.32,15.28,0.72,111.55,,26.25,1.5,159.25,139.0,715.0,36.62,0.0
2022-05-07 16:00:00,2022-05-07 17:00:00,54.75,204.25,6.25,22.68,17.15,17.78,14.72,0.74,109.97,,25.0,1.1,136.25,537.5,714.5,37.73,0.0
2022-05-07 17:00:00,2022-05-07 18:00:00,54.25,148.0,6.05,24.15,17.75,16.73,16.1,0.84,112.28,,25.75,0.75,76.0,271.25,714.0,37.45,0.0
2022-05-07 18:00:00,2022-05-07 19:00:00,70.25,173.75,5.85,33.12,22.38,15.2,18.88,1.23,93.25,,28.5,0.38,60.0,13.25,714.5,35.33,0.0
2022-05-07 19:00:00,2022-05-07 20:00:00,78.75,287.25,9.75,71.58,46.0,7.1,17.35,2.67,26.85,,34.25,0.3,86.5,8.25,715.0,33.15,0.0
2022-05-07 20:00:00,2022-05-07 21:00:00,130.25,558.0,28.38,104.93,78.88,6.0,23.25,3.81,7.35,,37.0,0.3,238.75,7.25,715.75,32.08,0.0
2022-05-07 21:00:00,2022-05-07 22:00:00,130.5,600.0,13.75,97.58,63.1,4.3,39.98,3.06,11.05,,38.25,0.3,247.25,6.5,716.0,31.03,0.0
2022-05-07 22:00:00,2022-05-07 23:00:00,115.25,549.25,7.85,73.0,45.2,9.68,28.75,2.15,19.45,,37.5,0.33,241.5,6.5,716.0,30.15,0.0
2022-05-07 23:00:00,2022-05-08 00:00:00,96.25,381.5,7.48,58.02,36.92,12.88,20.57,1.59,34.52,,35.0,0.7,138.75,6.25,716.0,30.3,0.0
2022-05-08 00:00:00,2022-05-08 01:00:00,78.75,299.5,6.3,27.62,19.8,18.38,17.6,0.92,63.25,,36.75,1.12,109.5,6.0,716.0,29.8,0.0
2022-05-08 01:00:00,2022-05-08 02:00:00,69.0,190.25,7.12,23.2,18.15,18.4,14.9,0.9,63.45,,38.75,0.88,100.0,4.5,716.0,29.15,0.0
2022-05-08 02:00:00,2022-05-08 03:00:00,67.0,177.75,6.55,18.02,14.9,19.68,16.35,0.8,75.97,,40.5,1.03,108.5,3.5,715.5,28.8,0.0
2022-05-08 03:00:00,2022-05-08 04:00:00,59.0,159.25,6.45,16.6,14.05,21.15,16.3,0.75,76.35,,43.25,0.95,116.0,9.25,715.0,28.02,0.0
2022-05-08 04:00:00,2022-05-08 05:00:00,54.0,140.5,6.75,16.23,14.12,20.9,16.05,0.71,80.35,,44.0,1.0,105.75,6.25,715.5,27.68,0.0
2022-05-08 05:00:00,2022-05-08 06:00:00,56.25,134.5,6.52,17.62,14.68,21.07,16.6,0.71,79.3,,44.0,0.65,94.5,6.75,716.0,27.5,0.0
2022-05-08 06:00:00,2022-05-08 07:00:00,55.0,138.25,6.45,19.02,15.35,21.02,17.73,0.76,76.62,,43.25,0.82,116.25,217.25,716.75,27.98,0.0
2022-05-08 07:00:00,2022-05-08 08:00:00,60.0,171.75,6.1,19.98,15.58,21.45,17.4,0.89,76.5,,40.25,0.95,127.5,508.5,717.0,29.75,0.0
2022-05-08 08:00:00,2022-05-08 09:00:00,66.25,193.75,7.32,19.5,16.3,20.27,21.85,0.85,88.07,,32.75,0.78,180.25,629.5,717.0,33.83,0.0
2022-05-08 09:00:00,2022-05-08 10:00:00,63.5,174.25,7.47,16.93,15.1,19.35,27.4,0.8,109.7,,27.25,1.0,198.75,651.25,717.0,36.33,0.0
2022-05-08 10:00:00,2022-05-08 11:00:00,53.0,156.75,7.42,18.23,15.72,18.75,32.88,0.78,121.08,,24.0,1.15,206.75,669.0,717.0,38.92,0.0
2022-05-08 11:00:00,2022-05-08 12:00:00,47.0,154.25,6.42,14.68,13.02,19.3,20.23,0.5,121.53,,20.0,1.23,224.25,673.25,716.25,40.35,0.0
2022-05-08 12:00:00,2022-05-08 13:00:00,29.75,121.5,7.02,13.85,13.1,19.0,17.25,0.5,118.6,,18.25,1.23,205.25,647.5,715.25,41.55,0.0
2022-05-08 13:00:00,2022-05-08 14:00:00,33.0,136.75,5.65,15.15,12.65,19.45,14.57,0.52,112.1,,18.0,1.65,186.5,630.75,714.25,40.95,0.0
2022-05-08 14:00:00,2022-05-08 15:00:00,34.0,176.0,6.32,17.12,14.25,19.7,13.72,0.48,114.68,,18.0,1.73,142.0,637.5,713.25,40.9,0.0
2022-05-08 15:00:00,2022-05-08 16:00:00,31.5,145.25,6.35,17.93,14.7,19.88,12.25,0.58,116.32,,18.25,1.95,146.0,619.75,712.25,40.72,0.0
2022-05-08 16:00:00,2022-05-08 17:00:00,43.25,148.75,5.62,17.42,13.85,19.0,13.55,0.62,117.88,,18.0,1.45,122.0,537.25,712.0,40.17,0.0
2022-05-08 17:00:00,2022-05-08 18:00:00,45.0,143.75,6.47,19.75,15.77,17.23,14.9,0.69,115.45,,19.25,1.28,73.5,293.0,712.0,39.08,0.0
2022-05-08 18:00:00,2022-05-08 19:00:00,41.25,167.0,6.78,32.15,22.62,13.62,18.62,1.13,88.45,,21.25,0.53,86.25,24.0,712.0,37.0,0.0
2022-05-08 19:00:00,2022-05-08 20:00:00,54.25,195.0,6.97,45.58,29.9,11.35,16.32,1.55,74.28,,22.75,0.7,91.0,14.0,712.75,35.42,0.0
2022-05-08 20:00:00,2022-05-08 21:00:00,69.75,195.25,7.05,33.55,23.57,14.2,17.73,1.09,83.7,,24.5,1.6,112.25,9.75,713.5,34.65,0.0
2022-05-08 21:00:00,2022-05-08 22:00:00,57.75,171.5,6.03,21.75,16.5,17.32,17.77,0.76,110.7,,29.5,1.95,110.25,11.25,714.0,33.35,0.0
2022-05-08 22:00:00,2022-05-08 23:00:00,50.5,124.25,7.65,17.4,15.5,17.98,18.0,0.66,108.7,,32.75,1.9,117.75,10.75,714.0,32.5,0.0
2022-05-08 23:00:00,2022-05-09 00:00:00,52.0,123.0,5.97,20.0,15.47,18.65,17.73,0.76,96.07,,35.5,1.15,103.75,11.25,714.0,31.27,0.0
2022-05-09 00:00:00,2022-05-09 01:00:00,57.75,122.75,7.05,19.33,15.98,18.12,19.45,0.8,82.9,,41.25,1.05,99.25,11.75,714.0,29.85,0.0
2022-05-09 01:00:00,2022-05-09 02:00:00,49.5,112.25,7.4,15.58,14.3,19.32,19.9,0.82,80.72,,45.75,1.0,88.75,8.75,714.0,29.18,0.0
2022-05-09 02:00:00,2022-05-09 03:00:00,54.0,119.25,6.03,14.65,12.68,20.67,16.93,0.85,61.7,,55.5,0.93,97.25,11.0,714.0,28.25,0.0
2022-05-09 03:00:00,2022-05-09 04:00:00,52.75,133.25,7.18,12.75,12.62,21.88,17.03,0.79,68.32,,57.5,0.93,114.75,10.5,714.0,27.8,0.0
2022-05-09 04:00:00,2022-05-09 05:00:00,50.25,106.0,7.1,14.77,13.6,21.02,16.95,0.79,64.3,,59.5,0.88,124.0,8.0,714.0,27.2,0.0
2022-05-09 05:00:00,2022-05-09 06:00:00,53.5,141.75,5.93,15.32,12.95,22.9,16.8,0.79,70.05,,58.5,0.98,117.25,10.75,715.0,26.9,0.0
2022-05-09 06:00:00,2022-05-09 07:00:00,52.5,119.25,6.25,16.03,13.62,23.7,16.55,0.83,67.1,,57.0,0.95,106.0,235.25,715.0,27.53,0.0
2022-05-09 07:00:00,2022-05-09 08:00:00,56.25,113.5,5.38,17.6,13.7,25.25,16.93,0.9,72.58,,49.75,0.75,111.25,577.0,716.0,30.32,0.0
2022-05-09 08:00:00,2022-05-09 09:00:00,60.75,132.75,7.38,18.88,16.02,23.05,21.2,0.93,75.23,,39.75,0.73,165.5,638.25,716.0,34.15,0.0
2022-05-09 09:00:00,2022-05-09 10:00:00,52.5,141.0,6.95,16.05,14.2,22.55,26.9,0.81,118.9,,29.25,1.25,201.5,666.75,715.0,36.95,0.0
2022-05-09 10:00:00,2022-05-09 11:00:00,47.5,132.75,6.6,16.07,13.9,20.5,26.7,0.75,122.12,,23.75,1.05,173.5,667.5,715.0,39.48,0.0
2022-05-09 11:00:00,2022-05-09 12:00:00,43.0,109.5,8.38,16.77,15.75,20.55,23.55,0.76,129.8,,21.25,1.02,150.25,664.25,714.25,41.12,0.0
2022-05-09 12:00:00,2022-05-09 13:00:00,35.0,131.0,7.98,23.62,19.07,18.1,21.33,0.66,124.23,,20.25,1.95,186.25,678.75,713.5,40.92,0.0
2022-05-09 13:00:00,2022-05-09 14:00:00,36.75,180.75,7.0,16.8,14.65,20.02,18.05,0.56,120.57,,19.25,2.3,162.75,670.5,712.75,40.77,0.0
2022-05-09 14:00:00,2022-05-09 15:00:00,35.5,172.75,7.07,18.6,15.65,20.55,18.1,0.6,129.53,,20.5,2.52,95.75,651.75,712.0,40.45,0.0
2022-05-09 15:00:00,2022-05-09 16:00:00,44.0,158.75,7.47,18.02,15.65,21.7,19.15,0.75,143.68,,22.5,2.27,77.25,610.25,711.25,40.17,0.0
2022-05-09 16:00:00,2022-05-09 17:00:00,49.0,160.5,6.18,19.95,15.63,20.7,20.6,0.72,141.47,,25.75,2.52,82.75,548.75,711.0,39.17,0.0
2022-05-09 17:00:00,2022-05-09 18:00:00,55.5,170.75,5.8,22.27,16.57,19.62,20.82,0.71,138.5,,29.5,1.65,87.5,283.25,711.5,37.95,0.0
2022-05-09 18:00:00,2022-05-09 19:00:00,55.5,149.5,5.6,26.6,18.68,17.68,20.5,1.24,119.68,,31.5,1.2,85.5,19.75,712.0,36.45,0.0
2022-05-09 19:00:00,2022-05-09 20:00:00,52.5,143.75,8.0,39.05,27.28,14.97,23.83,1.4,105.38,,34.5,1.02,87.25,9.0,713.0,34.83,0.0
2022-05-09 20:00:00,2022-05-09 21:00:00,58.25,149.75,6.42,43.3,28.27,14.7,20.57,1.46,88.6,,36.5,0.9,85.25,8.0,713.75,33.7,0.0
2022-05-09 21:00:00,2022-05-09 22:00:00,62.25,155.0,7.5,46.1,30.62,14.98,23.23,1.5,78.85,,39.75,1.0,96.5,10.75,714.25,32.88,0.0
2022-05-09 22:00:00,2022-05-09 23:00:00,63.0,158.75,6.05,33.1,22.5,18.38,22.43,1.13,87.45,,42.5,0.93,97.0,6.75,715.0,31.98,0.0
2022-05-09 23:00:00,2022-05-10 00:00:00,61.25,140.75,6.38,23.82,17.85,20.82,21.97,0.98,87.8,,45.0,1.0,100.75,8.75,714.5,31.2,0.0
2022-05-10 00:00:00,2022-05-10 01:00:00,57.25,132.25,5.72,17.75,14.1,22.12,21.6,0.89,79.15,,47.0,1.42,107.5,9.75,714.0,30.55,0.0
2022-05-10 01:00:00,2022-05-10 02:00:00,60.0,124.5,8.15,14.9,14.53,20.85,20.4,0.86,73.57,,49.0,1.17,102.25,11.0,714.0,29.9,0.0
2022-05-10 02:00:00,2022-05-10 03:00:00,56.25,110.5,8.28,14.15,14.25,20.35,20.32,0.85,68.58,,51.0,1.15,103.0,9.0,714.0,29.25,0.0
2022-05-10 03:00:00,2022-05-10 04:00:00,53.0,91.75,6.92,13.35,12.72,21.93,18.98,0.81,68.65,,53.5,1.35,105.25,9.25,714.0,28.67,0.0
2022-05-10 04:00:00,2022-05-10 05:00:00,49.5,93.75,6.45,14.53,13.0,21.9,15.57,0.76,69.18,,56.0,1.05,104.0,11.5,714.0,28.23,0.0
2022-05-10 05:00:00,2022-05-10 06:00:00,50.5,96.0,6.9,15.18,13.7,22.52,15.4,0.82,61.65,,57.75,0.85,107.75,12.5,714.25,27.77,0.0
2022-05-10 06:00:00,2022-05-10 07:00:00,56.5,113.25,6.47,17.15,14.38,23.45,15.02,0.88,58.17,,56.5,1.0,102.0,216.25,715.0,28.43,0.0
2022-05-10 07:00:00,2022-05-10 08:00:00,52.5,138.75,6.65,16.65,14.28,23.78,15.45,0.59,55.98,,53.75,1.45,110.75,560.5,715.75,30.0,0.0
2022-05-10 08:00:00,2022-05-10 09:00:00,53.75,137.0,6.25,14.52,12.8,23.93,17.07,0.86,49.23,,50.0,1.67,117.5,648.5,716.0,31.98,0.0
2022-05-10 09:00:00,2022-05-10 10:00:00,51.0,119.25,6.53,14.93,13.23,22.75,18.6,0.85,78.7,,42.75,1.2,144.5,671.25,716.0,34.75,0.0
2022-05-10 10:00:00,2022-05-10 11:00:00,46.0,103.0,3.88,13.27,10.25,16.95,20.4,0.8,83.38,,38.25,1.48,126.5,685.75,716.0,36.0,0.0
2022-05-10 11:00:00,2022-05-10 12:00:00,46.75,101.75,2.7,12.27,8.0,12.03,11.35,0.8,104.95,,31.75,1.42,102.0,689.5,715.0,38.08,0.0
2022-05-10 12:00:00,2022-05-10 13:00:00,39.5,95.0,0.5,13.6,7.6,11.83,8.35,0.75,118.55,,30.0,1.68,112.25,691.25,714.0,38.65,0.0
2022-05-10 13:00:00,2022-05-10 14:00:00,37.0,114.0,2.77,10.57,7.88,14.65,10.35,0.67,127.57,,29.0,1.83,114.5,682.25,713.0,38.95,0.0
2022-05-10 14:00:00,2022-05-10 15:00:00,37.0,115.75,3.85,10.9,8.98,15.1,13.88,0.66,134.65,,28.5,1.98,102.5,655.25,712.0,39.48,0.0
2022-05-10 15:00:00,2022-05-10 16:00:00,44.25,118.0,3.55,11.5,9.0,14.62,11.28,0.68,131.1,,27.75,1.98,100.5,600.25,711.25,39.45,0.0
2022-05-10 16:00:00,2022-05-10 17:00:00,38.75,131.5,2.98,12.5,9.07,12.1,8.88,0.76,126.57,,27.75,1.6,84.75,540.5,711.0,39.3,0.0
2022-05-10 17:00:00,2022-05-10 18:00:00,38.5,117.5,3.95,14.45,10.88,9.85,9.52,0.89,,,29.25,1.7,100.5,304.0,711.0,38.28,0.0
2022-05-10 18:00:00,2022-05-10 19:00:00,40.67,122.67,5.6,27.73,19.33,16.17,17.67,1.34,111.17,,32.0,1.27,96.67,16.33,712.0,36.77,0.0
2022-05-10 19:00:00,2022-05-10 20:00:00,43.5,140.75,6.58,41.75,27.52,14.85,19.9,1.84,91.17,,34.25,0.88,92.0,6.5,712.5,35.75,0.0
2022-05-10 20:00:00,2022-05-10 21:00:00,49.0,159.25,6.33,49.98,31.7,13.38,20.23,1.98,81.05,,36.0,0.77,89.0,8.75,713.5,34.8,0.0
2022-05-10 21:00:00,2022-05-10 22:00:00,53.75,171.0,5.9,46.83,29.73,14.4,22.23,1.49,73.47,,38.75,1.08,91.75,7.25,714.0,33.9,0.0
2022-05-10 22:00:00,2022-05-10 23:00:00,59.75,166.75,7.65,37.6,26.25,16.25,20.98,1.11,79.8,,42.5,1.0,82.75,6.75,714.0,32.9,0.0
2022-05-10 23:00:00,2022-05-11 00:00:00,61.0,172.75,7.48,34.0,24.18,17.57,22.6,0.93,67.75,,45.75,0.73,62.5,5.25,714.0,31.92,0.0
2022-05-11 00:00:00,2022-05-11 01:00:00,58.5,198.0,7.37,36.88,25.6,17.27,29.32,0.96,48.95,,49.0,0.72,78.5,6.5,713.5,31.58,0.0
2022-05-11 01:00:00,2022-05-11 02:00:00,60.0,178.25,6.47,32.68,22.65,18.1,35.2,0.86,47.35,,51.5,0.88,94.75,5.5,713.0,31.03,0.0
2022-05-11 02:00:00,2022-05-11 03:00:00,57.75,153.5,4.83,24.92,17.18,19.62,29.75,0.79,46.25,,53.5,0.88,109.75,7.0,712.75,30.38,0.0
2022-05-11 03:00:00,2022-05-11 04:00:00,51.0,146.75,6.78,23.3,17.9,19.83,25.32,0.8,43.93,,55.75,0.6,154.25,7.0,712.25,29.65,0.0
2022-05-11 04:00:00,2022-05-11 05:00:00,52.0,144.5,6.78,23.05,17.75,20.5,21.65,0.86,42.72,,57.5,0.32,241.75,7.75,713.0,28.97,0.0
2022-05-11 05:00:00,2022-05-11 06:00:00,59.0,190.25,7.28,28.08,20.88,21.02,22.18,1.03,29.82,,59.0,0.33,235.75,9.25,713.5,28.6,0.0
2022-05-11 06:00:00,2022-05-11 07:00:00,71.25,283.75,7.38,25.5,19.55,22.88,22.22,1.15,36.6,,57.25,0.62,200.75,217.5,714.0,29.68,0.0
2022-05-11 07:00:00,2022-05-11 08:00:00,67.25,243.5,6.72,17.33,14.7,24.27,22.03,0.81,45.03,,53.0,1.18,192.75,544.75,714.75,31.32,0.0
2022-05-11 08:00:00,2022-05-11 09:00:00,51.25,141.0,6.8,14.88,13.45,24.33,22.77,0.73,36.13,,49.75,1.25,224.75,632.25,715.0,33.4,0.0
2022-05-11 09:00:00,2022-05-11 10:00:00,46.0,109.5,7.35,12.2,12.48,24.42,24.23,0.81,48.8,,44.75,1.27,210.25,662.25,715.0,35.42,0.0
2022-05-11 10:00:00,2022-05-11 11:00:00,43.75,114.0,5.2,12.25,10.75,19.0,24.23,0.7,49.5,,40.5,1.32,198.5,674.5,715.0,36.88,0.0
2022-05-11 11:00:00,2022-05-11 12:00:00,35.5,115.0,1.4,8.33,5.13,13.4,14.6,0.71,51.45,,35.75,1.03,217.75,672.0,714.0,38.98,0.0
2022-05-11 12:00:00,2022-05-11 13:00:00,33.0,116.5,3.15,9.5,7.65,14.83,11.7,0.61,88.53,,31.25,1.15,141.5,657.75,713.5,40.15,0.0
2022-05-11 13:00:00,2022-05-11 14:00:00,39.25,119.75,2.7,10.1,7.57,18.88,10.07,0.67,107.12,,31.0,1.3,139.75,623.5,712.75,39.92,0.0
2022-05-11 14:00:00,2022-05-11 15:00:00,41.5,148.75,3.08,12.22,9.0,18.52,9.2,0.71,109.62,,27.75,1.75,134.5,645.25,711.5,40.62,0.0
2022-05-11 15:00:00,2022-05-11 16:00:00,43.5,162.0,3.12,11.5,8.62,17.15,6.55,0.66,113.02,,26.75,1.73,104.75,624.0,710.75,40.6,0.0
2022-05-11 16:00:00,2022-05-11 17:00:00,36.5,152.5,3.53,13.45,9.07,13.8,4.68,0.71,105.62,,26.0,1.5,153.25,562.25,710.0,40.4,0.0
2022-05-11 17:00:00,2022-05-11 18:00:00,39.5,158.75,2.85,12.5,8.97,10.93,5.25,0.72,103.88,,25.0,1.9,66.25,315.5,710.0,39.1,0.0
2022-05-11 18:00:00,2022-05-11 19:00:00,44.75,161.75,4.9,25.2,17.4,11.38,10.82,1.0,91.65,,27.0,1.23,55.5,29.0,711.0,37.55,0.0
2022-05-11 19:00:00,2022-05-11 20:00:00,48.75,203.0,7.57,40.5,27.7,13.95,21.88,1.58,72.55,,31.5,0.7,65.0,13.5,711.75,35.95,0.0
2022-05-11 20:00:00,2022-05-11 21:00:00,55.0,257.75,7.38,45.62,30.27,13.95,17.4,1.98,66.97,,33.0,0.72,76.75,12.25,712.5,34.92,0.0
2022-05-11 21:00:00,2022-05-11 22:00:00,56.5,218.25,5.72,39.6,25.73,14.95,17.8,1.51,77.82,,35.0,0.78,108.5,11.75,713.0,34.25,0.0
2022-05-11 22:00:00,2022-05-11 23:00:00,51.25,172.75,6.47,29.7,21.07,16.83,18.1,1.11,79.0,,37.5,1.0,110.25,12.0,713.0,33.53,0.0
2022-05-11 23:00:00,2022-05-12 00:00:00,47.5,164.25,4.62,21.8,15.3,19.9,16.77,0.83,86.28,,39.25,1.55,106.25,12.25,713.0,32.9,0.0
2022-05-12 00:00:00,2022-05-12 01:00:00,44.5,150.5,5.2,19.48,14.58,19.9,19.72,0.73,73.4,,42.75,1.22,104.25,12.25,712.25,31.9,0.0
2022-05-12 01:00:00,2022-05-12 02:00:00,47.25,146.0,7.42,14.55,13.8,19.65,21.42,0.71,67.58,,47.0,0.93,127.25,11.5,712.0,31.03,0.0
2022-05-12 02:00:00,2022-05-12 03:00:00,43.5,125.5,5.88,19.25,15.03,18.9,21.53,0.8,52.3,,50.75,0.65,158.0,10.75,712.0,30.27,0.0
2022-05-12 03:00:00,2022-05-12 04:00:00,49.0,126.0,6.7,19.38,15.78,19.07,21.45,1.09,52.25,,50.0,0.35,169.75,11.0,712.5,29.6,0.0
2022-05-12 04:00:00,2022-05-12 05:00:00,50.0,149.0,6.75,19.15,15.68,20.57,19.57,0.93,54.5,,50.5,0.62,200.75,10.5,713.0,29.77,0.0
2022-05-12 05:00:00,2022-05-12 06:00:00,42.5,143.5,7.12,14.95,13.75,20.62,18.35,0.68,47.35,,55.25,0.57,209.5,11.0,713.5,29.72,0.0
2022-05-12 06:00:00,2022-05-12 07:00:00,36.75,139.5,6.55,15.02,13.3,20.57,19.1,0.62,32.8,,56.0,0.82,236.5,201.5,714.0,30.58,0.0
2022-05-12 07:00:00,2022-05-12 08:00:00,32.75,140.5,6.53,12.95,12.18,21.22,18.6,0.66,25.73,,54.0,1.35,209.25,527.75,715.0,32.25,0.0
2022-05-12 08:00:00,2022-05-12 09:00:00,31.75,133.75,6.22,15.15,13.1,21.6,18.6,0.69,27.77,,49.75,1.67,235.25,631.75,715.0,34.2,0.0
2022-05-12 09:00:00,2022-05-12 10:00:00,33.0,185.0,7.22,15.8,14.25,20.98,20.77,0.83,38.2,,46.0,1.77,227.5,669.5,715.0,35.9,0.0
2022-05-12 10:00:00,2022-05-12 11:00:00,36.0,139.5,7.3,15.8,14.3,13.4,17.8,0.77,40.4,,42.0,1.8,237.0,679.5,714.75,37.42,0.0
2022-05-12 11:00:00,2022-05-12 12:00:00,27.25,131.75,5.53,10.97,10.33,14.43,14.4,0.77,49.67,,37.0,1.67,247.25,685.5,714.0,38.95,0.0
2022-05-12 12:00:00,2022-05-12 13:00:00,29.0,137.0,0.9,7.3,4.15,16.6,9.82,0.68,52.1,,33.5,1.52,242.0,672.75,713.0,40.05,0.0
2022-05-12 13:00:00,2022-05-12 14:00:00,30.25,124.25,2.55,7.3,5.97,19.75,8.48,0.65,87.2,,30.5,1.1,218.0,645.25,711.75,41.8,0.0
2022-05-12 14:00:00,2022-05-12 15:00:00,28.25,121.0,3.72,8.03,7.3,20.9,8.25,0.67,92.67,,28.75,1.48,260.5,514.5,710.5,40.55,0.0
2022-05-12 15:00:00,2022-05-12 16:00:00,36.75,145.25,1.93,11.8,7.88,16.23,6.42,0.66,94.12,,26.25,1.38,230.25,589.75,709.5,41.4,0.0
2022-05-12 16:00:00,2022-05-12 17:00:00,35.0,152.75,2.88,10.68,8.03,14.42,6.85,0.83,100.0,,26.25,1.7,83.5,514.5,709.0,40.6,0.0
2022-05-12 17:00:00,2022-05-12 18:00:00,40.75,171.75,3.12,13.32,9.62,10.85,6.7,1.05,99.9,,25.75,1.23,71.0,182.75,709.0,39.55,0.0
2022-05-12 18:00:00,2022-05-12 19:00:00,42.0,183.0,5.5,27.85,19.27,15.02,16.02,1.58,89.38,,27.75,0.77,62.75,18.75,709.75,38.32,0.0
2022-05-12 19:00:00,2022-05-12 20:00:00,50.75,226.75,7.88,45.7,30.68,13.38,18.35,2.23,69.95,,29.75,0.45,88.0,9.5,710.75,37.02,0.0
2022-05-12 20:00:00,2022-05-12 21:00:00,57.5,219.75,5.33,45.92,28.73,14.73,19.12,2.1,76.3,,30.0,1.08,99.0,9.0,711.5,36.23,0.0
2022-05-12 21:00:00,2022-05-12 22:00:00,55.5,220.25,6.55,32.38,22.52,15.97,18.62,1.54,62.37,,33.0,0.4,178.5,9.0,712.0,34.6,0.0
2022-05-12 22:00:00,2022-05-12 23:00:00,67.75,289.25,8.0,44.85,30.35,13.8,25.85,2.13,41.18,,35.5,0.35,252.25,8.5,712.0,33.68,0.0
2022-05-12 23:00:00,2022-05-13 00:00:00,78.5,383.0,6.77,41.42,27.57,13.85,23.2,1.63,43.8,,38.75,0.3,228.0,9.0,712.0,32.95,0.0
2022-05-13 00:00:00,2022-05-13 01:00:00,70.5,320.0,8.48,54.27,35.73,11.57,91.22,1.21,21.27,,45.25,0.43,251.5,10.5,712.0,32.02,0.0
2022-05-13 01:00:00,2022-05-13 02:00:00,77.75,305.0,6.98,41.33,27.65,16.05,151.0,1.04,23.65,,48.0,0.45,237.25,8.0,711.0,31.18,0.0
