From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm),Xylene (),AT (degree C)
2023-03-09 15:00:00,2023-03-09 16:00:00,49.61,76.25,5.0,10.0,9.38,14.0,3.53,0.76,26.32,0.29,0.0,,,,11.15,14.32,216.21,1061.89,970.9,0.0,,29.04
2023-03-09 16:00:00,2023-03-09 17:00:00,59.04,87.85,5.0,10.0,9.38,14.0,3.42,0.77,25.37,0.31,0.0,,,,11.27,18.11,235.55,1061.09,970.69,0.0,,27.5
2023-03-09 17:00:00,2023-03-09 18:00:00,50.08,76.83,5.0,10.0,9.38,14.0,3.36,0.86,24.5,0.47,0.16,,,,12.49,18.82,183.28,1045.75,970.9,0.0,,23.36
2023-03-09 18:00:00,2023-03-09 19:00:00,44.31,69.73,5.0,10.0,9.38,14.0,3.51,1.02,22.17,0.61,0.41,,,,14.1,20.0,155.89,1027.96,971.34,0.0,,21.65
2023-03-09 19:00:00,2023-03-09 20:00:00,47.55,73.72,5.0,10.0,9.38,14.0,3.37,0.97,22.02,0.85,0.0,,,,15.47,14.95,152.27,1017.2,971.96,0.0,,21.48
2023-03-09 20:00:00,2023-03-09 21:00:00,48.18,74.49,5.0,10.0,9.38,14.0,4.55,0.99,21.83,0.71,0.0,,,,15.96,16.04,143.84,1012.37,972.57,0.0,,21.49
2023-03-09 21:00:00,2023-03-09 22:00:00,44.1,69.47,5.0,10.0,9.38,14.0,3.59,0.88,21.57,0.63,0.0,,,,18.42,15.16,157.04,999.35,973.16,0.0,,21.48
2023-03-09 22:00:00,2023-03-09 23:00:00,39.34,63.61,5.0,10.0,9.38,14.0,3.18,0.79,22.09,0.44,0.38,,,,19.46,17.23,177.73,988.59,973.39,0.0,,21.48
2023-03-09 23:00:00,2023-03-10 00:00:00,31.38,53.82,5.0,10.0,9.38,14.0,3.11,0.8,21.31,0.34,0.0,,,,21.56,16.57,164.56,976.3,973.35,0.0,,21.48
2023-03-10 00:00:00,2023-03-10 01:00:00,35.27,58.61,5.0,10.0,9.38,14.0,3.34,0.75,20.94,0.4,0.0,,,,23.38,19.64,189.38,968.02,973.15,0.0,,21.48
2023-03-10 01:00:00,2023-03-10 02:00:00,36.28,59.86,5.0,10.0,9.38,14.01,3.33,0.72,21.18,0.35,0.0,,,,25.17,10.12,182.75,957.06,972.76,0.0,,21.49
2023-03-10 02:00:00,2023-03-10 03:00:00,30.05,52.19,5.0,10.0,9.38,14.01,3.37,0.74,20.83,0.34,0.0,,,,26.95,11.82,169.81,949.19,972.61,0.0,,21.48
2023-03-10 03:00:00,2023-03-10 04:00:00,30.38,52.59,5.01,9.99,9.38,14.01,3.45,0.74,20.61,0.41,0.43,,,,28.77,8.88,156.61,939.46,972.55,0.0,,21.48
2023-03-10 04:00:00,2023-03-10 05:00:00,24.28,45.1,5.0,10.0,9.38,14.0,3.51,0.75,20.76,0.46,0.0,,,,30.84,6.25,99.08,931.06,972.55,0.0,,21.48
2023-03-10 05:00:00,2023-03-10 06:00:00,24.65,45.56,5.0,10.0,9.38,14.0,3.48,0.77,20.39,0.48,0.0,,,,32.97,5.12,28.27,924.09,972.66,0.0,,21.47
2023-03-10 06:00:00,2023-03-10 07:00:00,31.7,54.23,5.0,10.0,9.38,14.02,3.77,0.8,19.78,0.7,0.0,,,,35.76,4.22,105.69,918.13,973.08,0.0,,21.67
2023-03-10 07:00:00,2023-03-10 08:00:00,30.65,52.94,5.01,9.99,9.38,14.02,3.77,0.94,20.49,1.24,0.78,,,,36.95,4.7,174.81,922.76,973.51,0.0,,23.43
2023-03-10 08:00:00,2023-03-10 09:00:00,30.37,52.59,5.0,10.0,9.38,14.02,3.92,0.96,21.21,1.1,0.0,,,,33.73,8.18,215.67,945.22,973.93,0.0,,25.45
2023-03-10 09:00:00,2023-03-10 10:00:00,31.02,53.39,5.0,10.0,9.38,14.0,4.66,0.93,21.75,1.24,0.35,,,,30.64,5.91,231.04,964.23,974.18,0.0,,26.7
2023-03-10 10:00:00,2023-03-10 11:00:00,32.07,54.68,5.0,10.0,9.38,14.01,12.19,0.84,21.69,0.79,0.0,,,,23.76,9.97,190.09,999.08,974.01,0.0,,27.23
2023-03-10 11:00:00,2023-03-10 12:00:00,39.62,63.97,5.0,10.0,9.38,14.01,15.05,0.73,23.34,0.5,0.0,,,,17.29,8.28,176.63,1023.71,973.38,0.0,,27.35
2023-03-10 12:00:00,2023-03-10 13:00:00,41.82,66.67,5.0,9.99,9.38,14.01,11.27,0.72,25.22,0.35,0.0,,,,14.69,11.26,201.5,1039.4,972.62,0.0,,29.0
2023-03-10 13:00:00,2023-03-10 14:00:00,42.19,67.12,5.0,9.99,9.38,14.02,6.91,0.79,30.85,0.52,0.0,,,,13.77,14.73,213.02,1053.95,971.88,0.0,,30.13
2023-03-10 14:00:00,2023-03-10 15:00:00,40.4,64.92,5.0,10.0,9.38,14.02,4.78,0.76,27.45,0.36,0.0,,,,12.12,15.76,216.19,1061.12,971.04,0.0,,28.95
2023-03-10 15:00:00,2023-03-10 16:00:00,41.58,66.37,5.0,10.0,9.38,14.0,4.33,0.74,26.63,0.28,0.0,,,,10.58,11.57,212.49,1063.86,970.46,0.0,,29.7
2023-03-10 16:00:00,2023-03-10 17:00:00,57.06,85.41,5.0,10.0,9.38,14.0,4.09,0.76,25.58,0.32,0.0,,,,10.48,10.66,185.38,1061.69,970.24,0.0,,28.09
2023-03-10 17:00:00,2023-03-10 18:00:00,57.04,85.39,5.01,9.99,9.38,14.02,3.86,0.84,24.47,0.55,0.0,,,,11.3,12.6,218.71,1050.24,970.38,0.0,,23.49
2023-03-10 18:00:00,2023-03-10 19:00:00,51.8,78.94,5.01,9.98,9.38,14.04,3.85,1.1,22.53,0.9,0.0,,,,13.18,18.07,160.59,1028.99,970.69,0.0,,21.69
2023-03-10 19:00:00,2023-03-10 20:00:00,45.28,70.94,5.01,9.98,9.38,14.04,4.29,1.21,21.45,1.29,0.0,,,,17.2,23.16,174.3,1013.78,971.29,0.0,,21.48
2023-03-10 20:00:00,2023-03-10 21:00:00,41.58,66.37,5.0,10.0,9.38,14.0,5.38,1.29,21.05,1.73,1.16,,,,18.81,16.39,189.8,1003.68,972.04,0.0,,21.48
2023-03-10 21:00:00,2023-03-10 22:00:00,41.51,66.29,5.0,10.0,9.38,14.0,4.06,1.12,21.02,1.37,0.0,,,,19.72,16.62,194.5,995.63,972.58,0.0,,21.48
2023-03-10 22:00:00,2023-03-10 23:00:00,45.82,71.59,5.0,10.0,9.38,14.01,3.9,1.13,20.59,1.04,0.0,,,,21.7,7.47,165.5,982.7,972.86,0.0,,21.49
2023-03-10 23:00:00,2023-03-11 00:00:00,44.57,70.05,5.0,10.0,9.38,14.0,3.86,0.94,20.97,1.36,0.0,,,,22.17,20.82,187.97,982.41,972.78,0.0,,21.46
2023-03-11 00:00:00,2023-03-11 01:00:00,43.9,69.22,5.0,9.99,9.38,14.02,3.8,0.74,21.58,0.38,0.0,,,,22.47,20.8,204.69,978.07,972.46,0.0,,21.48
2023-03-11 01:00:00,2023-03-11 02:00:00,37.93,61.89,5.01,9.99,9.38,14.02,3.83,0.73,21.3,0.29,0.0,,,,24.91,9.91,246.92,966.81,972.12,0.0,,21.5
2023-03-11 02:00:00,2023-03-11 03:00:00,32.19,54.82,5.01,9.99,9.38,14.03,3.69,0.75,20.72,0.38,0.0,,,,27.63,8.11,199.7,955.92,971.85,0.0,,21.48
2023-03-11 03:00:00,2023-03-11 04:00:00,34.65,57.85,5.01,9.98,9.38,14.04,3.7,0.74,20.78,0.43,0.0,,,,29.44,5.07,286.55,945.26,971.81,0.0,,21.49
2023-03-11 04:00:00,2023-03-11 05:00:00,32.11,54.73,5.01,9.98,9.38,14.04,3.67,0.74,20.7,0.41,0.0,,,,29.86,9.59,114.72,943.12,971.79,0.0,,21.48
2023-03-11 05:00:00,2023-03-11 06:00:00,32.88,55.67,5.01,9.98,9.38,14.04,3.67,0.75,20.86,0.4,0.0,,,,32.46,5.53,169.94,938.63,972.02,0.0,,21.48
2023-03-11 06:00:00,2023-03-11 07:00:00,30.46,52.7,5.01,9.98,9.38,14.04,3.72,0.81,20.62,0.39,0.0,,,,33.92,28.84,257.68,934.25,972.59,0.0,,21.68
2023-03-11 07:00:00,2023-03-11 08:00:00,24.51,45.38,5.01,9.99,9.38,14.02,3.74,0.87,20.56,0.9,0.0,,,,34.8,19.8,241.86,938.37,973.39,0.0,,23.42
2023-03-11 08:00:00,2023-03-11 09:00:00,30.08,52.22,5.01,9.99,9.38,14.03,4.04,0.88,21.27,1.01,0.0,,,,32.92,16.4,258.66,956.01,974.0,0.0,,25.33
2023-03-11 09:00:00,2023-03-11 10:00:00,38.33,62.37,5.01,9.99,9.38,14.04,4.64,0.81,20.77,0.62,0.0,,,,29.37,16.17,168.38,985.5,974.28,0.0,,26.68
2023-03-11 10:00:00,2023-03-11 11:00:00,39.36,63.63,5.01,9.98,9.38,14.03,5.42,0.78,22.73,0.45,0.0,,,,25.91,13.64,154.86,1006.54,974.11,0.0,,27.47
2023-03-11 11:00:00,2023-03-11 12:00:00,40.64,65.22,5.01,9.99,9.38,14.02,5.23,0.75,23.65,0.45,0.0,,,0.23,22.51,12.99,209.9,1027.64,973.67,0.0,,27.78
2023-03-11 12:00:00,2023-03-11 13:00:00,36.2,59.75,5.0,10.0,9.38,14.01,4.69,0.79,25.17,0.35,0.0,,,0.15,20.36,16.88,226.61,1040.81,972.9,0.0,,29.01
2023-03-11 13:00:00,2023-03-11 14:00:00,37.82,61.75,5.0,9.99,9.38,14.02,5.09,0.82,26.47,0.39,0.0,,,0.15,18.78,11.66,254.48,1051.85,972.03,0.0,,29.87
2023-03-11 14:00:00,2023-03-11 15:00:00,42.58,67.6,5.01,9.98,9.38,14.04,5.04,0.8,26.14,0.41,0.29,,,1.56,16.28,15.32,221.86,1059.73,971.15,0.0,,29.41
2023-03-11 15:00:00,2023-03-11 16:00:00,49.66,76.3,5.02,9.97,9.38,14.05,4.58,0.79,26.52,0.33,0.0,,,0.17,15.45,12.55,241.91,1058.19,970.51,0.0,,28.99
2023-03-11 16:00:00,2023-03-11 17:00:00,62.0,91.49,5.02,9.97,9.38,14.05,4.69,0.83,26.37,0.37,0.27,,,1.94,16.36,17.48,203.39,1056.44,970.51,0.0,,27.55
2023-03-11 17:00:00,2023-03-11 18:00:00,55.21,83.13,5.01,9.99,9.38,14.03,4.48,0.83,25.74,0.36,0.0,,,0.75,17.55,18.47,262.25,1046.76,970.76,0.0,,23.07
2023-03-11 18:00:00,2023-03-11 19:00:00,47.86,74.09,5.0,10.0,9.38,14.01,4.85,0.94,24.98,0.66,0.0,,,0.32,18.73,21.51,229.52,1035.02,971.02,0.0,,21.61
2023-03-11 19:00:00,2023-03-11 20:00:00,48.59,75.0,5.01,9.98,9.38,14.03,4.84,0.99,24.01,0.82,0.15,,,,19.21,22.46,240.63,1025.42,971.52,0.0,,21.5
2023-03-11 20:00:00,2023-03-11 21:00:00,51.96,79.14,5.01,9.98,9.38,14.04,4.99,1.04,24.42,0.97,1.02,,,,19.4,8.68,323.22,1016.7,972.13,0.0,,21.51
2023-03-11 21:00:00,2023-03-11 22:00:00,53.23,80.7,5.01,9.98,9.38,14.04,4.73,0.95,23.91,1.23,0.0,,,,19.94,16.64,192.49,1004.67,972.62,0.0,,21.5
2023-03-11 22:00:00,2023-03-11 23:00:00,44.72,70.23,5.01,9.98,9.38,14.04,4.58,0.87,23.02,0.88,0.43,,,,20.84,20.01,250.26,991.91,972.91,0.0,,21.5
2023-03-11 23:00:00,2023-03-12 00:00:00,39.19,63.44,5.0,10.0,9.38,14.0,4.52,0.84,22.29,0.55,0.39,,,,24.52,16.47,237.24,984.52,972.77,0.0,,21.48
2023-03-12 00:00:00,2023-03-12 01:00:00,38.9,63.07,5.0,10.0,9.38,14.0,4.0,0.97,21.98,0.54,0.0,,,,26.51,22.14,281.76,974.94,972.48,0.0,,21.5
2023-03-12 01:00:00,2023-03-12 02:00:00,44.8,70.33,5.0,10.0,9.38,14.0,4.03,0.93,22.32,0.51,0.0,,,,29.36,24.1,257.54,966.63,972.16,0.0,,21.5
2023-03-12 02:00:00,2023-03-12 03:00:00,46.16,72.0,5.0,10.0,9.38,14.0,3.94,0.93,21.99,0.46,0.0,,,,36.04,22.73,269.9,957.64,971.98,0.0,,21.49
2023-03-12 03:00:00,2023-03-12 04:00:00,43.48,68.71,5.0,10.0,9.38,14.0,3.94,0.93,21.93,0.45,0.0,,,,39.58,20.11,208.05,949.53,971.91,0.0,,21.48
2023-03-12 04:00:00,2023-03-12 05:00:00,37.64,61.52,5.0,10.0,9.38,14.0,3.83,0.93,21.46,0.46,0.0,,,,43.62,20.23,211.01,942.91,972.09,0.0,,21.48
2023-03-12 05:00:00,2023-03-12 06:00:00,37.61,61.49,5.0,10.0,9.38,14.0,3.69,1.01,20.73,0.55,0.0,,,,46.8,9.45,132.63,933.64,972.44,0.0,,21.48
2023-03-12 06:00:00,2023-03-12 07:00:00,38.89,63.06,5.0,10.0,9.38,14.0,3.68,1.03,20.62,0.8,0.42,,,,48.65,5.05,108.87,928.3,972.88,0.0,,21.7
2023-03-12 07:00:00,2023-03-12 08:00:00,42.0,66.89,5.0,10.0,9.38,14.0,3.63,1.14,20.79,1.41,0.0,,,,48.59,8.97,148.13,933.51,973.4,0.0,,23.45
2023-03-12 08:00:00,2023-03-12 09:00:00,42.12,67.03,5.0,10.0,9.38,14.0,3.58,1.13,22.66,1.65,0.0,,,,46.52,5.08,14.15,951.33,973.79,0.0,,25.4
2023-03-12 09:00:00,2023-03-12 10:00:00,41.32,66.05,5.0,10.0,9.38,14.0,3.62,1.01,24.01,1.15,0.0,,,,40.07,19.23,232.26,977.69,973.91,0.0,,26.62
2023-03-12 10:00:00,2023-03-12 11:00:00,39.85,64.24,5.0,10.0,9.38,14.0,3.74,0.93,25.39,0.54,0.0,,,,30.54,18.61,193.43,1007.79,973.86,0.0,,27.21
2023-03-12 11:00:00,2023-03-12 12:00:00,41.36,66.11,5.0,10.0,9.38,14.0,4.33,0.92,27.21,0.49,0.0,,,,24.11,16.96,216.37,1032.92,973.33,0.0,,27.4
2023-03-12 12:00:00,2023-03-12 13:00:00,44.68,70.19,5.0,10.0,9.38,14.0,5.88,0.88,29.05,0.4,0.0,,,,16.38,16.02,237.51,1053.21,972.46,0.0,,28.72
2023-03-12 13:00:00,2023-03-12 14:00:00,43.77,69.07,5.0,10.0,9.38,14.0,5.12,0.85,28.52,0.32,0.0,,,,12.92,16.78,268.4,1064.08,971.97,0.0,,30.36
2023-03-12 14:00:00,2023-03-12 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 15:00:00,2023-03-12 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 16:00:00,2023-03-12 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 17:00:00,2023-03-12 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 18:00:00,2023-03-12 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 19:00:00,2023-03-12 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 20:00:00,2023-03-12 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 21:00:00,2023-03-12 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 22:00:00,2023-03-12 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 23:00:00,2023-03-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 00:00:00,2023-03-13 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 01:00:00,2023-03-13 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 02:00:00,2023-03-13 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 03:00:00,2023-03-13 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 04:00:00,2023-03-13 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 05:00:00,2023-03-13 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 06:00:00,2023-03-13 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 07:00:00,2023-03-13 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 08:00:00,2023-03-13 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 09:00:00,2023-03-13 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 10:00:00,2023-03-13 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 11:00:00,2023-03-13 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 12:00:00,2023-03-13 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 13:00:00,2023-03-13 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 14:00:00,2023-03-13 15:00:00,155.78,111.03,,,,,3.29,0.96,30.45,0.33,0.0,,,,8.13,13.94,198.59,1064.18,969.91,0.0,,29.1
2023-03-13 15:00:00,2023-03-13 16:00:00,338.15,153.87,,,,,2.68,0.9,29.98,0.27,0.0,,,,8.02,10.11,202.59,1060.16,969.57,0.0,,27.05
2023-03-13 16:00:00,2023-03-13 17:00:00,0.67,16.04,,,0.0,,2.37,0.92,30.98,0.27,0.0,,,,7.46,14.85,234.06,1063.01,969.38,0.0,,28.12
2023-03-13 17:00:00,2023-03-13 18:00:00,26.05,47.27,,,0.0,,1.85,0.96,29.87,0.37,0.0,,,,8.11,15.62,242.03,1051.89,969.6,0.0,,23.35
2023-03-13 18:00:00,2023-03-13 19:00:00,32.75,55.51,,,0.0,,1.77,1.04,25.54,0.42,0.42,,,,10.32,22.12,254.87,1030.97,970.16,0.0,,21.64
2023-03-13 19:00:00,2023-03-13 20:00:00,34.4,57.54,,,0.0,,1.74,1.52,21.05,1.57,0.0,,,,13.05,18.27,262.25,1002.49,970.55,0.0,,21.48
2023-03-13 20:00:00,2023-03-13 21:00:00,33.17,56.03,,,0.0,,1.88,1.79,17.59,2.86,0.0,,,,13.79,16.39,259.82,988.89,970.97,0.0,,21.48
2023-03-13 21:00:00,2023-03-13 22:00:00,30.13,52.3,,,0.0,,1.62,1.44,20.7,2.29,0.0,,,,13.19,15.43,259.77,983.25,971.3,0.0,,21.48
2023-03-13 22:00:00,2023-03-13 23:00:00,33.31,56.2,,,0.0,,1.45,1.2,21.79,1.81,0.0,,,,14.0,16.08,276.91,970.03,971.55,0.0,,21.48
2023-03-13 23:00:00,2023-03-14 00:00:00,31.72,54.24,,,0.0,,1.22,1.0,22.49,0.69,0.0,,,,16.0,17.56,283.13,964.08,971.47,0.0,,21.47
2023-03-14 00:00:00,2023-03-14 01:00:00,35.13,58.45,5.0,10.0,9.38,14.02,3.22,0.83,23.54,0.52,0.0,,,,17.64,16.22,282.33,962.59,971.1,0.0,,21.48
2023-03-14 01:00:00,2023-03-14 02:00:00,32.34,55.0,5.0,10.0,9.38,14.0,3.46,0.82,22.71,0.41,0.0,,,,20.93,11.39,276.13,951.69,970.79,0.0,,21.49
2023-03-14 02:00:00,2023-03-14 03:00:00,30.87,53.2,5.0,10.0,9.38,14.0,3.43,0.83,21.69,0.45,0.0,,,,23.04,14.35,266.03,940.25,970.55,0.0,,21.48
2023-03-14 03:00:00,2023-03-14 04:00:00,31.38,53.82,5.0,10.0,9.38,14.0,3.46,0.79,22.25,0.43,0.33,,,,23.48,16.22,264.56,936.6,970.55,0.0,,21.48
2023-03-14 04:00:00,2023-03-14 05:00:00,34.03,57.09,5.0,10.0,9.38,14.0,3.38,0.78,21.68,0.4,0.0,,,,25.33,10.59,263.1,929.82,970.52,0.0,,21.48
2023-03-14 05:00:00,2023-03-14 06:00:00,32.92,55.72,5.0,10.0,9.38,14.0,3.2,0.8,20.31,0.54,0.34,,,,28.28,8.21,121.87,920.47,970.68,0.0,,21.48
2023-03-14 06:00:00,2023-03-14 07:00:00,32.13,54.75,5.0,10.0,9.38,14.0,3.19,0.88,20.03,0.7,0.21,,,,30.1,12.78,105.13,914.88,971.06,0.0,,21.75
2023-03-14 07:00:00,2023-03-14 08:00:00,26.52,47.85,5.0,10.0,9.38,14.0,3.61,1.21,19.3,2.19,0.0,,,,30.52,13.52,193.91,916.25,971.69,0.0,,23.52
2023-03-14 08:00:00,2023-03-14 09:00:00,35.27,58.61,5.0,10.0,9.38,14.0,3.85,1.11,20.74,2.15,0.55,,,,24.45,15.35,168.31,953.79,972.13,0.0,,25.18
2023-03-14 09:00:00,2023-03-14 10:00:00,40.07,64.52,5.0,10.0,9.38,14.0,3.99,0.96,22.29,1.12,0.0,,,,22.82,13.42,141.38,983.14,972.12,0.0,,27.11
2023-03-14 10:00:00,2023-03-14 11:00:00,41.72,66.54,5.0,10.0,9.38,14.0,4.14,0.83,23.38,0.64,0.0,,,0.07,19.67,12.97,169.09,1015.41,971.89,0.0,,26.73
2023-03-14 11:00:00,2023-03-14 12:00:00,39.77,64.15,5.0,10.0,9.38,14.0,4.65,0.78,25.08,0.59,0.0,,,1.52,13.56,11.37,181.5,1047.47,971.19,0.0,,26.94
2023-03-14 12:00:00,2023-03-14 13:00:00,35.04,58.33,5.0,10.0,9.38,14.0,4.02,0.72,27.38,0.35,0.39,,,1.05,8.86,6.37,293.26,1061.79,970.39,0.0,,28.02
2023-03-14 13:00:00,2023-03-14 14:00:00,29.8,51.89,5.0,10.0,9.38,14.0,3.84,0.74,28.06,0.24,0.0,,,0.44,8.56,7.06,249.49,1066.09,969.52,0.0,,29.02
2023-03-14 14:00:00,2023-03-14 15:00:00,31.16,53.55,5.0,10.0,9.38,14.0,3.88,0.74,28.07,0.27,0.0,,,0.79,8.22,4.05,221.76,1067.81,968.92,0.0,,28.03
2023-03-14 15:00:00,2023-03-14 16:00:00,31.22,53.62,5.0,10.0,9.38,14.0,3.75,0.74,28.29,0.26,0.0,,,0.37,7.78,3.82,232.64,1070.11,968.46,0.0,,28.13
2023-03-14 16:00:00,2023-03-14 17:00:00,42.28,67.23,5.0,10.0,9.38,14.0,3.66,0.74,28.54,0.23,0.0,,,0.11,7.95,4.2,278.16,1068.05,968.11,0.0,,27.54
2023-03-14 17:00:00,2023-03-14 18:00:00,41.88,66.73,5.0,10.0,9.38,14.0,3.5,0.81,26.36,0.26,0.17,,,0.16,8.96,14.76,255.54,1056.55,968.12,0.0,,23.22
2023-03-14 18:00:00,2023-03-14 19:00:00,37.35,61.17,5.0,10.0,9.38,14.0,3.62,1.25,22.84,0.64,0.64,,,0.74,11.93,6.0,236.37,1034.15,968.5,0.0,,21.75
2023-03-14 19:00:00,2023-03-14 20:00:00,39.66,64.01,5.0,10.0,9.38,14.0,3.88,1.6,22.14,2.82,0.0,,,,13.58,9.92,204.33,1020.89,968.99,0.0,,21.49
2023-03-14 20:00:00,2023-03-14 21:00:00,43.97,69.31,5.0,10.0,9.38,14.0,3.54,1.26,23.2,2.3,0.0,,,,12.8,18.78,240.4,1016.09,969.43,0.0,,21.47
2023-03-14 21:00:00,2023-03-14 22:00:00,47.72,73.92,5.0,10.0,9.38,14.0,3.5,0.93,25.26,0.96,0.0,,,,12.46,20.7,261.05,1011.86,969.68,0.0,,21.49
2023-03-14 22:00:00,2023-03-14 23:00:00,46.11,71.94,5.0,10.0,9.38,14.0,3.55,0.97,23.99,0.69,0.42,,,,13.73,20.1,282.7,993.1,969.74,0.0,,21.49
2023-03-14 23:00:00,2023-03-15 00:00:00,38.35,62.4,5.0,10.0,9.38,14.0,3.6,0.96,23.14,0.65,1.56,,,,14.35,19.26,283.6,981.42,969.58,0.0,,21.5
2023-03-15 00:00:00,2023-03-15 01:00:00,38.93,63.11,5.0,10.0,9.38,14.02,3.34,0.89,22.41,0.75,0.75,,,,15.29,9.41,272.27,970.41,969.42,0.0,,21.49
2023-03-15 01:00:00,2023-03-15 02:00:00,41.07,65.75,5.01,9.99,9.38,14.02,3.27,0.87,21.72,0.55,0.49,,,,16.93,7.56,277.86,956.04,969.27,0.0,,21.49
2023-03-15 02:00:00,2023-03-15 03:00:00,38.49,62.57,5.01,9.99,9.38,14.02,3.27,0.84,21.45,0.54,0.94,,,,17.8,10.31,263.99,949.97,969.09,0.0,,21.48
2023-03-15 03:00:00,2023-03-15 04:00:00,37.88,61.83,5.01,9.99,9.38,14.03,4.01,0.84,21.32,0.54,0.26,,,,19.61,9.71,276.97,938.84,968.97,0.0,,21.48
2023-03-15 04:00:00,2023-03-15 05:00:00,32.7,55.45,5.0,10.0,9.38,14.02,6.59,0.81,21.42,0.45,0.15,,,,19.75,9.1,279.35,939.14,969.11,0.0,,21.48
2023-03-15 05:00:00,2023-03-15 06:00:00,31.2,53.6,5.0,10.0,9.38,14.0,6.94,0.8,20.83,0.42,0.3,,,,21.47,13.1,281.71,934.82,969.33,0.0,,21.48
2023-03-15 06:00:00,2023-03-15 07:00:00,33.76,56.75,5.0,9.99,9.38,14.02,5.31,0.85,20.2,0.54,0.0,,,,23.49,16.88,263.08,932.16,969.8,0.0,,21.73
2023-03-15 07:00:00,2023-03-15 08:00:00,38.26,62.29,5.01,9.99,9.38,14.03,4.07,1.21,18.89,1.3,0.0,,,,27.98,8.51,138.16,938.94,970.57,0.0,,23.5
2023-03-15 08:00:00,2023-03-15 09:00:00,43.9,69.23,5.01,9.99,9.38,14.03,4.46,1.36,19.98,3.65,0.0,,,,23.84,17.05,227.65,969.65,971.07,0.0,,25.3
2023-03-15 09:00:00,2023-03-15 10:00:00,46.52,72.45,5.0,10.0,9.38,14.02,5.17,0.99,21.39,1.84,0.65,,,,21.56,14.62,225.91,997.62,971.39,0.0,,28.08
2023-03-15 10:00:00,2023-03-15 11:00:00,42.67,67.71,5.0,10.0,9.38,14.0,4.92,0.86,22.44,0.67,0.0,,,,19.41,13.36,182.42,1020.67,971.24,0.0,,27.83
2023-03-15 11:00:00,2023-03-15 12:00:00,42.7,67.75,5.0,10.0,9.38,14.0,5.27,0.81,24.25,0.5,0.0,,,,16.29,15.26,158.81,1039.39,970.73,0.0,,27.64
2023-03-15 12:00:00,2023-03-15 13:00:00,46.24,72.1,5.01,9.99,9.38,14.04,5.87,0.81,24.93,0.38,0.0,,,,15.0,15.61,167.54,1058.3,969.86,0.0,,28.66
2023-03-15 13:00:00,2023-03-15 14:00:00,44.0,69.35,5.02,9.98,9.38,14.04,4.91,0.82,25.72,0.35,0.0,,,,14.12,16.83,168.0,1062.89,969.1,0.0,,28.79
2023-03-15 14:00:00,2023-03-15 15:00:00,37.26,61.06,5.02,9.97,9.38,14.06,4.76,0.84,26.26,0.37,0.0,,,,13.39,16.27,168.69,1068.44,968.51,0.0,,29.21
2023-03-15 15:00:00,2023-03-15 16:00:00,33.43,56.34,5.01,9.99,9.38,14.03,4.36,0.82,26.88,0.32,0.0,,,,13.07,17.71,158.24,1068.48,968.01,0.0,,28.38
2023-03-15 16:00:00,2023-03-15 17:00:00,56.75,85.03,5.0,10.0,9.38,14.0,4.42,0.84,30.76,0.77,0.0,,,,13.51,17.05,160.91,1061.98,967.84,0.0,,26.61
2023-03-15 17:00:00,2023-03-15 18:00:00,58.62,87.33,5.01,9.99,9.38,14.02,4.44,0.9,26.3,0.53,0.0,,,,14.35,15.89,182.46,1052.95,967.93,0.0,,23.21
