From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-15 01:00:00,2023-02-15 02:00:00,24.25,67.75,2.3,2.0,2.98,11.98,2.5,,28.7,0.6,93.1,0.57,1.1,38.0,0.82,219.5,15.0,21.0,0.0,0.3
2023-02-15 02:00:00,2023-02-15 03:00:00,22.75,66.25,2.55,1.88,3.05,12.05,4.5,,27.27,0.62,90.72,0.45,0.82,41.75,0.68,211.0,15.0,20.67,0.0,0.25
2023-02-15 03:00:00,2023-02-15 04:00:00,24.25,61.5,2.4,1.98,3.0,12.47,5.5,5.68,27.5,0.6,85.8,0.43,0.8,43.25,0.65,213.5,15.0,20.38,0.0,0.25
2023-02-15 04:00:00,2023-02-15 05:00:00,22.0,56.5,2.53,2.08,3.17,12.72,6.5,7.95,28.55,0.53,82.12,0.35,0.73,43.0,0.57,206.25,15.0,20.18,0.0,0.22
2023-02-15 05:00:00,2023-02-15 06:00:00,22.5,63.25,2.58,2.07,3.2,13.02,7.08,8.49,26.4,0.5,81.27,0.4,0.7,41.5,0.47,203.0,15.0,20.15,0.0,0.2
2023-02-15 06:00:00,2023-02-15 07:00:00,24.75,73.25,2.47,1.85,2.98,13.12,11.38,4.88,27.05,0.6,79.08,0.4,0.82,36.5,0.62,206.5,18.0,20.35,0.0,0.22
2023-02-15 07:00:00,2023-02-15 08:00:00,32.75,166.5,2.48,1.88,3.0,13.38,20.35,2.22,25.33,0.67,76.8,0.4,0.85,32.5,0.48,222.25,43.5,20.93,0.0,0.25
2023-02-15 08:00:00,2023-02-15 09:00:00,55.75,271.5,2.58,1.7,3.0,13.4,15.07,2.15,31.7,1.07,74.38,0.62,1.45,24.75,0.48,265.5,166.5,22.2,0.0,0.45
2023-02-15 09:00:00,2023-02-15 10:00:00,62.25,162.5,2.42,1.98,3.02,13.6,11.43,5.47,62.4,1.05,83.8,0.68,1.52,18.5,0.6,310.75,279.0,23.35,0.0,0.48
2023-02-15 10:00:00,2023-02-15 11:00:00,39.75,138.25,2.5,1.8,3.0,10.05,6.93,5.8,58.33,0.85,41.75,0.35,0.8,14.25,0.88,321.0,366.25,24.3,0.0,0.22
2023-02-15 11:00:00,2023-02-15 12:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-15 12:00:00,2023-02-15 13:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-15 13:00:00,2023-02-15 14:00:00,12.0,81.0,2.5,1.8,3.0,5.3,3.6,0.58,53.5,0.3,26.6,0.9,0.9,9.0,1.2,303.0,374.0,26.2,0.0,0.3
2023-02-15 14:00:00,2023-02-15 15:00:00,14.0,84.75,2.42,1.82,2.95,5.92,3.35,0.57,54.28,0.4,32.67,0.5,0.75,9.0,1.03,312.25,324.5,26.5,0.0,0.23
2023-02-15 15:00:00,2023-02-15 16:00:00,19.75,91.75,2.38,1.82,2.9,3.05,3.58,0.56,48.62,0.4,49.38,0.57,0.95,9.75,0.95,305.0,224.0,26.6,0.0,0.28
2023-02-15 16:00:00,2023-02-15 17:00:00,23.5,88.25,2.4,1.75,2.9,2.4,8.38,0.62,50.15,0.43,66.1,0.57,1.0,12.75,0.73,287.25,114.5,26.5,0.0,0.32
2023-02-15 17:00:00,2023-02-15 18:00:00,25.75,102.25,2.6,1.77,3.08,1.8,14.28,0.97,42.3,0.62,79.0,1.12,2.27,19.75,0.53,224.75,32.0,25.65,0.0,0.77
2023-02-15 18:00:00,2023-02-15 19:00:00,28.75,147.5,2.4,1.95,2.98,5.9,11.33,1.33,28.28,1.7,67.5,2.6,6.77,27.0,0.3,191.5,15.0,24.45,0.0,2.67
2023-02-15 19:00:00,2023-02-15 20:00:00,47.25,201.0,2.57,1.82,3.05,7.03,9.45,1.23,27.55,1.7,66.75,2.4,6.42,29.0,0.38,202.5,15.0,24.05,0.0,2.58
2023-02-15 20:00:00,2023-02-15 21:00:00,58.75,168.75,2.55,1.88,3.05,7.7,8.45,0.97,32.2,1.53,74.18,1.5,4.1,28.25,0.5,199.75,15.0,23.8,0.0,1.4
2023-02-15 21:00:00,2023-02-15 22:00:00,51.5,123.0,2.45,1.9,3.05,8.85,6.7,0.72,36.8,0.75,79.4,0.88,2.22,27.75,0.53,207.75,15.0,23.4,0.0,0.72
2023-02-15 22:00:00,2023-02-15 23:00:00,34.25,99.25,2.5,1.85,3.02,9.12,5.7,1.26,21.25,1.1,86.7,1.4,3.8,34.25,0.5,207.25,15.0,22.85,0.0,1.55
2023-02-15 23:00:00,2023-02-16 00:00:00,45.5,142.25,2.62,1.82,3.08,9.7,5.43,1.08,24.32,1.35,91.77,1.7,4.72,37.0,0.53,211.0,15.0,22.42,0.0,1.82
2023-02-16 00:00:00,2023-02-16 01:00:00,43.75,115.0,2.65,1.75,3.1,10.05,3.88,0.71,34.4,0.83,92.55,1.05,2.85,37.5,0.47,216.75,15.0,22.4,0.0,0.95
2023-02-16 01:00:00,2023-02-16 02:00:00,32.75,86.75,2.57,1.88,3.08,10.53,3.58,0.73,30.25,0.65,93.12,0.75,1.93,41.75,0.58,217.5,15.0,22.02,0.0,0.62
2023-02-16 02:00:00,2023-02-16 03:00:00,26.0,96.0,2.55,1.88,3.08,10.88,3.6,0.76,27.67,0.78,95.92,0.9,2.35,46.25,0.6,217.5,15.0,21.65,0.0,0.75
2023-02-16 03:00:00,2023-02-16 04:00:00,24.75,84.0,2.5,2.05,3.15,10.75,4.92,0.69,31.12,0.6,96.82,0.72,1.88,46.75,0.72,217.5,15.0,21.45,0.0,0.6
2023-02-16 04:00:00,2023-02-16 05:00:00,27.75,75.0,2.47,1.95,3.02,10.8,5.8,0.68,32.6,0.55,96.2,0.67,1.6,46.75,0.73,212.75,15.0,21.4,0.0,0.5
2023-02-16 05:00:00,2023-02-16 06:00:00,29.25,77.25,2.33,1.98,2.95,10.93,7.78,0.7,33.73,0.5,96.33,0.55,1.17,47.0,0.68,212.5,15.0,21.2,0.0,0.3
2023-02-16 06:00:00,2023-02-16 07:00:00,26.25,89.75,2.4,1.9,2.98,11.05,9.7,0.69,32.88,0.5,95.2,0.47,0.97,47.0,0.7,215.5,17.75,21.05,0.0,0.3
2023-02-16 07:00:00,2023-02-16 08:00:00,31.25,188.0,2.4,1.98,3.02,11.03,11.25,0.78,30.52,0.6,92.67,0.5,1.07,43.25,0.65,227.0,45.0,21.55,0.0,0.3
2023-02-16 08:00:00,2023-02-16 09:00:00,52.0,314.25,2.35,1.98,2.95,10.8,9.82,0.94,32.23,0.9,90.67,0.7,1.7,35.75,0.38,260.75,169.0,22.95,0.0,0.55
2023-02-16 09:00:00,2023-02-16 10:00:00,63.25,193.0,2.35,1.95,2.95,8.57,8.8,1.02,67.25,1.22,96.65,0.9,2.12,26.5,0.52,92.25,282.0,24.22,0.0,0.7
2023-02-16 10:00:00,2023-02-16 11:00:00,65.0,168.75,2.42,1.85,2.95,2.1,8.23,0.73,56.9,0.75,59.65,0.4,0.93,18.5,0.6,109.75,365.0,25.55,0.0,0.27
2023-02-16 11:00:00,2023-02-16 12:00:00,33.75,109.0,2.5,1.7,2.9,0.5,6.4,0.93,63.75,0.85,71.12,0.57,1.08,19.75,0.78,236.25,404.25,25.88,0.0,0.33
2023-02-16 12:00:00,2023-02-16 13:00:00,38.25,137.25,2.35,1.95,2.95,0.93,6.92,0.7,59.65,0.68,79.0,0.6,1.05,14.5,1.23,343.5,420.75,26.23,0.0,0.3
2023-02-16 13:00:00,2023-02-16 14:00:00,26.0,114.0,2.52,1.9,3.08,6.15,7.55,0.7,59.08,0.47,61.52,0.47,0.95,13.25,1.08,339.75,386.75,26.62,0.0,0.28
2023-02-16 14:00:00,2023-02-16 15:00:00,26.25,108.5,2.27,1.85,2.88,8.3,7.42,0.66,62.78,0.43,44.55,0.4,1.02,10.0,1.4,252.0,315.75,27.02,0.0,0.3
2023-02-16 15:00:00,2023-02-16 16:00:00,24.25,119.25,2.45,1.88,3.0,7.35,7.12,0.66,55.5,0.38,32.92,0.3,0.73,11.75,1.25,262.75,220.25,27.0,0.0,0.2
2023-02-16 16:00:00,2023-02-16 17:00:00,18.75,115.25,2.55,1.95,3.07,7.4,4.58,0.7,44.45,0.4,46.48,0.38,1.0,11.25,1.25,342.0,106.5,26.88,0.0,0.28
2023-02-16 17:00:00,2023-02-16 18:00:00,23.5,112.25,2.45,2.0,3.07,4.75,2.67,0.77,32.7,0.43,51.93,0.4,1.05,14.0,0.85,340.5,32.75,26.1,0.0,0.32
2023-02-16 18:00:00,2023-02-16 19:00:00,26.25,124.5,2.48,1.85,3.0,1.53,3.85,0.99,21.85,0.57,61.73,0.62,1.55,19.0,0.45,267.25,15.25,24.88,0.0,0.45
2023-02-16 19:00:00,2023-02-16 20:00:00,36.5,144.5,2.52,1.95,3.05,3.1,11.93,1.19,24.43,1.27,73.33,1.43,3.12,29.75,0.5,278.0,15.0,24.15,0.0,1.05
2023-02-16 20:00:00,2023-02-16 21:00:00,53.75,166.25,2.42,1.77,2.9,5.93,25.88,1.01,37.92,0.95,72.95,0.7,1.82,33.5,0.4,306.0,15.0,23.9,0.0,0.55
2023-02-16 21:00:00,2023-02-16 22:00:00,52.5,149.25,2.4,2.1,3.05,7.8,24.43,1.03,33.65,1.0,73.42,0.88,2.2,30.0,0.53,290.75,15.0,24.05,0.0,0.7
2023-02-16 22:00:00,2023-02-16 23:00:00,47.75,135.75,2.42,1.82,2.92,9.0,9.12,0.78,37.08,0.5,68.1,0.4,0.88,25.25,0.78,258.0,15.0,24.02,0.0,0.23
2023-02-16 23:00:00,2023-02-17 00:00:00,27.75,86.75,2.62,1.75,3.05,10.0,6.1,0.75,35.1,0.43,65.03,0.32,0.67,31.25,0.53,65.75,15.0,23.07,0.0,0.23
2023-02-17 00:00:00,2023-02-17 01:00:00,29.75,83.5,2.38,2.02,3.02,11.25,4.45,0.68,30.85,0.47,72.65,0.4,0.85,36.75,0.6,92.0,15.0,22.45,0.0,0.25
2023-02-17 01:00:00,2023-02-17 02:00:00,30.0,83.5,2.58,1.93,3.12,11.95,5.0,0.66,32.4,0.47,75.9,0.38,0.8,42.75,0.55,89.25,15.0,22.0,0.0,0.25
2023-02-17 02:00:00,2023-02-17 03:00:00,36.25,101.75,2.58,2.0,3.17,12.25,4.22,0.71,21.55,0.55,78.35,0.45,0.82,46.0,0.35,88.0,15.0,21.45,0.0,0.25
2023-02-17 03:00:00,2023-02-17 04:00:00,45.75,104.75,2.7,1.8,3.15,12.42,4.28,0.72,39.3,0.62,79.4,0.42,0.77,50.75,0.22,135.25,15.0,21.55,0.0,0.23
2023-02-17 04:00:00,2023-02-17 05:00:00,51.0,108.25,2.55,1.77,3.02,12.52,5.03,0.75,40.25,0.6,78.28,0.3,0.53,54.0,0.2,170.0,15.0,21.22,0.0,0.1
2023-02-17 05:00:00,2023-02-17 06:00:00,57.5,123.5,2.45,2.03,3.02,12.5,4.55,0.77,45.62,0.6,77.2,0.33,0.5,57.75,0.28,175.5,15.0,21.02,0.0,0.12
2023-02-17 06:00:00,2023-02-17 07:00:00,58.75,126.5,2.45,1.9,3.0,12.68,3.85,0.8,47.33,0.6,76.38,0.3,0.43,60.0,0.25,158.75,18.5,20.9,0.0,0.1
2023-02-17 07:00:00,2023-02-17 08:00:00,91.25,203.5,2.55,1.82,3.0,11.85,2.8,1.09,45.12,2.22,74.88,0.4,0.72,59.75,0.2,135.0,40.25,21.23,0.0,0.1
2023-02-17 08:00:00,2023-02-17 09:00:00,136.75,330.75,2.58,1.92,3.12,10.65,5.03,1.13,45.27,1.18,69.6,0.55,1.02,50.75,0.4,66.75,150.25,22.68,0.0,0.28
2023-02-17 09:00:00,2023-02-17 10:00:00,112.25,214.0,2.3,1.98,2.88,9.82,7.45,0.92,95.95,1.0,70.93,0.38,0.68,42.25,0.75,71.75,260.75,23.75,0.0,0.17
2023-02-17 10:00:00,2023-02-17 11:00:00,93.75,172.75,2.43,1.98,3.0,3.02,7.47,1.03,94.5,0.97,34.33,0.22,0.38,39.5,1.02,41.0,342.5,24.07,0.0,0.1
2023-02-17 11:00:00,2023-02-17 12:00:00,100.75,194.75,2.23,1.97,2.87,1.8,7.85,0.97,86.43,1.02,27.3,0.23,0.4,34.5,1.12,21.5,400.75,24.45,0.0,0.1
2023-02-17 12:00:00,2023-02-17 13:00:00,88.5,180.0,2.65,1.95,3.15,2.1,6.7,0.9,81.2,0.88,34.15,0.3,0.47,28.75,0.97,39.5,403.0,24.92,0.0,0.12
2023-02-17 13:00:00,2023-02-17 14:00:00,70.25,150.75,2.62,1.88,3.1,,7.12,0.9,85.58,0.8,39.12,0.23,0.33,28.0,0.82,47.5,368.25,25.5,0.0,0.1
2023-02-17 14:00:00,2023-02-17 15:00:00,63.0,131.0,2.48,1.7,2.9,,6.17,0.88,76.3,0.75,36.08,0.2,0.3,25.0,0.77,47.5,291.5,25.97,0.0,0.1
2023-02-17 15:00:00,2023-02-17 16:00:00,55.5,124.75,2.52,1.95,3.08,,5.5,0.89,74.43,0.7,47.38,0.28,0.45,22.25,0.75,14.25,202.75,26.33,0.0,0.12
2023-02-17 16:00:00,2023-02-17 17:00:00,50.75,128.75,2.48,1.7,2.9,,4.32,0.84,63.65,0.68,52.38,0.47,0.7,17.25,0.98,329.5,109.0,26.35,0.0,0.2
2023-02-17 17:00:00,2023-02-17 18:00:00,42.0,125.25,2.55,1.75,3.0,,3.8,0.95,56.32,0.7,60.42,0.65,1.38,21.75,0.75,182.5,32.0,25.6,0.0,0.4
2023-02-17 18:00:00,2023-02-17 19:00:00,44.75,143.75,2.32,1.88,2.93,,3.7,1.1,46.9,0.85,56.58,0.7,1.77,29.5,0.55,43.75,15.0,24.27,0.0,0.52
2023-02-17 19:00:00,2023-02-17 20:00:00,52.75,128.5,2.45,2.0,3.02,2.1,3.35,1.17,35.52,1.05,61.1,0.98,2.77,33.25,0.62,71.75,15.0,23.47,0.0,0.9
2023-02-17 20:00:00,2023-02-17 21:00:00,53.25,117.5,2.27,1.92,2.88,3.6,3.42,1.06,41.65,0.95,67.03,0.88,2.35,36.0,0.57,84.0,15.0,23.17,0.0,0.77
2023-02-17 21:00:00,2023-02-17 22:00:00,52.25,108.25,2.62,1.75,3.1,4.25,3.4,1.11,43.33,0.88,70.8,0.72,1.9,39.25,0.52,87.75,15.0,22.98,0.0,0.57
2023-02-17 22:00:00,2023-02-17 23:00:00,59.75,115.25,2.5,1.82,3.0,5.38,3.67,1.01,48.72,0.85,72.7,0.65,1.73,44.25,1.08,91.5,14.75,22.87,0.0,0.52
2023-02-17 23:00:00,2023-02-18 00:00:00,63.75,122.0,2.42,1.92,3.0,6.25,3.7,0.92,51.65,0.68,73.62,0.35,0.73,48.75,0.68,87.0,14.0,22.22,0.0,0.2
2023-02-18 00:00:00,2023-02-18 01:00:00,77.0,133.5,2.6,1.78,3.08,6.73,2.95,0.83,51.08,0.7,76.1,0.35,0.78,50.0,0.55,88.5,14.25,21.95,0.0,0.18
2023-02-18 01:00:00,2023-02-18 02:00:00,87.25,146.75,2.5,1.8,3.0,6.72,2.9,0.9,44.08,0.82,80.22,0.4,0.88,54.0,0.27,151.25,14.5,21.43,0.0,0.25
2023-02-18 02:00:00,2023-02-18 03:00:00,98.0,162.75,2.52,1.8,3.0,6.87,2.83,0.84,50.3,0.85,82.15,0.4,0.75,57.0,0.5,101.75,14.75,21.32,0.0,0.2
2023-02-18 03:00:00,2023-02-18 04:00:00,86.5,143.25,2.5,1.82,3.0,7.3,3.15,0.82,55.83,0.67,80.12,0.3,0.43,58.0,0.47,82.5,14.25,21.25,0.0,0.1
2023-02-18 04:00:00,2023-02-18 05:00:00,81.0,134.75,2.3,1.85,2.85,7.55,2.38,0.83,46.25,0.65,83.15,0.3,0.38,63.0,0.22,86.0,15.0,20.58,0.0,0.1
2023-02-18 05:00:00,2023-02-18 06:00:00,86.0,136.25,2.53,1.73,2.98,7.4,2.1,0.84,45.6,0.7,83.45,0.3,0.45,63.75,0.3,129.5,14.25,20.58,0.0,0.1
2023-02-18 06:00:00,2023-02-18 07:00:00,81.0,,2.5,1.8,3.0,7.4,1.8,0.84,48.5,0.7,81.8,0.3,0.4,63.0,0.6,98.0,14.0,20.6,0.0,0.1
2023-02-18 07:00:00,2023-02-18 08:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 08:00:00,2023-02-18 09:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 09:00:00,2023-02-18 10:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 10:00:00,2023-02-18 11:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 11:00:00,2023-02-18 12:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 12:00:00,2023-02-18 13:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 13:00:00,2023-02-18 14:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 14:00:00,2023-02-18 15:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 15:00:00,2023-02-18 16:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 16:00:00,2023-02-18 17:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 17:00:00,2023-02-18 18:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 18:00:00,2023-02-18 19:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 19:00:00,2023-02-18 20:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 20:00:00,2023-02-18 21:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 21:00:00,2023-02-18 22:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:00:00,2023-02-18 23:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-18 23:00:00,2023-02-19 00:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 00:00:00,2023-02-19 01:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 01:00:00,2023-02-19 02:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 02:00:00,2023-02-19 03:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 03:00:00,2023-02-19 04:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 04:00:00,2023-02-19 05:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 05:00:00,2023-02-19 06:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 06:00:00,2023-02-19 07:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 07:00:00,2023-02-19 08:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 08:00:00,2023-02-19 09:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 09:00:00,2023-02-19 10:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 10:00:00,2023-02-19 11:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 11:00:00,2023-02-19 12:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 12:00:00,2023-02-19 13:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 13:00:00,2023-02-19 14:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 14:00:00,2023-02-19 15:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 15:00:00,2023-02-19 16:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 16:00:00,2023-02-19 17:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 17:00:00,2023-02-19 18:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 18:00:00,2023-02-19 19:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 19:00:00,2023-02-19 20:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 20:00:00,2023-02-19 21:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 21:00:00,2023-02-19 22:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 22:00:00,2023-02-19 23:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-19 23:00:00,2023-02-20 00:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 00:00:00,2023-02-20 01:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 01:00:00,2023-02-20 02:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 02:00:00,2023-02-20 03:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 03:00:00,2023-02-20 04:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 04:00:00,2023-02-20 05:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 05:00:00,2023-02-20 06:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 06:00:00,2023-02-20 07:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 07:00:00,2023-02-20 08:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 08:00:00,2023-02-20 09:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 09:00:00,2023-02-20 10:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 10:00:00,2023-02-20 11:00:00,,,,,,,,,,,,,,,,,,,,
2023-02-20 11:00:00,2023-02-20 12:00:00,27.5,43.67,2.6,1.77,3.03,23.93,,0.62,116.77,0.4,10.18,0.18,0.43,11.25,,,437.5,27.05,0.0,0.1
2023-02-20 12:00:00,2023-02-20 13:00:00,19.75,32.25,2.15,2.15,2.9,27.3,,0.65,121.15,0.4,5.55,0.2,0.65,8.25,,,444.5,27.62,0.0,0.2
2023-02-20 13:00:00,2023-02-20 14:00:00,17.25,28.0,2.38,1.97,3.0,24.72,,0.6,100.7,0.4,10.12,0.28,0.75,5.5,,,408.25,28.07,0.0,0.22
2023-02-20 14:00:00,2023-02-20 15:00:00,20.0,33.0,2.42,1.85,2.98,18.1,,0.62,67.33,0.4,16.25,0.25,0.68,4.25,,,340.25,28.3,0.0,0.2
2023-02-20 15:00:00,2023-02-20 16:00:00,16.25,26.5,2.52,1.9,3.08,14.88,,0.61,63.75,0.38,31.5,0.3,0.65,3.25,,,238.5,28.42,0.0,0.2
2023-02-20 16:00:00,2023-02-20 17:00:00,16.25,26.75,2.5,1.82,3.02,11.82,,0.65,61.38,0.4,42.12,0.3,0.82,5.75,,,125.0,28.43,0.0,0.28
2023-02-20 17:00:00,2023-02-20 18:00:00,20.5,33.75,2.42,1.98,3.05,7.45,,0.96,54.42,0.45,44.88,0.52,1.52,10.0,,,34.0,27.47,0.0,0.5
2023-02-20 18:00:00,2023-02-20 19:00:00,25.25,41.5,2.38,2.02,3.0,6.88,,1.53,36.55,1.85,37.0,1.9,5.8,17.0,,,15.0,26.07,0.0,2.23
2023-02-20 19:00:00,2023-02-20 20:00:00,46.5,76.0,2.38,1.88,2.95,3.5,,1.56,24.43,1.62,39.8,2.02,5.95,22.25,,,15.0,25.38,0.0,2.27
2023-02-20 20:00:00,2023-02-20 21:00:00,50.5,82.25,2.3,1.95,2.9,5.22,,1.32,27.2,1.85,53.1,2.1,6.1,25.25,,,14.5,24.62,0.0,2.35
2023-02-20 21:00:00,2023-02-20 22:00:00,48.75,79.75,2.52,1.92,3.05,7.12,,0.78,45.4,0.82,56.88,0.82,2.45,20.75,,,14.5,24.72,0.0,0.8
2023-02-20 22:00:00,2023-02-20 23:00:00,26.5,43.5,2.48,1.9,3.02,8.22,,0.67,53.0,0.43,60.45,0.35,1.0,16.75,,,14.25,24.75,0.0,0.25
2023-02-20 23:00:00,2023-02-21 00:00:00,20.5,33.0,2.38,1.95,2.95,9.2,,0.6,54.93,0.35,64.15,0.3,0.68,14.5,,,14.75,24.88,0.0,0.2
2023-02-21 00:00:00,2023-02-21 01:00:00,14.5,23.75,2.35,2.0,3.0,10.5,,0.5,50.12,0.3,67.53,0.3,0.65,14.5,,,15.0,24.07,0.0,0.2
2023-02-21 01:00:00,2023-02-21 02:00:00,15.75,25.0,2.65,1.77,3.12,11.65,,0.52,51.25,0.3,69.92,0.3,0.67,20.25,,,15.0,23.62,0.0,0.18
2023-02-21 02:00:00,2023-02-21 03:00:00,15.75,25.75,2.5,1.92,3.08,12.35,,0.54,56.95,0.3,72.38,0.3,0.45,25.25,,,15.0,23.58,0.0,0.1
2023-02-21 03:00:00,2023-02-21 04:00:00,18.25,30.0,2.32,1.9,2.92,12.62,,0.54,52.85,0.3,74.38,0.3,0.4,29.5,,,15.0,23.25,0.0,0.1
2023-02-21 04:00:00,2023-02-21 05:00:00,20.5,33.75,2.53,2.0,3.12,13.15,,0.54,49.98,0.3,76.12,0.3,0.43,32.5,,,15.0,23.13,0.0,0.1
2023-02-21 05:00:00,2023-02-21 06:00:00,20.25,32.75,2.55,1.88,3.07,13.2,,0.54,49.45,0.3,76.58,0.3,0.4,31.75,,,14.25,23.02,0.0,0.08
2023-02-21 06:00:00,2023-02-21 07:00:00,24.5,39.75,2.6,1.85,3.1,13.55,,0.56,46.8,0.3,77.35,0.3,0.55,32.25,,,18.25,22.8,0.0,0.12
2023-02-21 07:00:00,2023-02-21 08:00:00,31.75,52.0,2.67,1.85,3.15,13.57,,0.74,42.08,0.47,77.58,0.35,0.8,34.0,,,53.25,23.07,0.0,0.25
2023-02-21 08:00:00,2023-02-21 09:00:00,44.5,72.75,2.33,1.95,2.95,13.67,,0.73,46.6,0.78,76.65,0.43,0.97,28.0,,,184.25,24.32,0.0,0.27
2023-02-21 09:00:00,2023-02-21 10:00:00,47.75,78.0,2.45,2.05,3.05,13.1,,0.67,99.8,0.53,81.28,0.4,0.78,22.25,,,294.5,25.3,0.0,0.22
2023-02-21 10:00:00,2023-02-21 11:00:00,38.25,62.25,2.45,1.88,3.0,10.55,,0.68,81.72,0.5,27.82,0.28,0.55,16.0,,,387.5,26.22,0.0,0.15
2023-02-21 11:00:00,2023-02-21 12:00:00,44.75,73.25,2.43,2.07,3.07,7.65,11.5,0.66,59.33,0.5,30.72,0.32,0.68,9.25,,,351.25,26.95,0.0,0.2
2023-02-21 12:00:00,2023-02-21 13:00:00,30.5,50.0,2.35,1.85,2.95,7.43,10.05,0.6,56.6,0.5,39.65,0.5,1.02,4.25,,,454.0,27.48,0.0,0.3
2023-02-21 13:00:00,2023-02-21 14:00:00,20.0,33.0,2.57,2.02,3.2,4.7,10.1,0.57,51.62,0.43,42.7,0.4,1.05,3.25,,,419.0,27.73,0.0,0.3
2023-02-21 14:00:00,2023-02-21 15:00:00,17.75,29.25,2.55,1.92,3.07,9.35,9.08,0.54,83.8,0.4,37.2,0.35,1.0,4.0,1.43,241.0,339.25,28.15,0.0,0.3
2023-02-21 15:00:00,2023-02-21 16:00:00,18.0,29.75,2.58,1.85,3.07,9.22,7.6,0.52,76.4,0.4,15.9,0.3,1.02,3.75,1.62,237.5,244.5,28.18,0.0,0.3
2023-02-21 16:00:00,2023-02-21 17:00:00,18.25,30.0,2.62,1.73,3.05,9.15,7.5,0.55,74.17,0.4,28.85,0.3,0.88,6.0,1.52,239.0,128.75,27.77,0.0,0.28
2023-02-21 17:00:00,2023-02-21 18:00:00,29.5,48.75,2.48,1.8,2.98,9.75,6.0,0.71,62.43,0.43,41.35,0.4,1.15,9.25,0.9,224.75,35.5,26.9,0.0,0.32
2023-02-21 18:00:00,2023-02-21 19:00:00,25.5,42.0,2.57,1.8,3.07,9.35,5.78,1.1,46.98,1.2,34.45,1.4,4.42,15.5,0.33,167.75,15.25,25.48,0.0,1.62
2023-02-21 19:00:00,2023-02-21 20:00:00,36.0,58.75,2.4,1.92,2.98,8.65,6.05,0.93,48.92,1.18,30.35,1.15,3.7,17.75,0.27,171.5,15.0,24.88,0.0,1.3
