From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (mm),Xylene (ug/m3),AT (degree C)
2022-12-31 15:00:00,2022-12-31 16:00:00,48.91,69.99,8.69,2.93,11.72,8.63,6.36,0.67,16.74,0.79,0.86,0.54,2.78,,20.86,1.08,308.45,273.85,0.0,3.27,29.21
2022-12-31 16:00:00,2022-12-31 17:00:00,44.22,64.02,7.19,2.43,9.87,8.16,7.08,0.73,14.53,0.72,0.81,0.48,2.98,,22.73,1.01,261.89,84.15,0.0,3.06,27.86
2022-12-31 17:00:00,2022-12-31 18:00:00,39.86,62.14,5.49,2.11,7.66,7.44,7.88,0.77,11.58,0.66,0.76,0.48,3.19,,26.09,1.02,180.54,1.73,0.0,2.84,26.41
2022-12-31 18:00:00,2022-12-31 19:00:00,42.24,59.59,5.38,2.06,7.59,7.46,7.82,0.75,11.5,0.64,0.76,0.47,3.24,,31.8,0.81,18.43,0.0,0.0,2.85,24.68
2022-12-31 19:00:00,2022-12-31 20:00:00,38.16,59.05,5.44,2.15,7.86,7.71,7.85,0.76,11.55,0.65,0.78,0.49,3.22,,34.86,0.78,39.16,0.0,0.0,2.9,23.5
2022-12-31 20:00:00,2022-12-31 21:00:00,34.48,59.17,5.42,2.15,7.67,7.49,7.84,0.76,3.54,0.65,0.76,0.49,3.24,,37.06,0.63,126.39,0.0,0.0,2.85,21.53
2022-12-31 21:00:00,2022-12-31 22:00:00,31.74,61.15,5.37,2.16,7.85,7.66,7.81,0.75,3.52,0.64,0.78,0.49,3.2,,36.33,0.81,118.43,0.0,0.0,2.88,21.91
2022-12-31 22:00:00,2022-12-31 23:00:00,32.52,58.35,5.48,2.14,7.56,7.47,7.87,0.76,3.57,0.65,0.76,0.49,3.26,,45.36,0.42,165.41,0.0,0.0,2.85,20.8
2022-12-31 23:00:00,2023-01-01 00:00:00,41.27,57.12,5.42,2.09,7.73,7.5,7.84,0.76,3.55,0.65,0.77,0.48,3.23,,60.59,0.53,189.18,0.0,0.0,2.85,18.3
2023-01-01 00:00:00,2023-01-01 01:00:00,43.73,68.86,5.39,2.19,7.56,7.54,7.82,0.75,3.53,0.64,0.76,0.5,3.28,,65.39,0.43,252.75,0.0,0.0,2.86,17.36
2023-01-01 01:00:00,2023-01-01 02:00:00,41.41,71.9,5.49,2.09,7.7,7.5,7.88,0.76,3.57,0.65,0.76,0.48,3.29,,65.85,0.43,246.88,0.0,0.0,2.85,17.03
2023-01-01 02:00:00,2023-01-01 03:00:00,40.14,66.73,5.42,2.17,7.65,7.64,7.84,0.76,3.54,0.65,0.76,0.49,3.16,,67.27,0.6,208.49,0.0,0.0,2.88,16.64
2023-01-01 03:00:00,2023-01-01 04:00:00,44.12,64.53,5.4,2.13,7.58,7.6,7.83,0.75,3.54,0.65,0.76,0.48,3.29,,64.4,1.04,198.06,0.0,0.0,2.87,16.81
2023-01-01 04:00:00,2023-01-01 05:00:00,42.83,66.96,5.46,2.09,7.46,7.3,7.86,0.76,3.56,0.65,0.75,0.48,3.21,,61.1,0.82,182.45,0.0,0.0,2.81,17.4
2023-01-01 05:00:00,2023-01-01 06:00:00,44.46,67.85,5.5,2.22,7.43,7.51,7.88,0.76,3.58,0.65,0.75,0.5,3.21,,65.46,0.61,177.58,0.0,0.0,2.86,16.35
2023-01-01 06:00:00,2023-01-01 07:00:00,43.58,64.49,5.54,2.12,7.58,7.63,7.9,0.77,3.6,0.66,0.76,0.48,3.23,,65.76,0.77,165.14,0.0,0.0,2.88,15.88
2023-01-01 07:00:00,2023-01-01 08:00:00,38.62,60.97,5.5,2.15,7.44,7.55,7.88,0.76,3.58,0.65,0.75,0.49,3.24,,64.22,0.76,167.22,14.2,0.0,2.86,16.58
2023-01-01 08:00:00,2023-01-01 09:00:00,38.99,60.57,5.37,2.21,7.69,7.69,7.81,0.75,3.52,0.64,0.76,0.5,3.23,,56.96,1.21,169.34,138.62,0.0,2.89,19.61
2023-01-01 09:00:00,2023-01-01 10:00:00,42.03,65.53,5.41,2.11,7.54,7.62,7.83,0.75,3.53,0.64,0.76,0.48,3.32,,49.05,1.74,205.04,294.25,0.0,2.88,22.29
2023-01-01 10:00:00,2023-01-01 11:00:00,41.12,71.97,5.81,2.23,7.88,7.62,7.5,0.75,4.36,0.69,0.78,0.51,3.25,,43.25,1.76,207.83,435.4,0.0,2.77,24.53
2023-01-01 11:00:00,2023-01-01 12:00:00,37.27,66.55,6.69,2.28,9.01,7.53,5.46,0.68,7.9,0.74,0.83,0.52,3.68,,34.65,1.48,173.78,546.1,0.0,2.4,26.5
2023-01-01 12:00:00,2023-01-01 13:00:00,48.85,89.12,6.58,2.34,9.1,7.56,5.42,0.68,7.89,0.73,0.84,0.53,3.68,,30.61,0.95,178.27,390.15,0.0,2.41,26.99
2023-01-01 13:00:00,2023-01-01 14:00:00,48.01,83.43,6.62,2.39,9.05,7.73,5.47,0.68,19.26,0.74,0.84,0.54,3.69,,29.37,0.91,63.92,286.62,0.0,2.47,27.2
2023-01-01 14:00:00,2023-01-01 15:00:00,45.3,84.15,6.62,2.33,9.09,7.57,5.42,0.68,19.27,0.74,0.84,0.53,3.62,,27.39,0.34,194.1,239.8,0.0,2.41,27.68
2023-01-01 15:00:00,2023-01-01 16:00:00,52.75,74.14,6.65,2.34,8.8,7.54,5.48,0.68,19.3,0.74,0.83,0.53,3.61,,25.74,0.6,197.23,239.37,0.0,2.4,28.5
2023-01-01 16:00:00,2023-01-01 17:00:00,49.63,71.0,6.6,2.34,8.91,7.68,5.43,0.68,13.92,0.73,0.83,0.53,3.63,,26.15,0.64,253.5,83.42,0.0,2.45,27.61
2023-01-01 17:00:00,2023-01-01 18:00:00,43.32,64.59,6.69,2.35,8.99,7.59,5.46,0.69,13.62,0.75,0.83,0.53,3.68,,32.28,0.32,261.23,0.5,0.0,2.42,25.58
2023-01-01 18:00:00,2023-01-01 19:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-01 19:00:00,2023-01-01 20:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-01 20:00:00,2023-01-01 21:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-01 21:00:00,2023-01-01 22:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-01 22:00:00,2023-01-01 23:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-01 23:00:00,2023-01-02 00:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 00:00:00,2023-01-02 01:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 01:00:00,2023-01-02 02:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 02:00:00,2023-01-02 03:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 03:00:00,2023-01-02 04:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 04:00:00,2023-01-02 05:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 05:00:00,2023-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 06:00:00,2023-01-02 07:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 07:00:00,2023-01-02 08:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 08:00:00,2023-01-02 09:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 09:00:00,2023-01-02 10:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 10:00:00,2023-01-02 11:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-02 11:00:00,2023-01-02 12:00:00,39.86,57.11,7.55,3.55,11.06,10.89,5.95,0.76,15.95,0.83,0.88,0.71,5.26,,34.91,1.83,149.62,492.15,0.0,3.6,25.08
2023-01-02 12:00:00,2023-01-02 13:00:00,87.17,113.31,7.99,4.15,12.13,12.64,6.21,0.8,16.92,0.86,0.9,0.8,5.83,,35.05,1.74,131.84,460.75,0.0,4.24,25.73
2023-01-02 13:00:00,2023-01-02 14:00:00,99.5,115.78,7.94,4.22,12.05,12.4,6.1,0.79,16.86,0.85,0.89,0.8,5.66,,31.63,1.24,141.69,349.18,0.0,4.09,26.49
2023-01-02 14:00:00,2023-01-02 15:00:00,88.66,107.92,7.88,4.17,12.1,12.64,6.16,0.79,18.3,0.85,0.9,0.8,5.89,,28.54,0.9,198.83,375.07,0.0,4.24,27.26
2023-01-02 15:00:00,2023-01-02 16:00:00,68.39,101.5,7.76,4.22,12.08,12.53,6.07,0.78,21.44,0.84,0.9,0.8,6.05,,28.8,1.18,120.67,257.62,0.0,4.17,27.15
2023-01-02 16:00:00,2023-01-02 17:00:00,69.7,96.78,7.94,4.21,12.22,12.6,6.17,0.8,21.62,0.86,0.9,0.8,5.95,,32.56,1.78,131.44,73.75,0.0,4.22,25.68
2023-01-02 17:00:00,2023-01-02 18:00:00,74.78,89.54,7.98,4.21,12.09,12.49,6.2,0.8,16.8,0.86,0.9,0.8,5.78,,37.06,1.94,129.32,1.75,0.0,4.14,24.39
2023-01-02 18:00:00,2023-01-02 19:00:00,61.63,91.66,7.73,4.17,12.25,12.55,6.05,0.79,9.47,0.84,0.91,0.8,5.82,,40.49,1.87,129.98,0.0,0.0,4.18,23.16
2023-01-02 19:00:00,2023-01-02 20:00:00,58.76,82.96,7.72,4.08,12.07,12.47,6.04,0.78,9.47,0.84,0.89,0.78,5.92,,47.5,2.41,133.0,0.0,0.0,4.13,21.9
2023-01-02 20:00:00,2023-01-02 21:00:00,49.16,77.3,7.84,4.14,11.84,12.6,6.12,0.78,9.52,0.84,0.88,0.79,5.7,,49.12,2.81,139.95,0.0,0.0,4.22,21.39
2023-01-02 21:00:00,2023-01-02 22:00:00,50.41,74.64,7.1,2.7,9.68,9.34,7.24,0.62,4.11,0.67,0.79,0.51,3.67,,48.77,2.33,148.46,0.0,0.0,2.71,20.88
2023-01-02 22:00:00,2023-01-02 23:00:00,50.61,77.35,6.89,2.36,9.35,8.43,7.52,0.58,2.65,0.64,0.79,0.47,3.22,,50.92,1.19,167.73,0.0,0.0,2.43,19.91
2023-01-02 23:00:00,2023-01-03 00:00:00,53.14,73.14,6.83,2.33,9.2,8.55,7.48,0.57,2.63,0.63,0.77,0.46,3.25,,53.28,0.97,191.67,0.0,0.0,2.46,18.79
2023-01-03 00:00:00,2023-01-03 01:00:00,49.33,73.74,6.88,2.36,9.27,8.36,7.51,0.58,2.65,0.64,0.78,0.47,3.26,,55.82,0.96,194.4,0.0,0.0,2.41,17.83
2023-01-03 01:00:00,2023-01-03 02:00:00,43.3,76.22,6.7,2.43,9.19,8.63,7.4,0.56,2.58,0.61,0.77,0.48,3.26,,57.79,1.13,193.55,0.0,0.0,2.49,17.4
2023-01-03 02:00:00,2023-01-03 03:00:00,43.86,69.4,6.83,2.4,9.36,8.7,7.48,0.57,2.63,0.63,0.79,0.48,3.27,,59.06,1.31,178.35,0.0,0.0,2.51,17.54
2023-01-03 03:00:00,2023-01-03 04:00:00,41.08,66.34,6.81,2.33,9.33,8.61,7.47,0.57,2.62,0.63,0.78,0.46,3.26,,62.43,0.74,208.97,0.0,0.0,2.48,16.97
2023-01-03 04:00:00,2023-01-03 05:00:00,42.93,67.57,6.84,2.4,9.43,8.6,7.49,0.57,2.63,0.64,0.79,0.48,3.27,,67.89,0.56,244.08,0.0,0.0,2.48,16.03
2023-01-03 05:00:00,2023-01-03 06:00:00,41.34,62.6,7.04,2.39,9.19,8.58,7.61,0.59,2.7,0.66,0.78,0.47,3.25,,67.39,0.77,204.71,0.0,0.0,2.47,16.41
2023-01-03 06:00:00,2023-01-03 07:00:00,41.02,62.1,6.98,2.38,9.28,8.44,7.58,0.59,2.68,0.65,0.78,0.47,3.27,,65.1,1.01,173.06,0.0,0.0,2.43,16.46
2023-01-03 07:00:00,2023-01-03 08:00:00,36.68,58.69,6.78,2.37,9.37,8.54,7.45,0.57,2.61,0.62,0.79,0.47,3.26,,65.0,0.83,177.06,6.2,0.0,2.46,16.67
2023-01-03 08:00:00,2023-01-03 09:00:00,35.22,58.23,6.88,2.38,9.16,8.62,7.51,0.58,2.64,0.64,0.78,0.47,3.25,,58.77,1.1,178.59,119.0,0.0,2.49,19.03
2023-01-03 09:00:00,2023-01-03 10:00:00,35.13,55.91,6.86,2.41,9.1,8.59,7.51,0.58,2.64,0.64,0.77,0.48,3.26,,51.45,1.7,179.2,272.38,0.0,2.48,21.07
2023-01-03 10:00:00,2023-01-03 11:00:00,40.89,59.14,6.88,2.31,9.34,8.56,7.51,0.58,2.65,0.64,0.79,0.46,3.26,,46.41,2.26,150.37,381.33,0.0,2.47,22.4
2023-01-03 11:00:00,2023-01-03 12:00:00,48.58,70.66,6.94,2.36,9.41,8.54,7.55,0.58,2.67,0.65,0.79,0.47,3.25,,39.05,2.57,142.7,458.8,0.0,2.46,23.55
2023-01-03 12:00:00,2023-01-03 13:00:00,65.98,85.43,6.9,2.34,9.29,8.55,7.53,0.58,2.65,0.64,0.78,0.46,3.28,,35.37,2.09,154.95,481.38,0.0,2.46,24.66
2023-01-03 13:00:00,2023-01-03 14:00:00,56.19,85.05,6.94,2.37,9.28,8.52,7.6,0.58,2.67,0.64,0.78,0.47,3.24,,33.11,1.83,149.86,338.28,0.0,2.46,25.31
2023-01-03 14:00:00,2023-01-03 15:00:00,54.24,79.42,6.9,2.29,9.12,8.62,7.48,0.58,2.65,0.64,0.77,0.46,3.27,,31.03,1.34,146.15,296.82,0.0,2.48,25.55
2023-01-03 15:00:00,2023-01-03 16:00:00,54.66,77.17,6.03,2.48,8.45,10.72,7.09,0.65,7.64,0.76,0.72,0.56,3.04,,29.99,1.2,152.56,205.0,0.0,3.15,25.98
2023-01-03 16:00:00,2023-01-03 17:00:00,46.78,74.65,5.6,2.69,8.14,12.36,6.84,0.74,12.41,0.87,0.69,0.65,2.79,,32.3,1.92,134.24,52.97,0.0,3.67,24.71
2023-01-03 17:00:00,2023-01-03 18:00:00,52.32,69.07,5.37,2.65,8.14,12.37,6.71,0.7,12.26,0.84,0.69,0.64,2.74,,34.4,2.19,126.73,1.45,0.0,3.67,23.51
2023-01-03 18:00:00,2023-01-03 19:00:00,47.61,71.55,5.45,2.59,7.92,12.54,6.75,0.71,12.31,0.86,0.67,0.63,2.8,,36.78,1.98,131.07,0.0,0.0,3.77,22.38
2023-01-03 19:00:00,2023-01-03 20:00:00,47.3,67.64,5.45,2.67,8.19,12.38,6.75,0.71,12.31,0.85,0.69,0.65,2.75,,41.26,1.79,132.14,0.0,0.0,3.68,21.55
2023-01-03 20:00:00,2023-01-03 21:00:00,44.07,68.93,5.5,2.58,8.41,12.14,6.73,0.68,11.73,0.79,0.72,0.6,2.75,,42.03,2.12,138.08,0.0,0.0,3.54,21.33
2023-01-03 21:00:00,2023-01-03 22:00:00,43.71,69.78,7.25,2.25,9.35,9.48,7.45,0.64,3.56,0.54,0.75,0.43,3.16,,41.91,1.66,157.98,0.0,0.0,2.79,20.68
2023-01-03 22:00:00,2023-01-03 23:00:00,42.89,71.44,7.16,2.29,9.4,9.79,7.4,0.63,3.54,0.53,0.75,0.44,3.13,,49.09,1.07,196.1,0.0,0.0,2.91,18.88
2023-01-03 23:00:00,2023-01-04 00:00:00,39.94,64.83,7.27,2.26,9.36,9.55,7.46,0.64,3.57,0.54,0.75,0.43,3.12,,50.84,1.04,186.86,0.0,0.0,2.81,18.63
2023-01-04 00:00:00,2023-01-04 01:00:00,40.35,59.72,7.28,2.22,9.7,9.69,7.46,0.64,3.57,0.54,0.77,0.43,3.11,,51.36,1.23,178.55,0.0,0.0,2.86,18.7
2023-01-04 01:00:00,2023-01-04 02:00:00,35.98,57.94,7.25,2.18,9.58,9.83,7.45,0.64,3.56,0.54,0.76,0.42,3.14,,53.38,1.26,180.34,0.0,0.0,2.91,17.86
2023-01-04 02:00:00,2023-01-04 03:00:00,38.99,58.62,7.31,2.23,9.58,9.61,7.47,0.65,3.57,0.55,0.76,0.43,3.19,,57.35,1.04,181.87,0.0,0.0,2.83,16.65
2023-01-04 03:00:00,2023-01-04 04:00:00,39.4,61.92,7.34,2.19,9.53,9.65,7.49,0.65,3.58,0.55,0.76,0.43,3.12,,59.23,1.07,196.75,0.0,0.0,2.85,16.03
2023-01-04 04:00:00,2023-01-04 05:00:00,39.4,62.01,7.18,2.24,9.46,9.64,7.41,0.63,3.55,0.53,0.76,0.43,3.17,,58.83,1.43,169.72,0.0,0.0,2.85,15.95
2023-01-04 05:00:00,2023-01-04 06:00:00,38.67,63.02,7.14,2.19,9.5,9.56,7.39,0.63,3.54,0.53,0.76,0.43,3.19,,59.89,1.08,198.01,0.0,0.0,2.82,15.74
2023-01-04 06:00:00,2023-01-04 07:00:00,34.86,58.49,7.31,2.21,9.86,9.7,7.48,0.64,3.58,0.54,0.78,0.43,3.1,,61.21,1.2,191.88,0.0,0.0,2.87,15.52
2023-01-04 07:00:00,2023-01-04 08:00:00,42.61,55.86,7.29,2.19,9.44,9.79,7.46,0.64,4.73,0.54,0.76,0.42,3.12,,58.93,1.49,175.65,13.05,0.0,2.9,16.57
2023-01-04 08:00:00,2023-01-04 09:00:00,41.54,60.46,7.34,2.31,9.44,9.63,7.49,0.65,9.37,0.55,0.76,0.44,3.16,,54.12,1.74,171.32,153.37,0.0,2.82,18.77
2023-01-04 09:00:00,2023-01-04 10:00:00,37.5,59.14,7.31,2.35,9.38,9.68,7.47,0.64,9.35,0.54,0.75,0.44,3.19,,47.63,2.21,172.57,285.15,0.0,2.86,20.48
2023-01-04 10:00:00,2023-01-04 11:00:00,35.1,63.41,7.14,2.26,9.67,9.66,7.39,0.63,9.27,0.53,0.77,0.43,3.21,,40.55,2.56,171.53,412.6,0.0,2.85,22.07
2023-01-04 11:00:00,2023-01-04 12:00:00,40.21,64.07,7.24,2.51,9.65,9.91,7.71,0.69,11.14,0.59,0.78,0.48,3.69,,35.84,3.02,153.38,487.25,0.0,3.23,23.1
2023-01-04 12:00:00,2023-01-04 13:00:00,68.3,87.01,6.83,4.2,10.96,11.5,8.15,0.78,14.58,0.68,0.82,0.58,4.62,,30.73,2.96,153.96,505.88,0.0,3.94,24.39
2023-01-04 13:00:00,2023-01-04 14:00:00,94.33,135.91,6.83,4.04,10.8,11.23,8.16,0.78,14.82,0.68,0.81,0.56,4.56,,28.35,2.42,151.96,421.9,0.0,3.83,24.92
2023-01-04 14:00:00,2023-01-04 15:00:00,120.41,138.73,6.66,4.08,11.17,11.07,7.98,0.76,19.48,0.66,0.83,0.56,4.56,,27.94,1.94,158.84,321.57,0.0,3.77,25.29
2023-01-04 15:00:00,2023-01-04 16:00:00,118.71,147.78,6.74,4.26,10.89,11.09,8.05,0.77,19.59,0.67,0.81,0.58,4.46,,28.6,2.09,148.97,251.97,0.0,3.77,25.38
2023-01-04 16:00:00,2023-01-04 17:00:00,,,6.77,4.0,10.77,11.33,8.09,0.77,19.64,0.67,0.81,0.56,4.52,,29.79,2.33,135.55,15.57,0.0,3.87,24.6
2023-01-04 17:00:00,2023-01-04 18:00:00,,,6.81,4.11,10.94,11.23,8.13,0.78,19.7,0.68,0.82,0.56,4.62,,33.39,2.07,135.88,0.0,0.0,3.83,23.49
2023-01-04 18:00:00,2023-01-04 19:00:00,,,6.9,4.27,10.96,11.23,8.22,0.79,19.83,0.69,0.82,0.58,4.56,,38.38,2.19,131.13,0.0,0.0,3.83,22.26
2023-01-04 19:00:00,2023-01-04 20:00:00,,,6.65,4.16,11.04,11.05,7.97,0.76,19.47,0.66,0.82,0.57,4.62,,43.68,2.2,129.0,0.0,0.0,3.76,21.16
2023-01-04 20:00:00,2023-01-04 21:00:00,,,6.93,4.08,10.86,11.31,8.25,0.79,19.87,0.69,0.81,0.56,4.61,,45.8,1.92,132.3,0.0,0.0,3.86,20.55
2023-01-04 21:00:00,2023-01-04 22:00:00,24.72,46.24,6.12,3.51,9.44,10.56,7.5,0.68,13.14,0.71,0.72,0.54,4.16,,47.05,1.31,132.56,0.0,0.0,3.49,19.92
2023-01-04 22:00:00,2023-01-04 23:00:00,33.77,50.88,4.24,1.86,6.19,8.64,5.37,0.43,4.36,0.74,0.55,0.47,3.27,,50.39,1.14,139.9,0.0,0.0,2.76,19.19
2023-01-04 23:00:00,2023-01-05 00:00:00,70.16,80.69,4.28,1.88,6.26,8.51,5.44,0.44,4.37,0.75,0.55,0.47,3.25,,52.56,1.04,141.27,0.0,0.0,2.73,18.82
2023-01-05 00:00:00,2023-01-05 01:00:00,64.79,80.81,4.27,1.93,6.24,8.54,5.42,0.43,4.37,0.75,0.55,0.47,3.27,,53.54,1.4,144.31,0.0,0.0,2.74,18.63
2023-01-05 01:00:00,2023-01-05 02:00:00,59.58,78.57,4.27,1.92,6.16,8.69,5.42,0.43,4.36,0.74,0.54,0.47,3.24,,55.25,1.97,151.81,0.0,0.0,2.77,18.42
2023-01-05 02:00:00,2023-01-05 03:00:00,61.1,81.32,4.19,1.89,5.99,8.63,5.31,0.42,4.35,0.73,0.53,0.47,3.31,,60.7,1.95,161.88,0.0,0.0,2.76,17.22
2023-01-05 03:00:00,2023-01-05 04:00:00,59.22,78.05,4.25,1.88,6.22,8.61,5.38,0.43,4.36,0.74,0.55,0.47,3.28,,65.13,1.94,165.74,0.0,0.0,2.75,16.34
2023-01-05 04:00:00,2023-01-05 05:00:00,54.51,72.3,4.18,1.92,5.96,8.76,5.29,0.42,4.35,0.73,0.53,0.47,3.28,,66.93,1.51,177.07,0.0,0.0,2.79,15.84
2023-01-05 05:00:00,2023-01-05 06:00:00,49.77,75.87,4.17,1.9,6.18,8.61,5.28,0.42,4.34,0.72,0.55,0.47,3.29,,68.88,1.0,178.87,0.0,0.0,2.75,15.31
2023-01-05 06:00:00,2023-01-05 07:00:00,50.76,76.2,4.24,1.91,6.24,8.77,5.38,0.43,4.36,0.74,0.55,0.47,3.3,,69.21,0.95,185.47,0.0,0.0,2.79,15.05
2023-01-05 07:00:00,2023-01-05 08:00:00,50.11,69.54,4.25,1.81,6.15,8.67,5.38,0.43,4.36,0.74,0.54,0.46,3.22,,66.85,1.0,167.65,8.9,0.0,2.77,15.7
2023-01-05 08:00:00,2023-01-05 09:00:00,45.61,70.34,4.3,1.85,6.28,8.67,5.47,0.44,4.37,0.75,0.55,0.46,3.25,,60.3,2.01,148.06,120.2,0.0,2.77,17.82
2023-01-05 09:00:00,2023-01-05 10:00:00,45.09,71.13,4.28,1.86,6.13,8.65,5.44,0.44,4.37,0.74,0.54,0.47,3.26,,54.24,2.65,136.81,267.18,0.0,2.76,19.52
2023-01-05 10:00:00,2023-01-05 11:00:00,48.58,64.95,7.63,2.57,9.96,7.47,7.28,0.64,5.79,0.52,0.64,0.65,2.97,,50.98,2.88,138.15,407.38,0.0,4.23,20.6
2023-01-05 11:00:00,2023-01-05 12:00:00,50.16,65.56,7.46,2.56,10.01,7.56,7.18,0.61,5.59,0.52,0.65,0.65,2.95,,47.21,2.93,130.58,369.95,0.0,4.46,21.4
2023-01-05 12:00:00,2023-01-05 13:00:00,49.39,72.11,7.68,2.55,10.03,7.48,7.37,0.64,5.79,0.52,0.63,0.64,2.94,,42.48,2.59,126.09,450.43,0.0,4.32,22.69
2023-01-05 13:00:00,2023-01-05 14:00:00,55.39,76.26,7.5,2.6,10.16,7.63,7.11,0.62,5.63,0.53,0.63,0.64,2.97,,40.15,2.67,126.57,403.38,0.0,4.38,23.4
2023-01-05 14:00:00,2023-01-05 15:00:00,53.55,78.61,7.79,2.54,10.16,7.52,7.29,0.65,5.9,0.53,0.63,0.65,2.92,,38.58,2.55,133.66,327.25,0.0,4.4,23.71
2023-01-05 15:00:00,2023-01-05 16:00:00,50.96,79.42,7.58,2.56,10.12,7.5,7.32,0.62,13.75,0.53,0.63,0.64,2.92,,38.05,2.44,128.66,233.93,0.0,4.31,23.88
2023-01-05 16:00:00,2023-01-05 17:00:00,52.3,77.02,7.64,2.56,9.98,7.53,7.33,0.63,14.65,0.52,0.61,0.64,2.89,,41.77,2.62,130.31,92.88,0.0,4.33,23.3
2023-01-05 17:00:00,2023-01-05 18:00:00,50.65,73.75,7.61,2.54,10.31,7.58,7.31,0.63,14.62,0.52,0.65,0.64,2.98,,46.14,2.39,124.06,4.17,0.0,4.37,22.22
2023-01-05 18:00:00,2023-01-05 19:00:00,50.55,75.35,7.72,2.52,10.24,7.48,7.41,0.64,14.73,0.53,0.64,0.64,2.95,,49.73,2.08,127.71,0.0,0.0,4.3,21.11
2023-01-05 19:00:00,2023-01-05 20:00:00,52.49,76.21,8.89,2.67,11.43,8.38,8.62,1.05,9.27,0.67,0.85,0.52,3.24,,52.02,2.17,129.17,0.0,0.0,3.34,20.51
2023-01-05 20:00:00,2023-01-05 21:00:00,54.4,77.45,9.51,2.63,12.14,8.81,9.34,1.23,6.35,0.73,0.94,0.46,3.26,,54.62,1.76,127.3,0.0,0.0,2.98,19.82
2023-01-05 21:00:00,2023-01-05 22:00:00,50.52,78.71,9.49,2.77,12.14,8.68,9.34,1.23,4.74,0.73,0.94,0.48,3.26,,55.22,1.69,132.79,0.0,0.0,2.93,19.31
2023-01-05 22:00:00,2023-01-05 23:00:00,57.56,86.5,9.32,2.64,12.0,8.71,9.25,1.22,1.83,0.72,0.93,0.46,3.2,,57.84,1.58,136.76,0.0,0.0,2.94,18.88
2023-01-05 23:00:00,2023-01-06 00:00:00,62.33,93.03,9.54,2.72,12.11,8.76,9.36,1.24,1.86,0.74,0.94,0.47,3.29,,59.15,1.32,157.15,0.0,0.0,2.96,18.4
2023-01-06 00:00:00,2023-01-06 01:00:00,60.98,87.71,9.26,2.69,12.07,8.62,9.21,1.21,1.82,0.71,0.94,0.47,3.1,,63.32,1.0,199.29,0.0,0.0,2.91,17.36
2023-01-06 01:00:00,2023-01-06 02:00:00,57.8,80.51,9.29,2.65,12.13,8.84,9.22,1.21,1.83,0.71,0.94,0.46,3.29,,67.62,0.91,178.42,0.0,0.0,2.99,16.9
2023-01-06 02:00:00,2023-01-06 03:00:00,49.79,74.6,9.51,2.72,12.24,8.71,9.35,1.24,1.86,0.74,0.95,0.48,3.28,,69.12,0.77,303.58,0.0,0.0,2.94,16.39
2023-01-06 03:00:00,2023-01-06 04:00:00,49.3,70.83,9.47,2.63,12.25,8.86,9.32,1.23,1.85,0.73,0.95,0.46,3.27,,68.37,0.9,53.65,0.0,0.0,3.0,16.79
2023-01-06 04:00:00,2023-01-06 05:00:00,49.21,70.66,9.53,2.66,12.14,8.69,9.36,1.23,1.86,0.74,0.94,0.47,3.21,,68.89,0.95,75.85,0.0,0.0,2.93,16.63
2023-01-06 05:00:00,2023-01-06 06:00:00,47.27,70.6,9.42,2.77,12.21,8.68,9.3,1.23,1.85,0.73,0.94,0.49,3.22,,67.72,1.08,99.07,0.0,0.0,2.93,16.9
2023-01-06 06:00:00,2023-01-06 07:00:00,49.82,72.84,9.38,2.72,12.07,8.86,9.28,1.22,1.84,0.72,0.94,0.47,3.26,,65.04,1.41,107.4,0.0,0.0,3.0,16.77
2023-01-06 07:00:00,2023-01-06 08:00:00,52.88,75.92,9.49,2.72,12.5,8.79,9.34,1.23,1.85,0.73,0.97,0.48,3.14,,63.8,1.31,88.86,0.0,0.0,2.97,16.8
2023-01-06 08:00:00,2023-01-06 09:00:00,55.99,79.47,9.43,2.69,11.93,8.81,9.3,1.23,1.85,0.73,0.92,0.47,3.23,,65.05,1.25,81.37,2.4,0.0,2.98,16.74
