From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-24 13:00:00,2023-02-24 14:00:00,71.75,165.5,2.27,20.07,12.53,39.53,15.9,0.52,30.93,0.8,1.45,0.3,1.07,0.22,35.75,1.4,65.75,330.75,,29.1,0.0,
2023-02-24 14:00:00,2023-02-24 15:00:00,39.0,122.0,1.93,20.53,12.47,35.45,7.4,0.46,60.62,0.42,1.45,0.25,0.9,0.22,29.75,1.32,75.5,309.25,,29.55,0.0,
2023-02-24 15:00:00,2023-02-24 16:00:00,33.0,111.5,2.65,24.9,15.43,30.48,6.57,0.44,76.65,0.33,1.5,0.3,0.62,0.2,28.75,1.6,61.75,260.0,,29.7,0.0,
2023-02-24 16:00:00,2023-02-24 17:00:00,35.0,119.75,3.07,35.27,21.27,26.38,11.1,0.58,82.97,0.12,1.5,0.3,0.43,0.23,27.5,1.35,63.25,169.0,,29.52,0.0,
2023-02-24 17:00:00,2023-02-24 18:00:00,45.0,133.25,3.25,46.42,27.33,23.7,6.38,0.77,63.88,0.17,1.68,0.33,0.4,0.23,34.0,0.9,83.5,142.25,,28.88,0.0,
2023-02-24 18:00:00,2023-02-24 19:00:00,52.75,160.5,14.95,91.95,61.08,18.05,12.32,1.73,18.1,0.2,2.08,0.57,0.65,0.4,42.25,0.15,167.25,128.5,,27.8,0.0,
2023-02-24 19:00:00,2023-02-24 20:00:00,74.5,229.75,92.47,97.5,127.05,14.47,14.37,2.91,10.82,0.25,3.22,1.45,1.43,1.05,51.75,0.15,252.75,132.25,,26.75,0.0,
2023-02-24 20:00:00,2023-02-24 21:00:00,102.5,277.75,37.25,85.47,75.75,26.75,9.05,2.4,10.88,0.38,4.3,1.65,1.92,1.37,53.0,0.18,205.5,135.0,,26.47,0.0,
2023-02-24 21:00:00,2023-02-24 22:00:00,118.75,287.25,18.65,82.45,59.02,23.58,6.15,2.19,8.77,0.5,4.33,1.45,1.8,1.23,55.25,0.12,266.75,138.75,,26.02,0.0,
2023-02-24 22:00:00,2023-02-24 23:00:00,111.75,273.75,19.0,71.92,53.7,21.4,4.9,1.85,169.2,0.47,4.2,1.32,1.7,1.12,53.75,0.18,290.75,140.25,,24.4,0.0,
2023-02-24 23:00:00,2023-02-25 00:00:00,131.0,282.75,77.3,83.17,107.08,18.3,6.1,1.83,24.0,0.5,4.32,1.27,1.68,1.05,56.75,0.32,170.5,141.0,,19.73,0.0,
2023-02-25 00:00:00,2023-02-25 01:00:00,151.0,310.25,9.0,59.12,38.77,25.05,4.05,1.23,15.88,0.47,4.4,1.3,1.67,1.05,61.0,0.3,179.0,140.5,,19.38,0.0,
2023-02-25 01:00:00,2023-02-25 02:00:00,81.75,193.25,14.3,57.88,42.42,25.52,3.03,1.26,12.17,0.4,3.6,1.05,1.38,0.88,66.0,0.23,282.25,140.25,,18.9,0.0,
2023-02-25 02:00:00,2023-02-25 03:00:00,89.75,187.25,31.4,55.62,55.1,25.35,2.75,1.38,13.0,0.38,3.2,0.95,1.23,0.77,68.25,0.25,262.25,140.5,,18.78,0.0,
2023-02-25 03:00:00,2023-02-25 04:00:00,99.25,207.25,24.65,48.42,45.82,25.93,1.95,1.2,7.43,0.3,3.18,0.95,1.2,0.7,71.75,0.22,254.25,141.75,,18.38,0.0,
2023-02-25 04:00:00,2023-02-25 05:00:00,81.25,182.5,27.1,44.75,45.8,26.75,1.65,1.01,7.73,0.3,3.08,0.9,1.15,0.7,72.75,0.35,253.0,140.25,,17.93,0.0,
2023-02-25 05:00:00,2023-02-25 06:00:00,81.5,193.0,8.8,46.25,31.75,29.5,1.12,0.65,4.42,0.27,2.82,0.78,1.0,0.65,69.75,0.33,232.75,140.5,,17.93,0.0,
2023-02-25 06:00:00,2023-02-25 07:00:00,65.5,186.0,9.28,42.45,30.12,27.82,0.82,0.7,1.63,0.2,2.25,0.57,0.75,0.43,75.0,0.2,152.0,141.0,,17.4,0.0,
2023-02-25 07:00:00,2023-02-25 08:00:00,72.75,165.25,22.43,45.12,42.25,24.77,2.48,0.99,19.6,0.2,1.88,0.45,0.62,0.3,67.75,0.53,98.75,183.0,,18.12,0.0,
2023-02-25 08:00:00,2023-02-25 09:00:00,88.0,194.0,5.0,32.8,21.48,27.62,5.32,0.7,68.47,0.2,1.75,0.4,0.55,0.3,55.25,0.77,123.5,236.25,,20.95,0.0,
2023-02-25 09:00:00,2023-02-25 10:00:00,68.0,165.5,3.8,29.75,18.9,28.35,7.65,0.67,78.73,0.2,1.65,0.3,0.43,0.25,47.0,0.62,149.75,310.0,,22.6,0.0,
2023-02-25 10:00:00,2023-02-25 11:00:00,77.75,186.5,5.0,43.6,27.2,28.95,47.65,0.82,88.8,0.2,1.62,0.3,0.4,0.2,43.0,0.9,81.75,353.25,,23.6,0.0,
2023-02-25 11:00:00,2023-02-25 12:00:00,109.25,250.25,5.72,43.0,27.5,29.25,91.8,0.81,93.7,0.2,1.5,0.3,0.4,0.2,40.5,1.15,102.25,387.75,,24.3,0.0,
2023-02-25 12:00:00,2023-02-25 13:00:00,84.75,215.75,2.62,23.52,14.65,32.53,17.3,0.6,110.45,0.2,1.5,0.3,0.33,0.2,38.0,1.48,87.0,396.25,,27.4,0.0,
2023-02-25 13:00:00,2023-02-25 14:00:00,40.5,138.0,2.67,23.85,14.88,32.75,23.07,0.47,110.53,0.2,1.48,0.27,0.3,0.2,29.75,1.57,91.0,329.0,,30.6,0.0,
2023-02-25 14:00:00,2023-02-25 15:00:00,30.5,111.25,2.4,22.9,14.12,28.5,17.82,0.41,123.05,0.12,1.5,0.25,0.3,0.2,23.5,1.8,82.5,340.0,,30.77,0.0,
2023-02-25 15:00:00,2023-02-25 16:00:00,30.25,101.25,2.45,26.52,16.12,23.78,19.43,0.45,125.85,0.1,1.5,0.2,0.3,0.2,22.25,1.77,74.0,269.25,,30.8,0.0,
2023-02-25 16:00:00,2023-02-25 17:00:00,29.75,107.5,2.42,28.83,17.3,20.35,14.25,0.42,122.5,0.1,1.4,0.25,0.3,0.2,21.5,1.55,69.0,167.5,,30.62,0.0,
2023-02-25 17:00:00,2023-02-25 18:00:00,32.25,116.75,2.62,56.75,32.3,16.22,19.95,0.83,93.32,0.1,1.5,0.22,0.3,0.2,26.75,0.78,98.0,148.25,,29.57,0.0,
2023-02-25 18:00:00,2023-02-25 19:00:00,56.0,160.0,12.92,96.65,61.9,13.12,23.43,1.56,27.15,0.15,2.03,0.52,0.6,0.42,36.0,0.22,115.0,130.75,,27.95,0.0,
2023-02-25 19:00:00,2023-02-25 20:00:00,82.0,224.0,31.23,95.97,76.45,14.32,18.08,1.84,6.58,0.2,2.67,0.75,0.95,0.62,44.25,0.1,197.25,130.25,,24.78,0.0,
2023-02-25 20:00:00,2023-02-25 21:00:00,91.5,226.75,44.58,92.88,85.65,18.52,10.03,2.6,11.28,0.3,3.1,0.83,1.15,0.7,48.75,0.15,263.5,133.25,,22.02,0.0,
2023-02-25 21:00:00,2023-02-25 22:00:00,124.5,257.25,42.4,84.7,79.52,17.75,6.07,2.42,12.05,0.62,3.52,0.95,1.3,0.78,51.5,0.25,270.0,136.75,,21.57,0.0,
2023-02-25 22:00:00,2023-02-25 23:00:00,131.25,273.0,102.7,84.3,128.35,15.3,4.1,3.19,8.1,0.67,3.83,1.15,1.53,0.93,55.0,0.18,224.0,137.5,,20.73,0.0,
2023-02-25 23:00:00,2023-02-26 00:00:00,94.5,254.75,87.2,81.95,114.47,16.4,3.47,2.12,15.7,0.6,4.43,1.45,1.93,1.22,58.5,0.25,267.75,136.5,,19.95,0.0,
2023-02-26 00:00:00,2023-02-26 01:00:00,115.75,289.5,152.77,75.6,164.43,10.82,5.6,3.35,19.6,0.6,5.03,1.62,2.23,1.42,62.25,0.22,274.5,136.5,,19.75,0.0,
2023-02-26 01:00:00,2023-02-26 02:00:00,126.5,314.25,78.92,63.03,97.67,18.82,3.27,2.07,9.28,0.57,5.05,1.58,2.27,1.4,64.75,0.25,250.75,136.75,,19.38,0.0,
2023-02-26 02:00:00,2023-02-26 03:00:00,91.5,214.5,35.05,57.55,59.1,19.4,2.12,1.05,3.15,0.45,4.45,1.35,1.93,1.23,64.5,0.2,275.0,137.5,,19.18,0.0,
2023-02-26 03:00:00,2023-02-26 04:00:00,60.0,144.0,14.43,54.85,40.92,21.17,1.32,0.75,6.57,0.38,3.6,1.07,1.45,0.95,64.5,0.22,286.75,134.5,,19.12,0.0,
2023-02-26 04:00:00,2023-02-26 05:00:00,48.25,129.0,8.3,50.67,33.7,22.2,1.43,0.7,3.75,0.3,2.9,0.8,1.15,0.73,67.5,0.3,212.0,131.75,,18.95,0.0,
2023-02-26 05:00:00,2023-02-26 06:00:00,50.25,131.5,21.12,45.35,41.3,21.73,1.45,0.82,3.55,0.2,2.48,0.7,0.95,0.6,73.75,0.17,232.0,137.75,,18.4,0.0,
2023-02-26 06:00:00,2023-02-26 07:00:00,61.5,140.25,29.68,46.17,48.7,21.82,1.35,0.87,4.03,0.2,2.25,0.62,0.82,0.55,72.25,0.25,251.75,141.5,,18.5,0.0,
2023-02-26 07:00:00,2023-02-26 08:00:00,76.75,159.25,8.0,46.1,31.02,26.38,1.67,0.78,14.62,0.2,2.02,0.5,0.75,0.45,63.75,0.55,253.5,189.0,,19.17,0.0,
2023-02-26 08:00:00,2023-02-26 09:00:00,91.5,211.75,14.28,50.35,38.38,22.75,42.92,0.73,29.77,0.2,1.75,0.4,0.62,0.35,53.25,0.42,226.75,260.0,,20.55,0.0,
2023-02-26 09:00:00,2023-02-26 10:00:00,103.75,271.75,10.45,50.0,35.12,26.08,53.25,0.95,66.2,0.2,1.62,0.3,0.53,0.3,40.5,0.73,137.75,329.25,,21.95,0.0,
2023-02-26 10:00:00,2023-02-26 11:00:00,106.75,250.0,5.25,32.85,21.7,25.95,42.85,0.44,81.65,0.2,1.58,0.3,0.47,0.27,32.75,1.23,112.25,414.25,,22.53,0.0,
2023-02-26 11:00:00,2023-02-26 12:00:00,70.75,168.25,2.0,20.15,12.35,20.1,19.98,0.55,101.35,0.2,1.42,0.3,0.35,0.2,30.75,1.2,87.75,427.25,,23.1,0.0,
2023-02-26 12:00:00,2023-02-26 13:00:00,40.25,126.25,2.42,24.15,14.8,23.45,27.88,0.49,105.3,0.17,1.4,0.27,0.3,0.2,26.75,1.18,90.0,403.5,,23.85,0.0,
2023-02-26 13:00:00,2023-02-26 14:00:00,29.25,101.25,1.55,17.9,10.8,23.07,8.35,0.42,109.88,0.1,1.35,0.22,0.3,0.17,23.75,1.25,98.75,334.75,,24.52,0.0,
2023-02-26 14:00:00,2023-02-26 15:00:00,21.5,71.5,1.7,18.12,11.05,21.72,1.57,0.39,109.62,0.1,1.35,0.2,0.3,0.12,20.75,1.52,72.5,353.5,,24.8,0.0,
2023-02-26 15:00:00,2023-02-26 16:00:00,16.0,63.5,1.8,20.38,12.32,19.4,1.9,0.39,113.33,0.1,1.3,0.2,0.3,0.12,19.25,1.62,76.5,272.75,,24.9,0.0,
2023-02-26 16:00:00,2023-02-26 17:00:00,17.5,62.5,1.38,23.65,13.7,17.33,1.35,0.41,113.8,0.1,1.27,0.2,0.2,0.1,22.0,1.4,71.25,160.75,,24.68,0.0,
2023-02-26 17:00:00,2023-02-26 18:00:00,20.25,75.5,2.05,36.9,21.27,17.32,0.7,0.62,97.58,0.1,1.3,0.2,0.25,0.12,26.0,1.07,52.75,147.75,,24.07,0.0,
2023-02-26 18:00:00,2023-02-26 19:00:00,25.0,102.5,6.55,80.4,48.08,12.05,1.18,1.28,38.55,0.1,1.57,0.28,0.35,0.2,31.0,0.38,41.5,130.25,,23.17,0.0,
2023-02-26 19:00:00,2023-02-26 20:00:00,40.5,141.25,3.4,66.95,38.35,14.95,1.98,1.2,33.65,0.15,1.95,0.3,0.6,0.3,38.0,0.25,146.25,132.75,,22.45,0.0,
2023-02-26 20:00:00,2023-02-26 21:00:00,48.5,130.75,21.93,83.07,62.02,13.43,1.85,1.88,17.07,0.2,2.17,0.4,0.7,0.35,46.5,0.23,267.5,133.75,,21.18,0.0,
2023-02-26 21:00:00,2023-02-26 22:00:00,61.5,145.0,76.68,96.22,113.53,12.8,1.73,2.88,8.55,0.28,2.72,0.57,0.95,0.57,49.5,0.22,275.25,135.0,,20.85,0.0,
2023-02-26 22:00:00,2023-02-26 23:00:00,84.5,203.5,107.42,89.8,135.15,12.67,1.32,3.6,5.0,0.38,3.58,0.85,1.5,0.95,56.75,0.23,270.0,135.75,,20.48,0.0,
2023-02-26 23:00:00,2023-02-27 00:00:00,86.0,213.5,52.3,73.65,81.7,17.8,0.85,2.43,20.2,0.4,4.2,1.05,1.85,1.2,59.0,0.25,294.5,136.0,,20.25,0.0,
2023-02-27 00:00:00,2023-02-27 01:00:00,66.25,171.25,19.98,71.27,54.15,19.48,1.95,1.07,3.0,0.38,3.7,0.93,1.55,1.0,58.5,0.3,284.5,136.5,,20.05,0.0,
2023-02-27 01:00:00,2023-02-27 02:00:00,49.5,127.5,7.5,61.55,38.83,20.4,1.35,0.79,6.45,0.3,3.05,0.7,1.23,0.73,60.25,0.22,275.5,137.25,,19.73,0.0,
2023-02-27 02:00:00,2023-02-27 03:00:00,43.25,96.25,3.95,56.28,33.17,20.48,0.75,0.62,6.67,0.2,2.65,0.6,0.97,0.62,59.75,0.22,289.25,138.25,,19.7,0.0,
2023-02-27 03:00:00,2023-02-27 04:00:00,33.5,82.5,2.65,49.38,28.43,21.18,0.35,0.54,11.95,0.2,2.35,0.5,0.85,0.5,61.5,0.25,273.25,139.75,,19.42,0.0,
2023-02-27 04:00:00,2023-02-27 05:00:00,32.0,74.75,13.7,49.67,37.58,20.5,0.15,0.57,4.55,0.15,2.23,0.5,0.73,0.45,63.25,0.22,212.0,141.75,,19.25,0.0,
2023-02-27 05:00:00,2023-02-27 06:00:00,27.0,78.25,10.4,51.23,35.7,21.38,0.1,0.6,4.3,0.1,2.1,0.4,0.7,0.4,64.5,0.2,227.0,143.0,,19.12,0.0,
2023-02-27 06:00:00,2023-02-27 07:00:00,32.75,87.5,7.3,50.62,32.85,22.95,0.95,0.72,7.43,0.12,2.05,0.4,0.67,0.4,67.5,0.17,220.5,149.0,,18.62,0.0,
2023-02-27 07:00:00,2023-02-27 08:00:00,52.0,112.0,22.85,56.45,48.6,22.15,4.03,0.99,10.12,0.17,2.0,0.4,0.62,0.4,61.0,0.38,262.25,192.25,,19.4,0.0,
2023-02-27 08:00:00,2023-02-27 09:00:00,76.0,165.5,6.53,44.9,29.2,24.53,4.4,0.75,38.4,0.2,1.93,0.38,0.6,0.38,44.5,0.3,243.25,241.0,,21.25,0.0,
2023-02-27 09:00:00,2023-02-27 10:00:00,75.75,187.0,5.92,55.45,34.3,22.57,9.52,1.12,178.7,0.2,1.8,0.32,0.57,0.3,37.0,0.47,173.25,308.5,,22.52,0.0,
2023-02-27 10:00:00,2023-02-27 11:00:00,92.75,251.25,4.75,63.9,37.8,24.5,12.5,1.23,118.5,0.23,1.93,0.35,0.6,0.35,34.0,0.8,67.75,351.5,,27.17,0.0,
2023-02-27 11:00:00,2023-02-27 12:00:00,126.25,306.25,3.33,42.35,25.22,24.0,37.85,0.84,110.45,0.3,1.98,0.4,0.6,0.3,31.5,0.97,83.5,387.25,,29.03,0.0,
2023-02-27 12:00:00,2023-02-27 13:00:00,99.5,236.0,2.67,29.48,17.88,26.57,25.88,0.63,115.58,0.25,1.82,0.35,0.5,0.3,25.5,1.05,63.5,399.0,,29.73,0.0,
2023-02-27 13:00:00,2023-02-27 14:00:00,48.0,143.75,2.35,19.98,12.52,25.02,5.03,0.4,111.0,0.2,1.78,0.47,0.55,0.3,14.5,1.38,55.25,330.0,,30.22,0.0,
2023-02-27 14:00:00,2023-02-27 15:00:00,20.25,79.25,2.67,25.0,15.48,19.27,2.35,0.39,103.48,0.12,1.65,0.33,0.4,0.3,11.0,1.8,46.75,340.25,,30.22,0.0,
2023-02-27 15:00:00,2023-02-27 16:00:00,17.25,68.5,2.93,29.08,17.82,16.77,2.83,0.47,99.47,0.1,1.63,0.3,0.4,0.3,12.5,1.67,53.75,275.75,,30.23,0.0,
2023-02-27 16:00:00,2023-02-27 17:00:00,21.25,83.25,2.92,36.85,22.0,16.58,4.53,0.52,94.62,0.1,1.75,0.47,0.55,0.35,15.75,1.47,63.25,170.5,,30.0,0.0,
2023-02-27 17:00:00,2023-02-27 18:00:00,25.0,107.5,5.12,73.33,43.17,12.85,6.8,0.96,67.73,0.1,1.72,0.43,0.5,0.32,19.25,0.6,98.0,145.5,,29.4,0.0,
2023-02-27 18:00:00,2023-02-27 19:00:00,44.5,144.25,31.75,109.2,83.92,10.1,38.42,1.92,15.03,0.17,2.2,0.6,0.72,0.55,32.0,0.1,215.25,128.5,,27.73,0.0,
2023-02-27 19:00:00,2023-02-27 20:00:00,102.0,267.0,230.3,126.45,254.5,5.05,63.12,4.62,14.38,0.25,3.23,1.17,1.38,1.12,44.0,0.12,252.75,131.0,,28.77,0.0,
2023-02-27 20:00:00,2023-02-27 21:00:00,160.75,376.0,124.62,110.88,160.32,12.88,35.27,3.71,15.47,0.5,5.1,1.95,2.45,1.88,45.25,0.17,236.25,131.75,,29.28,0.0,
2023-02-27 21:00:00,2023-02-27 22:00:00,171.5,383.0,82.27,99.53,119.85,13.3,22.42,3.22,7.08,0.6,5.65,2.05,2.62,1.98,46.0,0.2,275.25,132.0,,29.0,0.0,
2023-02-27 22:00:00,2023-02-27 23:00:00,121.5,330.25,106.2,95.42,137.08,10.75,10.75,3.5,97.17,0.6,5.67,2.0,2.62,1.95,50.5,0.17,289.75,133.5,,28.62,0.0,
2023-02-27 23:00:00,2023-02-28 00:00:00,125.25,304.25,126.0,86.22,148.32,11.62,5.33,2.39,11.87,0.6,5.85,2.0,2.75,2.0,52.75,0.25,265.0,134.0,,28.35,0.0,
2023-02-28 00:00:00,2023-02-28 01:00:00,132.75,315.25,135.45,74.53,149.75,13.35,11.9,3.68,10.23,0.6,6.12,2.0,2.9,2.1,58.25,0.22,195.25,133.75,,28.15,0.0,
2023-02-28 01:00:00,2023-02-28 02:00:00,135.5,328.25,110.48,64.12,123.92,16.05,6.8,3.17,9.35,0.65,6.28,2.0,2.9,2.1,62.25,0.3,270.5,135.0,,27.8,0.0,
2023-02-28 02:00:00,2023-02-28 03:00:00,121.0,288.25,89.3,57.88,103.4,17.65,5.72,2.33,6.35,0.6,6.22,1.95,2.77,2.05,60.0,0.27,280.75,134.75,,27.62,0.0,
2023-02-28 03:00:00,2023-02-28 04:00:00,96.75,248.25,46.83,52.73,66.15,19.27,4.22,1.49,4.58,0.55,5.7,1.67,2.5,1.82,61.75,0.17,217.75,136.75,,27.25,0.0,
2023-02-28 04:00:00,2023-02-28 05:00:00,78.25,179.25,36.92,47.98,55.53,20.9,4.22,1.4,5.85,0.43,4.88,1.42,2.1,1.5,65.0,0.17,261.75,137.0,,27.08,0.0,
2023-02-28 05:00:00,2023-02-28 06:00:00,84.75,168.25,59.7,46.62,73.33,19.3,5.68,1.42,6.15,0.4,4.47,1.3,1.9,1.37,65.5,0.2,264.5,137.75,,26.98,0.0,
2023-02-28 06:00:00,2023-02-28 07:00:00,100.5,201.0,101.62,51.62,110.1,16.18,5.6,1.73,4.12,0.4,4.12,1.2,1.67,1.25,65.75,0.2,232.0,141.25,,26.98,0.0,
2023-02-28 07:00:00,2023-02-28 08:00:00,131.25,278.5,95.1,63.4,111.03,19.88,6.3,2.19,4.05,0.4,4.03,1.12,1.63,1.2,65.75,0.25,129.0,184.25,,27.75,0.0,
2023-02-28 08:00:00,2023-02-28 09:00:00,149.5,372.25,20.03,78.95,58.27,27.48,24.92,1.51,13.0,0.47,4.0,1.12,1.65,1.23,41.0,0.35,95.25,242.5,,29.7,0.0,
2023-02-28 09:00:00,2023-02-28 10:00:00,126.0,356.75,11.88,78.15,51.2,27.7,55.92,1.41,97.43,0.4,3.55,0.92,1.4,0.95,34.0,0.85,57.5,326.0,,30.95,0.0,
2023-02-28 10:00:00,2023-02-28 11:00:00,116.0,306.0,5.3,36.85,23.9,28.75,23.2,0.73,49.3,0.38,3.0,0.75,1.12,0.78,31.5,1.15,81.0,393.25,,31.55,0.0,
2023-02-28 11:00:00,2023-02-28 12:00:00,65.25,190.75,2.97,23.0,14.7,26.03,16.48,0.47,48.62,0.27,2.4,0.62,0.9,0.6,28.5,1.52,84.0,387.25,,32.08,0.0,
2023-02-28 12:00:00,2023-02-28 13:00:00,32.75,118.0,2.55,21.48,13.5,26.63,21.5,0.41,44.32,0.2,2.02,0.5,0.7,0.45,22.5,1.73,90.75,387.75,,32.62,0.0,
2023-02-28 13:00:00,2023-02-28 14:00:00,24.25,108.0,2.33,22.02,13.62,26.2,12.32,0.41,53.25,0.17,1.8,0.4,0.6,0.4,22.25,1.85,92.25,324.0,,32.92,0.0,
2023-02-28 14:00:00,2023-02-28 15:00:00,23.25,103.75,2.35,22.3,13.77,24.6,8.7,0.44,63.75,0.1,1.68,0.3,0.5,0.3,21.75,1.68,93.75,327.5,,33.1,0.0,
2023-02-28 15:00:00,2023-02-28 16:00:00,28.0,93.5,2.47,25.95,15.8,23.6,10.15,0.5,63.65,0.1,1.7,0.3,0.4,0.3,24.0,1.7,75.75,268.0,,33.1,0.0,
2023-02-28 16:00:00,2023-02-28 17:00:00,32.25,110.25,2.5,35.0,20.65,24.05,17.12,0.55,57.35,0.1,1.58,0.3,0.4,0.3,28.0,1.72,58.25,180.25,,32.83,0.0,
2023-02-28 17:00:00,2023-02-28 18:00:00,41.0,129.75,3.45,51.3,30.08,20.5,12.4,0.7,57.85,0.1,1.55,0.27,0.4,0.3,26.75,1.25,46.25,157.0,,30.97,0.0,
2023-02-28 18:00:00,2023-02-28 19:00:00,47.0,142.0,5.15,82.72,48.17,15.47,10.02,1.29,22.23,0.1,1.9,0.38,0.55,0.38,34.5,0.45,38.25,138.75,,29.68,0.0,
2023-02-28 19:00:00,2023-02-28 20:00:00,70.25,183.75,7.4,86.62,52.1,17.3,7.25,1.56,13.0,0.2,2.38,0.58,0.85,0.55,39.0,0.25,246.25,130.0,,28.83,0.0,
2023-02-28 20:00:00,2023-02-28 21:00:00,88.25,199.0,2.85,82.53,46.17,18.15,62.8,1.51,12.48,0.35,2.6,0.6,1.0,0.6,45.25,0.25,223.25,128.75,,27.0,0.0,
2023-02-28 21:00:00,2023-02-28 22:00:00,78.25,170.25,18.6,92.58,64.38,15.28,34.48,1.81,7.23,0.4,2.78,0.68,1.0,0.7,47.5,0.28,268.25,129.5,,23.38,0.0,
2023-02-28 22:00:00,2023-02-28 23:00:00,72.25,171.0,45.6,92.9,86.5,15.67,15.07,2.28,111.13,0.4,3.02,0.7,1.22,0.77,47.75,0.23,237.5,130.0,,23.1,0.0,
2023-02-28 23:00:00,2023-03-01 00:00:00,73.25,184.5,85.7,143.32,145.88,9.23,20.93,1.69,7.3,0.4,3.38,0.88,1.43,0.95,50.25,0.2,212.0,130.5,,20.5,0.0,
2023-03-01 00:00:00,2023-03-01 01:00:00,92.5,230.25,37.05,103.95,85.43,17.02,13.98,1.68,4.55,0.4,3.7,0.97,1.55,1.0,50.0,0.3,210.5,131.5,,19.57,0.0,
2023-03-01 01:00:00,2023-03-01 02:00:00,90.75,229.25,29.1,81.2,66.85,17.85,7.35,1.48,9.35,0.4,3.55,0.82,1.35,0.88,52.75,0.25,206.5,132.5,,19.25,0.0,
2023-03-01 02:00:00,2023-03-01 03:00:00,71.0,177.25,21.62,80.8,60.55,16.98,5.17,1.23,6.43,0.4,3.27,0.82,1.25,0.75,56.25,0.22,267.5,133.25,,18.92,0.0,
2023-03-01 03:00:00,2023-03-01 04:00:00,68.5,142.25,6.15,54.47,34.0,19.73,3.77,0.79,11.5,0.3,3.1,0.78,1.15,0.7,53.75,0.45,182.25,134.0,,19.1,0.0,
2023-03-01 04:00:00,2023-03-01 05:00:00,55.0,108.25,1.62,32.15,18.43,20.55,3.77,0.49,20.1,0.25,2.55,0.62,0.93,0.53,50.0,0.4,111.5,134.25,,19.03,0.0,
2023-03-01 05:00:00,2023-03-01 06:00:00,35.25,81.5,1.43,30.72,17.5,19.57,2.75,0.42,17.2,0.2,2.05,0.43,0.67,0.4,52.5,0.33,73.25,134.0,,18.62,0.0,
2023-03-01 06:00:00,2023-03-01 07:00:00,32.25,92.5,2.7,35.8,21.25,19.95,2.58,0.59,19.35,0.18,1.7,0.3,0.53,0.33,59.25,0.42,110.75,136.5,,18.52,0.0,
2023-03-01 07:00:00,2023-03-01 08:00:00,43.75,121.25,3.8,42.27,25.6,21.0,4.15,0.74,14.55,0.2,1.58,0.3,0.47,0.3,59.5,0.4,156.25,179.25,,18.77,0.0,
2023-03-01 08:00:00,2023-03-01 09:00:00,55.0,145.5,4.15,35.25,22.12,22.3,10.3,0.74,19.12,0.2,1.7,0.3,0.55,0.3,50.75,0.62,151.25,260.75,,19.9,0.0,
2023-03-01 09:00:00,2023-03-01 10:00:00,57.25,164.75,5.25,33.95,22.32,22.03,9.3,0.76,100.5,0.2,1.63,0.3,0.5,0.3,40.75,0.78,92.25,368.25,,24.75,0.0,
2023-03-01 10:00:00,2023-03-01 11:00:00,51.0,162.0,3.4,22.95,15.0,21.25,5.45,0.52,39.48,0.2,1.52,0.3,0.5,0.3,34.75,1.32,112.25,396.75,,26.8,0.0,
2023-03-01 11:00:00,2023-03-01 12:00:00,37.5,128.75,3.7,25.42,16.57,19.82,16.65,0.46,36.85,0.15,1.42,0.27,0.4,0.22,36.0,1.23,97.25,422.25,,27.52,0.0,
2023-03-01 12:00:00,2023-03-01 13:00:00,40.25,124.75,2.7,20.55,13.1,21.67,17.68,0.38,45.1,0.1,1.37,0.25,0.33,0.2,30.75,1.3,123.25,424.25,,29.27,0.0,
2023-03-01 13:00:00,2023-03-01 14:00:00,38.5,118.25,2.12,19.9,12.3,24.4,13.25,0.42,31.3,0.1,1.3,0.2,0.3,0.2,32.0,1.18,96.5,322.0,,30.65,0.0,
2023-03-01 14:00:00,2023-03-01 15:00:00,36.75,112.75,2.33,24.1,14.72,26.55,7.55,0.51,34.23,0.1,1.25,0.2,0.3,0.2,32.5,1.35,62.5,312.25,,30.7,0.0,
2023-03-01 15:00:00,2023-03-01 16:00:00,38.25,123.75,2.65,27.33,16.68,25.0,5.3,0.5,31.03,0.1,1.3,0.25,0.3,0.2,30.5,1.6,58.5,248.75,,30.92,0.0,
2023-03-01 16:00:00,2023-03-01 17:00:00,42.25,138.25,2.58,34.12,20.25,22.65,5.47,0.56,26.8,0.1,1.45,0.28,0.3,0.47,31.0,1.33,48.75,165.25,,30.9,0.0,
2023-03-01 17:00:00,2023-03-01 18:00:00,41.25,138.75,3.15,46.33,27.18,21.15,2.77,0.81,21.45,0.1,1.73,0.32,0.4,1.12,36.0,0.75,34.75,155.5,,30.4,0.0,
2023-03-01 18:00:00,2023-03-01 19:00:00,48.0,149.25,7.3,74.38,45.53,17.27,4.45,1.17,9.92,0.17,1.88,0.5,0.62,0.43,39.25,0.72,61.0,143.25,,27.85,0.0,
2023-03-01 19:00:00,2023-03-01 20:00:00,61.0,198.75,6.35,61.88,38.08,18.4,6.92,1.0,11.15,0.2,2.1,0.5,0.75,0.3,38.5,1.02,52.25,135.5,,27.3,0.0,
