From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3)
2022-11-01 22:00:00,2022-11-01 23:00:00,141.25,504.25,78.0,42.17,20.7,1.69,12.32,0.4
2022-11-01 23:00:00,2022-11-02 00:00:00,135.75,298.5,78.88,40.33,20.1,1.62,12.45,0.4
2022-11-02 00:00:00,2022-11-02 01:00:00,129.25,274.5,76.08,39.8,17.23,1.45,12.9,0.4
2022-11-02 01:00:00,2022-11-02 02:00:00,108.5,262.0,73.55,33.27,17.5,1.37,12.5,0.4
2022-11-02 02:00:00,2022-11-02 03:00:00,99.0,211.0,67.83,31.32,16.73,1.28,12.57,0.4
2022-11-02 03:00:00,2022-11-02 04:00:00,98.5,205.5,64.65,31.98,16.15,1.25,12.58,0.4
2022-11-02 04:00:00,2022-11-02 05:00:00,89.5,181.0,62.88,32.33,15.7,1.18,12.95,0.4
2022-11-02 05:00:00,2022-11-02 06:00:00,92.5,161.25,62.52,38.38,16.2,1.1,12.6,0.4
2022-11-02 06:00:00,2022-11-02 07:00:00,89.0,171.0,64.2,41.3,17.52,1.05,12.65,0.4
2022-11-02 07:00:00,2022-11-02 08:00:00,95.25,160.75,66.03,39.83,16.65,0.99,12.75,0.4
2022-11-02 08:00:00,2022-11-02 09:00:00,117.75,162.5,71.38,39.45,16.28,1.01,12.2,0.4
2022-11-02 09:00:00,2022-11-02 10:00:00,149.75,201.0,74.72,37.05,17.35,1.13,11.3,0.4
2022-11-02 10:00:00,2022-11-02 11:00:00,116.75,267.0,76.43,31.55,14.77,1.37,10.85,0.4
2022-11-02 11:00:00,2022-11-02 12:00:00,71.5,233.75,74.97,28.97,10.0,1.15,10.95,0.4
2022-11-02 12:00:00,2022-11-02 13:00:00,66.5,133.0,32.7,38.47,16.2,1.06,16.9,0.4
2022-11-02 13:00:00,2022-11-02 14:00:00,73.75,131.25,47.03,29.98,16.3,0.96,11.4,0.4
2022-11-02 14:00:00,2022-11-02 15:00:00,85.5,140.0,65.43,42.7,18.88,1.01,12.0,0.4
2022-11-02 15:00:00,2022-11-02 16:00:00,112.25,189.75,67.7,40.6,16.15,0.88,12.3,0.4
2022-11-02 16:00:00,2022-11-02 17:00:00,81.5,261.0,62.62,39.03,15.93,0.85,13.67,0.4
2022-11-02 17:00:00,2022-11-02 18:00:00,97.5,164.25,69.03,34.77,14.8,0.92,10.9,0.4
2022-11-02 18:00:00,2022-11-02 19:00:00,132.0,171.0,74.78,30.85,19.05,1.16,11.15,0.4
2022-11-02 19:00:00,2022-11-02 20:00:00,398.0,570.0,74.88,30.28,17.62,1.38,10.47,0.4
2022-11-02 20:00:00,2022-11-02 21:00:00,350.0,621.5,75.95,27.35,16.22,1.39,10.72,0.4
2022-11-02 21:00:00,2022-11-02 22:00:00,202.25,686.25,75.6,28.08,15.8,1.35,10.7,0.4
2022-11-02 22:00:00,2022-11-02 23:00:00,193.5,404.5,76.32,38.38,18.62,1.41,10.57,0.4
2022-11-02 23:00:00,2022-11-03 00:00:00,192.5,373.75,74.57,40.67,16.63,1.43,11.0,0.4
2022-11-03 00:00:00,2022-11-03 01:00:00,162.25,383.75,76.03,38.88,15.18,1.14,10.35,0.4
2022-11-03 01:00:00,2022-11-03 02:00:00,140.5,345.0,74.4,36.47,14.68,1.01,11.2,0.4
2022-11-03 02:00:00,2022-11-03 03:00:00,116.25,321.0,69.88,28.95,14.75,0.86,10.95,0.4
2022-11-03 03:00:00,2022-11-03 04:00:00,113.5,291.75,67.28,29.62,13.85,0.79,10.73,0.4
2022-11-03 04:00:00,2022-11-03 05:00:00,114.25,223.0,68.22,29.78,12.82,0.71,10.65,0.4
2022-11-03 05:00:00,2022-11-03 06:00:00,89.5,256.0,67.68,33.35,15.1,0.63,10.43,0.4
2022-11-03 06:00:00,2022-11-03 07:00:00,77.0,174.5,65.08,40.35,15.53,0.59,10.77,0.4
2022-11-03 07:00:00,2022-11-03 08:00:00,76.5,152.5,66.1,39.45,14.65,0.51,10.9,0.4
2022-11-03 08:00:00,2022-11-03 09:00:00,76.75,165.25,66.15,39.88,13.85,0.46,10.63,0.4
2022-11-03 09:00:00,2022-11-03 10:00:00,102.0,155.0,43.62,42.53,15.85,0.58,11.6,0.4
2022-11-03 10:00:00,2022-11-03 11:00:00,79.0,185.0,50.62,30.47,13.13,0.91,9.1,0.4
2022-11-03 11:00:00,2022-11-03 12:00:00,68.0,172.0,57.3,30.2,11.15,0.62,9.38,0.4
2022-11-03 12:00:00,2022-11-03 13:00:00,55.25,127.5,47.8,26.87,8.15,0.53,12.5,0.4
2022-11-03 13:00:00,2022-11-03 14:00:00,59.25,112.25,26.3,30.0,11.88,0.17,17.23,0.4
2022-11-03 14:00:00,2022-11-03 15:00:00,50.0,114.75,41.05,37.53,11.75,0.38,13.22,0.4
2022-11-03 15:00:00,2022-11-03 16:00:00,51.0,105.75,47.4,34.75,11.97,0.71,9.43,0.4
2022-11-03 16:00:00,2022-11-03 17:00:00,71.25,104.25,58.78,36.73,11.88,0.88,9.0,0.4
2022-11-03 17:00:00,2022-11-03 18:00:00,101.0,166.75,46.15,39.15,13.42,0.68,12.6,0.4
2022-11-03 18:00:00,2022-11-03 19:00:00,141.25,226.0,59.12,25.2,14.4,0.81,10.7,0.4
2022-11-03 19:00:00,2022-11-03 20:00:00,210.5,313.25,68.5,23.78,14.12,0.9,10.82,0.4
2022-11-03 20:00:00,2022-11-03 21:00:00,181.5,543.75,71.75,23.7,13.3,0.94,10.73,0.4
2022-11-03 21:00:00,2022-11-03 22:00:00,174.0,424.75,73.92,25.55,13.53,1.06,10.47,0.4
2022-11-03 22:00:00,2022-11-03 23:00:00,230.25,401.25,75.38,33.3,13.62,1.22,10.58,0.4
2022-11-03 23:00:00,2022-11-04 00:00:00,197.0,533.5,74.5,33.53,14.83,1.15,10.6,0.4
2022-11-04 00:00:00,2022-11-04 01:00:00,161.5,432.25,74.9,32.98,16.25,1.36,10.18,0.4
2022-11-04 01:00:00,2022-11-04 02:00:00,170.5,356.0,71.2,32.88,17.4,1.43,10.67,0.4
2022-11-04 02:00:00,2022-11-04 03:00:00,155.25,377.0,68.97,26.55,19.8,1.44,10.62,0.4
2022-11-04 03:00:00,2022-11-04 04:00:00,115.75,338.5,67.03,26.05,17.8,1.4,10.88,0.4
2022-11-04 04:00:00,2022-11-04 05:00:00,93.5,212.75,65.0,27.6,16.8,1.35,10.88,0.4
2022-11-04 05:00:00,2022-11-04 06:00:00,92.0,182.0,64.15,29.4,16.27,1.29,10.2,0.4
2022-11-04 06:00:00,2022-11-04 07:00:00,177.0,332.0,65.38,37.78,18.0,1.23,11.25,0.4
2022-11-04 07:00:00,2022-11-04 08:00:00,163.5,329.0,65.98,36.8,17.52,1.23,10.77,0.4
2022-11-04 08:00:00,2022-11-04 09:00:00,117.0,297.25,68.07,35.95,16.65,1.2,10.67,0.4
2022-11-04 09:00:00,2022-11-04 10:00:00,100.0,216.75,68.43,39.95,16.6,1.13,9.43,0.4
2022-11-04 10:00:00,2022-11-04 11:00:00,103.5,180.0,65.58,30.02,15.63,1.05,9.22,0.4
2022-11-04 11:00:00,2022-11-04 12:00:00,100.0,183.25,42.1,29.87,14.35,0.59,18.7,0.4
2022-11-04 12:00:00,2022-11-04 13:00:00,85.5,187.5,38.45,22.03,13.75,0.5,6.38,0.4
2022-11-04 13:00:00,2022-11-04 14:00:00,90.0,172.5,29.45,25.72,16.9,0.68,20.7,0.4
2022-11-04 14:00:00,2022-11-04 15:00:00,101.0,181.5,32.22,33.5,15.82,0.83,16.35,0.4
2022-11-04 15:00:00,2022-11-04 16:00:00,107.0,200.75,51.07,36.07,31.3,0.63,69.4,0.4
2022-11-04 16:00:00,2022-11-04 17:00:00,114.5,217.25,47.68,40.4,34.7,0.64,56.58,0.4
2022-11-04 17:00:00,2022-11-04 18:00:00,169.5,235.25,57.45,36.35,15.43,1.1,23.88,0.4
2022-11-04 18:00:00,2022-11-04 19:00:00,332.5,296.0,64.12,27.43,23.6,2.52,10.53,0.4
2022-11-04 19:00:00,2022-11-04 20:00:00,532.25,990.0,69.97,24.3,27.05,3.15,11.82,0.4
2022-11-04 20:00:00,2022-11-04 21:00:00,471.0,990.0,73.05,24.07,21.55,1.81,11.55,0.4
2022-11-04 21:00:00,2022-11-04 22:00:00,255.0,872.25,72.47,24.18,15.88,2.16,11.62,0.4
2022-11-04 22:00:00,2022-11-04 23:00:00,244.0,508.5,70.88,31.05,16.93,2.17,10.93,0.4
2022-11-04 23:00:00,2022-11-05 00:00:00,239.0,482.25,70.97,32.45,14.33,2.14,11.35,0.4
2022-11-05 00:00:00,2022-11-05 01:00:00,227.0,497.25,69.93,31.68,16.82,1.39,10.92,0.4
2022-11-05 01:00:00,2022-11-05 02:00:00,174.5,459.75,67.5,31.9,15.73,1.28,11.53,0.4
2022-11-05 02:00:00,2022-11-05 03:00:00,148.25,335.5,64.78,25.3,17.88,1.3,11.62,0.4
2022-11-05 03:00:00,2022-11-05 04:00:00,143.25,280.0,61.7,23.35,14.68,1.41,11.4,0.4
2022-11-05 04:00:00,2022-11-05 05:00:00,153.5,290.25,61.22,23.6,14.12,1.28,11.2,0.4
2022-11-05 05:00:00,2022-11-05 06:00:00,122.0,299.5,58.55,25.97,14.43,1.12,11.03,0.4
2022-11-05 06:00:00,2022-11-05 07:00:00,102.5,224.75,60.72,32.65,15.65,0.91,11.58,0.4
2022-11-05 07:00:00,2022-11-05 08:00:00,98.0,194.0,61.9,33.45,14.0,1.08,12.0,0.4
2022-11-05 08:00:00,2022-11-05 09:00:00,121.0,305.0,64.05,33.27,15.05,0.8,20.7,0.4
2022-11-05 09:00:00,2022-11-05 10:00:00,132.0,288.75,68.78,35.15,19.72,1.05,25.23,0.4
2022-11-05 10:00:00,2022-11-05 11:00:00,155.25,254.75,69.78,30.73,22.5,1.13,51.85,0.4
2022-11-05 11:00:00,2022-11-05 12:00:00,125.5,299.0,68.43,26.9,32.8,0.69,64.7,0.4
2022-11-05 12:00:00,2022-11-05 13:00:00,124.0,299.0,,,54.5,0.71,73.4,0.4
2022-11-05 13:00:00,2022-11-05 14:00:00,,,,,,,,
2022-11-05 14:00:00,2022-11-05 15:00:00,,,,,,,,
2022-11-05 15:00:00,2022-11-05 16:00:00,111.0,,,,37.47,0.62,76.17,0.4
2022-11-05 16:00:00,2022-11-05 17:00:00,114.5,204.0,33.25,32.0,40.93,0.55,56.37,0.4
2022-11-05 17:00:00,2022-11-05 18:00:00,126.0,214.5,36.85,38.5,39.02,0.59,43.23,0.4
2022-11-05 18:00:00,2022-11-05 19:00:00,129.0,246.0,46.35,35.17,42.02,1.51,19.27,0.4
2022-11-05 19:00:00,2022-11-05 20:00:00,,,77.6,36.55,42.75,1.46,13.35,0.4
2022-11-05 20:00:00,2022-11-05 21:00:00,277.75,602.5,58.15,29.95,42.18,1.8,13.25,0.4
2022-11-05 21:00:00,2022-11-05 22:00:00,230.75,554.5,68.25,22.82,37.73,1.59,12.93,0.4
2022-11-05 22:00:00,2022-11-05 23:00:00,215.0,482.75,72.25,21.57,35.42,1.81,13.15,0.4
2022-11-05 23:00:00,2022-11-06 00:00:00,225.5,513.5,74.7,21.27,36.23,1.92,13.43,0.4
2022-11-06 00:00:00,2022-11-06 01:00:00,193.0,530.0,75.1,23.57,17.68,1.32,13.25,0.4
2022-11-06 01:00:00,2022-11-06 02:00:00,160.5,431.0,73.18,26.7,12.6,1.24,12.93,0.4
2022-11-06 02:00:00,2022-11-06 03:00:00,151.5,395.75,70.1,26.8,11.4,1.33,12.7,0.4
2022-11-06 03:00:00,2022-11-06 04:00:00,145.0,280.25,67.88,25.62,10.12,1.45,12.78,0.4
2022-11-06 04:00:00,2022-11-06 05:00:00,133.25,248.25,65.27,24.07,9.1,1.25,13.47,0.4
2022-11-06 05:00:00,2022-11-06 06:00:00,112.0,228.5,60.85,20.88,9.97,1.14,13.8,0.4
2022-11-06 06:00:00,2022-11-06 07:00:00,99.75,189.75,57.8,20.42,11.15,1.13,13.52,0.4
2022-11-06 07:00:00,2022-11-06 08:00:00,105.25,177.25,57.22,21.48,12.7,1.21,14.6,0.4
2022-11-06 08:00:00,2022-11-06 09:00:00,134.25,193.25,61.92,23.35,17.62,1.45,15.9,0.4
2022-11-06 09:00:00,2022-11-06 10:00:00,175.75,239.0,68.97,29.57,26.2,1.66,29.9,0.4
2022-11-06 10:00:00,2022-11-06 11:00:00,198.75,272.5,76.2,29.88,45.97,1.72,38.18,0.4
2022-11-06 11:00:00,2022-11-06 12:00:00,164.5,361.25,79.6,28.67,59.05,1.3,58.17,0.4
2022-11-06 12:00:00,2022-11-06 13:00:00,146.0,311.75,87.9,23.3,38.12,1.27,77.12,0.4
2022-11-06 13:00:00,2022-11-06 14:00:00,142.0,275.25,89.4,17.32,37.88,1.17,87.67,0.4
2022-11-06 14:00:00,2022-11-06 15:00:00,120.75,277.0,86.12,18.88,39.42,1.17,92.83,0.4
2022-11-06 15:00:00,2022-11-06 16:00:00,119.0,227.0,80.5,18.25,35.1,1.21,95.42,0.4
2022-11-06 16:00:00,2022-11-06 17:00:00,115.5,224.25,78.1,19.7,23.9,1.24,56.33,0.4
2022-11-06 17:00:00,2022-11-06 18:00:00,114.0,207.0,80.12,24.25,19.0,1.86,30.6,0.4
2022-11-06 18:00:00,2022-11-06 19:00:00,397.0,460.0,82.65,26.68,17.25,2.48,14.02,0.4
2022-11-06 19:00:00,2022-11-06 20:00:00,348.0,524.75,84.6,27.35,16.58,2.05,15.82,0.4
2022-11-06 20:00:00,2022-11-06 21:00:00,181.75,639.25,85.5,26.7,13.72,1.55,30.35,0.4
2022-11-06 21:00:00,2022-11-06 22:00:00,116.5,357.25,82.45,22.05,14.53,1.38,36.88,0.4
2022-11-06 22:00:00,2022-11-06 23:00:00,94.75,224.5,79.1,20.23,12.72,1.49,30.23,0.4
2022-11-06 23:00:00,2022-11-07 00:00:00,98.25,202.75,75.4,19.52,13.67,1.56,19.3,0.4
2022-11-07 00:00:00,2022-11-07 01:00:00,99.0,186.75,72.97,20.6,14.57,0.76,16.52,0.4
2022-11-07 01:00:00,2022-11-07 02:00:00,92.25,213.0,68.55,25.62,13.88,0.89,13.85,0.4
2022-11-07 02:00:00,2022-11-07 03:00:00,99.75,205.75,67.6,27.0,9.12,0.91,13.23,0.4
2022-11-07 03:00:00,2022-11-07 04:00:00,97.5,194.0,68.08,26.4,7.55,0.88,13.2,0.4
2022-11-07 04:00:00,2022-11-07 05:00:00,81.25,207.25,64.82,26.03,7.55,0.83,13.25,0.4
2022-11-07 05:00:00,2022-11-07 06:00:00,71.25,154.25,46.6,22.15,7.1,0.67,13.4,0.4
2022-11-07 06:00:00,2022-11-07 07:00:00,69.5,143.5,11.07,19.6,16.12,0.62,12.8,0.4
2022-11-07 07:00:00,2022-11-07 08:00:00,88.25,142.5,24.08,21.25,14.47,0.77,14.15,0.4
2022-11-07 08:00:00,2022-11-07 09:00:00,118.5,172.5,42.97,21.85,15.07,1.05,14.47,0.4
2022-11-07 09:00:00,2022-11-07 10:00:00,139.5,204.0,59.55,26.38,22.9,1.23,12.8,0.4
2022-11-07 10:00:00,2022-11-07 11:00:00,152.0,222.0,68.3,29.38,43.9,1.51,17.45,0.4
2022-11-07 11:00:00,2022-11-07 12:00:00,135.25,278.75,66.57,34.33,82.4,0.86,47.5,0.4
2022-11-07 12:00:00,2022-11-07 13:00:00,91.0,259.75,62.15,33.27,75.4,0.69,67.42,0.4
2022-11-07 13:00:00,2022-11-07 14:00:00,83.0,172.25,60.58,24.23,70.3,0.71,66.93,0.4
2022-11-07 14:00:00,2022-11-07 15:00:00,84.75,154.5,63.75,20.93,42.05,0.68,74.8,0.4
2022-11-07 15:00:00,2022-11-07 16:00:00,75.0,154.75,62.7,19.52,21.12,0.64,79.22,0.4
2022-11-07 16:00:00,2022-11-07 17:00:00,59.75,148.25,49.88,21.32,29.73,0.68,71.3,0.4
2022-11-07 17:00:00,2022-11-07 18:00:00,68.0,113.0,58.58,24.78,30.35,1.03,43.45,0.4
2022-11-07 18:00:00,2022-11-07 19:00:00,245.0,276.0,70.2,27.82,32.0,1.59,12.65,0.4
2022-11-07 19:00:00,2022-11-07 20:00:00,242.0,335.75,75.72,28.18,29.25,1.61,11.53,0.4
2022-11-07 20:00:00,2022-11-07 21:00:00,210.25,526.0,77.75,27.7,27.05,1.44,11.5,0.4
2022-11-07 21:00:00,2022-11-07 22:00:00,152.5,505.0,75.95,22.18,28.2,1.91,10.83,0.4
2022-11-07 22:00:00,2022-11-07 23:00:00,179.0,370.0,75.35,20.65,30.98,1.84,11.15,0.4
2022-11-07 23:00:00,2022-11-08 00:00:00,158.75,435.0,73.55,21.7,30.43,1.76,10.9,0.4
2022-11-08 00:00:00,2022-11-08 01:00:00,135.0,364.75,73.5,22.5,27.68,1.0,10.8,0.4
2022-11-08 01:00:00,2022-11-08 02:00:00,110.0,298.0,73.53,27.85,23.48,0.87,11.15,0.4
2022-11-08 02:00:00,2022-11-08 03:00:00,103.75,277.75,70.67,29.77,21.1,0.78,12.0,0.4
2022-11-08 03:00:00,2022-11-08 04:00:00,93.0,207.75,68.1,29.12,19.52,0.75,12.08,0.4
2022-11-08 04:00:00,2022-11-08 05:00:00,97.5,179.75,67.05,28.62,18.88,1.21,11.22,0.4
2022-11-08 05:00:00,2022-11-08 06:00:00,118.5,217.25,66.62,24.05,20.05,1.23,11.02,0.4
2022-11-08 06:00:00,2022-11-08 07:00:00,119.5,315.5,63.98,23.45,20.18,1.29,10.53,0.4
2022-11-08 07:00:00,2022-11-08 08:00:00,133.25,263.5,63.37,23.9,21.48,1.12,12.4,0.4
2022-11-08 08:00:00,2022-11-08 09:00:00,126.25,247.5,65.83,24.55,25.08,1.14,16.77,0.4
2022-11-08 09:00:00,2022-11-08 10:00:00,139.5,222.0,73.42,29.42,36.02,1.28,26.37,0.4
2022-11-08 10:00:00,2022-11-08 11:00:00,157.25,247.0,78.85,30.8,44.13,1.45,43.33,0.4
2022-11-08 11:00:00,2022-11-08 12:00:00,112.5,301.0,81.93,29.33,48.2,0.93,65.62,0.4
2022-11-08 12:00:00,2022-11-08 13:00:00,74.25,220.5,83.05,24.63,56.58,0.91,66.83,0.4
2022-11-08 13:00:00,2022-11-08 14:00:00,81.75,162.0,84.25,18.65,103.35,0.94,46.4,0.4
2022-11-08 14:00:00,2022-11-08 15:00:00,101.0,165.25,84.7,18.0,73.58,0.86,68.67,0.4
2022-11-08 15:00:00,2022-11-08 16:00:00,68.5,209.75,83.2,18.25,46.0,0.83,76.73,0.4
2022-11-08 16:00:00,2022-11-08 17:00:00,64.25,143.5,82.85,18.75,39.95,0.87,57.53,0.4
2022-11-08 17:00:00,2022-11-08 18:00:00,74.0,118.0,81.88,23.5,33.4,1.24,29.05,0.4
2022-11-08 18:00:00,2022-11-08 19:00:00,,,82.4,26.38,30.85,2.03,15.07,0.4
2022-11-08 19:00:00,2022-11-08 20:00:00,319.0,731.0,79.85,27.77,36.2,2.18,11.1,0.4
2022-11-08 20:00:00,2022-11-08 21:00:00,285.25,697.75,79.9,28.35,37.08,1.69,10.95,0.4
2022-11-08 21:00:00,2022-11-08 22:00:00,184.5,552.25,76.0,24.1,30.0,2.05,11.07,0.4
2022-11-08 22:00:00,2022-11-08 23:00:00,177.0,416.25,72.4,21.9,27.52,1.77,10.65,0.4
2022-11-08 23:00:00,2022-11-09 00:00:00,146.25,396.5,69.35,22.93,26.33,1.65,10.88,0.4
2022-11-09 00:00:00,2022-11-09 01:00:00,139.5,320.0,67.6,23.45,28.43,1.17,10.85,0.4
2022-11-09 01:00:00,2022-11-09 02:00:00,153.0,302.0,66.38,26.95,27.68,1.17,10.38,0.4
2022-11-09 02:00:00,2022-11-09 03:00:00,147.0,316.25,67.65,28.75,26.7,1.1,10.3,0.4
2022-11-09 03:00:00,2022-11-09 04:00:00,124.0,336.5,67.6,28.22,25.15,1.02,10.65,0.4
2022-11-09 04:00:00,2022-11-09 05:00:00,103.75,253.0,64.32,28.05,25.23,0.79,10.77,0.4
2022-11-09 05:00:00,2022-11-09 06:00:00,86.5,191.0,62.23,24.17,28.2,0.68,11.45,0.4
2022-11-09 06:00:00,2022-11-09 07:00:00,83.5,149.0,60.3,23.1,29.02,0.72,10.7,0.4
2022-11-09 07:00:00,2022-11-09 08:00:00,89.0,155.25,59.25,23.23,32.3,0.67,12.38,0.4
2022-11-09 08:00:00,2022-11-09 09:00:00,95.5,175.25,61.77,24.1,46.98,0.62,15.47,0.4
2022-11-09 09:00:00,2022-11-09 10:00:00,106.0,179.0,66.22,26.67,66.42,0.54,32.4,0.4
2022-11-09 10:00:00,2022-11-09 11:00:00,102.0,178.75,73.62,29.73,53.13,0.82,50.33,0.4
2022-11-09 11:00:00,2022-11-09 12:00:00,81.75,173.0,75.93,28.97,41.55,0.44,65.1,0.4
2022-11-09 12:00:00,2022-11-09 13:00:00,57.5,141.0,76.55,23.63,57.23,0.4,67.03,0.4
2022-11-09 13:00:00,2022-11-09 14:00:00,59.25,95.25,79.55,19.57,77.83,0.41,61.58,0.4
2022-11-09 14:00:00,2022-11-09 15:00:00,64.25,113.5,80.18,17.02,136.2,0.34,39.73,0.4
2022-11-09 15:00:00,2022-11-09 16:00:00,80.75,127.25,79.67,17.85,178.3,0.39,19.98,0.4
2022-11-09 16:00:00,2022-11-09 17:00:00,93.75,158.0,81.5,18.55,94.97,0.5,33.52,0.4
2022-11-09 17:00:00,2022-11-09 18:00:00,102.25,194.0,83.1,23.07,69.53,0.78,23.0,0.4
2022-11-09 18:00:00,2022-11-09 19:00:00,112.0,194.0,83.25,27.02,64.58,1.99,11.67,0.4
2022-11-09 19:00:00,2022-11-09 20:00:00,307.0,840.0,82.2,28.1,89.45,1.65,11.1,0.4
2022-11-09 20:00:00,2022-11-09 21:00:00,297.25,810.5,80.62,28.27,76.1,1.58,10.88,0.4
2022-11-09 21:00:00,2022-11-09 22:00:00,251.75,708.0,77.93,24.1,61.42,1.65,10.7,0.4
2022-11-09 22:00:00,2022-11-09 23:00:00,201.5,623.25,71.85,21.98,54.12,1.6,10.5,0.4
2022-11-09 23:00:00,2022-11-10 00:00:00,195.75,491.5,70.75,21.82,46.6,1.76,10.8,0.4
2022-11-10 00:00:00,2022-11-10 01:00:00,182.0,475.5,70.35,23.35,38.23,1.42,10.75,0.4
2022-11-10 01:00:00,2022-11-10 02:00:00,144.75,459.0,68.58,26.25,32.62,1.17,11.0,0.4
2022-11-10 02:00:00,2022-11-10 03:00:00,121.75,408.25,66.35,28.35,29.9,1.13,10.57,0.4
2022-11-10 03:00:00,2022-11-10 04:00:00,115.75,250.75,63.6,29.02,27.73,1.02,10.72,0.4
2022-11-10 04:00:00,2022-11-10 05:00:00,106.75,230.25,61.78,28.42,26.68,0.94,10.88,0.4
2022-11-10 05:00:00,2022-11-10 06:00:00,97.75,206.5,59.95,25.07,28.82,0.9,10.75,0.4
2022-11-10 06:00:00,2022-11-10 07:00:00,95.75,176.75,57.08,23.55,28.2,0.86,10.82,0.4
2022-11-10 07:00:00,2022-11-10 08:00:00,124.0,181.25,55.9,23.1,33.2,0.92,11.5,0.4
2022-11-10 08:00:00,2022-11-10 09:00:00,160.0,224.5,59.7,23.62,43.98,0.77,15.3,0.4
2022-11-10 09:00:00,2022-11-10 10:00:00,142.75,280.0,63.52,26.3,51.58,0.8,27.97,0.4
2022-11-10 10:00:00,2022-11-10 11:00:00,133.25,277.25,69.7,30.02,52.1,0.89,46.42,0.4
2022-11-10 11:00:00,2022-11-10 12:00:00,88.5,247.5,75.7,28.8,80.6,0.44,56.85,0.4
2022-11-10 12:00:00,2022-11-10 13:00:00,61.25,166.5,76.3,22.53,108.25,0.41,45.47,0.4
2022-11-10 13:00:00,2022-11-10 14:00:00,63.5,118.75,77.62,20.35,86.62,0.4,55.78,0.4
2022-11-10 14:00:00,2022-11-10 15:00:00,62.75,122.5,80.43,17.07,96.3,0.38,55.83,0.4
2022-11-10 15:00:00,2022-11-10 16:00:00,75.25,126.0,83.97,17.93,99.0,0.44,53.2,0.4
2022-11-10 16:00:00,2022-11-10 17:00:00,80.75,155.75,84.88,18.85,79.22,0.51,44.38,0.4
2022-11-10 17:00:00,2022-11-10 18:00:00,86.0,173.0,83.4,23.95,48.72,1.08,29.98,0.4
2022-11-10 18:00:00,2022-11-10 19:00:00,273.0,379.0,82.95,27.8,43.2,1.38,11.28,0.4
2022-11-10 19:00:00,2022-11-10 20:00:00,268.25,427.25,82.0,28.2,38.02,1.25,11.05,0.4
2022-11-10 20:00:00,2022-11-10 21:00:00,242.75,574.0,79.05,28.15,39.88,1.56,10.15,0.4
2022-11-10 21:00:00,2022-11-10 22:00:00,205.25,554.0,75.67,25.12,41.08,1.31,11.15,0.4
2022-11-10 22:00:00,2022-11-10 23:00:00,187.75,475.25,70.88,22.88,38.08,1.15,10.28,0.4
2022-11-10 23:00:00,2022-11-11 00:00:00,161.5,451.5,68.68,22.93,35.7,0.96,11.2,0.4
2022-11-11 00:00:00,2022-11-11 01:00:00,137.5,371.75,66.7,23.73,28.0,1.2,11.35,0.4
2022-11-11 01:00:00,2022-11-11 02:00:00,127.25,326.0,65.0,26.9,25.23,1.0,10.62,0.4
2022-11-11 02:00:00,2022-11-11 03:00:00,108.0,298.25,62.13,29.45,24.77,0.86,10.65,0.4
2022-11-11 03:00:00,2022-11-11 04:00:00,100.25,209.5,61.12,29.33,23.57,0.77,10.55,0.4
2022-11-11 04:00:00,2022-11-11 05:00:00,92.0,185.5,59.25,29.02,22.62,0.75,11.0,0.4
2022-11-11 05:00:00,2022-11-11 06:00:00,93.75,164.0,58.12,25.05,20.8,1.15,10.45,0.4
2022-11-11 06:00:00,2022-11-11 07:00:00,146.75,201.25,58.42,23.58,23.9,1.43,10.38,0.4
2022-11-11 07:00:00,2022-11-11 08:00:00,192.0,333.0,58.02,24.32,24.32,0.8,11.82,0.4
2022-11-11 08:00:00,2022-11-11 09:00:00,138.5,380.25,61.35,24.05,32.08,0.8,13.8,0.4
2022-11-11 09:00:00,2022-11-11 10:00:00,140.0,261.0,61.03,28.73,40.75,1.0,22.0,0.4
2022-11-11 10:00:00,2022-11-11 11:00:00,159.0,270.5,68.8,34.42,41.3,1.08,41.8,0.4
2022-11-11 11:00:00,2022-11-11 12:00:00,135.0,299.0,73.45,36.8,,0.91,63.1,0.4
2022-11-11 12:00:00,2022-11-11 13:00:00,,,,,,,,
2022-11-11 13:00:00,2022-11-11 14:00:00,,,,,,,,
2022-11-11 14:00:00,2022-11-11 15:00:00,,,,,,,,
2022-11-11 15:00:00,2022-11-11 16:00:00,,,,,,,,
2022-11-11 16:00:00,2022-11-11 17:00:00,,,,,,,,
2022-11-11 17:00:00,2022-11-11 18:00:00,,,,,,,,
2022-11-11 18:00:00,2022-11-11 19:00:00,,,,,,,,
2022-11-11 19:00:00,2022-11-11 20:00:00,,,,,41.8,1.61,20.5,0.4
2022-11-11 20:00:00,2022-11-11 21:00:00,208.5,350.0,40.75,37.83,41.97,1.36,16.9,0.4
2022-11-11 21:00:00,2022-11-11 22:00:00,187.0,352.5,49.92,31.05,38.17,0.94,23.72,0.4
2022-11-11 22:00:00,2022-11-11 23:00:00,145.75,331.25,61.15,29.52,35.92,1.02,13.78,0.4
2022-11-11 23:00:00,2022-11-12 00:00:00,149.25,249.5,63.2,28.1,33.6,1.19,15.32,0.4
2022-11-12 00:00:00,2022-11-12 01:00:00,150.25,259.75,62.6,28.93,18.55,0.96,15.9,0.4
2022-11-12 01:00:00,2022-11-12 02:00:00,139.25,237.5,61.9,33.17,15.4,0.86,16.1,0.4
