From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppm),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2022-09-10 10:00:00,2022-09-10 11:00:00,9.14,26.0,2.61,1.48,4.89,,37.54,0.2,24.03,0.0,59.61,2.78,58.91,0.0,748.65,34.51,0.0
2022-09-10 11:00:00,2022-09-10 12:00:00,16.64,26.8,2.54,1.5,4.81,,37.26,0.2,28.67,0.0,58.38,2.27,69.94,0.0,748.21,35.75,0.0
2022-09-10 12:00:00,2022-09-10 13:00:00,15.23,24.8,2.6,1.41,4.82,,37.29,0.21,29.79,0.0,56.56,2.36,63.54,0.0,747.38,36.77,0.0
2022-09-10 13:00:00,2022-09-10 14:00:00,24.41,24.8,2.54,1.33,4.66,,36.85,0.22,32.09,0.0,56.22,2.5,54.24,0.0,746.24,37.09,0.0
2022-09-10 14:00:00,2022-09-10 15:00:00,15.39,28.9,2.57,1.42,4.75,,37.27,0.22,33.52,0.0,55.36,2.21,63.1,0.0,745.4,37.09,0.0
2022-09-10 15:00:00,2022-09-10 16:00:00,20.87,23.4,2.58,1.53,4.86,,36.72,0.22,31.7,0.0,53.77,1.89,55.18,0.0,744.97,37.38,0.0
2022-09-10 16:00:00,2022-09-10 17:00:00,14.83,23.6,2.61,1.44,4.81,,37.59,0.21,31.38,0.0,55.03,1.77,64.23,0.0,744.72,36.84,0.0
2022-09-10 17:00:00,2022-09-10 18:00:00,7.65,22.8,2.61,1.33,4.71,,36.74,0.21,28.47,0.0,60.27,1.1,66.53,0.0,744.55,35.5,0.0
2022-09-10 18:00:00,2022-09-10 19:00:00,10.04,35.6,2.53,1.41,4.69,,37.22,0.2,22.38,0.0,68.18,0.88,58.72,0.0,744.67,33.26,0.0
2022-09-10 19:00:00,2022-09-10 20:00:00,5.89,25.2,2.53,1.53,4.81,,37.27,0.21,19.96,0.0,70.0,1.3,70.4,0.0,745.66,32.46,0.0
2022-09-10 20:00:00,2022-09-10 21:00:00,24.8,39.3,2.51,1.49,4.74,0.02,37.82,0.26,17.32,0.0,71.88,0.76,108.09,0.0,746.31,32.06,0.0
2022-09-10 21:00:00,2022-09-10 22:00:00,42.43,59.3,2.51,1.45,4.71,,37.04,0.3,14.89,0.0,76.55,0.59,77.59,0.0,746.52,31.03,0.0
2022-09-10 22:00:00,2022-09-10 23:00:00,33.4,45.8,2.68,1.34,4.83,,37.33,0.32,11.1,0.0,77.89,0.85,50.79,0.0,746.71,30.64,0.0
2022-09-10 23:00:00,2022-09-11 00:00:00,35.65,50.8,2.62,1.53,4.93,,37.39,0.34,13.33,0.0,75.31,1.51,43.55,0.0,746.62,30.63,0.0
2022-09-11 00:00:00,2022-09-11 01:00:00,34.13,51.0,2.64,1.49,4.93,,37.59,0.35,11.0,0.0,76.19,1.62,60.02,0.0,746.53,30.4,0.0
2022-09-11 01:00:00,2022-09-11 02:00:00,45.07,59.0,2.58,1.37,4.73,,37.42,0.37,8.24,0.0,78.56,1.53,53.88,0.0,746.2,29.97,0.0
2022-09-11 02:00:00,2022-09-11 03:00:00,49.7,69.8,2.53,1.57,4.84,,37.27,0.39,9.49,0.0,78.93,1.15,43.52,0.0,746.09,29.73,0.0
2022-09-11 03:00:00,2022-09-11 04:00:00,45.59,75.8,2.58,1.6,4.92,,37.27,0.39,10.38,0.0,78.64,1.79,51.3,0.0,745.87,29.53,0.0
2022-09-11 04:00:00,2022-09-11 05:00:00,38.45,49.9,2.5,1.65,4.87,,37.38,0.38,10.47,0.0,79.13,1.83,50.4,0.0,745.82,29.35,0.0
2022-09-11 05:00:00,2022-09-11 06:00:00,35.56,45.7,2.64,1.5,4.95,,37.25,0.37,10.11,0.0,80.43,1.43,51.83,0.0,746.01,29.23,0.0
2022-09-11 06:00:00,2022-09-11 07:00:00,35.01,44.4,2.57,1.42,4.77,,37.67,0.35,10.12,0.0,78.89,1.6,51.01,0.0,746.18,29.88,0.0
2022-09-11 07:00:00,2022-09-11 08:00:00,25.99,39.7,2.66,1.35,4.81,,37.66,0.34,14.34,0.0,74.31,2.45,67.67,0.0,746.52,31.18,0.0
2022-09-11 08:00:00,2022-09-11 09:00:00,29.4,40.5,2.59,1.46,4.82,,37.7,0.32,22.14,0.0,68.33,2.85,62.94,0.0,746.8,32.95,0.0
2022-09-11 09:00:00,2022-09-11 10:00:00,25.19,33.9,2.58,1.43,4.8,,37.89,0.31,27.15,0.0,66.01,2.69,68.34,0.0,747.02,33.85,0.0
2022-09-11 10:00:00,2022-09-11 11:00:00,21.09,35.1,2.45,1.38,4.54,,37.52,0.29,33.5,0.0,62.67,3.03,66.61,0.0,746.71,34.88,0.0
2022-09-11 11:00:00,2022-09-11 12:00:00,23.84,34.9,2.63,1.43,4.86,,37.05,0.28,36.15,0.0,60.82,3.0,86.11,0.0,746.16,35.24,0.01
2022-09-11 12:00:00,2022-09-11 13:00:00,17.44,33.3,2.64,1.48,4.91,,36.95,0.26,34.91,0.0,59.96,3.08,76.85,0.0,745.52,35.48,0.0
2022-09-11 13:00:00,2022-09-11 14:00:00,23.47,37.0,2.6,1.35,4.72,,36.7,0.24,36.22,0.0,58.59,2.69,84.79,0.0,744.61,36.19,0.0
2022-09-11 14:00:00,2022-09-11 15:00:00,22.23,38.0,2.53,1.65,4.9,,36.79,0.23,31.02,0.0,66.0,2.38,65.44,0.0,743.88,34.42,0.0
2022-09-11 15:00:00,2022-09-11 16:00:00,12.51,24.6,2.52,1.49,4.74,,36.55,0.22,27.39,0.0,69.88,1.31,71.03,0.0,743.39,33.22,0.0
2022-09-11 16:00:00,2022-09-11 17:00:00,18.16,26.5,2.48,1.63,4.83,,36.62,0.21,25.52,0.0,69.31,2.36,70.42,0.0,743.41,32.5,0.03
2022-09-11 17:00:00,2022-09-11 18:00:00,12.33,26.3,2.57,1.44,4.75,,36.51,0.2,21.26,0.0,82.48,0.99,64.21,0.0,743.06,28.82,0.0
2022-09-11 18:00:00,2022-09-11 19:00:00,9.17,20.3,2.62,1.43,4.85,,36.99,0.19,15.83,0.0,83.32,1.48,72.5,0.0,743.52,29.22,0.0
2022-09-11 19:00:00,2022-09-11 20:00:00,12.43,18.4,2.56,1.69,4.98,,36.91,0.19,16.19,0.0,81.53,1.43,52.98,0.0,744.28,29.05,0.0
2022-09-11 20:00:00,2022-09-11 21:00:00,15.54,20.1,2.58,1.59,4.92,,37.03,0.19,16.43,0.0,81.33,1.46,62.1,0.0,744.88,28.69,0.0
2022-09-11 21:00:00,2022-09-11 22:00:00,18.73,21.1,2.59,1.4,4.75,,37.43,0.19,15.53,0.0,81.71,1.36,53.54,0.0,745.24,28.69,0.0
2022-09-11 22:00:00,2022-09-11 23:00:00,16.65,24.1,2.58,1.69,5.02,,37.33,0.19,15.96,0.0,80.7,1.72,57.68,0.0,745.32,28.86,0.0
2022-09-11 23:00:00,2022-09-12 00:00:00,18.5,23.3,2.5,1.43,4.67,,37.86,0.2,16.33,0.0,79.94,1.86,58.02,0.0,745.34,29.2,0.0
2022-09-12 00:00:00,2022-09-12 01:00:00,24.87,30.2,2.59,1.42,4.78,,37.5,0.21,14.06,0.0,81.26,1.68,55.42,0.0,745.12,29.07,0.0
2022-09-12 01:00:00,2022-09-12 02:00:00,21.18,32.6,2.5,1.39,4.63,,37.45,0.21,14.26,0.0,81.7,1.83,49.27,0.0,745.1,29.04,0.0
2022-09-12 02:00:00,2022-09-12 03:00:00,12.0,31.3,2.59,1.47,4.83,,37.7,0.21,12.22,0.0,82.62,2.0,54.48,0.0,744.52,28.88,0.0
2022-09-12 03:00:00,2022-09-12 04:00:00,23.65,25.5,2.61,1.48,4.86,,37.58,0.21,12.1,0.0,82.49,2.12,59.58,0.0,743.91,28.92,0.0
2022-09-12 04:00:00,2022-09-12 05:00:00,29.87,32.9,2.5,1.37,4.61,,37.39,0.21,13.27,0.0,81.57,2.11,68.3,0.0,743.84,28.83,0.0
2022-09-12 05:00:00,2022-09-12 06:00:00,20.1,22.0,2.66,1.52,4.95,,37.38,0.19,13.01,0.0,80.92,2.45,64.6,0.0,744.02,28.6,0.0
2022-09-12 06:00:00,2022-09-12 07:00:00,10.21,21.3,2.52,1.53,4.77,,37.61,0.18,11.88,0.0,78.09,2.51,61.5,0.0,744.25,29.32,0.0
2022-09-12 07:00:00,2022-09-12 08:00:00,10.59,17.3,2.5,1.51,4.73,,37.58,0.17,12.76,0.0,73.65,2.98,72.99,0.0,744.58,30.5,0.0
2022-09-12 08:00:00,2022-09-12 09:00:00,8.05,15.7,2.45,1.6,4.75,,37.4,0.16,14.47,0.0,73.45,3.19,72.57,0.0,745.0,30.62,0.01
2022-09-12 09:00:00,2022-09-12 10:00:00,12.99,20.3,2.52,1.54,4.79,,37.34,0.15,15.22,0.0,71.66,2.77,75.67,0.0,745.34,31.15,0.0
2022-09-12 10:00:00,2022-09-12 11:00:00,9.77,17.7,2.47,1.39,4.58,,37.34,0.14,17.83,0.0,66.85,3.42,78.21,0.0,745.26,32.5,0.01
2022-09-12 11:00:00,2022-09-12 12:00:00,8.43,18.1,2.46,1.51,4.7,,36.89,0.13,20.04,0.0,63.01,3.46,78.47,0.0,744.77,33.54,0.01
2022-09-12 12:00:00,2022-09-12 13:00:00,12.8,21.1,2.49,1.36,4.57,,36.57,0.13,20.41,0.0,60.8,4.02,81.33,0.0,744.09,34.37,0.02
2022-09-12 13:00:00,2022-09-12 14:00:00,8.39,18.9,2.58,1.46,4.83,,36.1,0.12,21.12,0.0,59.31,3.86,76.02,0.0,743.25,34.62,0.02
2022-09-12 14:00:00,2022-09-12 15:00:00,3.01,15.8,2.59,1.47,4.82,,36.09,0.11,22.72,0.0,59.0,4.09,75.85,0.0,742.3,34.8,0.02
2022-09-12 15:00:00,2022-09-12 16:00:00,3.0,17.5,2.52,1.52,4.74,,36.22,0.11,23.74,0.0,62.61,3.64,70.45,0.0,742.2,33.96,0.01
2022-09-12 16:00:00,2022-09-12 17:00:00,6.83,17.0,2.56,1.43,4.74,,36.43,0.12,20.33,0.0,81.15,2.74,93.22,0.0,742.66,28.09,0.01
2022-09-12 17:00:00,2022-09-12 18:00:00,8.27,32.9,2.5,1.44,4.68,,36.56,0.11,19.0,0.0,80.58,2.21,64.79,0.0,742.72,28.38,0.0
2022-09-12 18:00:00,2022-09-12 19:00:00,7.71,22.2,2.58,1.44,4.77,,37.05,0.1,17.12,0.0,77.3,2.46,65.4,0.0,743.29,29.25,0.0
2022-09-12 19:00:00,2022-09-12 20:00:00,8.78,12.8,2.5,1.55,4.78,,36.88,0.1,17.07,0.0,75.78,3.21,62.88,0.0,744.04,29.56,0.01
2022-09-12 20:00:00,2022-09-12 21:00:00,17.51,17.6,2.58,1.4,4.75,,37.05,0.11,16.45,0.0,74.97,3.54,65.75,0.0,744.91,29.74,0.0
2022-09-12 21:00:00,2022-09-12 22:00:00,10.19,17.9,2.54,1.56,4.85,,36.97,0.11,15.89,0.0,73.77,4.1,71.04,0.0,745.47,29.68,0.01
2022-09-12 22:00:00,2022-09-12 23:00:00,6.67,11.7,2.59,1.46,4.81,,36.94,0.1,15.48,0.0,74.27,3.16,66.25,0.0,745.51,29.47,0.01
2022-09-12 23:00:00,2022-09-13 00:00:00,3.56,9.7,2.46,1.5,4.67,,37.05,0.1,13.97,0.0,77.47,2.76,63.95,0.0,745.47,29.12,0.0
2022-09-13 00:00:00,2022-09-13 01:00:00,5.07,9.3,2.56,1.65,4.92,,37.24,0.1,13.61,0.0,80.96,2.77,66.47,0.0,745.16,28.38,0.0
2022-09-13 01:00:00,2022-09-13 02:00:00,7.94,11.8,2.45,1.6,4.76,,37.39,0.1,13.24,0.0,84.62,2.5,65.7,0.0,744.84,27.47,0.0
2022-09-13 02:00:00,2022-09-13 03:00:00,8.6,10.0,2.42,1.58,4.69,,37.15,0.1,12.62,0.0,86.11,2.44,58.77,0.0,744.56,27.23,0.0
2022-09-13 03:00:00,2022-09-13 04:00:00,5.08,11.1,2.58,1.34,4.7,,37.45,0.11,12.2,0.0,84.5,2.56,62.5,0.0,744.39,27.5,0.0
2022-09-13 04:00:00,2022-09-13 05:00:00,9.6,11.2,2.58,1.62,4.94,,37.52,0.11,11.64,0.0,83.65,2.71,59.91,0.0,744.46,27.62,0.0
2022-09-13 05:00:00,2022-09-13 06:00:00,8.13,12.5,2.46,1.56,4.76,,37.57,0.11,12.78,0.0,82.07,2.83,63.5,0.0,744.66,27.57,0.0
2022-09-13 06:00:00,2022-09-13 07:00:00,6.44,8.4,2.51,1.71,4.93,,37.64,0.1,12.65,0.0,81.49,2.59,65.89,0.0,745.16,27.65,0.0
2022-09-13 07:00:00,2022-09-13 08:00:00,5.23,8.8,2.5,1.55,4.81,,37.75,0.1,11.92,0.0,80.67,2.82,73.8,0.0,745.73,28.04,0.01
2022-09-13 08:00:00,2022-09-13 09:00:00,12.25,17.4,2.55,1.39,4.7,,37.59,0.1,13.07,0.0,78.94,3.34,75.91,0.0,746.23,28.73,0.0
2022-09-13 09:00:00,2022-09-13 10:00:00,,,2.58,1.54,4.89,,37.52,0.11,14.72,0.0,78.34,2.81,74.83,0.0,746.61,28.98,0.01
2022-09-13 10:00:00,2022-09-13 11:00:00,9.48,12.5,2.58,1.48,4.82,,37.75,0.11,15.72,0.0,76.78,2.99,77.45,0.0,746.5,29.66,0.0
2022-09-13 11:00:00,2022-09-13 12:00:00,7.64,15.9,2.57,1.6,4.92,,37.56,0.11,17.86,0.0,74.81,2.85,73.89,0.0,746.16,30.29,0.0
2022-09-13 12:00:00,2022-09-13 13:00:00,8.09,18.4,2.51,1.55,4.79,,37.4,0.11,19.98,0.0,73.98,2.85,77.58,0.0,745.59,30.61,0.0
2022-09-13 13:00:00,2022-09-13 14:00:00,12.6,16.4,2.56,1.8,4.93,,37.13,0.11,21.87,0.0,71.79,3.34,84.31,0.0,744.82,31.32,0.01
2022-09-13 14:00:00,2022-09-13 15:00:00,11.62,18.1,2.5,1.59,4.84,,37.34,0.11,25.24,0.0,69.04,3.72,72.55,0.0,744.03,32.08,0.01
2022-09-13 15:00:00,2022-09-13 16:00:00,9.15,21.8,2.52,1.39,4.68,,37.03,0.11,21.62,0.0,74.0,2.38,75.07,0.0,743.77,30.54,0.0
2022-09-13 16:00:00,2022-09-13 17:00:00,12.62,18.4,2.56,1.46,4.76,,37.26,0.11,20.11,0.0,73.94,1.96,71.32,0.0,743.61,31.26,0.0
2022-09-13 17:00:00,2022-09-13 18:00:00,16.52,23.5,2.48,1.71,4.91,,37.05,0.11,20.46,0.0,75.49,1.75,73.29,0.0,743.85,31.09,0.0
2022-09-13 18:00:00,2022-09-13 19:00:00,6.52,23.4,2.52,1.4,4.69,,37.05,0.11,18.21,0.0,78.73,1.41,62.91,0.0,744.48,30.14,0.0
2022-09-13 19:00:00,2022-09-13 20:00:00,11.59,15.4,2.53,1.6,4.85,,37.43,0.11,16.8,0.0,79.79,1.58,57.86,0.0,745.11,29.58,0.0
2022-09-13 20:00:00,2022-09-13 21:00:00,18.36,22.1,2.46,1.65,4.81,,37.23,0.14,16.13,0.0,79.46,2.35,71.23,0.0,745.81,29.63,0.0
2022-09-13 21:00:00,2022-09-13 22:00:00,18.5,24.5,2.53,1.59,4.85,,37.02,0.17,15.82,0.0,80.45,2.9,64.98,0.0,746.27,29.11,0.0
2022-09-13 22:00:00,2022-09-13 23:00:00,28.2,28.3,2.48,1.56,4.76,,37.34,0.17,18.45,0.0,80.85,3.33,72.34,0.0,746.32,28.71,0.01
2022-09-13 23:00:00,2022-09-14 00:00:00,17.23,19.0,2.61,1.41,4.8,,37.68,0.16,17.87,0.0,81.11,2.9,72.14,0.0,746.18,28.79,0.0
2022-09-14 00:00:00,2022-09-14 01:00:00,16.51,22.2,2.6,1.43,4.81,,37.66,0.15,17.06,0.0,81.32,2.49,79.29,0.0,746.13,28.74,0.0
2022-09-14 01:00:00,2022-09-14 02:00:00,0.34,21.0,2.58,1.51,4.84,,37.56,0.15,18.31,0.0,81.15,2.22,90.08,0.0,746.02,28.51,0.0
2022-09-14 02:00:00,2022-09-14 03:00:00,9.01,16.5,2.55,1.5,4.79,,37.7,0.14,17.68,0.0,86.19,1.95,84.01,0.0,745.65,27.22,0.0
2022-09-14 03:00:00,2022-09-14 04:00:00,,,2.52,1.49,4.74,,37.45,0.14,12.87,0.0,87.54,2.25,67.7,0.0,745.46,27.22,0.0
2022-09-14 04:00:00,2022-09-14 05:00:00,10.62,12.5,2.47,1.48,4.69,,37.94,0.14,11.72,0.0,87.16,2.76,65.14,0.0,745.41,27.07,0.0
2022-09-14 05:00:00,2022-09-14 06:00:00,,,2.52,1.52,4.79,,37.99,0.14,10.78,0.0,88.16,2.79,67.1,0.0,745.76,26.66,0.03
2022-09-14 06:00:00,2022-09-14 07:00:00,8.2,11.7,2.5,1.45,4.7,,37.73,0.14,10.02,0.0,89.06,3.0,66.49,0.0,746.15,26.54,0.02
2022-09-14 07:00:00,2022-09-14 08:00:00,,,2.61,1.33,4.73,,37.82,0.15,9.4,0.0,87.27,2.89,68.7,0.0,746.87,27.17,0.0
2022-09-14 08:00:00,2022-09-14 09:00:00,10.4,18.2,2.5,1.5,4.75,,37.67,0.15,9.66,0.0,84.77,2.52,74.1,0.0,747.38,27.76,0.02
2022-09-14 09:00:00,2022-09-14 10:00:00,12.55,15.9,2.61,1.64,5.04,,37.47,0.18,9.31,0.0,89.14,1.74,84.65,0.0,747.72,26.84,0.07
2022-09-14 10:00:00,2022-09-14 11:00:00,,,2.63,1.33,4.8,,37.98,0.2,9.29,0.0,89.37,2.27,75.32,0.0,747.73,27.02,0.03
2022-09-14 11:00:00,2022-09-14 12:00:00,15.6,21.1,2.57,1.48,4.83,,37.88,0.2,10.96,0.0,88.94,2.49,71.4,0.0,747.3,27.46,0.0
2022-09-14 12:00:00,2022-09-14 13:00:00,16.15,15.7,2.62,1.79,5.15,,37.82,0.21,15.03,0.0,86.02,3.19,74.18,0.0,746.64,28.3,0.0
2022-09-14 13:00:00,2022-09-14 14:00:00,7.58,17.4,2.53,1.64,4.91,,37.55,0.19,19.13,0.0,80.73,2.61,81.07,0.0,745.98,29.75,0.0
2022-09-14 14:00:00,2022-09-14 15:00:00,,,2.67,1.47,4.93,,37.57,0.17,21.05,0.0,81.08,1.85,92.2,0.0,745.52,29.65,0.0
2022-09-14 15:00:00,2022-09-14 16:00:00,12.49,14.7,2.59,1.3,4.69,,37.92,0.17,20.8,0.0,82.05,1.84,85.01,0.0,744.85,29.55,0.0
2022-09-14 16:00:00,2022-09-14 17:00:00,,,2.48,1.4,4.6,,37.74,0.17,20.65,0.0,78.3,2.32,79.79,0.0,744.61,30.27,0.0
2022-09-14 17:00:00,2022-09-14 18:00:00,18.49,20.8,2.63,1.48,4.91,,37.45,0.16,20.54,0.0,79.9,1.68,82.77,0.0,744.97,29.66,0.0
2022-09-14 18:00:00,2022-09-14 19:00:00,,,2.6,1.25,4.64,,37.3,0.16,19.97,0.0,83.49,1.6,76.45,0.0,745.57,28.87,0.0
2022-09-14 19:00:00,2022-09-14 20:00:00,22.8,24.5,2.55,1.52,4.83,,37.49,0.17,17.35,0.0,85.35,1.57,74.08,0.0,746.14,28.69,0.0
2022-09-14 20:00:00,2022-09-14 21:00:00,27.79,31.5,2.61,1.41,4.8,,37.82,0.19,15.12,0.0,85.87,1.62,72.74,0.0,746.53,28.67,0.0
2022-09-14 21:00:00,2022-09-14 22:00:00,27.12,28.2,2.6,1.51,4.92,,37.56,0.19,14.32,0.0,86.81,1.76,69.96,0.0,746.78,28.58,0.0
2022-09-14 22:00:00,2022-09-14 23:00:00,24.65,33.7,2.62,1.36,4.77,,37.53,0.2,20.64,0.0,87.25,2.04,99.15,0.0,746.9,27.26,0.03
2022-09-14 23:00:00,2022-09-15 00:00:00,,,2.49,1.53,4.73,,37.36,0.21,20.9,0.0,89.17,2.46,72.16,0.0,746.38,26.8,0.03
2022-09-15 00:00:00,2022-09-15 01:00:00,7.8,9.5,2.63,1.39,4.8,,37.54,0.21,20.55,0.0,89.21,3.0,68.56,0.0,746.0,26.94,0.02
2022-09-15 01:00:00,2022-09-15 02:00:00,,,2.49,1.64,4.86,,37.71,0.2,17.99,0.0,89.63,3.19,68.88,0.0,745.73,27.19,0.02
2022-09-15 02:00:00,2022-09-15 03:00:00,14.92,18.4,2.55,1.44,4.74,,37.8,0.21,17.08,0.0,89.4,3.13,71.96,0.0,745.25,27.36,0.01
2022-09-15 03:00:00,2022-09-15 04:00:00,8.64,14.9,2.51,1.47,4.72,,37.96,0.2,18.66,0.0,88.87,1.67,207.39,0.0,745.67,25.44,0.11
2022-09-15 04:00:00,2022-09-15 05:00:00,3.81,8.0,2.55,1.49,4.79,,37.32,0.19,21.14,0.0,89.96,1.61,124.09,0.0,745.48,25.29,0.08
2022-09-15 05:00:00,2022-09-15 06:00:00,0.08,4.1,2.7,1.32,4.83,,37.52,0.17,20.81,0.0,89.86,1.7,77.31,0.0,745.46,25.61,0.01
2022-09-15 06:00:00,2022-09-15 07:00:00,,,2.45,1.63,4.8,,37.52,0.18,19.42,0.0,89.76,1.65,71.27,0.0,745.92,25.39,0.05
2022-09-15 07:00:00,2022-09-15 08:00:00,,,2.69,1.43,4.93,,37.66,0.17,19.04,0.0,89.71,1.57,47.37,0.0,746.2,25.36,0.03
2022-09-15 08:00:00,2022-09-15 09:00:00,,,2.69,1.31,4.84,,38.07,0.17,18.68,0.0,89.71,1.45,47.06,0.0,746.62,25.54,0.04
2022-09-15 09:00:00,2022-09-15 10:00:00,,,2.64,1.45,4.9,,37.66,0.17,17.96,0.0,89.79,1.31,68.59,0.0,746.8,25.71,0.03
2022-09-15 10:00:00,2022-09-15 11:00:00,2.42,3.7,2.68,1.38,4.88,,37.81,0.17,16.1,0.0,89.82,1.35,100.46,0.0,746.61,25.95,0.02
2022-09-15 11:00:00,2022-09-15 12:00:00,4.3,4.8,2.53,1.43,4.69,,37.94,0.17,16.8,0.0,89.69,1.44,60.83,0.0,746.17,26.35,0.02
2022-09-15 12:00:00,2022-09-15 13:00:00,2.15,5.6,2.56,1.46,4.8,,37.64,0.17,16.62,0.0,89.7,1.84,87.86,0.0,745.72,26.34,0.01
2022-09-15 13:00:00,2022-09-15 14:00:00,1.12,6.3,2.57,1.4,4.71,,38.13,0.18,17.77,0.0,89.84,1.64,81.85,0.0,744.96,26.2,0.02
2022-09-15 14:00:00,2022-09-15 15:00:00,2.86,6.8,2.77,1.58,5.21,,37.97,0.17,19.78,0.0,89.47,1.78,85.01,0.0,744.38,26.15,0.0
2022-09-15 15:00:00,2022-09-15 16:00:00,,,2.55,1.43,4.72,,37.96,0.14,17.61,0.0,88.43,1.69,47.63,0.0,743.68,27.01,0.0
2022-09-15 16:00:00,2022-09-15 17:00:00,4.54,5.0,2.56,1.49,4.77,,37.95,0.13,16.11,0.0,88.2,1.68,65.39,0.0,743.61,27.64,0.0
2022-09-15 17:00:00,2022-09-15 18:00:00,,,2.59,1.47,4.83,,37.94,0.14,14.85,0.0,89.26,1.24,84.34,0.0,743.73,27.4,0.0
2022-09-15 18:00:00,2022-09-15 19:00:00,8.0,10.4,2.53,1.58,4.82,,38.0,0.17,13.79,0.0,89.73,0.76,73.98,0.0,743.76,27.23,0.0
2022-09-15 19:00:00,2022-09-15 20:00:00,15.73,19.5,2.59,1.52,4.9,,37.86,0.18,11.94,0.0,90.07,1.57,67.07,0.0,744.41,27.19,0.0
2022-09-15 20:00:00,2022-09-15 21:00:00,12.86,18.7,2.44,1.64,4.76,,38.09,0.2,12.31,0.0,90.07,1.05,95.74,0.0,744.92,27.31,0.0
2022-09-15 21:00:00,2022-09-15 22:00:00,18.48,20.9,2.51,1.47,4.72,,38.05,0.22,12.34,0.0,89.84,0.95,78.68,0.0,744.94,27.2,0.0
2022-09-15 22:00:00,2022-09-15 23:00:00,18.6,20.0,2.58,1.41,4.74,,38.26,0.22,11.73,0.0,89.69,1.03,68.27,0.0,744.44,27.02,0.0
2022-09-15 23:00:00,2022-09-16 00:00:00,,,2.49,1.59,4.81,,38.44,0.22,11.54,0.0,89.55,0.77,110.0,0.0,744.29,27.21,0.0
2022-09-16 00:00:00,2022-09-16 01:00:00,13.07,19.0,2.55,1.54,4.82,,38.2,0.23,10.45,0.0,90.17,1.15,93.96,0.0,744.06,27.16,0.0
2022-09-16 01:00:00,2022-09-16 02:00:00,18.18,18.7,2.53,1.5,4.79,,38.16,0.23,11.76,0.0,90.22,1.59,89.53,0.0,743.56,27.22,0.0
2022-09-16 02:00:00,2022-09-16 03:00:00,15.17,22.9,2.59,1.58,4.91,,38.15,0.22,14.94,0.0,89.89,1.93,89.45,0.0,743.06,27.22,0.0
2022-09-16 03:00:00,2022-09-16 04:00:00,18.33,19.3,2.59,1.41,4.77,,38.02,0.21,15.28,0.0,89.73,1.69,94.06,0.0,742.84,27.07,0.0
2022-09-16 04:00:00,2022-09-16 05:00:00,14.19,17.4,2.54,1.48,4.78,,38.11,0.2,15.48,0.0,89.27,1.92,84.97,0.0,742.77,26.86,0.0
2022-09-16 05:00:00,2022-09-16 06:00:00,8.03,12.3,2.62,1.5,4.89,,38.13,0.17,15.34,0.0,89.16,2.14,77.5,0.0,742.96,26.77,0.0
2022-09-16 06:00:00,2022-09-16 07:00:00,3.79,13.5,2.6,1.4,4.79,,38.23,0.15,14.38,0.0,89.42,2.04,78.3,0.0,743.23,26.82,0.0
2022-09-16 07:00:00,2022-09-16 08:00:00,8.59,10.8,2.66,1.42,4.85,,38.41,0.14,13.91,0.0,88.97,2.19,76.14,0.0,743.65,27.01,0.0
2022-09-16 08:00:00,2022-09-16 09:00:00,9.09,12.7,2.5,1.67,4.88,,37.97,0.13,14.34,0.0,87.07,2.35,82.7,0.0,744.07,27.53,0.0
2022-09-16 09:00:00,2022-09-16 10:00:00,9.39,12.3,2.57,1.47,4.8,,38.53,0.12,15.86,0.0,83.31,3.15,85.53,0.0,744.14,28.59,0.0
2022-09-16 10:00:00,2022-09-16 11:00:00,,,2.53,1.29,4.58,,38.39,0.12,16.74,0.0,82.69,2.7,82.36,0.0,744.02,28.77,0.0
2022-09-16 11:00:00,2022-09-16 12:00:00,,,2.46,1.58,4.73,,38.19,0.12,18.13,0.0,82.54,2.63,88.13,0.0,743.5,28.77,0.0
2022-09-16 12:00:00,2022-09-16 13:00:00,10.84,14.0,2.58,1.59,4.84,,39.58,0.14,16.46,0.0,80.03,2.49,80.43,0.0,742.77,29.83,0.0
2022-09-16 13:00:00,2022-09-16 14:00:00,10.5,12.0,2.5,1.63,4.86,,40.0,0.15,19.35,0.0,78.8,2.32,80.24,0.0,742.24,30.2,0.0
2022-09-16 14:00:00,2022-09-16 15:00:00,16.27,16.5,2.42,1.49,4.62,,40.33,0.09,23.02,0.0,82.55,1.5,69.39,0.0,741.84,29.36,0.0
2022-09-16 15:00:00,2022-09-16 16:00:00,11.52,16.1,2.48,1.7,4.88,,40.21,0.11,15.73,0.0,86.57,0.85,79.1,0.0,741.58,28.46,0.01
2022-09-16 16:00:00,2022-09-16 17:00:00,15.71,18.1,2.52,1.42,4.71,,40.32,0.12,12.23,0.0,88.02,0.98,56.68,0.0,741.44,28.33,0.0
2022-09-16 17:00:00,2022-09-16 18:00:00,11.79,18.0,2.46,1.46,4.67,,40.36,0.15,11.61,0.0,88.43,1.65,65.49,0.0,741.47,28.27,0.0
2022-09-16 18:00:00,2022-09-16 19:00:00,19.03,23.4,2.6,1.48,4.87,,40.63,0.17,9.38,0.0,88.78,0.91,58.57,0.0,741.84,28.2,0.0
