From Date,To Date,PM2.5 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2022-09-20 02:00:00,2022-09-20 03:00:00,8.95,0.55,5.53
2022-09-20 03:00:00,2022-09-20 04:00:00,10.77,0.56,5.78
2022-09-20 04:00:00,2022-09-20 05:00:00,17.07,0.46,6.08
2022-09-20 05:00:00,2022-09-20 06:00:00,19.3,0.46,5.83
2022-09-20 06:00:00,2022-09-20 07:00:00,11.1,0.53,5.91
2022-09-20 07:00:00,2022-09-20 08:00:00,13.55,0.54,7.19
2022-09-20 08:00:00,2022-09-20 09:00:00,8.45,0.59,6.94
2022-09-20 09:00:00,2022-09-20 10:00:00,5.4,0.71,7.76
2022-09-20 10:00:00,2022-09-20 11:00:00,6.92,0.65,8.85
2022-09-20 11:00:00,2022-09-20 12:00:00,19.15,0.67,10.2
2022-09-20 12:00:00,2022-09-20 13:00:00,41.53,0.35,7.41
2022-09-20 13:00:00,2022-09-20 14:00:00,38.88,0.38,8.0
2022-09-20 14:00:00,2022-09-20 15:00:00,17.52,0.64,10.3
2022-09-20 15:00:00,2022-09-20 16:00:00,39.27,0.65,7.71
2022-09-20 16:00:00,2022-09-20 17:00:00,24.55,0.63,6.12
2022-09-20 17:00:00,2022-09-20 18:00:00,25.57,0.76,5.65
2022-09-20 18:00:00,2022-09-20 19:00:00,43.48,0.75,6.49
2022-09-20 19:00:00,2022-09-20 20:00:00,30.65,0.7,6.67
2022-09-20 20:00:00,2022-09-20 21:00:00,33.3,0.87,6.87
2022-09-20 21:00:00,2022-09-20 22:00:00,30.8,0.97,6.68
2022-09-20 22:00:00,2022-09-20 23:00:00,39.73,0.69,6.15
2022-09-20 23:00:00,2022-09-21 00:00:00,19.43,0.58,6.13
2022-09-21 00:00:00,2022-09-21 01:00:00,14.9,0.64,6.7
2022-09-21 01:00:00,2022-09-21 02:00:00,9.0,0.6,6.21
2022-09-21 02:00:00,2022-09-21 03:00:00,24.03,0.43,5.85
2022-09-21 03:00:00,2022-09-21 04:00:00,23.32,0.42,6.08
2022-09-21 04:00:00,2022-09-21 05:00:00,20.25,0.4,6.49
2022-09-21 05:00:00,2022-09-21 06:00:00,27.98,0.41,6.66
2022-09-21 06:00:00,2022-09-21 07:00:00,33.48,0.38,6.35
2022-09-21 07:00:00,2022-09-21 08:00:00,17.17,0.45,5.85
2022-09-21 08:00:00,2022-09-21 09:00:00,8.7,0.58,7.01
2022-09-21 09:00:00,2022-09-21 10:00:00,12.35,0.61,7.78
2022-09-21 10:00:00,2022-09-21 11:00:00,22.7,0.69,8.56
2022-09-21 11:00:00,2022-09-21 12:00:00,29.45,0.7,8.39
2022-09-21 12:00:00,2022-09-21 13:00:00,18.25,0.68,8.57
2022-09-21 13:00:00,2022-09-21 14:00:00,14.97,0.7,7.57
2022-09-21 14:00:00,2022-09-21 15:00:00,12.8,0.72,8.48
2022-09-21 15:00:00,2022-09-21 16:00:00,9.65,0.73,8.63
2022-09-21 16:00:00,2022-09-21 17:00:00,8.4,0.39,5.89
2022-09-21 17:00:00,2022-09-21 18:00:00,9.4,0.49,6.31
2022-09-21 18:00:00,2022-09-21 19:00:00,10.2,0.69,6.89
2022-09-21 19:00:00,2022-09-21 20:00:00,10.88,0.82,7.71
2022-09-21 20:00:00,2022-09-21 21:00:00,7.33,0.89,7.79
2022-09-21 21:00:00,2022-09-21 22:00:00,5.23,0.83,8.12
2022-09-21 22:00:00,2022-09-21 23:00:00,12.7,0.78,7.7
2022-09-21 23:00:00,2022-09-22 00:00:00,16.73,0.76,7.6
2022-09-22 00:00:00,2022-09-22 01:00:00,8.62,0.59,8.06
2022-09-22 01:00:00,2022-09-22 02:00:00,11.07,0.57,7.74
2022-09-22 02:00:00,2022-09-22 03:00:00,9.6,0.67,8.11
2022-09-22 03:00:00,2022-09-22 04:00:00,8.55,0.61,7.06
2022-09-22 04:00:00,2022-09-22 05:00:00,9.9,0.58,6.76
2022-09-22 05:00:00,2022-09-22 06:00:00,9.57,0.61,6.69
2022-09-22 06:00:00,2022-09-22 07:00:00,9.18,0.59,8.23
2022-09-22 07:00:00,2022-09-22 08:00:00,20.82,0.62,6.92
2022-09-22 08:00:00,2022-09-22 09:00:00,31.07,0.7,7.5
2022-09-22 09:00:00,2022-09-22 10:00:00,25.57,0.74,7.52
2022-09-22 10:00:00,2022-09-22 11:00:00,10.68,0.71,7.43
2022-09-22 11:00:00,2022-09-22 12:00:00,6.93,0.69,8.62
2022-09-22 12:00:00,2022-09-22 13:00:00,5.53,0.7,12.1
2022-09-22 13:00:00,2022-09-22 14:00:00,3.12,0.82,10.29
2022-09-22 14:00:00,2022-09-22 15:00:00,21.3,0.87,13.46
2022-09-22 15:00:00,2022-09-22 16:00:00,77.33,0.91,12.54
2022-09-22 16:00:00,2022-09-22 17:00:00,95.5,0.75,7.84
2022-09-22 17:00:00,2022-09-22 18:00:00,676.5,0.21,
2022-09-22 18:00:00,2022-09-22 19:00:00,345.43,0.97,
2022-09-22 19:00:00,2022-09-22 20:00:00,9.63,1.0,0.1
2022-09-22 20:00:00,2022-09-22 21:00:00,8.12,0.82,
2022-09-22 21:00:00,2022-09-22 22:00:00,20.23,0.7,
2022-09-22 22:00:00,2022-09-22 23:00:00,13.9,0.77,
2022-09-22 23:00:00,2022-09-23 00:00:00,38.27,0.78,
2022-09-23 00:00:00,2022-09-23 01:00:00,19.85,0.6,
2022-09-23 01:00:00,2022-09-23 02:00:00,22.75,0.63,0.61
2022-09-23 02:00:00,2022-09-23 03:00:00,15.4,0.6,3.2
2022-09-23 03:00:00,2022-09-23 04:00:00,8.35,0.57,5.75
2022-09-23 04:00:00,2022-09-23 05:00:00,7.7,0.56,8.66
2022-09-23 05:00:00,2022-09-23 06:00:00,13.32,0.61,8.77
2022-09-23 06:00:00,2022-09-23 07:00:00,22.35,0.58,7.51
2022-09-23 07:00:00,2022-09-23 08:00:00,16.43,0.61,7.23
2022-09-23 08:00:00,2022-09-23 09:00:00,23.9,0.58,6.79
2022-09-23 09:00:00,2022-09-23 10:00:00,8.8,0.59,6.72
2022-09-23 10:00:00,2022-09-23 11:00:00,5.12,0.66,7.23
2022-09-23 11:00:00,2022-09-23 12:00:00,11.18,0.64,4.77
2022-09-23 12:00:00,2022-09-23 13:00:00,17.18,0.46,9.05
2022-09-23 13:00:00,2022-09-23 14:00:00,8.32,0.46,10.34
2022-09-23 14:00:00,2022-09-23 15:00:00,15.25,0.56,9.18
2022-09-23 15:00:00,2022-09-23 16:00:00,35.48,0.57,7.98
2022-09-23 16:00:00,2022-09-23 17:00:00,,,
2022-09-23 17:00:00,2022-09-23 18:00:00,,,
2022-09-23 18:00:00,2022-09-23 19:00:00,,,
2022-09-23 19:00:00,2022-09-23 20:00:00,,,
2022-09-23 20:00:00,2022-09-23 21:00:00,,,
2022-09-23 21:00:00,2022-09-23 22:00:00,,,
2022-09-23 22:00:00,2022-09-23 23:00:00,,,
2022-09-23 23:00:00,2022-09-24 00:00:00,,,
2022-09-24 00:00:00,2022-09-24 01:00:00,,,
2022-09-24 01:00:00,2022-09-24 02:00:00,,,
2022-09-24 02:00:00,2022-09-24 03:00:00,,,
2022-09-24 03:00:00,2022-09-24 04:00:00,,,
2022-09-24 04:00:00,2022-09-24 05:00:00,,,
2022-09-24 05:00:00,2022-09-24 06:00:00,,,
2022-09-24 06:00:00,2022-09-24 07:00:00,,,
2022-09-24 07:00:00,2022-09-24 08:00:00,,,
2022-09-24 08:00:00,2022-09-24 09:00:00,,,
2022-09-24 09:00:00,2022-09-24 10:00:00,,,
2022-09-24 10:00:00,2022-09-24 11:00:00,,,
2022-09-24 11:00:00,2022-09-24 12:00:00,13.15,0.32,7.73
2022-09-24 12:00:00,2022-09-24 13:00:00,14.88,0.46,7.68
2022-09-24 13:00:00,2022-09-24 14:00:00,19.77,0.4,7.58
2022-09-24 14:00:00,2022-09-24 15:00:00,22.4,0.56,7.38
2022-09-24 15:00:00,2022-09-24 16:00:00,35.73,0.56,7.62
2022-09-24 16:00:00,2022-09-24 17:00:00,47.12,0.66,7.97
2022-09-24 17:00:00,2022-09-24 18:00:00,44.7,0.71,7.97
2022-09-24 18:00:00,2022-09-24 19:00:00,27.48,0.74,8.32
2022-09-24 19:00:00,2022-09-24 20:00:00,18.85,0.69,7.87
2022-09-24 20:00:00,2022-09-24 21:00:00,26.23,0.53,8.82
2022-09-24 21:00:00,2022-09-24 22:00:00,43.98,0.59,9.51
2022-09-24 22:00:00,2022-09-24 23:00:00,25.1,0.52,9.69
2022-09-24 23:00:00,2022-09-25 00:00:00,30.47,0.48,9.65
2022-09-25 00:00:00,2022-09-25 01:00:00,19.43,0.57,9.18
2022-09-25 01:00:00,2022-09-25 02:00:00,9.28,0.57,11.05
2022-09-25 02:00:00,2022-09-25 03:00:00,40.38,0.62,9.04
2022-09-25 03:00:00,2022-09-25 04:00:00,26.9,0.57,8.41
2022-09-25 04:00:00,2022-09-25 05:00:00,21.15,0.5,8.53
2022-09-25 05:00:00,2022-09-25 06:00:00,24.75,0.53,8.32
2022-09-25 06:00:00,2022-09-25 07:00:00,54.08,0.33,8.13
2022-09-25 07:00:00,2022-09-25 08:00:00,22.1,0.34,8.31
2022-09-25 08:00:00,2022-09-25 09:00:00,15.25,0.57,9.39
2022-09-25 09:00:00,2022-09-25 10:00:00,17.38,0.62,9.08
2022-09-25 10:00:00,2022-09-25 11:00:00,8.88,0.46,8.43
2022-09-25 11:00:00,2022-09-25 12:00:00,16.73,0.46,8.98
2022-09-25 12:00:00,2022-09-25 13:00:00,27.95,0.43,9.14
2022-09-25 13:00:00,2022-09-25 14:00:00,15.5,0.47,8.9
2022-09-25 14:00:00,2022-09-25 15:00:00,9.98,0.58,6.72
2022-09-25 15:00:00,2022-09-25 16:00:00,5.67,0.6,6.41
2022-09-25 16:00:00,2022-09-25 17:00:00,52.7,0.53,7.07
2022-09-25 17:00:00,2022-09-25 18:00:00,56.28,0.67,7.6
2022-09-25 18:00:00,2022-09-25 19:00:00,46.1,0.73,8.32
2022-09-25 19:00:00,2022-09-25 20:00:00,31.62,0.97,8.44
2022-09-25 20:00:00,2022-09-25 21:00:00,38.03,1.23,8.28
2022-09-25 21:00:00,2022-09-25 22:00:00,39.65,1.35,8.48
2022-09-25 22:00:00,2022-09-25 23:00:00,55.4,1.45,9.72
2022-09-25 23:00:00,2022-09-26 00:00:00,85.8,1.8,9.25
2022-09-26 00:00:00,2022-09-26 01:00:00,40.75,1.94,10.83
2022-09-26 01:00:00,2022-09-26 02:00:00,30.38,1.69,9.42
2022-09-26 02:00:00,2022-09-26 03:00:00,32.45,1.32,9.42
2022-09-26 03:00:00,2022-09-26 04:00:00,18.22,0.93,7.98
2022-09-26 04:00:00,2022-09-26 05:00:00,16.77,0.85,8.62
2022-09-26 05:00:00,2022-09-26 06:00:00,18.5,0.93,9.14
2022-09-26 06:00:00,2022-09-26 07:00:00,47.92,1.07,9.38
2022-09-26 07:00:00,2022-09-26 08:00:00,27.02,0.89,6.67
2022-09-26 08:00:00,2022-09-26 09:00:00,12.8,0.67,7.98
2022-09-26 09:00:00,2022-09-26 10:00:00,12.82,0.64,7.48
2022-09-26 10:00:00,2022-09-26 11:00:00,32.12,0.6,7.68
2022-09-26 11:00:00,2022-09-26 12:00:00,69.45,0.65,7.81
2022-09-26 12:00:00,2022-09-26 13:00:00,29.0,0.69,6.65
2022-09-26 13:00:00,2022-09-26 14:00:00,20.38,0.76,7.12
2022-09-26 14:00:00,2022-09-26 15:00:00,24.08,0.81,8.38
2022-09-26 15:00:00,2022-09-26 16:00:00,26.1,0.7,7.67
2022-09-26 16:00:00,2022-09-26 17:00:00,11.2,0.6,4.58
2022-09-26 17:00:00,2022-09-26 18:00:00,12.57,0.74,5.34
2022-09-26 18:00:00,2022-09-26 19:00:00,31.43,0.51,6.34
2022-09-26 19:00:00,2022-09-26 20:00:00,25.07,0.59,9.84
2022-09-26 20:00:00,2022-09-26 21:00:00,16.3,0.7,7.49
2022-09-26 21:00:00,2022-09-26 22:00:00,15.25,0.6,6.0
2022-09-26 22:00:00,2022-09-26 23:00:00,18.52,0.68,7.95
2022-09-26 23:00:00,2022-09-27 00:00:00,9.93,0.67,6.36
2022-09-27 00:00:00,2022-09-27 01:00:00,8.93,0.48,8.27
2022-09-27 01:00:00,2022-09-27 02:00:00,14.38,0.48,9.56
2022-09-27 02:00:00,2022-09-27 03:00:00,45.97,0.38,9.0
2022-09-27 03:00:00,2022-09-27 04:00:00,21.27,0.38,8.38
2022-09-27 04:00:00,2022-09-27 05:00:00,10.07,0.38,8.91
2022-09-27 05:00:00,2022-09-27 06:00:00,8.97,0.4,8.83
2022-09-27 06:00:00,2022-09-27 07:00:00,15.45,0.35,8.14
2022-09-27 07:00:00,2022-09-27 08:00:00,26.73,0.44,7.74
2022-09-27 08:00:00,2022-09-27 09:00:00,16.03,0.69,8.62
2022-09-27 09:00:00,2022-09-27 10:00:00,30.18,0.73,8.42
2022-09-27 10:00:00,2022-09-27 11:00:00,18.25,0.58,9.93
2022-09-27 11:00:00,2022-09-27 12:00:00,37.23,0.61,9.96
2022-09-27 12:00:00,2022-09-27 13:00:00,,,
2022-09-27 13:00:00,2022-09-27 14:00:00,,,
2022-09-27 14:00:00,2022-09-27 15:00:00,,,
2022-09-27 15:00:00,2022-09-27 16:00:00,,,
2022-09-27 16:00:00,2022-09-27 17:00:00,,,
2022-09-27 17:00:00,2022-09-27 18:00:00,14.35,0.61,10.05
2022-09-27 18:00:00,2022-09-27 19:00:00,28.12,0.89,9.29
2022-09-27 19:00:00,2022-09-27 20:00:00,54.1,1.0,9.85
2022-09-27 20:00:00,2022-09-27 21:00:00,56.48,0.89,9.29
2022-09-27 21:00:00,2022-09-27 22:00:00,34.8,0.89,10.4
2022-09-27 22:00:00,2022-09-27 23:00:00,21.43,0.89,10.83
2022-09-27 23:00:00,2022-09-28 00:00:00,10.53,0.8,10.41
2022-09-28 00:00:00,2022-09-28 01:00:00,45.42,0.64,10.56
2022-09-28 01:00:00,2022-09-28 02:00:00,19.97,0.63,10.83
2022-09-28 02:00:00,2022-09-28 03:00:00,20.08,0.67,11.4
2022-09-28 03:00:00,2022-09-28 04:00:00,31.03,0.66,13.1
2022-09-28 04:00:00,2022-09-28 05:00:00,64.3,0.66,12.37
2022-09-28 05:00:00,2022-09-28 06:00:00,61.7,0.71,12.5
2022-09-28 06:00:00,2022-09-28 07:00:00,43.67,0.64,14.0
2022-09-28 07:00:00,2022-09-28 08:00:00,38.7,0.68,15.52
2022-09-28 08:00:00,2022-09-28 09:00:00,32.33,0.71,15.16
2022-09-28 09:00:00,2022-09-28 10:00:00,21.25,0.67,15.39
2022-09-28 10:00:00,2022-09-28 11:00:00,40.0,0.56,13.35
2022-09-28 11:00:00,2022-09-28 12:00:00,24.0,0.55,14.39
2022-09-28 12:00:00,2022-09-28 13:00:00,14.4,0.74,14.61
2022-09-28 13:00:00,2022-09-28 14:00:00,16.48,0.76,12.87
2022-09-28 14:00:00,2022-09-28 15:00:00,17.82,0.67,11.56
2022-09-28 15:00:00,2022-09-28 16:00:00,27.68,0.67,10.73
2022-09-28 16:00:00,2022-09-28 17:00:00,24.95,0.59,10.52
2022-09-28 17:00:00,2022-09-28 18:00:00,27.88,0.78,10.32
2022-09-28 18:00:00,2022-09-28 19:00:00,21.92,0.92,10.14
2022-09-28 19:00:00,2022-09-28 20:00:00,48.5,0.94,10.37
2022-09-28 20:00:00,2022-09-28 21:00:00,36.15,1.05,10.67
2022-09-28 21:00:00,2022-09-28 22:00:00,19.85,1.23,11.52
2022-09-28 22:00:00,2022-09-28 23:00:00,22.9,1.2,11.89
2022-09-28 23:00:00,2022-09-29 00:00:00,23.0,1.08,11.87
2022-09-29 00:00:00,2022-09-29 01:00:00,11.7,0.87,11.91
2022-09-29 01:00:00,2022-09-29 02:00:00,15.43,0.81,12.27
2022-09-29 02:00:00,2022-09-29 03:00:00,36.62,0.8,12.69
2022-09-29 03:00:00,2022-09-29 04:00:00,40.65,0.85,13.01
2022-09-29 04:00:00,2022-09-29 05:00:00,42.65,0.9,12.96
2022-09-29 05:00:00,2022-09-29 06:00:00,55.62,0.88,13.04
2022-09-29 06:00:00,2022-09-29 07:00:00,,,
2022-09-29 07:00:00,2022-09-29 08:00:00,,,
2022-09-29 08:00:00,2022-09-29 09:00:00,,,
2022-09-29 09:00:00,2022-09-29 10:00:00,,,
2022-09-29 10:00:00,2022-09-29 11:00:00,75.6,0.36,
2022-09-29 11:00:00,2022-09-29 12:00:00,55.3,0.74,9.48
2022-09-29 12:00:00,2022-09-29 13:00:00,49.4,0.46,9.5
2022-09-29 13:00:00,2022-09-29 14:00:00,,,
2022-09-29 14:00:00,2022-09-29 15:00:00,,,
2022-09-29 15:00:00,2022-09-29 16:00:00,,,
2022-09-29 16:00:00,2022-09-29 17:00:00,,,
2022-09-29 17:00:00,2022-09-29 18:00:00,,,
2022-09-29 18:00:00,2022-09-29 19:00:00,,,
2022-09-29 19:00:00,2022-09-29 20:00:00,,,
2022-09-29 20:00:00,2022-09-29 21:00:00,,,
2022-09-29 21:00:00,2022-09-29 22:00:00,,,
2022-09-29 22:00:00,2022-09-29 23:00:00,31.7,0.59,12.09
2022-09-29 23:00:00,2022-09-30 00:00:00,30.9,1.0,12.91
2022-09-30 00:00:00,2022-09-30 01:00:00,26.4,0.92,12.35
2022-09-30 01:00:00,2022-09-30 02:00:00,70.75,0.84,12.66
2022-09-30 02:00:00,2022-09-30 03:00:00,39.62,0.64,12.03
2022-09-30 03:00:00,2022-09-30 04:00:00,18.85,0.6,11.82
2022-09-30 04:00:00,2022-09-30 05:00:00,13.95,0.56,12.52
2022-09-30 05:00:00,2022-09-30 06:00:00,25.92,0.58,12.94
2022-09-30 06:00:00,2022-09-30 07:00:00,41.95,0.73,13.43
2022-09-30 07:00:00,2022-09-30 08:00:00,63.92,0.79,13.71
2022-09-30 08:00:00,2022-09-30 09:00:00,37.55,0.84,12.32
2022-09-30 09:00:00,2022-09-30 10:00:00,19.98,0.99,11.05
2022-09-30 10:00:00,2022-09-30 11:00:00,50.73,0.77,10.64
2022-09-30 11:00:00,2022-09-30 12:00:00,32.55,0.69,13.31
2022-09-30 12:00:00,2022-09-30 13:00:00,23.6,0.73,9.05
2022-09-30 13:00:00,2022-09-30 14:00:00,24.38,0.78,10.47
2022-09-30 14:00:00,2022-09-30 15:00:00,26.98,0.55,12.89
2022-09-30 15:00:00,2022-09-30 16:00:00,42.9,0.57,12.1
2022-09-30 16:00:00,2022-09-30 17:00:00,68.65,0.67,13.05
2022-09-30 17:00:00,2022-09-30 18:00:00,55.3,0.81,14.06
2022-09-30 18:00:00,2022-09-30 19:00:00,38.3,0.91,11.66
2022-09-30 19:00:00,2022-09-30 20:00:00,35.3,1.2,12.2
2022-09-30 20:00:00,2022-09-30 21:00:00,83.1,1.18,13.08
2022-09-30 21:00:00,2022-09-30 22:00:00,93.0,1.3,13.22
2022-09-30 22:00:00,2022-09-30 23:00:00,59.5,0.99,12.58
2022-09-30 23:00:00,2022-10-01 00:00:00,39.7,1.25,16.01
2022-10-01 00:00:00,2022-10-01 01:00:00,54.8,1.09,13.86
2022-10-01 01:00:00,2022-10-01 02:00:00,51.15,0.97,13.01
2022-10-01 02:00:00,2022-10-01 03:00:00,32.62,0.85,14.11
2022-10-01 03:00:00,2022-10-01 04:00:00,65.53,0.81,14.47
2022-10-01 04:00:00,2022-10-01 05:00:00,69.97,0.8,14.79
2022-10-01 05:00:00,2022-10-01 06:00:00,48.8,0.81,16.12
2022-10-01 06:00:00,2022-10-01 07:00:00,42.9,0.82,14.16
2022-10-01 07:00:00,2022-10-01 08:00:00,,,
2022-10-01 08:00:00,2022-10-01 09:00:00,,,
2022-10-01 09:00:00,2022-10-01 10:00:00,,,
2022-10-01 10:00:00,2022-10-01 11:00:00,,,
2022-10-01 11:00:00,2022-10-01 12:00:00,,,
2022-10-01 12:00:00,2022-10-01 13:00:00,,,
2022-10-01 13:00:00,2022-10-01 14:00:00,,,
2022-10-01 14:00:00,2022-10-01 15:00:00,,,
2022-10-01 15:00:00,2022-10-01 16:00:00,27.6,0.74,12.13
2022-10-01 16:00:00,2022-10-01 17:00:00,25.82,0.7,12.36
2022-10-01 17:00:00,2022-10-01 18:00:00,42.9,0.79,15.9
2022-10-01 18:00:00,2022-10-01 19:00:00,78.2,1.11,15.04
2022-10-01 19:00:00,2022-10-01 20:00:00,94.75,1.15,14.2
2022-10-01 20:00:00,2022-10-01 21:00:00,48.2,1.29,14.75
2022-10-01 21:00:00,2022-10-01 22:00:00,88.22,1.45,14.61
2022-10-01 22:00:00,2022-10-01 23:00:00,42.38,1.29,15.95
2022-10-01 23:00:00,2022-10-02 00:00:00,35.83,1.2,16.24
2022-10-02 00:00:00,2022-10-02 01:00:00,54.65,0.77,15.97
2022-10-02 01:00:00,2022-10-02 02:00:00,42.23,0.68,15.55
2022-10-02 02:00:00,2022-10-02 03:00:00,62.62,0.93,15.61
2022-10-02 03:00:00,2022-10-02 04:00:00,56.77,0.99,15.51
2022-10-02 04:00:00,2022-10-02 05:00:00,28.05,0.81,15.89
2022-10-02 05:00:00,2022-10-02 06:00:00,34.52,0.83,14.9
2022-10-02 06:00:00,2022-10-02 07:00:00,44.65,0.77,14.06
2022-10-02 07:00:00,2022-10-02 08:00:00,28.6,0.78,15.21
2022-10-02 08:00:00,2022-10-02 09:00:00,65.25,0.81,15.31
2022-10-02 09:00:00,2022-10-02 10:00:00,73.0,0.77,15.3
2022-10-02 10:00:00,2022-10-02 11:00:00,65.05,0.8,15.55
2022-10-02 11:00:00,2022-10-02 12:00:00,62.5,0.75,15.77
2022-10-02 12:00:00,2022-10-02 13:00:00,29.25,0.83,10.86
2022-10-02 13:00:00,2022-10-02 14:00:00,21.93,0.82,12.78
2022-10-02 14:00:00,2022-10-02 15:00:00,27.18,0.68,15.51
2022-10-02 15:00:00,2022-10-02 16:00:00,30.62,0.69,13.99
2022-10-02 16:00:00,2022-10-02 17:00:00,42.03,0.62,13.74
2022-10-02 17:00:00,2022-10-02 18:00:00,37.15,0.64,15.23
2022-10-02 18:00:00,2022-10-02 19:00:00,35.55,0.69,15.57
2022-10-02 19:00:00,2022-10-02 20:00:00,44.15,0.82,16.82
2022-10-02 20:00:00,2022-10-02 21:00:00,54.17,1.0,16.77
2022-10-02 21:00:00,2022-10-02 22:00:00,60.38,1.11,17.77
2022-10-02 22:00:00,2022-10-02 23:00:00,48.55,0.93,16.36
2022-10-02 23:00:00,2022-10-03 00:00:00,63.7,0.87,17.27
2022-10-03 00:00:00,2022-10-03 01:00:00,56.27,0.92,16.98
2022-10-03 01:00:00,2022-10-03 02:00:00,96.85,0.91,16.75
2022-10-03 02:00:00,2022-10-03 03:00:00,78.5,0.92,15.99
2022-10-03 03:00:00,2022-10-03 04:00:00,90.97,0.86,15.94
2022-10-03 04:00:00,2022-10-03 05:00:00,147.88,0.84,15.7
2022-10-03 05:00:00,2022-10-03 06:00:00,150.05,0.84,15.43
2022-10-03 06:00:00,2022-10-03 07:00:00,183.03,0.92,16.09
2022-10-03 07:00:00,2022-10-03 08:00:00,140.9,0.95,16.49
2022-10-03 08:00:00,2022-10-03 09:00:00,137.62,0.83,16.02
2022-10-03 09:00:00,2022-10-03 10:00:00,95.9,0.85,16.78
2022-10-03 10:00:00,2022-10-03 11:00:00,93.47,0.86,15.25
2022-10-03 11:00:00,2022-10-03 12:00:00,77.12,0.88,14.85
2022-10-03 12:00:00,2022-10-03 13:00:00,105.78,0.72,13.64
2022-10-03 13:00:00,2022-10-03 14:00:00,71.58,0.71,14.37
2022-10-03 14:00:00,2022-10-03 15:00:00,64.55,0.77,14.03
2022-10-03 15:00:00,2022-10-03 16:00:00,94.75,0.74,13.05
2022-10-03 16:00:00,2022-10-03 17:00:00,45.98,0.58,13.17
2022-10-03 17:00:00,2022-10-03 18:00:00,51.57,0.63,13.75
2022-10-03 18:00:00,2022-10-03 19:00:00,56.8,1.01,16.57
2022-10-03 19:00:00,2022-10-03 20:00:00,81.15,1.26,15.14
2022-10-03 20:00:00,2022-10-03 21:00:00,70.72,1.12,13.86
2022-10-03 21:00:00,2022-10-03 22:00:00,95.82,1.25,16.0
2022-10-03 22:00:00,2022-10-03 23:00:00,95.85,1.19,15.3
2022-10-03 23:00:00,2022-10-04 00:00:00,81.13,1.05,16.05
2022-10-04 00:00:00,2022-10-04 01:00:00,95.1,0.99,16.5
2022-10-04 01:00:00,2022-10-04 02:00:00,119.38,0.99,18.04
2022-10-04 02:00:00,2022-10-04 03:00:00,90.45,0.96,17.04
2022-10-04 03:00:00,2022-10-04 04:00:00,102.5,0.88,15.85
2022-10-04 04:00:00,2022-10-04 05:00:00,82.98,0.67,16.78
2022-10-04 05:00:00,2022-10-04 06:00:00,84.75,0.69,16.27
2022-10-04 06:00:00,2022-10-04 07:00:00,96.98,0.76,16.35
2022-10-04 07:00:00,2022-10-04 08:00:00,86.03,0.78,14.97
2022-10-04 08:00:00,2022-10-04 09:00:00,71.67,0.82,13.49
2022-10-04 09:00:00,2022-10-04 10:00:00,84.53,0.79,12.72
2022-10-04 10:00:00,2022-10-04 11:00:00,59.15,0.89,11.54
2022-10-04 11:00:00,2022-10-04 12:00:00,22.15,0.85,10.68
2022-10-04 12:00:00,2022-10-04 13:00:00,17.65,0.76,9.99
2022-10-04 13:00:00,2022-10-04 14:00:00,12.12,0.74,9.49
2022-10-04 14:00:00,2022-10-04 15:00:00,11.27,0.72,9.6
2022-10-04 15:00:00,2022-10-04 16:00:00,18.15,0.7,9.88
2022-10-04 16:00:00,2022-10-04 17:00:00,11.75,0.71,8.63
2022-10-04 17:00:00,2022-10-04 18:00:00,17.25,0.86,12.79
2022-10-04 18:00:00,2022-10-04 19:00:00,26.55,0.89,10.14
2022-10-04 19:00:00,2022-10-04 20:00:00,21.25,0.81,10.35
2022-10-04 20:00:00,2022-10-04 21:00:00,42.93,0.68,7.97
2022-10-04 21:00:00,2022-10-04 22:00:00,22.9,0.61,8.56
2022-10-04 22:00:00,2022-10-04 23:00:00,13.5,0.57,9.91
2022-10-04 23:00:00,2022-10-05 00:00:00,11.8,0.56,9.5
2022-10-05 00:00:00,2022-10-05 01:00:00,9.68,0.47,9.27
2022-10-05 01:00:00,2022-10-05 02:00:00,10.48,0.5,10.7
2022-10-05 02:00:00,2022-10-05 03:00:00,13.03,0.38,9.28
2022-10-05 03:00:00,2022-10-05 04:00:00,16.18,0.38,9.56
2022-10-05 04:00:00,2022-10-05 05:00:00,45.3,0.39,9.4
2022-10-05 05:00:00,2022-10-05 06:00:00,24.77,0.38,9.43
2022-10-05 06:00:00,2022-10-05 07:00:00,15.22,0.49,10.22
2022-10-05 07:00:00,2022-10-05 08:00:00,15.27,0.52,10.0
2022-10-05 08:00:00,2022-10-05 09:00:00,11.62,0.58,8.9
2022-10-05 09:00:00,2022-10-05 10:00:00,19.85,0.55,9.24
2022-10-05 10:00:00,2022-10-05 11:00:00,43.85,0.55,9.3
2022-10-05 11:00:00,2022-10-05 12:00:00,20.4,0.56,8.85
2022-10-05 12:00:00,2022-10-05 13:00:00,13.65,0.48,7.68
2022-10-05 13:00:00,2022-10-05 14:00:00,12.57,0.51,4.42
2022-10-05 14:00:00,2022-10-05 15:00:00,8.07,0.44,7.88
2022-10-05 15:00:00,2022-10-05 16:00:00,12.03,0.45,8.11
2022-10-05 16:00:00,2022-10-05 17:00:00,10.47,0.46,7.66
2022-10-05 17:00:00,2022-10-05 18:00:00,5.97,0.45,7.64
2022-10-05 18:00:00,2022-10-05 19:00:00,8.67,0.37,9.0
2022-10-05 19:00:00,2022-10-05 20:00:00,8.57,0.38,9.14
