From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2022-10-22 13:00:00,2022-10-22 14:00:00,44.5,77.75,1.4,5.88,4.28,0.12,9.6,30.7,71.5,0.3,,335.0,756.75,0.0
2022-10-22 14:00:00,2022-10-22 15:00:00,41.5,90.75,1.35,5.9,4.2,0.2,11.43,30.73,73.0,0.3,,267.75,755.5,0.0
2022-10-22 15:00:00,2022-10-22 16:00:00,50.0,96.25,1.35,5.9,4.2,0.2,12.05,30.4,78.5,0.3,,118.25,755.0,0.0
2022-10-22 16:00:00,2022-10-22 17:00:00,36.75,70.25,1.32,5.88,4.2,0.2,11.18,30.17,82.0,0.3,,77.0,755.5,0.0
2022-10-22 17:00:00,2022-10-22 18:00:00,42.0,74.5,1.37,5.85,4.27,0.2,12.72,30.55,81.75,0.3,,27.0,756.0,0.0
2022-10-22 18:00:00,2022-10-22 19:00:00,43.25,89.0,1.38,5.88,4.23,0.2,17.85,30.7,83.75,0.3,,15.25,757.25,0.0
2022-10-22 19:00:00,2022-10-22 20:00:00,47.75,103.0,1.33,5.85,4.2,0.23,22.27,30.8,83.25,0.3,,15.0,759.0,0.0
2022-10-22 20:00:00,2022-10-22 21:00:00,51.0,108.75,1.3,6.0,4.27,0.15,20.62,30.88,87.75,0.3,,15.25,760.5,0.0
2022-10-22 21:00:00,2022-10-22 22:00:00,57.5,112.0,1.25,6.05,4.25,0.1,15.95,30.37,90.25,0.3,,16.0,761.0,0.0
2022-10-22 22:00:00,2022-10-22 23:00:00,67.0,121.0,1.35,6.03,4.27,0.12,13.65,30.15,87.75,0.3,,15.0,761.0,0.0
2022-10-22 23:00:00,2022-10-23 00:00:00,61.75,110.0,1.35,5.95,4.25,0.12,12.45,30.08,84.5,0.3,,15.0,759.75,0.0
2022-10-23 00:00:00,2022-10-23 01:00:00,53.0,100.5,1.35,5.85,4.2,0.2,9.95,30.2,83.5,0.3,,15.0,758.5,0.0
2022-10-23 01:00:00,2022-10-23 02:00:00,46.25,86.5,1.35,5.83,4.2,0.2,9.12,30.38,83.0,0.3,,15.0,756.5,0.0
2022-10-23 02:00:00,2022-10-23 03:00:00,43.75,79.25,1.38,5.82,4.17,0.2,10.15,30.48,83.75,0.3,,15.0,755.75,0.0
2022-10-23 03:00:00,2022-10-23 04:00:00,43.25,89.25,1.35,5.88,4.2,0.2,11.05,30.45,86.25,0.3,,15.0,755.0,0.0
2022-10-23 04:00:00,2022-10-23 05:00:00,44.25,87.75,1.45,5.82,4.28,0.18,11.22,30.57,85.5,0.3,,15.0,755.0,0.0
2022-10-23 05:00:00,2022-10-23 06:00:00,44.75,84.25,1.27,5.9,4.2,0.17,12.72,29.93,83.0,0.3,,15.25,755.75,0.0
2022-10-23 06:00:00,2022-10-23 07:00:00,46.25,95.75,1.35,5.93,4.25,0.1,15.93,29.7,81.75,0.3,,36.75,757.0,0.0
2022-10-23 07:00:00,2022-10-23 08:00:00,52.75,100.25,1.37,5.95,4.27,0.1,18.92,29.72,79.25,0.3,,107.25,758.75,0.0
2022-10-23 08:00:00,2022-10-23 09:00:00,51.75,95.75,1.32,5.88,4.22,0.15,17.6,30.05,74.25,0.35,,225.5,760.25,0.0
2022-10-23 09:00:00,2022-10-23 10:00:00,48.0,89.25,1.37,5.8,4.2,0.2,15.15,30.33,67.0,0.57,,331.25,761.0,0.0
2022-10-23 10:00:00,2022-10-23 11:00:00,41.5,92.25,1.38,5.8,4.2,0.2,24.73,30.6,62.0,0.3,,359.75,760.5,0.0
2022-10-23 11:00:00,2022-10-23 12:00:00,47.5,97.5,1.4,5.8,4.2,0.2,22.73,31.0,58.75,0.3,,643.5,759.5,0.0
2022-10-23 12:00:00,2022-10-23 13:00:00,41.25,90.5,1.38,5.88,4.2,0.2,14.38,31.12,57.75,0.32,,505.0,757.5,0.0
2022-10-23 13:00:00,2022-10-23 14:00:00,37.0,81.75,1.27,5.9,4.17,0.18,12.28,31.1,55.75,0.33,,569.0,756.0,0.0
2022-10-23 14:00:00,2022-10-23 15:00:00,38.75,77.5,1.3,5.88,4.2,0.12,11.58,31.0,55.25,0.35,,456.25,754.5,0.0
2022-10-23 15:00:00,2022-10-23 16:00:00,37.25,73.5,1.3,5.8,4.12,0.17,10.98,31.02,56.0,0.3,,206.75,754.0,0.0
2022-10-23 16:00:00,2022-10-23 17:00:00,44.0,70.0,1.3,5.85,4.2,0.17,11.18,30.93,58.25,0.3,,93.25,753.75,0.0
2022-10-23 17:00:00,2022-10-23 18:00:00,45.25,89.5,1.25,5.83,4.15,0.2,12.2,30.65,66.75,0.3,,28.0,754.5,0.0
2022-10-23 18:00:00,2022-10-23 19:00:00,57.25,138.25,1.33,5.8,4.15,0.22,14.38,30.92,70.0,0.3,,15.25,755.75,0.0
2022-10-23 19:00:00,2022-10-23 20:00:00,121.25,300.75,1.25,5.93,4.2,0.2,27.53,30.95,71.0,0.3,,15.0,756.5,0.0
2022-10-23 20:00:00,2022-10-23 21:00:00,234.75,547.0,1.33,6.05,4.3,0.17,31.2,31.07,72.25,0.3,,15.0,757.5,0.0
2022-10-23 21:00:00,2022-10-23 22:00:00,215.5,507.25,1.3,6.07,4.3,0.1,20.9,31.1,74.25,0.3,,15.0,758.0,0.0
2022-10-23 22:00:00,2022-10-23 23:00:00,184.0,397.75,1.25,6.05,4.22,0.1,16.38,30.8,76.75,0.3,,15.5,757.0,0.0
2022-10-23 23:00:00,2022-10-24 00:00:00,143.5,287.0,1.33,6.1,4.33,0.1,17.6,30.62,79.5,0.3,,15.5,756.25,0.0
2022-10-24 00:00:00,2022-10-24 01:00:00,128.75,273.75,1.35,6.15,4.38,0.1,18.72,30.48,81.25,0.3,,15.5,755.25,0.0
2022-10-24 01:00:00,2022-10-24 02:00:00,121.0,258.5,1.38,6.03,4.3,0.15,12.78,30.38,84.25,0.3,,15.0,754.25,0.0
2022-10-24 02:00:00,2022-10-24 03:00:00,99.0,181.25,1.38,5.83,4.22,0.2,12.1,30.58,84.75,0.3,,15.0,753.75,0.0
2022-10-24 03:00:00,2022-10-24 04:00:00,67.25,130.5,1.32,5.85,4.2,0.2,11.13,30.55,83.25,0.3,,15.0,753.0,0.0
2022-10-24 04:00:00,2022-10-24 05:00:00,64.25,124.25,1.4,5.88,4.3,0.2,12.28,30.52,82.25,0.3,,15.0,753.75,0.0
2022-10-24 05:00:00,2022-10-24 06:00:00,69.25,135.75,1.38,6.03,4.33,0.12,11.7,30.38,82.75,0.3,,15.25,754.25,0.0
2022-10-24 06:00:00,2022-10-24 07:00:00,63.0,132.5,1.3,6.18,4.33,0.1,10.62,29.9,79.25,0.3,,60.75,755.5,0.0
2022-10-24 07:00:00,2022-10-24 08:00:00,61.25,137.5,1.25,6.1,4.25,0.1,11.2,30.47,70.25,0.3,,235.0,757.5,0.0
2022-10-24 08:00:00,2022-10-24 09:00:00,65.25,144.0,1.28,6.03,4.22,0.1,12.5,30.95,64.5,0.33,,301.25,758.75,0.0
2022-10-24 09:00:00,2022-10-24 10:00:00,65.25,130.0,1.3,5.97,4.22,0.15,13.9,30.55,60.5,0.3,,429.75,759.0,0.0
2022-10-24 10:00:00,2022-10-24 11:00:00,62.25,125.75,1.3,5.85,4.17,0.2,15.4,30.75,52.75,0.45,,538.75,758.75,0.0
2022-10-24 11:00:00,2022-10-24 12:00:00,63.25,134.25,1.37,5.88,4.25,0.22,19.33,31.0,49.0,0.72,,550.25,757.5,0.0
2022-10-24 12:00:00,2022-10-24 13:00:00,73.0,144.0,1.33,5.83,4.2,0.2,17.67,31.03,47.67,0.3,,608.33,755.67,0.0
2022-10-24 13:00:00,2022-10-24 14:00:00,44.75,94.0,1.37,5.78,4.2,0.2,15.4,31.5,46.5,0.3,,544.25,753.75,0.0
2022-10-24 14:00:00,2022-10-24 15:00:00,38.0,82.0,1.3,5.83,4.17,0.17,13.33,31.43,46.67,0.3,,463.0,752.67,0.0
2022-10-24 15:00:00,2022-10-24 16:00:00,36.5,77.5,1.33,5.85,4.23,0.15,11.97,31.38,47.25,0.3,,196.0,752.0,0.0
2022-10-24 16:00:00,2022-10-24 17:00:00,36.0,79.25,1.27,5.9,4.2,0.1,13.1,31.3,48.75,0.38,,81.75,752.25,0.0
2022-10-24 17:00:00,2022-10-24 18:00:00,44.25,85.0,1.3,5.93,4.2,0.1,13.6,30.95,50.75,0.3,,32.5,753.5,0.0
2022-10-24 18:00:00,2022-10-24 19:00:00,164.75,244.25,1.22,6.08,4.25,0.1,57.22,30.7,55.5,0.3,,15.75,754.25,0.0
2022-10-24 19:00:00,2022-10-24 20:00:00,479.0,677.0,1.5,6.75,4.83,,138.82,30.73,62.5,0.3,12.0,15.0,755.25,0.0
2022-10-24 20:00:00,2022-10-24 21:00:00,,,1.58,7.05,5.03,,172.88,30.62,65.5,0.3,,15.0,756.0,0.0
2022-10-24 21:00:00,2022-10-24 22:00:00,,,1.7,7.47,5.35,,169.2,30.88,68.75,0.3,,15.5,756.75,0.0
2022-10-24 22:00:00,2022-10-24 23:00:00,,,1.75,7.5,5.42,,156.6,30.67,70.5,0.3,,16.0,756.75,0.0
2022-10-24 23:00:00,2022-10-25 00:00:00,,,1.82,7.55,5.47,,107.23,30.25,72.5,0.3,,16.0,756.0,0.0
2022-10-25 00:00:00,2022-10-25 01:00:00,,,1.8,7.12,5.25,,69.6,30.12,74.25,0.3,,15.75,755.5,0.0
2022-10-25 01:00:00,2022-10-25 02:00:00,485.0,,1.77,6.5,4.88,0.15,40.17,30.08,72.5,0.3,,15.75,754.0,0.0
2022-10-25 02:00:00,2022-10-25 03:00:00,433.75,428.0,1.8,6.18,4.75,0.25,25.95,29.98,74.25,0.3,,15.25,754.0,0.0
2022-10-25 03:00:00,2022-10-25 04:00:00,256.5,381.0,1.78,6.05,4.68,0.33,19.9,30.25,74.75,0.3,,15.25,753.5,0.0
2022-10-25 04:00:00,2022-10-25 05:00:00,174.75,226.5,1.7,6.0,4.57,0.3,18.07,30.3,76.25,0.3,,15.0,754.0,0.0
2022-10-25 05:00:00,2022-10-25 06:00:00,135.25,182.5,1.7,6.1,4.65,0.3,15.93,30.35,77.75,0.3,,15.75,754.75,0.0
2022-10-25 06:00:00,2022-10-25 07:00:00,116.75,172.25,1.67,6.12,4.6,0.2,14.7,30.3,75.0,0.3,,55.0,756.5,0.0
2022-10-25 07:00:00,2022-10-25 08:00:00,111.0,176.0,1.58,6.12,4.55,0.2,15.28,30.67,67.75,0.35,,191.25,759.0,0.0
2022-10-25 08:00:00,2022-10-25 09:00:00,96.75,172.75,1.52,6.05,4.45,0.2,14.43,31.07,64.5,0.57,,346.0,760.5,0.0
2022-10-25 09:00:00,2022-10-25 10:00:00,70.5,134.25,1.43,6.0,4.33,0.2,14.88,31.07,63.75,0.43,,469.5,761.0,0.0
2022-10-25 10:00:00,2022-10-25 11:00:00,65.5,121.75,1.38,5.88,4.25,0.2,16.3,30.77,58.0,0.57,,567.0,760.0,0.0
2022-10-25 11:00:00,2022-10-25 12:00:00,60.5,97.5,1.4,5.85,4.25,0.2,18.0,30.53,51.25,0.47,,598.75,759.0,0.0
2022-10-25 12:00:00,2022-10-25 13:00:00,48.5,85.5,1.37,5.78,4.2,0.2,15.78,30.7,46.5,0.45,,601.75,757.5,0.0
2022-10-25 13:00:00,2022-10-25 14:00:00,41.75,71.75,1.35,5.75,4.15,0.2,15.45,30.72,44.5,0.35,,540.5,755.75,0.0
2022-10-25 14:00:00,2022-10-25 15:00:00,33.0,66.75,1.4,5.82,4.2,0.2,12.05,31.48,43.25,0.47,,443.25,755.0,0.0
2022-10-25 15:00:00,2022-10-25 16:00:00,26.75,57.0,1.35,5.8,4.17,0.1,12.1,31.37,50.5,0.5,,197.75,755.0,0.0
2022-10-25 16:00:00,2022-10-25 17:00:00,29.0,70.0,1.27,5.85,4.15,0.15,13.9,31.25,53.75,0.62,,69.25,755.0,0.0
2022-10-25 17:00:00,2022-10-25 18:00:00,38.0,85.25,1.3,5.77,4.15,0.2,11.72,31.12,54.75,0.53,,27.5,755.25,0.0
2022-10-25 18:00:00,2022-10-25 19:00:00,42.25,104.25,1.3,5.85,4.2,0.1,11.82,30.83,56.75,0.3,,15.0,756.25,0.0
2022-10-25 19:00:00,2022-10-25 20:00:00,68.75,163.5,1.35,5.9,4.2,0.17,13.52,30.75,59.75,0.33,,15.75,757.5,0.0
2022-10-25 20:00:00,2022-10-25 21:00:00,115.5,264.5,1.4,5.93,4.3,0.15,15.52,30.85,61.75,0.3,,16.0,758.5,0.0
2022-10-25 21:00:00,2022-10-25 22:00:00,126.75,278.25,1.3,6.0,4.25,0.12,15.95,30.8,63.0,0.3,,16.0,760.0,0.0
2022-10-25 22:00:00,2022-10-25 23:00:00,110.0,253.0,1.38,5.95,4.28,0.1,14.78,31.23,65.5,0.3,,16.0,760.0,0.0
2022-10-25 23:00:00,2022-10-26 00:00:00,100.25,213.25,1.3,5.93,4.2,0.1,12.33,31.12,69.0,0.3,,16.0,759.75,0.0
2022-10-26 00:00:00,2022-10-26 01:00:00,74.75,159.0,1.2,5.97,4.15,0.1,11.3,30.82,71.5,0.3,,16.0,758.75,0.0
2022-10-26 01:00:00,2022-10-26 02:00:00,59.75,142.0,1.25,6.03,4.2,0.1,10.72,30.62,74.25,0.3,,16.0,757.75,0.0
2022-10-26 02:00:00,2022-10-26 03:00:00,72.0,176.5,1.35,6.27,4.43,,12.6,30.52,77.75,0.3,,15.75,757.0,0.0
2022-10-26 03:00:00,2022-10-26 04:00:00,103.25,245.75,1.38,6.38,4.5,,15.5,30.27,81.25,0.3,,15.75,757.0,0.0
2022-10-26 04:00:00,2022-10-26 05:00:00,101.25,235.0,1.5,6.15,4.47,0.15,16.72,30.42,82.0,0.3,12.0,15.75,757.0,0.0
2022-10-26 05:00:00,2022-10-26 06:00:00,78.75,173.25,1.5,6.12,4.47,0.1,13.5,30.4,84.0,0.3,,16.0,758.0,0.0
2022-10-26 06:00:00,2022-10-26 07:00:00,64.5,137.75,1.52,6.27,4.57,0.1,14.35,30.5,82.25,0.3,,51.25,759.5,0.0
2022-10-26 07:00:00,2022-10-26 08:00:00,70.25,155.5,1.48,6.17,4.5,0.1,15.22,31.07,75.25,0.3,,178.75,761.5,0.0
2022-10-26 08:00:00,2022-10-26 09:00:00,74.25,158.5,1.42,6.1,4.4,0.1,24.5,31.22,70.0,0.3,,318.75,763.5,0.0
2022-10-26 09:00:00,2022-10-26 10:00:00,67.5,147.25,1.32,6.07,4.3,0.1,20.73,31.3,63.25,0.3,,447.0,764.0,0.0
2022-10-26 10:00:00,2022-10-26 11:00:00,45.75,101.5,1.3,6.0,4.22,0.1,38.23,31.15,57.5,0.38,,555.0,763.5,0.0
2022-10-26 11:00:00,2022-10-26 12:00:00,44.5,100.25,1.3,5.93,4.2,0.17,22.5,30.53,51.25,0.9,,607.75,762.0,0.0
2022-10-26 12:00:00,2022-10-26 13:00:00,35.75,81.5,1.4,5.75,4.18,0.2,13.92,30.75,50.0,0.93,,558.0,760.25,0.0
2022-10-26 13:00:00,2022-10-26 14:00:00,38.25,72.0,1.32,5.8,4.2,0.2,11.5,30.83,45.75,1.33,,547.25,758.75,0.0
2022-10-26 14:00:00,2022-10-26 15:00:00,28.5,56.0,1.37,5.83,4.27,0.2,12.7,30.82,42.75,0.57,,452.0,757.75,0.0
2022-10-26 15:00:00,2022-10-26 16:00:00,25.0,54.75,1.32,5.88,4.2,0.15,16.43,31.7,44.5,0.6,,196.5,757.0,0.0
2022-10-26 16:00:00,2022-10-26 17:00:00,31.0,68.5,1.25,5.93,4.15,0.12,21.15,31.52,46.0,0.57,,55.5,757.0,0.0
2022-10-26 17:00:00,2022-10-26 18:00:00,42.0,93.75,1.27,5.9,4.17,0.12,12.45,31.4,48.0,0.35,,26.0,757.0,0.0
2022-10-26 18:00:00,2022-10-26 19:00:00,51.67,114.0,1.4,5.95,4.28,0.1,10.55,31.2,52.5,0.3,,15.0,758.0,0.0
2022-10-26 19:00:00,2022-10-26 20:00:00,66.67,175.0,1.32,6.07,4.3,0.1,12.75,30.8,56.5,0.3,,15.0,759.25,0.0
2022-10-26 20:00:00,2022-10-26 21:00:00,69.33,166.75,1.38,5.93,4.3,0.15,14.68,30.93,60.0,0.3,,15.25,760.5,0.0
2022-10-26 21:00:00,2022-10-26 22:00:00,63.0,163.25,1.4,6.03,4.32,0.12,15.45,30.9,62.5,0.3,,16.0,761.0,0.0
2022-10-26 22:00:00,2022-10-26 23:00:00,63.0,162.0,1.42,6.0,4.32,0.18,14.55,30.85,66.75,0.3,,15.5,760.5,0.0
2022-10-26 23:00:00,2022-10-27 00:00:00,52.67,129.0,1.4,5.9,4.3,0.15,13.88,31.12,71.25,0.3,,15.75,759.75,0.0
2022-10-27 00:00:00,2022-10-27 01:00:00,49.67,129.0,1.32,5.93,4.22,0.1,10.5,30.78,75.5,0.3,,15.75,759.0,0.0
2022-10-27 01:00:00,2022-10-27 02:00:00,37.5,117.0,1.3,5.93,4.2,0.1,9.57,30.48,78.75,0.3,,15.75,757.5,0.0
2022-10-27 02:00:00,2022-10-27 03:00:00,39.25,87.5,1.32,5.97,4.25,0.1,20.2,30.3,79.0,0.3,,15.0,757.0,0.0
2022-10-27 03:00:00,2022-10-27 04:00:00,39.75,99.5,1.27,5.9,4.2,0.12,24.9,30.3,81.0,0.3,,15.0,756.0,0.0
2022-10-27 04:00:00,2022-10-27 05:00:00,37.5,72.75,1.38,5.77,4.2,0.2,17.2,30.38,80.25,0.3,,15.0,756.25,0.0
2022-10-27 05:00:00,2022-10-27 06:00:00,32.5,62.25,1.38,5.8,4.2,0.2,14.4,30.52,79.5,0.3,,16.0,757.0,0.0
2022-10-27 06:00:00,2022-10-27 07:00:00,34.5,73.5,1.38,5.95,4.28,0.12,14.85,30.48,80.0,0.3,,18.0,758.25,0.0
2022-10-27 07:00:00,2022-10-27 08:00:00,44.0,88.75,1.37,5.95,4.3,0.15,18.07,30.57,83.5,0.6,,26.75,760.0,0.0
2022-10-27 08:00:00,2022-10-27 09:00:00,35.5,81.5,1.2,5.93,4.12,0.1,13.55,30.12,94.5,0.38,,44.25,761.25,0.0
2022-10-27 09:00:00,2022-10-27 10:00:00,21.75,46.5,1.33,6.1,4.3,0.1,13.3,29.9,95.25,0.3,,114.5,761.75,0.0
2022-10-27 10:00:00,2022-10-27 11:00:00,30.0,58.75,1.35,6.03,4.3,0.1,12.23,30.05,89.25,0.3,,208.75,761.0,0.0
2022-10-27 11:00:00,2022-10-27 12:00:00,30.0,73.0,1.37,6.0,4.3,0.1,12.6,30.03,86.33,0.3,,384.33,760.0,0.33
2022-10-27 12:00:00,2022-10-27 13:00:00,30.25,67.75,1.32,5.83,4.18,0.17,13.0,30.15,84.25,0.83,,104.0,758.25,0.0
2022-10-27 13:00:00,2022-10-27 14:00:00,29.0,53.0,1.35,5.9,4.25,0.12,15.07,30.15,86.5,0.8,,120.25,756.75,0.0
2022-10-27 14:00:00,2022-10-27 15:00:00,32.25,40.5,1.33,5.97,4.22,0.1,15.1,30.23,81.0,0.33,,226.0,756.0,0.0
2022-10-27 15:00:00,2022-10-27 16:00:00,30.75,47.75,1.42,5.85,4.28,0.15,13.72,30.43,79.0,0.75,,160.75,756.0,0.0
2022-10-27 16:00:00,2022-10-27 17:00:00,24.75,50.5,1.4,5.8,4.22,0.12,11.47,30.25,80.0,0.43,,76.25,756.0,0.0
2022-10-27 17:00:00,2022-10-27 18:00:00,28.5,61.5,1.35,5.82,4.2,0.12,11.72,29.9,79.0,0.4,,37.5,756.0,0.0
2022-10-27 18:00:00,2022-10-27 19:00:00,35.0,67.25,1.38,5.88,4.25,0.1,13.25,29.75,79.5,0.33,,14.75,756.75,0.0
2022-10-27 19:00:00,2022-10-27 20:00:00,40.0,80.75,1.3,5.97,4.2,0.1,12.62,29.65,81.75,0.38,,14.75,758.0,0.0
2022-10-27 20:00:00,2022-10-27 21:00:00,37.25,80.5,1.4,5.97,4.3,0.1,15.58,29.85,85.0,0.3,,14.75,758.75,0.0
2022-10-27 21:00:00,2022-10-27 22:00:00,37.75,74.0,1.4,5.92,4.27,0.15,14.8,29.88,85.25,0.38,,15.0,759.0,0.0
2022-10-27 22:00:00,2022-10-27 23:00:00,35.0,75.0,1.37,5.85,4.22,0.15,13.6,30.05,83.75,0.3,,15.0,759.0,0.0
2022-10-27 23:00:00,2022-10-28 00:00:00,24.5,57.25,1.38,5.83,4.2,0.15,12.45,30.02,87.5,0.42,,15.5,758.75,1.0
2022-10-28 00:00:00,2022-10-28 01:00:00,12.5,21.5,1.38,5.8,4.2,0.12,10.93,29.83,93.25,0.35,,14.0,758.0,5.25
2022-10-28 01:00:00,2022-10-28 02:00:00,18.25,22.75,1.35,5.88,4.23,0.1,9.35,29.42,94.75,0.3,,14.0,756.75,0.0
2022-10-28 02:00:00,2022-10-28 03:00:00,21.75,35.75,1.3,6.03,4.28,,9.7,29.25,95.5,0.3,,14.75,755.75,0.0
2022-10-28 03:00:00,2022-10-28 04:00:00,20.5,49.25,1.33,6.23,4.35,,10.78,29.12,96.75,0.3,,15.0,755.75,0.0
2022-10-28 04:00:00,2022-10-28 05:00:00,22.0,52.0,1.48,6.27,4.53,,12.18,29.48,97.0,0.3,,15.0,756.0,0.0
2022-10-28 05:00:00,2022-10-28 06:00:00,33.0,71.0,1.52,6.4,4.62,,13.8,29.52,96.5,0.3,,15.25,756.0,0.0
2022-10-28 06:00:00,2022-10-28 07:00:00,43.75,97.0,1.7,7.03,5.15,,14.27,29.65,95.25,0.3,,52.0,758.5,0.0
2022-10-28 07:00:00,2022-10-28 08:00:00,53.25,126.75,1.62,6.38,4.72,0.1,13.7,30.1,88.25,0.3,,164.25,760.0,0.0
2022-10-28 08:00:00,2022-10-28 09:00:00,37.25,84.25,1.65,6.07,4.55,0.17,15.1,30.6,81.5,0.55,,288.5,760.5,0.0
2022-10-28 09:00:00,2022-10-28 10:00:00,26.5,58.0,1.5,5.97,4.4,0.17,13.03,30.35,74.75,0.95,,413.0,761.0,0.0
2022-10-28 10:00:00,2022-10-28 11:00:00,12.25,32.0,1.4,6.03,4.3,0.1,10.5,30.07,73.25,1.62,,485.5,760.25,0.0
2022-10-28 11:00:00,2022-10-28 12:00:00,18.25,34.75,1.37,5.9,4.25,0.1,9.23,30.12,71.5,1.8,,610.75,758.75,0.0
2022-10-28 12:00:00,2022-10-28 13:00:00,15.5,32.75,1.27,5.9,4.15,0.12,9.52,30.18,70.25,1.53,,563.25,757.25,0.0
2022-10-28 13:00:00,2022-10-28 14:00:00,15.0,29.25,1.4,5.83,4.23,0.2,9.68,30.15,70.25,1.43,,453.0,755.75,0.0
2022-10-28 14:00:00,2022-10-28 15:00:00,19.0,29.75,1.42,5.8,4.2,0.2,8.97,30.5,71.75,1.77,,371.5,754.75,0.0
2022-10-28 15:00:00,2022-10-28 16:00:00,20.5,30.25,1.48,5.77,4.25,0.2,9.03,30.6,74.75,1.55,,222.25,754.25,0.0
2022-10-28 16:00:00,2022-10-28 17:00:00,17.25,34.25,1.45,5.75,4.25,0.15,9.85,30.8,76.75,1.4,,82.0,754.0,0.0
2022-10-28 17:00:00,2022-10-28 18:00:00,21.25,38.0,1.3,5.9,4.2,0.1,10.05,30.5,77.0,0.93,,23.5,754.75,0.0
2022-10-28 18:00:00,2022-10-28 19:00:00,23.25,51.75,1.35,5.9,4.2,0.1,10.85,30.18,77.25,0.73,,15.25,755.5,0.0
2022-10-28 19:00:00,2022-10-28 20:00:00,27.0,67.0,1.35,5.88,4.25,0.1,12.02,30.1,79.75,0.57,,15.5,756.5,0.0
2022-10-28 20:00:00,2022-10-28 21:00:00,25.0,66.75,1.3,5.88,4.2,0.1,8.88,30.12,81.0,0.53,,15.75,757.5,0.0
2022-10-28 21:00:00,2022-10-28 22:00:00,22.25,58.75,1.38,5.88,4.2,0.1,8.68,30.07,81.0,0.45,,15.75,758.0,0.5
2022-10-28 22:00:00,2022-10-28 23:00:00,30.75,59.25,1.4,5.85,4.25,0.17,10.6,30.33,84.25,0.35,,15.0,758.0,0.0
2022-10-28 23:00:00,2022-10-29 00:00:00,27.0,45.0,1.4,5.93,4.3,0.1,11.73,30.37,85.33,0.3,,15.0,758.0,0.0
2022-10-29 00:00:00,2022-10-29 01:00:00,24.5,57.5,1.33,5.83,4.17,0.1,11.38,30.47,90.0,0.65,,15.0,756.75,0.25
2022-10-29 01:00:00,2022-10-29 02:00:00,13.75,37.0,1.35,5.9,4.25,0.1,11.12,30.27,92.5,0.3,,15.0,755.25,0.0
2022-10-29 02:00:00,2022-10-29 03:00:00,22.75,53.75,1.3,6.0,4.22,0.1,11.55,29.82,92.0,0.4,,15.0,754.75,0.0
2022-10-29 03:00:00,2022-10-29 04:00:00,27.25,62.5,1.32,5.9,4.2,0.1,12.33,29.65,92.0,0.4,,14.5,754.0,0.0
2022-10-29 04:00:00,2022-10-29 05:00:00,32.75,68.75,1.28,5.85,4.15,0.1,9.25,29.55,92.0,0.53,,14.0,754.75,0.0
2022-10-29 05:00:00,2022-10-29 06:00:00,31.0,56.75,1.35,5.85,4.23,0.1,7.92,29.8,91.25,0.3,,14.0,755.5,0.0
2022-10-29 06:00:00,2022-10-29 07:00:00,41.5,71.5,1.35,5.9,4.22,0.1,9.8,29.83,91.0,0.33,,32.0,756.75,0.0
2022-10-29 07:00:00,2022-10-29 08:00:00,53.0,103.0,1.32,5.97,4.23,0.1,13.75,29.98,89.25,0.65,,96.5,757.75,0.0
2022-10-29 08:00:00,2022-10-29 09:00:00,48.5,91.5,1.38,5.85,4.2,0.1,15.93,30.1,86.0,1.0,,179.25,759.25,0.0
2022-10-29 09:00:00,2022-10-29 10:00:00,50.25,106.5,1.3,5.9,4.2,0.12,14.25,30.23,83.75,0.6,,144.5,760.0,0.0
2022-10-29 10:00:00,2022-10-29 11:00:00,40.0,82.5,1.38,5.9,4.25,0.1,11.67,30.07,77.0,1.28,,329.0,759.5,0.0
2022-10-29 11:00:00,2022-10-29 12:00:00,32.25,51.5,1.35,5.9,4.2,0.1,10.23,30.12,75.75,1.38,,237.25,757.75,0.0
2022-10-29 12:00:00,2022-10-29 13:00:00,27.75,51.0,1.23,5.95,4.2,0.1,11.43,29.9,80.5,0.85,,282.0,756.25,0.5
2022-10-29 13:00:00,2022-10-29 14:00:00,28.0,42.75,1.38,5.78,4.2,0.1,11.68,30.0,76.25,1.25,,270.0,755.5,0.0
2022-10-29 14:00:00,2022-10-29 15:00:00,20.5,36.5,1.38,5.83,4.22,0.17,10.93,30.1,70.5,1.38,,149.75,754.75,0.0
2022-10-29 15:00:00,2022-10-29 16:00:00,18.5,39.75,1.4,5.8,4.2,0.12,10.45,30.18,73.0,0.87,,105.25,754.25,0.0
2022-10-29 16:00:00,2022-10-29 17:00:00,24.75,46.25,1.35,5.82,4.2,0.12,9.6,30.33,73.0,1.0,,86.0,755.0,0.0
2022-10-29 17:00:00,2022-10-29 18:00:00,21.25,49.5,1.32,5.82,4.15,0.12,8.7,30.35,75.5,0.97,,27.25,755.0,0.0
2022-10-29 18:00:00,2022-10-29 19:00:00,23.75,52.25,1.2,5.93,4.12,0.1,8.62,29.88,78.0,0.67,,14.75,756.0,0.0
2022-10-29 19:00:00,2022-10-29 20:00:00,31.0,66.0,1.27,5.93,4.2,0.1,10.0,29.62,78.25,0.5,,14.25,756.75,0.0
2022-10-29 20:00:00,2022-10-29 21:00:00,35.75,70.25,1.3,5.93,4.2,0.1,10.53,29.58,78.0,0.53,,14.5,758.0,0.0
